,전라북도,전라북도 전주시,전라북도 전주시 완산구,전라북도 전주시 덕진구,전라북도 군산시,전라북도 익산시,전라북도 정읍시,전라북도 남원시,전라북도 김제시,전라북도 완주군,전라북도 진안군,전라북도 무주군,전라북도 장수군,전라북도 임실군,전라북도 순창군,전라북도 고창군,전라북도 부안군
2021년12월_남_90~99세,"3,254",708,392,316,352,454,256,248,294,195,79,75,80,111,110,161,131
2021년12월_남_100세 이상,54,8,4,4,5,5,7,4,7,6,0,3,1,3,1,2,2
2021년12월_여_총인구수,"897,861","333,842","172,310","161,532","131,014","139,686","53,595","40,466","40,720","44,297","12,320","11,922","10,883","13,038","13,666","26,879","25,533"
2021년12월_여_연령구간인구수,"897,861","333,842","172,310","161,532","131,014","139,686","53,595","40,466","40,720","44,297","12,320","11,922","10,883","13,038","13,666","26,879","25,533"
2021년12월_여_0~9세,"58,201","25,066","11,173","13,893","9,554","8,507","2,836","2,157","1,860","3,176",585,495,491,620,593,"1,159","1,102"
2021년12월_여_10~19세,"82,067","33,881","16,606","17,275","12,620","13,195","4,369","3,424","2,971","3,881",752,879,806,730,"1,049","1,824","1,686"
2021년12월_여_20~29세,"94,808","43,860","23,382","20,478","13,043","16,007","4,529","3,247","3,067","3,841",778,761,668,775,814,"1,699","1,719"
2021년12월_여_30~39세,"88,021","39,991","19,302","20,689","13,834","13,045","3,897","2,926","2,892","4,260",764,715,683,812,882,"1,645","1,675"
2021년12월_여_40~49세,"126,210","53,546","26,733","26,813","20,231","19,730","6,683","4,984","4,217","5,995","1,061","1,228","1,049","1,060","1,359","2,536","2,531"
2021년12월_여_50~59세,"143,545","54,394","29,483","24,911","20,944","23,801","8,371","6,321","5,926","6,800","1,931","1,840","1,578","1,931","1,987","3,919","3,802"
2021년12월_여_60~69세,"135,544","42,622","23,611","19,011","19,765","21,423","8,870","6,733","7,432","7,080","2,416","2,237","2,143","2,377","2,440","5,049","4,957"
2021년12월_여_70~79세,"94,193","24,879","13,465","11,414","12,703","13,585","7,331","5,539","6,241","4,926","1,992","1,883","1,690","2,313","2,292","4,521","4,298"
2021년12월_여_80~89세,"63,336","13,194","7,181","6,013","6,945","8,680","5,670","4,306","5,119","3,639","1,726","1,598","1,528","2,045","1,921","3,760","3,205"
2021년12월_여_90~99세,"11,585","2,346","1,336","1,010","1,339","1,677",999,804,963,683,307,268,236,364,314,744,541
2021년12월_여_100세 이상,351,63,38,25,36,36,40,25,32,16,8,18,11,11,15,23,17
