,전국,서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,강원도,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주특별자치도
2020년08월_남_80~89세,"594,304","105,188","40,400","26,656","26,034","13,712","14,219","7,277","2,341","122,981","24,821","22,084","34,689","30,279","34,001","43,636","38,179","7,807"
2020년08월_남_90~99세,"55,516","10,914","3,234","1,999","2,600","1,220","1,329",506,252,"12,121","2,500","2,023","3,273","2,940","3,128","3,741","3,171",565
2020년08월_남_100세 이상,"5,203","1,744",410,167,244,53,89,33,11,"1,131",259,154,205,174,115,208,165,41
2020년08월_여_총인구수,"25,988,565","4,983,662","1,734,610","1,229,566","1,468,871","734,553","735,884","554,388","174,049","6,643,488","765,576","788,139","1,038,712","908,798","921,519","1,311,013","1,661,035","334,702"
2020년08월_여_연령구간인구수,"25,988,565","4,983,662","1,734,610","1,229,566","1,468,871","734,553","735,884","554,388","174,049","6,643,488","765,576","788,139","1,038,712","908,798","921,519","1,311,013","1,661,035","334,702"
2020년08월_여_0~9세,"1,970,865","311,107","115,391","88,788","113,619","59,470","57,128","48,996","22,911","566,658","52,265","61,416","86,037","64,045","65,989","93,598","133,643","29,804"
2020년08월_여_10~19세,"2,335,088","386,919","132,791","109,262","134,072","76,553","71,634","53,562","20,639","649,584","66,659","72,095","98,026","85,112","81,166","107,979","155,316","33,719"
2020년08월_여_20~29세,"3,228,579","753,239","207,149","150,231","192,600","99,932","101,166","64,043","17,879","850,530","78,633","88,045","108,560","97,291","88,512","123,652","168,651","38,466"
2020년08월_여_30~39세,"3,365,975","744,475","207,944","143,922","197,958","92,323","94,264","72,693","31,162","927,606","79,718","92,197","125,649","92,923","89,203","137,979","194,756","41,203"
2020년08월_여_40~49세,"4,098,433","778,250","255,318","196,049","237,494","122,524","120,142","92,889","32,713","1,130,482","109,463","116,638","153,594","131,005","121,659","184,215","261,508","54,490"
2020년08월_여_50~59세,"4,285,991","778,684","295,348","218,187","256,501","117,867","121,675","103,202","21,031","1,096,137","130,618","133,118","160,575","145,290","146,030","222,738","285,344","53,646"
2020년08월_여_60~69세,"3,367,793","647,009","274,897","167,561","180,531","84,049","89,997","70,176","14,543","748,114","118,570","108,507","136,657","126,990","132,661","201,738","226,465","39,328"
2020년08월_여_70~79세,"2,024,828","381,473","160,303","98,316","95,949","51,541","49,502","31,163","7,602","415,057","75,068","66,160","93,740","94,702","108,505","134,257","136,744","24,746"
2020년08월_여_80~89세,"1,104,141","166,779","72,449","49,578","50,002","25,421","25,653","14,990","4,622","217,539","45,499","42,576","64,488","60,369","74,470","89,557","84,475","15,674"
2020년08월_여_90~99세,"190,664","30,839","11,566","7,130","9,461","4,503","4,447","2,540",902,"38,688","8,503","6,980","10,687","10,393","12,598","14,539","13,509","3,379"
2020년08월_여_100세 이상,"16,208","4,888","1,454",542,684,370,276,134,45,"3,093",580,407,699,678,726,761,624,247
