카테고리,광주광역시 광산구,광주광역시 광산구 송정1동,광주광역시 광산구 송정2동,광주광역시 광산구 도산동,광주광역시 광산구 신흥동,광주광역시 광산구 어룡동,광주광역시 광산구 우산동,광주광역시 광산구 월곡1동,광주광역시 광산구 월곡2동,광주광역시 광산구 비아동,광주광역시 광산구 첨단1동,광주광역시 광산구 첨단2동,광주광역시 광산구 신가동,광주광역시 광산구 운남동,광주광역시 광산구 수완동,광주광역시 광산구 하남동,광주광역시 광산구 임곡동,광주광역시 광산구 동곡동,광주광역시 광산구 평동,광주광역시 광산구 삼도동,광주광역시 광산구 본량동,광주광역시 광산구 신창동
2021년03월_남_연령구간인구수,"204,128","5,583","3,316","7,858","2,362","16,807","14,356","5,642","8,143","3,853","13,690","21,997","9,561","15,368","38,471","12,595","1,110",992,"2,280","1,165","1,013","17,966"
2021년03월_남_0~9세,"20,088",339,175,750,166,"2,016","1,150",360,559,334,"1,019","1,941","1,059","1,466","5,165","1,588",24,24,68,21,14,"1,850"
2021년03월_남_10~19세,"26,738",593,197,870,222,"1,879","1,082",604,"1,044",407,"1,749","2,888","1,459","2,038","6,789","1,698",63,44,77,65,50,"2,920"
2021년03월_남_20~29세,"31,209",967,521,"1,172",328,"2,202","2,273","1,033","1,315",509,"2,711","4,210","1,438","2,421","4,957","1,720",95,99,265,105,79,"2,789"
2021년03월_남_30~39세,"27,560",625,513,"1,107",291,"2,781","2,413",658,898,465,"1,780","3,055","1,148","1,972","4,814","1,860",71,92,289,99,63,"2,566"
2021년03월_남_40~49세,"37,960",966,455,"1,393",382,"3,294","2,187",818,"1,429",740,"1,976","3,780","1,947","2,798","8,664","2,592",117,115,347,130,143,"3,687"
2021년03월_남_50~59세,"33,502",967,563,"1,264",400,"2,301","2,550","1,091","1,543",786,"2,668","3,927","1,594","2,776","5,314","1,768",233,186,430,237,186,"2,718"
2021년03월_남_60~69세,"17,111",636,428,717,301,"1,529","1,790",724,888,369,"1,261","1,539",566,"1,189","1,893","1,003",257,209,427,254,221,910
2021년03월_남_70~79세,"7,418",361,346,441,210,614,699,267,356,179,362,467,275,514,712,284,161,170,272,173,148,407
2021년03월_남_80~89세,"2,318",119,106,128,54,177,197,77,104,58,151,179,67,175,151,73,83,49,92,74,97,107
2021년03월_남_90~99세,218,9,12,16,8,12,15,10,7,6,12,11,7,19,12,9,6,3,13,7,12,12
2021년03월_남_100세 이상,6,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
2021년03월_여_총인구수,"200,811","5,464","3,282","7,732","2,308","16,062","13,879","5,536","7,909","3,445","13,914","21,588","9,200","15,975","39,374","11,969","1,038",936,"1,824","1,101","1,032","17,243"
2021년03월_여_연령구간인구수,"200,811","5,464","3,282","7,732","2,308","16,062","13,879","5,536","7,909","3,445","13,914","21,588","9,200","15,975","39,374","11,969","1,038",936,"1,824","1,101","1,032","17,243"
2021년03월_여_0~9세,"19,065",322,149,679,148,"1,873","1,104",342,531,321,987,"1,825",999,"1,414","4,890","1,504",35,19,64,28,17,"1,814"
2021년03월_여_10~19세,"25,258",560,191,760,196,"1,820","1,027",538,963,358,"1,714","2,696","1,387","1,878","6,789","1,559",48,33,73,58,42,"2,568"
2021년03월_여_20~29세,"27,503",765,450,"1,000",281,"1,787","2,017",866,"1,155",395,"2,443","3,698","1,223","2,299","4,594","1,506",72,72,173,59,67,"2,581"
2021년03월_여_30~39세,"26,548",553,392,"1,046",245,"2,641","1,993",580,844,427,"1,680","2,803","1,197","1,989","5,540","1,834",47,47,167,58,57,"2,408"
2021년03월_여_40~49세,"38,303",905,379,"1,307",352,"2,809","2,004",845,"1,426",620,"2,384","4,234","1,991","2,996","9,333","2,379",66,70,150,85,84,"3,884"
2021년03월_여_50~59세,"30,934",879,534,"1,214",375,"2,289","2,426","1,136","1,479",589,"2,837","3,731","1,271","2,771","4,636","1,698",155,132,240,144,134,"2,264"
2021년03월_여_60~69세,"16,960",701,517,811,343,"1,572","1,656",702,871,332,"1,082","1,395",596,"1,317","2,096",918,204,203,365,214,160,905
2021년03월_여_70~79세,"9,737",529,428,591,238,766,912,310,410,227,456,702,342,853,"1,000",332,190,200,308,198,225,520
2021년03월_여_80~89세,"5,498",212,206,273,104,425,624,185,197,155,267,428,166,407,412,204,179,135,232,221,210,256
2021년03월_여_90~99세,957,36,30,49,22,75,115,32,32,21,63,71,27,47,82,33,42,23,49,35,34,39
2021년03월_여_100세 이상,48,2,6,2,4,5,1,0,1,0,1,5,1,4,2,2,0,2,3,1,2,4
