카테고리,전라북도,전라북도 전주시,전라북도 전주시 완산구,전라북도 전주시 덕진구,전라북도 군산시,전라북도 익산시,전라북도 정읍시,전라북도 남원시,전라북도 김제시,전라북도 완주군,전라북도 진안군,전라북도 무주군,전라북도 장수군,전라북도 임실군,전라북도 순창군,전라북도 고창군,전라북도 부안군
2021년05월_남_80~89세,"31,300","7,270","3,856","3,414","3,519","4,146","2,722","2,027","2,270","1,831",836,827,721,"1,020",906,"1,714","1,491"
2021년05월_남_90~99세,"3,103",653,366,287,333,461,259,225,266,177,89,79,73,108,98,141,141
2021년05월_남_100세 이상,90,15,10,5,9,20,9,6,6,6,5,4,1,4,1,2,2
2021년05월_여_총인구수,"901,849","333,663","173,285","160,378","131,609","140,575","54,095","40,796","41,075","44,285","12,485","12,008","10,977","13,180","13,965","27,218","25,918"
2021년05월_여_연령구간인구수,"901,849","333,663","173,285","160,378","131,609","140,575","54,095","40,796","41,075","44,285","12,485","12,008","10,977","13,180","13,965","27,218","25,918"
2021년05월_여_0~9세,"60,603","25,784","11,675","14,109","9,965","8,922","2,991","2,263","1,985","3,321",631,531,521,616,668,"1,225","1,180"
2021년05월_여_10~19세,"83,035","34,144","16,956","17,188","12,799","13,395","4,434","3,472","2,981","3,902",767,882,810,779,"1,047","1,889","1,734"
2021년05월_여_20~29세,"96,272","44,227","23,749","20,478","13,273","16,242","4,650","3,307","3,087","3,902",814,780,705,821,886,"1,769","1,809"
2021년05월_여_30~39세,"89,710","40,232","19,458","20,774","14,234","13,257","4,042","3,053","2,991","4,378",815,757,713,828,961,"1,717","1,732"
2021년05월_여_40~49세,"128,056","54,102","27,345","26,757","20,472","20,126","6,853","5,078","4,278","6,005","1,100","1,244","1,084","1,070","1,393","2,617","2,634"
2021년05월_여_50~59세,"143,483","54,121","29,489","24,632","20,843","23,796","8,382","6,332","6,048","6,708","1,937","1,845","1,578","1,979","2,016","3,984","3,914"
2021년05월_여_60~69세,"132,656","41,352","22,953","18,399","19,360","21,028","8,743","6,682","7,366","6,867","2,358","2,208","2,115","2,336","2,399","4,965","4,877"
2021년05월_여_70~79세,"94,811","24,645","13,380","11,265","12,597","13,622","7,451","5,606","6,404","4,969","2,043","1,933","1,737","2,373","2,415","4,670","4,346"
2021년05월_여_80~89세,"61,782","12,766","6,962","5,804","6,745","8,504","5,564","4,223","4,945","3,562","1,711","1,551","1,472","2,031","1,877","3,648","3,183"
2021년05월_여_90~99세,"10,990","2,213","1,272",941,"1,274","1,613",932,756,957,647,297,259,232,334,283,704,489
2021년05월_여_100세 이상,451,77,46,31,47,70,53,24,33,24,12,18,10,13,20,30,20
