카테고리,부산광역시 사하구,부산광역시 사하구 괴정제1동,부산광역시 사하구 괴정제2동,부산광역시 사하구 괴정제3동,부산광역시 사하구 괴정제4동,부산광역시 사하구 당리동,부산광역시 사하구 하단제1동,부산광역시 사하구 하단제2동,부산광역시 사하구 신평제1동,부산광역시 사하구 신평제2동,부산광역시 사하구 장림제1동,부산광역시 사하구 장림제2동,부산광역시 사하구 다대제1동,부산광역시 사하구 다대제2동,부산광역시 사하구 구평동,부산광역시 사하구 감천제1동,부산광역시 사하구 감천제2동
2020년08월_남_50~59세,"27,257","1,598","1,189","1,058",954,"2,257","1,811","2,010","1,691","1,411","1,003","2,425","3,655","2,698",922,"1,825",750
2020년08월_남_60~69세,"24,418","1,622","1,159","1,143",959,"2,207","1,598","1,611","1,542","1,180",812,"2,090","2,908","2,355",767,"1,782",683
2020년08월_남_70~79세,"11,960",946,728,645,595,"1,112",748,785,705,469,388,897,"1,271",984,328,913,446
2020년08월_남_80~89세,"3,279",298,171,181,155,299,225,223,186,126,90,187,371,300,68,241,158
2020년08월_남_90~99세,258,27,15,19,13,18,7,11,21,14,5,10,41,29,6,15,7
2020년08월_남_100세 이상,35,7,0,6,1,3,3,1,5,0,1,1,1,1,0,1,4
2020년08월_여_총인구수,"158,359","10,505","7,409","6,830","5,919","14,073","11,028","12,908","8,690","8,128","5,529","13,864","20,083","14,465","5,769","9,960","3,199"
2020년08월_여_연령구간인구수,"158,359","10,505","7,409","6,830","5,919","14,073","11,028","12,908","8,690","8,128","5,529","13,864","20,083","14,465","5,769","9,960","3,199"
2020년08월_여_0~9세,"10,169",548,458,283,262,836,633,729,568,568,518,982,"1,645",895,647,513,84
2020년08월_여_10~19세,"12,429",751,566,378,402,"1,144",841,"1,098",576,630,453,"1,194","1,885","1,264",388,726,133
2020년08월_여_20~29세,"18,729","1,144",749,738,665,"1,666","1,709","2,225",907,"1,139",493,"1,670","2,075","1,527",650,"1,123",249
2020년08월_여_30~39세,"18,083","1,147",788,727,550,"1,550","1,362","1,544",996,"1,072",760,"1,806","2,264","1,403","1,019",904,191
2020년08월_여_40~49세,"22,856","1,413","1,057",793,829,"2,037","1,550","1,768","1,207","1,198",923,"2,147","3,379","2,165",842,"1,237",311
2020년08월_여_50~59세,"28,533","1,897","1,220","1,209","1,053","2,676","1,937","2,244","1,591","1,553",829,"2,507","3,557","2,836",925,"1,956",543
2020년08월_여_60~69세,"26,042","1,840","1,386","1,429","1,183","2,407","1,693","1,886","1,506","1,211",835,"2,137","2,793","2,338",787,"1,932",679
2020년08월_여_70~79세,"14,111","1,095",791,835,647,"1,155",864,977,903,496,505,"1,006","1,585","1,256",331,"1,040",625
2020년08월_여_80~89세,"6,229",544,331,377,280,524,367,380,356,215,191,350,770,647,139,443,315
2020년08월_여_90~99세,"1,050",105,54,54,42,71,65,54,63,44,21,62,120,128,35,74,58
2020년08월_여_100세 이상,128,21,9,7,6,7,7,3,17,2,1,3,10,6,6,12,11
