,전라북도 남원시,전라북도 남원시 운봉읍,전라북도 남원시 주천면,전라북도 남원시 수지면,전라북도 남원시 송동면,전라북도 남원시 주생면,전라북도 남원시 금지면,전라북도 남원시 대강면,전라북도 남원시 대산면,전라북도 남원시 사매면,전라북도 남원시 덕과면,전라북도 남원시 보절면,전라북도 남원시 산동면,전라북도 남원시 이백면,전라북도 남원시 아영면,전라북도 남원시 산내면,전라북도 남원시 인월면,전라북도 남원시 동충동,전라북도 남원시 죽항동,전라북도 남원시 노암동,전라북도 남원시 금동,전라북도 남원시 왕정동,전라북도 남원시 향교동,전라북도 남원시 도통동
2021년09월_여_연령구간인구수,"40,602","1,987","1,279",557,"1,019",917,"1,189",833,815,715,455,729,910,"1,144",950,"1,064","1,387","1,787","1,739","3,190","3,415","2,158","3,458","8,905"
2021년09월_여_0~9세,"2,206",77,41,21,32,26,33,16,30,19,6,23,23,41,34,40,50,81,83,268,255,98,180,729
2021년09월_여_10~19세,"3,465",95,84,24,55,47,56,34,36,23,14,32,34,63,55,79,82,160,119,329,395,145,280,"1,224"
2021년09월_여_20~29세,"3,233",120,90,22,57,43,44,35,33,36,22,36,47,76,42,68,57,156,155,304,257,213,339,981
2021년09월_여_30~39세,"2,972",98,75,28,46,32,45,26,32,32,26,23,36,54,39,36,76,130,135,332,308,166,266,931
2021년09월_여_40~49세,"5,015",154,112,33,63,62,83,46,58,52,18,40,65,98,61,119,133,223,213,494,523,251,461,"1,653"
2021년09월_여_50~59세,"6,318",315,218,75,158,127,153,90,115,78,61,88,128,176,130,229,242,296,251,476,498,364,567,"1,483"
2021년09월_여_60~69세,"6,724",385,270,111,185,176,248,184,179,138,105,139,175,206,196,167,313,309,321,426,525,395,576,995
2021년09월_여_70~79세,"5,589",367,197,93,187,203,263,165,149,155,106,156,190,197,202,159,250,261,282,344,401,307,424,531
2021년09월_여_80~89세,"4,264",310,160,123,197,170,220,196,148,159,88,166,182,187,161,150,149,148,148,189,214,182,307,310
2021년09월_여_90~99세,789,66,29,27,37,31,43,40,35,23,9,24,28,43,28,17,33,23,31,28,39,33,56,66
2021년09월_여_100세 이상,27,0,3,0,2,0,1,1,0,0,0,2,2,3,2,0,2,0,1,0,0,4,2,2
