,전국,서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,강원도,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주특별자치도
2021년04월_남_0~9세,"1,995,212","311,894","116,788","89,201","114,935","60,215","57,464","49,243","24,138","578,890","53,087","61,815","86,543","64,295","65,770","95,529","134,678","30,727"
2021년04월_남_10~19세,"2,456,839","394,929","138,793","116,065","140,034","80,270","74,723","58,389","21,991","681,423","70,583","76,852","104,558","89,424","85,729","117,953","168,347","36,776"
2021년04월_남_20~29세,"3,550,306","700,106","221,748","169,519","206,995","108,762","110,901","79,887","19,408","954,827","99,831","109,808","132,853","113,225","111,168","159,722","208,160","43,386"
2021년04월_남_30~39세,"3,507,413","729,046","211,534","151,345","207,964","93,897","100,347","79,228","30,026","981,229","86,151","102,467","142,442","96,038","96,318","153,072","205,068","41,241"
2021년04월_남_40~49세,"4,190,587","747,653","255,758","187,387","246,217","118,857","117,038","95,028","35,767","1,169,273","113,843","123,945","174,552","136,817","137,655","198,630","274,435","57,732"
2021년04월_남_50~59세,"4,347,620","743,744","272,472","206,898","254,583","116,033","119,640","105,402","24,073","1,136,978","136,524","139,115","178,739","154,498","167,869","236,526","295,775","58,751"
2021년04월_남_60~69세,"3,385,900","594,968","254,617","158,693","188,402","79,467","89,501","75,345","15,637","789,501","123,761","116,237","144,670","129,133","139,935","208,998","236,673","40,362"
2021년04월_남_70~79세,"1,667,934","318,032","132,478","77,098","81,182","41,574","41,606","29,052","6,681","349,150","60,433","54,217","77,829","75,612","84,394","108,186","109,745","20,665"
2021년04월_남_80~89세,"623,913","110,235","42,798","28,225","27,416","14,442","14,907","7,758","2,469","130,158","26,222","23,098","35,581","31,193","35,458","45,560","40,223","8,170"
2021년04월_남_90~99세,"56,334","10,401","3,117","2,112","2,638","1,280","1,359",510,265,"12,458","2,479","2,047","3,419","3,083","3,292","3,943","3,334",597
2021년04월_남_100세 이상,"2,480",703,149,120,124,37,36,11,7,579,123,78,89,97,79,121,112,15
2021년04월_여_총인구수,"25,917,562","4,927,000","1,719,452","1,219,633","1,465,724","729,953","730,097","548,310","180,934","6,695,332","763,138","786,624","1,035,177","902,916","916,481","1,307,656","1,653,073","336,062"
2021년04월_여_연령구간인구수,"25,917,562","4,927,000","1,719,452","1,219,633","1,465,724","729,953","730,097","548,310","180,934","6,695,332","763,138","786,624","1,035,177","902,916","916,481","1,307,656","1,653,073","336,062"
2021년04월_여_0~9세,"1,896,193","295,969","110,857","84,859","108,854","57,057","54,293","46,612","23,101","551,630","50,677","59,143","82,551","60,958","63,319","89,831","127,478","29,004"
2021년04월_여_10~19세,"2,296,787","375,976","130,295","106,344","132,301","74,660","69,857","52,505","21,719","643,946","65,251","70,901","96,842","83,204","79,565","106,499","153,385","33,537"
2021년04월_여_20~29세,"3,211,643","748,089","204,361","148,167","190,235","99,446","100,460","62,125","18,602","857,829","77,625","87,475","107,742","96,262","87,584","121,833","165,133","38,675"
2021년04월_여_30~39세,"3,294,973","729,462","201,536","138,835","194,059","89,808","91,708","69,721","31,464","920,627","77,898","90,208","121,956","89,926","86,624","133,574","187,022","40,545"
2021년04월_여_40~49세,"4,053,500","761,115","251,556","192,341","235,205","120,574","117,580","91,114","34,478","1,129,442","107,892","115,167","152,584","128,821","119,948","182,427","258,620","54,636"
2021년04월_여_50~59세,"4,256,750","767,373","287,971","215,283","254,752","117,748","120,204","101,939","22,067","1,106,006","128,272","131,160","158,925","143,646","144,520","220,024","282,720","54,140"
2021년04월_여_60~69세,"3,532,245","664,871","283,992","175,063","191,856","87,319","94,921","74,257","15,932","798,241","124,839","115,467","143,960","132,195","137,342","211,502","239,581","40,907"
2021년04월_여_70~79세,"2,025,984","379,652","160,955","98,864","96,460","52,092","49,821","31,951","7,741","418,456","73,977","65,745","93,121","94,885","107,098","133,277","137,059","24,830"
2021년04월_여_80~89세,"1,142,236","171,978","75,691","51,767","51,767","26,274","26,515","15,425","4,815","226,928","47,491","43,812","65,812","61,622","76,574","92,568","87,071","16,126"
2021년04월_여_90~99세,"198,125","30,482","11,620","7,703","9,839","4,721","4,573","2,586",986,"40,406","8,852","7,301","11,249","10,935","13,330","15,524","14,537","3,481"
2021년04월_여_100세 이상,"9,126","2,033",618,407,396,254,165,75,29,"1,821",364,245,435,462,577,597,467,181
