카테고리,부산광역시 사하구,부산광역시 사하구 괴정제1동,부산광역시 사하구 괴정제2동,부산광역시 사하구 괴정제3동,부산광역시 사하구 괴정제4동,부산광역시 사하구 당리동,부산광역시 사하구 하단제1동,부산광역시 사하구 하단제2동,부산광역시 사하구 신평제1동,부산광역시 사하구 신평제2동,부산광역시 사하구 장림제1동,부산광역시 사하구 장림제2동,부산광역시 사하구 다대제1동,부산광역시 사하구 다대제2동,부산광역시 사하구 구평동,부산광역시 사하구 감천제1동,부산광역시 사하구 감천제2동
2020년10월_남_20~29세,"21,570","1,206",835,750,780,"1,887","1,953","2,788","1,085","1,088",603,"1,926","2,529","1,911",689,"1,210",330
2020년10월_남_30~39세,"19,807","1,226",809,877,629,"1,609","1,594","1,726","1,233","1,217",840,"2,031","2,239","1,419","1,070","1,008",280
2020년10월_남_40~49세,"23,776","1,354","1,145",890,763,"1,959","1,504","1,798","1,434","1,248","1,135","2,353","3,285","2,020",965,"1,441",482
2020년10월_남_50~59세,"27,005","1,589","1,168","1,049",939,"2,222","1,785","1,983","1,680","1,420",984,"2,424","3,630","2,666",923,"1,805",738
2020년10월_남_60~69세,"24,642","1,650","1,171","1,149",978,"2,215","1,608","1,614","1,550","1,187",822,"2,117","2,945","2,388",775,"1,795",678
2020년10월_남_70~79세,"11,993",934,724,653,591,"1,125",755,789,696,479,390,897,"1,281",989,329,913,448
2020년10월_남_80~89세,"3,334",304,174,187,158,299,230,224,190,129,90,198,372,309,71,244,155
2020년10월_남_90~99세,267,28,15,19,13,21,7,12,22,13,5,9,42,29,7,16,9
2020년10월_남_100세 이상,33,7,0,5,1,2,3,1,5,0,1,1,1,1,0,1,4
2020년10월_여_총인구수,"157,460","10,464","7,342","6,757","5,900","13,971","10,997","12,845","8,642","8,065","5,488","13,825","20,001","14,375","5,743","9,891","3,154"
2020년10월_여_연령구간인구수,"157,460","10,464","7,342","6,757","5,900","13,971","10,997","12,845","8,642","8,065","5,488","13,825","20,001","14,375","5,743","9,891","3,154"
2020년10월_여_0~9세,"9,938",531,452,264,251,811,626,715,557,555,504,966,"1,613",884,630,495,84
2020년10월_여_10~19세,"12,305",751,554,380,395,"1,139",846,"1,057",572,624,457,"1,181","1,873","1,234",396,714,132
2020년10월_여_20~29세,"18,598","1,147",744,725,662,"1,652","1,704","2,261",891,"1,110",486,"1,653","2,068","1,516",642,"1,098",239
2020년10월_여_30~39세,"17,714","1,110",760,694,546,"1,509","1,336","1,488",976,"1,056",750,"1,781","2,235","1,387",996,899,191
2020년10월_여_40~49세,"22,661","1,403","1,052",784,822,"2,001","1,529","1,763","1,219","1,202",910,"2,141","3,341","2,115",853,"1,221",305
2020년10월_여_50~59세,"28,293","1,890","1,197","1,187","1,048","2,660","1,922","2,215","1,555","1,524",828,"2,500","3,560","2,817",916,"1,955",519
2020년10월_여_60~69세,"26,308","1,855","1,397","1,445","1,199","2,427","1,718","1,911","1,522","1,237",830,"2,175","2,803","2,367",799,"1,940",683
2020년10월_여_70~79세,"14,176","1,103",797,843,644,"1,160",867,987,907,490,506,"1,013","1,602","1,265",329,"1,046",617
2020년10월_여_80~89세,"6,268",546,328,375,284,530,372,392,360,222,193,350,771,658,141,433,313
2020년10월_여_90~99세,"1,071",107,52,53,43,75,70,53,65,43,23,63,125,126,35,78,60
2020년10월_여_100세 이상,128,21,9,7,6,7,7,3,18,2,1,2,10,6,6,12,11
