카테고리,충청북도,충청북도 청주시,충청북도 청주시 상당구,충청북도 청주시 서원구,충청북도 청주시 흥덕구,충청북도 청주시 청원구,충청북도 충주시,충청북도 제천시,충청북도 보은군,충청북도 옥천군,충청북도 영동군,충청북도 증평군,충청북도 진천군,충청북도 괴산군,충청북도 음성군,충청북도 단양군
2021년09월_남_연령구간인구수,"809,981","427,871","96,277","95,955","135,825","99,814","105,958","66,273","16,050","25,283","22,912","18,973","44,559","18,963","48,723","14,416"
2021년09월_남_0~9세,"60,563","36,666","8,143","6,603","12,075","9,845","7,034","4,261",703,"1,265","1,100","1,566","3,869",624,"2,891",584
2021년09월_남_10~19세,"76,231","44,053","10,228","10,156","13,638","10,031","9,623","5,877","1,072","2,009","1,667","1,762","4,349",952,"3,853","1,014"
2021년09월_남_20~29세,"108,903","65,238","13,283","15,309","22,158","14,488","13,717","8,077","1,335","2,362","2,212","2,612","5,369","1,509","5,276","1,196"
2021년09월_남_30~39세,"102,092","62,139","11,974","11,577","21,846","16,742","12,485","6,620","1,103","1,924","1,589","2,451","6,317","1,281","5,179","1,004"
2021년09월_남_40~49세,"122,946","68,869","15,099","14,752","21,979","17,039","15,573","9,121","1,750","3,275","2,697","2,944","7,458","2,083","7,459","1,717"
2021년09월_남_50~59세,"139,155","68,949","16,630","16,581","21,533","14,205","18,946","12,034","3,125","4,717","4,329","3,188","7,548","3,807","9,642","2,870"
2021년09월_남_60~69세,"119,965","51,306","12,887","12,970","14,719","10,730","17,010","12,083","3,737","5,317","4,993","2,661","5,784","4,876","8,727","3,471"
2021년09월_남_70~79세,"54,346","21,441","5,563","5,562","5,616","4,700","7,681","5,590","2,053","2,951","2,825","1,214","2,539","2,491","3,859","1,702"
2021년09월_남_80~89세,"23,653","8,476","2,247","2,268","2,092","1,869","3,566","2,410","1,063","1,311","1,380",529,"1,230","1,234","1,671",783
2021년09월_남_90~99세,"2,060",714,220,172,166,156,314,185,109,151,117,44,92,102,160,72
2021년09월_남_100세 이상,67,20,3,5,3,9,9,15,0,1,3,2,4,4,6,3
2021년09월_여_총인구수,"786,784","420,840","97,403","97,237","131,767","94,433","103,480","65,606","15,843","24,932","23,064","17,415","40,358","17,917","43,304","14,025"
2021년09월_여_연령구간인구수,"786,784","420,840","97,403","97,237","131,767","94,433","103,480","65,606","15,843","24,932","23,064","17,415","40,358","17,917","43,304","14,025"
2021년09월_여_0~9세,"57,867","35,192","7,896","6,344","11,589","9,363","6,904","4,008",662,"1,192","1,056","1,428","3,638",601,"2,657",529
2021년09월_여_10~19세,"70,641","40,964","9,481","9,424","12,724","9,335","8,922","5,506",962,"1,772","1,543","1,607","4,020",919,"3,548",878
2021년09월_여_20~29세,"86,767","54,471","11,314","12,911","18,761","11,485","10,103","6,357",917,"1,810","1,706","1,793","3,871","1,029","3,846",864
2021년09월_여_30~39세,"89,422","55,970","11,460","10,657","19,590","14,263","10,526","5,899",926,"1,808","1,411","1,970","5,132",951,"3,976",853
2021년09월_여_40~49세,"114,348","66,920","15,346","15,129","21,172","15,273","14,632","8,663","1,406","2,821","2,298","2,526","6,271","1,527","5,885","1,399"
2021년09월_여_50~59세,"131,103","68,699","16,764","17,113","21,430","13,392","18,086","11,482","2,503","4,053","3,772","2,830","6,244","3,189","7,740","2,505"
2021년09월_여_60~69세,"118,882","53,313","13,176","13,864","15,106","11,167","16,966","12,063","3,517","5,070","4,697","2,645","5,455","4,273","7,638","3,245"
2021년09월_여_70~79세,"65,372","26,211","6,822","6,955","6,700","5,734","9,469","6,716","2,444","3,388","3,550","1,459","2,962","2,815","4,252","2,106"
2021년09월_여_80~89세,"44,751","16,233","4,349","4,107","3,994","3,783","6,825","4,222","2,102","2,540","2,601","1,017","2,369","2,236","3,186","1,420"
2021년09월_여_90~99세,"7,378","2,773",768,714,684,607,"1,018",646,389,467,419,138,387,364,562,215
2021년09월_여_100세 이상,253,94,27,19,17,31,29,44,15,11,11,2,9,13,14,11
