,전국,서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,강원도,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주특별자치도
2021년01월_남_40~49세,"4,210,504","755,311","256,870","188,820","247,140","119,313","118,023","95,574","35,393","1,169,698","114,956","124,791","174,740","137,909","138,677","199,686","275,701","57,902"
2021년01월_남_50~59세,"4,362,639","748,598","275,594","208,139","255,910","116,062","120,390","106,431","23,693","1,134,692","137,420","140,506","179,320","154,867","168,176","237,416","296,962","58,463"
2021년01월_남_60~69세,"3,323,601","590,203","252,875","156,192","183,897","78,515","87,810","73,981","15,140","769,505","120,964","112,689","140,779","127,079","137,960","204,435","231,794","39,783"
2021년01월_남_70~79세,"1,670,127","321,364","132,502","76,817","81,220","41,572","41,694","28,757","6,659","348,924","60,833","54,477","77,850","75,407","84,561","107,885","108,848","20,757"
2021년01월_남_80~89세,"613,527","109,372","42,054","27,551","26,951","14,099","14,576","7,589","2,436","127,700","25,807","22,669","35,204","30,798","34,718","44,562","39,359","8,082"
2021년01월_남_90~99세,"57,682","11,332","3,344","2,102","2,672","1,270","1,394",538,265,"12,643","2,576","2,062","3,404","3,055","3,238","3,895","3,288",604
2021년01월_남_100세 이상,"5,423","1,827",421,178,261,54,91,36,10,"1,175",268,161,207,179,122,215,177,41
2021년01월_여_총인구수,"25,987,420","4,961,970","1,729,861","1,224,157","1,468,813","732,186","732,895","551,968","179,215","6,683,637","765,969","788,601","1,037,742","906,633","920,443","1,309,255","1,658,013","336,062"
2021년01월_여_연령구간인구수,"25,987,420","4,961,970","1,729,861","1,224,157","1,468,813","732,186","732,895","551,968","179,215","6,683,637","765,969","788,601","1,037,742","906,633","920,443","1,309,255","1,658,013","336,062"
2021년01월_여_0~9세,"1,921,776","300,934","112,409","86,321","110,527","57,773","55,298","47,522","23,040","556,785","51,324","59,831","83,602","62,112","64,344","91,090","129,716","29,148"
2021년01월_여_10~19세,"2,310,721","379,156","131,255","107,475","132,847","75,460","70,455","53,155","21,466","645,209","65,662","71,505","97,247","84,116","80,400","107,144","154,459","33,710"
2021년01월_여_20~29세,"3,226,048","750,182","205,776","149,533","191,772","99,853","100,895","63,204","18,535","856,641","78,441","88,026","108,618","97,108","88,344","122,864","167,333","38,923"
2021년01월_여_30~39세,"3,323,975","735,793","204,198","140,593","195,607","90,769","92,641","70,873","31,485","924,273","78,689","91,147","123,391","91,185","87,736","135,165","189,712","40,718"
2021년01월_여_40~49세,"4,075,431","769,360","253,321","193,905","236,354","121,177","118,656","91,983","33,978","1,131,240","108,879","115,922","153,055","129,722","120,784","182,899","259,830","54,366"
2021년01월_여_50~59세,"4,280,061","774,385","292,087","216,750","256,024","117,976","121,078","102,777","21,773","1,104,508","129,791","132,569","160,047","144,503","145,388","221,568","284,739","54,098"
2021년01월_여_60~69세,"3,470,948","659,895","281,513","171,963","187,294","86,110","92,994","72,773","15,413","778,532","122,320","112,494","140,961","130,176","135,942","207,474","234,641","40,453"
2021년01월_여_70~79세,"2,037,556","384,751","161,379","98,878","96,825","52,244","49,882","31,718","7,809","419,890","74,740","66,291","93,900","95,286","108,284","133,947","136,802","24,930"
2021년01월_여_80~89세,"1,126,859","170,791","74,550","50,714","51,095","25,793","26,174","15,268","4,728","223,094","46,721","43,191","65,120","60,989","75,419","91,214","86,011","15,987"
2021년01월_여_90~99세,"197,348","31,697","11,893","7,459","9,751","4,660","4,538","2,555",948,"40,265","8,802","7,216","11,083","10,749","13,041","15,105","14,114","3,472"
2021년01월_여_100세 이상,"16,697","5,026","1,480",566,717,371,284,140,40,"3,200",600,409,718,687,761,785,656,257
