,서울특별시,서울특별시 종로구,서울특별시 중구,서울특별시 용산구,서울특별시 성동구,서울특별시 광진구,서울특별시 동대문구,서울특별시 중랑구,서울특별시 성북구,서울특별시 강북구,서울특별시 도봉구,서울특별시 노원구,서울특별시 은평구,서울특별시 서대문구,서울특별시 마포구,서울특별시 양천구,서울특별시 강서구,서울특별시 구로구,서울특별시 금천구,서울특별시 영등포구,서울특별시 동작구,서울특별시 관악구,서울특별시 서초구,서울특별시 강남구,서울특별시 송파구,서울특별시 강동구
2021년08월_계_80~89세,"288,376","6,028","4,832","8,485","8,852","9,244","11,843","12,329","14,721","12,179","12,214","17,129","16,622","11,545","11,319","11,161","15,313","11,953","6,751","11,720","12,359","13,756","10,059","12,278","14,668","11,016"
2021년08월_계_90~99세,"41,066",952,807,"1,379","1,138","1,207","1,434","1,598","1,988","1,436","1,654","2,499","2,045","1,537","1,577","1,685","2,513","1,506",869,"1,513","1,775","1,636","1,746","2,223","2,501","1,848"
2021년08월_계_100세 이상,"2,516",54,60,95,82,75,83,79,108,48,122,129,288,116,107,70,93,49,46,67,152,110,112,132,115,124
2021년08월_남_총인구수,"4,640,740","70,715","59,868","108,220","140,517","164,748","167,140","192,060","208,711","146,919","155,523","247,676","226,964","146,553","174,204","220,421","277,705","196,249","116,714","186,526","187,510","245,308","199,722","254,936","317,635","228,196"
2021년08월_남_연령구간인구수,"4,640,740","70,715","59,868","108,220","140,517","164,748","167,140","192,060","208,711","146,919","155,523","247,676","226,964","146,553","174,204","220,421","277,705","196,249","116,714","186,526","187,510","245,308","199,722","254,936","317,635","228,196"
2021년08월_남_0~9세,"306,199","3,617","3,324","6,661","10,009","9,372","10,184","11,243","14,313","7,522","9,132","16,127","14,525","9,781","12,264","15,568","19,225","13,503","6,163","12,903","12,065","10,555","16,704","18,209","25,023","18,207"
2021년08월_남_10~19세,"391,081","5,256","3,272","7,557","9,581","12,726","11,680","13,064","18,505","10,844","12,677","26,555","19,210","11,425","14,080","25,890","22,396","15,081","7,176","12,395","13,990","14,084","22,787","30,765","29,510","20,575"
2021년08월_남_20~29세,"694,343","11,140","8,554","15,701","21,794","29,117","27,713","27,233","31,683","20,540","21,487","36,253","31,592","23,587","27,844","29,672","39,798","26,657","18,540","27,448","31,569","53,062","25,670","34,086","43,644","29,959"
2021년08월_남_30~39세,"722,592","9,748","9,945","18,791","23,232","27,217","25,301","29,293","29,482","19,586","20,186","31,554","32,852","21,933","30,158","27,732","49,508","31,279","19,931","35,478","30,995","47,443","27,948","35,978","51,294","35,728"
2021년08월_남_40~49세,"739,942","10,325","8,973","16,910","21,928","25,083","25,367","29,015","33,591","22,955","23,226","39,460","36,918","22,598","29,227","36,952","45,218","31,591","16,890","28,731","29,005","35,534","35,657","45,356","51,881","37,551"
2021년08월_남_50~59세,"741,473","12,552","10,204","17,927","23,038","26,289","26,483","33,593","34,037","25,506","26,740","42,193","37,045","23,692","26,864","37,815","40,505","30,793","19,826","28,655","27,890","33,876","31,042","40,606","49,056","35,246"
2021년08월_남_60~69세,"603,802","10,095","8,920","13,972","18,304","20,868","22,924","29,190","26,618","21,979","24,202","32,652","30,607","18,619","18,983","28,692","36,564","27,062","16,859","23,339","23,271","27,874","22,304","27,924","40,809","31,171"
2021년08월_남_70~79세,"316,988","5,229","4,654","7,094","8,979","10,067","12,424","14,191","14,242","12,704","12,633","16,225","16,925","10,015","9,941","13,632","18,318","15,080","8,415","12,371","13,218","16,721","12,652","16,208","19,952","15,098"
2021년08월_남_80~89세,"113,314","2,443","1,787","3,165","3,334","3,663","4,657","4,872","5,723","4,883","4,755","6,021","6,692","4,456","4,374","4,051","5,586","4,824","2,693","4,775","5,006","5,748","4,451","5,262","5,840","4,253"
2021년08월_남_90~99세,"10,383",293,219,415,289,327,386,345,491,385,449,614,555,412,435,401,561,366,208,414,461,389,477,513,602,376
2021년08월_남_100세 이상,623,17,16,27,29,19,21,21,26,15,36,22,43,35,34,16,26,13,13,17,40,22,30,29,24,32
2021년08월_여_총인구수,"4,909,487","74,836","62,984","116,757","147,697","176,757","170,717","196,851","224,104","154,511","163,688","266,374","247,450","159,919","195,849","229,182","298,656","201,638","114,045","191,129","200,048","242,996","217,846","277,882","341,356","236,215"
2021년08월_여_연령구간인구수,"4,909,487","74,836","62,984","116,757","147,697","176,757","170,717","196,851","224,104","154,511","163,688","266,374","247,450","159,919","195,849","229,182","298,656","201,638","114,045","191,129","200,048","242,996","217,846","277,882","341,356","236,215"
2021년08월_여_0~9세,"290,249","3,538","3,095","6,290","9,604","8,908","9,646","10,541","13,735","7,063","8,447","15,157","13,759","9,504","11,753","14,723","18,521","12,982","5,791","12,345","11,516","9,996","15,766","17,093","23,629","16,847"
2021년08월_여_10~19세,"372,275","5,331","3,330","7,395","9,654","12,404","11,394","12,676","17,961","10,326","11,975","24,566","18,321","11,443","13,902","23,806","21,424","14,267","7,011","11,413","13,274","13,573","21,991","28,251","28,194","18,393"
2021년08월_여_20~29세,"744,950","11,894","9,790","17,657","22,378","33,098","28,708","27,891","34,390","21,156","20,784","34,799","34,498","25,842","34,196","28,650","46,720","27,723","18,673","31,731","33,905","55,878","27,708","37,441","48,194","31,246"
2021년08월_여_30~39세,"723,650","9,801","9,970","19,083","24,142","27,640","23,728","27,632","29,498","17,884","19,283","31,831","34,112","22,490","33,616","28,464","48,512","29,938","16,118","33,853","30,283","38,215","32,837","42,421","56,028","36,271"
2021년08월_여_40~49세,"753,348","10,903","8,596","17,433","21,779","25,857","23,863","27,100","34,606","21,761","23,533","43,486","37,722","23,193","31,030","40,328","44,658","30,088","15,106","27,014","28,722","30,845","40,340","52,559","55,468","37,358"
2021년08월_여_50~59세,"763,863","12,365","9,949","18,379","23,371","27,445","25,713","34,322","35,002","26,122","29,257","44,813","39,811","24,869","27,800","38,252","43,859","31,395","19,587","27,537","30,018","33,163","31,852","40,264","52,109","36,609"
2021년08월_여_60~69세,"674,189","10,163","8,931","15,051","19,138","22,961","24,347","30,969","29,922","25,112","26,817","37,537","35,817","20,835","21,730","31,236","42,408","30,165","17,498","24,631","27,089","32,016","26,000","32,931","45,915","34,970"
2021년08월_여_70~79세,"379,325","6,560","5,646","9,117","11,211","11,927","15,022","16,952","18,413","16,707","14,842","21,085","21,745","13,448","13,662","15,275","20,808","16,775","9,509","14,511","16,462","19,967","14,393","18,093","21,001","16,194"
2021년08월_여_80~89세,"175,062","3,585","3,045","5,320","5,518","5,581","7,186","7,457","8,998","7,296","7,459","11,108","9,930","7,089","6,945","7,110","9,727","7,129","4,058","6,945","7,353","8,008","5,608","7,016","8,828","6,763"
2021년08월_여_90~99세,"30,683",659,588,964,849,880,"1,048","1,253","1,497","1,051","1,205","1,885","1,490","1,125","1,142","1,284","1,952","1,140",661,"1,099","1,314","1,247","1,269","1,710","1,899","1,472"
2021년08월_여_100세 이상,"1,893",37,44,68,53,56,62,58,82,33,86,107,245,81,73,54,67,36,33,50,112,88,82,103,91,92
