,전라남도,전라남도 목포시,전라남도 여수시,전라남도 순천시,전라남도 나주시,전라남도 광양시,전라남도 담양군,전라남도 곡성군,전라남도 구례군,전라남도 고흥군,전라남도 보성군,전라남도 화순군,전라남도 장흥군,전라남도 강진군,전라남도 해남군,전라남도 영암군,전라남도 무안군,전라남도 함평군,전라남도 영광군,전라남도 장성군,전라남도 완도군,전라남도 진도군,전라남도 신안군
2020년09월_계_90~99세,"15,946",961,"1,590","1,579",995,736,601,517,372,"1,232",716,643,611,514,812,526,593,490,550,498,562,365,483
2020년09월_계_100세 이상,853,80,106,63,59,23,33,14,22,50,39,33,24,29,46,34,36,28,35,41,25,17,16
2020년09월_남_총인구수,"930,076","112,457","143,064","140,876","57,632","78,570","23,350","13,752","12,454","31,117","19,791","30,975","18,372","16,773","34,137","27,750","42,377","16,116","26,573","22,969","25,165","14,889","20,917"
2020년09월_남_연령구간인구수,"930,076","112,457","143,064","140,876","57,632","78,570","23,350","13,752","12,454","31,117","19,791","30,975","18,372","16,773","34,137","27,750","42,377","16,116","26,573","22,969","25,165","14,889","20,917"
2020년09월_남_0~9세,"68,306","9,653","10,817","12,177","5,150","6,912","1,170",569,576,"1,302",951,"1,804","1,046",901,"2,091","1,843","3,897",748,"1,947","1,432","1,665",813,842
2020년09월_남_10~19세,"87,514","12,736","13,886","15,980","4,823","8,303","1,567","1,038",994,"2,091","1,343","2,990","1,497","1,304","2,765","2,414","4,646","1,093","2,201","1,746","1,888","1,156","1,053"
2020년09월_남_20~29세,"111,213","14,730","19,035","20,326","6,410","11,560","2,834","1,293","1,054","2,469","1,691","3,669","1,730","1,619","3,126","2,892","4,601","1,483","2,800","2,611","2,199","1,373","1,708"
2020년09월_남_30~39세,"98,842","13,612","16,816","17,135","7,569","9,973","1,914",934,896,"2,043","1,378","2,436","1,486","1,284","2,716","2,700","5,061","1,163","2,523","1,998","2,233","1,214","1,758"
2020년09월_남_40~49세,"139,855","19,462","22,348","21,555","9,098","12,183","3,025","1,741","1,608","3,731","2,413","4,404","2,328","2,124","4,589","4,480","7,026","2,079","3,761","3,237","3,687","2,046","2,930"
2020년09월_남_50~59세,"168,110","18,291","25,311","24,856","9,391","15,817","4,491","2,703","2,549","5,714","3,759","6,172","3,417","3,066","6,428","5,375","6,957","3,241","4,738","4,284","4,488","2,745","4,317"
2020년09월_남_60~69세,"134,880","13,639","20,019","16,833","8,030","8,676","4,183","2,572","2,267","6,252","3,796","4,825","3,262","3,052","6,071","4,043","5,328","3,021","4,215","3,753","4,240","2,623","4,180"
2020년09월_남_70~79세,"83,919","7,759","11,013","8,437","4,988","3,568","2,810","1,807","1,627","4,926","2,823","3,104","2,300","2,242","4,355","2,655","3,510","2,172","3,064","2,606","3,268","2,015","2,870"
2020년09월_남_80~89세,"34,151","2,360","3,519","3,252","1,951","1,445","1,222",990,802,"2,316","1,480","1,423","1,187","1,078","1,837","1,239","1,251","1,003","1,218","1,180","1,393",837,"1,168"
2020년09월_남_90~99세,"3,170",199,284,317,213,128,131,102,79,266,151,146,115,99,158,102,96,110,103,117,101,67,86
2020년09월_남_100세 이상,116,16,16,8,9,5,3,3,2,7,6,2,4,4,1,7,4,3,3,5,3,0,5
2020년09월_여_총인구수,"921,048","113,227","137,481","141,324","56,890","72,278","22,588","14,421","13,196","32,968","20,898","31,680","19,467","17,976","35,016","26,248","42,056","16,093","26,735","21,841","24,900","15,411","18,354"
2020년09월_여_연령구간인구수,"921,048","113,227","137,481","141,324","56,890","72,278","22,588","14,421","13,196","32,968","20,898","31,680","19,467","17,976","35,016","26,248","42,056","16,093","26,735","21,841","24,900","15,411","18,354"
2020년09월_여_0~9세,"65,740","9,169","10,505","11,542","4,924","6,695","1,161",546,592,"1,322",851,"1,757",988,908,"2,055","1,837","3,686",680,"1,867","1,421","1,548",902,784
2020년09월_여_10~19세,"80,951","12,101","12,749","14,552","4,515","7,745","1,437",945,877,"1,845","1,288","2,761","1,353","1,235","2,561","2,118","4,455",976,"2,031","1,562","1,781","1,068",996
2020년09월_여_20~29세,"88,316","12,531","14,597","17,165","5,742","8,354","1,912","1,081",917,"1,729","1,301","3,108","1,349","1,276","2,432","2,134","3,974","1,029","2,207","1,756","1,571","1,020","1,131"
2020년09월_여_30~39세,"88,904","12,789","14,453","16,240","6,947","8,663","1,730",811,789,"1,703","1,198","2,377","1,344","1,226","2,505","2,246","4,843","1,010","2,381","1,749","1,853","1,015","1,032"
2020년09월_여_40~49세,"121,449","18,322","19,967","22,194","7,174","11,717","2,186","1,369","1,340","2,666","1,821","4,023","1,871","1,685","3,533","3,073","6,232","1,438","2,874","2,407","2,603","1,496","1,458"
2020년09월_여_50~59세,"145,666","18,144","23,155","24,331","7,805","12,994","3,604","2,196","2,075","4,616","2,958","5,116","2,897","2,637","5,266","4,024","5,731","2,316","3,875","3,257","3,641","2,246","2,782"
2020년09월_여_60~69세,"133,383","14,963","20,317","16,748","7,822","7,809","3,946","2,369","2,347","6,361","3,798","4,428","3,265","3,084","6,140","3,915","5,323","2,836","4,186","3,423","4,287","2,574","3,442"
2020년09월_여_70~79세,"108,442","9,749","13,290","10,454","6,523","4,498","3,519","2,499","2,270","6,556","3,845","4,393","3,182","3,008","5,707","3,683","4,375","3,010","4,092","3,336","4,160","2,748","3,545"
2020년09월_여_80~89세,"74,684","4,633","7,052","6,781","4,606","3,177","2,593","2,179","1,676","5,161","3,240","3,189","2,702","2,477","4,118","2,767","2,908","2,393","2,743","2,513","2,973","2,027","2,776"
2020년09월_여_90~99세,"12,776",762,"1,306","1,262",782,608,470,415,293,966,565,497,496,415,654,424,497,380,447,381,461,298,397
2020년09월_여_100세 이상,737,64,90,55,50,18,30,11,20,43,33,31,20,25,45,27,32,25,32,36,22,17,11
