카테고리,서울특별시 광진구,서울특별시 광진구 화양동,서울특별시 광진구 군자동,서울특별시 광진구 중곡제1동,서울특별시 광진구 중곡제2동,서울특별시 광진구 중곡제3동,서울특별시 광진구 중곡제4동,서울특별시 광진구 능동,서울특별시 광진구 광장동,서울특별시 광진구 자양제1동,서울특별시 광진구 자양제2동,서울특별시 광진구 자양제3동,서울특별시 광진구 자양제4동,서울특별시 광진구 구의제1동,서울특별시 광진구 구의제2동,서울특별시 광진구 구의제3동
2021년07월_남_0~9세,"9,432",187,442,365,564,387,721,263,"1,618",458,785,"1,114",339,416,871,902
2021년07월_남_10~19세,"12,753",326,521,369,689,467,997,270,"2,773",775,972,"1,252",406,544,"1,173","1,219"
2021년07월_남_20~29세,"29,144","4,286","2,148","1,256","1,673","1,295","2,201","1,001","2,021","2,052","1,825","1,925","1,360","2,148","1,835","2,118"
2021년07월_남_30~39세,"27,293","2,357","1,831","1,490","1,899","1,402","2,172","1,162","1,603","1,872","1,858","1,973","1,392","2,151","1,870","2,261"
2021년07월_남_40~49세,"25,213","1,203","1,346","1,094","1,460","1,138","2,054",828,"3,437","1,688","1,901","2,146","1,197","1,573","2,085","2,063"
2021년07월_남_50~59세,"26,338","1,116","1,437","1,236","1,657","1,405","2,482",657,"2,849","1,741","1,972","2,216","1,588","1,509","2,170","2,303"
2021년07월_남_60~69세,"20,791",813,"1,185","1,017","1,369","1,192","2,122",578,"1,556","1,366","1,793","1,799","1,460","1,168","1,645","1,728"
2021년07월_남_70~79세,"10,095",467,621,523,687,585,"1,061",329,662,640,763,741,713,616,889,798
2021년07월_남_80~89세,"3,634",172,218,175,218,186,313,120,340,268,233,351,231,225,294,290
2021년07월_남_90~99세,327,16,9,9,11,15,23,17,43,23,23,47,18,18,20,35
2021년07월_남_100세 이상,19,0,0,2,2,1,4,0,2,0,1,1,1,2,1,2
2021년07월_여_총인구수,"177,072","12,019","9,987","8,039","11,409","8,241","14,723","6,185","18,060","11,635","12,898","14,730","8,753","11,413","13,808","15,172"
2021년07월_여_연령구간인구수,"177,072","12,019","9,987","8,039","11,409","8,241","14,723","6,185","18,060","11,635","12,898","14,730","8,753","11,413","13,808","15,172"
2021년07월_여_0~9세,"9,008",190,405,353,549,331,647,259,"1,462",470,765,"1,112",321,386,843,915
2021년07월_여_10~19세,"12,457",391,465,353,666,447,873,261,"2,695",718,849,"1,337",446,564,"1,152","1,240"
2021년07월_여_20~29세,"33,134","5,673","2,369","1,592","2,154","1,349","2,182","1,351","2,045","2,272","1,911","1,932","1,397","2,594","1,852","2,461"
2021년07월_여_30~39세,"27,724","2,117","1,777","1,460","1,986","1,264","2,095","1,432","2,051","1,842","1,915","2,213","1,176","2,152","1,892","2,352"
2021년07월_여_40~49세,"25,983",953,"1,214","1,018","1,507","1,085","1,991",796,"4,101","1,672","2,009","2,367","1,122","1,582","2,190","2,376"
2021년07월_여_50~59세,"27,461",949,"1,398","1,228","1,846","1,473","2,755",773,"2,743","1,820","2,176","2,425","1,424","1,595","2,345","2,511"
2021년07월_여_60~69세,"22,891",918,"1,259","1,149","1,582","1,234","2,400",698,"1,578","1,540","1,950","1,834","1,560","1,353","1,959","1,877"
2021년07월_여_70~79세,"11,948",544,716,612,772,695,"1,217",418,780,878,874,883,867,770,"1,023",899
2021년07월_여_80~89세,"5,535",244,330,231,289,312,480,175,500,369,382,539,387,355,475,467
2021년07월_여_90~99세,877,37,51,43,58,46,75,20,102,53,64,84,52,48,73,71
2021년07월_여_100세 이상,54,3,3,0,0,5,8,2,3,1,3,4,1,14,4,3
