,서울특별시,서울특별시 종로구,서울특별시 중구,서울특별시 용산구,서울특별시 성동구,서울특별시 광진구,서울특별시 동대문구,서울특별시 중랑구,서울특별시 성북구,서울특별시 강북구,서울특별시 도봉구,서울특별시 노원구,서울특별시 은평구,서울특별시 서대문구,서울특별시 마포구,서울특별시 양천구,서울특별시 강서구,서울특별시 구로구,서울특별시 금천구,서울특별시 영등포구,서울특별시 동작구,서울특별시 관악구,서울특별시 서초구,서울특별시 강남구,서울특별시 송파구,서울특별시 강동구
2021년10월_계_80~89세,"291,651","6,115","4,905","8,511","8,914","9,336","11,999","12,488","14,929","12,323","12,341","17,259","16,825","11,709","11,415","11,248","15,451","12,132","6,886","11,830","12,492","13,986","10,137","12,463","14,820","11,137"
2021년10월_계_90~99세,"41,430",941,813,"1,399","1,146","1,229","1,434","1,612","2,017","1,439","1,684","2,556","2,082","1,550","1,604","1,710","2,514","1,529",881,"1,526","1,777","1,657","1,737","2,210","2,534","1,849"
2021년10월_계_100세 이상,"2,228",54,55,89,62,65,82,82,77,51,119,103,132,121,105,71,95,52,47,67,136,98,109,124,112,120
2021년10월_남_총인구수,"4,630,630","70,552","59,802","107,607","139,958","164,425","166,842","191,601","208,308","146,240","154,970","246,650","226,514","146,208","173,985","219,862","277,041","195,909","116,588","186,390","186,863","244,844","198,470","255,473","317,773","227,755"
2021년10월_남_연령구간인구수,"4,630,630","70,552","59,802","107,607","139,958","164,425","166,842","191,601","208,308","146,240","154,970","246,650","226,514","146,208","173,985","219,862","277,041","195,909","116,588","186,390","186,863","244,844","198,470","255,473","317,773","227,755"
2021년10월_남_0~9세,"303,009","3,589","3,310","6,612","9,910","9,258","10,091","11,098","14,134","7,408","9,024","15,919","14,295","9,703","12,222","15,346","18,877","13,403","6,087","12,829","11,895","10,374","16,532","17,983","25,065","18,045"
2021년10월_남_10~19세,"389,543","5,243","3,239","7,490","9,480","12,664","11,581","13,039","18,406","10,743","12,558","26,304","19,103","11,330","14,050","25,867","22,309","15,001","7,104","12,350","13,878","14,004","22,745","30,950","29,510","20,595"
2021년10월_남_20~29세,"689,280","11,074","8,498","15,529","21,609","28,942","27,589","26,873","31,567","20,318","21,231","36,039","31,358","23,448","27,620","29,349","39,565","26,435","18,397","27,324","31,477","52,739","25,316","33,978","43,239","29,766"
2021년10월_남_30~39세,"720,614","9,696","9,958","18,711","23,162","27,151","25,195","29,285","29,334","19,495","20,116","31,480","32,900","21,868","30,097","27,645","49,392","31,134","20,065","35,417","30,837","47,509","27,648","35,940","51,151","35,428"
2021년10월_남_40~49세,"736,322","10,264","8,924","16,713","21,791","24,967","25,324","28,917","33,464","22,756","23,059","39,035","36,654","22,461","29,110","36,699","44,985","31,496","16,819","28,664","28,793","35,291","35,377","45,279","51,948","37,532"
2021년10월_남_50~59세,"742,615","12,548","10,191","17,887","22,970","26,366","26,492","33,517","34,106","25,436","26,822","42,183","37,104","23,703","26,972","37,941","40,612","30,903","19,754","28,721","27,927","33,938","31,095","40,959","49,196","35,272"
2021년10월_남_60~69세,"606,204","10,150","8,978","14,013","18,385","20,936","23,016","29,367","26,720","22,083","24,225","32,789","30,794","18,723","19,127","28,766","36,627","27,135","16,942","23,433","23,320","27,991","22,228","28,166","41,067","31,223"
2021년10월_남_70~79세,"317,028","5,207","4,656","7,032","8,967","10,088","12,404","14,185","14,209","12,670","12,610","16,201","16,891","10,018","9,896","13,709","18,441","15,082","8,435","12,391","13,158","16,711","12,564","16,292","20,046","15,165"
2021년10월_남_80~89세,"114,953","2,480","1,808","3,170","3,374","3,702","4,744","4,950","5,847","4,935","4,828","6,062","6,814","4,508","4,417","4,118","5,646","4,933","2,754","4,831","5,079","5,872","4,466","5,380","5,919","4,316"
2021년10월_남_90~99세,"10,482",283,223,424,287,334,385,348,504,382,460,624,563,411,443,407,561,373,218,414,464,395,469,520,610,380
2021년10월_남_100세 이상,580,18,17,26,23,17,21,22,17,14,37,14,38,35,31,15,26,14,13,16,35,20,30,26,22,33
2021년10월_여_총인구수,"4,901,798","74,794","62,979","116,106","147,216","176,389","170,696","196,617","223,773","154,038","163,329","265,479","246,855","159,632","195,710","228,772","298,329","201,421","114,152","191,134","199,383","242,513","216,613","278,405","341,466","235,997"
2021년10월_여_연령구간인구수,"4,901,798","74,794","62,979","116,106","147,216","176,389","170,696","196,617","223,773","154,038","163,329","265,479","246,855","159,632","195,710","228,772","298,329","201,421","114,152","191,134","199,383","242,513","216,613","278,405","341,466","235,997"
2021년10월_여_0~9세,"287,052","3,506","3,060","6,188","9,499","8,778","9,576","10,454","13,543","6,951","8,290","14,963","13,567","9,356","11,667","14,523","18,265","12,798","5,727","12,239","11,331","9,855","15,645","16,938","23,704","16,629"
2021년10월_여_10~19세,"370,639","5,300","3,317","7,313","9,562","12,331","11,309","12,639","17,843","10,217","11,899","24,399","18,231","11,365","13,830","23,754","21,308","14,273","6,932","11,361","13,177","13,415","21,956","28,373","28,157","18,378"
2021년10월_여_20~29세,"741,597","11,883","9,791","17,456","22,293","32,939","28,829","27,658","34,411","21,058","20,610","34,489","34,281","25,786","33,987","28,472","46,538","27,562","18,761","31,628","33,731","55,747","27,386","37,356","47,801","31,144"
2021년10월_여_30~39세,"722,279","9,779","10,005","19,062","23,926","27,608","23,734","27,685","29,395","17,831","19,263","31,747","34,058","22,443","33,599","28,377","48,576","29,908","16,237","33,974","30,171","38,148","32,509","42,177","55,972","36,095"
2021년10월_여_40~49세,"749,778","10,912","8,550","17,222","21,696","25,653","23,744","26,982","34,376","21,503","23,348","43,052","37,500","23,039","30,913","40,076","44,491","29,946","15,008","26,918","28,534","30,724","40,151","52,700","55,326","37,414"
2021년10월_여_50~59세,"764,829","12,399","9,914","18,352","23,345","27,497","25,730","34,211","35,142","26,150","29,269","44,867","39,903","24,919","27,965","38,323","43,848","31,463","19,556","27,564","30,034","33,109","31,705","40,656","52,331","36,577"
2021년10월_여_60~69세,"677,012","10,181","9,000","15,088","19,279","23,083","24,392","31,163","30,028","25,135","26,961","37,695","35,945","20,933","21,893","31,372","42,589","30,265","17,581","24,772","27,119","32,075","25,955","33,177","46,206","35,125"
2021년10월_여_70~79세,"379,318","6,505","5,617","9,046","11,178","11,923","15,017","16,963","18,380","16,711","14,870","21,049","21,746","13,365","13,623","15,386","20,887","16,813","9,521","14,516","16,459","19,986","14,288","18,157","21,054","16,258"
2021년10월_여_80~89세,"176,698","3,635","3,097","5,341","5,540","5,634","7,255","7,538","9,082","7,388","7,513","11,197","10,011","7,201","6,998","7,130","9,805","7,199","4,132","6,999","7,413","8,114","5,671","7,083","8,901","6,821"
2021년10월_여_90~99세,"30,948",658,590,975,859,895,"1,049","1,264","1,513","1,057","1,224","1,932","1,519","1,139","1,161","1,303","1,953","1,156",663,"1,112","1,313","1,262","1,268","1,690","1,924","1,469"
2021년10월_여_100세 이상,"1,648",36,38,63,39,48,61,60,60,37,82,89,94,86,74,56,69,38,34,51,101,78,79,98,90,87
