카테고리,광주광역시 광산구,광주광역시 광산구 송정1동,광주광역시 광산구 송정2동,광주광역시 광산구 도산동,광주광역시 광산구 신흥동,광주광역시 광산구 어룡동,광주광역시 광산구 우산동,광주광역시 광산구 월곡1동,광주광역시 광산구 월곡2동,광주광역시 광산구 비아동,광주광역시 광산구 첨단1동,광주광역시 광산구 첨단2동,광주광역시 광산구 신가동,광주광역시 광산구 운남동,광주광역시 광산구 수완동,광주광역시 광산구 하남동,광주광역시 광산구 임곡동,광주광역시 광산구 동곡동,광주광역시 광산구 평동,광주광역시 광산구 삼도동,광주광역시 광산구 본량동,광주광역시 광산구 신창동
2020년04월_계_90~99세,"1,106",46,37,55,31,93,126,35,38,21,67,86,34,68,89,35,40,20,64,40,36,45
2020년04월_계_100세 이상,64,3,6,5,5,6,2,0,3,0,1,3,4,4,5,4,2,3,2,3,2,1
2020년04월_남_총인구수,"204,812","5,707","3,373","8,119","2,406","16,690","13,281","5,943","8,403","3,842","13,229","22,155","10,890","15,759","38,765","11,862","1,115","1,008","2,237","1,151","1,034","17,843"
2020년04월_남_연령구간인구수,"204,812","5,707","3,373","8,119","2,406","16,690","13,281","5,943","8,403","3,842","13,229","22,155","10,890","15,759","38,765","11,862","1,115","1,008","2,237","1,151","1,034","17,843"
2020년04월_남_0~9세,"21,651",397,187,830,189,"2,113","1,094",398,676,330,"1,015","2,096","1,192","1,672","5,669","1,656",27,30,72,23,19,"1,966"
2020년04월_남_10~19세,"27,630",649,206,954,229,"1,832","1,125",666,"1,116",422,"1,823","3,045","1,638","2,163","6,844","1,648",71,44,74,67,53,"2,961"
2020년04월_남_20~29세,"30,545",967,507,"1,200",330,"2,141","2,086","1,085","1,315",517,"2,605","4,194","1,611","2,444","4,758","1,443",106,106,253,104,80,"2,693"
2020년04월_남_30~39세,"28,368",658,557,"1,205",313,"2,918","2,177",726,954,491,"1,563","3,084","1,335","2,119","5,137","1,841",69,100,296,96,79,"2,650"
2020년04월_남_40~49세,"38,766","1,004",482,"1,444",392,"3,248","2,064",882,"1,503",771,"2,008","3,884","2,256","2,939","8,847","2,486",115,118,338,126,158,"3,701"
2020년04월_남_50~59세,"32,723",969,555,"1,252",412,"2,237","2,382","1,168","1,574",746,"2,623","3,891","1,753","2,762","4,974","1,581",237,203,424,254,189,"2,537"
2020년04월_남_60~69세,"15,527",593,420,669,281,"1,405","1,541",675,814,341,"1,088","1,311",691,"1,003","1,700",873,240,192,418,243,193,836
2020년04월_남_70~79세,"7,188",346,345,431,205,614,612,260,340,166,356,477,330,483,669,257,168,163,264,154,158,390
2020년04월_남_80~89세,"2,199",113,104,122,50,166,187,76,101,53,135,155,74,159,152,70,76,48,84,78,95,101
2020년04월_남_90~99세,209,11,10,12,5,15,13,7,10,5,13,17,9,15,14,7,6,3,14,5,10,8
2020년04월_남_100세 이상,6,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0
2020년04월_여_총인구수,"201,969","5,596","3,350","8,019","2,372","15,897","12,895","5,744","8,148","3,484","13,481","21,845","10,416","16,297","39,706","11,485","1,050",955,"1,811","1,119","1,053","17,246"
2020년04월_여_연령구간인구수,"201,969","5,596","3,350","8,019","2,372","15,897","12,895","5,744","8,148","3,484","13,481","21,845","10,416","16,297","39,706","11,485","1,050",955,"1,811","1,119","1,053","17,246"
2020년04월_여_0~9세,"20,470",377,166,750,173,"1,954","1,027",388,603,352,981,"1,972","1,086","1,611","5,348","1,590",31,23,73,33,24,"1,908"
2020년04월_여_10~19세,"26,078",587,209,834,199,"1,806","1,050",591,"1,041",371,"1,790","2,857","1,561","1,999","6,741","1,503",56,42,76,52,39,"2,674"
2020년04월_여_20~29세,"27,202",789,464,"1,050",291,"1,795","1,868",924,"1,159",400,"2,362","3,666","1,352","2,360","4,476","1,349",77,75,161,63,74,"2,447"
2020년04월_여_30~39세,"27,799",594,396,"1,166",273,"2,712","1,765",596,913,445,"1,533","2,887","1,384","2,187","6,064","1,934",48,58,154,55,60,"2,575"
2020년04월_여_40~49세,"38,810",965,406,"1,364",338,"2,719","1,910",910,"1,549",654,"2,447","4,424","2,183","3,124","9,212","2,212",68,73,164,88,92,"3,908"
2020년04월_여_50~59세,"29,994",843,546,"1,203",394,"2,228","2,300","1,166","1,463",568,"2,717","3,611","1,437","2,657","4,396","1,561",156,136,256,155,138,"2,063"
2020년04월_여_60~69세,"15,716",695,519,776,330,"1,437","1,404",652,806,306,908,"1,216",742,"1,162","1,965",792,200,202,355,215,152,882
2020년04월_여_70~79세,"9,612",507,415,562,240,770,867,308,392,218,442,716,440,774,983,324,202,197,308,209,239,499
2020년04월_여_80~89세,"5,333",201,196,266,103,393,589,181,191,154,246,425,203,366,442,188,176,130,212,212,207,252
2020년04월_여_90~99세,897,35,27,43,26,78,113,28,28,16,54,69,25,53,75,28,34,17,50,35,26,37
2020년04월_여_100세 이상,58,3,6,5,5,5,2,0,3,0,1,2,3,4,4,4,2,2,2,2,2,1
