,전국,서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,강원도,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주특별자치도
2020년04월_계_90~99세,"241,192","41,039","14,604","8,956","11,777","5,631","5,635","3,035","1,121","49,584","10,721","8,804","13,676","12,982","15,428","17,921","16,435","3,843"
2020년04월_계_100세 이상,"20,913","6,470","1,836",699,921,412,341,161,57,"4,109",815,553,896,825,831,954,760,273
2020년04월_남_총인구수,"25,857,509","4,737,843","1,671,199","1,200,899","1,478,916","720,536","734,902","587,902","172,176","6,696,531","773,468","809,005","1,080,256","900,628","932,970","1,334,981","1,688,178","337,119"
2020년04월_남_연령구간인구수,"25,857,509","4,737,843","1,671,199","1,200,899","1,478,916","720,536","734,902","587,902","172,176","6,696,531","773,468","809,005","1,080,256","900,628","932,970","1,334,981","1,688,178","337,119"
2020년04월_남_0~9세,"2,104,945","334,693","123,072","94,844","121,907","63,870","61,364","52,778","24,291","600,759","55,320","65,034","91,460","68,693","69,691","101,297","144,164","31,708"
2020년04월_남_10~19세,"2,530,515","413,804","144,381","121,704","143,618","84,007","78,043","60,493","20,538","691,364","73,290","79,157","106,574","92,828","89,026","121,827","172,578","37,283"
2020년04월_남_20~29세,"3,574,813","712,883","227,296","172,940","211,612","108,720","111,701","82,510","18,359","939,653","100,309","110,190","133,830","114,373","112,233","162,635","212,272","43,297"
2020년04월_남_30~39세,"3,599,425","750,315","219,550","156,276","214,442","96,789","102,958","83,171","29,831","986,120","88,312","104,389","147,388","100,093","100,833","159,943","216,549","42,466"
2020년04월_남_40~49세,"4,249,435","769,983","259,516","192,197","249,401","121,319","120,240","96,509","33,941","1,166,235","116,680","125,793","175,268","140,939","141,216","202,841","279,024","58,333"
2020년04월_남_50~59세,"4,368,381","753,529","280,356","209,826","257,622","116,096","120,866","107,601","22,421","1,122,484","137,776","140,703","178,970","156,080","169,080","239,068","297,854","58,049"
2020년04월_남_60~69세,"3,156,334","571,487","244,338","149,778","173,159","74,659","83,844","69,833","13,984","717,779","114,230","106,334","133,052","121,621","131,307","194,473","218,853","37,603"
2020년04월_남_70~79세,"1,629,738","315,825","129,583","75,012","78,726","40,386","40,393","27,354","6,226","338,743","60,601","53,434","75,798","72,933","82,819","105,727","106,000","20,178"
2020년04월_남_80~89세,"584,276","102,912","39,523","26,189","25,606","13,425","14,118","7,124","2,316","120,460","24,252","21,835","34,507","29,991","33,568","43,262","37,566","7,622"
2020년04월_남_90~99세,"54,585","10,734","3,178","1,970","2,577","1,211","1,296",498,259,"11,835","2,444","1,981","3,204","2,908","3,079","3,703","3,164",544
2020년04월_남_100세 이상,"5,062","1,678",406,163,246,54,79,31,10,"1,099",254,155,205,169,118,205,154,36
2020년04월_여_총인구수,"25,985,015","4,988,944","1,737,148","1,230,624","1,472,056","735,560","736,748","556,196","173,040","6,614,723","764,312","787,608","1,038,201","910,991","924,113","1,316,073","1,665,202","333,476"
2020년04월_여_연령구간인구수,"25,985,015","4,988,944","1,737,148","1,230,624","1,472,056","735,560","736,748","556,196","173,040","6,614,723","764,312","787,608","1,038,201","910,991","924,113","1,316,073","1,665,202","333,476"
2020년04월_여_0~9세,"1,998,903","317,020","116,870","90,311","115,664","60,539","58,050","49,818","23,108","572,106","52,767","62,198","87,090","65,258","66,940","95,168","135,996","30,000"
2020년04월_여_10~19세,"2,356,893","393,049","134,605","110,659","135,465","77,634","72,646","54,174","20,337","651,331","67,354","72,788","98,756","86,161","82,119","109,207","156,665","33,943"
2020년04월_여_20~29세,"3,228,112","749,085","207,608","149,594","193,731","99,692","100,789","64,742","17,964","847,024","78,541","88,172","109,028","97,780","89,515","125,779","170,656","38,412"
2020년04월_여_30~39세,"3,396,374","749,081","210,019","145,529","200,630","93,431","95,246","73,976","31,435","931,499","80,540","93,226","127,003","94,122","90,528","140,390","198,423","41,296"
2020년04월_여_40~49세,"4,112,692","783,968","256,482","197,458","238,859","123,073","120,795","93,343","32,183","1,129,968","109,750","116,827","153,544","131,874","122,317","185,554","262,165","54,532"
2020년04월_여_50~59세,"4,293,554","782,421","298,107","218,601","257,412","118,256","122,049","103,508","20,862","1,090,365","131,017","132,947","160,812","146,162","147,279","223,946","286,374","53,436"
2020년04월_여_60~69세,"3,300,340","637,804","270,757","164,724","176,150","82,137","88,375","68,447","14,189","727,857","115,670","106,147","134,054","125,198","130,439","198,562","221,524","38,306"
2020년04월_여_70~79세,"2,003,228","376,743","158,359","97,299","94,810","50,872","48,713","30,675","7,447","409,661","74,960","65,774","92,500","93,490","108,184","133,504","135,728","24,509"
2020년04월_여_80~89세,"1,092,461","164,676","71,485","48,927","49,460","25,148","25,484","14,846","4,606","214,153","44,875","42,308","64,251","60,216","73,730","88,996","83,794","15,506"
2020년04월_여_90~99세,"186,607","30,305","11,426","6,986","9,200","4,420","4,339","2,537",862,"37,749","8,277","6,823","10,472","10,074","12,349","14,218","13,271","3,299"
2020년04월_여_100세 이상,"15,851","4,792","1,430",536,675,358,262,130,47,"3,010",561,398,691,656,713,749,606,237
