카테고리,서울특별시 강동구,서울특별시 강동구 강일동,서울특별시 강동구 상일동,서울특별시 강동구 명일제1동,서울특별시 강동구 명일제2동,서울특별시 강동구 고덕제1동,서울특별시 강동구 고덕제2동,서울특별시 강동구 암사제1동,서울특별시 강동구 암사제2동,서울특별시 강동구 암사제3동,서울특별시 강동구 천호제1동,서울특별시 강동구 천호제2동,서울특별시 강동구 천호제3동,서울특별시 강동구 성내제1동,서울특별시 강동구 성내제2동,서울특별시 강동구 성내제3동,서울특별시 강동구 길동,서울특별시 강동구 둔촌제1동,서울특별시 강동구 둔촌제2동
2020년06월_계_90~99세,"1,834",155,89,114,88,128,83,140,43,65,127,152,97,78,91,77,184,8,115
2020년06월_계_100세 이상,241,15,8,10,6,26,4,24,12,8,14,24,14,5,17,11,23,8,12
2020년06월_남_총인구수,"225,206","15,316","16,066","12,940","8,606","13,425","10,770","17,797","7,558","8,985","13,674","17,290","13,100","9,818","11,950","11,591","22,784",125,"13,411"
2020년06월_남_연령구간인구수,"225,206","15,316","16,066","12,940","8,606","13,425","10,770","17,797","7,558","8,985","13,674","17,290","13,100","9,818","11,950","11,591","22,784",125,"13,411"
2020년06월_남_0~9세,"18,089","1,284","2,137","1,115",605,"1,688","1,235","1,143",747,"1,058",780,972,735,835,611,706,"1,386",4,"1,048"
2020년06월_남_10~19세,"20,778","2,287","1,634","1,367","1,381","1,994",976,"1,436",510,"1,000",982,"1,017",691,921,604,"1,110","1,644",5,"1,219"
2020년06월_남_20~29세,"30,399","2,001","1,875","1,667","1,118","1,389","1,234","2,536",992,987,"1,925","2,399","1,867","1,336","1,806","1,890","3,416",10,"1,951"
2020년06월_남_30~39세,"35,846","1,567","2,535","2,145",940,"1,780","1,812","2,887","1,456","1,239","2,181","3,241","2,392","1,634","2,269","1,810","3,910",13,"2,035"
2020년06월_남_40~49세,"36,927","2,634","2,833","2,057","1,395","2,742","1,844","2,902","1,228","1,618","2,167","2,642","2,027","1,664","1,843","1,775","3,521",25,"2,010"
2020년06월_남_50~59세,"35,439","2,470","2,288","1,964","1,370","1,793","1,622","3,013","1,080","1,297","2,236","3,002","2,238","1,432","1,927","1,900","3,631",19,"2,157"
2020년06월_남_60~69세,"29,131","1,759","1,875","1,647","1,175","1,330","1,340","2,329",879,"1,126","2,042","2,353","1,891","1,160","1,700","1,408","3,222",25,"1,870"
2020년06월_남_70~79세,"14,425",941,728,755,493,512,556,"1,207",526,514,"1,075","1,275",982,644,908,796,"1,622",15,876
2020년06월_남_80~89세,"3,726",326,145,199,111,164,128,303,126,130,264,353,255,169,259,176,394,7,217
2020년06월_남_90~99세,384,43,13,22,18,23,20,36,12,12,18,29,17,23,19,17,34,1,27
2020년06월_남_100세 이상,62,4,3,2,0,10,3,5,2,4,4,7,5,0,4,3,4,1,1
2020년06월_여_총인구수,"231,958","16,409","16,412","13,513","8,849","12,998","10,426","18,134","8,029","9,403","14,067","17,563","13,664","10,455","12,389","11,935","23,835",136,"13,741"
2020년06월_여_연령구간인구수,"231,958","16,409","16,412","13,513","8,849","12,998","10,426","18,134","8,029","9,403","14,067","17,563","13,664","10,455","12,389","11,935","23,835",136,"13,741"
2020년06월_여_0~9세,"16,787","1,238","1,978","1,032",595,"1,541","1,159","1,150",707,"1,014",775,886,664,760,530,624,"1,270",2,862
2020년06월_여_10~19세,"18,724","2,166","1,592","1,227","1,162","1,467",895,"1,327",551,944,889,918,686,861,650,766,"1,507",4,"1,112"
2020년06월_여_20~29세,"30,929","1,966","1,718","1,667","1,063","1,152","1,081","2,384","1,050","1,005","1,949","2,626","2,277","1,382","2,175","1,771","3,711",8,"1,944"
2020년06월_여_30~39세,"35,946","1,837","2,891","2,074",945,"2,062","1,843","2,643","1,492","1,437","1,975","3,031","2,381","1,728","2,074","1,761","3,750",13,"2,009"
2020년06월_여_40~49세,"36,677","2,853","2,802","2,236","1,713","2,698","1,697","2,791","1,230","1,647","1,972","2,457","1,835","1,749","1,690","1,896","3,361",26,"2,024"
2020년06월_여_50~59세,"37,335","2,525","2,503","2,173","1,423","1,762","1,588","3,098","1,182","1,393","2,449","2,932","2,168","1,609","1,973","2,096","4,066",11,"2,384"
2020년06월_여_60~69세,"32,137","2,001","1,928","1,855","1,214","1,361","1,344","2,599","1,004","1,184","2,286","2,584","2,036","1,393","1,880","1,760","3,642",29,"2,037"
2020년06월_여_70~79세,"15,408","1,108",656,805,447,564,523,"1,433",574,525,"1,180","1,457","1,077",656,972,869,"1,674",25,863
2020년06월_여_80~89세,"6,386",592,263,344,211,270,232,586,198,197,473,532,451,257,360,324,685,4,407
2020년06월_여_90~99세,"1,450",112,76,92,70,105,63,104,31,53,109,123,80,55,72,60,150,7,88
2020년06월_여_100세 이상,179,11,5,8,6,16,1,19,10,4,10,17,9,5,13,8,19,7,11
