카테고리,전라북도,전라북도 전주시,전라북도 전주시 완산구,전라북도 전주시 덕진구,전라북도 군산시,전라북도 익산시,전라북도 정읍시,전라북도 남원시,전라북도 김제시,전라북도 완주군,전라북도 진안군,전라북도 무주군,전라북도 장수군,전라북도 임실군,전라북도 순창군,전라북도 고창군,전라북도 부안군
2020년10월_계_100세 이상,855,163,83,80,122,107,112,42,74,44,27,21,22,22,28,36,35
2020년10월_남_총인구수,"897,770","323,585","165,555","158,030","135,376","140,864","53,960","39,646","40,991","47,023","12,815","11,943","11,018","14,070","13,530","26,948","26,001"
2020년10월_남_연령구간인구수,"897,770","323,585","165,555","158,030","135,376","140,864","53,960","39,646","40,991","47,023","12,815","11,943","11,018","14,070","13,530","26,948","26,001"
2020년10월_남_0~9세,"66,606","27,914","12,838","15,076","10,787","9,938","3,307","2,681","2,254","3,520",633,657,599,725,801,"1,432","1,358"
2020년10월_남_10~19세,"91,162","37,326","18,996","18,330","13,946","14,354","5,177","3,813","3,242","4,352",895,922,846,907,"1,146","2,254","1,982"
2020년10월_남_20~29세,"114,269","48,779","25,682","23,097","16,223","19,815","5,866","4,262","4,018","4,983","1,108",985,953,"1,258","1,142","2,459","2,418"
2020년10월_남_30~39세,"97,999","41,454","20,277","21,177","16,123","15,037","4,757","3,312","3,582","4,862",803,943,816,"1,089",988,"2,090","2,143"
2020년10월_남_40~49세,"139,046","52,658","25,711","26,947","22,885","21,535","7,869","5,516","5,656","7,515","1,620","1,604","1,476","1,775","1,910","3,552","3,475"
2020년10월_남_50~59세,"155,215","51,994","27,565","24,429","23,076","24,932","9,968","7,315","7,520","8,510","2,565","2,326","2,076","2,686","2,430","4,975","4,842"
2020년10월_남_60~69세,"125,112","36,308","19,797","16,511","18,339","19,858","8,301","6,440","7,256","7,106","2,526","2,220","2,125","2,638","2,431","4,767","4,797"
2020년10월_남_70~79세,"74,708","19,479","10,592","8,887","10,225","10,883","5,772","4,115","4,923","4,234","1,754","1,422","1,358","1,901","1,700","3,602","3,340"
2020년10월_남_80~89세,"30,462","7,013","3,729","3,284","3,415","4,038","2,665","1,959","2,256","1,760",810,793,702,985,885,"1,672","1,509"
2020년10월_남_90~99세,"3,015",629,352,277,320,449,257,222,270,171,92,67,63,100,97,144,134
2020년10월_남_100세 이상,176,31,16,15,37,25,21,11,14,10,9,4,4,6,0,1,3
2020년10월_여_총인구수,"908,167","333,600","174,322","159,278","132,611","141,983","54,901","41,217","41,795","44,530","12,596","12,091","11,122","13,438","14,327","27,640","26,316"
2020년10월_여_연령구간인구수,"908,167","333,600","174,322","159,278","132,611","141,983","54,901","41,217","41,795","44,530","12,596","12,091","11,122","13,438","14,327","27,640","26,316"
2020년10월_여_0~9세,"63,302","26,562","12,155","14,407","10,395","9,507","3,158","2,389","2,109","3,471",656,567,563,639,754,"1,292","1,240"
2020년10월_여_10~19세,"84,814","34,811","17,476","17,335","13,057","13,716","4,555","3,580","3,040","4,000",789,890,825,802,"1,075","1,916","1,758"
2020년10월_여_20~29세,"97,294","44,008","23,749","20,259","13,406","16,541","4,800","3,356","3,228","3,950",851,798,721,877,948,"1,898","1,912"
2020년10월_여_30~39세,"92,045","40,622","19,800","20,822","14,773","13,648","4,177","3,167","3,156","4,566",856,778,754,895,"1,043","1,806","1,804"
2020년10월_여_40~49세,"130,632","54,841","28,107","26,734","20,747","20,655","7,100","5,279","4,418","6,048","1,163","1,286","1,127","1,125","1,440","2,677","2,726"
2020년10월_여_50~59세,"145,003","53,959","29,552","24,407","20,945","24,172","8,573","6,466","6,296","6,772","1,983","1,904","1,620","2,043","2,059","4,157","4,054"
2020년10월_여_60~69세,"128,290","39,760","22,152","17,608","18,875","20,208","8,434","6,416","7,216","6,623","2,267","2,114","2,079","2,313","2,358","4,839","4,788"
2020년10월_여_70~79세,"95,000","24,351","13,198","11,153","12,495","13,548","7,614","5,697","6,429","4,962","2,074","1,975","1,782","2,407","2,495","4,796","4,375"
2020년10월_여_80~89세,"60,541","12,413","6,831","5,582","6,600","8,409","5,490","4,107","4,910","3,488","1,659","1,504","1,409","1,993","1,851","3,571","3,137"
2020년10월_여_90~99세,"10,567","2,141","1,235",906,"1,233","1,497",909,729,933,616,280,258,224,328,276,653,490
2020년10월_여_100세 이상,679,132,67,65,85,82,91,31,60,34,18,17,18,16,28,35,32
