카테고리,서울특별시,서울특별시 종로구,서울특별시 중구,서울특별시 용산구,서울특별시 성동구,서울특별시 광진구,서울특별시 동대문구,서울특별시 중랑구,서울특별시 성북구,서울특별시 강북구,서울특별시 도봉구,서울특별시 노원구,서울특별시 은평구,서울특별시 서대문구,서울특별시 마포구,서울특별시 양천구,서울특별시 강서구,서울특별시 구로구,서울특별시 금천구,서울특별시 영등포구,서울특별시 동작구,서울특별시 관악구,서울특별시 서초구,서울특별시 강남구,서울특별시 송파구,서울특별시 강동구
2020년09월_남_총인구수,"4,719,170","73,024","61,526","110,604","144,444","168,095","170,748","195,981","212,151","151,117","159,723","253,797","231,364","149,993","176,011","223,889","281,951","200,268","117,489","185,800","190,422","250,084","203,686","257,961","323,646","225,396"
2020년09월_남_연령구간인구수,"4,719,170","73,024","61,526","110,604","144,444","168,095","170,748","195,981","212,151","151,117","159,723","253,797","231,364","149,993","176,011","223,889","281,951","200,268","117,489","185,800","190,422","250,084","203,686","257,961","323,646","225,396"
2020년09월_남_0~9세,"326,491","3,896","3,570","7,077","10,664","10,238","10,845","12,194","15,026","8,416","9,951","17,450","15,629","10,476","12,905","16,518","20,809","14,766","6,593","13,024","12,831","11,901","17,806","19,279","26,628","17,999"
2020년09월_남_10~19세,"405,944","5,621","3,494","8,073","10,171","13,414","12,215","13,968","19,171","11,564","13,454","28,006","20,025","11,978","14,473","26,632","23,179","15,749","7,529","12,730","14,556","14,963","22,999","30,915","30,458","20,607"
2020년09월_남_20~29세,"711,112","11,548","8,897","15,862","22,444","29,570","28,133","27,911","32,422","21,104","22,372","37,761","32,277","24,258","28,122","30,801","40,598","27,230","18,729","27,445","32,403","53,531","26,664","35,626","45,107","30,297"
2020년09월_남_30~39세,"743,478","10,003","10,098","18,972","24,304","27,863","26,094","30,195","30,125","20,653","21,188","32,642","34,379","22,446","30,712","28,865","50,737","32,504","19,656","35,091","31,725","48,353","29,482","37,859","53,738","35,794"
2020년09월_남_40~49세,"761,988","10,905","9,323","17,591","22,832","26,175","26,443","30,103","34,731","24,235","24,348","41,446","38,262","23,632","29,925","38,073","45,892","32,646","17,424","28,768","29,742","37,010","36,460","46,165","52,856","37,001"
2020년09월_남_50~59세,"750,539","12,842","10,585","18,259","23,698","26,767","26,950","34,510","34,285","25,872","27,356","42,722","37,305","24,046","26,649","38,180","41,562","31,364","20,356","28,757","28,198","34,186","30,932","39,902","49,964","35,292"
2020년09월_남_60~69세,"581,260","9,801","8,657","13,547","17,623","19,984","22,259","27,917","25,644","21,243","23,474","31,233","29,343","17,973","18,129","27,297","35,184","26,140","16,036","22,495","22,457","27,360","21,839","26,833","39,309","29,483"
2020년09월_남_70~79세,"319,572","5,569","4,786","7,447","9,176","10,276","12,762","14,288","14,727","13,038","12,728","16,173","17,236","10,407","10,333","13,361","18,156","14,976","8,384","12,504","13,309","17,008","12,799","15,957","19,515","14,657"
2020년09월_남_80~89세,"105,985","2,369","1,779","3,163","3,140","3,407","4,491","4,478","5,408","4,512","4,367","5,663","6,242","4,234","4,210","3,703","5,183","4,482","2,515","4,476","4,635","5,291","4,160","4,847","5,424","3,806"
2020년09월_남_90~99세,"11,043",377,272,509,323,347,463,371,516,419,436,614,585,467,472,411,578,372,209,437,474,413,486,522,574,396
2020년09월_남_100세 이상,"1,758",93,65,104,69,54,93,46,96,61,49,87,81,76,81,48,73,39,58,73,92,68,59,56,73,64
2020년09월_여_총인구수,"4,980,062","76,928","64,274","119,182","151,147","179,969","173,668","200,016","227,568","158,879","167,525","271,689","250,182","163,219","197,497","232,351","301,593","205,311","114,668","189,830","203,132","248,490","222,323","281,274","346,685","232,662"
2020년09월_여_연령구간인구수,"4,980,062","76,928","64,274","119,182","151,147","179,969","173,668","200,016","227,568","158,879","167,525","271,689","250,182","163,219","197,497","232,351","301,593","205,311","114,668","189,830","203,132","248,490","222,323","281,274","346,685","232,662"
2020년09월_여_0~9세,"309,342","3,804","3,432","6,609","10,155","9,847","10,305","11,434","14,402","7,856","9,314","16,444","14,899","10,042","12,568","15,727","19,844","14,128","6,296","12,546","12,349","11,279","16,576","17,830","24,857","16,799"
2020년09월_여_10~19세,"385,519","5,565","3,459","7,789","10,179","12,936","11,942","13,324","18,598","10,880","12,635","25,945","19,205","11,968","14,206","24,511","22,273","14,757","7,365","11,647","13,739","14,321","22,214","28,441","29,049","18,571"
2020년09월_여_20~29세,"753,333","11,871","9,678","17,451","22,876","33,156","28,227","28,275","34,729","21,966","21,528","35,715","34,662","26,250","34,022","29,461","46,707","28,347","18,348","31,014","34,524","56,284","28,861","38,785","49,568","31,028"
2020년09월_여_30~39세,"742,594","10,074","10,164","19,098","25,095","28,592","24,404","28,354","30,427","18,595","20,255","32,803","34,885","22,793","34,239","29,777","49,058","31,213","15,836","33,123","30,916","39,352","34,604","44,747","58,173","36,017"
2020년09월_여_40~49세,"776,398","11,489","8,938","18,249","22,732","26,822","24,718","28,204","35,801","23,138","24,801","45,697","39,079","24,183","31,529","41,453","45,736","30,962","15,840","27,261","29,715","32,322","41,047","53,121","56,838","36,723"
2020년09월_여_50~59세,"778,162","12,767","10,257","18,611","23,803","28,103","26,654","35,462","35,352","27,038","29,997","45,359","40,180","25,537","27,593","38,608","45,363","32,179","20,171","27,819","30,530","34,329","32,053","40,002","53,201","37,194"
2020년09월_여_60~69세,"649,461","9,959","8,719","14,909","18,590","22,047","23,794","29,564","28,884","24,313","25,699","35,897","34,328","20,264","21,044","29,494","40,560","29,185","16,628","23,781","26,380","31,454","25,523","31,886","43,932","32,627"
2020년09월_여_70~79세,"381,734","6,987","5,879","9,808","11,443","12,096","15,436","16,938","18,954","16,997","14,942","21,211","21,767","13,983","14,090","15,017","20,618","16,543","9,599","14,658","16,376","20,047","14,476","17,824","20,448","15,597"
2020년09월_여_80~89세,"167,482","3,538","2,991","5,289","5,243","5,291","6,837","7,080","8,624","6,825","7,025","10,590","9,327","6,823","6,760","6,897","9,351","6,743","3,840","6,645","7,055","7,552","5,489","6,706","8,500","6,461"
2020년09월_여_90~99세,"31,117",696,621,"1,106",856,912,"1,137","1,219","1,513","1,087","1,197","1,831","1,514","1,168","1,192","1,266","1,923","1,119",626,"1,130","1,326","1,303","1,316","1,699","1,902","1,458"
2020년09월_여_100세 이상,"4,920",178,136,263,175,167,214,162,284,184,132,197,336,208,254,140,160,135,119,206,222,247,164,233,217,187
