카테고리,충청남도,충청남도 천안시,충청남도 천안시 동남구,충청남도 천안시 서북구,충청남도 공주시,충청남도 보령시,충청남도 아산시,충청남도 서산시,충청남도 논산시,충청남도 계룡시,충청남도 당진시,충청남도 금산군,충청남도 부여군,충청남도 서천군,충청남도 청양군,충청남도 홍성군,충청남도 예산군,충청남도 태안군
2020년10월_남_30~39세,"145,159","56,296","17,565","38,731","5,107","5,136","25,915","12,279","5,757","2,294","13,010","1,995","2,423","1,955","1,193","5,467","3,450","2,882"
2020년10월_남_40~49세,"174,829","57,790","22,146","35,644","7,095","7,711","30,389","14,863","8,217","4,099","15,004","3,468","3,951","3,218","1,824","7,559","5,271","4,370"
2020년10월_남_50~59세,"179,829","52,974","22,524","30,450","9,605","9,178","24,837","15,170","10,412","3,482","14,521","5,052","5,701","4,651","2,885","8,293","7,339","5,729"
2020년10월_남_60~69세,"137,625","31,636","15,491","16,145","9,074","8,302","15,604","10,824","9,982","2,128","10,565","4,906","6,443","4,947","3,109","7,131","7,226","5,748"
2020년10월_남_70~79세,"77,324","13,509","7,064","6,445","5,255","5,007","7,977","6,456","5,765",898,"6,186","3,081","4,236","3,572","2,047","4,480","4,724","4,131"
2020년10월_남_80~89세,"34,953","5,160","2,789","2,371","2,482","2,221","3,392","2,858","2,771",351,"2,824","1,434","2,221","1,886","1,184","2,206","2,372","1,591"
2020년10월_남_90~99세,"3,342",505,274,231,269,197,288,238,302,40,281,131,246,192,123,221,184,125
2020년10월_남_100세 이상,205,46,23,23,13,13,33,7,21,0,14,8,7,9,5,19,5,5
2020년10월_여_총인구수,"1,038,380","322,773","127,570","195,203","52,430","49,486","151,268","84,198","58,537","21,461","77,992","25,519","33,074","26,246","15,207","50,218","39,010","30,961"
2020년10월_여_연령구간인구수,"1,038,380","322,773","127,570","195,203","52,430","49,486","151,268","84,198","58,537","21,461","77,992","25,519","33,074","26,246","15,207","50,218","39,010","30,961"
2020년10월_여_0~9세,"85,040","30,643","10,037","20,606","2,820","3,085","16,203","7,528","3,563","1,936","7,690","1,284","1,386","1,161",631,"3,749","1,761","1,600"
2020년10월_여_10~19세,"97,703","33,046","12,661","20,385","4,021","4,014","16,656","8,134","4,782","3,018","7,453","2,059","2,215","1,686",970,"4,715","2,772","2,162"
2020년10월_여_20~29세,"108,614","45,743","16,641","29,102","5,041","3,938","16,052","7,847","5,049","2,152","6,667","1,690","2,293","1,627","1,108","4,321","2,990","2,096"
2020년10월_여_30~39세,"124,736","49,760","15,961","33,799","4,469","4,369","22,545","9,933","5,117","2,330","9,871","1,805","2,032","1,524",886,"5,079","2,731","2,285"
2020년10월_여_40~49세,"153,216","54,209","20,870","33,339","6,331","6,309","25,526","12,944","7,278","4,337","11,630","2,800","3,291","2,650","1,296","6,914","4,331","3,370"
2020년10월_여_50~59세,"160,763","50,202","21,543","28,659","9,005","8,085","21,164","13,232","9,391","3,428","11,425","4,085","5,237","3,909","2,407","7,609","6,418","5,166"
2020년10월_여_60~69세,"138,201","31,022","15,301","15,721","9,107","8,600","15,768","10,886","9,870","2,269","10,152","4,815","6,503","5,197","2,961","7,423","7,422","6,206"
2020년10월_여_70~79세,"93,748","16,499","8,408","8,091","6,214","6,262","10,001","7,409","7,265","1,118","7,075","3,743","5,243","4,473","2,491","5,576","5,719","4,660"
2020년10월_여_80~89세,"64,740","9,832","5,172","4,660","4,627","4,059","6,260","5,267","5,263",728,"5,123","2,800","4,078","3,349","2,126","4,136","4,188","2,904"
2020년10월_여_90~99세,"10,907","1,688",911,777,747,715,"1,012",965,889,134,850,417,747,637,317,654,644,491
2020년10월_여_100세 이상,712,129,65,64,48,50,81,53,70,11,56,21,49,33,14,42,34,21
