카테고리,대전광역시 중구,대전광역시 중구 은행선화동,대전광역시 중구 목동,대전광역시 중구 중촌동,대전광역시 중구 대흥동,대전광역시 중구 문창동,대전광역시 중구 석교동,대전광역시 중구 대사동,대전광역시 중구 부사동,대전광역시 중구 용두동,대전광역시 중구 오류동,대전광역시 중구 태평1동,대전광역시 중구 태평2동,대전광역시 중구 유천1동,대전광역시 중구 유천2동,대전광역시 중구 문화1동,대전광역시 중구 문화2동,대전광역시 중구 산성동
2020년10월_남_70~79세,"9,227",532,289,506,459,280,861,277,354,355,416,439,"1,017",285,688,740,509,"1,220"
2020년10월_남_80~89세,"3,449",166,119,188,182,107,261,134,146,143,200,148,371,99,250,325,224,386
2020년10월_남_90~99세,308,22,7,21,23,8,20,10,16,11,18,9,37,7,26,23,13,37
2020년10월_남_100세 이상,21,4,1,1,2,1,0,3,2,4,0,0,0,0,2,1,0,0
2020년10월_여_총인구수,"119,960","7,863","7,696","6,987","7,179","2,298","7,970","2,796","3,396","5,076","5,551","7,025","13,748","3,149","7,106","11,820","6,635","13,665"
2020년10월_여_연령구간인구수,"119,960","7,863","7,696","6,987","7,179","2,298","7,970","2,796","3,396","5,076","5,551","7,025","13,748","3,149","7,106","11,820","6,635","13,665"
2020년10월_여_0~9세,"7,575",476,763,384,454,77,359,64,135,272,337,566,993,151,461,957,327,799
2020년10월_여_10~19세,"10,749",502,"1,247",589,508,137,574,117,225,418,396,832,"1,547",149,471,"1,400",522,"1,115"
2020년10월_여_20~29세,"15,160","1,480",812,774,"1,318",234,853,544,366,984,750,741,"1,440",385,903,"1,413",690,"1,473"
2020년10월_여_30~39세,"12,874","1,117",888,653,997,207,703,251,288,596,660,826,"1,294",403,766,"1,343",588,"1,294"
2020년10월_여_40~49세,"18,338","1,094","1,735","1,085","1,012",256,992,281,430,698,784,"1,297","2,388",396,939,"2,133",946,"1,872"
2020년10월_여_50~59세,"19,725","1,177",971,"1,239",988,352,"1,449",457,632,716,900,"1,093","2,314",578,"1,165","1,786","1,270","2,638"
2020년10월_여_60~69세,"17,472","1,052",654,"1,127",940,438,"1,522",488,633,606,755,793,"1,882",577,"1,206","1,323","1,078","2,398"
2020년10월_여_70~79세,"11,354",599,406,698,609,368,"1,015",369,413,484,554,568,"1,175",332,770,948,721,"1,325"
2020년10월_여_80~89세,"5,679",305,184,377,282,197,427,188,218,256,346,274,602,150,359,438,433,643
2020년10월_여_90~99세,971,57,32,56,66,30,69,33,54,43,67,35,107,26,61,76,57,102
2020년10월_여_100세 이상,63,4,4,5,5,2,7,4,2,3,2,0,6,2,5,3,3,6
