,전국,서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,강원도,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주특별자치도
2020년05월_여_연령구간인구수,"25,985,341","4,989,065","1,736,767","1,229,555","1,471,756","735,233","736,975","555,714","173,104","6,620,438","764,716","787,596","1,038,085","910,203","923,449","1,314,945","1,664,058","333,682"
2020년05월_여_0~9세,"1,991,965","315,661","116,540","89,870","115,195","60,233","57,876","49,627","23,013","570,627","52,674","62,033","86,860","64,919","66,692","94,790","135,418","29,937"
2020년05월_여_10~19세,"2,350,007","391,330","134,035","110,200","135,040","77,328","72,405","53,956","20,389","650,670","67,087","72,538","98,488","85,919","81,834","108,766","156,188","33,834"
2020년05월_여_20~29세,"3,229,192","750,884","207,800","149,529","193,691","99,814","101,048","64,626","17,923","847,756","78,590","88,117","108,883","97,525","89,128","125,313","170,146","38,419"
2020년05월_여_30~39세,"3,390,540","748,661","209,567","145,082","200,156","93,201","95,172","73,616","31,363","930,618","80,428","93,042","126,705","93,838","90,350","139,907","197,559","41,275"
2020년05월_여_40~49세,"4,105,296","782,114","255,913","196,864","238,370","122,820","120,494","93,181","32,281","1,128,827","109,630","116,605","153,375","131,538","121,985","184,982","261,838","54,479"
2020년05월_여_50~59세,"4,295,896","782,442","297,846","218,557","257,445","118,271","122,074","103,542","20,879","1,092,886","131,029","133,131","160,787","146,028","147,140","223,924","286,359","53,556"
2020년05월_여_60~69세,"3,313,114","639,454","271,387","165,261","177,098","82,483","88,817","68,789","14,248","731,796","116,321","106,548","134,503","125,493","130,867","199,170","222,400","38,479"
2020년05월_여_70~79세,"2,009,362","378,041","158,943","97,507","95,164","51,039","48,893","30,829","7,478","411,182","74,981","65,881","92,866","93,859","108,215","133,768","136,119","24,597"
2020년05월_여_80~89세,"1,096,382","165,250","71,820","49,135","49,681","25,232","25,557","14,875","4,611","215,062","45,094","42,423","64,405","60,298","74,080","89,249","84,053","15,557"
2020년05월_여_90~99세,"187,631","30,417","11,481","7,011","9,235","4,447","4,374","2,542",873,"37,971","8,318","6,879","10,520","10,122","12,439","14,325","13,364","3,313"
2020년05월_여_100세 이상,"15,956","4,811","1,435",539,681,365,265,131,46,"3,043",564,399,693,664,719,751,614,236
