,서울특별시,서울특별시 종로구,서울특별시 중구,서울특별시 용산구,서울특별시 성동구,서울특별시 광진구,서울특별시 동대문구,서울특별시 중랑구,서울특별시 성북구,서울특별시 강북구,서울특별시 도봉구,서울특별시 노원구,서울특별시 은평구,서울특별시 서대문구,서울특별시 마포구,서울특별시 양천구,서울특별시 강서구,서울특별시 구로구,서울특별시 금천구,서울특별시 영등포구,서울특별시 동작구,서울특별시 관악구,서울특별시 서초구,서울특별시 강남구,서울특별시 송파구,서울특별시 강동구
2021년03월_남_20~29세,"701,692","11,416","8,709","16,004","22,059","29,259","27,855","27,675","31,968","20,852","21,749","36,961","31,955","23,825","27,772","30,121","40,088","27,126","18,638","27,687","31,775","52,967","26,063","34,654","44,170","30,344"
2021년03월_남_30~39세,"730,024","9,764","9,941","19,097","23,722","27,463","25,547","29,628","29,634","19,953","20,543","31,836","33,386","22,066","30,157","28,264","49,798","31,838","19,510","35,443","31,201","47,490","28,625","36,865","51,963","36,290"
2021년03월_남_40~49세,"749,245","10,603","9,156","17,367","22,325","25,513","25,761","29,510","34,177","23,546","23,602","40,376","37,349","23,087","29,315","37,498","45,412","31,989","17,080","28,892","29,287","35,974","35,963","45,703","52,177","37,583"
2021년03월_남_50~59세,"744,903","12,702","10,373","18,210","23,473","26,472","26,655","33,994","34,104","25,653","26,923","42,369","36,956","23,842","26,572","37,936","40,876","31,106","19,994","28,760","27,915","33,969","31,139","40,259","49,329","35,322"
2021년03월_남_60~69세,"592,801","9,984","8,890","13,876","18,137","20,413","22,416","28,677","26,043","21,516","23,914","31,977","29,916","18,201","18,487","28,093","35,796","26,687","16,398","22,943","22,819","27,581","22,072","27,388","40,006","30,571"
2021년03월_남_70~79세,"318,342","5,343","4,825","7,303","9,183","10,161","12,486","14,300","14,408","12,817","12,686","16,166","17,099","10,150","10,024","13,522","18,164","15,044","8,364","12,388","13,297","16,774","12,838","16,195","19,849","14,956"
2021년03월_남_80~89세,"109,404","2,410","1,848","3,223","3,267","3,530","4,487","4,655","5,559","4,632","4,528","5,864","6,397","4,305","4,264","3,847","5,388","4,654","2,572","4,592","4,840","5,515","4,312","5,106","5,563","4,046"
2021년03월_남_90~99세,"10,337",290,284,424,303,329,391,356,475,380,449,611,547,408,422,396,546,371,205,394,447,363,478,512,581,375
2021년03월_남_100세 이상,703,21,66,34,34,19,20,27,26,14,35,24,42,32,34,14,28,14,12,14,51,20,38,28,27,29
2021년03월_여_총인구수,"4,930,960","75,652","63,701","118,832","149,400","177,645","170,980","198,289","224,924","155,772","164,907","268,336","247,591","160,827","194,894","230,667","298,876","203,040","113,522","190,898","200,685","244,255","219,696","278,916","342,364","236,291"
2021년03월_여_연령구간인구수,"4,930,960","75,652","63,701","118,832","149,400","177,645","170,980","198,289","224,924","155,772","164,907","268,336","247,591","160,827","194,894","230,667","298,876","203,040","113,522","190,898","200,685","244,255","219,696","278,916","342,364","236,291"
2021년03월_여_0~9세,"297,407","3,642","3,193","6,514","9,774","9,259","9,836","10,828","14,080","7,317","8,737","15,697","14,033","9,723","11,939","15,244","18,957","13,381","5,906","12,481","11,783","10,473","16,034","17,505","23,986","17,085"
2021년03월_여_10~19세,"377,264","5,509","3,388","7,580","9,849","12,576","11,640","12,943","18,263","10,510","12,232","25,171","18,634","11,713","13,979","24,082","21,649","14,385","7,195","11,579","13,409","13,800","22,108","27,994","28,484","18,592"
2021년03월_여_20~29세,"748,733","11,859","9,741","17,783","22,610","33,237","28,373","28,263","34,435","21,568","21,058","35,299","34,635","26,002","33,792","29,065","46,742","28,130","18,464","31,581","34,035","55,884","28,174","37,822","48,756","31,425"
2021년03월_여_30~39세,"730,521","9,976","9,933","19,255","24,528","27,969","23,997","27,816","29,852","18,065","19,611","32,114","34,268","22,542","33,620","29,092","48,578","30,407","15,845","33,782","30,529","38,460","33,567","43,638","56,466","36,611"
2021년03월_여_40~49세,"762,577","11,172","8,690","17,953","22,250","26,235","24,076","27,633","35,087","22,317","24,032","44,363","38,145","23,613","31,031","40,909","45,028","30,466","15,230","27,136","29,049","31,388","40,633","52,770","56,005","37,366"
2021년03월_여_50~59세,"769,013","12,464","10,129","18,639","23,643","27,646","25,994","34,818","35,055","26,518","29,526","44,974","39,827","25,080","27,569","38,344","44,383","31,669","19,788","27,793","30,123","33,547","32,065","40,023","52,401","36,995"
2021년03월_여_60~69세,"662,208","10,058","8,945","15,119","18,974","22,501","23,931","30,430","29,273","24,617","26,336","36,801","35,010","20,474","21,248","30,539","41,407","29,821","17,048","24,161","26,680","31,700","25,681","32,422","44,918","34,114"
2021년03월_여_70~79세,"379,880","6,732","5,856","9,536","11,458","11,893","15,082","16,970","18,606","16,753","14,849","21,149","21,690","13,589","13,730","15,104","20,610","16,689","9,456","14,499","16,450","19,914","14,512","18,077","20,720","15,956"
2021년03월_여_80~89세,"170,977","3,539","3,088","5,375","5,413","5,424","6,970","7,249","8,724","7,040","7,251","10,797","9,650","6,896","6,795","6,984","9,570","6,933","3,927","6,760","7,184","7,743","5,548","6,853","8,660","6,604"
2021년03월_여_90~99세,"30,353",656,615,"1,001",834,853,"1,026","1,258","1,474","1,034","1,191","1,881","1,460","1,118","1,120","1,253","1,891","1,114",631,"1,074","1,316","1,262","1,273","1,684","1,878","1,456"
2021년03월_여_100세 이상,"2,027",45,123,77,67,52,55,81,75,33,84,90,239,77,71,51,61,45,32,52,127,84,101,128,90,87
