카테고리,전국,서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,강원도,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주특별자치도
2020년03월_남_50~59세,"4,367,750","754,079","280,755","210,058","257,735","115,943","120,926","107,694","22,328","1,120,166","137,929","140,625","178,984","156,052","169,211","239,321","298,005","57,939"
2020년03월_남_60~69세,"3,141,575","569,745","243,739","149,247","172,319","74,336","83,465","69,465","13,894","713,028","113,466","105,743","132,385","121,274","130,720","193,638","217,712","37,399"
2020년03월_남_70~79세,"1,624,362","315,112","129,019","74,791","78,381","40,300","40,192","27,172","6,216","337,194","60,595","53,330","75,519","72,676","82,837","105,389","105,500","20,139"
2020년03월_남_80~89세,"580,471","102,246","39,216","26,053","25,441","13,315","14,046","7,063","2,312","119,555","24,097","21,724","34,420","29,843","33,335","42,963","37,254","7,588"
2020년03월_남_90~99세,"54,276","10,672","3,179","1,962","2,565","1,206","1,281",488,250,"11,770","2,419","1,974","3,184","2,884","3,057","3,687","3,155",543
2020년03월_남_100세 이상,"5,024","1,663",402,164,245,52,80,31,10,"1,089",254,152,205,167,118,203,153,36
2020년03월_여_총인구수,"25,984,452","4,991,438","1,737,680","1,231,295","1,472,850","735,245","736,679","556,436","172,841","6,604,216","764,594","788,270","1,039,044","911,684","925,394","1,317,129","1,666,204","333,453"
2020년03월_여_연령구간인구수,"25,984,452","4,991,438","1,737,680","1,231,295","1,472,850","735,245","736,679","556,436","172,841","6,604,216","764,594","788,270","1,039,044","911,684","925,394","1,317,129","1,666,204","333,453"
2020년03월_여_0~9세,"2,006,238","318,665","117,306","90,649","116,282","60,796","58,283","49,992","23,163","573,313","52,906","62,552","87,381","65,589","67,198","95,544","136,569","30,050"
2020년03월_여_10~19세,"2,363,499","394,621","134,970","111,101","135,785","77,870","72,871","54,320","20,292","652,379","67,583","73,011","98,992","86,470","82,463","109,657","157,100","34,014"
2020년03월_여_20~29세,"3,226,225","747,986","207,749","149,427","193,922","99,300","100,582","64,830","17,972","844,001","78,843","88,390","109,463","97,865","89,890","126,347","171,120","38,538"
2020년03월_여_30~39세,"3,402,741","750,525","210,513","146,022","201,193","93,655","95,354","74,227","31,502","931,351","80,679","93,479","127,451","94,444","90,951","140,974","199,115","41,306"
2020년03월_여_40~49세,"4,118,912","785,988","256,949","197,898","239,366","123,207","121,077","93,592","32,082","1,130,045","109,995","117,103","153,724","132,146","122,657","185,952","262,633","54,498"
2020년03월_여_50~59세,"4,294,650","783,035","298,829","218,897","257,522","118,102","122,048","103,475","20,804","1,088,466","131,175","132,973","161,068","146,471","147,600","224,076","286,725","53,384"
2020년03월_여_60~69세,"3,284,431","635,954","269,746","163,966","175,174","81,738","87,970","68,031","14,108","722,837","114,981","105,627","133,520","124,798","129,885","197,663","220,289","38,144"
2020년03월_여_70~79세,"1,999,537","375,916","157,789","97,154","94,487","50,856","48,570","30,532","7,444","408,315","75,049","65,813","92,302","93,266","108,519","133,564","135,445","24,516"
2020년03월_여_80~89세,"1,087,194","163,851","71,038","48,692","49,327","24,978","25,343","14,784","4,582","213,123","44,610","42,142","64,044","59,962","73,279","88,503","83,445","15,491"
2020년03월_여_90~99세,"185,291","30,137","11,372","6,953","9,120","4,385","4,322","2,525",845,"37,415","8,218","6,788","10,414","10,018","12,241","14,100","13,162","3,276"
2020년03월_여_100세 이상,"15,734","4,760","1,419",536,672,358,259,128,47,"2,971",555,392,685,655,711,749,601,236
