카테고리,광주광역시 광산구,광주광역시 광산구 송정1동,광주광역시 광산구 송정2동,광주광역시 광산구 도산동,광주광역시 광산구 신흥동,광주광역시 광산구 어룡동,광주광역시 광산구 우산동,광주광역시 광산구 월곡1동,광주광역시 광산구 월곡2동,광주광역시 광산구 비아동,광주광역시 광산구 첨단1동,광주광역시 광산구 첨단2동,광주광역시 광산구 신가동,광주광역시 광산구 운남동,광주광역시 광산구 수완동,광주광역시 광산구 하남동,광주광역시 광산구 임곡동,광주광역시 광산구 동곡동,광주광역시 광산구 평동,광주광역시 광산구 삼도동,광주광역시 광산구 본량동,광주광역시 광산구 신창동
2020년10월_계_100세 이상,65,2,6,5,5,5,3,0,2,0,1,6,3,4,3,4,1,3,4,3,2,3
2020년10월_남_총인구수,"204,792","5,664","3,353","7,952","2,390","16,886","13,926","5,817","8,284","3,884","13,767","22,157","10,047","15,605","38,627","11,910","1,103",985,"2,255","1,174","1,032","17,974"
2020년10월_남_연령구간인구수,"204,792","5,664","3,353","7,952","2,390","16,886","13,926","5,817","8,284","3,884","13,767","22,157","10,047","15,605","38,627","11,910","1,103",985,"2,255","1,174","1,032","17,974"
2020년10월_남_0~9세,"20,790",363,187,787,172,"2,084","1,118",388,614,343,"1,032","2,002","1,110","1,551","5,382","1,582",26,25,66,23,15,"1,920"
2020년10월_남_10~19세,"27,138",619,203,908,225,"1,866","1,100",620,"1,079",415,"1,780","2,975","1,537","2,095","6,813","1,655",67,46,73,62,47,"2,953"
2020년10월_남_20~29세,"31,205",970,517,"1,189",348,"2,234","2,195","1,059","1,330",520,"2,770","4,250","1,501","2,474","4,914","1,513",101,104,257,108,81,"2,770"
2020년10월_남_30~39세,"27,989",644,519,"1,148",297,"2,877","2,349",702,925,491,"1,744","3,086","1,198","2,057","4,966","1,779",67,87,290,102,74,"2,587"
2020년10월_남_40~49세,"38,406","1,002",474,"1,414",379,"3,292","2,114",869,"1,459",761,"2,028","3,831","2,090","2,859","8,766","2,517",110,112,347,127,147,"3,708"
2020년10월_남_50~59세,"33,060",973,559,"1,239",406,"2,273","2,491","1,126","1,566",763,"2,697","3,914","1,623","2,770","5,115","1,605",236,193,426,258,193,"2,634"
2020년10월_남_60~69세,"16,430",610,431,685,294,"1,469","1,697",711,854,360,"1,206","1,434",610,"1,119","1,812",918,252,200,421,244,209,894
2020년10월_남_70~79세,"7,304",365,348,446,207,609,659,254,346,172,353,474,301,488,694,267,161,170,271,168,159,392
2020년10월_남_80~89세,"2,257",109,106,122,55,169,189,81,101,54,146,175,70,174,150,66,78,44,90,75,97,106
2020년10월_남_90~99세,208,9,9,14,7,12,14,7,10,5,11,15,6,18,15,8,5,3,14,6,10,10
2020년10월_남_100세 이상,5,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
2020년10월_여_총인구수,"201,768","5,573","3,322","7,861","2,352","16,193","13,511","5,665","8,049","3,472","13,951","21,788","9,627","16,202","39,502","11,438","1,057",940,"1,828","1,108","1,040","17,289"
2020년10월_여_연령구간인구수,"201,768","5,573","3,322","7,861","2,352","16,193","13,511","5,665","8,049","3,472","13,951","21,788","9,627","16,202","39,502","11,438","1,057",940,"1,828","1,108","1,040","17,289"
2020년10월_여_0~9세,"19,698",361,152,707,159,"1,953","1,067",374,564,343,997,"1,878","1,027","1,512","5,043","1,518",36,20,68,30,21,"1,868"
2020년10월_여_10~19세,"25,641",576,203,795,204,"1,817","1,033",557,995,364,"1,764","2,796","1,459","1,935","6,767","1,505",58,38,72,52,41,"2,610"
2020년10월_여_20~29세,"27,558",781,462,"1,028",282,"1,839","1,973",907,"1,165",396,"2,481","3,705","1,256","2,336","4,590","1,383",71,69,174,62,74,"2,524"
2020년10월_여_30~39세,"27,130",570,381,"1,080",254,"2,715","1,920",606,884,437,"1,637","2,860","1,266","2,076","5,723","1,829",49,51,161,57,57,"2,517"
2020년10월_여_40~49세,"38,694",935,394,"1,353",355,"2,805","1,947",873,"1,496",635,"2,477","4,341","2,056","3,066","9,334","2,262",71,74,157,84,77,"3,902"
2020년10월_여_50~59세,"30,460",872,547,"1,198",385,"2,277","2,404","1,149","1,478",583,"2,798","3,674","1,310","2,757","4,500","1,551",156,125,240,150,140,"2,166"
2020년10월_여_60~69세,"16,436",706,519,789,339,"1,514","1,531",680,839,322,"1,025","1,331",651,"1,260","2,027",841,207,209,374,215,156,901
2020년10월_여_70~79세,"9,704",519,427,592,243,777,906,304,401,216,454,702,395,820,995,323,191,196,312,203,232,496
2020년10월_여_80~89세,"5,439",211,202,267,100,412,606,183,197,158,255,428,179,387,434,197,178,136,216,216,214,263
2020년10월_여_90~99세,948,40,29,47,26,80,121,32,28,18,62,68,26,49,86,25,39,20,50,37,26,39
2020년10월_여_100세 이상,60,2,6,5,5,4,3,0,2,0,1,5,2,4,3,4,1,2,4,2,2,3
