카테고리,전라남도,전라남도 목포시,전라남도 여수시,전라남도 순천시,전라남도 나주시,전라남도 광양시,전라남도 담양군,전라남도 곡성군,전라남도 구례군,전라남도 고흥군,전라남도 보성군,전라남도 화순군,전라남도 장흥군,전라남도 강진군,전라남도 해남군,전라남도 영암군,전라남도 무안군,전라남도 함평군,전라남도 영광군,전라남도 장성군,전라남도 완도군,전라남도 진도군,전라남도 신안군
2021년09월_계_80~89세,"114,399","7,519","11,197","10,593","6,906","4,766","4,016","3,272","2,641","7,838","4,881","4,936","3,998","3,668","6,188","4,184","4,436","3,564","4,215","3,873","4,556","3,056","4,096"
2021년09월_계_90~99세,"17,021",982,"1,696","1,657","1,055",824,610,575,399,"1,300",764,685,669,590,900,578,609,519,542,533,628,388,518
2021년09월_계_100세 이상,614,40,56,66,32,21,25,17,14,50,24,31,25,29,41,18,27,15,25,17,17,12,12
2021년09월_남_총인구수,"923,651","109,300","141,439","140,731","58,833","78,399","23,432","13,578","12,223","30,600","19,329","30,932","17,856","16,460","33,463","27,484","45,280","15,801","26,032","22,326","24,677","14,931","20,545"
2021년09월_남_연령구간인구수,"923,651","109,300","141,439","140,731","58,833","78,399","23,432","13,578","12,223","30,600","19,329","30,932","17,856","16,460","33,463","27,484","45,280","15,801","26,032","22,326","24,677","14,931","20,545"
2021년09월_남_0~9세,"64,175","8,647","10,073","11,674","5,158","6,497","1,099",521,506,"1,221",835,"1,696",926,783,"1,868","1,648","4,194",644,"1,848","1,280","1,531",778,748
2021년09월_남_10~19세,"84,813","12,178","13,298","15,360","4,953","8,152","1,546","1,017",936,"1,976","1,293","2,891","1,400","1,261","2,584","2,278","4,866","1,100","2,114","1,670","1,827","1,092","1,021"
2021년09월_남_20~29세,"109,209","14,378","18,783","20,139","6,465","11,287","2,697","1,217","1,031","2,303","1,614","3,604","1,629","1,543","3,068","2,904","5,025","1,387","2,667","2,321","2,149","1,430","1,568"
2021년09월_남_30~39세,"94,650","12,382","16,025","17,046","7,564","9,658","1,831",857,794,"1,871","1,247","2,385","1,358","1,186","2,506","2,419","5,587",999,"2,387","1,858","1,986","1,110","1,594"
2021년09월_남_40~49세,"135,195","18,719","21,549","21,023","9,249","11,935","2,933","1,618","1,473","3,475","2,259","4,083","2,134","1,966","4,284","4,346","7,480","1,975","3,480","2,962","3,515","1,985","2,752"
2021년09월_남_50~59세,"168,116","18,207","25,362","24,828","9,515","15,948","4,546","2,679","2,513","5,610","3,644","6,177","3,393","3,035","6,347","5,400","7,311","3,133","4,696","4,270","4,447","2,797","4,258"
2021년09월_남_60~69세,"142,820","14,159","20,743","18,116","8,561","9,481","4,535","2,743","2,426","6,465","3,946","5,312","3,337","3,234","6,358","4,420","5,797","3,250","4,400","4,038","4,365","2,784","4,350"
2021년09월_남_70~79세,"84,828","7,862","11,499","8,700","5,036","3,786","2,786","1,790","1,600","4,940","2,790","3,125","2,293","2,207","4,348","2,654","3,567","2,115","3,027","2,550","3,281","1,971","2,901"
2021년09월_남_80~89세,"36,416","2,557","3,800","3,509","2,111","1,516","1,317","1,027",860,"2,460","1,544","1,500","1,254","1,130","1,938","1,300","1,344","1,081","1,303","1,260","1,449",910,"1,246"
2021년09월_남_90~99세,"3,358",205,300,330,215,137,140,106,81,274,153,156,127,108,162,113,106,117,110,116,125,74,103
2021년09월_남_100세 이상,71,6,7,6,6,2,2,3,3,5,4,3,5,7,0,2,3,0,0,1,2,0,4
2021년09월_여_총인구수,"912,039","110,252","135,917","141,246","57,835","71,722","22,746","14,077","12,872","32,365","20,263","31,635","18,886","17,501","34,113","25,536","44,806","15,574","26,087","21,249","24,313","15,198","17,846"
2021년09월_여_연령구간인구수,"912,039","110,252","135,917","141,246","57,835","71,722","22,746","14,077","12,872","32,365","20,263","31,635","18,886","17,501","34,113","25,536","44,806","15,574","26,087","21,249","24,313","15,198","17,846"
2021년09월_여_0~9세,"61,760","8,103","9,790","11,168","4,858","6,283","1,143",489,542,"1,242",745,"1,626",936,802,"1,821","1,598","3,981",599,"1,820","1,262","1,440",804,708
2021년09월_여_10~19세,"78,934","11,666","12,466","14,158","4,686","7,560","1,431",865,840,"1,715","1,229","2,657","1,239","1,174","2,422","2,038","4,696",941,"1,922","1,500","1,679","1,078",972
2021년09월_여_20~29세,"85,733","12,154","14,189","16,830","5,770","8,113","1,842",979,799,"1,629","1,173","3,040","1,258","1,174","2,351","2,000","4,324",947,"2,040","1,603","1,506","1,002","1,010"
2021년09월_여_30~39세,"85,229","11,618","13,810","16,026","6,951","8,303","1,745",777,738,"1,572","1,113","2,281","1,209","1,108","2,184","2,052","5,412",881,"2,255","1,596","1,686",976,936
2021년09월_여_40~49세,"118,109","17,572","19,285","21,609","7,450","11,132","2,202","1,291","1,232","2,547","1,706","3,881","1,738","1,607","3,423","2,904","6,795","1,330","2,755","2,306","2,505","1,441","1,398"
2021년09월_여_50~59세,"143,977","17,782","22,780","24,420","7,819","13,306","3,646","2,124","1,991","4,320","2,858","5,179","2,758","2,518","5,044","4,032","6,023","2,214","3,735","3,156","3,456","2,156","2,660"
2021년09월_여_60~69세,"139,881","15,685","21,361","18,066","8,267","8,540","4,153","2,479","2,430","6,517","3,794","4,750","3,388","3,188","6,291","4,035","5,683","2,904","4,220","3,558","4,359","2,678","3,535"
2021년09월_여_70~79세,"106,227","9,899","13,394","10,498","6,373","4,529","3,392","2,345","2,190","6,374","3,677","4,228","3,054","2,888","5,548","3,512","4,273","2,858","3,971","3,222","4,057","2,591","3,354"
2021년09월_여_80~89세,"77,983","4,962","7,397","7,084","4,795","3,250","2,699","2,245","1,781","5,378","3,337","3,436","2,744","2,538","4,250","2,884","3,092","2,483","2,912","2,613","3,107","2,146","2,850"
2021년09월_여_90~99세,"13,663",777,"1,396","1,327",840,687,470,469,318,"1,026",611,529,542,482,738,465,503,402,432,417,503,314,415
2021년09월_여_100세 이상,543,34,49,60,26,19,23,14,11,45,20,28,20,22,41,16,24,15,25,16,15,12,8
