카테고리,대전광역시 중구,대전광역시 중구 은행선화동,대전광역시 중구 목동,대전광역시 중구 중촌동,대전광역시 중구 대흥동,대전광역시 중구 문창동,대전광역시 중구 석교동,대전광역시 중구 대사동,대전광역시 중구 부사동,대전광역시 중구 용두동,대전광역시 중구 오류동,대전광역시 중구 태평1동,대전광역시 중구 태평2동,대전광역시 중구 유천1동,대전광역시 중구 유천2동,대전광역시 중구 문화1동,대전광역시 중구 문화2동,대전광역시 중구 산성동
2020년08월_여_10~19세,"10,878",510,"1,239",603,512,133,588,116,230,430,401,840,"1,562",148,493,"1,426",527,"1,120"
2020년08월_여_20~29세,"15,185","1,493",809,792,"1,321",228,844,533,372,983,752,750,"1,440",386,890,"1,409",697,"1,486"
2020년08월_여_30~39세,"13,000","1,138",888,669,"1,004",197,701,255,292,602,668,857,"1,313",405,764,"1,356",593,"1,298"
2020년08월_여_40~49세,"18,457","1,106","1,737","1,092","1,002",255,996,281,432,709,797,"1,303","2,411",401,957,"2,144",954,"1,880"
2020년08월_여_50~59세,"19,852","1,212",964,"1,250",995,361,"1,458",463,649,730,887,"1,093","2,301",581,"1,179","1,788","1,269","2,672"
2020년08월_여_60~69세,"17,338","1,043",651,"1,123",935,432,"1,499",482,625,617,764,786,"1,876",574,"1,198","1,318","1,047","2,368"
2020년08월_여_70~79세,"11,310",603,403,684,609,371,"1,012",364,415,497,545,570,"1,164",337,750,946,725,"1,315"
2020년08월_여_80~89세,"5,644",312,181,379,279,199,420,185,221,257,344,265,601,152,363,428,424,634
2020년08월_여_90~99세,951,60,31,56,62,30,65,33,52,41,68,36,101,27,62,76,51,100
2020년08월_여_100세 이상,63,4,4,4,5,2,7,4,2,3,1,0,8,2,5,3,3,6
