카테고리,전라북도 남원시,전라북도 남원시 운봉읍,전라북도 남원시 주천면,전라북도 남원시 수지면,전라북도 남원시 송동면,전라북도 남원시 주생면,전라북도 남원시 금지면,전라북도 남원시 대강면,전라북도 남원시 대산면,전라북도 남원시 사매면,전라북도 남원시 덕과면,전라북도 남원시 보절면,전라북도 남원시 산동면,전라북도 남원시 이백면,전라북도 남원시 아영면,전라북도 남원시 산내면,전라북도 남원시 인월면,전라북도 남원시 동충동,전라북도 남원시 죽항동,전라북도 남원시 노암동,전라북도 남원시 금동,전라북도 남원시 왕정동,전라북도 남원시 향교동,전라북도 남원시 도통동
2020년09월_남_총인구수,"39,665","1,841","1,324",575,"1,018",908,"1,111",781,836,784,476,776,947,"1,134",946,"1,042","1,338","1,691","1,605","3,007","3,290","2,031","3,685","8,519"
2020년09월_남_연령구간인구수,"39,665","1,841","1,324",575,"1,018",908,"1,111",781,836,784,476,776,947,"1,134",946,"1,042","1,338","1,691","1,605","3,007","3,290","2,031","3,685","8,519"
2020년09월_남_0~9세,"2,698",86,55,23,30,41,34,35,35,34,19,32,36,55,56,45,63,106,90,314,301,118,212,878
2020년09월_남_10~19세,"3,822",91,74,32,59,55,64,37,49,35,17,37,55,93,62,94,115,187,118,298,386,193,338,"1,333"
2020년09월_남_20~29세,"4,256",147,141,43,87,78,72,37,59,67,34,53,78,97,65,80,108,214,201,378,370,274,438,"1,135"
2020년09월_남_30~39세,"3,311",119,73,34,72,47,67,40,58,38,33,34,55,69,63,54,67,138,137,363,310,218,327,895
2020년09월_남_40~49세,"5,575",191,167,73,100,104,152,90,91,73,40,101,107,120,104,134,160,223,242,458,564,262,523,"1,496"
2020년09월_남_50~59세,"7,296",371,267,99,214,179,195,137,170,171,99,144,196,236,179,275,282,308,279,505,521,326,738,"1,405"
2020년09월_남_60~69세,"6,410",420,271,121,227,185,249,184,191,143,110,128,184,232,197,186,287,240,256,379,462,327,575,856
2020년09월_남_70~79세,"4,108",248,188,90,133,125,174,125,116,133,79,148,154,136,144,117,167,187,197,223,265,220,366,373
2020년09월_남_80~89세,"1,954",154,72,51,87,84,96,84,59,81,38,88,74,85,64,55,82,79,72,82,99,82,148,138
2020년09월_남_90~99세,224,13,16,9,9,10,8,11,7,9,7,8,7,11,11,2,7,9,13,6,11,10,20,10
2020년09월_남_100세 이상,11,1,0,0,0,0,0,1,1,0,0,3,1,0,1,0,0,0,0,1,1,1,0,0
2020년09월_여_총인구수,"41,240","2,007","1,288",589,"1,042",932,"1,226",855,827,747,477,773,950,"1,160",975,"1,087","1,392","1,872","1,810","3,215","3,523","2,129","3,595","8,769"
2020년09월_여_연령구간인구수,"41,240","2,007","1,288",589,"1,042",932,"1,226",855,827,747,477,773,950,"1,160",975,"1,087","1,392","1,872","1,810","3,215","3,523","2,129","3,595","8,769"
2020년09월_여_0~9세,"2,407",76,38,25,36,31,48,20,28,23,6,36,30,44,39,43,58,88,91,278,292,105,208,764
2020년09월_여_10~19세,"3,563",99,95,23,56,40,56,36,43,25,17,37,39,74,55,96,85,185,134,330,399,131,317,"1,191"
2020년09월_여_20~29세,"3,365",135,86,33,63,45,51,38,42,48,25,48,51,83,52,62,62,167,164,312,265,196,358,979
2020년09월_여_30~39세,"3,192",97,69,28,52,32,52,30,40,42,27,28,45,61,43,42,80,142,127,355,363,183,287,967
2020년09월_여_40~49세,"5,287",161,134,37,72,63,90,49,54,45,22,46,67,104,67,141,138,253,240,503,542,262,491,"1,706"
2020년09월_여_50~59세,"6,470",327,216,85,169,121,159,106,132,99,68,99,139,184,138,214,255,312,273,482,511,367,600,"1,414"
2020년09월_여_60~69세,"6,400",366,252,106,173,179,242,169,161,128,104,134,175,180,192,165,298,304,332,409,497,366,569,899
2020년09월_여_70~79세,"5,694",377,215,106,196,217,278,182,147,166,108,157,190,201,204,168,247,262,277,343,418,311,418,506
2020년09월_여_80~89세,"4,110",302,151,122,187,171,214,187,147,152,88,161,187,191,155,136,138,144,147,177,201,172,298,282
2020년09월_여_90~99세,721,65,28,24,36,32,35,37,33,19,12,26,25,36,28,19,29,15,24,25,34,34,46,59
2020년09월_여_100세 이상,31,2,4,0,2,1,1,1,0,0,0,1,2,2,2,1,2,0,1,1,1,2,3,2
