카테고리,광주광역시 광산구,광주광역시 광산구 송정1동,광주광역시 광산구 송정2동,광주광역시 광산구 도산동,광주광역시 광산구 신흥동,광주광역시 광산구 어룡동,광주광역시 광산구 우산동,광주광역시 광산구 월곡1동,광주광역시 광산구 월곡2동,광주광역시 광산구 비아동,광주광역시 광산구 첨단1동,광주광역시 광산구 첨단2동,광주광역시 광산구 신가동,광주광역시 광산구 운남동,광주광역시 광산구 수완동,광주광역시 광산구 하남동,광주광역시 광산구 임곡동,광주광역시 광산구 동곡동,광주광역시 광산구 평동,광주광역시 광산구 삼도동,광주광역시 광산구 본량동,광주광역시 광산구 신창동
2020년12월_남_50~59세,"33,169",969,574,"1,253",405,"2,288","2,492","1,124","1,574",766,"2,675","3,944","1,613","2,757","5,172","1,623",233,190,432,249,189,"2,647"
2020년12월_남_60~69세,"16,663",617,424,697,290,"1,501","1,733",717,872,359,"1,233","1,470",558,"1,168","1,855",931,254,200,426,243,212,903
2020년12월_남_70~79세,"7,352",368,351,445,206,597,678,262,360,181,359,471,285,502,698,272,157,169,272,173,151,395
2020년12월_남_80~89세,"2,279",113,103,126,54,172,194,78,102,52,148,175,72,168,154,67,82,49,88,76,98,108
2020년12월_남_90~99세,216,9,11,16,7,12,15,8,8,6,10,13,7,20,14,10,5,3,15,6,11,10
2020년12월_남_100세 이상,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2020년12월_여_총인구수,"201,283","5,552","3,298","7,854","2,345","16,107","13,560","5,612","8,012","3,450","13,957","21,791","9,378","16,120","39,542","11,431","1,045",944,"1,843","1,106","1,041","17,295"
2020년12월_여_연령구간인구수,"201,283","5,552","3,298","7,854","2,345","16,107","13,560","5,612","8,012","3,450","13,957","21,791","9,378","16,120","39,542","11,431","1,045",944,"1,843","1,106","1,041","17,295"
2020년12월_여_0~9세,"19,449",342,151,710,157,"1,931","1,060",361,553,330,"1,003","1,861","1,016","1,471","5,002","1,486",35,19,71,28,19,"1,843"
2020년12월_여_10~19세,"25,494",570,200,768,205,"1,802","1,003",552,986,359,"1,750","2,767","1,422","1,906","6,820","1,512",55,37,77,54,42,"2,607"
2020년12월_여_20~29세,"27,556",788,462,"1,032",285,"1,814","2,005",883,"1,160",396,"2,462","3,725","1,239","2,322","4,591","1,403",71,68,174,62,73,"2,541"
2020년12월_여_30~39세,"26,886",573,380,"1,075",251,"2,681","1,905",595,874,435,"1,661","2,844","1,249","2,032","5,661","1,794",48,51,168,57,57,"2,495"
2020년12월_여_40~49세,"38,463",918,388,"1,346",354,"2,802","1,961",854,"1,468",624,"2,422","4,325","2,002","3,036","9,350","2,262",68,71,155,82,81,"3,894"
2020년12월_여_50~59세,"30,633",880,542,"1,207",379,"2,271","2,411","1,155","1,478",587,"2,825","3,711","1,288","2,770","4,551","1,568",152,127,238,149,137,"2,207"
2020년12월_여_60~69세,"16,583",707,508,793,338,"1,533","1,573",680,855,324,"1,046","1,350",603,"1,291","2,053",857,206,214,371,216,159,906
2020년12월_여_70~79세,"9,782",522,431,601,245,773,915,315,412,221,465,705,367,839,"1,004",321,195,197,316,206,229,503
2020년12월_여_80~89세,"5,420",214,202,268,100,417,606,184,194,153,256,429,165,399,422,197,173,136,219,214,214,258
2020년12월_여_90~99세,956,35,28,48,26,78,118,33,30,21,66,69,25,50,86,27,42,22,50,36,28,38
2020년12월_여_100세 이상,61,3,6,6,5,5,3,0,2,0,1,5,2,4,2,4,0,2,4,2,2,3
