카테고리,광주광역시 광산구,광주광역시 광산구 송정1동,광주광역시 광산구 송정2동,광주광역시 광산구 도산동,광주광역시 광산구 신흥동,광주광역시 광산구 어룡동,광주광역시 광산구 우산동,광주광역시 광산구 월곡1동,광주광역시 광산구 월곡2동,광주광역시 광산구 비아동,광주광역시 광산구 첨단1동,광주광역시 광산구 첨단2동,광주광역시 광산구 신가동,광주광역시 광산구 운남동,광주광역시 광산구 수완동,광주광역시 광산구 하남동,광주광역시 광산구 임곡동,광주광역시 광산구 동곡동,광주광역시 광산구 평동,광주광역시 광산구 삼도동,광주광역시 광산구 본량동,광주광역시 광산구 신창동
2021년08월_여_0~9세,"18,620",305,147,652,141,"1,833","1,135",320,514,322,953,"1,833",972,"1,348","4,718","1,506",33,18,65,29,14,"1,762"
2021년08월_여_10~19세,"25,064",536,181,754,185,"1,834","1,041",515,941,362,"1,692","2,644","1,376","1,838","6,818","1,591",54,29,61,53,43,"2,516"
2021년08월_여_20~29세,"27,503",746,488,966,265,"1,811","2,078",857,"1,154",373,"2,373","3,684","1,224","2,293","4,615","1,541",61,70,166,56,66,"2,616"
2021년08월_여_30~39세,"26,241",558,385,"1,016",239,"2,612","2,101",569,845,422,"1,665","2,754","1,180","1,942","5,353","1,838",41,47,170,55,61,"2,388"
2021년08월_여_40~49세,"37,864",865,369,"1,277",336,"2,820","2,012",803,"1,370",640,"2,329","4,149","1,935","2,952","9,305","2,461",65,65,139,81,77,"3,814"
2021년08월_여_50~59세,"31,502",881,542,"1,205",382,"2,289","2,510","1,121","1,494",604,"2,868","3,802","1,298","2,803","4,833","1,761",151,132,229,135,126,"2,336"
2021년08월_여_60~69세,"17,505",716,510,836,339,"1,613","1,739",732,893,341,"1,133","1,451",605,"1,358","2,170",960,208,201,370,211,165,954
2021년08월_여_70~79세,"9,725",527,441,581,245,771,899,301,417,220,460,691,343,863,"1,017",345,178,194,302,188,218,524
2021년08월_여_80~89세,"5,633",219,202,280,116,444,648,186,202,163,261,448,155,430,428,200,174,139,244,223,209,262
2021년08월_여_90~99세,968,35,31,46,24,78,123,31,29,21,65,66,27,48,80,38,49,24,49,31,36,37
2021년08월_여_100세 이상,45,2,6,2,3,4,0,0,1,0,1,3,1,3,1,2,1,2,3,3,2,5
