카테고리,전국,서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,강원도,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주특별자치도
2020년01월_남_30~39세,"3,620,786","753,695","221,449","157,557","216,207","97,503","103,379","83,874","29,982","986,198","88,879","105,134","149,019","101,416","102,155","162,265","219,187","42,887"
2020년01월_남_40~49세,"4,263,630","774,242","260,408","193,857","250,389","121,400","121,041","96,761","33,502","1,165,205","117,686","126,507","175,334","141,872","142,184","204,347","280,337","58,558"
2020년01월_남_50~59세,"4,367,950","754,650","281,696","209,886","258,261","115,774","121,251","107,834","22,062","1,116,749","138,299","140,777","179,360","156,378","169,291","239,799","298,103","57,780"
2020년01월_남_60~69세,"3,102,402","565,091","241,982","147,776","169,693","73,505","82,394","68,504","13,626","700,122","111,518","104,145","130,566","120,213","129,551","191,877","214,869","36,970"
2020년01월_남_70~79세,"1,613,721","313,217","128,051","74,170","77,745","40,150","39,775","26,868","6,151","334,417","60,610","53,219","74,953","72,087","82,864","104,680","104,657","20,107"
2020년01월_남_80~89세,"570,616","100,290","38,366","25,644","25,007","13,070","13,834","6,884","2,264","117,354","23,692","21,406","34,011","29,557","32,712","42,408","36,646","7,471"
2020년01월_남_90~99세,"53,338","10,504","3,139","1,928","2,542","1,172","1,250",480,242,"11,577","2,386","1,922","3,108","2,851","2,976","3,620","3,095",546
2020년01월_남_100세 이상,"4,898","1,624",392,158,240,50,81,30,10,"1,050",252,151,200,165,117,198,146,34
2020년01월_여_총인구수,"25,984,646","4,988,421","1,737,617","1,232,101","1,474,370","735,757","737,893","557,804","171,599","6,585,058","765,674","789,262","1,040,903","913,917","928,750","1,322,162","1,669,840","333,518"
2020년01월_여_연령구간인구수,"25,984,646","4,988,421","1,737,617","1,232,101","1,474,370","735,757","737,893","557,804","171,599","6,585,058","765,674","789,262","1,040,903","913,917","928,750","1,322,162","1,669,840","333,518"
2020년01월_여_0~9세,"2,020,114","321,260","117,935","91,330","117,353","61,223","58,906","50,404","23,128","575,537","53,232","62,984","88,161","66,291","67,787","96,453","137,989","30,141"
2020년01월_여_10~19세,"2,381,294","396,729","135,915","112,302","137,024","78,556","73,440","54,984","20,103","655,664","68,351","73,583","99,758","87,554","83,669","111,022","158,372","34,268"
2020년01월_여_20~29세,"3,228,589","744,368","207,471","149,549","194,527","99,387","100,720","65,432","18,034","840,261","79,532","88,974","110,461","98,597","91,072","128,417","173,023","38,764"
2020년01월_여_30~39세,"3,424,334","753,432","212,087","147,201","202,859","94,622","96,330","75,006","31,465","933,887","81,304","94,188","128,904","95,524","91,910","142,701","201,395","41,519"
2020년01월_여_40~49세,"4,125,651","788,263","257,418","198,984","239,989","123,141","121,424","93,993","31,607","1,128,903","110,468","117,344","153,532","132,477","123,194","186,956","263,465","54,493"
2020년01월_여_50~59세,"4,299,021","785,090","300,270","218,682","258,017","118,059","122,501","103,489","20,603","1,084,911","131,882","133,248","161,792","147,109","148,165","224,956","287,059","53,188"
2020년01월_여_60~69세,"3,241,882","629,763","267,134","162,030","172,122","80,703","86,736","66,972","13,841","710,062","112,984","104,300","131,855","123,487","128,759","195,898","217,415","37,821"
2020년01월_여_70~79세,"1,993,383","373,868","156,936","96,595","94,102","50,785","48,227","30,380","7,407","405,992","75,218","65,919","92,163","93,150","109,370","133,580","135,221","24,470"
2020년01월_여_80~89세,"1,073,832","161,432","69,951","48,100","48,772","24,665","25,142","14,529","4,540","210,268","44,146","41,699","63,374","59,300","72,351","87,640","82,557","15,366"
2020년01월_여_90~99세,"181,063","29,515","11,096","6,798","8,945","4,266","4,214","2,487",826,"36,658","8,014","6,635","10,220","9,786","11,784","13,797","12,769","3,253"
2020년01월_여_100세 이상,"15,483","4,701","1,404",530,660,350,253,128,45,"2,915",543,388,683,642,689,742,575,235
