,서울특별시,서울특별시 종로구,서울특별시 중구,서울특별시 용산구,서울특별시 성동구,서울특별시 광진구,서울특별시 동대문구,서울특별시 중랑구,서울특별시 성북구,서울특별시 강북구,서울특별시 도봉구,서울특별시 노원구,서울특별시 은평구,서울특별시 서대문구,서울특별시 마포구,서울특별시 양천구,서울특별시 강서구,서울특별시 구로구,서울특별시 금천구,서울특별시 영등포구,서울특별시 동작구,서울특별시 관악구,서울특별시 서초구,서울특별시 강남구,서울특별시 송파구,서울특별시 강동구
2021년01월_남_0~9세,"317,563","3,767","3,467","6,928","10,388","9,858","10,551","11,840","14,747","8,061","9,580","16,880","15,023","10,186","12,559","16,072","19,953","14,224","6,356","13,167","12,420","11,350","17,314","18,853","25,984","18,035"
2021년01월_남_10~19세,"399,754","5,443","3,400","7,911","9,815","13,116","11,894","13,544","18,928","11,263","13,142","27,449","19,689","11,827","14,305","26,419","22,779","15,479","7,343","12,635","14,223","14,510","23,102","30,827","30,176","20,535"
2021년01월_남_20~29세,"704,862","11,493","8,786","15,891","22,185","29,387","27,820","27,747","32,103","20,963","21,963","37,345","32,205","23,953","27,825","30,348","40,137","27,150","18,676","27,691","31,906","52,878","26,307","35,177","44,680","30,246"
2021년01월_남_30~39세,"735,813","9,883","9,993","18,997","23,912","27,653","25,777","29,895","29,823","20,209","20,824","32,074","33,700","22,343","30,461","28,386","50,054","32,101","19,637","35,649","31,334","47,887","29,087","37,299","52,816","36,019"
2021년01월_남_40~49세,"755,311","10,800","9,183","17,537","22,537","25,816","26,039","29,821","34,464","23,851","23,937","40,871","37,762","23,368","29,555","37,587","45,467","32,312","17,258","29,055","29,432","36,435","36,279","46,071","52,609","37,265"
2021년01월_남_50~59세,"748,598","12,765","10,509","18,338","23,584","26,568","26,866","34,237","34,265","25,804","27,077","42,564","37,159","24,016","26,651","38,048","41,198","31,237","20,192","28,990","27,972","34,099","31,160","40,320","49,747","35,232"
2021년01월_남_60~69세,"590,203","9,979","8,773","13,819","17,910","20,315","22,476","28,430","25,901","21,505","23,804","31,757","29,850","18,211","18,469","27,719","35,592","26,552","16,339","23,003","22,713","27,667","22,088","27,283","39,844","30,204"
2021년01월_남_70~79세,"321,364","5,495","4,844","7,426","9,190","10,315","12,736","14,422","14,708","13,027","12,792","16,272","17,293","10,386","10,241","13,548","18,252","15,124","8,455","12,596","13,368","17,001","12,908","16,178","19,864","14,923"
2021년01월_남_80~89세,"109,372","2,434","1,817","3,235","3,224","3,512","4,615","4,630","5,547","4,653","4,469","5,816","6,460","4,368","4,331","3,810","5,371","4,641","2,592","4,652","4,803","5,539","4,279","5,052","5,539","3,983"
2021년01월_남_90~99세,"11,332",372,285,508,334,369,469,376,538,422,467,649,603,467,477,429,578,381,233,444,480,418,511,528,608,386
2021년01월_남_100세 이상,"1,827",97,65,110,72,55,94,48,99,64,48,86,83,86,84,51,77,42,60,78,92,69,62,59,81,65
2021년01월_여_총인구수,"4,961,970","76,597","63,916","119,345","149,952","179,103","172,697","199,542","226,561","157,665","166,178","270,089","249,396","162,509","196,534","230,965","299,718","204,275","114,493","192,209","201,690","246,322","221,610","280,889","345,274","234,441"
2021년01월_여_연령구간인구수,"4,961,970","76,597","63,916","119,345","149,952","179,103","172,697","199,542","226,561","157,665","166,178","270,089","249,396","162,509","196,534","230,965","299,718","204,275","114,493","192,209","201,690","246,322","221,610","280,889","345,274","234,441"
2021년01월_여_0~9세,"300,934","3,682","3,273","6,483","9,909","9,470","10,002","11,048","14,108","7,478","8,920","15,975","14,364","9,853","12,135","15,171","19,090","13,630","6,057","12,631","11,928","10,759","16,230","17,597","24,389","16,752"
2021년01월_여_10~19세,"379,156","5,494","3,366","7,652","9,864","12,658","11,620","13,073","18,200","10,652","12,351","25,443","18,832","11,675","13,977","24,225","21,794","14,491","7,234","11,610","13,452","13,889","22,201","28,243","28,695","18,465"
2021년01월_여_20~29세,"750,182","11,838","9,708","17,514","22,638","33,343","28,265","28,298","34,576","21,794","21,207","35,483","34,706","26,078","33,855","29,192","46,512","28,109","18,426","31,405","34,223","55,747","28,549","38,357","49,225","31,134"
2021년01월_여_30~39세,"735,793","10,034","10,041","19,101","24,818","28,249","24,167","28,084","30,154","18,309","19,897","32,383","34,532","22,714","33,922","29,246","48,652","30,803","15,837","33,769","30,663","38,835","33,998","44,086","57,228","36,271"
2021년01월_여_40~49세,"769,360","11,332","8,777","18,075","22,406","26,515","24,402","27,919","35,403","22,679","24,338","44,970","38,673","23,953","31,270","40,987","45,252","30,687","15,586","27,394","29,256","31,785","40,919","53,109","56,615","37,058"
2021년01월_여_50~59세,"774,385","12,645","10,188","18,768","23,664","27,890","26,355","35,199","35,276","26,809","29,760","45,163","40,040","25,346","27,638","38,423","44,831","31,919","20,033","28,050","30,307","33,925","32,205","40,192","52,758","37,001"
2021년01월_여_60~69세,"659,895","10,090","8,875","15,140","18,787","22,370","24,091","30,158","29,288","24,557","26,164","36,495","34,871","20,578","21,333","30,158","41,154","29,700","16,978","24,340","26,608","31,800","25,760","32,338","44,689","33,573"
2021년01월_여_70~79세,"384,751","6,990","5,886","9,823","11,437","12,100","15,451","17,129","18,952","17,148","15,017","21,335","21,926","13,931","14,072","15,179","20,784","16,740","9,642","14,853","16,531","20,250","14,678","18,131","20,843","15,923"
2021년01월_여_80~89세,"170,791","3,582","3,048","5,402","5,393","5,420","6,988","7,220","8,754","6,955","7,183","10,747","9,580","6,970","6,863","6,957","9,529","6,904","3,928","6,796","7,163","7,715","5,574","6,858","8,674","6,588"
2021년01월_여_90~99세,"31,697",731,613,"1,123",855,927,"1,134","1,259","1,556","1,095","1,212","1,892","1,529","1,193","1,206","1,286","1,954","1,153",652,"1,148","1,336","1,362","1,322","1,736","1,939","1,484"
2021년01월_여_100세 이상,"5,026",179,141,264,181,161,222,155,294,189,129,203,343,218,263,141,166,139,120,213,223,255,174,242,219,192
