카테고리,서울특별시 광진구,서울특별시 광진구 화양동,서울특별시 광진구 군자동,서울특별시 광진구 중곡제1동,서울특별시 광진구 중곡제2동,서울특별시 광진구 중곡제3동,서울특별시 광진구 중곡제4동,서울특별시 광진구 능동,서울특별시 광진구 광장동,서울특별시 광진구 자양제1동,서울특별시 광진구 자양제2동,서울특별시 광진구 자양제3동,서울특별시 광진구 자양제4동,서울특별시 광진구 구의제1동,서울특별시 광진구 구의제2동,서울특별시 광진구 구의제3동
2020년08월_계_80~89세,"8,655",404,515,374,488,459,739,295,800,563,592,830,607,564,712,713
2020년08월_계_90~99세,"1,269",64,66,56,77,58,103,46,147,80,96,123,76,64,96,117
2020년08월_계_100세 이상,216,23,10,9,10,14,28,6,10,14,12,14,16,14,24,12
2020년08월_남_총인구수,"168,472","10,641","9,852","7,687","10,482","8,383","14,580","5,368","17,252","11,029","12,679","13,881","9,008","10,622","13,040","13,968"
2020년08월_남_연령구간인구수,"168,472","10,641","9,852","7,687","10,482","8,383","14,580","5,368","17,252","11,029","12,679","13,881","9,008","10,622","13,040","13,968"
2020년08월_남_0~9세,"10,349",200,478,424,639,410,812,297,"1,783",524,885,"1,203",360,465,930,939
2020년08월_남_10~19세,"13,450",351,557,403,725,507,"1,092",294,"2,844",813,"1,012","1,322",442,600,"1,210","1,278"
2020년08월_남_20~29세,"29,631","4,043","2,150","1,281","1,766","1,374","2,288","1,010","2,063","2,058","1,958","1,967","1,328","2,228","1,842","2,275"
2020년08월_남_30~39세,"27,999","2,279","1,854","1,499","1,946","1,449","2,223","1,226","1,711","1,930","2,012","2,081","1,429","2,145","1,958","2,257"
2020년08월_남_40~49세,"26,310","1,214","1,364","1,152","1,497","1,214","2,170",832,"3,622","1,726","2,045","2,202","1,330","1,631","2,162","2,149"
2020년08월_남_50~59세,"26,791","1,114","1,476","1,257","1,723","1,483","2,596",655,"2,735","1,764","2,012","2,248","1,701","1,569","2,162","2,296"
2020년08월_남_60~69세,"19,893",777,"1,128",965,"1,287","1,144","1,991",575,"1,465","1,319","1,730","1,748","1,412","1,100","1,593","1,659"
2020년08월_남_70~79세,"10,258",474,630,528,686,613,"1,079",335,651,652,783,740,749,646,890,802
2020년08월_남_80~89세,"3,386",165,201,166,196,172,294,126,326,213,216,323,232,218,266,272
2020년08월_남_90~99세,353,19,13,9,14,15,27,17,49,26,24,44,20,18,22,36
2020년08월_남_100세 이상,52,5,1,3,3,2,8,1,3,4,2,3,5,2,5,5
2020년08월_여_총인구수,"180,175","11,775","10,088","8,035","11,569","8,465","15,176","6,278","18,452","11,853","13,353","14,972","9,041","11,598","14,103","15,417"
2020년08월_여_연령구간인구수,"180,175","11,775","10,088","8,035","11,569","8,465","15,176","6,278","18,452","11,853","13,353","14,972","9,041","11,598","14,103","15,417"
2020년08월_여_0~9세,"9,938",213,437,374,604,369,750,283,"1,633",549,823,"1,188",375,444,913,983
2020년08월_여_10~19세,"12,987",418,526,373,707,508,928,266,"2,720",719,922,"1,322",459,602,"1,209","1,308"
2020년08월_여_20~29세,"33,076","5,377","2,280","1,477","2,175","1,336","2,256","1,410","2,089","2,284","1,977","2,023","1,399","2,614","1,893","2,486"
2020년08월_여_30~39세,"28,700","2,044","1,821","1,451","2,005","1,294","2,263","1,436","2,269","1,919","2,069","2,334","1,224","2,167","1,974","2,430"
2020년08월_여_40~49세,"26,950",976,"1,247","1,076","1,543","1,181","2,121",806,"4,183","1,709","2,080","2,446","1,208","1,603","2,316","2,455"
2020년08월_여_50~59세,"28,135",982,"1,449","1,317","1,901","1,507","2,815",807,"2,633","1,898","2,284","2,431","1,509","1,666","2,375","2,561"
2020년08월_여_60~69세,"21,938",894,"1,214","1,071","1,488","1,223","2,282",667,"1,518","1,474","1,839","1,775","1,541","1,322","1,840","1,790"
2020년08월_여_70~79세,"12,102",569,738,635,784,705,"1,220",400,828,887,901,856,884,776,"1,044",875
2020년08월_여_80~89세,"5,269",239,314,208,292,287,445,169,474,350,376,507,375,346,446,441
2020년08월_여_90~99세,916,45,53,47,63,43,76,29,98,54,72,79,56,46,74,81
2020년08월_여_100세 이상,164,18,9,6,7,12,20,5,7,10,10,11,11,12,19,7
