카테고리,전국,서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,강원도,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주특별자치도
2021년02월_계_90~99세,"257,462","43,325","15,359","9,696","12,558","5,961","5,988","3,124","1,236","53,410","11,461","9,343","14,637","13,930","16,443","19,246","17,641","4,104"
2021년02월_계_100세 이상,"22,295","6,873","1,908",747,991,430,380,180,50,"4,413",874,584,936,872,896,"1,013",844,304
2021년02월_남_총인구수,"25,836,561","4,690,282","1,658,540","1,190,244","1,473,245","716,331","729,663","582,190","179,528","6,777,066","775,186","810,751","1,082,026","895,485","929,889","1,328,167","1,679,295","338,673"
2021년02월_남_연령구간인구수,"25,836,561","4,690,282","1,658,540","1,190,244","1,473,245","716,331","729,663","582,190","179,528","6,777,066","775,186","810,751","1,082,026","895,485","929,889","1,328,167","1,679,295","338,673"
2021년02월_남_0~9세,"2,013,879","315,565","118,018","90,171","116,109","60,752","58,062","49,895","24,220","582,577","53,578","62,436","87,340","65,055","66,530","96,462","136,256","30,853"
2021년02월_남_10~19세,"2,467,570","398,241","139,765","117,111","140,481","80,788","75,235","58,762","21,778","681,663","70,958","77,188","104,821","90,066","86,371","118,357","169,087","36,898"
2021년02월_남_20~29세,"3,555,102","701,927","222,783","170,285","207,750","108,914","111,005","80,445","19,239","952,514","100,402","110,006","133,001","113,441","111,414","159,730","208,823","43,423"
2021년02월_남_30~39세,"3,522,547","733,246","212,814","152,032","208,746","94,361","100,790","79,809","30,063","981,717","86,784","102,929","143,426","96,734","97,106","153,836","206,711","41,443"
2021년02월_남_40~49세,"4,211,408","754,506","257,146","188,481","247,319","119,358","117,977","95,488","35,638","1,171,899","114,658","124,645","175,060","137,729","138,583","199,533","275,500","57,888"
2021년02월_남_50~59세,"4,364,043","748,716","275,097","207,880","255,768","116,085","120,216","106,202","23,872","1,137,406","137,194","140,253","179,285","154,871","168,307","237,223","297,063","58,605"
2021년02월_남_60~69세,"3,346,265","592,809","253,816","157,160","185,546","78,869","88,425","74,454","15,313","776,618","121,861","113,739","142,045","127,800","138,566","205,870","233,377","39,997"
2021년02월_남_70~79세,"1,672,552","321,493","132,717","76,952","81,372","41,642","41,708","28,894","6,675","349,722","60,817","54,487","77,956","75,515","84,582","108,068","109,196","20,756"
2021년02월_남_80~89세,"619,492","110,577","42,571","27,861","27,185","14,231","14,752","7,660","2,452","128,993","26,076","22,832","35,430","31,000","35,010","44,927","39,782","8,153"
2021년02월_남_90~99세,"58,234","11,371","3,394","2,135","2,702","1,277","1,404",544,267,"12,768","2,584","2,071","3,453","3,092","3,297","3,944","3,316",615
2021년02월_남_100세 이상,"5,469","1,831",419,176,267,54,89,37,11,"1,189",274,165,209,182,123,217,184,42
2021년02월_여_총인구수,"25,987,581","4,958,324","1,729,221","1,222,947","1,468,460","731,622","732,401","550,763","180,041","6,694,692","765,689","788,371","1,037,516","905,834","919,906","1,308,580","1,656,750","336,464"
2021년02월_여_연령구간인구수,"25,987,581","4,958,324","1,729,221","1,222,947","1,468,460","731,622","732,401","550,763","180,041","6,694,692","765,689","788,371","1,037,516","905,834","919,906","1,308,580","1,656,750","336,464"
2021년02월_여_0~9세,"1,913,549","299,136","111,971","85,821","109,928","57,520","54,976","47,174","23,069","555,299","51,143","59,615","83,213","61,759","64,119","90,637","129,000","29,169"
2021년02월_여_10~19세,"2,305,347","378,055","130,951","107,112","132,578","75,197","70,275","52,828","21,554","644,754","65,462","71,264","97,048","83,788","80,034","106,825","153,986","33,636"
2021년02월_여_20~29세,"3,216,857","748,023","205,230","148,971","190,984","99,444","100,618","62,778","18,520","856,610","78,060","87,695","108,075","96,586","87,844","122,245","166,389","38,785"
2021년02월_여_30~39세,"3,312,039","733,415","203,211","139,822","194,897","90,476","92,292","70,362","31,494","922,654","78,358","90,738","122,725","90,696","87,360","134,430","188,443","40,666"
2021년02월_여_40~49세,"4,075,735","768,597","253,339","193,421","236,262","121,191","118,477","91,767","34,344","1,132,842","108,685","115,903","153,278","129,665","120,858","182,850","259,681","54,575"
2021년02월_여_50~59세,"4,280,875","774,113","291,497","216,577","256,025","118,006","120,992","102,582","21,888","1,107,386","129,523","132,351","160,050","144,399","145,359","221,278","284,626","54,223"
2021년02월_여_60~69세,"3,494,332","663,053","282,791","173,002","188,912","86,499","93,619","73,386","15,595","785,866","123,277","113,428","141,987","130,828","136,487","208,764","236,216","40,622"
2021년02월_여_70~79세,"2,037,709","384,981","161,610","98,939","96,861","52,232","49,928","31,798","7,794","420,304","74,591","66,221","93,740","95,239","108,033","133,644","136,858","24,936"
2021년02월_여_80~89세,"1,135,084","171,955","75,167","51,150","51,433","25,997","26,349","15,365","4,775","225,111","47,113","43,465","65,489","61,346","75,893","91,809","86,566","16,101"
2021년02월_여_90~99세,"199,228","31,954","11,965","7,561","9,856","4,684","4,584","2,580",969,"40,642","8,877","7,272","11,184","10,838","13,146","15,302","14,325","3,489"
2021년02월_여_100세 이상,"16,826","5,042","1,489",571,724,376,291,143,39,"3,224",600,419,727,690,773,796,660,262
