카테고리,전국,서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,강원도,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주특별자치도
2021년08월_여_10~19세,"2,288,398","372,275","129,528","105,235","131,946","74,080","69,266","52,410","22,139","644,846","64,782","70,660","96,830","82,643","79,108","105,906","153,221","33,523"
2021년08월_여_20~29세,"3,193,991","744,950","202,411","146,680","188,312","99,186","99,999","60,931","18,639","856,195","77,179","87,053","107,080","95,986","86,589","121,197","163,188","38,416"
2021년08월_여_30~39세,"3,268,661","723,650","199,393","136,863","193,176","88,977","90,790","68,735","31,320","917,634","77,205","89,633","120,658","89,063","85,553","131,676","184,000","40,335"
2021년08월_여_40~49세,"4,028,335","753,348","249,883","190,026","234,414","119,291","116,707","90,266","35,064","1,127,519","107,188","114,500","152,092","127,211","118,394","181,028","257,066","54,338"
2021년08월_여_50~59세,"4,251,266","763,863","285,271","213,910","254,523","117,974","119,929","101,716","22,521","1,112,009","127,757","130,907","158,843","143,167","143,965","218,513","281,592","54,806"
2021년08월_여_60~69세,"3,608,795","674,189","288,209","177,802","197,435","88,888","96,981","76,184","16,481","822,782","127,953","118,443","147,316","134,337","139,492","215,079","245,301","41,923"
2021년08월_여_70~79세,"2,028,615","379,325","161,933","99,050","96,777","52,339","50,037","32,407","7,824","419,974","73,426","65,529","93,151","94,822","106,398","133,477","137,311","24,835"
2021년08월_여_80~89세,"1,160,898","175,062","77,112","52,377","52,853","26,749","27,012","15,648","4,885","231,880","48,332","44,515","66,622","62,218","77,742","93,348","88,143","16,400"
2021년08월_여_90~99세,"200,792","30,683","11,834","7,710","9,970","4,701","4,622","2,629","1,002","41,085","8,920","7,346","11,465","11,219","13,570","15,752","14,778","3,506"
2021년08월_여_100세 이상,"8,705","1,893",605,304,422,210,174,74,29,"1,782",357,251,425,445,545,564,427,198
