카테고리,전국,서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,강원도,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주특별자치도
2021년12월_여_0~9세,"1,832,552","283,919","106,867","81,843","105,830","55,549","52,253","44,716","23,079","537,188","49,365","57,246","79,407","58,201","60,614","86,594","121,676","28,205"
2021년12월_여_10~19세,"2,277,967","368,445","129,026","104,647","131,741","73,547","68,648","52,247","22,713","642,942","64,281","70,374","96,508","82,067","78,732","105,501","152,989","33,559"
2021년12월_여_20~29세,"3,164,241","737,747","200,179","144,437","187,217","98,691","99,733","59,834","18,782","850,446","76,680","86,061","106,523","94,808","85,327","119,604","160,068","38,104"
2021년12월_여_30~39세,"3,250,724","720,516","197,353","135,413","193,812","88,406","90,291","67,746","31,588","916,828","76,950","88,730","119,578","88,021","84,504","129,820","180,897","40,271"
2021년12월_여_40~49세,"4,016,544","747,409","248,882","188,593","234,544","118,784","115,946","89,870","35,933","1,127,941","107,037","114,405","152,034","126,210","117,867","180,796","256,038","54,255"
2021년12월_여_50~59세,"4,268,912","764,437","284,465","214,075","255,839","118,781","120,050","101,994","23,295","1,122,217","128,042","131,334","159,792","143,545","144,094","218,643","283,089","55,220"
2021년12월_여_60~69세,"3,655,967","678,808","289,964","179,442","201,471","90,099","98,108","77,382","16,926","839,319","130,372","120,279","149,218","135,544","140,790","217,090","248,400","42,755"
2021년12월_여_70~79세,"2,031,683","379,292","163,436","99,749","97,033","52,531","50,251","32,914","7,905","420,763","72,832","65,405","92,996","94,193","105,873","134,004","137,636","24,870"
2021년12월_여_80~89세,"1,181,253","178,485","78,697","53,442","53,890","27,303","27,452","15,901","4,951","236,812","49,220","45,181","67,599","63,336","78,573","94,272","89,532","16,607"
2021년12월_여_90~99세,"205,693","31,098","12,127","7,925","10,292","4,750","4,750","2,708","1,025","42,284","9,092","7,511","11,884","11,585","13,794","16,132","15,185","3,551"
2021년12월_여_100세 이상,"6,589","1,262",340,214,333,155,143,63,20,"1,412",289,229,352,351,414,492,335,185
