,전국,서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,강원도,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주특별자치도
2021년11월_남_총인구수,"25,754,446","4,624,290","1,640,867","1,177,136","1,475,245","713,292","725,406","576,636","184,441","6,823,931","774,232","810,261","1,083,419","889,824","922,677","1,324,021","1,669,512","339,256"
2021년11월_남_연령구간인구수,"25,754,446","4,624,290","1,640,867","1,177,136","1,475,245","713,292","725,406","576,636","184,441","6,823,931","774,232","810,261","1,083,419","889,824","922,677","1,324,021","1,669,512","339,256"
2021년11월_남_0~9세,"1,935,496","301,243","113,243","86,359","111,933","58,648","55,492","47,508","23,896","564,452","51,809","59,953","83,739","61,726","63,393","92,373","129,748","29,981"
2021년11월_남_10~19세,"2,435,359","388,791","137,268","114,148","139,487","79,085","73,738","57,850","22,924","679,038","69,694","76,115","104,284","88,292","84,587","116,629","166,679","36,750"
2021년11월_남_20~29세,"3,502,253","686,810","216,458","165,492","204,050","108,068","110,127","77,901","19,613","950,070","98,892","108,548","131,927","112,149","108,753","156,877","203,555","42,963"
2021년11월_남_30~39세,"3,475,467","719,415","208,566","149,695","208,043","92,992","99,530","77,336","29,878","982,766","85,840","101,974","140,298","94,388","94,103","150,083","199,801","40,759"
2021년11월_남_40~49세,"4,150,170","734,754","253,458","184,070","246,215","117,398","115,145","94,098","36,531","1,167,100","112,358","122,706","173,266","133,702","134,570","196,373","271,367","57,059"
2021년11월_남_50~59세,"4,364,359","742,848","270,587","205,615","255,055","116,779","120,042","105,198","25,363","1,150,601","136,593","139,470","180,771","155,181","168,310","235,707","296,586","59,653"
2021년11월_남_60~69세,"3,500,609","607,002","258,855","162,609","196,854","81,849","92,225","78,076","16,533","827,378","129,401","121,051","150,144","132,534","143,731","215,472","244,914","41,981"
2021년11월_남_70~79세,"1,681,112","316,719","134,376","77,848","82,068","41,904","42,054","29,956","6,852","352,335","59,776","54,493","78,965","76,234","85,106","109,852","111,711","20,863"
2021년11월_남_80~89세,"649,711","115,686","44,710","29,102","28,725","15,232","15,636","8,152","2,581","136,768","27,231","23,832","36,356","32,341","36,693","46,459","41,626","8,581"
2021년11월_남_90~99세,"58,142","10,523","3,255","2,154","2,718","1,307","1,384",553,262,"12,965","2,551","2,067","3,594","3,212","3,377","4,116","3,450",654
2021년11월_남_100세 이상,"1,768",499,91,44,97,30,33,8,8,458,87,52,75,65,54,80,75,12
2021년11월_여_총인구수,"25,898,258","4,896,590","1,712,760","1,211,094","1,471,074","728,846","728,269","545,859","185,024","6,734,042","764,041","786,758","1,036,110","898,792","911,187","1,303,447","1,646,853","337,512"
2021년11월_여_연령구간인구수,"25,898,258","4,896,590","1,712,760","1,211,094","1,471,074","728,846","728,269","545,859","185,024","6,734,042","764,041","786,758","1,036,110","898,792","911,187","1,303,447","1,646,853","337,512"
2021년11월_여_0~9세,"1,840,007","285,316","107,393","82,243","106,261","55,695","52,420","44,969","23,017","538,640","49,521","57,422","79,848","58,518","61,010","87,010","122,378","28,346"
2021년11월_여_10~19세,"2,281,416","369,654","129,206","104,828","131,861","73,720","68,863","52,332","22,515","643,672","64,484","70,432","96,575","82,255","78,842","105,576","153,033","33,568"
2021년11월_여_20~29세,"3,172,717","739,584","200,859","145,308","187,448","99,012","100,021","60,152","18,638","851,981","76,740","86,376","106,763","95,179","85,440","120,004","161,023","38,189"
2021년11월_여_30~39세,"3,256,042","721,359","198,018","135,837","193,699","88,575","90,453","68,049","31,420","916,953","77,058","89,019","119,935","88,335","84,843","130,319","181,834","40,336"
2021년11월_여_40~49세,"4,015,820","748,410","248,967","188,733","234,443","118,908","116,008","89,862","35,655","1,126,699","106,932","114,283","151,877","126,314","117,868","180,684","255,943","54,234"
2021년11월_여_50~59세,"4,266,743","764,856","284,875","214,301","255,534","118,537","120,225","101,964","23,111","1,120,309","128,026","131,164","159,594","143,528","144,002","218,715","282,887","55,115"
2021년11월_여_60~69세,"3,646,969","678,125","289,717","179,110","200,671","89,814","97,851","77,151","16,811","836,005","130,030","119,915","148,903","135,314","140,596","216,686","247,698","42,572"
2021년11월_여_70~79세,"2,031,358","379,173","163,031","99,546","97,000","52,518","50,237","32,780","7,852","420,583","72,943","65,454","93,257","94,646","106,071","133,848","137,550","24,869"
2021년11월_여_80~89세,"1,175,584","177,604","78,235","53,141","53,606","27,184","27,321","15,835","4,952","235,610","48,929","44,987","67,245","62,833","78,346","94,057","89,127","16,572"
2021년11월_여_90~99세,"204,199","30,998","12,039","7,814","10,210","4,705","4,714","2,688","1,023","41,987","9,047","7,465","11,729","11,496","13,705","16,017","15,030","3,532"
2021년11월_여_100세 이상,"7,403","1,511",420,233,341,178,156,77,30,"1,603",331,241,384,374,464,531,350,179
