카테고리,서울특별시,서울특별시 종로구,서울특별시 중구,서울특별시 용산구,서울특별시 성동구,서울특별시 광진구,서울특별시 동대문구,서울특별시 중랑구,서울특별시 성북구,서울특별시 강북구,서울특별시 도봉구,서울특별시 노원구,서울특별시 은평구,서울특별시 서대문구,서울특별시 마포구,서울특별시 양천구,서울특별시 강서구,서울특별시 구로구,서울특별시 금천구,서울특별시 영등포구,서울특별시 동작구,서울특별시 관악구,서울특별시 서초구,서울특별시 강남구,서울특별시 송파구,서울특별시 강동구
2021년07월_계_80~89세,"286,511","5,995","4,789","8,483","8,813","9,169","11,751","12,214","14,648","12,079","12,112","17,051","16,504","11,457","11,256","11,081","15,219","11,911","6,692","11,641","12,307","13,640","10,024","12,196","14,549","10,930"
2021년07월_계_90~99세,"40,954",943,805,"1,380","1,129","1,204","1,439","1,597","1,996","1,427","1,670","2,494","2,027","1,537","1,583","1,675","2,494","1,501",867,"1,494","1,756","1,622","1,758","2,219","2,495","1,842"
2021년07월_계_100세 이상,"2,477",53,59,89,80,73,79,79,108,45,122,125,284,115,107,69,94,49,45,68,153,109,112,130,110,120
2021년07월_남_총인구수,"4,645,177","70,810","59,945","108,709","140,811","165,039","167,252","192,355","209,004","147,237","155,869","248,250","227,339","146,724","174,291","220,815","278,142","196,713","116,699","186,432","187,614","245,370","200,107","253,799","317,209","228,642"
2021년07월_남_연령구간인구수,"4,645,177","70,810","59,945","108,709","140,811","165,039","167,252","192,355","209,004","147,237","155,869","248,250","227,339","146,724","174,291","220,815","278,142","196,713","116,699","186,432","187,614","245,370","200,107","253,799","317,209","228,642"
2021년07월_남_0~9세,"307,748","3,643","3,352","6,726","10,083","9,432","10,222","11,332","14,414","7,642","9,184","16,269","14,592","9,836","12,335","15,660","19,409","13,582","6,205","12,958","12,158","10,697","16,747","18,111","24,846","18,313"
2021년07월_남_10~19세,"391,949","5,279","3,296","7,624","9,629","12,753","11,732","13,116","18,568","10,879","12,712","26,625","19,280","11,494","14,107","25,983","22,429","15,191","7,188","12,428","13,981","14,178","22,881","30,396","29,573","20,627"
2021년07월_남_20~29세,"695,318","11,179","8,541","15,775","21,838","29,144","27,639","27,359","31,724","20,572","21,587","36,425","31,718","23,594","27,846","29,760","39,951","26,727","18,542","27,457","31,570","52,842","25,727","33,994","43,735","30,072"
2021년07월_남_30~39세,"724,203","9,739","9,968","18,918","23,309","27,293","25,398","29,294","29,510","19,668","20,276","31,649","33,026","21,933","30,154","27,894","49,626","31,462","19,883","35,419","31,083","47,516","28,047","36,036","51,146","35,956"
2021년07월_남_40~49세,"741,884","10,393","8,995","17,012","21,970","25,213","25,423","29,090","33,783","23,128","23,326","39,680","37,026","22,726","29,348","37,065","45,269","31,685","16,906","28,777","29,084","35,666","35,718","45,163","51,807","37,631"
2021년07월_남_50~59세,"741,685","12,576","10,226","17,989","23,146","26,338","26,522","33,665","34,049","25,455","26,768","42,221","37,025","23,737","26,828","37,821","40,596","30,823","19,876","28,602","27,839","33,853","31,076","40,315","49,104","35,235"
2021년07월_남_60~69세,"601,834","10,057","8,900","13,936","18,217","20,791","22,839","29,105","26,457","21,920","24,171","32,548","30,473","18,495","18,894","28,577","36,482","26,989","16,786","23,271","23,226","27,802","22,302","27,788","40,693","31,115"
2021년07월_남_70~79세,"317,171","5,212","4,665","7,122","9,000","10,095","12,442","14,216","14,282","12,747","12,646","16,199","16,970","10,040","9,949","13,633","18,264","15,072","8,424","12,370","13,202","16,723","12,669","16,242","19,905","15,082"
2021년07월_남_80~89세,"112,410","2,424","1,765","3,166","3,308","3,634","4,624","4,808","5,702","4,826","4,704","5,994","6,636","4,421","4,354","4,007","5,532","4,799","2,666","4,728","4,981","5,695","4,432","5,211","5,781","4,212"
2021년07월_남_90~99세,"10,359",292,221,414,282,327,391,350,488,386,460,619,551,413,441,400,556,370,210,406,450,377,478,514,594,369
2021년07월_남_100세 이상,616,16,16,27,29,19,20,20,27,14,35,21,42,35,35,15,28,13,13,16,40,21,30,29,25,30
2021년07월_여_총인구수,"4,912,976","74,882","63,006","117,268","147,892","177,072","170,694","197,073","224,357","154,876","164,024","266,948","247,669","160,115","195,894","229,616","298,916","202,031","113,966","190,976","200,196","243,155","218,187","276,730","340,884","236,549"
2021년07월_여_연령구간인구수,"4,912,976","74,882","63,006","117,268","147,892","177,072","170,694","197,073","224,357","154,876","164,024","266,948","247,669","160,115","195,894","229,616","298,916","202,031","113,966","190,976","200,196","243,155","218,187","276,730","340,884","236,549"
2021년07월_여_0~9세,"291,852","3,587","3,118","6,361","9,666","9,008","9,690","10,619","13,814","7,146","8,531","15,346","13,841","9,547","11,860","14,837","18,656","13,084","5,811","12,392","11,595","10,158","15,789","17,028","23,410","16,958"
2021년07월_여_10~19세,"373,003","5,343","3,346","7,453","9,682","12,457","11,402","12,720","18,010","10,362","12,005","24,698","18,413","11,512","13,934","23,879","21,447","14,333","7,047","11,452","13,282","13,622","22,017","27,893","28,246","18,448"
2021년07월_여_20~29세,"745,166","11,860","9,764","17,713","22,405","33,134","28,546","27,950","34,406","21,239","20,857","34,924","34,543","25,839","34,073","28,777","46,793","27,782","18,658","31,647","33,905","55,760","27,763","37,300","48,256","31,272"
2021년07월_여_30~39세,"725,231","9,845","9,973","19,195","24,234","27,724","23,808","27,648","29,610","17,951","19,376","31,910","34,211","22,523","33,639","28,610","48,616","30,084","16,047","33,760","30,395","38,244","32,954","42,517","55,909","36,448"
2021년07월_여_40~49세,"755,470","10,948","8,629","17,546","21,866","25,983","23,939","27,196","34,741","21,910","23,626","43,705","37,847","23,291","31,150","40,466","44,711","30,181","15,139","27,098","28,812","30,970","40,412","52,296","55,562","37,446"
2021년07월_여_50~59세,"764,060","12,314","9,965","18,441","23,352","27,461","25,742","34,395","34,991","26,173","29,316","44,820","39,807","24,888","27,740","38,280","43,961","31,413","19,631","27,494","29,990","33,222","31,884","40,045","52,075","36,660"
2021년07월_여_60~69세,"672,356","10,164","8,892","15,037","19,080","22,891","24,297","30,875","29,810","25,062","26,773","37,426","35,668","20,796","21,682","31,107","42,244","30,125","17,436","24,573","27,047","31,983","25,962","32,815","45,760","34,851"
2021년07월_여_70~79세,"379,281","6,562","5,668","9,177","11,204","11,948","15,036","16,958","18,440","16,708","14,835","21,083","21,753","13,479","13,700","15,257","20,797","16,750","9,482","14,507","16,425","19,918","14,452","18,045","20,912","16,185"
2021년07월_여_80~89세,"174,101","3,571","3,024","5,317","5,505","5,535","7,127","7,406","8,946","7,253","7,408","11,057","9,868","7,036","6,902","7,074","9,687","7,112","4,026","6,913","7,326","7,945","5,592","6,985","8,768","6,718"
2021년07월_여_90~99세,"30,595",651,584,966,847,877,"1,048","1,247","1,508","1,041","1,210","1,875","1,476","1,124","1,142","1,275","1,938","1,131",657,"1,088","1,306","1,245","1,280","1,705","1,901","1,473"
2021년07월_여_100세 이상,"1,861",37,43,62,51,54,59,59,81,31,87,104,242,80,72,54,66,36,32,52,113,88,82,101,85,90
