카테고리,대전광역시 중구,대전광역시 중구 은행선화동,대전광역시 중구 목동,대전광역시 중구 중촌동,대전광역시 중구 대흥동,대전광역시 중구 문창동,대전광역시 중구 석교동,대전광역시 중구 대사동,대전광역시 중구 부사동,대전광역시 중구 용두동,대전광역시 중구 오류동,대전광역시 중구 태평1동,대전광역시 중구 태평2동,대전광역시 중구 유천1동,대전광역시 중구 유천2동,대전광역시 중구 문화1동,대전광역시 중구 문화2동,대전광역시 중구 산성동
2021년01월_남_연령구간인구수,"116,032","8,324","7,026","6,503","6,962","2,492","7,965","2,700","3,384","4,638","4,929","6,600","12,625","3,533","6,854","11,005","6,275","14,217"
2021년01월_남_0~9세,"7,706",429,766,360,501,100,370,96,168,257,306,636,996,178,451,"1,007",310,775
2021년01월_남_10~19세,"11,265",509,"1,205",659,604,165,573,146,240,334,379,808,"1,601",211,528,"1,493",587,"1,223"
2021년01월_남_20~29세,"15,776","1,319",804,869,"1,129",269,987,450,384,822,759,781,"1,625",494,915,"1,411",883,"1,875"
2021년01월_남_30~39세,"13,371","1,290",671,711,983,268,920,344,375,667,642,748,"1,132",488,854,"1,141",686,"1,451"
2021년01월_남_40~49세,"18,654","1,404","1,534","1,063","1,157",353,"1,113",332,478,712,698,"1,183","2,080",557,"1,011","1,874",943,"2,162"
2021년01월_남_50~59세,"20,002","1,524","1,113","1,158","1,041",492,"1,409",481,638,782,829,"1,106","2,167",618,"1,077","1,745","1,145","2,677"
2021년01월_남_60~69세,"16,098","1,127",518,949,871,441,"1,448",425,576,557,676,735,"1,570",589,"1,042","1,229",961,"2,384"
2021년01월_남_70~79세,"9,322",528,285,519,470,280,856,277,354,353,425,442,"1,032",292,700,745,519,"1,245"
2021년01월_남_80~89세,"3,499",168,119,191,179,116,271,136,153,141,195,152,383,99,248,333,226,389
2021년01월_남_90~99세,318,22,10,23,25,7,18,10,16,10,20,9,39,7,26,25,15,36
2021년01월_남_100세 이상,21,4,1,1,2,1,0,3,2,3,0,0,0,0,2,2,0,0
2021년01월_여_총인구수,"119,132","7,783","7,665","6,820","7,138","2,260","7,912","2,778","3,351","5,032","5,517","7,008","13,615","3,155","7,068","11,805","6,597","13,628"
2021년01월_여_연령구간인구수,"119,132","7,783","7,665","6,820","7,138","2,260","7,912","2,778","3,351","5,032","5,517","7,008","13,615","3,155","7,068","11,805","6,597","13,628"
2021년01월_여_0~9세,"7,327",458,748,356,434,73,343,65,127,263,323,549,952,158,451,936,327,764
2021년01월_여_10~19세,"10,611",504,"1,240",566,507,134,564,115,221,404,399,829,"1,533",153,462,"1,376",512,"1,092"
2021년01월_여_20~29세,"15,052","1,469",808,736,"1,349",218,843,545,366,982,732,745,"1,418",376,891,"1,443",675,"1,456"
2021년01월_여_30~39세,"12,613","1,083",863,633,970,202,696,254,276,583,648,791,"1,267",398,777,"1,308",585,"1,279"
2021년01월_여_40~49세,"18,076","1,092","1,743","1,057","1,004",244,963,273,412,691,775,"1,303","2,318",403,917,"2,111",923,"1,847"
2021년01월_여_50~59세,"19,555","1,159",967,"1,217",963,349,"1,426",435,613,715,897,"1,090","2,321",546,"1,151","1,803","1,267","2,636"
2021년01월_여_60~69세,"17,761","1,047",664,"1,131",948,442,"1,551",502,651,620,772,805,"1,904",599,"1,224","1,352","1,098","2,451"
2021년01월_여_70~79세,"11,317",597,407,684,601,369,"1,013",359,405,472,546,578,"1,182",334,767,942,717,"1,344"
2021년01월_여_80~89세,"5,777",311,189,379,292,195,438,193,223,254,355,280,610,159,360,456,432,651
2021년01월_여_90~99세,978,59,32,56,64,31,68,34,54,45,69,38,103,27,63,75,58,102
2021년01월_여_100세 이상,65,4,4,5,6,3,7,3,3,3,1,0,7,2,5,3,3,6
