기준날짜,누적확진자수,누적사망자수
2021-06-01,5737,1083
2021-06-02,5745,1084
2021-06-03,5754,1085
2021-06-04,5769,1086
2021-06-05,5780,1087
2021-06-06,5785,1088
2021-06-07,5791,1088
2021-06-08,5797,1089
2021-06-09,5801,1090
2021-06-10,5807,1090
2021-06-11,5816,1091
2021-06-12,5822,1092
2021-06-13,5829,1093
2021-06-14,5832,1094
2021-06-15,5838,1096
2021-06-16,5844,1096
2021-06-17,5847,1096
2021-06-18,5850,1096
2021-06-19,5851,1096
2021-06-20,5857,1096
2021-06-21,5860,1097
2021-06-22,5864,1097
2021-06-23,5870,1097
2021-06-24,5871,1098
2021-06-25,5879,1098
2021-06-26,5882,1099
2021-06-27,5885,1100
2021-06-28,5889,1100
2021-06-29,5894,1100
2021-06-30,5897,1100
2021-07-01,5902,1101
2021-07-02,5904,1102
2021-07-03,5904,1103
2021-07-04,5911,1103
2021-07-05,5920,1105
2021-07-06,5927,1107
2021-07-07,5933,1107
2021-07-08,5937,1107
2021-07-09,5944,1109
2021-07-10,5965,1109
2021-07-11,5970,1112
2021-07-12,5977,1112
2021-07-13,5980,1113
2021-07-14,5987,1114
2021-07-15,5999,1114
2021-07-16,6007,1114
2021-07-17,6017,1114
2021-07-18,6023,1115
2021-07-19,6032,1115
2021-07-20,6040,1115
2021-07-21,6050,1116
2021-07-22,6059,1119
2021-07-23,6071,1119
2021-07-24,6086,1119
2021-07-25,6099,1121
2021-07-26,6105,1122
2021-07-27,6112,1123
2021-07-28,6131,1123
2021-07-29,6145,1123
2021-07-30,6165,1125
2021-07-31,6176,1127
2021-08-01,6190,1127
2021-08-02,6208,1127
2021-08-03,6218,1127
2021-08-04,6229,1127
2021-08-05,6245,1127
2021-08-06,6249,1128
2021-08-07,6300,1129
2021-08-08,6318,1130
2021-08-09,6339,1130
2021-08-10,6360,1132
2021-08-11,6382,1132
2021-08-12,6405,1132
2021-08-13,6443,1134
2021-08-14,6465,1134
2021-08-15,6492,1135
2021-08-16,6524,1140
2021-08-17,6533,1144
2021-08-18,6555,1149
2021-08-19,6574,1153
2021-08-20,6602,1155
2021-08-21,6628,1156
2021-08-22,6644,1160
2021-08-23,6655,1161
2021-08-24,6666,1164
2021-08-25,6688,1168
2021-08-26,6701,1175
2021-08-27,6719,1177
2021-08-28,6744,1181
2021-08-29,6763,1181
2021-08-30,6792,1182
2021-08-31,6805,1183
2021-09-01,6820,1184
2021-09-02,6837,1189
2021-09-03,6856,1189
2021-09-04,6870,1189
2021-09-05,6887,1190
2021-09-06,6897,1192
2021-09-07,6908,1192
2021-09-08,6926,1194
2021-09-09,6940,1197
2021-09-10,6982,1198
2021-09-11,6999,1202
2021-09-12,7030,1203
2021-09-13,7052,1204
2021-09-14,7074,1205
2021-09-15,7110,1209
2021-09-16,7141,1211
2021-09-17,7157,1212
2021-09-18,7192,1214
2021-09-19,7218,1217
2021-09-20,7251,1219
2021-09-21,7279,1219
2021-09-22,7298,1221
2021-09-23,7323,1223
2021-09-24,7358,1226
2021-09-25,7418,1229
2021-09-26,7478,1232
2021-09-27,7531,1234
2021-09-28,7584,1238
2021-09-29,7640,1240
2021-09-30,7709,1242
2021-10-01,7767,1249
2021-10-02,7804,1253
2021-10-03,7857,1254
2021-10-04,7890,1255
2021-10-05,7938,1259
2021-10-06,7977,1265
2021-10-07,8028,1268
2021-10-08,8087,1272
2021-10-09,8133,1274
2021-10-10,8167,1281
2021-10-11,8199,1284
2021-10-12,8236,1290
2021-10-13,8273,1292
2021-10-14,8343,1299
2021-10-15,8393,1303
2021-10-16,8468,1309
2021-10-17,8517,1316
2021-10-18,8554,1322
2021-10-19,8597,1333
2021-10-20,8659,1334
2021-10-21,8704,1340
2021-10-22,8756,1348
2021-10-23,8830,1354
2021-10-24,8870,1362
2021-10-25,8914,1365
2021-10-26,8978,1374
2021-10-27,9042,1379
2021-10-28,9141,1381
2021-10-29,9228,1386
2021-10-30,9343,1391
2021-10-31,9456,1405
2021-11-01,9578,1409
2021-11-02,9682,1420
2021-11-03,9833,1431
2021-11-04,9967,1448
2021-11-05,10106,1458
2021-11-06,10221,1471
2021-11-07,10367,1480
2021-11-08,10462,1491
2021-11-09,10549,1498
2021-11-10,10655,1504
2021-11-11,10793,1519
2021-11-12,10941,1524
2021-11-13,11076,1542
2021-11-14,11238,1554
2021-11-15,11380,1559
2021-11-17,11703,1583
2021-11-18,11909,1599
2021-11-19,12082,1614
2021-11-20,12264,1624
2021-11-21,12472,1645
2021-11-22,12613,1656
2021-11-23,12736,1676
2021-11-24,12935,1697
2021-11-25,13126,1713
2021-11-26,13342,1736
2021-11-27,13541,1770
2021-11-28,13844,1799
2021-11-29,14048,1814
2021-11-30,14220,1840
2021-12-01,14523,1858
2021-12-02,14816,1881
2021-12-03,15054,1897
2021-12-04,15326,1937
2021-12-05,15581,1960
2021-12-06,15834,1982
2021-12-07,16026,2011
2021-12-08,16305,2048
2021-12-09,16586,2075
2021-12-10,16858,2099
2021-12-11,17137,2146
2021-12-12,17418,2168
2021-12-13,17626,2189
2021-12-14,17827,2233
2021-12-15,18106,2270
2021-12-16,18311,2308
2021-12-17,18511,2334
2021-12-18,18692,2358
2021-12-19,18861,2393
2021-12-20,19010,2420
2021-12-21,19123,2452
2021-12-22,19320,2484
2021-12-23,19523,2543
2021-12-24,19680,2572
2021-12-25,19817,2621
2021-12-26,19970,2663
2021-12-27,20057,2690
2021-12-28,20140,2716
2021-12-29,20292,2733
2021-12-30,20403,2766
2021-12-31,20512,2810
2022-01-01,20618,2837
2022-01-02,20695,2861
2022-01-03,20756,2878
2022-01-04,20821,2898
2022-01-05,20929,2918
2022-01-06,21018,2935
2022-01-07,21105,2950
2022-01-08,21156,2975
2022-01-09,21222,2996
2022-01-10,21295,3009
2022-01-11,21335,3024
2022-01-12,21423,3046
2022-01-13,21511,3065
2022-01-14,21608,3087
2022-01-15,21698,3096
2022-01-16,21791,3113
2022-01-17,21916,3123
2022-01-18,21969,3146
2022-01-19,22061,3187
2022-01-20,22198,3202
2022-01-21,22293,3211
2022-01-22,22402,3226
2022-01-23,22584,3230
2022-01-24,22686,3244
2022-01-25,22778,3257
2022-01-26,22955,3268
2022-01-27,23186,3288
2022-01-28,23407,3302
2022-01-29,23645,3322
2022-01-30,23860,3335
2022-01-31,24064,3350
