카테고리,울산광역시,울산광역시 중구,울산광역시 남구,울산광역시 동구,울산광역시 북구,울산광역시 울주군
2020년05월_계_20~29세,"146,995","27,763","46,535","18,086","28,018","26,593"
2020년05월_계_30~39세,"156,559","27,466","43,228","24,212","35,023","26,630"
2020년05월_계_40~49세,"189,546","35,032","52,592","25,737","38,396","37,789"
2020년05월_계_50~59세,"211,118","42,061","62,529","26,430","38,450","41,648"
2020년05월_계_60~69세,"138,964","30,727","39,975","21,711","18,401","28,150"
2020년05월_계_70~79세,"58,365","13,933","16,054","7,905","7,147","13,326"
2020년05월_계_80~89세,"22,039","5,027","5,462","2,386","2,937","6,227"
2020년05월_계_90~99세,"3,043",613,668,363,444,955
2020년05월_계_100세 이상,162,56,32,24,18,32
2020년05월_남_총인구수,"587,434","111,885","164,865","82,706","113,001","114,977"
2020년05월_남_연령구간인구수,"587,434","111,885","164,865","82,706","113,001","114,977"
2020년05월_남_0~9세,"52,590","9,000","12,717","8,039","13,324","9,510"
2020년05월_남_10~19세,"60,184","11,009","16,581","8,256","12,364","11,974"
2020년05월_남_20~29세,"82,369","15,434","25,972","10,185","15,711","15,067"
2020년05월_남_30~39세,"82,943","14,427","22,929","13,373","18,136","14,078"
2020년05월_남_40~49세,"96,365","17,766","25,667","13,923","19,622","19,387"
2020년05월_남_50~59세,"107,576","20,983","31,498","13,037","20,024","22,034"
2020년05월_남_60~69세,"70,175","15,020","19,884","11,087","9,607","14,577"
2020년05월_남_70~79세,"27,536","6,394","7,655","3,998","3,289","6,200"
2020년05월_남_80~89세,"7,164","1,741","1,838",758,852,"1,975"
2020년05월_남_90~99세,501,101,114,46,69,171
2020년05월_남_100세 이상,31,10,10,4,3,4
2020년05월_여_총인구수,"555,714","108,719","158,327","75,448","105,395","107,825"
2020년05월_여_연령구간인구수,"555,714","108,719","158,327","75,448","105,395","107,825"
2020년05월_여_0~9세,"49,627","8,393","11,953","7,601","12,609","9,071"
2020년05월_여_10~19세,"53,956","9,524","14,866","7,404","11,265","10,897"
2020년05월_여_20~29세,"64,626","12,329","20,563","7,901","12,307","11,526"
2020년05월_여_30~39세,"73,616","13,039","20,299","10,839","16,887","12,552"
2020년05월_여_40~49세,"93,181","17,266","26,925","11,814","18,774","18,402"
2020년05월_여_50~59세,"103,542","21,078","31,031","13,393","18,426","19,614"
2020년05월_여_60~69세,"68,789","15,707","20,091","10,624","8,794","13,573"
2020년05월_여_70~79세,"30,829","7,539","8,399","3,907","3,858","7,126"
2020년05월_여_80~89세,"14,875","3,286","3,624","1,628","2,085","4,252"
2020년05월_여_90~99세,"2,542",512,554,317,375,784
2020년05월_여_100세 이상,131,46,22,20,15,28
2020년06월_계_총인구수,"1,142,190","220,028","322,883","157,973","218,673","222,633"
2020년06월_계_연령구간인구수,"1,142,190","220,028","322,883","157,973","218,673","222,633"
2020년06월_계_0~9세,"101,761","17,279","24,576","15,545","25,898","18,463"
2020년06월_계_10~19세,"113,822","20,445","31,309","15,627","23,606","22,835"
2020년06월_계_20~29세,"146,741","27,627","46,444","18,084","28,077","26,509"
2020년06월_계_30~39세,"156,012","27,317","43,135","24,033","35,022","26,505"
2020년06월_계_40~49세,"189,274","34,899","52,518","25,771","38,383","37,703"
2020년06월_계_50~59세,"210,714","41,912","62,377","26,302","38,469","41,654"
2020년06월_계_60~69세,"139,985","30,913","40,221","21,872","18,625","28,354"
2020년06월_계_70~79세,"58,616","13,948","16,115","7,970","7,178","13,405"
2020년06월_계_80~89세,"22,068","5,026","5,489","2,386","2,951","6,216"
2020년06월_계_90~99세,"3,032",605,666,358,446,957
2020년06월_계_100세 이상,165,57,33,25,18,32
2020년06월_남_총인구수,"586,939","111,559","164,689","82,633","113,189","114,869"
2020년06월_남_연령구간인구수,"586,939","111,559","164,689","82,633","113,189","114,869"
2020년06월_남_0~9세,"52,351","8,938","12,664","7,995","13,310","9,444"
2020년06월_남_10~19세,"59,968","10,944","16,513","8,234","12,330","11,947"
2020년06월_남_20~29세,"82,286","15,353","25,931","10,200","15,784","15,018"
2020년06월_남_30~39세,"82,695","14,363","22,860","13,270","18,175","14,027"
2020년06월_남_40~49세,"96,202","17,706","25,622","13,950","19,609","19,315"
2020년06월_남_50~59세,"107,416","20,914","31,440","12,988","20,024","22,050"
2020년06월_남_60~69세,"70,649","15,103","20,004","11,150","9,713","14,679"
2020년06월_남_70~79세,"27,655","6,389","7,682","4,037","3,306","6,241"
2020년06월_남_80~89세,"7,190","1,741","1,849",758,866,"1,976"
2020년06월_남_90~99세,494,97,114,46,69,168
2020년06월_남_100세 이상,33,11,10,5,3,4
2020년06월_여_총인구수,"555,251","108,469","158,194","75,340","105,484","107,764"
2020년06월_여_연령구간인구수,"555,251","108,469","158,194","75,340","105,484","107,764"
2020년06월_여_0~9세,"49,410","8,341","11,912","7,550","12,588","9,019"
2020년06월_여_10~19세,"53,854","9,501","14,796","7,393","11,276","10,888"
2020년06월_여_20~29세,"64,455","12,274","20,513","7,884","12,293","11,491"
2020년06월_여_30~39세,"73,317","12,954","20,275","10,763","16,847","12,478"
2020년06월_여_40~49세,"93,072","17,193","26,896","11,821","18,774","18,388"
2020년06월_여_50~59세,"103,298","20,998","30,937","13,314","18,445","19,604"
2020년06월_여_60~69세,"69,336","15,810","20,217","10,722","8,912","13,675"
2020년06월_여_70~79세,"30,961","7,559","8,433","3,933","3,872","7,164"
2020년06월_여_80~89세,"14,878","3,285","3,640","1,628","2,085","4,240"
2020년06월_여_90~99세,"2,538",508,552,312,377,789
2020년06월_여_100세 이상,132,46,23,20,15,28
2020년07월_계_총인구수,"1,141,362","219,635","322,486","157,757","218,777","222,707"
2020년07월_계_연령구간인구수,"1,141,362","219,635","322,486","157,757","218,777","222,707"
2020년07월_계_0~9세,"101,316","17,179","24,509","15,446","25,804","18,378"
2020년07월_계_10~19세,"113,536","20,406","31,166","15,596","23,601","22,767"
2020년07월_계_20~29세,"146,406","27,463","46,317","18,034","28,068","26,524"
2020년07월_계_30~39세,"155,472","27,214","43,057","23,852","34,891","26,458"
2020년07월_계_40~49세,"189,127","34,820","52,361","25,829","38,453","37,664"
2020년07월_계_50~59세,"210,564","41,815","62,349","26,232","38,517","41,651"
2020년07월_계_60~69세,"140,639","31,013","40,328","21,947","18,812","28,539"
2020년07월_계_70~79세,"58,937","14,019","16,200","8,026","7,218","13,474"
2020년07월_계_80~89세,"22,155","5,039","5,504","2,409","2,948","6,255"
2020년07월_계_90~99세,"3,041",611,661,360,445,964
2020년07월_계_100세 이상,169,56,34,26,20,33
2020년07월_남_총인구수,"586,533","111,380","164,493","82,507","113,253","114,900"
2020년07월_남_연령구간인구수,"586,533","111,380","164,493","82,507","113,253","114,900"
2020년07월_남_0~9세,"52,083","8,889","12,614","7,928","13,258","9,394"
2020년07월_남_10~19세,"59,828","10,925","16,444","8,228","12,327","11,904"
2020년07월_남_20~29세,"82,156","15,276","25,871","10,167","15,814","15,028"
2020년07월_남_30~39세,"82,466","14,346","22,857","13,175","18,088","14,000"
2020년07월_남_40~49세,"96,122","17,655","25,526","13,989","19,659","19,293"
2020년07월_남_50~59세,"107,296","20,851","31,424","12,956","20,018","22,047"
2020년07월_남_60~69세,"70,979","15,157","20,048","11,169","9,826","14,779"
2020년07월_남_70~79세,"27,845","6,422","7,722","4,080","3,328","6,293"
2020년07월_남_80~89세,"7,227","1,748","1,865",764,863,"1,987"
2020년07월_남_90~99세,497,100,112,46,69,170
2020년07월_남_100세 이상,34,11,10,5,3,5
2020년07월_여_총인구수,"554,829","108,255","157,993","75,250","105,524","107,807"
2020년07월_여_연령구간인구수,"554,829","108,255","157,993","75,250","105,524","107,807"
2020년07월_여_0~9세,"49,233","8,290","11,895","7,518","12,546","8,984"
2020년07월_여_10~19세,"53,708","9,481","14,722","7,368","11,274","10,863"
2020년07월_여_20~29세,"64,250","12,187","20,446","7,867","12,254","11,496"
2020년07월_여_30~39세,"73,006","12,868","20,200","10,677","16,803","12,458"
2020년07월_여_40~49세,"93,005","17,165","26,835","11,840","18,794","18,371"
2020년07월_여_50~59세,"103,268","20,964","30,925","13,276","18,499","19,604"
2020년07월_여_60~69세,"69,660","15,856","20,280","10,778","8,986","13,760"
2020년07월_여_70~79세,"31,092","7,597","8,478","3,946","3,890","7,181"
2020년07월_여_80~89세,"14,928","3,291","3,639","1,645","2,085","4,268"
2020년07월_여_90~99세,"2,544",511,549,314,376,794
2020년07월_여_100세 이상,135,45,24,21,17,28
2020년08월_계_총인구수,"1,140,310","219,249","321,955","157,589","218,765","222,752"
2020년08월_계_연령구간인구수,"1,140,310","219,249","321,955","157,589","218,765","222,752"
2020년08월_계_0~9세,"100,818","17,063","24,394","15,346","25,719","18,296"
2020년08월_계_10~19세,"113,185","20,326","31,034","15,578","23,578","22,669"
2020년08월_계_20~29세,"145,980","27,395","46,135","17,963","27,964","26,523"
2020년08월_계_30~39세,"154,757","27,002","42,934","23,686","34,796","26,339"
2020년08월_계_40~49세,"188,931","34,738","52,181","25,891","38,449","37,672"
2020년08월_계_50~59세,"210,425","41,778","62,213","26,119","38,595","41,720"
2020년08월_계_60~69세,"141,600","31,165","40,596","22,131","18,979","28,729"
2020년08월_계_70~79세,"59,134","14,052","16,256","8,072","7,254","13,500"
2020년08월_계_80~89세,"22,267","5,071","5,510","2,420","2,971","6,295"
2020년08월_계_90~99세,"3,046",605,668,358,440,975
2020년08월_계_100세 이상,167,54,34,25,20,34
2020년08월_남_총인구수,"585,922","111,137","164,160","82,449","113,233","114,943"
2020년08월_남_연령구간인구수,"585,922","111,137","164,160","82,449","113,233","114,943"
2020년08월_남_0~9세,"51,822","8,838","12,546","7,859","13,209","9,370"
2020년08월_남_10~19세,"59,623","10,864","16,385","8,233","12,320","11,821"
2020년08월_남_20~29세,"81,937","15,249","25,747","10,132","15,750","15,059"
2020년08월_남_30~39세,"82,064","14,210","22,767","13,085","18,040","13,962"
2020년08월_남_40~49세,"96,042","17,631","25,448","14,035","19,650","19,278"
2020년08월_남_50~59세,"107,223","20,825","31,347","12,918","20,035","22,098"
2020년08월_남_60~69세,"71,424","15,216","20,157","11,255","9,938","14,858"
2020년08월_남_70~79세,"27,971","6,441","7,763","4,108","3,347","6,312"
2020년08월_남_80~89세,"7,277","1,754","1,873",772,874,"2,004"
2020년08월_남_90~99세,506,98,118,48,66,176
2020년08월_남_100세 이상,33,11,9,4,4,5
2020년08월_여_총인구수,"554,388","108,112","157,795","75,140","105,532","107,809"
2020년08월_여_연령구간인구수,"554,388","108,112","157,795","75,140","105,532","107,809"
2020년08월_여_0~9세,"48,996","8,225","11,848","7,487","12,510","8,926"
2020년08월_여_10~19세,"53,562","9,462","14,649","7,345","11,258","10,848"
2020년08월_여_20~29세,"64,043","12,146","20,388","7,831","12,214","11,464"
2020년08월_여_30~39세,"72,693","12,792","20,167","10,601","16,756","12,377"
2020년08월_여_40~49세,"92,889","17,107","26,733","11,856","18,799","18,394"
2020년08월_여_50~59세,"103,202","20,953","30,866","13,201","18,560","19,622"
2020년08월_여_60~69세,"70,176","15,949","20,439","10,876","9,041","13,871"
2020년08월_여_70~79세,"31,163","7,611","8,493","3,964","3,907","7,188"
2020년08월_여_80~89세,"14,990","3,317","3,637","1,648","2,097","4,291"
2020년08월_여_90~99세,"2,540",507,550,310,374,799
2020년08월_여_100세 이상,134,43,25,21,16,29
2020년09월_계_총인구수,"1,139,368","218,862","321,494","157,396","218,903","222,713"
2020년09월_계_연령구간인구수,"1,139,368","218,862","321,494","157,396","218,903","222,713"
2020년09월_계_0~9세,"100,233","16,968","24,255","15,232","25,608","18,170"
2020년09월_계_10~19세,"112,963","20,290","30,881","15,554","23,628","22,610"
2020년09월_계_20~29세,"145,758","27,237","46,087","17,915","27,962","26,557"
2020년09월_계_30~39세,"154,000","26,841","42,730","23,541","34,679","26,209"
2020년09월_계_40~49세,"188,666","34,622","52,070","25,913","38,495","37,566"
2020년09월_계_50~59세,"210,198","41,693","62,109","26,001","38,632","41,763"
2020년09월_계_60~69세,"142,582","31,327","40,842","22,298","19,166","28,949"
2020년09월_계_70~79세,"59,335","14,110","16,274","8,112","7,301","13,538"
2020년09월_계_80~89세,"22,399","5,103","5,539","2,446","2,971","6,340"
2020년09월_계_90~99세,"3,064",615,674,358,440,977
2020년09월_계_100세 이상,170,56,33,26,21,34
2020년09월_남_총인구수,"585,387","110,913","163,939","82,303","113,315","114,917"
2020년09월_남_연령구간인구수,"585,387","110,913","163,939","82,303","113,315","114,917"
2020년09월_남_0~9세,"51,481","8,777","12,475","7,799","13,136","9,294"
2020년09월_남_10~19세,"59,501","10,836","16,325","8,210","12,350","11,780"
2020년09월_남_20~29세,"81,812","15,169","25,723","10,091","15,752","15,077"
2020년09월_남_30~39세,"81,717","14,114","22,680","12,995","18,012","13,916"
2020년09월_남_40~49세,"95,926","17,595","25,386","14,044","19,680","19,221"
2020년09월_남_50~59세,"107,078","20,791","31,274","12,875","20,020","22,118"
2020년09월_남_60~69세,"71,917","15,282","20,287","11,324","10,042","14,982"
2020년09월_남_70~79세,"28,071","6,472","7,773","4,127","3,380","6,319"
2020년09월_남_80~89세,"7,339","1,762","1,890",784,872,"2,031"
2020년09월_남_90~99세,511,103,118,49,67,174
2020년09월_남_100세 이상,34,12,8,5,4,5
2020년09월_여_총인구수,"553,981","107,949","157,555","75,093","105,588","107,796"
2020년09월_여_연령구간인구수,"553,981","107,949","157,555","75,093","105,588","107,796"
2020년09월_여_0~9세,"48,752","8,191","11,780","7,433","12,472","8,876"
2020년09월_여_10~19세,"53,462","9,454","14,556","7,344","11,278","10,830"
2020년09월_여_20~29세,"63,946","12,068","20,364","7,824","12,210","11,480"
2020년09월_여_30~39세,"72,283","12,727","20,050","10,546","16,667","12,293"
2020년09월_여_40~49세,"92,740","17,027","26,684","11,869","18,815","18,345"
2020년09월_여_50~59세,"103,120","20,902","30,835","13,126","18,612","19,645"
2020년09월_여_60~69세,"70,665","16,045","20,555","10,974","9,124","13,967"
2020년09월_여_70~79세,"31,264","7,638","8,501","3,985","3,921","7,219"
2020년09월_여_80~89세,"15,060","3,341","3,649","1,662","2,099","4,309"
2020년09월_여_90~99세,"2,553",512,556,309,373,803
2020년09월_여_100세 이상,136,44,25,21,17,29
2020년10월_계_총인구수,"1,138,581","218,571","321,134","157,319","218,949","222,608"
2020년10월_계_연령구간인구수,"1,138,581","218,571","321,134","157,319","218,949","222,608"
2020년10월_계_0~9세,"99,560","16,843","24,112","15,131","25,444","18,030"
2020년10월_계_10~19세,"112,789","20,224","30,803","15,576","23,641","22,545"
2020년10월_계_20~29세,"145,618","27,183","46,019","17,893","27,959","26,564"
2020년10월_계_30~39세,"153,160","26,667","42,510","23,378","34,511","26,094"
2020년10월_계_40~49세,"188,439","34,565","51,893","25,982","38,525","37,474"
2020년10월_계_50~59세,"210,132","41,617","62,123","25,899","38,719","41,774"
2020년10월_계_60~69세,"143,512","31,516","41,011","22,469","19,379","29,137"
2020년10월_계_70~79세,"59,609","14,156","16,367","8,152","7,328","13,606"
2020년10월_계_80~89세,"22,514","5,126","5,592","2,451","2,974","6,371"
2020년10월_계_90~99세,"3,077",617,671,362,448,979
2020년10월_계_100세 이상,171,57,33,26,21,34
2020년10월_남_총인구수,"584,963","110,780","163,727","82,261","113,337","114,858"
2020년10월_남_연령구간인구수,"584,963","110,780","163,727","82,261","113,337","114,858"
2020년10월_남_0~9세,"51,129","8,706","12,411","7,736","13,048","9,228"
2020년10월_남_10~19세,"59,378","10,807","16,280","8,222","12,352","11,717"
2020년10월_남_20~29세,"81,724","15,148","25,651","10,081","15,764","15,080"
2020년10월_남_30~39세,"81,298","14,010","22,584","12,891","17,933","13,880"
2020년10월_남_40~49세,"95,852","17,587","25,289","14,116","19,689","19,171"
2020년10월_남_50~59세,"107,021","20,767","31,270","12,835","20,021","22,128"
2020년10월_남_60~69세,"72,373","15,359","20,393","11,379","10,184","15,058"
2020년10월_남_70~79세,"28,235","6,506","7,804","4,155","3,396","6,374"
2020년10월_남_80~89세,"7,402","1,774","1,918",791,879,"2,040"
2020년10월_남_90~99세,517,104,119,50,67,177
2020년10월_남_100세 이상,34,12,8,5,4,5
2020년10월_여_총인구수,"553,618","107,791","157,407","75,058","105,612","107,750"
2020년10월_여_연령구간인구수,"553,618","107,791","157,407","75,058","105,612","107,750"
2020년10월_여_0~9세,"48,431","8,137","11,701","7,395","12,396","8,802"
2020년10월_여_10~19세,"53,411","9,417","14,523","7,354","11,289","10,828"
2020년10월_여_20~29세,"63,894","12,035","20,368","7,812","12,195","11,484"
2020년10월_여_30~39세,"71,862","12,657","19,926","10,487","16,578","12,214"
2020년10월_여_40~49세,"92,587","16,978","26,604","11,866","18,836","18,303"
2020년10월_여_50~59세,"103,111","20,850","30,853","13,064","18,698","19,646"
2020년10월_여_60~69세,"71,139","16,157","20,618","11,090","9,195","14,079"
2020년10월_여_70~79세,"31,374","7,650","8,563","3,997","3,932","7,232"
2020년10월_여_80~89세,"15,112","3,352","3,674","1,660","2,095","4,331"
2020년10월_여_90~99세,"2,560",513,552,312,381,802
2020년10월_여_100세 이상,137,45,25,21,17,29
2020년11월_계_총인구수,"1,137,345","218,096","320,716","157,111","218,882","222,540"
2020년11월_계_연령구간인구수,"1,137,345","218,096","320,716","157,111","218,882","222,540"
2020년11월_계_0~9세,"98,943","16,705","24,008","15,012","25,313","17,905"
2020년11월_계_10~19세,"112,596","20,195","30,652","15,594","23,667","22,488"
2020년11월_계_20~29세,"145,257","27,045","45,988","17,823","27,885","26,516"
2020년11월_계_30~39세,"152,323","26,495","42,356","23,186","34,316","25,970"
2020년11월_계_40~49세,"188,183","34,404","51,785","26,021","38,559","37,414"
2020년11월_계_50~59세,"209,890","41,551","61,988","25,801","38,730","41,820"
2020년11월_계_60~69세,"144,424","31,679","41,222","22,612","19,566","29,345"
2020년11월_계_70~79세,"59,874","14,202","16,396","8,198","7,387","13,691"
2020년11월_계_80~89세,"22,602","5,145","5,610","2,465","2,998","6,384"
2020년11월_계_90~99세,"3,081",618,677,373,440,973
2020년11월_계_100세 이상,172,57,34,26,21,34
2020년11월_남_총인구수,"584,305","110,500","163,513","82,126","113,325","114,841"
2020년11월_남_연령구간인구수,"584,305","110,500","163,513","82,126","113,325","114,841"
2020년11월_남_0~9세,"50,834","8,620","12,361","7,684","12,998","9,171"
2020년11월_남_10~19세,"59,281","10,789","16,211","8,227","12,352","11,702"
2020년11월_남_20~29세,"81,504","15,078","25,620","10,047","15,725","15,034"
2020년11월_남_30~39세,"80,872","13,892","22,529","12,767","17,862","13,822"
2020년11월_남_40~49세,"95,742","17,512","25,239","14,142","19,717","19,132"
2020년11월_남_50~59세,"106,843","20,715","31,188","12,788","20,014","22,138"
2020년11월_남_60~69세,"72,840","15,450","20,487","11,440","10,278","15,185"
2020년11월_남_70~79세,"28,376","6,531","7,821","4,172","3,427","6,425"
2020년11월_남_80~89세,"7,459","1,796","1,927",803,883,"2,050"
2020년11월_남_90~99세,520,105,122,51,65,177
2020년11월_남_100세 이상,34,12,8,5,4,5
2020년11월_여_총인구수,"553,040","107,596","157,203","74,985","105,557","107,699"
2020년11월_여_연령구간인구수,"553,040","107,596","157,203","74,985","105,557","107,699"
2020년11월_여_0~9세,"48,109","8,085","11,647","7,328","12,315","8,734"
2020년11월_여_10~19세,"53,315","9,406","14,441","7,367","11,315","10,786"
2020년11월_여_20~29세,"63,753","11,967","20,368","7,776","12,160","11,482"
2020년11월_여_30~39세,"71,451","12,603","19,827","10,419","16,454","12,148"
2020년11월_여_40~49세,"92,441","16,892","26,546","11,879","18,842","18,282"
2020년11월_여_50~59세,"103,047","20,836","30,800","13,013","18,716","19,682"
2020년11월_여_60~69세,"71,584","16,229","20,735","11,172","9,288","14,160"
2020년11월_여_70~79세,"31,498","7,671","8,575","4,026","3,960","7,266"
2020년11월_여_80~89세,"15,143","3,349","3,683","1,662","2,115","4,334"
2020년11월_여_90~99세,"2,561",513,555,322,375,796
2020년11월_여_100세 이상,138,45,26,21,17,29
2020년12월_계_총인구수,"1,136,017","217,595","320,064","156,806","219,014","222,538"
2020년12월_계_연령구간인구수,"1,136,017","217,595","320,064","156,806","219,014","222,538"
2020년12월_계_0~9세,"98,506","16,638","23,877","14,889","25,296","17,806"
2020년12월_계_10~19세,"112,420","20,118","30,560","15,611","23,659","22,472"
2020년12월_계_20~29세,"144,569","26,816","45,747","17,725","27,769","26,512"
2020년12월_계_30~39세,"151,705","26,371","42,180","23,042","34,264","25,848"
2020년12월_계_40~49세,"187,808","34,258","51,653","25,990","38,590","37,317"
2020년12월_계_50~59세,"209,521","41,403","61,818","25,702","38,708","41,890"
2020년12월_계_60~69세,"145,347","31,856","41,402","22,709","19,850","29,530"
2020년12월_계_70~79세,"60,168","14,282","16,471","8,277","7,397","13,741"
2020년12월_계_80~89세,"22,712","5,163","5,644","2,467","3,022","6,416"
2020년12월_계_90~99세,"3,086",630,678,367,439,972
2020년12월_계_100세 이상,175,60,34,27,20,34
2020년12월_남_총인구수,"583,708","110,201","163,198","81,999","113,392","114,918"
2020년12월_남_연령구간인구수,"583,708","110,201","163,198","81,999","113,392","114,918"
2020년12월_남_0~9세,"50,619","8,579","12,295","7,618","12,989","9,138"
2020년12월_남_10~19세,"59,174","10,738","16,170","8,240","12,333","11,693"
2020년12월_남_20~29세,"81,200","14,945","25,501","10,012","15,677","15,065"
2020년12월_남_30~39세,"80,565","13,823","22,467","12,688","17,843","13,744"
2020년12월_남_40~49세,"95,644","17,485","25,173","14,136","19,748","19,102"
