카테고리,충청남도 서산시,충청남도 서산시 대산읍,충청남도 서산시 인지면,충청남도 서산시 부석면,충청남도 서산시 팔봉면,충청남도 서산시 지곡면,충청남도 서산시 성연면,충청남도 서산시 음암면,충청남도 서산시 운산면,충청남도 서산시 해미면,충청남도 서산시 고북면,충청남도 서산시 부춘동,충청남도 서산시 동문1동,충청남도 서산시 동문2동,충청남도 서산시 수석동,충청남도 서산시 석남동
2020년03월_남_90~99세,227,25,18,18,9,12,5,14,11,15,18,18,16,15,14,19
2020년03월_남_100세 이상,9,0,0,0,3,0,1,0,1,0,1,0,2,0,0,1
2020년03월_여_총인구수,"84,086","5,877","3,651","2,646","1,665","3,796","6,754","4,620","2,593","3,641","3,111","9,497","9,209","4,493","8,054","14,479"
2020년03월_여_연령구간인구수,"84,086","5,877","3,651","2,646","1,665","3,796","6,754","4,620","2,593","3,641","3,111","9,497","9,209","4,493","8,054","14,479"
2020년03월_여_0~9세,"7,676",363,274,65,23,350,"1,280",280,64,133,179,872,891,306,749,"1,847"
2020년03월_여_10~19세,"8,221",535,328,102,67,338,522,357,139,199,251,"1,039",981,455,"1,047","1,861"
2020년03월_여_20~29세,"7,907",579,268,121,69,265,702,367,133,333,199,"1,161",913,473,845,"1,479"
2020년03월_여_30~39세,"10,173",497,360,107,69,399,"1,719",412,125,205,261,"1,251","1,106",430,932,"2,300"
2020년03월_여_40~49세,"12,960",848,535,179,120,522,888,631,219,356,382,"1,626","1,777",739,"1,452","2,686"
2020년03월_여_50~59세,"13,167","1,252",571,421,276,619,706,782,419,661,392,"1,545","1,533",767,"1,250","1,973"
2020년03월_여_60~69세,"10,478",809,518,644,410,531,429,713,566,678,554,"1,003",975,653,873,"1,122"
2020년03월_여_70~79세,"7,254",499,395,517,329,405,256,555,480,598,467,576,599,415,514,649
2020년03월_여_80~89세,"5,266",424,344,429,254,300,219,450,378,410,355,339,362,205,336,461
2020년03월_여_90~99세,929,68,54,60,47,66,31,69,68,65,65,75,66,43,54,98
2020년03월_여_100세 이상,55,3,4,1,1,1,2,4,2,3,6,10,6,7,2,3
2020년04월_계_총인구수,"174,645","13,658","7,437","5,393","3,375","8,100","14,269","9,532","5,209","7,470","6,427","19,624","19,241","9,063","16,266","29,581"
2020년04월_계_연령구간인구수,"174,645","13,658","7,437","5,393","3,375","8,100","14,269","9,532","5,209","7,470","6,427","19,624","19,241","9,063","16,266","29,581"
2020년04월_계_0~9세,"15,777",754,565,128,61,669,"2,700",580,140,283,398,"1,831","1,831",625,"1,486","3,726"
2020년04월_계_10~19세,"17,446","1,122",721,228,123,718,"1,046",809,292,459,525,"2,161","2,402",925,"2,021","3,894"
2020년04월_계_20~29세,"19,176","1,803",651,305,178,676,"1,585",880,311,775,565,"2,655","2,250","1,125","1,986","3,431"
2020년04월_계_30~39세,"22,467","1,490",712,278,158,998,"3,694",899,276,496,597,"2,827","2,352",940,"2,069","4,681"
2020년04월_계_40~49세,"27,764","1,988","1,139",512,307,"1,243","2,020","1,426",584,889,918,"3,350","3,513","1,505","2,914","5,456"
2020년04월_계_50~59세,"28,100","3,049","1,283",888,626,"1,348","1,488","1,682",913,"1,388",842,"3,169","3,197","1,563","2,573","4,091"
2020년04월_계_60~69세,"20,996","1,789","1,044","1,296",830,"1,143",879,"1,432","1,084","1,374","1,066","1,936","1,914","1,251","1,686","2,272"
2020년04월_계_70~79세,"13,607",957,728,"1,002",657,754,492,"1,039",930,"1,112",840,"1,046","1,122",744,953,"1,231"
2020년04월_계_80~89세,"8,087",610,519,678,376,473,325,699,599,608,585,543,570,319,505,678
2020년04월_계_90~99세,"1,162",93,71,77,55,78,37,82,77,83,84,96,82,59,71,117
2020년04월_계_100세 이상,63,3,4,1,4,0,3,4,3,3,7,10,8,7,2,4
2020년04월_남_총인구수,"90,593","7,797","3,790","2,748","1,718","4,327","7,463","4,920","2,622","3,849","3,308","10,126","10,027","4,588","8,209","15,101"
2020년04월_남_연령구간인구수,"90,593","7,797","3,790","2,748","1,718","4,327","7,463","4,920","2,622","3,849","3,308","10,126","10,027","4,588","8,209","15,101"
2020년04월_남_0~9세,"8,117",390,295,63,39,325,"1,413",302,73,149,213,967,935,320,744,"1,889"
2020년04월_남_10~19세,"9,256",591,390,126,57,384,523,452,153,261,275,"1,125","1,429",471,975,"2,044"
2020년04월_남_20~29세,"11,281","1,234",384,186,109,415,879,522,181,456,359,"1,494","1,333",656,"1,130","1,943"
2020년04월_남_30~39세,"12,330",989,361,172,91,611,"1,968",496,152,296,343,"1,565","1,245",519,"1,138","2,384"
2020년04월_남_40~49세,"14,822","1,146",607,331,193,726,"1,120",792,361,528,532,"1,726","1,744",773,"1,469","2,774"
2020년04월_남_50~59세,"14,948","1,809",715,476,349,725,772,889,498,733,455,"1,628","1,656",799,"1,328","2,116"
2020년04월_남_60~69세,"10,461",965,519,655,415,609,444,720,523,693,512,930,934,593,810,"1,139"
2020년04월_남_70~79세,"6,323",457,330,477,329,349,233,485,449,512,372,468,529,325,433,575
2020년04월_남_80~89세,"2,815",190,171,245,124,171,105,248,219,206,228,204,205,116,167,216
2020년04월_남_90~99세,231,26,18,17,9,12,5,14,12,15,18,19,15,16,15,20
2020년04월_남_100세 이상,9,0,0,0,3,0,1,0,1,0,1,0,2,0,0,1
2020년04월_여_총인구수,"84,052","5,861","3,647","2,645","1,657","3,773","6,806","4,612","2,587","3,621","3,119","9,498","9,214","4,475","8,057","14,480"
2020년04월_여_연령구간인구수,"84,052","5,861","3,647","2,645","1,657","3,773","6,806","4,612","2,587","3,621","3,119","9,498","9,214","4,475","8,057","14,480"
2020년04월_여_0~9세,"7,660",364,270,65,22,344,"1,287",278,67,134,185,864,896,305,742,"1,837"
2020년04월_여_10~19세,"8,190",531,331,102,66,334,523,357,139,198,250,"1,036",973,454,"1,046","1,850"
2020년04월_여_20~29세,"7,895",569,267,119,69,261,706,358,130,319,206,"1,161",917,469,856,"1,488"
2020년04월_여_30~39세,"10,137",501,351,106,67,387,"1,726",403,124,200,254,"1,262","1,107",421,931,"2,297"
2020년04월_여_40~49세,"12,942",842,532,181,114,517,900,634,223,361,386,"1,624","1,769",732,"1,445","2,682"
2020년04월_여_50~59세,"13,152","1,240",568,412,277,623,716,793,415,655,387,"1,541","1,541",764,"1,245","1,975"
2020년04월_여_60~69세,"10,535",824,525,641,415,534,435,712,561,681,554,"1,006",980,658,876,"1,133"
2020년04월_여_70~79세,"7,284",500,398,525,328,405,259,554,481,600,468,578,593,419,520,656
2020년04월_여_80~89세,"5,272",420,348,433,252,302,220,451,380,402,357,339,365,203,338,462
2020년04월_여_90~99세,931,67,53,60,46,66,32,68,65,68,66,77,67,43,56,97
2020년04월_여_100세 이상,54,3,4,1,1,0,2,4,2,3,6,10,6,7,2,3
2020년05월_계_총인구수,"174,801","13,729","7,426","5,382","3,368","8,090","14,391","9,511","5,206","7,489","6,403","19,664","19,246","9,066","16,300","29,530"
2020년05월_계_연령구간인구수,"174,801","13,729","7,426","5,382","3,368","8,090","14,391","9,511","5,206","7,489","6,403","19,664","19,246","9,066","16,300","29,530"
2020년05월_계_0~9세,"15,728",751,556,126,63,658,"2,721",573,141,282,392,"1,839","1,835",619,"1,482","3,690"
2020년05월_계_10~19세,"17,419","1,123",717,224,116,728,"1,046",798,292,472,516,"2,149","2,402",921,"2,024","3,891"
2020년05월_계_20~29세,"19,181","1,829",643,296,176,668,"1,600",864,310,768,574,"2,665","2,233","1,136","2,000","3,419"
2020년05월_계_30~39세,"22,434","1,488",711,275,158,995,"3,722",902,276,496,590,"2,819","2,347",928,"2,066","4,661"
2020년05월_계_40~49세,"27,795","2,001","1,137",507,307,"1,243","2,049","1,423",577,894,909,"3,353","3,514","1,512","2,926","5,443"
2020년05월_계_50~59세,"28,158","3,064","1,287",893,616,"1,345","1,492","1,689",920,"1,383",841,"3,182","3,197","1,555","2,569","4,125"
2020년05월_계_60~69세,"21,073","1,800","1,053","1,302",830,"1,144",897,"1,433","1,081","1,377","1,068","1,941","1,933","1,257","1,689","2,268"
2020년05월_계_70~79세,"13,686",966,730,"1,008",664,756,500,"1,041",925,"1,121",838,"1,066","1,124",750,964,"1,233"
2020년05월_계_80~89세,"8,097",612,515,675,381,476,322,704,603,608,584,546,569,323,502,677
2020년05월_계_90~99세,"1,167",92,73,75,52,77,39,80,79,85,84,94,84,58,76,119
2020년05월_계_100세 이상,63,3,4,1,5,0,3,4,2,3,7,10,8,7,2,4
2020년05월_남_총인구수,"90,756","7,862","3,783","2,748","1,714","4,320","7,527","4,901","2,623","3,873","3,306","10,164","10,020","4,590","8,231","15,094"
2020년05월_남_연령구간인구수,"90,756","7,862","3,783","2,748","1,714","4,320","7,527","4,901","2,623","3,873","3,306","10,164","10,020","4,590","8,231","15,094"
2020년05월_남_0~9세,"8,096",390,290,60,40,321,"1,428",296,74,150,209,978,934,319,747,"1,860"
2020년05월_남_10~19세,"9,241",591,385,125,54,386,517,437,153,269,276,"1,119","1,431",473,980,"2,045"
2020년05월_남_20~29세,"11,282","1,264",381,182,106,411,880,515,181,453,364,"1,499","1,315",657,"1,129","1,945"
2020년05월_남_30~39세,"12,352",986,361,172,90,613,"1,993",493,153,303,342,"1,564","1,241",510,"1,143","2,388"
2020년05월_남_40~49세,"14,844","1,163",606,325,193,725,"1,131",791,356,527,530,"1,730","1,755",779,"1,470","2,763"
2020년05월_남_50~59세,"14,999","1,818",718,478,343,722,775,893,506,735,457,"1,632","1,650",797,"1,330","2,145"
2020년05월_남_60~69세,"10,508",978,522,661,420,609,455,724,517,695,510,938,940,594,814,"1,131"
2020년05월_남_70~79세,"6,360",459,332,482,329,348,237,488,448,517,371,479,530,327,434,579
2020년05월_남_80~89세,"2,830",187,170,246,127,173,105,250,219,209,228,207,206,118,168,217
2020년05월_남_90~99세,235,26,18,17,9,12,5,14,15,15,18,18,16,16,16,20
2020년05월_남_100세 이상,9,0,0,0,3,0,1,0,1,0,1,0,2,0,0,1
2020년05월_여_총인구수,"84,045","5,867","3,643","2,634","1,654","3,770","6,864","4,610","2,583","3,616","3,097","9,500","9,226","4,476","8,069","14,436"
2020년05월_여_연령구간인구수,"84,045","5,867","3,643","2,634","1,654","3,770","6,864","4,610","2,583","3,616","3,097","9,500","9,226","4,476","8,069","14,436"
2020년05월_여_0~9세,"7,632",361,266,66,23,337,"1,293",277,67,132,183,861,901,300,735,"1,830"
2020년05월_여_10~19세,"8,178",532,332,99,62,342,529,361,139,203,240,"1,030",971,448,"1,044","1,846"
2020년05월_여_20~29세,"7,899",565,262,114,70,257,720,349,129,315,210,"1,166",918,479,871,"1,474"
2020년05월_여_30~39세,"10,082",502,350,103,68,382,"1,729",409,123,193,248,"1,255","1,106",418,923,"2,273"
2020년05월_여_40~49세,"12,951",838,531,182,114,518,918,632,221,367,379,"1,623","1,759",733,"1,456","2,680"
2020년05월_여_50~59세,"13,159","1,246",569,415,273,623,717,796,414,648,384,"1,550","1,547",758,"1,239","1,980"
2020년05월_여_60~69세,"10,565",822,531,641,410,535,442,709,564,682,558,"1,003",993,663,875,"1,137"
2020년05월_여_70~79세,"7,326",507,398,526,335,408,263,553,477,604,467,587,594,423,530,654
2020년05월_여_80~89세,"5,267",425,345,429,254,303,217,454,384,399,356,339,363,205,334,460
2020년05월_여_90~99세,932,66,55,58,43,65,34,66,64,70,66,76,68,42,60,99
2020년05월_여_100세 이상,54,3,4,1,2,0,2,4,1,3,6,10,6,7,2,3
2020년06월_계_총인구수,"174,884","13,769","7,398","5,389","3,366","8,107","14,506","9,510","5,177","7,494","6,405","19,646","19,245","9,057","16,291","29,524"
2020년06월_계_연령구간인구수,"174,884","13,769","7,398","5,389","3,366","8,107","14,506","9,510","5,177","7,494","6,405","19,646","19,245","9,057","16,291","29,524"
2020년06월_계_0~9세,"15,673",755,547,124,62,649,"2,720",570,134,281,394,"1,832","1,831",618,"1,464","3,692"
2020년06월_계_10~19세,"17,403","1,115",714,225,118,736,"1,081",795,291,468,515,"2,139","2,393",915,"2,026","3,872"
2020년06월_계_20~29세,"19,164","1,823",638,284,177,671,"1,605",869,304,769,582,"2,645","2,245","1,125","2,005","3,422"
2020년06월_계_30~39세,"22,381","1,495",698,278,153,998,"3,724",889,275,494,589,"2,826","2,321",931,"2,058","4,652"
2020년06월_계_40~49세,"27,839","2,001","1,131",505,311,"1,251","2,100","1,433",570,890,910,"3,348","3,522","1,506","2,916","5,445"
2020년06월_계_50~59세,"28,169","3,085","1,286",901,609,"1,341","1,501","1,679",912,"1,376",844,"3,185","3,198","1,557","2,569","4,126"
2020년06월_계_60~69세,"21,221","1,819","1,058","1,306",834,"1,150",910,"1,449","1,084","1,396","1,061","1,955","1,936","1,268","1,705","2,290"
2020년06월_계_70~79세,"13,732",972,738,"1,013",667,761,502,"1,041",924,"1,128",838,"1,064","1,135",750,968,"1,231"
2020년06월_계_80~89세,"8,062",609,512,670,379,473,321,701,602,606,581,548,565,322,502,671
2020년06월_계_90~99세,"1,178",92,72,82,52,77,39,80,79,83,84,94,91,58,76,119
2020년06월_계_100세 이상,62,3,4,1,4,0,3,4,2,3,7,10,8,7,2,4
2020년06월_남_총인구수,"90,822","7,895","3,764","2,748","1,713","4,338","7,590","4,896","2,607","3,872","3,309","10,162","10,007","4,593","8,233","15,095"
2020년06월_남_연령구간인구수,"90,822","7,895","3,764","2,748","1,713","4,338","7,590","4,896","2,607","3,872","3,309","10,162","10,007","4,593","8,233","15,095"
2020년06월_남_0~9세,"8,065",392,286,59,38,318,"1,425",296,70,148,213,970,933,320,737,"1,860"
2020년06월_남_10~19세,"9,228",587,382,124,56,392,532,436,153,264,274,"1,111","1,420",472,982,"2,043"
2020년06월_남_20~29세,"11,272","1,260",377,175,108,418,884,513,179,459,368,"1,496","1,317",648,"1,128","1,942"
2020년06월_남_30~39세,"12,338",986,357,174,88,613,"2,005",486,151,298,342,"1,563","1,228",510,"1,147","2,390"
2020년06월_남_40~49세,"14,873","1,166",601,323,194,735,"1,153",795,353,518,529,"1,736","1,759",783,"1,469","2,759"
2020년06월_남_50~59세,"15,006","1,833",716,482,342,716,780,885,504,734,458,"1,634","1,651",801,"1,327","2,143"
2020년06월_남_60~69세,"10,591",998,527,660,418,611,463,736,517,706,505,948,940,597,821,"1,144"
2020년06월_남_70~79세,"6,385",459,333,488,331,352,236,488,447,522,375,477,535,329,437,576
2020년06월_남_80~89세,"2,818",188,168,245,126,171,106,249,217,209,225,208,204,117,169,216
2020년06월_남_90~99세,238,26,17,18,10,12,5,12,15,14,19,19,18,16,16,21
2020년06월_남_100세 이상,8,0,0,0,2,0,1,0,1,0,1,0,2,0,0,1
2020년06월_여_총인구수,"84,062","5,874","3,634","2,641","1,653","3,769","6,916","4,614","2,570","3,622","3,096","9,484","9,238","4,464","8,058","14,429"
2020년06월_여_연령구간인구수,"84,062","5,874","3,634","2,641","1,653","3,769","6,916","4,614","2,570","3,622","3,096","9,484","9,238","4,464","8,058","14,429"
2020년06월_여_0~9세,"7,608",363,261,65,24,331,"1,295",274,64,133,181,862,898,298,727,"1,832"
2020년06월_여_10~19세,"8,175",528,332,101,62,344,549,359,138,204,241,"1,028",973,443,"1,044","1,829"
2020년06월_여_20~29세,"7,892",563,261,109,69,253,721,356,125,310,214,"1,149",928,477,877,"1,480"
2020년06월_여_30~39세,"10,043",509,341,104,65,385,"1,719",403,124,196,247,"1,263","1,093",421,911,"2,262"
2020년06월_여_40~49세,"12,966",835,530,182,117,516,947,638,217,372,381,"1,612","1,763",723,"1,447","2,686"
2020년06월_여_50~59세,"13,163","1,252",570,419,267,625,721,794,408,642,386,"1,551","1,547",756,"1,242","1,983"
2020년06월_여_60~69세,"10,630",821,531,646,416,539,447,713,567,690,556,"1,007",996,671,884,"1,146"
2020년06월_여_70~79세,"7,347",513,405,525,336,409,266,553,477,606,463,587,600,421,531,655
2020년06월_여_80~89세,"5,244",421,344,425,253,302,215,452,385,397,356,340,361,205,333,455
2020년06월_여_90~99세,940,66,55,64,42,65,34,68,64,69,65,75,73,42,60,98
2020년06월_여_100세 이상,54,3,4,1,2,0,2,4,1,3,6,10,6,7,2,3
2020년07월_계_총인구수,"175,124","13,838","7,376","5,391","3,376","8,113","14,699","9,532","5,172","7,475","6,455","19,616","19,207","9,032","16,327","29,515"
2020년07월_계_연령구간인구수,"175,124","13,838","7,376","5,391","3,376","8,113","14,699","9,532","5,172","7,475","6,455","19,616","19,207","9,032","16,327","29,515"
2020년07월_계_0~9세,"15,669",747,543,120,64,649,"2,764",570,138,280,401,"1,812","1,825",610,"1,466","3,680"
2020년07월_계_10~19세,"17,352","1,114",714,226,116,736,"1,090",795,285,463,510,"2,126","2,376",918,"2,028","3,855"
2020년07월_계_20~29세,"19,178","1,849",637,280,179,664,"1,624",867,296,754,588,"2,629","2,246","1,116","2,020","3,429"
2020년07월_계_30~39세,"22,345","1,513",687,274,154,987,"3,764",882,275,495,599,"2,813","2,287",916,"2,057","4,642"
2020년07월_계_40~49세,"27,876","2,008","1,126",505,306,"1,251","2,139","1,437",566,890,909,"3,353","3,541","1,492","2,915","5,438"
2020년07월_계_50~59세,"28,243","3,091","1,286",915,611,"1,338","1,538","1,687",917,"1,367",850,"3,180","3,192","1,560","2,573","4,138"
2020년07월_계_60~69세,"21,349","1,832","1,058","1,295",838,"1,172",913,"1,467","1,086","1,405","1,080","1,974","1,938","1,279","1,716","2,296"
2020년07월_계_70~79세,"13,800",981,740,"1,026",669,765,504,"1,041",926,"1,127",843,"1,069","1,140",750,974,"1,245"
2020년07월_계_80~89세,"8,072",609,510,667,384,472,321,703,602,608,584,555,565,325,499,668
2020년07월_계_90~99세,"1,179",91,71,82,51,79,39,79,79,83,84,95,89,59,77,121
2020년07월_계_100세 이상,61,3,4,1,4,0,3,4,2,3,7,10,8,7,2,3
2020년07월_남_총인구수,"90,960","7,948","3,748","2,748","1,717","4,350","7,676","4,899","2,609","3,869","3,334","10,145","10,009","4,574","8,235","15,099"
2020년07월_남_연령구간인구수,"90,960","7,948","3,748","2,748","1,717","4,350","7,676","4,899","2,609","3,869","3,334","10,145","10,009","4,574","8,235","15,099"
2020년07월_남_0~9세,"8,072",391,284,55,38,322,"1,446",294,73,148,221,962,936,315,730,"1,857"
2020년07월_남_10~19세,"9,199",589,378,124,56,392,534,432,148,261,270,"1,100","1,410",475,986,"2,044"
2020년07월_남_20~29세,"11,283","1,270",377,172,109,417,892,511,177,453,373,"1,483","1,324",641,"1,133","1,951"
2020년07월_남_30~39세,"12,339","1,005",356,172,88,610,"2,017",481,151,297,351,"1,565","1,215",506,"1,142","2,383"
2020년07월_남_40~49세,"14,876","1,175",591,325,191,734,"1,174",798,348,518,531,"1,736","1,767",772,"1,466","2,750"
2020년07월_남_50~59세,"15,055","1,835",714,486,342,718,802,894,508,735,451,"1,636","1,655",798,"1,331","2,150"
2020년07월_남_60~69세,"10,649","1,004",527,655,422,620,466,741,523,707,515,955,940,606,826,"1,142"
2020년07월_남_70~79세,"6,423",464,335,497,330,354,233,490,450,524,376,481,539,328,437,585
2020년07월_남_80~89세,"2,821",189,169,244,129,171,106,247,216,212,226,209,203,116,168,216
2020년07월_남_90~99세,235,26,17,18,10,12,5,11,14,14,19,18,18,17,16,20
2020년07월_남_100세 이상,8,0,0,0,2,0,1,0,1,0,1,0,2,0,0,1
2020년07월_여_총인구수,"84,164","5,890","3,628","2,643","1,659","3,763","7,023","4,633","2,563","3,606","3,121","9,471","9,198","4,458","8,092","14,416"
2020년07월_여_연령구간인구수,"84,164","5,890","3,628","2,643","1,659","3,763","7,023","4,633","2,563","3,606","3,121","9,471","9,198","4,458","8,092","14,416"
2020년07월_여_0~9세,"7,597",356,259,65,26,327,"1,318",276,65,132,180,850,889,295,736,"1,823"
2020년07월_여_10~19세,"8,153",525,336,102,60,344,556,363,137,202,240,"1,026",966,443,"1,042","1,811"
2020년07월_여_20~29세,"7,895",579,260,108,70,247,732,356,119,301,215,"1,146",922,475,887,"1,478"
2020년07월_여_30~39세,"10,006",508,331,102,66,377,"1,747",401,124,198,248,"1,248","1,072",410,915,"2,259"
2020년07월_여_40~49세,"13,000",833,535,180,115,517,965,639,218,372,378,"1,617","1,774",720,"1,449","2,688"
2020년07월_여_50~59세,"13,188","1,256",572,429,269,620,736,793,409,632,399,"1,544","1,537",762,"1,242","1,988"
2020년07월_여_60~69세,"10,700",828,531,640,416,552,447,726,563,698,565,"1,019",998,673,890,"1,154"
2020년07월_여_70~79세,"7,377",517,405,529,339,411,271,551,476,603,467,588,601,422,537,660
2020년07월_여_80~89세,"5,251",420,341,423,255,301,215,456,386,396,358,346,362,209,331,452
2020년07월_여_90~99세,944,65,54,64,41,67,34,68,65,69,65,77,71,42,61,101
2020년07월_여_100세 이상,53,3,4,1,2,0,2,4,1,3,6,10,6,7,2,2
2020년08월_계_총인구수,"175,272","13,865","7,402","5,384","3,363","8,125","14,875","9,531","5,155","7,457","6,437","19,565","19,187","9,024","16,333","29,569"
2020년08월_계_연령구간인구수,"175,272","13,865","7,402","5,384","3,363","8,125","14,875","9,531","5,155","7,457","6,437","19,565","19,187","9,024","16,333","29,569"
2020년08월_계_0~9세,"15,680",747,546,122,64,645,"2,799",568,145,275,403,"1,790","1,805",616,"1,469","3,686"
2020년08월_계_10~19세,"17,334","1,101",712,218,113,737,"1,119",795,280,463,512,"2,111","2,374",910,"2,016","3,873"
2020년08월_계_20~29세,"19,151","1,860",638,285,173,661,"1,623",869,291,742,577,"2,626","2,234","1,121","2,024","3,427"
2020년08월_계_30~39세,"22,340","1,505",686,275,154,982,"3,807",878,276,497,596,"2,795","2,286",914,"2,062","4,627"
2020년08월_계_40~49세,"27,880","2,012","1,133",501,303,"1,247","2,179","1,436",564,889,910,"3,332","3,531","1,478","2,915","5,450"
2020년08월_계_50~59세,"28,244","3,109","1,293",906,606,"1,345","1,556","1,682",906,"1,357",838,"3,187","3,186","1,551","2,567","4,155"
2020년08월_계_60~69세,"21,468","1,845","1,062","1,296",838,"1,186",927,"1,480","1,089","1,405","1,078","1,988","1,959","1,296","1,717","2,302"
2020년08월_계_70~79세,"13,841",982,743,"1,030",672,771,505,"1,035",927,"1,131",844,"1,070","1,146",749,979,"1,257"
2020년08월_계_80~89세,"8,090",612,514,667,385,472,317,703,594,611,589,559,570,323,505,669
2020년08월_계_90~99세,"1,183",89,71,83,51,79,40,81,81,83,84,97,88,59,77,120
2020년08월_계_100세 이상,61,3,4,1,4,0,3,4,2,4,6,10,8,7,2,3
2020년08월_남_총인구수,"91,076","7,981","3,775","2,746","1,712","4,351","7,769","4,897","2,606","3,856","3,327","10,132","9,989","4,581","8,241","15,113"
2020년08월_남_연령구간인구수,"91,076","7,981","3,775","2,746","1,712","4,351","7,769","4,897","2,606","3,856","3,327","10,132","9,989","4,581","8,241","15,113"
2020년08월_남_0~9세,"8,068",392,288,57,37,321,"1,457",288,77,146,220,954,927,318,733,"1,853"
2020년08월_남_10~19세,"9,204",592,379,120,56,388,547,435,146,259,272,"1,104","1,401",475,982,"2,048"
2020년08월_남_20~29세,"11,296","1,274",381,176,107,417,899,514,176,447,371,"1,482","1,315",648,"1,134","1,955"
2020년08월_남_30~39세,"12,327","1,001",357,171,89,608,"2,040",474,154,299,349,"1,552","1,221",505,"1,142","2,365"
2020년08월_남_40~49세,"14,893","1,176",595,323,188,731,"1,200",803,345,520,532,"1,729","1,758",767,"1,467","2,759"
2020년08월_남_50~59세,"15,081","1,855",721,481,342,720,805,897,504,724,444,"1,642","1,655",797,"1,328","2,166"
2020년08월_남_60~69세,"10,684","1,010",532,659,418,623,477,739,523,710,515,957,945,610,830,"1,136"
2020년08월_남_70~79세,"6,453",466,335,496,333,362,233,486,453,526,377,485,541,326,440,594
2020년08월_남_80~89세,"2,827",189,170,245,130,169,105,249,213,212,227,208,207,118,169,216
2020년08월_남_90~99세,234,26,17,18,10,12,5,12,14,13,19,19,17,16,16,20
2020년08월_남_100세 이상,9,0,0,0,2,0,1,0,1,0,1,0,2,1,0,1
2020년08월_여_총인구수,"84,196","5,884","3,627","2,638","1,651","3,774","7,106","4,634","2,549","3,601","3,110","9,433","9,198","4,443","8,092","14,456"
2020년08월_여_연령구간인구수,"84,196","5,884","3,627","2,638","1,651","3,774","7,106","4,634","2,549","3,601","3,110","9,433","9,198","4,443","8,092","14,456"
