카테고리,경기도 이천시,경기도 이천시 장호원읍,경기도 이천시 부발읍,경기도 이천시 신둔면,경기도 이천시 백사면,경기도 이천시 호법면,경기도 이천시 마장면,경기도 이천시 대월면,경기도 이천시 모가면,경기도 이천시 설성면,경기도 이천시 율면,경기도 이천시 창전동,경기도 이천시 증포동,경기도 이천시 중리동,경기도 이천시 관고동
2020년03월_여_70~79세,"6,917",753,837,513,483,312,428,484,282,350,201,600,807,474,393
2020년03월_여_80~89세,"4,147",511,490,270,286,197,260,247,223,255,215,306,464,242,181
2020년03월_여_90~99세,693,67,75,61,60,40,46,56,27,52,34,35,75,37,28
2020년03월_여_100세 이상,46,6,5,5,4,1,4,3,2,4,3,4,1,2,2
2020년04월_계_총인구수,"216,844","14,824","36,061","13,332","11,097","5,719","13,027","14,523","4,454","4,833","2,692","17,342","53,941","14,701","10,298"
2020년04월_계_연령구간인구수,"216,844","14,824","36,061","13,332","11,097","5,719","13,027","14,523","4,454","4,833","2,692","17,342","53,941","14,701","10,298"
2020년04월_계_0~9세,"19,602","1,021","3,530","1,047",824,333,"1,397","1,287",156,198,71,"1,027","7,123",985,603
2020년04월_계_10~19세,"22,247","1,415","4,588",980,850,303,941,"1,259",266,236,123,"1,588","7,910",961,827
2020년04월_계_20~29세,"29,380","1,586","4,817","1,630","1,293",642,"1,921","2,483",405,425,201,"2,789","6,700","2,967","1,521"
2020년04월_계_30~39세,"30,758","1,571","5,260","1,768","1,248",661,"2,232","2,576",366,397,144,"2,238","8,559","2,354","1,384"
2020년04월_계_40~49세,"34,948","2,083","6,803","1,952","1,630",733,"1,855","2,112",503,510,262,"2,636","10,450","1,907","1,512"
2020년04월_계_50~59세,"35,081","2,571","5,415","2,513","2,153","1,113","1,907","2,003",894,931,465,"3,102","7,700","2,357","1,957"
2020년04월_계_60~69세,"24,434","2,285","3,211","1,932","1,620","1,004","1,473","1,461",927,987,644,"2,313","3,323","1,783","1,471"
2020년04월_계_70~79세,"12,856","1,399","1,562",979,913,568,823,876,546,669,396,"1,116","1,392",921,696
2020년04월_계_80~89세,"6,545",791,772,441,477,311,407,389,349,411,335,479,690,409,284
2020년04월_계_90~99세,927,92,97,83,85,50,65,72,40,62,47,50,92,52,40
2020년04월_계_100세 이상,66,10,6,7,4,1,6,5,2,7,4,4,2,5,3
2020년04월_남_총인구수,"111,858","7,550","18,833","6,980","5,645","3,019","7,050","7,407","2,391","2,546","1,378","8,595","26,919","8,276","5,269"
2020년04월_남_연령구간인구수,"111,858","7,550","18,833","6,980","5,645","3,019","7,050","7,407","2,391","2,546","1,378","8,595","26,919","8,276","5,269"
2020년04월_남_0~9세,"10,101",527,"1,794",534,424,176,700,670,89,94,41,527,"3,674",531,320
2020년04월_남_10~19세,"11,569",748,"2,388",514,450,158,479,625,145,131,65,820,"4,158",498,390
2020년04월_남_20~29세,"16,542",955,"2,796",879,700,348,"1,168","1,263",258,240,112,"1,491","3,516","2,005",811
2020년04월_남_30~39세,"16,417",827,"2,779",954,638,394,"1,269","1,369",232,244,89,"1,231","4,120","1,468",803
2020년04월_남_40~49세,"18,083","1,093","3,501","1,078",872,437,"1,077","1,133",288,312,166,"1,282","5,016","1,038",790
2020년04월_남_50~59세,"18,142","1,308","2,881","1,323","1,091",602,"1,028","1,060",489,516,242,"1,459","3,942","1,210",991
2020년04월_남_60~69세,"12,464","1,135","1,669","1,035",824,523,776,743,488,522,335,"1,090","1,672",905,747
2020년04월_남_70~79세,"5,923",648,719,470,432,260,386,388,263,324,191,517,583,438,304
2020년04월_남_80~89세,"2,376",280,285,171,190,111,145,139,127,150,122,164,223,166,103
2020년04월_남_90~99세,222,25,21,20,24,10,20,15,12,10,14,14,14,14,9
2020년04월_남_100세 이상,19,4,0,2,0,0,2,2,0,3,1,0,1,3,1
2020년04월_여_총인구수,"104,986","7,274","17,228","6,352","5,452","2,700","5,977","7,116","2,063","2,287","1,314","8,747","27,022","6,425","5,029"
2020년04월_여_연령구간인구수,"104,986","7,274","17,228","6,352","5,452","2,700","5,977","7,116","2,063","2,287","1,314","8,747","27,022","6,425","5,029"
2020년04월_여_0~9세,"9,501",494,"1,736",513,400,157,697,617,67,104,30,500,"3,449",454,283
2020년04월_여_10~19세,"10,678",667,"2,200",466,400,145,462,634,121,105,58,768,"3,752",463,437
2020년04월_여_20~29세,"12,838",631,"2,021",751,593,294,753,"1,220",147,185,89,"1,298","3,184",962,710
2020년04월_여_30~39세,"14,341",744,"2,481",814,610,267,963,"1,207",134,153,55,"1,007","4,439",886,581
2020년04월_여_40~49세,"16,865",990,"3,302",874,758,296,778,979,215,198,96,"1,354","5,434",869,722
2020년04월_여_50~59세,"16,939","1,263","2,534","1,190","1,062",511,879,943,405,415,223,"1,643","3,758","1,147",966
2020년04월_여_60~69세,"11,970","1,150","1,542",897,796,481,697,718,439,465,309,"1,223","1,651",878,724
2020년04월_여_70~79세,"6,933",751,843,509,481,308,437,488,283,345,205,599,809,483,392
2020년04월_여_80~89세,"4,169",511,487,270,287,200,262,250,222,261,213,315,467,243,181
2020년04월_여_90~99세,705,67,76,63,61,40,45,57,28,52,33,36,78,38,31
2020년04월_여_100세 이상,47,6,6,5,4,1,4,3,2,4,3,4,1,2,2
2020년05월_계_총인구수,"217,547","14,812","36,037","13,345","11,127","6,030","13,377","14,514","4,454","4,805","2,693","17,323","53,991","14,731","10,308"
2020년05월_계_연령구간인구수,"217,547","14,812","36,037","13,345","11,127","6,030","13,377","14,514","4,454","4,805","2,693","17,323","53,991","14,731","10,308"
2020년05월_계_0~9세,"19,516","1,012","3,491","1,050",824,331,"1,393","1,285",156,197,71,"1,033","7,096",982,595
2020년05월_계_10~19세,"22,757","1,408","4,563",968,851,570,"1,250","1,253",263,233,123,"1,583","7,895",967,830
2020년05월_계_20~29세,"29,489","1,586","4,860","1,628","1,292",675,"1,948","2,483",405,416,199,"2,795","6,703","2,976","1,523"
2020년05월_계_30~39세,"30,739","1,564","5,222","1,777","1,255",665,"2,243","2,584",366,396,142,"2,231","8,557","2,362","1,375"
2020년05월_계_40~49세,"34,872","2,087","6,777","1,935","1,628",733,"1,853","2,093",506,511,258,"2,628","10,451","1,897","1,515"
2020년05월_계_50~59세,"35,131","2,553","5,455","2,528","2,149","1,111","1,901","2,011",889,914,467,"3,088","7,739","2,365","1,961"
2020년05월_계_60~69세,"24,585","2,298","3,220","1,943","1,644","1,016","1,487","1,467",928,989,643,"2,315","3,361","1,793","1,481"
2020년05월_계_70~79세,"12,906","1,417","1,567",987,910,568,822,875,549,665,404,"1,117","1,408",918,699
2020년05월_계_80~89세,"6,554",787,777,441,481,311,409,388,350,414,334,479,684,413,286
2020년05월_계_90~99세,932,90,99,81,89,49,65,70,40,63,48,50,95,53,40
2020년05월_계_100세 이상,66,10,6,7,4,1,6,5,2,7,4,4,2,5,3
2020년05월_남_총인구수,"112,430","7,556","18,838","6,992","5,659","3,225","7,325","7,407","2,392","2,533","1,382","8,592","26,953","8,301","5,275"
2020년05월_남_연령구간인구수,"112,430","7,556","18,838","6,992","5,659","3,225","7,325","7,407","2,392","2,533","1,382","8,592","26,953","8,301","5,275"
2020년05월_남_0~9세,"10,054",520,"1,763",532,422,173,698,669,88,93,42,536,"3,674",526,318
2020년05월_남_10~19세,"11,966",745,"2,369",507,451,340,725,622,142,128,65,819,"4,153",507,393
2020년05월_남_20~29세,"16,630",957,"2,847",888,704,363,"1,188","1,255",256,235,111,"1,487","3,517","2,018",804
2020년05월_남_30~39세,"16,415",828,"2,756",961,640,397,"1,280","1,378",232,244,88,"1,231","4,112","1,468",800
2020년05월_남_40~49세,"18,040","1,094","3,486","1,064",865,434,"1,071","1,131",291,312,164,"1,271","5,028","1,036",793
2020년05월_남_50~59세,"18,203","1,309","2,912","1,334","1,089",607,"1,028","1,067",486,507,242,"1,460","3,954","1,212",996
2020년05월_남_60~69세,"12,544","1,138","1,677","1,041",840,528,780,745,496,521,337,"1,092","1,687",911,751
2020년05월_남_70~79세,"5,946",656,717,473,430,260,387,384,261,324,196,521,592,440,305
2020년05월_남_80~89세,"2,390",280,290,170,193,113,146,140,128,156,122,161,221,166,104
2020년05월_남_90~99세,223,25,21,20,25,10,20,14,12,10,14,14,14,14,10
2020년05월_남_100세 이상,19,4,0,2,0,0,2,2,0,3,1,0,1,3,1
2020년05월_여_총인구수,"105,117","7,256","17,199","6,353","5,468","2,805","6,052","7,107","2,062","2,272","1,311","8,731","27,038","6,430","5,033"
2020년05월_여_연령구간인구수,"105,117","7,256","17,199","6,353","5,468","2,805","6,052","7,107","2,062","2,272","1,311","8,731","27,038","6,430","5,033"
2020년05월_여_0~9세,"9,462",492,"1,728",518,402,158,695,616,68,104,29,497,"3,422",456,277
2020년05월_여_10~19세,"10,791",663,"2,194",461,400,230,525,631,121,105,58,764,"3,742",460,437
2020년05월_여_20~29세,"12,859",629,"2,013",740,588,312,760,"1,228",149,181,88,"1,308","3,186",958,719
2020년05월_여_30~39세,"14,324",736,"2,466",816,615,268,963,"1,206",134,152,54,"1,000","4,445",894,575
2020년05월_여_40~49세,"16,832",993,"3,291",871,763,299,782,962,215,199,94,"1,357","5,423",861,722
2020년05월_여_50~59세,"16,928","1,244","2,543","1,194","1,060",504,873,944,403,407,225,"1,628","3,785","1,153",965
2020년05월_여_60~69세,"12,041","1,160","1,543",902,804,488,707,722,432,468,306,"1,223","1,674",882,730
2020년05월_여_70~79세,"6,960",761,850,514,480,308,435,491,288,341,208,596,816,478,394
2020년05월_여_80~89세,"4,164",507,487,271,288,198,263,248,222,258,212,318,463,247,182
2020년05월_여_90~99세,709,65,78,61,64,39,45,56,28,53,34,36,81,39,30
2020년05월_여_100세 이상,47,6,6,5,4,1,4,3,2,4,3,4,1,2,2
2020년06월_계_총인구수,"218,465","14,801","36,096","13,600","11,118","6,207","13,796","14,512","4,452","4,822","2,688","17,316","53,981","14,759","10,317"
2020년06월_계_연령구간인구수,"218,465","14,801","36,096","13,600","11,118","6,207","13,796","14,512","4,452","4,822","2,688","17,316","53,981","14,759","10,317"
2020년06월_계_0~9세,"19,432","1,014","3,478","1,060",817,331,"1,382","1,277",156,194,71,"1,032","7,055",971,594
2020년06월_계_10~19세,"23,356","1,408","4,539","1,137",850,715,"1,586","1,238",260,240,122,"1,578","7,903",954,826
2020년06월_계_20~29세,"29,636","1,571","4,916","1,653","1,282",702,"1,994","2,503",403,406,193,"2,777","6,708","3,009","1,519"
2020년06월_계_30~39세,"30,734","1,545","5,228","1,796","1,255",663,"2,251","2,580",357,401,144,"2,235","8,520","2,389","1,370"
2020년06월_계_40~49세,"34,856","2,083","6,763","1,937","1,622",733,"1,852","2,103",512,511,257,"2,633","10,455","1,884","1,511"
2020년06월_계_50~59세,"35,092","2,549","5,461","2,544","2,148","1,110","1,905","1,996",887,913,462,"3,062","7,748","2,346","1,961"
2020년06월_계_60~69세,"24,850","2,325","3,257","1,962","1,667","1,025","1,513","1,475",933,"1,000",643,"2,334","3,396","1,818","1,502"
2020년06월_계_70~79세,"12,926","1,417","1,569",984,902,571,826,875,548,667,405,"1,126","1,416",914,706
2020년06월_계_80~89세,"6,582",788,779,438,484,308,416,390,354,419,338,484,683,414,287
2020년06월_계_90~99세,936,90,101,83,87,48,65,71,40,64,49,51,94,55,38
2020년06월_계_100세 이상,65,11,5,6,4,1,6,4,2,7,4,4,3,5,3
2020년06월_남_총인구수,"113,002","7,544","18,867","7,165","5,662","3,332","7,546","7,407","2,395","2,545","1,383","8,594","26,959","8,318","5,285"
2020년06월_남_연령구간인구수,"113,002","7,544","18,867","7,165","5,662","3,332","7,546","7,407","2,395","2,545","1,383","8,594","26,959","8,318","5,285"
2020년06월_남_0~9세,"10,012",523,"1,756",538,419,176,694,665,88,92,42,537,"3,653",515,314
2020년06월_남_10~19세,"12,306",745,"2,343",632,451,426,908,612,141,132,64,812,"4,148",499,393
2020년06월_남_20~29세,"16,744",942,"2,886",903,700,377,"1,212","1,260",253,231,110,"1,478","3,531","2,056",805
2020년06월_남_30~39세,"16,415",811,"2,764",969,642,394,"1,284","1,373",227,247,90,"1,237","4,098","1,481",798
2020년06월_남_40~49세,"18,038","1,093","3,478","1,065",865,436,"1,061","1,143",299,309,162,"1,273","5,034","1,029",791
2020년06월_남_50~59세,"18,203","1,314","2,915","1,344","1,089",607,"1,032","1,062",489,506,241,"1,453","3,954","1,202",995
2020년06월_남_60~69세,"12,675","1,149","1,692","1,051",850,533,797,746,495,531,339,"1,101","1,711",917,763
2020년06월_남_70~79세,"5,961",656,720,471,426,260,389,388,261,326,196,525,596,437,310
2020년06월_남_80~89세,"2,403",280,292,171,196,113,147,142,130,158,123,164,218,164,105
2020년06월_남_90~99세,226,27,21,19,24,10,20,14,12,10,15,14,15,15,10
2020년06월_남_100세 이상,19,4,0,2,0,0,2,2,0,3,1,0,1,3,1
2020년06월_여_총인구수,"105,463","7,257","17,229","6,435","5,456","2,875","6,250","7,105","2,057","2,277","1,305","8,722","27,022","6,441","5,032"
2020년06월_여_연령구간인구수,"105,463","7,257","17,229","6,435","5,456","2,875","6,250","7,105","2,057","2,277","1,305","8,722","27,022","6,441","5,032"
2020년06월_여_0~9세,"9,420",491,"1,722",522,398,155,688,612,68,102,29,495,"3,402",456,280
2020년06월_여_10~19세,"11,050",663,"2,196",505,399,289,678,626,119,108,58,766,"3,755",455,433
2020년06월_여_20~29세,"12,892",629,"2,030",750,582,325,782,"1,243",150,175,83,"1,299","3,177",953,714
2020년06월_여_30~39세,"14,319",734,"2,464",827,613,269,967,"1,207",130,154,54,998,"4,422",908,572
2020년06월_여_40~49세,"16,818",990,"3,285",872,757,297,791,960,213,202,95,"1,360","5,421",855,720
2020년06월_여_50~59세,"16,889","1,235","2,546","1,200","1,059",503,873,934,398,407,221,"1,609","3,794","1,144",966
2020년06월_여_60~69세,"12,175","1,176","1,565",911,817,492,716,729,438,469,304,"1,233","1,685",901,739
2020년06월_여_70~79세,"6,965",761,849,513,476,311,437,487,287,341,209,601,820,477,396
2020년06월_여_80~89세,"4,179",508,487,267,288,195,269,248,224,261,215,320,465,250,182
2020년06월_여_90~99세,710,63,80,64,63,38,45,57,28,54,34,37,79,40,28
2020년06월_여_100세 이상,46,7,5,4,4,1,4,2,2,4,3,4,2,2,2
2020년07월_계_총인구수,"218,954","14,797","36,035","13,615","11,175","6,298","14,167","14,537","4,457","4,807","2,695","17,313","54,002","14,788","10,268"
2020년07월_계_연령구간인구수,"218,954","14,797","36,035","13,615","11,175","6,298","14,167","14,537","4,457","4,807","2,695","17,313","54,002","14,788","10,268"
2020년07월_계_0~9세,"19,354",999,"3,451","1,055",812,324,"1,407","1,273",159,189,70,"1,025","7,025",972,593
2020년07월_계_10~19세,"23,630","1,412","4,523","1,134",852,790,"1,829","1,246",258,242,124,"1,558","7,900",950,812
2020년07월_계_20~29세,"29,739","1,569","4,928","1,649","1,287",728,"2,030","2,509",397,403,193,"2,801","6,720","3,017","1,508"
2020년07월_계_30~39세,"30,686","1,531","5,186","1,801","1,264",652,"2,272","2,570",358,399,145,"2,239","8,502","2,413","1,354"
2020년07월_계_40~49세,"34,844","2,076","6,776","1,943","1,619",737,"1,865","2,106",514,502,255,"2,616","10,470","1,864","1,501"
2020년07월_계_50~59세,"35,155","2,555","5,458","2,543","2,173","1,100","1,921","2,006",883,919,462,"3,062","7,778","2,345","1,950"
2020년07월_계_60~69세,"24,948","2,340","3,263","1,979","1,666","1,027","1,520","1,483",940,994,650,"2,337","3,409","1,829","1,511"
2020년07월_계_70~79세,"12,982","1,418","1,565",990,914,579,833,881,552,673,402,"1,129","1,420",917,709
2020년07월_계_80~89세,"6,620",796,782,433,496,312,421,388,353,417,342,492,680,419,289
2020년07월_계_90~99세,932,90,98,82,88,48,63,70,41,63,48,50,96,57,38
2020년07월_계_100세 이상,64,11,5,6,4,1,6,5,2,6,4,4,2,5,3
2020년07월_남_총인구수,"113,271","7,537","18,877","7,163","5,680","3,384","7,727","7,418","2,398","2,533","1,388","8,586","26,982","8,341","5,257"
2020년07월_남_연령구간인구수,"113,271","7,537","18,877","7,163","5,680","3,384","7,727","7,418","2,398","2,533","1,388","8,586","26,982","8,341","5,257"
2020년07월_남_0~9세,"9,966",513,"1,741",533,416,170,713,663,89,91,41,533,"3,634",515,314
2020년07월_남_10~19세,"12,448",745,"2,342",638,448,475,"1,018",618,138,131,65,800,"4,148",498,384
2020년07월_남_20~29세,"16,816",939,"2,902",897,701,389,"1,233","1,258",248,233,113,"1,493","3,547","2,069",794
2020년07월_남_30~39세,"16,419",810,"2,756",970,650,389,"1,290","1,365",231,244,91,"1,234","4,103","1,502",784
2020년07월_남_40~49세,"18,003","1,077","3,484","1,067",854,430,"1,068","1,151",301,304,160,"1,277","5,025","1,016",789
2020년07월_남_50~59세,"18,258","1,325","2,923","1,336","1,105",610,"1,039","1,069",484,509,240,"1,444","3,980","1,203",991
2020년07월_남_60~69세,"12,716","1,159","1,694","1,063",850,531,804,744,503,528,342,"1,099","1,710",918,771
2020년07월_남_70~79세,"5,986",657,721,468,430,266,390,395,262,327,195,526,601,436,312
2020년07월_남_80~89세,"2,416",281,293,171,202,114,150,140,129,155,126,166,216,166,107
2020년07월_남_90~99세,225,27,21,18,24,10,20,13,13,9,14,14,17,15,10
2020년07월_남_100세 이상,18,4,0,2,0,0,2,2,0,2,1,0,1,3,1
2020년07월_여_총인구수,"105,683","7,260","17,158","6,452","5,495","2,914","6,440","7,119","2,059","2,274","1,307","8,727","27,020","6,447","5,011"
2020년07월_여_연령구간인구수,"105,683","7,260","17,158","6,452","5,495","2,914","6,440","7,119","2,059","2,274","1,307","8,727","27,020","6,447","5,011"
2020년07월_여_0~9세,"9,388",486,"1,710",522,396,154,694,610,70,98,29,492,"3,391",457,279
2020년07월_여_10~19세,"11,182",667,"2,181",496,404,315,811,628,120,111,59,758,"3,752",452,428
2020년07월_여_20~29세,"12,923",630,"2,026",752,586,339,797,"1,251",149,170,80,"1,308","3,173",948,714
2020년07월_여_30~39세,"14,267",721,"2,430",831,614,263,982,"1,205",127,155,54,"1,005","4,399",911,570
2020년07월_여_40~49세,"16,841",999,"3,292",876,765,307,797,955,213,198,95,"1,339","5,445",848,712
2020년07월_여_50~59세,"16,897","1,230","2,535","1,207","1,068",490,882,937,399,410,222,"1,618","3,798","1,142",959
2020년07월_여_60~69세,"12,232","1,181","1,569",916,816,496,716,739,437,466,308,"1,238","1,699",911,740
2020년07월_여_70~79세,"6,996",761,844,522,484,313,443,486,290,346,207,603,819,481,397
2020년07월_여_80~89세,"4,204",515,489,262,294,198,271,248,224,262,216,326,464,253,182
2020년07월_여_90~99세,707,63,77,64,64,38,43,57,28,54,34,36,79,42,28
2020년07월_여_100세 이상,46,7,5,4,4,1,4,3,2,4,3,4,1,2,2
2020년08월_계_총인구수,"219,537","14,771","36,015","13,661","11,192","6,431","14,690","14,530","4,461","4,792","2,688","17,293","53,994","14,773","10,246"
2020년08월_계_연령구간인구수,"219,537","14,771","36,015","13,661","11,192","6,431","14,690","14,530","4,461","4,792","2,688","17,293","53,994","14,773","10,246"
2020년08월_계_0~9세,"19,254",995,"3,423","1,060",809,317,"1,459","1,265",153,187,67,"1,013","6,966",962,578
2020년08월_계_10~19세,"23,815","1,397","4,515","1,136",865,884,"1,963","1,237",262,241,124,"1,553","7,890",946,802
2020년08월_계_20~29세,"29,894","1,557","4,937","1,649","1,280",774,"2,123","2,507",395,398,192,"2,809","6,749","3,012","1,512"
2020년08월_계_30~39세,"30,719","1,538","5,177","1,817","1,270",650,"2,369","2,550",360,394,141,"2,233","8,450","2,416","1,354"
2020년08월_계_40~49세,"34,858","2,061","6,753","1,933","1,628",736,"1,917","2,117",514,507,254,"2,602","10,481","1,864","1,491"
2020년08월_계_50~59세,"35,197","2,546","5,459","2,537","2,159","1,099","1,978","2,010",883,912,457,"3,048","7,818","2,339","1,952"
2020년08월_계_60~69세,"25,150","2,363","3,290","2,008","1,673","1,027","1,541","1,495",939,997,659,"2,359","3,443","1,837","1,519"
2020년08월_계_70~79세,"13,010","1,420","1,578",992,911,584,844,879,558,673,403,"1,126","1,412",919,711
2020년08월_계_80~89세,"6,638",793,781,439,503,312,426,394,355,415,339,495,685,417,284
2020년08월_계_90~99세,939,90,98,84,89,47,64,71,40,63,48,51,98,56,40
2020년08월_계_100세 이상,63,11,4,6,5,1,6,5,2,5,4,4,2,5,3
2020년08월_남_총인구수,"113,658","7,536","18,862","7,195","5,696","3,493","8,001","7,419","2,398","2,521","1,381","8,586","26,988","8,342","5,240"
2020년08월_남_연령구간인구수,"113,658","7,536","18,862","7,195","5,696","3,493","8,001","7,419","2,398","2,521","1,381","8,586","26,988","8,342","5,240"
2020년08월_남_0~9세,"9,944",510,"1,736",542,416,168,738,661,87,90,38,527,"3,615",507,309
2020년08월_남_10~19세,"12,555",738,"2,338",636,454,549,"1,089",609,141,129,66,795,"4,133",499,379
2020년08월_남_20~29세,"16,915",938,"2,890",904,699,425,"1,284","1,254",249,229,111,"1,500","3,570","2,068",794
2020년08월_남_30~39세,"16,451",811,"2,759",979,650,384,"1,346","1,352",231,240,89,"1,239","4,085","1,502",784
2020년08월_남_40~49세,"18,002","1,076","3,467","1,063",866,431,"1,089","1,165",294,307,159,"1,267","5,021","1,018",779
2020년08월_남_50~59세,"18,299","1,324","2,921","1,333","1,093",611,"1,072","1,074",488,504,241,"1,447","3,999","1,206",986
2020년08월_남_60~69세,"12,827","1,173","1,708","1,074",860,532,813,751,501,528,345,"1,104","1,733",924,781
2020년08월_남_70~79세,"5,988",655,728,472,426,267,398,395,263,327,195,524,593,435,310
2020년08월_남_80~89세,"2,431",280,292,172,207,116,150,143,131,156,124,168,221,165,106
2020년08월_남_90~99세,228,27,23,18,25,10,20,13,13,9,12,15,17,15,11
2020년08월_남_100세 이상,18,4,0,2,0,0,2,2,0,2,1,0,1,3,1
2020년08월_여_총인구수,"105,879","7,235","17,153","6,466","5,496","2,938","6,689","7,111","2,063","2,271","1,307","8,707","27,006","6,431","5,006"
2020년08월_여_연령구간인구수,"105,879","7,235","17,153","6,466","5,496","2,938","6,689","7,111","2,063","2,271","1,307","8,707","27,006","6,431","5,006"
2020년08월_여_0~9세,"9,310",485,"1,687",518,393,149,721,604,66,97,29,486,"3,351",455,269
2020년08월_여_10~19세,"11,260",659,"2,177",500,411,335,874,628,121,112,58,758,"3,757",447,423
2020년08월_여_20~29세,"12,979",619,"2,047",745,581,349,839,"1,253",146,169,81,"1,309","3,179",944,718
2020년08월_여_30~39세,"14,268",727,"2,418",838,620,266,"1,023","1,198",129,154,52,994,"4,365",914,570
2020년08월_여_40~49세,"16,856",985,"3,286",870,762,305,828,952,220,200,95,"1,335","5,460",846,712
2020년08월_여_50~59세,"16,898","1,222","2,538","1,204","1,066",488,906,936,395,408,216,"1,601","3,819","1,133",966
2020년08월_여_60~69세,"12,323","1,190","1,582",934,813,495,728,744,438,469,314,"1,255","1,710",913,738
2020년08월_여_70~79세,"7,022",765,850,520,485,317,446,484,295,346,208,602,819,484,401
2020년08월_여_80~89세,"4,207",513,489,267,296,196,276,251,224,259,215,327,464,252,178
2020년08월_여_90~99세,711,63,75,66,64,37,44,58,27,54,36,36,81,41,29
