카테고리,부산광역시 중구,부산광역시 중구 중앙동,부산광역시 중구 동광동,부산광역시 중구 대청동,부산광역시 중구 보수동,부산광역시 중구 부평동,부산광역시 중구 광복동,부산광역시 중구 남포동,부산광역시 중구 영주제1동,부산광역시 중구 영주제2동
2020년02월_계_90~99세,348,24,36,67,66,44,19,11,37,44
2020년02월_계_100세 이상,82,2,5,9,13,24,4,1,9,15
2020년02월_남_총인구수,"20,482","1,079","1,479","3,152","5,238","2,226",560,582,"2,476","3,690"
2020년02월_남_연령구간인구수,"20,482","1,079","1,479","3,152","5,238","2,226",560,582,"2,476","3,690"
2020년02월_남_0~9세,766,21,43,130,213,71,12,9,103,164
2020년02월_남_10~19세,"1,134",39,54,198,322,111,28,15,114,253
2020년02월_남_20~29세,"2,753",200,160,461,737,248,68,42,403,434
2020년02월_남_30~39세,"2,474",156,147,373,613,267,63,63,395,397
2020년02월_남_40~49세,"3,040",146,203,495,810,311,63,70,415,527
2020년02월_남_50~59세,"3,642",190,300,532,930,394,99,134,373,690
2020년02월_남_60~69세,"3,654",185,274,543,873,462,137,160,379,641
2020년02월_남_70~79세,"2,166",100,220,303,514,265,61,71,204,428
2020년02월_남_80~89세,738,35,65,101,205,79,22,12,78,141
2020년02월_남_90~99세,97,7,12,12,18,13,5,6,10,14
2020년02월_남_100세 이상,18,0,1,4,3,5,2,0,2,1
2020년02월_여_총인구수,"21,344","1,044","1,482","3,500","5,493","2,497",540,467,"2,442","3,879"
2020년02월_여_연령구간인구수,"21,344","1,044","1,482","3,500","5,493","2,497",540,467,"2,442","3,879"
2020년02월_여_0~9세,693,22,45,110,193,55,9,6,98,155
2020년02월_여_10~19세,"1,101",40,55,232,307,105,20,16,116,210
2020년02월_여_20~29세,"2,753",220,163,474,719,285,46,34,431,381
2020년02월_여_30~39세,"2,085",158,119,337,543,225,51,41,295,316
2020년02월_여_40~49세,"2,589",108,152,455,703,262,60,43,307,499
2020년02월_여_50~59세,"3,613",151,279,596,907,446,103,75,351,705
2020년02월_여_60~69세,"4,107",186,310,601,"1,051",550,125,125,390,769
2020년02월_여_70~79세,"2,812",89,232,440,708,343,72,84,276,568
2020년02월_여_80~89세,"1,276",51,99,195,304,176,38,37,144,232
2020년02월_여_90~99세,251,17,24,55,48,31,14,5,27,30
2020년02월_여_100세 이상,64,2,4,5,10,19,2,1,7,14
2020년03월_계_총인구수,"41,764","2,181","2,970","6,602","10,730","4,715","1,088","1,047","4,898","7,533"
2020년03월_계_연령구간인구수,"41,764","2,181","2,970","6,602","10,730","4,715","1,088","1,047","4,898","7,533"
2020년03월_계_0~9세,"1,458",41,87,231,411,126,21,14,207,320
2020년03월_계_10~19세,"2,208",80,109,426,623,214,45,29,229,453
2020년03월_계_20~29세,"5,507",443,326,920,"1,461",530,110,74,825,818
2020년03월_계_30~39세,"4,535",334,255,706,"1,148",491,115,104,676,706
2020년03월_계_40~49세,"5,596",262,365,938,"1,502",573,123,113,716,"1,004"
2020년03월_계_50~59세,"7,229",344,569,"1,119","1,843",833,199,207,723,"1,392"
2020년03월_계_60~69세,"7,781",375,590,"1,145","1,926","1,008",263,291,767,"1,416"
2020년03월_계_70~79세,"4,977",189,459,739,"1,224",607,128,156,486,989
2020년03월_계_80~89세,"2,035",86,169,299,509,266,61,47,224,374
2020년03월_계_90~99세,356,25,36,70,70,43,19,11,36,46
2020년03월_계_100세 이상,82,2,5,9,13,24,4,1,9,15
2020년03월_남_총인구수,"20,454","1,103","1,488","3,126","5,237","2,243",546,579,"2,467","3,665"
2020년03월_남_연령구간인구수,"20,454","1,103","1,488","3,126","5,237","2,243",546,579,"2,467","3,665"
2020년03월_남_0~9세,767,20,44,124,212,72,12,9,108,166
2020년03월_남_10~19세,"1,123",39,54,198,320,113,26,13,113,247
2020년03월_남_20~29세,"2,753",203,161,456,739,254,64,42,398,436
2020년03월_남_30~39세,"2,455",171,143,367,609,266,62,63,386,388
2020년03월_남_40~49세,"3,026",149,210,487,799,314,64,70,415,518
2020년03월_남_50~59세,"3,631",189,292,526,938,395,94,131,376,690
2020년03월_남_60~69세,"3,672",191,277,547,877,465,136,164,373,642
2020년03월_남_70~79세,"2,157",99,226,301,512,261,57,71,208,422
2020년03월_남_80~89세,755,35,68,104,209,86,24,10,78,141
2020년03월_남_90~99세,97,7,12,12,19,12,5,6,10,14
2020년03월_남_100세 이상,18,0,1,4,3,5,2,0,2,1
2020년03월_여_총인구수,"21,310","1,078","1,482","3,476","5,493","2,472",542,468,"2,431","3,868"
2020년03월_여_연령구간인구수,"21,310","1,078","1,482","3,476","5,493","2,472",542,468,"2,431","3,868"
2020년03월_여_0~9세,691,21,43,107,199,54,9,5,99,154
2020년03월_여_10~19세,"1,085",41,55,228,303,101,19,16,116,206
2020년03월_여_20~29세,"2,754",240,165,464,722,276,46,32,427,382
2020년03월_여_30~39세,"2,080",163,112,339,539,225,53,41,290,318
2020년03월_여_40~49세,"2,570",113,155,451,703,259,59,43,301,486
2020년03월_여_50~59세,"3,598",155,277,593,905,438,105,76,347,702
2020년03월_여_60~69세,"4,109",184,313,598,"1,049",543,127,127,394,774
2020년03월_여_70~79세,"2,820",90,233,438,712,346,71,85,278,567
2020년03월_여_80~89세,"1,280",51,101,195,300,180,37,37,146,233
2020년03월_여_90~99세,259,18,24,58,51,31,14,5,26,32
2020년03월_여_100세 이상,64,2,4,5,10,19,2,1,7,14
2020년04월_계_총인구수,"41,714","2,200","2,964","6,601","10,740","4,708","1,086","1,049","4,858","7,508"
2020년04월_계_연령구간인구수,"41,714","2,200","2,964","6,601","10,740","4,708","1,086","1,049","4,858","7,508"
2020년04월_계_0~9세,"1,450",41,85,226,417,121,23,14,204,319
2020년04월_계_10~19세,"2,186",81,112,420,614,213,41,30,222,453
2020년04월_계_20~29세,"5,540",451,321,937,"1,473",537,109,73,819,820
2020년04월_계_30~39세,"4,506",343,257,698,"1,141",487,114,106,663,697
2020년04월_계_40~49세,"5,583",262,368,936,"1,502",573,123,109,712,998
2020년04월_계_50~59세,"7,191",344,563,"1,113","1,850",835,193,208,716,"1,369"
2020년04월_계_60~69세,"7,773",377,586,"1,150","1,916","1,000",267,293,761,"1,423"
2020년04월_계_70~79세,"5,005",188,461,747,"1,228",608,131,155,492,995
2020년04월_계_80~89세,"2,039",85,168,295,516,265,62,49,224,375
2020년04월_계_90~99세,359,26,38,70,70,45,19,11,36,44
2020년04월_계_100세 이상,82,2,5,9,13,24,4,1,9,15
2020년04월_남_총인구수,"20,451","1,116","1,485","3,127","5,252","2,236",547,579,"2,449","3,660"
2020년04월_남_연령구간인구수,"20,451","1,116","1,485","3,127","5,252","2,236",547,579,"2,449","3,660"
2020년04월_남_0~9세,764,20,42,121,218,70,13,8,107,165
2020년04월_남_10~19세,"1,114",41,54,197,314,114,23,14,111,246
2020년04월_남_20~29세,"2,775",207,161,468,745,255,65,40,397,437
2020년04월_남_30~39세,"2,439",174,142,371,603,261,60,63,376,389
2020년04월_남_40~49세,"3,031",147,213,481,809,315,65,68,416,517
2020년04월_남_50~59세,"3,614",192,288,523,940,396,94,132,371,678
2020년04월_남_60~69세,"3,667",194,277,549,874,458,137,167,367,644
2020년04월_남_70~79세,"2,176",99,226,300,517,263,59,70,213,429
2020년04월_남_80~89세,756,35,69,101,210,87,24,11,79,140
2020년04월_남_90~99세,97,7,12,12,19,12,5,6,10,14
2020년04월_남_100세 이상,18,0,1,4,3,5,2,0,2,1
2020년04월_여_총인구수,"21,263","1,084","1,479","3,474","5,488","2,472",539,470,"2,409","3,848"
2020년04월_여_연령구간인구수,"21,263","1,084","1,479","3,474","5,488","2,472",539,470,"2,409","3,848"
2020년04월_여_0~9세,686,21,43,105,199,51,10,6,97,154
2020년04월_여_10~19세,"1,072",40,58,223,300,99,18,16,111,207
2020년04월_여_20~29세,"2,765",244,160,469,728,282,44,33,422,383
2020년04월_여_30~39세,"2,067",169,115,327,538,226,54,43,287,308
2020년04월_여_40~49세,"2,552",115,155,455,693,258,58,41,296,481
2020년04월_여_50~59세,"3,577",152,275,590,910,439,99,76,345,691
2020년04월_여_60~69세,"4,106",183,309,601,"1,042",542,130,126,394,779
2020년04월_여_70~79세,"2,829",89,235,447,711,345,72,85,279,566
2020년04월_여_80~89세,"1,283",50,99,194,306,178,38,38,145,235
2020년04월_여_90~99세,262,19,26,58,51,33,14,5,26,30
2020년04월_여_100세 이상,64,2,4,5,10,19,2,1,7,14
2020년05월_계_총인구수,"41,742","2,249","2,973","6,590","10,747","4,711","1,083","1,042","4,851","7,496"
2020년05월_계_연령구간인구수,"41,742","2,249","2,973","6,590","10,747","4,711","1,083","1,042","4,851","7,496"
2020년05월_계_0~9세,"1,426",40,85,222,411,117,21,14,201,315
2020년05월_계_10~19세,"2,170",83,109,417,612,216,40,29,219,445
2020년05월_계_20~29세,"5,551",475,319,936,"1,473",534,108,72,815,819
2020년05월_계_30~39세,"4,517",357,260,697,"1,136",493,115,108,664,687
2020년05월_계_40~49세,"5,589",268,372,935,"1,503",572,125,110,705,999
2020년05월_계_50~59세,"7,194",350,565,"1,111","1,849",839,191,205,718,"1,366"
2020년05월_계_60~69세,"7,770",372,588,"1,140","1,925",996,265,287,764,"1,433"
2020년05월_계_70~79세,"5,026",192,466,756,"1,228",604,133,156,494,997
2020년05월_계_80~89세,"2,057",83,166,298,527,270,63,49,227,374
2020년05월_계_90~99세,361,27,38,70,70,46,18,11,35,46
2020년05월_계_100세 이상,81,2,5,8,13,24,4,1,9,15
2020년05월_남_총인구수,"20,457","1,131","1,487","3,119","5,260","2,233",550,575,"2,451","3,651"
2020년05월_남_연령구간인구수,"20,457","1,131","1,487","3,119","5,260","2,233",550,575,"2,451","3,651"
2020년05월_남_0~9세,752,19,41,120,215,67,12,8,105,165
2020년05월_남_10~19세,"1,107",41,53,194,315,116,23,14,110,241
2020년05월_남_20~29세,"2,785",216,160,472,749,254,66,38,397,433
2020년05월_남_30~39세,"2,435",178,143,363,601,262,61,63,382,382
2020년05월_남_40~49세,"3,040",147,217,484,809,317,66,69,411,520
2020년05월_남_50~59세,"3,607",195,288,522,938,395,92,130,372,675
2020년05월_남_60~69세,"3,662",193,276,541,879,453,138,165,366,651
2020년05월_남_70~79세,"2,193",101,227,305,520,263,60,71,216,430
2020년05월_남_80~89세,761,34,69,103,212,89,25,11,80,138
2020년05월_남_90~99세,97,7,12,11,19,12,5,6,10,15
2020년05월_남_100세 이상,18,0,1,4,3,5,2,0,2,1
2020년05월_여_총인구수,"21,285","1,118","1,486","3,471","5,487","2,478",533,467,"2,400","3,845"
2020년05월_여_연령구간인구수,"21,285","1,118","1,486","3,471","5,487","2,478",533,467,"2,400","3,845"
2020년05월_여_0~9세,674,21,44,102,196,50,9,6,96,150
2020년05월_여_10~19세,"1,063",42,56,223,297,100,17,15,109,204
2020년05월_여_20~29세,"2,766",259,159,464,724,280,42,34,418,386
2020년05월_여_30~39세,"2,082",179,117,334,535,231,54,45,282,305
2020년05월_여_40~49세,"2,549",121,155,451,694,255,59,41,294,479
2020년05월_여_50~59세,"3,587",155,277,589,911,444,99,75,346,691
2020년05월_여_60~69세,"4,108",179,312,599,"1,046",543,127,122,398,782
2020년05월_여_70~79세,"2,833",91,239,451,708,341,73,85,278,567
2020년05월_여_80~89세,"1,296",49,97,195,315,181,38,38,147,236
2020년05월_여_90~99세,264,20,26,59,51,34,13,5,25,31
2020년05월_여_100세 이상,63,2,4,4,10,19,2,1,7,14
2020년06월_계_총인구수,"41,652","2,294","2,953","6,548","10,695","4,718","1,081","1,049","4,844","7,470"
2020년06월_계_연령구간인구수,"41,652","2,294","2,953","6,548","10,695","4,718","1,081","1,049","4,844","7,470"
2020년06월_계_0~9세,"1,405",39,86,216,400,119,20,16,198,311
2020년06월_계_10~19세,"2,142",81,103,410,606,211,38,29,219,445
2020년06월_계_20~29세,"5,569",502,319,921,"1,478",533,110,78,815,813
2020년06월_계_30~39세,"4,509",385,257,688,"1,128",493,115,101,662,680
2020년06월_계_40~49세,"5,560",267,368,932,"1,489",582,124,112,697,989
2020년06월_계_50~59세,"7,156",351,558,"1,112","1,828",825,193,210,716,"1,363"
2020년06월_계_60~69세,"7,768",370,585,"1,136","1,923",999,261,288,767,"1,439"
2020년06월_계_70~79세,"5,047",188,466,759,"1,232",614,135,156,500,997
2020년06월_계_80~89세,"2,055",82,166,297,529,271,64,47,226,373
2020년06월_계_90~99세,360,27,40,69,69,47,17,11,35,45
2020년06월_계_100세 이상,81,2,5,8,13,24,4,1,9,15
2020년06월_남_총인구수,"20,411","1,148","1,472","3,113","5,225","2,233",544,580,"2,453","3,643"
2020년06월_남_연령구간인구수,"20,411","1,148","1,472","3,113","5,225","2,233",544,580,"2,453","3,643"
2020년06월_남_0~9세,739,19,40,119,206,65,11,10,106,163
2020년06월_남_10~19세,"1,086",37,50,193,308,115,22,14,108,239
2020년06월_남_20~29세,"2,797",223,162,469,747,253,65,43,403,432
2020년06월_남_30~39세,"2,427",196,139,361,595,258,59,57,381,381
2020년06월_남_40~49세,"3,031",147,214,483,802,321,67,71,409,517
2020년06월_남_50~59세,"3,594",195,282,522,929,391,94,133,373,675
2020년06월_남_60~69세,"3,663",192,278,541,884,452,135,164,364,653
2020년06월_남_70~79세,"2,195",100,222,307,518,268,60,71,219,430
2020년06월_남_80~89세,761,32,71,103,213,92,24,11,78,137
2020년06월_남_90~99세,100,7,13,11,20,13,5,6,10,15
2020년06월_남_100세 이상,18,0,1,4,3,5,2,0,2,1
2020년06월_여_총인구수,"21,241","1,146","1,481","3,435","5,470","2,485",537,469,"2,391","3,827"
2020년06월_여_연령구간인구수,"21,241","1,146","1,481","3,435","5,470","2,485",537,469,"2,391","3,827"
2020년06월_여_0~9세,666,20,46,97,194,54,9,6,92,148
2020년06월_여_10~19세,"1,056",44,53,217,298,96,16,15,111,206
2020년06월_여_20~29세,"2,772",279,157,452,731,280,45,35,412,381
2020년06월_여_30~39세,"2,082",189,118,327,533,235,56,44,281,299
2020년06월_여_40~49세,"2,529",120,154,449,687,261,57,41,288,472
2020년06월_여_50~59세,"3,562",156,276,590,899,434,99,77,343,688
2020년06월_여_60~69세,"4,105",178,307,595,"1,039",547,126,124,403,786
2020년06월_여_70~79세,"2,852",88,244,452,714,346,75,85,281,567
2020년06월_여_80~89세,"1,294",50,95,194,316,179,40,36,148,236
2020년06월_여_90~99세,260,20,27,58,49,34,12,5,25,30
2020년06월_여_100세 이상,63,2,4,4,10,19,2,1,7,14
2020년07월_계_총인구수,"41,633","2,355","2,946","6,560","10,672","4,725","1,071","1,045","4,829","7,430"
2020년07월_계_연령구간인구수,"41,633","2,355","2,946","6,560","10,672","4,725","1,071","1,045","4,829","7,430"
2020년07월_계_0~9세,"1,398",40,85,215,400,119,18,17,195,309
2020년07월_계_10~19세,"2,114",86,101,405,594,209,38,29,218,434
2020년07월_계_20~29세,"5,596",526,319,937,"1,473",544,108,79,798,812
2020년07월_계_30~39세,"4,516",400,262,691,"1,125",494,113,100,665,666
2020년07월_계_40~49세,"5,546",280,366,938,"1,492",570,121,108,693,978
2020년07월_계_50~59세,"7,123",351,552,"1,102","1,816",819,197,208,722,"1,356"
2020년07월_계_60~69세,"7,784",372,580,"1,140","1,926","1,005",258,291,767,"1,445"
2020년07월_계_70~79세,"5,045",189,466,759,"1,234",618,132,154,498,995
2020년07월_계_80~89세,"2,068",83,171,297,528,274,64,47,229,375
2020년07월_계_90~99세,362,26,39,68,71,49,18,11,35,45
2020년07월_계_100세 이상,81,2,5,8,13,24,4,1,9,15
2020년07월_남_총인구수,"20,380","1,173","1,465","3,111","5,210","2,234",542,581,"2,438","3,626"
2020년07월_남_연령구간인구수,"20,380","1,173","1,465","3,111","5,210","2,234",542,581,"2,438","3,626"
2020년07월_남_0~9세,735,20,39,118,205,68,10,10,102,163
2020년07월_남_10~19세,"1,068",39,47,190,305,112,22,14,108,231
2020년07월_남_20~29세,"2,799",230,162,471,741,260,64,44,395,432
2020년07월_남_30~39세,"2,438",207,139,364,596,259,58,56,383,376
2020년07월_남_40~49세,"3,008",149,213,486,800,312,66,68,404,510
2020년07월_남_50~59세,"3,570",192,281,516,921,387,95,134,371,673
2020년07월_남_60~69세,"3,672",196,274,540,887,451,136,167,363,658
2020년07월_남_70~79세,"2,202",101,225,308,518,272,59,70,222,427
2020년07월_남_80~89세,770,33,72,103,214,94,24,12,78,140
2020년07월_남_90~99세,100,6,12,11,20,14,6,6,10,15
2020년07월_남_100세 이상,18,0,1,4,3,5,2,0,2,1
2020년07월_여_총인구수,"21,253","1,182","1,481","3,449","5,462","2,491",529,464,"2,391","3,804"
2020년07월_여_연령구간인구수,"21,253","1,182","1,481","3,449","5,462","2,491",529,464,"2,391","3,804"
2020년07월_여_0~9세,663,20,46,97,195,51,8,7,93,146
2020년07월_여_10~19세,"1,046",47,54,215,289,97,16,15,110,203
2020년07월_여_20~29세,"2,797",296,157,466,732,284,44,35,403,380
2020년07월_여_30~39세,"2,078",193,123,327,529,235,55,44,282,290
2020년07월_여_40~49세,"2,538",131,153,452,692,258,55,40,289,468
2020년07월_여_50~59세,"3,553",159,271,586,895,432,102,74,351,683
2020년07월_여_60~69세,"4,112",176,306,600,"1,039",554,122,124,404,787
2020년07월_여_70~79세,"2,843",88,241,451,716,346,73,84,276,568
2020년07월_여_80~89세,"1,298",50,99,194,314,180,40,35,151,235
2020년07월_여_90~99세,262,20,27,57,51,35,12,5,25,30
2020년07월_여_100세 이상,63,2,4,4,10,19,2,1,7,14
2020년08월_계_총인구수,"41,630","2,393","2,940","6,563","10,691","4,715","1,068","1,042","4,814","7,404"
2020년08월_계_연령구간인구수,"41,630","2,393","2,940","6,563","10,691","4,715","1,068","1,042","4,814","7,404"
2020년08월_계_0~9세,"1,378",40,84,213,400,116,19,17,183,306
2020년08월_계_10~19세,"2,090",87,102,394,592,204,38,29,214,430
2020년08월_계_20~29세,"5,639",549,324,944,"1,482",550,106,74,804,806
2020년08월_계_30~39세,"4,514",409,255,702,"1,126",485,110,99,666,662
2020년08월_계_40~49세,"5,492",278,365,924,"1,487",561,118,109,681,969
2020년08월_계_50~59세,"7,123",364,549,"1,104","1,806",821,199,211,720,"1,349"
2020년08월_계_60~69세,"7,807",369,576,"1,148","1,944","1,012",259,288,769,"1,442"
2020년08월_계_70~79세,"5,066",187,466,765,"1,237",618,135,157,504,997
2020년08월_계_80~89세,"2,066",82,174,289,531,275,62,46,227,380
2020년08월_계_90~99세,371,25,40,72,73,48,17,11,37,48
2020년08월_계_100세 이상,84,3,5,8,13,25,5,1,9,15
2020년08월_남_총인구수,"20,358","1,183","1,467","3,108","5,214","2,221",540,582,"2,435","3,608"
2020년08월_남_연령구간인구수,"20,358","1,183","1,467","3,108","5,214","2,221",540,582,"2,435","3,608"
2020년08월_남_0~9세,728,19,39,116,207,66,10,10,97,164
2020년08월_남_10~19세,"1,060",40,47,185,305,109,22,14,109,229
2020년08월_남_20~29세,"2,803",232,166,470,740,264,62,42,401,426
2020년08월_남_30~39세,"2,446",213,137,369,599,257,58,57,382,374
2020년08월_남_40~49세,"2,972",144,214,478,797,305,63,70,396,505
2020년08월_남_50~59세,"3,569",203,283,519,911,385,98,134,369,667
2020년08월_남_60~69세,"3,681",192,270,544,901,451,135,165,367,656
2020년08월_남_70~79세,"2,211",100,224,311,516,272,61,73,225,429
2020년08월_남_80~89세,766,34,74,99,214,93,23,11,76,142
2020년08월_남_90~99세,103,6,12,13,21,13,6,6,11,15
2020년08월_남_100세 이상,19,0,1,4,3,6,2,0,2,1
2020년08월_여_총인구수,"21,272","1,210","1,473","3,455","5,477","2,494",528,460,"2,379","3,796"
2020년08월_여_연령구간인구수,"21,272","1,210","1,473","3,455","5,477","2,494",528,460,"2,379","3,796"
2020년08월_여_0~9세,650,21,45,97,193,50,9,7,86,142
2020년08월_여_10~19세,"1,030",47,55,209,287,95,16,15,105,201
2020년08월_여_20~29세,"2,836",317,158,474,742,286,44,32,403,380
2020년08월_여_30~39세,"2,068",196,118,333,527,228,52,42,284,288
2020년08월_여_40~49세,"2,520",134,151,446,690,256,55,39,285,464
2020년08월_여_50~59세,"3,554",161,266,585,895,436,101,77,351,682
2020년08월_여_60~69세,"4,126",177,306,604,"1,043",561,124,123,402,786
2020년08월_여_70~79세,"2,855",87,242,454,721,346,74,84,279,568
2020년08월_여_80~89세,"1,300",48,100,190,317,182,39,35,151,238
2020년08월_여_90~99세,268,19,28,59,52,35,11,5,26,33
2020년08월_여_100세 이상,65,3,4,4,10,19,3,1,7,14
2020년09월_계_총인구수,"41,593","2,412","2,935","6,580","10,675","4,680","1,069","1,040","4,802","7,400"
2020년09월_계_연령구간인구수,"41,593","2,412","2,935","6,580","10,675","4,680","1,069","1,040","4,802","7,400"
2020년09월_계_0~9세,"1,364",42,82,215,396,113,18,17,182,299
2020년09월_계_10~19세,"2,076",86,102,397,582,196,37,28,214,434
2020년09월_계_20~29세,"5,634",557,329,941,"1,488",540,109,72,804,794
2020년09월_계_30~39세,"4,480",412,249,699,"1,114",480,110,97,660,659
2020년09월_계_40~49세,"5,491",282,363,929,"1,484",550,117,109,679,978
2020년09월_계_50~59세,"7,109",362,546,"1,108","1,801",823,200,213,716,"1,340"
2020년09월_계_60~69세,"7,836",375,582,"1,153","1,955","1,003",259,289,769,"1,451"
2020년09월_계_70~79세,"5,083",187,465,770,"1,235",630,135,155,508,998
2020년09월_계_80~89세,"2,067",82,172,286,537,273,62,46,225,384
2020년09월_계_90~99세,369,24,40,74,70,47,17,13,36,48
2020년09월_계_100세 이상,84,3,5,8,13,25,5,1,9,15
2020년09월_남_총인구수,"20,345","1,193","1,471","3,119","5,202","2,201",539,578,"2,440","3,602"
2020년09월_남_연령구간인구수,"20,345","1,193","1,471","3,119","5,202","2,201",539,578,"2,440","3,602"
2020년09월_남_0~9세,715,20,37,115,203,65,9,10,99,157
2020년09월_남_10~19세,"1,051",40,45,187,302,107,20,13,109,228
2020년09월_남_20~29세,"2,806",232,172,469,745,253,64,41,408,422
2020년09월_남_30~39세,"2,424",216,134,364,591,254,58,55,383,369
2020년09월_남_40~49세,"2,972",148,213,482,797,296,63,68,394,511
2020년09월_남_50~59세,"3,590",200,285,526,910,397,99,135,367,671
2020년09월_남_60~69세,"3,692",196,276,546,905,443,135,165,367,659
2020년09월_남_70~79세,"2,213",101,222,315,512,276,61,74,224,428
2020년09월_남_80~89세,762,34,74,98,214,92,22,10,77,141
2020년09월_남_90~99세,101,6,12,13,20,12,6,7,10,15
2020년09월_남_100세 이상,19,0,1,4,3,6,2,0,2,1
2020년09월_여_총인구수,"21,248","1,219","1,464","3,461","5,473","2,479",530,462,"2,362","3,798"
2020년09월_여_연령구간인구수,"21,248","1,219","1,464","3,461","5,473","2,479",530,462,"2,362","3,798"
2020년09월_여_0~9세,649,22,45,100,193,48,9,7,83,142
2020년09월_여_10~19세,"1,025",46,57,210,280,89,17,15,105,206
2020년09월_여_20~29세,"2,828",325,157,472,743,287,45,31,396,372
2020년09월_여_30~39세,"2,056",196,115,335,523,226,52,42,277,290
2020년09월_여_40~49세,"2,519",134,150,447,687,254,54,41,285,467
2020년09월_여_50~59세,"3,519",162,261,582,891,426,101,78,349,669
2020년09월_여_60~69세,"4,144",179,306,607,"1,050",560,124,124,402,792
2020년09월_여_70~79세,"2,870",86,243,455,723,354,74,81,284,570
2020년09월_여_80~89세,"1,305",48,98,188,323,181,40,36,148,243
2020년09월_여_90~99세,268,18,28,61,50,35,11,6,26,33
