카테고리,대전광역시 대덕구,대전광역시 대덕구 오정동,대전광역시 대덕구 대화동,대전광역시 대덕구 회덕동,대전광역시 대덕구 비래동,대전광역시 대덕구 송촌동,대전광역시 대덕구 중리동,대전광역시 대덕구 신탄진동,대전광역시 대덕구 석봉동,대전광역시 대덕구 덕암동,대전광역시 대덕구 목상동,대전광역시 대덕구 법1동,대전광역시 대덕구 법2동
2020년01월_남_40~49세,"14,492","1,217",692,"1,095","1,365","2,498","1,763",877,"1,213","1,254",670,671,"1,177"
2020년01월_남_50~59세,"17,117","1,567",768,"1,412","1,576","2,822","1,950","1,162","1,170","1,447",642,943,"1,658"
2020년01월_남_60~69세,"11,292","1,274",671,"1,146","1,074","1,195","1,322",832,714,832,345,697,"1,190"
2020년01월_남_70~79세,"5,175",593,290,556,515,481,641,443,279,423,129,347,478
2020년01월_남_80~89세,"1,779",172,91,208,180,202,192,148,113,162,42,112,157
2020년01월_남_90~99세,121,8,3,17,14,13,12,5,5,11,5,12,16
2020년01월_남_100세 이상,7,2,0,4,1,0,0,0,0,0,0,0,0
2020년01월_여_총인구수,"86,851","7,190","3,534","6,893","8,553","14,499","9,680","5,559","7,033","6,681","3,124","5,269","8,836"
2020년01월_여_연령구간인구수,"86,851","7,190","3,534","6,893","8,553","14,499","9,680","5,559","7,033","6,681","3,124","5,269","8,836"
2020년01월_여_0~9세,"5,808",376,155,438,542,"1,111",547,317,866,417,266,237,536
2020년01월_여_10~19세,"8,465",500,250,549,860,"2,053",840,440,634,670,337,454,878
2020년01월_여_20~29세,"11,062","1,082",363,742,"1,089","1,957","1,360",685,794,853,447,592,"1,098"
2020년01월_여_30~39세,"9,307",727,411,667,850,"1,494",997,526,"1,195",735,434,461,810
2020년01월_여_40~49세,"13,932",891,508,956,"1,361","2,985","1,552",777,"1,127","1,073",544,738,"1,420"
2020년01월_여_50~59세,"16,487","1,409",652,"1,353","1,648","2,680","1,863","1,063","1,167","1,244",529,"1,013","1,866"
2020년01월_여_60~69세,"11,529","1,210",605,"1,125","1,219","1,174","1,447",880,702,848,301,834,"1,184"
2020년01월_여_70~79세,"6,465",656,385,654,645,640,733,530,330,530,157,573,632
2020년01월_여_80~89세,"3,273",274,169,359,303,352,296,284,190,267,91,336,352
2020년01월_여_90~99세,499,62,34,48,33,49,44,52,27,42,18,30,60
2020년01월_여_100세 이상,24,3,2,2,3,4,1,5,1,2,0,1,0
2020년02월_계_총인구수,"176,164","15,180","7,490","13,972","16,979","28,717","20,061","11,342","14,377","14,118","6,875","9,946","17,107"
2020년02월_계_연령구간인구수,"176,164","15,180","7,490","13,972","16,979","28,717","20,061","11,342","14,377","14,118","6,875","9,946","17,107"
2020년02월_계_0~9세,"11,652",762,337,821,"1,064","2,244","1,108",591,"1,783",866,545,483,"1,048"
2020년02월_계_10~19세,"17,493","1,068",544,"1,136","1,790","4,148","1,742",965,"1,323","1,389",675,892,"1,821"
2020년02월_계_20~29세,"24,723","2,388",857,"1,699","2,377","4,244","3,052","1,530","1,769","2,047","1,079","1,309","2,372"
2020년02월_계_30~39세,"20,053","1,653",889,"1,398","1,801","2,954","2,350","1,184","2,438","1,693","1,082",951,"1,660"
2020년02월_계_40~49세,"28,275","2,095","1,191","2,035","2,723","5,437","3,293","1,659","2,346","2,308","1,223","1,376","2,589"
2020년02월_계_50~59세,"33,583","2,948","1,409","2,743","3,219","5,545","3,802","2,232","2,334","2,684","1,177","1,966","3,524"
2020년02월_계_60~69세,"22,961","2,488","1,284","2,273","2,302","2,399","2,784","1,712","1,431","1,691",650,"1,551","2,396"
2020년02월_계_70~79세,"11,671","1,254",678,"1,218","1,157","1,130","1,375",967,614,958,290,923,"1,107"
2020년02월_계_80~89세,"5,089",449,260,577,493,549,495,437,308,426,130,450,515
2020년02월_계_90~99세,633,70,39,66,49,64,59,60,30,54,23,44,75
2020년02월_계_100세 이상,31,5,2,6,4,3,1,5,1,2,1,1,0
2020년02월_남_총인구수,"89,594","8,028","3,964","7,116","8,459","14,213","10,431","5,802","7,362","7,467","3,748","4,701","8,303"
2020년02월_남_연령구간인구수,"89,594","8,028","3,964","7,116","8,459","14,213","10,431","5,802","7,362","7,467","3,748","4,701","8,303"
2020년02월_남_0~9세,"5,917",392,184,393,528,"1,135",574,278,922,460,279,250,522
2020년02월_남_10~19세,"9,130",578,296,593,945,"2,124",906,529,685,724,342,451,957
2020년02월_남_20~29세,"13,701","1,311",498,962,"1,288","2,269","1,708",851,982,"1,197",634,721,"1,280"
2020년02월_남_30~39세,"10,832",934,483,742,962,"1,458","1,358",667,"1,256",961,650,495,866
2020년02월_남_40~49세,"14,413","1,206",682,"1,086","1,361","2,473","1,756",884,"1,221","1,241",674,658,"1,171"
2020년02월_남_50~59세,"17,106","1,546",762,"1,397","1,579","2,847","1,943","1,161","1,169","1,450",645,948,"1,659"
2020년02월_남_60~69세,"11,368","1,280",671,"1,147","1,079","1,206","1,338",836,726,835,348,704,"1,198"
2020년02월_남_70~79세,"5,195",594,293,561,518,486,640,437,281,429,130,347,479
2020년02월_남_80~89세,"1,803",175,92,214,184,202,196,153,115,159,41,115,157
2020년02월_남_90~99세,122,10,3,17,14,13,12,6,5,11,5,12,14
2020년02월_남_100세 이상,7,2,0,4,1,0,0,0,0,0,0,0,0
2020년02월_여_총인구수,"86,570","7,152","3,526","6,856","8,520","14,504","9,630","5,540","7,015","6,651","3,127","5,245","8,804"
2020년02월_여_연령구간인구수,"86,570","7,152","3,526","6,856","8,520","14,504","9,630","5,540","7,015","6,651","3,127","5,245","8,804"
2020년02월_여_0~9세,"5,735",370,153,428,536,"1,109",534,313,861,406,266,233,526
2020년02월_여_10~19세,"8,363",490,248,543,845,"2,024",836,436,638,665,333,441,864
2020년02월_여_20~29세,"11,022","1,077",359,737,"1,089","1,975","1,344",679,787,850,445,588,"1,092"
2020년02월_여_30~39세,"9,221",719,406,656,839,"1,496",992,517,"1,182",732,432,456,794
2020년02월_여_40~49세,"13,862",889,509,949,"1,362","2,964","1,537",775,"1,125","1,067",549,718,"1,418"
2020년02월_여_50~59세,"16,477","1,402",647,"1,346","1,640","2,698","1,859","1,071","1,165","1,234",532,"1,018","1,865"
2020년02월_여_60~69세,"11,593","1,208",613,"1,126","1,223","1,193","1,446",876,705,856,302,847,"1,198"
2020년02월_여_70~79세,"6,476",660,385,657,639,644,735,530,333,529,160,576,628
2020년02월_여_80~89세,"3,286",274,168,363,309,347,299,284,193,267,89,335,358
2020년02월_여_90~99세,511,60,36,49,35,51,47,54,25,43,18,32,61
2020년02월_여_100세 이상,24,3,2,2,3,3,1,5,1,2,1,1,0
2020년03월_계_총인구수,"175,731","15,125","7,488","13,872","16,963","28,591","20,043","11,335","14,417","14,045","6,881","9,930","17,041"
2020년03월_계_연령구간인구수,"175,731","15,125","7,488","13,872","16,963","28,591","20,043","11,335","14,417","14,045","6,881","9,930","17,041"
2020년03월_계_0~9세,"11,557",738,333,795,"1,059","2,232","1,106",578,"1,797",858,543,480,"1,038"
2020년03월_계_10~19세,"17,381","1,062",543,"1,126","1,794","4,112","1,730",959,"1,321","1,373",661,890,"1,810"
2020년03월_계_20~29세,"24,591","2,377",866,"1,677","2,378","4,218","3,028","1,535","1,754","2,043","1,079","1,295","2,341"
2020년03월_계_30~39세,"19,917","1,644",885,"1,397","1,775","2,907","2,350","1,177","2,454","1,659","1,089",942,"1,638"
2020년03월_계_40~49세,"28,120","2,089","1,184","1,998","2,719","5,416","3,252","1,657","2,353","2,289","1,225","1,370","2,568"
2020년03월_계_50~59세,"33,522","2,931","1,414","2,712","3,217","5,533","3,814","2,232","2,327","2,682","1,184","1,972","3,504"
2020년03월_계_60~69세,"23,133","2,498","1,281","2,295","2,317","2,416","2,807","1,724","1,453","1,694",656,"1,563","2,429"
2020년03월_계_70~79세,"11,710","1,256",675,"1,215","1,160","1,132","1,393",972,613,961,294,918,"1,121"
2020년03월_계_80~89세,"5,125",453,266,585,490,556,505,434,313,430,127,452,514
2020년03월_계_90~99세,643,72,39,66,49,66,57,62,31,54,22,47,78
2020년03월_계_100세 이상,32,5,2,6,5,3,1,5,1,2,1,1,0
2020년03월_남_총인구수,"89,419","8,018","3,961","7,057","8,457","14,147","10,428","5,808","7,381","7,436","3,755","4,696","8,275"
2020년03월_남_연령구간인구수,"89,419","8,018","3,961","7,057","8,457","14,147","10,428","5,808","7,381","7,436","3,755","4,696","8,275"
2020년03월_남_0~9세,"5,867",386,176,386,523,"1,125",571,276,925,455,277,247,520
2020년03월_남_10~19세,"9,069",573,298,585,949,"2,102",905,521,685,718,335,451,947
2020년03월_남_20~29세,"13,643","1,312",504,935,"1,291","2,263","1,690",852,971,"1,200",633,719,"1,273"
2020년03월_남_30~39세,"10,797",940,486,745,951,"1,433","1,361",668,"1,275",940,659,488,851
2020년03월_남_40~49세,"14,313","1,195",675,"1,068","1,358","2,444","1,738",881,"1,225","1,232",678,659,"1,160"
2020년03월_남_50~59세,"17,124","1,540",766,"1,387","1,585","2,858","1,960","1,169","1,166","1,446",647,952,"1,648"
2020년03월_남_60~69세,"11,435","1,285",670,"1,151","1,078","1,213","1,351",840,733,841,350,709,"1,214"
2020년03월_남_70~79세,"5,223",600,291,562,521,491,642,441,282,432,130,342,489
2020년03월_남_80~89세,"1,817",175,92,217,184,205,200,153,115,161,41,116,158
2020년03월_남_90~99세,124,10,3,17,16,13,10,7,4,11,5,13,15
2020년03월_남_100세 이상,7,2,0,4,1,0,0,0,0,0,0,0,0
2020년03월_여_총인구수,"86,312","7,107","3,527","6,815","8,506","14,444","9,615","5,527","7,036","6,609","3,126","5,234","8,766"
2020년03월_여_연령구간인구수,"86,312","7,107","3,527","6,815","8,506","14,444","9,615","5,527","7,036","6,609","3,126","5,234","8,766"
2020년03월_여_0~9세,"5,690",352,157,409,536,"1,107",535,302,872,403,266,233,518
2020년03월_여_10~19세,"8,312",489,245,541,845,"2,010",825,438,636,655,326,439,863
2020년03월_여_20~29세,"10,948","1,065",362,742,"1,087","1,955","1,338",683,783,843,446,576,"1,068"
2020년03월_여_30~39세,"9,120",704,399,652,824,"1,474",989,509,"1,179",719,430,454,787
2020년03월_여_40~49세,"13,807",894,509,930,"1,361","2,972","1,514",776,"1,128","1,057",547,711,"1,408"
2020년03월_여_50~59세,"16,398","1,391",648,"1,325","1,632","2,675","1,854","1,063","1,161","1,236",537,"1,020","1,856"
2020년03월_여_60~69세,"11,698","1,213",611,"1,144","1,239","1,203","1,456",884,720,853,306,854,"1,215"
2020년03월_여_70~79세,"6,487",656,384,653,639,641,751,531,331,529,164,576,632
2020년03월_여_80~89세,"3,308",278,174,368,306,351,305,281,198,269,86,336,356
2020년03월_여_90~99세,519,62,36,49,33,53,47,55,27,43,17,34,63
2020년03월_여_100세 이상,25,3,2,2,4,3,1,5,1,2,1,1,0
2020년04월_계_총인구수,"175,452","15,058","7,483","13,787","16,967","28,513","20,031","11,296","14,441","14,007","6,904","9,938","17,027"
2020년04월_계_연령구간인구수,"175,452","15,058","7,483","13,787","16,967","28,513","20,031","11,296","14,441","14,007","6,904","9,938","17,027"
2020년04월_계_0~9세,"11,490",725,339,779,"1,054","2,211","1,097",569,"1,799",854,549,479,"1,035"
2020년04월_계_10~19세,"17,272","1,061",542,"1,114","1,780","4,079","1,727",956,"1,319","1,350",658,882,"1,804"
2020년04월_계_20~29세,"24,550","2,365",854,"1,666","2,378","4,234","3,028","1,517","1,753","2,044","1,080","1,307","2,324"
2020년04월_계_30~39세,"19,828","1,629",888,"1,369","1,768","2,888","2,332","1,171","2,470","1,648","1,092",931,"1,642"
2020년04월_계_40~49세,"27,975","2,072","1,169","1,981","2,712","5,371","3,254","1,652","2,340","2,272","1,231","1,370","2,551"
2020년04월_계_50~59세,"33,508","2,920","1,419","2,688","3,227","5,540","3,808","2,224","2,332","2,688","1,186","1,978","3,498"
2020년04월_계_60~69세,"23,245","2,502","1,284","2,304","2,338","2,437","2,819","1,721","1,463","1,699",661,"1,565","2,452"
2020년04월_계_70~79세,"11,744","1,256",680,"1,223","1,166","1,121","1,393",982,617,962,292,926,"1,126"
2020년04월_계_80~89세,"5,151",449,266,590,487,563,516,438,316,432,130,448,516
2020년04월_계_90~99세,655,74,40,67,51,67,56,60,31,56,24,51,78
2020년04월_계_100세 이상,34,5,2,6,6,2,1,6,1,2,1,1,1
2020년04월_남_총인구수,"89,267","7,989","3,948","7,022","8,463","14,105","10,418","5,777","7,391","7,424","3,763","4,696","8,271"
2020년04월_남_연령구간인구수,"89,267","7,989","3,948","7,022","8,463","14,105","10,418","5,777","7,391","7,424","3,763","4,696","8,271"
2020년04월_남_0~9세,"5,825",377,177,382,528,"1,115",556,272,922,449,280,244,523
2020년04월_남_10~19세,"9,003",564,299,577,936,"2,089",908,514,687,711,332,447,939
2020년04월_남_20~29세,"13,639","1,313",495,934,"1,295","2,269","1,694",841,968,"1,204",631,727,"1,268"
2020년04월_남_30~39세,"10,759",931,485,731,947,"1,423","1,358",668,"1,285",932,663,481,855
2020년04월_남_40~49세,"14,239","1,190",670,"1,053","1,357","2,416","1,735",875,"1,219","1,228",681,658,"1,157"
2020년04월_남_50~59세,"17,102","1,538",762,"1,379","1,585","2,864","1,952","1,165","1,163","1,450",646,957,"1,641"
2020년04월_남_60~69세,"11,495","1,288",672,"1,157","1,091","1,221","1,364",836,737,847,351,710,"1,221"
2020년04월_남_70~79세,"5,243",602,292,570,525,482,639,445,290,433,129,343,493
2020년04월_남_80~89세,"1,826",174,93,217,182,212,202,155,115,159,44,114,159
2020년04월_남_90~99세,129,10,3,18,16,14,10,6,5,11,6,15,15
2020년04월_남_100세 이상,7,2,0,4,1,0,0,0,0,0,0,0,0
2020년04월_여_총인구수,"86,185","7,069","3,535","6,765","8,504","14,408","9,613","5,519","7,050","6,583","3,141","5,242","8,756"
2020년04월_여_연령구간인구수,"86,185","7,069","3,535","6,765","8,504","14,408","9,613","5,519","7,050","6,583","3,141","5,242","8,756"
2020년04월_여_0~9세,"5,665",348,162,397,526,"1,096",541,297,877,405,269,235,512
2020년04월_여_10~19세,"8,269",497,243,537,844,"1,990",819,442,632,639,326,435,865
2020년04월_여_20~29세,"10,911","1,052",359,732,"1,083","1,965","1,334",676,785,840,449,580,"1,056"
2020년04월_여_30~39세,"9,069",698,403,638,821,"1,465",974,503,"1,185",716,429,450,787
2020년04월_여_40~49세,"13,736",882,499,928,"1,355","2,955","1,519",777,"1,121","1,044",550,712,"1,394"
2020년04월_여_50~59세,"16,406","1,382",657,"1,309","1,642","2,676","1,856","1,059","1,169","1,238",540,"1,021","1,857"
2020년04월_여_60~69세,"11,750","1,214",612,"1,147","1,247","1,216","1,455",885,726,852,310,855,"1,231"
2020년04월_여_70~79세,"6,501",654,388,653,641,639,754,537,327,529,163,583,633
2020년04월_여_80~89세,"3,325",275,173,373,305,351,314,283,201,273,86,334,357
2020년04월_여_90~99세,526,64,37,49,35,53,46,54,26,45,18,36,63
2020년04월_여_100세 이상,27,3,2,2,5,2,1,6,1,2,1,1,1
2020년05월_계_총인구수,"175,250","15,049","7,429","13,745","16,954","28,467","19,994","11,293","14,459","14,014","6,918","9,924","17,004"
2020년05월_계_연령구간인구수,"175,250","15,049","7,429","13,745","16,954","28,467","19,994","11,293","14,459","14,014","6,918","9,924","17,004"
2020년05월_계_0~9세,"11,427",724,328,778,"1,057","2,193","1,078",567,"1,816",839,540,481,"1,026"
2020년05월_계_10~19세,"17,171","1,054",537,"1,104","1,771","4,066","1,705",953,"1,317","1,352",655,882,"1,775"
2020년05월_계_20~29세,"24,495","2,375",837,"1,661","2,362","4,227","3,014","1,513","1,742","2,048","1,094","1,303","2,319"
2020년05월_계_30~39세,"19,770","1,628",881,"1,356","1,756","2,856","2,326","1,163","2,484","1,650","1,096",932,"1,642"
2020년05월_계_40~49세,"27,847","2,069","1,155","1,964","2,691","5,360","3,247","1,652","2,331","2,268","1,226","1,353","2,531"
2020년05월_계_50~59세,"33,509","2,904","1,410","2,677","3,242","5,552","3,813","2,212","2,328","2,693","1,189","1,982","3,507"
2020년05월_계_60~69세,"23,374","2,508","1,287","2,316","2,349","2,467","2,832","1,735","1,473","1,696",668,"1,564","2,479"
2020년05월_계_70~79세,"11,791","1,255",684,"1,219","1,181","1,111","1,399",992,621,972,293,929,"1,135"
2020년05월_계_80~89세,"5,177",452,268,597,489,565,523,439,313,436,132,447,516
2020년05월_계_90~99세,656,75,40,67,51,68,56,61,33,58,24,50,73
2020년05월_계_100세 이상,33,5,2,6,5,2,1,6,1,2,1,1,1
2020년05월_남_총인구수,"89,154","7,968","3,922","7,002","8,463","14,098","10,390","5,768","7,402","7,421","3,764","4,696","8,260"
2020년05월_남_연령구간인구수,"89,154","7,968","3,922","7,002","8,463","14,098","10,390","5,768","7,402","7,421","3,764","4,696","8,260"
2020년05월_남_0~9세,"5,784",378,172,382,529,"1,110",544,269,930,439,273,239,519
2020년05월_남_10~19세,"8,944",562,296,573,931,"2,080",899,509,686,707,333,452,916
2020년05월_남_20~29세,"13,612","1,311",487,930,"1,292","2,272","1,673",845,965,"1,207",635,725,"1,270"
2020년05월_남_30~39세,"10,746",931,484,721,944,"1,407","1,361",662,"1,290",940,668,484,854
2020년05월_남_40~49세,"14,163","1,181",663,"1,046","1,343","2,407","1,737",871,"1,216","1,223",676,649,"1,151"
2020년05월_남_50~59세,"17,100","1,524",756,"1,372","1,601","2,876","1,947","1,161","1,160","1,448",645,965,"1,645"
2020년05월_남_60~69세,"11,569","1,293",675,"1,165","1,094","1,242","1,371",838,745,842,356,711,"1,237"
2020년05월_남_70~79세,"5,262",604,293,567,529,477,641,453,291,441,128,343,495
2020년05월_남_80~89세,"1,836",172,93,223,183,213,207,154,113,161,44,114,159
2020년05월_남_90~99세,131,10,3,19,16,14,10,6,6,13,6,14,14
2020년05월_남_100세 이상,7,2,0,4,1,0,0,0,0,0,0,0,0
2020년05월_여_총인구수,"86,096","7,081","3,507","6,743","8,491","14,369","9,604","5,525","7,057","6,593","3,154","5,228","8,744"
2020년05월_여_연령구간인구수,"86,096","7,081","3,507","6,743","8,491","14,369","9,604","5,525","7,057","6,593","3,154","5,228","8,744"
2020년05월_여_0~9세,"5,643",346,156,396,528,"1,083",534,298,886,400,267,242,507
2020년05월_여_10~19세,"8,227",492,241,531,840,"1,986",806,444,631,645,322,430,859
2020년05월_여_20~29세,"10,883","1,064",350,731,"1,070","1,955","1,341",668,777,841,459,578,"1,049"
2020년05월_여_30~39세,"9,024",697,397,635,812,"1,449",965,501,"1,194",710,428,448,788
2020년05월_여_40~49세,"13,684",888,492,918,"1,348","2,953","1,510",781,"1,115","1,045",550,704,"1,380"
2020년05월_여_50~59세,"16,409","1,380",654,"1,305","1,641","2,676","1,866","1,051","1,168","1,245",544,"1,017","1,862"
2020년05월_여_60~69세,"11,805","1,215",612,"1,151","1,255","1,225","1,461",897,728,854,312,853,"1,242"
2020년05월_여_70~79세,"6,529",651,391,652,652,634,758,539,330,531,165,586,640
2020년05월_여_80~89세,"3,341",280,175,374,306,352,316,285,200,275,88,333,357
2020년05월_여_90~99세,525,65,37,48,35,54,46,55,27,45,18,36,59
2020년05월_여_100세 이상,26,3,2,2,4,2,1,6,1,2,1,1,1
2020년06월_계_총인구수,"174,882","15,042","7,401","13,525","16,939","28,431","20,012","11,269","14,441","14,001","6,913","9,922","16,986"
2020년06월_계_연령구간인구수,"174,882","15,042","7,401","13,525","16,939","28,431","20,012","11,269","14,441","14,001","6,913","9,922","16,986"
2020년06월_계_0~9세,"11,338",726,328,764,"1,050","2,185","1,074",550,"1,810",833,528,473,"1,017"
2020년06월_계_10~19세,"17,108","1,046",539,"1,094","1,766","4,049","1,688",952,"1,326","1,345",659,874,"1,770"
2020년06월_계_20~29세,"24,365","2,378",837,"1,612","2,336","4,207","3,009","1,510","1,737","2,047","1,090","1,293","2,309"
2020년06월_계_30~39세,"19,655","1,625",879,"1,333","1,759","2,832","2,338","1,154","2,461","1,640","1,076",924,"1,634"
2020년06월_계_40~49세,"27,720","2,055","1,142","1,933","2,688","5,330","3,246","1,639","2,342","2,252","1,235","1,348","2,510"
2020년06월_계_50~59세,"33,462","2,906","1,399","2,626","3,244","5,573","3,795","2,213","2,319","2,703","1,193","2,003","3,488"
2020년06월_계_60~69세,"23,495","2,512","1,287","2,289","2,359","2,487","2,865","1,749","1,476","1,709",678,"1,567","2,517"
2020년06월_계_70~79세,"11,872","1,261",681,"1,212","1,190","1,132","1,415",997,621,978,297,941,"1,147"
2020년06월_계_80~89세,"5,169",451,264,588,490,565,524,439,314,435,131,447,521
2020년06월_계_90~99세,664,77,43,68,52,68,57,60,34,57,25,51,72
2020년06월_계_100세 이상,34,5,2,6,5,3,1,6,1,2,1,1,1
2020년06월_남_총인구수,"88,967","7,968","3,902","6,884","8,448","14,092","10,390","5,761","7,397","7,410","3,760","4,702","8,253"
2020년06월_남_연령구간인구수,"88,967","7,968","3,902","6,884","8,448","14,092","10,390","5,761","7,397","7,410","3,760","4,702","8,253"
2020년06월_남_0~9세,"5,743",378,172,376,529,"1,109",541,263,924,436,265,235,515
2020년06월_남_10~19세,"8,911",561,295,566,923,"2,072",893,507,695,699,336,446,918
2020년06월_남_20~29세,"13,561","1,313",489,898,"1,282","2,273","1,670",848,964,"1,205",638,719,"1,262"
2020년06월_남_30~39세,"10,668",924,482,709,943,"1,389","1,367",655,"1,274",935,654,486,850
2020년06월_남_40~49세,"14,105","1,172",653,"1,029","1,336","2,396","1,731",862,"1,224","1,223",685,648,"1,146"
2020년06월_남_50~59세,"17,038","1,526",749,"1,338","1,607","2,881","1,925","1,160","1,153","1,445",643,982,"1,629"
2020년06월_남_60~69세,"11,653","1,300",676,"1,160","1,093","1,254","1,396",848,749,852,357,710,"1,258"
2020년06월_남_70~79세,"5,310",609,291,564,533,492,648,458,292,442,132,349,500
2020년06월_남_80~89세,"1,835",173,91,220,184,211,209,154,116,160,43,113,161
2020년06월_남_90~99세,135,10,4,20,17,14,10,6,6,13,7,14,14
2020년06월_남_100세 이상,8,2,0,4,1,1,0,0,0,0,0,0,0
2020년06월_여_총인구수,"85,915","7,074","3,499","6,641","8,491","14,339","9,622","5,508","7,044","6,591","3,153","5,220","8,733"
2020년06월_여_연령구간인구수,"85,915","7,074","3,499","6,641","8,491","14,339","9,622","5,508","7,044","6,591","3,153","5,220","8,733"
2020년06월_여_0~9세,"5,595",348,156,388,521,"1,076",533,287,886,397,263,238,502
2020년06월_여_10~19세,"8,197",485,244,528,843,"1,977",795,445,631,646,323,428,852
2020년06월_여_20~29세,"10,804","1,065",348,714,"1,054","1,934","1,339",662,773,842,452,574,"1,047"
2020년06월_여_30~39세,"8,987",701,397,624,816,"1,443",971,499,"1,187",705,422,438,784
2020년06월_여_40~49세,"13,615",883,489,904,"1,352","2,934","1,515",777,"1,118","1,029",550,700,"1,364"
2020년06월_여_50~59세,"16,424","1,380",650,"1,288","1,637","2,692","1,870","1,053","1,166","1,258",550,"1,021","1,859"
2020년06월_여_60~69세,"11,842","1,212",611,"1,129","1,266","1,233","1,469",901,727,857,321,857,"1,259"
2020년06월_여_70~79세,"6,562",652,390,648,657,640,767,539,329,536,165,592,647
2020년06월_여_80~89세,"3,334",278,173,368,306,354,315,285,198,275,88,334,360
2020년06월_여_90~99세,529,67,39,48,35,54,47,54,28,44,18,37,58
2020년06월_여_100세 이상,26,3,2,2,4,2,1,6,1,2,1,1,1
2020년07월_계_총인구수,"174,491","15,027","7,378","13,286","16,895","28,407","20,063","11,258","14,475","13,961","6,870","9,937","16,934"
2020년07월_계_연령구간인구수,"174,491","15,027","7,378","13,286","16,895","28,407","20,063","11,258","14,475","13,961","6,870","9,937","16,934"
2020년07월_계_0~9세,"11,261",721,322,752,"1,043","2,186","1,077",541,"1,809",824,514,469,"1,003"
2020년07월_계_10~19세,"17,021","1,035",540,"1,068","1,758","4,041","1,682",955,"1,318","1,339",645,879,"1,761"
2020년07월_계_20~29세,"24,297","2,380",836,"1,572","2,329","4,187","3,026","1,518","1,760","2,043","1,072","1,286","2,288"
2020년07월_계_30~39세,"19,559","1,611",878,"1,295","1,739","2,815","2,355","1,146","2,446","1,644","1,070",924,"1,636"
2020년07월_계_40~49세,"27,617","2,066","1,141","1,895","2,686","5,294","3,229","1,635","2,351","2,233","1,243","1,344","2,500"
2020년07월_계_50~59세,"33,389","2,888","1,389","2,571","3,224","5,614","3,795","2,208","2,329","2,702","1,193","2,009","3,467"
2020년07월_계_60~69세,"23,555","2,521","1,286","2,261","2,372","2,494","2,886","1,745","1,482","1,709",684,"1,584","2,531"
2020년07월_계_70~79세,"11,935","1,270",679,"1,209","1,198","1,138","1,429","1,009",630,978,296,944,"1,155"
2020년07월_계_80~89세,"5,159",451,261,589,486,567,526,438,313,430,129,446,523
2020년07월_계_90~99세,663,79,43,67,55,68,57,57,36,57,23,52,69
2020년07월_계_100세 이상,35,5,3,7,5,3,1,6,1,2,1,0,1
2020년07월_남_총인구수,"88,764","7,960","3,896","6,756","8,440","14,073","10,401","5,771","7,412","7,385","3,735","4,705","8,230"
