카테고리,대구광역시 서구,대구광역시 서구 내당1동,대구광역시 서구 내당2.3동,대구광역시 서구 내당4동,대구광역시 서구 비산1동,대구광역시 서구 비산2.3동,대구광역시 서구 비산4동,대구광역시 서구 비산5동,대구광역시 서구 비산6동,대구광역시 서구 비산7동,대구광역시 서구 평리1동,대구광역시 서구 평리2동,대구광역시 서구 평리3동,대구광역시 서구 평리4동,대구광역시 서구 평리5동,대구광역시 서구 평리6동,대구광역시 서구 상중이동,대구광역시 서구 원대동
2020년04월_계_20~29세,"22,249","1,371","1,311","2,490","1,180","1,092","1,332",711,"1,056","1,362","1,054",942,"1,326","2,385",246,663,"2,722","1,006"
2020년04월_계_30~39세,"18,247","1,000","1,006","2,015",924,831,"1,017",637,732,"1,049",760,"1,013","1,050","2,440",206,494,"2,323",750
2020년04월_계_40~49세,"23,721","1,113","1,362","2,349","1,396","1,215","1,350",838,"1,068","1,496","1,065","1,251","1,411","2,623",274,723,"3,053","1,134"
2020년04월_계_50~59세,"35,227","1,728","2,073","3,248","2,154","1,983","2,074","1,333","1,711","2,497","1,689","1,529","2,298","3,538",426,"1,201","4,076","1,669"
2020년04월_계_60~69세,"30,208","1,540","1,947","2,819","1,752","1,878","1,862","1,269","1,434","2,025","1,446","1,311","1,842","2,838",394,"1,079","3,329","1,443"
2020년04월_계_70~79세,"17,015",830,"1,246","1,533","1,105","1,377","1,040",816,814,"1,197",849,688,991,"1,363",200,526,"1,513",927
2020년04월_계_80~89세,"6,642",339,495,601,418,563,432,345,337,416,340,252,366,533,54,221,540,390
2020년04월_계_90~99세,745,32,46,72,55,63,38,27,30,35,35,31,49,80,7,21,89,35
2020년04월_계_100세 이상,99,9,7,2,8,18,11,1,7,4,6,1,3,4,6,0,12,0
2020년04월_남_총인구수,"87,167","4,390","5,115","8,381","5,097","4,946","5,034","3,370","3,924","5,871","4,062","4,058","5,244","9,140","1,063","2,899","10,452","4,121"
2020년04월_남_연령구간인구수,"87,167","4,390","5,115","8,381","5,097","4,946","5,034","3,370","3,924","5,871","4,062","4,058","5,244","9,140","1,063","2,899","10,452","4,121"
2020년04월_남_0~9세,"4,160",204,193,414,168,178,195,115,116,203,152,343,195,695,48,84,721,136
2020년04월_남_10~19세,"6,058",297,304,679,361,291,354,207,275,318,278,295,365,644,65,187,914,224
2020년04월_남_20~29세,"12,225",721,691,"1,358",664,603,706,385,585,803,596,505,718,"1,297",142,390,"1,490",571
2020년04월_남_30~39세,"10,320",553,599,"1,124",538,496,617,390,435,584,445,527,606,"1,285",117,318,"1,252",434
2020년04월_남_40~49세,"12,699",569,755,"1,148",803,694,718,463,540,895,584,647,774,"1,350",153,423,"1,546",637
2020년04월_남_50~59세,"17,650",823,"1,039","1,468","1,109","1,036",993,727,853,"1,385",873,740,"1,153","1,716",217,630,"2,017",871
2020년04월_남_60~69세,"14,182",716,870,"1,273",835,889,847,591,653,991,673,606,886,"1,341",195,560,"1,575",681
2020년04월_남_70~79세,"7,426",379,491,689,465,548,450,358,344,543,340,299,423,633,97,226,728,413
2020년04월_남_80~89세,"2,282",120,162,207,144,198,148,125,116,144,112,91,116,166,27,74,186,146
2020년04월_남_90~99세,142,6,9,21,7,13,3,9,5,4,6,4,8,13,1,7,18,8
2020년04월_남_100세 이상,23,2,2,0,3,0,3,0,2,1,3,1,0,0,1,0,5,0
2020년04월_여_총인구수,"86,640","4,491","5,322","8,896","4,893","4,931","5,190","3,207","4,001","5,219","3,984","4,226","5,121","9,332",967,"2,549","10,328","3,983"
2020년04월_여_연령구간인구수,"86,640","4,491","5,322","8,896","4,893","4,931","5,190","3,207","4,001","5,219","3,984","4,226","5,121","9,332",967,"2,549","10,328","3,983"
2020년04월_여_0~9세,"3,950",161,175,399,164,145,209,97,109,184,140,318,170,724,44,89,660,162
2020년04월_여_10~19세,"5,486",257,272,656,305,243,310,181,236,304,232,310,299,605,60,160,828,228
2020년04월_여_20~29세,"10,024",650,620,"1,132",516,489,626,326,471,559,458,437,608,"1,088",104,273,"1,232",435
2020년04월_여_30~39세,"7,927",447,407,891,386,335,400,247,297,465,315,486,444,"1,155",89,176,"1,071",316
2020년04월_여_40~49세,"11,022",544,607,"1,201",593,521,632,375,528,601,481,604,637,"1,273",121,300,"1,507",497
2020년04월_여_50~59세,"17,577",905,"1,034","1,780","1,045",947,"1,081",606,858,"1,112",816,789,"1,145","1,822",209,571,"2,059",798
2020년04월_여_60~69세,"16,026",824,"1,077","1,546",917,989,"1,015",678,781,"1,034",773,705,956,"1,497",199,519,"1,754",762
2020년04월_여_70~79세,"9,589",451,755,844,640,829,590,458,470,654,509,389,568,730,103,300,785,514
2020년04월_여_80~89세,"4,360",219,333,394,274,365,284,220,221,272,228,161,250,367,27,147,354,244
2020년04월_여_90~99세,603,26,37,51,48,50,35,18,25,31,29,27,41,67,6,14,71,27
2020년04월_여_100세 이상,76,7,5,2,5,18,8,1,5,3,3,0,3,4,5,0,7,0
2020년05월_계_총인구수,"173,278","8,834","10,406","17,225","9,970","9,845","10,194","6,547","7,890","11,106","8,048","8,283","10,318","18,446","2,002","5,426","20,723","8,015"
2020년05월_계_연령구간인구수,"173,278","8,834","10,406","17,225","9,970","9,845","10,194","6,547","7,890","11,106","8,048","8,283","10,318","18,446","2,002","5,426","20,723","8,015"
2020년05월_계_0~9세,"8,004",359,365,802,321,316,396,209,220,389,302,654,360,"1,396",93,171,"1,362",289
2020년05월_계_10~19세,"11,442",549,564,"1,309",664,527,658,380,505,617,512,602,659,"1,250",124,346,"1,732",444
2020년05월_계_20~29세,"22,118","1,360","1,316","2,492","1,181","1,088","1,335",697,"1,046","1,353","1,032",944,"1,321","2,358",242,654,"2,706",993
2020년05월_계_30~39세,"18,110",988,997,"2,024",916,825,"1,003",637,726,"1,045",758,994,"1,034","2,417",204,502,"2,300",740
2020년05월_계_40~49세,"23,611","1,102","1,357","2,323","1,389","1,199","1,349",834,"1,062","1,493","1,073","1,254","1,411","2,622",268,711,"3,048","1,116"
2020년05월_계_50~59세,"35,132","1,736","2,068","3,237","2,150","1,988","2,067","1,325","1,698","2,507","1,680","1,540","2,268","3,542",416,"1,196","4,058","1,656"
2020년05월_계_60~69세,"30,263","1,539","1,951","2,818","1,756","1,873","1,860","1,272","1,444","2,031","1,450","1,310","1,855","2,854",386,"1,078","3,350","1,436"
2020년05월_계_70~79세,"17,081",829,"1,234","1,540","1,111","1,384","1,047",821,812,"1,209",856,702,994,"1,380",200,521,"1,517",924
2020년05월_계_80~89세,"6,665",333,500,605,420,564,427,344,339,421,343,252,364,540,56,226,547,384
2020년05월_계_90~99세,753,30,47,73,54,63,41,27,31,37,36,30,49,83,7,21,91,33
2020년05월_계_100세 이상,99,9,7,2,8,18,11,1,7,4,6,1,3,4,6,0,12,0
2020년05월_남_총인구수,"86,892","4,359","5,109","8,347","5,093","4,919","5,016","3,354","3,900","5,890","4,068","4,050","5,224","9,130","1,046","2,881","10,429","4,077"
2020년05월_남_연령구간인구수,"86,892","4,359","5,109","8,347","5,093","4,919","5,016","3,354","3,900","5,890","4,068","4,050","5,224","9,130","1,046","2,881","10,429","4,077"
2020년05월_남_0~9세,"4,109",197,191,409,160,174,193,113,112,205,156,339,194,687,50,85,713,131
2020년05월_남_10~19세,"6,009",293,299,672,363,287,348,204,270,316,282,293,366,642,64,185,906,219
2020년05월_남_20~29세,"12,159",713,697,"1,351",664,600,706,379,582,794,590,505,714,"1,291",141,384,"1,481",567
2020년05월_남_30~39세,"10,237",546,589,"1,124",537,490,609,389,427,582,441,515,600,"1,277",115,321,"1,244",431
2020년05월_남_40~49세,"12,648",566,754,"1,135",799,686,713,462,536,895,589,647,777,"1,343",150,416,"1,550",630
2020년05월_남_50~59세,"17,606",825,"1,044","1,460","1,107","1,034",996,725,852,"1,403",868,746,"1,136","1,720",208,622,"2,000",860
2020년05월_남_60~69세,"14,219",714,875,"1,279",841,885,847,590,655,993,675,604,892,"1,346",190,561,"1,593",679
2020년05월_남_70~79세,"7,449",382,485,688,465,551,452,359,342,550,345,305,421,640,99,226,730,409
2020년05월_남_80~89세,"2,288",115,164,207,147,199,145,125,116,146,113,91,116,169,27,74,190,144
2020년05월_남_90~99세,145,6,9,22,7,13,4,8,6,5,6,4,8,15,1,7,17,7
2020년05월_남_100세 이상,23,2,2,0,3,0,3,0,2,1,3,1,0,0,1,0,5,0
2020년05월_여_총인구수,"86,386","4,475","5,297","8,878","4,877","4,926","5,178","3,193","3,990","5,216","3,980","4,233","5,094","9,316",956,"2,545","10,294","3,938"
2020년05월_여_연령구간인구수,"86,386","4,475","5,297","8,878","4,877","4,926","5,178","3,193","3,990","5,216","3,980","4,233","5,094","9,316",956,"2,545","10,294","3,938"
2020년05월_여_0~9세,"3,895",162,174,393,161,142,203,96,108,184,146,315,166,709,43,86,649,158
2020년05월_여_10~19세,"5,433",256,265,637,301,240,310,176,235,301,230,309,293,608,60,161,826,225
2020년05월_여_20~29세,"9,959",647,619,"1,141",517,488,629,318,464,559,442,439,607,"1,067",101,270,"1,225",426
2020년05월_여_30~39세,"7,873",442,408,900,379,335,394,248,299,463,317,479,434,"1,140",89,181,"1,056",309
2020년05월_여_40~49세,"10,963",536,603,"1,188",590,513,636,372,526,598,484,607,634,"1,279",118,295,"1,498",486
2020년05월_여_50~59세,"17,526",911,"1,024","1,777","1,043",954,"1,071",600,846,"1,104",812,794,"1,132","1,822",208,574,"2,058",796
2020년05월_여_60~69세,"16,044",825,"1,076","1,539",915,988,"1,013",682,789,"1,038",775,706,963,"1,508",196,517,"1,757",757
2020년05월_여_70~79세,"9,632",447,749,852,646,833,595,462,470,659,511,397,573,740,101,295,787,515
2020년05월_여_80~89세,"4,377",218,336,398,273,365,282,219,223,275,230,161,248,371,29,152,357,240
2020년05월_여_90~99세,608,24,38,51,47,50,37,19,25,32,30,26,41,68,6,14,74,26
2020년05월_여_100세 이상,76,7,5,2,5,18,8,1,5,3,3,0,3,4,5,0,7,0
2020년06월_계_총인구수,"172,802","8,807","10,360","17,180","9,934","9,794","10,154","6,531","7,872","11,083","8,054","8,258","10,294","18,405","1,979","5,413","20,721","7,963"
2020년06월_계_연령구간인구수,"172,802","8,807","10,360","17,180","9,934","9,794","10,154","6,531","7,872","11,083","8,054","8,258","10,294","18,405","1,979","5,413","20,721","7,963"
2020년06월_계_0~9세,"7,941",357,350,788,324,315,394,212,220,389,300,656,356,"1,387",93,168,"1,351",281
2020년06월_계_10~19세,"11,362",546,563,"1,307",648,517,640,373,509,608,511,598,648,"1,256",122,346,"1,735",435
2020년06월_계_20~29세,"22,023","1,353","1,309","2,479","1,176","1,069","1,327",690,"1,035","1,357","1,037",936,"1,315","2,344",241,650,"2,717",988
2020년06월_계_30~39세,"17,999",989,992,"2,008",903,830,"1,001",632,711,"1,043",749,998,"1,027","2,402",198,506,"2,279",731
2020년06월_계_40~49세,"23,512","1,097","1,357","2,307","1,372","1,196","1,347",824,"1,051","1,491","1,070","1,252","1,389","2,622",268,704,"3,060","1,105"
2020년06월_계_50~59세,"34,955","1,730","2,048","3,230","2,149","1,968","2,057","1,321","1,696","2,485","1,684","1,519","2,269","3,526",411,"1,194","4,030","1,638"
2020년06월_계_60~69세,"30,371","1,536","1,941","2,836","1,768","1,870","1,864","1,282","1,453","2,042","1,457","1,305","1,874","2,859",377,"1,079","3,379","1,449"
2020년06월_계_70~79세,"17,108",828,"1,249","1,542","1,116","1,383","1,040",822,818,"1,207",859,712,994,"1,392",198,518,"1,519",911
2020년06월_계_80~89세,"6,681",335,496,608,419,564,432,347,342,421,344,251,371,528,59,227,547,390
2020년06월_계_90~99세,750,26,48,73,51,64,41,27,30,36,37,30,48,85,6,21,92,35
2020년06월_계_100세 이상,100,10,7,2,8,18,11,1,7,4,6,1,3,4,6,0,12,0
2020년06월_남_총인구수,"86,639","4,338","5,086","8,309","5,076","4,879","4,999","3,350","3,884","5,888","4,078","4,029","5,211","9,112","1,038","2,876","10,439","4,047"
2020년06월_남_연령구간인구수,"86,639","4,338","5,086","8,309","5,076","4,879","4,999","3,350","3,884","5,888","4,078","4,029","5,211","9,112","1,038","2,876","10,439","4,047"
2020년06월_남_0~9세,"4,081",197,182,399,162,171,190,116,110,207,154,338,192,688,50,85,709,131
2020년06월_남_10~19세,"5,964",288,300,673,355,283,338,200,271,313,284,292,361,641,64,182,910,209
2020년06월_남_20~29세,"12,112",704,695,"1,339",664,587,709,374,576,798,594,492,711,"1,287",142,381,"1,496",563
2020년06월_남_30~39세,"10,168",542,587,"1,118",528,491,603,386,419,587,436,520,595,"1,266",109,323,"1,227",431
2020년06월_남_40~49세,"12,599",570,755,"1,118",788,688,720,459,522,887,592,645,766,"1,346",152,415,"1,553",623
2020년06월_남_50~59세,"17,528",814,"1,029","1,468","1,108","1,023",985,727,859,"1,397",868,736,"1,138","1,713",208,623,"1,982",850
2020년06월_남_60~69세,"14,257",716,872,"1,276",846,880,848,593,655,997,681,600,901,"1,347",186,561,"1,617",681
2020년06월_남_70~79세,"7,474",383,492,692,468,546,450,362,348,551,346,312,422,645,97,224,730,406
2020년06월_남_80~89세,"2,289",116,163,205,148,196,149,125,116,145,114,89,117,165,28,75,193,145
2020년06월_남_90~99세,144,6,9,21,6,14,4,8,6,5,6,4,8,14,1,7,17,8
2020년06월_남_100세 이상,23,2,2,0,3,0,3,0,2,1,3,1,0,0,1,0,5,0
2020년06월_여_총인구수,"86,163","4,469","5,274","8,871","4,858","4,915","5,155","3,181","3,988","5,195","3,976","4,229","5,083","9,293",941,"2,537","10,282","3,916"
2020년06월_여_연령구간인구수,"86,163","4,469","5,274","8,871","4,858","4,915","5,155","3,181","3,988","5,195","3,976","4,229","5,083","9,293",941,"2,537","10,282","3,916"
2020년06월_여_0~9세,"3,860",160,168,389,162,144,204,96,110,182,146,318,164,699,43,83,642,150
2020년06월_여_10~19세,"5,398",258,263,634,293,234,302,173,238,295,227,306,287,615,58,164,825,226
2020년06월_여_20~29세,"9,911",649,614,"1,140",512,482,618,316,459,559,443,444,604,"1,057",99,269,"1,221",425
2020년06월_여_30~39세,"7,831",447,405,890,375,339,398,246,292,456,313,478,432,"1,136",89,183,"1,052",300
2020년06월_여_40~49세,"10,913",527,602,"1,189",584,508,627,365,529,604,478,607,623,"1,276",116,289,"1,507",482
2020년06월_여_50~59세,"17,427",916,"1,019","1,762","1,041",945,"1,072",594,837,"1,088",816,783,"1,131","1,813",203,571,"2,048",788
2020년06월_여_60~69세,"16,114",820,"1,069","1,560",922,990,"1,016",689,798,"1,045",776,705,973,"1,512",191,518,"1,762",768
2020년06월_여_70~79세,"9,634",445,757,850,648,837,590,460,470,656,513,400,572,747,101,294,789,505
2020년06월_여_80~89세,"4,392",219,333,403,271,368,283,222,226,276,230,162,254,363,31,152,354,245
2020년06월_여_90~99세,606,20,39,52,45,50,37,19,24,31,31,26,40,71,5,14,75,27
2020년06월_여_100세 이상,77,8,5,2,5,18,8,1,5,3,3,0,3,4,5,0,7,0
2020년07월_계_총인구수,"172,657","8,779","10,362","17,191","9,908","9,798","10,157","6,517","7,911","11,092","8,016","8,235","10,257","18,414","1,960","5,420","20,688","7,952"
2020년07월_계_연령구간인구수,"172,657","8,779","10,362","17,191","9,908","9,798","10,157","6,517","7,911","11,092","8,016","8,235","10,257","18,414","1,960","5,420","20,688","7,952"
2020년07월_계_0~9세,"7,885",353,348,788,317,309,395,208,227,394,301,642,358,"1,376",93,172,"1,324",280
2020년07월_계_10~19세,"11,273",530,563,"1,295",649,512,636,358,515,609,498,594,632,"1,267",119,342,"1,724",430
2020년07월_계_20~29세,"22,042","1,357","1,316","2,488","1,170","1,074","1,333",690,"1,048","1,353","1,040",925,"1,315","2,344",235,653,"2,713",988
2020년07월_계_30~39세,"17,939",977,986,"2,002",888,830,"1,000",630,711,"1,046",751,"1,002","1,027","2,382",204,502,"2,276",725
2020년07월_계_40~49세,"23,427","1,095","1,352","2,310","1,370","1,189","1,334",815,"1,058","1,482","1,058","1,251","1,366","2,628",267,702,"3,051","1,099"
2020년07월_계_50~59세,"34,896","1,728","2,043","3,216","2,149","1,971","2,052","1,331","1,692","2,481","1,665","1,514","2,259","3,535",405,"1,193","4,018","1,644"
2020년07월_계_60~69세,"30,441","1,530","1,941","2,844","1,769","1,876","1,877","1,284","1,460","2,051","1,455","1,311","1,872","2,877",362,"1,085","3,402","1,445"
2020년07월_계_70~79세,"17,213",834,"1,257","1,562","1,122","1,385","1,044",833,819,"1,215",858,715,"1,002","1,395",203,521,"1,527",921
2020년07월_계_80~89세,"6,686",338,501,607,414,569,434,341,344,422,348,252,374,522,60,229,545,386
2020년07월_계_90~99세,755,27,48,77,52,65,41,26,30,35,36,28,49,84,6,21,96,34
2020년07월_계_100세 이상,100,10,7,2,8,18,11,1,7,4,6,1,3,4,6,0,12,0
2020년07월_남_총인구수,"86,576","4,323","5,084","8,324","5,060","4,887","4,997","3,345","3,892","5,889","4,067","4,021","5,197","9,106","1,033","2,876","10,430","4,045"
2020년07월_남_연령구간인구수,"86,576","4,323","5,084","8,324","5,060","4,887","4,997","3,345","3,892","5,889","4,067","4,021","5,197","9,106","1,033","2,876","10,430","4,045"
2020년07월_남_0~9세,"4,055",191,179,397,160,167,191,112,113,211,156,333,194,686,51,87,696,131
2020년07월_남_10~19세,"5,909",281,300,666,354,280,337,190,276,313,277,290,353,646,64,177,898,207
2020년07월_남_20~29세,"12,116",706,698,"1,337",659,591,712,378,573,795,601,485,708,"1,284",140,386,"1,498",565
2020년07월_남_30~39세,"10,144",541,580,"1,120",519,489,603,385,418,590,438,525,597,"1,251",112,320,"1,230",426
2020년07월_남_40~49세,"12,576",568,755,"1,127",785,686,713,457,524,879,587,649,755,"1,353",154,416,"1,548",620
2020년07월_남_50~59세,"17,512",812,"1,030","1,469","1,113","1,028",982,731,859,"1,394",863,729,"1,134","1,710",206,622,"1,978",852
2020년07월_남_60~69세,"14,270",711,867,"1,278",846,886,846,598,657,"1,003",673,601,906,"1,352",178,560,"1,627",681
2020년07월_남_70~79세,"7,531",386,499,702,468,549,457,364,346,555,347,314,423,648,98,225,739,411
2020년07월_남_80~89세,"2,296",119,165,207,146,197,149,121,118,143,116,90,119,163,28,77,194,144
2020년07월_남_90~99세,144,6,9,21,7,14,4,9,6,5,6,4,8,13,1,6,17,8
2020년07월_남_100세 이상,23,2,2,0,3,0,3,0,2,1,3,1,0,0,1,0,5,0
2020년07월_여_총인구수,"86,081","4,456","5,278","8,867","4,848","4,911","5,160","3,172","4,019","5,203","3,949","4,214","5,060","9,308",927,"2,544","10,258","3,907"
2020년07월_여_연령구간인구수,"86,081","4,456","5,278","8,867","4,848","4,911","5,160","3,172","4,019","5,203","3,949","4,214","5,060","9,308",927,"2,544","10,258","3,907"
2020년07월_여_0~9세,"3,830",162,169,391,157,142,204,96,114,183,145,309,164,690,42,85,628,149
2020년07월_여_10~19세,"5,364",249,263,629,295,232,299,168,239,296,221,304,279,621,55,165,826,223
2020년07월_여_20~29세,"9,926",651,618,"1,151",511,483,621,312,475,558,439,440,607,"1,060",95,267,"1,215",423
2020년07월_여_30~39세,"7,795",436,406,882,369,341,397,245,293,456,313,477,430,"1,131",92,182,"1,046",299
2020년07월_여_40~49세,"10,851",527,597,"1,183",585,503,621,358,534,603,471,602,611,"1,275",113,286,"1,503",479
2020년07월_여_50~59세,"17,384",916,"1,013","1,747","1,036",943,"1,070",600,833,"1,087",802,785,"1,125","1,825",199,571,"2,040",792
2020년07월_여_60~69세,"16,171",819,"1,074","1,566",923,990,"1,031",686,803,"1,048",782,710,966,"1,525",184,525,"1,775",764
2020년07월_여_70~79세,"9,682",448,758,860,654,836,587,469,473,660,511,401,579,747,105,296,788,510
2020년07월_여_80~89세,"4,390",219,336,400,268,372,285,220,226,279,232,162,255,359,32,152,351,242
2020년07월_여_90~99세,611,21,39,56,45,51,37,17,24,30,30,24,41,71,5,15,79,26
2020년07월_여_100세 이상,77,8,5,2,5,18,8,1,5,3,3,0,3,4,5,0,7,0
2020년08월_계_총인구수,"172,465","8,750","10,336","17,177","9,880","9,776","10,170","6,504","7,904","11,099","7,995","8,254","10,275","18,389","1,929","5,395","20,676","7,956"
2020년08월_계_연령구간인구수,"172,465","8,750","10,336","17,177","9,880","9,776","10,170","6,504","7,904","11,099","7,995","8,254","10,275","18,389","1,929","5,395","20,676","7,956"
2020년08월_계_0~9세,"7,824",347,338,784,313,307,391,205,223,389,300,645,358,"1,368",85,174,"1,316",281
2020년08월_계_10~19세,"11,213",524,563,"1,290",644,508,636,356,512,617,494,586,631,"1,255",115,340,"1,717",425
2020년08월_계_20~29세,"21,955","1,350","1,307","2,460","1,159","1,053","1,331",687,"1,045","1,347","1,035",932,"1,330","2,344",231,650,"2,707",987
2020년08월_계_30~39세,"17,874",966,977,"2,014",883,834,"1,002",629,709,"1,036",750,"1,005","1,024","2,356",202,492,"2,272",723
2020년08월_계_40~49세,"23,341","1,102","1,344","2,287","1,360","1,189","1,336",806,"1,044","1,486","1,048","1,254","1,358","2,623",257,695,"3,052","1,100"
2020년08월_계_50~59세,"34,827","1,723","2,042","3,223","2,142","1,957","2,045","1,323","1,690","2,482","1,657","1,511","2,261","3,543",401,"1,193","3,996","1,638"
2020년08월_계_60~69세,"30,618","1,526","1,946","2,861","1,776","1,890","1,895","1,289","1,482","2,058","1,465","1,319","1,876","2,899",362,"1,086","3,431","1,457"
2020년08월_계_70~79세,"17,230",831,"1,265","1,569","1,126","1,382","1,046",835,818,"1,223",850,717,"1,009","1,388",202,518,"1,529",922
2020년08월_계_80~89세,"6,732",343,498,609,419,575,436,345,346,423,353,257,378,524,63,227,550,386
