카테고리,전라남도 광양시,전라남도 광양시 광양읍,전라남도 광양시 봉강면,전라남도 광양시 옥룡면,전라남도 광양시 옥곡면,전라남도 광양시 진상면,전라남도 광양시 진월면,전라남도 광양시 다압면,전라남도 광양시 골약동,전라남도 광양시 중마동,전라남도 광양시 광영동,전라남도 광양시 금호동,전라남도 광양시 태인동
2020년03월_남_60~69세,"8,292","2,852",182,288,297,298,272,197,157,"1,879",795,899,176
2020년03월_남_70~79세,"3,462","1,233",127,210,200,209,231,111,132,513,246,160,90
2020년03월_남_80~89세,"1,427",476,73,98,105,126,106,78,73,167,59,28,38
2020년03월_남_90~99세,132,49,13,13,9,9,8,5,6,10,5,3,2
2020년03월_남_100세 이상,6,2,1,1,0,0,0,0,0,2,0,0,0
2020년03월_여_총인구수,"72,538","23,943","1,038","1,568","1,405","1,455","1,430",886,785,"27,663","5,830","5,689",846
2020년03월_여_연령구간인구수,"72,538","23,943","1,038","1,568","1,405","1,455","1,430",886,785,"27,663","5,830","5,689",846
2020년03월_여_0~9세,"6,871","2,285",26,52,34,43,37,31,21,"3,378",474,463,27
2020년03월_여_10~19세,"7,858","2,512",61,68,59,59,43,37,32,"3,607",608,717,55
2020년03월_여_20~29세,"8,501","2,844",79,103,98,75,90,48,55,"3,567",699,766,77
2020년03월_여_30~39세,"8,828","2,999",53,84,83,82,66,45,50,"4,177",575,572,42
2020년03월_여_40~49세,"11,912","3,809",84,131,117,88,102,59,59,"5,513",943,934,73
2020년03월_여_50~59세,"12,949","4,009",196,289,262,248,215,158,114,"4,654","1,316","1,307",181
2020년03월_여_60~69세,"7,441","2,650",173,280,262,283,296,186,140,"1,616",704,702,149
2020년03월_여_70~79세,"4,433","1,575",178,281,258,290,303,180,155,694,278,127,114
2020년03월_여_80~89세,"3,154","1,049",157,237,197,242,218,121,140,395,199,85,114
2020년03월_여_90~99세,575,203,31,43,34,44,58,19,18,61,34,16,14
2020년03월_여_100세 이상,16,8,0,0,1,1,2,2,1,1,0,0,0
2020년04월_계_총인구수,"151,751","49,161","2,172","3,122","2,875","2,895","2,824","1,789","1,704","58,387","12,451","12,526","1,845"
2020년04월_계_연령구간인구수,"151,751","49,161","2,172","3,122","2,875","2,895","2,824","1,789","1,704","58,387","12,451","12,526","1,845"
2020년04월_계_0~9세,"13,977","4,627",73,98,67,77,65,55,42,"6,883",991,939,60
2020년04월_계_10~19세,"16,263","5,234",148,145,118,132,94,95,67,"7,464","1,208","1,435",123
2020년04월_계_20~29세,"20,379","6,325",189,271,256,215,212,107,139,"8,404","1,724","2,329",208
2020년04월_계_30~39세,"19,033","6,252",138,165,184,175,170,102,130,"8,917","1,328","1,342",130
2020년04월_계_40~49세,"24,183","8,056",225,299,288,230,268,170,181,"10,755","2,002","1,503",206
2020년04월_계_50~59세,"28,799","8,538",452,683,590,563,517,352,328,"10,566","2,857","2,930",423
2020년04월_계_60~69세,"15,867","5,522",365,574,563,580,570,389,297,"3,542","1,517","1,622",326
2020년04월_계_70~79세,"7,909","2,817",309,490,459,496,534,288,281,"1,216",524,292,203
2020년04월_계_80~89세,"4,596","1,525",228,339,306,370,324,205,211,563,260,115,150
2020년04월_계_90~99세,722,254,44,57,43,56,68,24,27,74,40,19,16
2020년04월_계_100세 이상,23,11,1,1,1,1,2,2,1,3,0,0,0
2020년04월_남_총인구수,"79,031","25,148","1,124","1,543","1,468","1,445","1,393",901,934,"30,625","6,605","6,834","1,011"
2020년04월_남_연령구간인구수,"79,031","25,148","1,124","1,543","1,468","1,445","1,393",901,934,"30,625","6,605","6,834","1,011"
2020년04월_남_0~9세,"7,107","2,337",46,47,34,34,28,25,20,"3,494",517,491,34
2020년04월_남_10~19세,"8,421","2,724",87,74,58,77,52,56,37,"3,866",602,721,67
2020년04월_남_20~29세,"11,842","3,487",110,165,157,141,124,61,88,"4,793","1,028","1,553",135
2020년04월_남_30~39세,"10,186","3,223",82,83,105,94,102,59,81,"4,745",746,778,88
2020년04월_남_40~49세,"12,254","4,230",136,164,169,144,164,110,125,"5,240","1,058",578,136
2020년04월_남_50~59세,"15,813","4,520",265,395,329,313,305,195,215,"5,884","1,539","1,608",245
2020년04월_남_60~69세,"8,362","2,865",185,291,298,296,274,201,158,"1,905",802,909,178
2020년04월_남_70~79세,"3,475","1,235",127,209,204,210,232,110,129,519,247,165,88
2020년04월_남_80~89세,"1,430",477,71,101,106,126,102,79,75,166,61,28,38
2020년04월_남_90~99세,135,48,14,13,8,10,10,5,6,11,5,3,2
2020년04월_남_100세 이상,6,2,1,1,0,0,0,0,0,2,0,0,0
2020년04월_여_총인구수,"72,720","24,013","1,048","1,579","1,407","1,450","1,431",888,770,"27,762","5,846","5,692",834
2020년04월_여_연령구간인구수,"72,720","24,013","1,048","1,579","1,407","1,450","1,431",888,770,"27,762","5,846","5,692",834
2020년04월_여_0~9세,"6,870","2,290",27,51,33,43,37,30,22,"3,389",474,448,26
2020년04월_여_10~19세,"7,842","2,510",61,71,60,55,42,39,30,"3,598",606,714,56
2020년04월_여_20~29세,"8,537","2,838",79,106,99,74,88,46,51,"3,611",696,776,73
2020년04월_여_30~39세,"8,847","3,029",56,82,79,81,68,43,49,"4,172",582,564,42
2020년04월_여_40~49세,"11,929","3,826",89,135,119,86,104,60,56,"5,515",944,925,70
2020년04월_여_50~59세,"12,986","4,018",187,288,261,250,212,157,113,"4,682","1,318","1,322",178
2020년04월_여_60~69세,"7,505","2,657",180,283,265,284,296,188,139,"1,637",715,713,148
2020년04월_여_70~79세,"4,434","1,582",182,281,255,286,302,178,152,697,277,127,115
2020년04월_여_80~89세,"3,166","1,048",157,238,200,244,222,126,136,397,199,87,112
2020년04월_여_90~99세,587,206,30,44,35,46,58,19,21,63,35,16,14
2020년04월_여_100세 이상,17,9,0,0,1,1,2,2,1,1,0,0,0
2020년05월_계_총인구수,"152,576","49,517","2,193","3,132","2,879","2,899","2,851","1,803","1,699","58,648","12,553","12,556","1,846"
2020년05월_계_연령구간인구수,"152,576","49,517","2,193","3,132","2,879","2,899","2,851","1,803","1,699","58,648","12,553","12,556","1,846"
2020년05월_계_0~9세,"13,965","4,642",72,96,66,75,67,53,41,"6,839","1,014",941,59
2020년05월_계_10~19세,"16,223","5,233",146,143,119,127,94,94,65,"7,456","1,201","1,419",126
2020년05월_계_20~29세,"20,474","6,355",191,268,255,217,215,113,134,"8,466","1,731","2,327",202
2020년05월_계_30~39세,"19,303","6,350",139,175,186,174,180,104,133,"8,998","1,362","1,369",133
2020년05월_계_40~49세,"24,332","8,125",229,294,288,240,275,170,183,"10,804","2,016","1,504",204
2020년05월_계_50~59세,"28,935","8,585",452,684,597,560,520,353,328,"10,632","2,868","2,934",422
2020년05월_계_60~69세,"16,006","5,575",379,581,559,575,567,394,291,"3,596","1,530","1,628",331
2020년05월_계_70~79세,"7,975","2,851",311,490,458,503,540,291,286,"1,215",530,296,204
2020년05월_계_80~89세,"4,611","1,535",228,342,306,369,325,206,209,567,259,117,148
2020년05월_계_90~99세,731,256,45,58,44,58,66,24,28,72,42,21,17
2020년05월_계_100세 이상,21,10,1,1,1,1,2,1,1,3,0,0,0
2020년05월_남_총인구수,"79,442","25,315","1,138","1,543","1,468","1,440","1,404",904,931,"30,765","6,663","6,857","1,014"
2020년05월_남_연령구간인구수,"79,442","25,315","1,138","1,543","1,468","1,440","1,404",904,931,"30,765","6,663","6,857","1,014"
2020년05월_남_0~9세,"7,090","2,343",45,46,33,33,28,24,19,"3,465",533,488,33
2020년05월_남_10~19세,"8,402","2,728",84,71,57,73,54,55,37,"3,858",596,720,69
2020년05월_남_20~29세,"11,908","3,503",113,163,158,141,127,65,86,"4,826","1,039","1,555",132
2020년05월_남_30~39세,"10,298","3,256",82,89,107,94,104,59,82,"4,780",767,788,90
2020년05월_남_40~49세,"12,352","4,263",139,157,165,143,166,110,126,"5,306","1,059",585,133
2020년05월_남_50~59세,"15,872","4,544",266,396,336,316,305,192,216,"5,896","1,547","1,610",248
2020년05월_남_60~69세,"8,437","2,894",193,297,293,291,275,205,156,"1,937",807,909,180
2020년05월_남_70~79세,"3,501","1,252",128,207,204,213,234,111,129,517,248,169,89
2020년05월_남_80~89세,"1,442",481,73,103,107,126,102,79,74,168,62,29,38
2020년05월_남_90~99세,135,50,14,13,8,10,9,4,6,10,5,4,2
2020년05월_남_100세 이상,5,1,1,1,0,0,0,0,0,2,0,0,0
2020년05월_여_총인구수,"73,134","24,202","1,055","1,589","1,411","1,459","1,447",899,768,"27,883","5,890","5,699",832
2020년05월_여_연령구간인구수,"73,134","24,202","1,055","1,589","1,411","1,459","1,447",899,768,"27,883","5,890","5,699",832
2020년05월_여_0~9세,"6,875","2,299",27,50,33,42,39,29,22,"3,374",481,453,26
2020년05월_여_10~19세,"7,821","2,505",62,72,62,54,40,39,28,"3,598",605,699,57
2020년05월_여_20~29세,"8,566","2,852",78,105,97,76,88,48,48,"3,640",692,772,70
2020년05월_여_30~39세,"9,005","3,094",57,86,79,80,76,45,51,"4,218",595,581,43
2020년05월_여_40~49세,"11,980","3,862",90,137,123,97,109,60,57,"5,498",957,919,71
2020년05월_여_50~59세,"13,063","4,041",186,288,261,244,215,161,112,"4,736","1,321","1,324",174
2020년05월_여_60~69세,"7,569","2,681",186,284,266,284,292,189,135,"1,659",723,719,151
2020년05월_여_70~79세,"4,474","1,599",183,283,254,290,306,180,157,698,282,127,115
2020년05월_여_80~89세,"3,169","1,054",155,239,199,243,223,127,135,399,197,88,110
2020년05월_여_90~99세,596,206,31,45,36,48,57,20,22,62,37,17,15
2020년05월_여_100세 이상,16,9,0,0,1,1,2,1,1,1,0,0,0
2020년06월_계_총인구수,"152,016","49,276","2,184","3,118","2,850","2,884","2,849","1,816","1,690","58,479","12,534","12,497","1,839"
2020년06월_계_연령구간인구수,"152,016","49,276","2,184","3,118","2,850","2,884","2,849","1,816","1,690","58,479","12,534","12,497","1,839"
2020년06월_계_0~9세,"13,853","4,589",72,98,64,78,66,54,39,"6,795","1,004",935,59
2020년06월_계_10~19세,"16,195","5,229",146,138,119,125,95,92,66,"7,458","1,200","1,400",127
2020년06월_계_20~29세,"20,344","6,300",189,264,256,214,211,118,130,"8,419","1,733","2,310",200
2020년06월_계_30~39세,"19,047","6,248",139,173,179,170,178,103,131,"8,907","1,341","1,349",129
2020년06월_계_40~49세,"24,196","8,086",223,288,272,228,274,170,177,"10,772","2,011","1,488",207
2020년06월_계_50~59세,"28,836","8,533",449,678,587,559,520,354,327,"10,619","2,857","2,941",412
2020년06월_계_60~69세,"16,183","5,629",383,591,567,577,569,396,297,"3,650","1,549","1,641",334
2020년06월_계_70~79세,"8,003","2,856",313,490,456,508,539,295,287,"1,219",538,294,208
2020년06월_계_80~89세,"4,605","1,539",226,339,303,366,327,209,208,564,261,118,145
2020년06월_계_90~99세,732,257,43,57,46,58,68,24,27,73,40,21,18
2020년06월_계_100세 이상,22,10,1,2,1,1,2,1,1,3,0,0,0
2020년06월_남_총인구수,"79,189","25,208","1,134","1,531","1,448","1,436","1,403",908,928,"30,683","6,652","6,846","1,012"
2020년06월_남_연령구간인구수,"79,189","25,208","1,134","1,531","1,448","1,436","1,403",908,928,"30,683","6,652","6,846","1,012"
2020년06월_남_0~9세,"7,025","2,315",46,47,32,35,27,24,19,"3,426",529,492,33
2020년06월_남_10~19세,"8,400","2,732",84,70,59,71,54,53,37,"3,863",599,709,69
2020년06월_남_20~29세,"11,830","3,467",113,158,153,139,123,68,83,"4,814","1,034","1,545",133
2020년06월_남_30~39세,"10,171","3,205",82,88,103,91,105,58,82,"4,733",749,787,88
2020년06월_남_40~49세,"12,302","4,254",137,153,155,138,168,111,122,"5,289","1,058",585,132
2020년06월_남_50~59세,"15,823","4,528",260,391,329,321,304,193,214,"5,882","1,544","1,613",244
2020년06월_남_60~69세,"8,534","2,918",195,299,301,291,276,206,162,"1,970",822,911,183
2020년06월_남_70~79세,"3,520","1,255",131,209,200,216,233,112,130,523,250,170,91
2020년06월_남_80~89세,"1,446",482,72,102,108,125,104,79,74,171,62,30,37
2020년06월_남_90~99세,133,51,13,13,8,9,9,4,5,10,5,4,2
2020년06월_남_100세 이상,5,1,1,1,0,0,0,0,0,2,0,0,0
2020년06월_여_총인구수,"72,827","24,068","1,050","1,587","1,402","1,448","1,446",908,762,"27,796","5,882","5,651",827
2020년06월_여_연령구간인구수,"72,827","24,068","1,050","1,587","1,402","1,448","1,446",908,762,"27,796","5,882","5,651",827
2020년06월_여_0~9세,"6,828","2,274",26,51,32,43,39,30,20,"3,369",475,443,26
2020년06월_여_10~19세,"7,795","2,497",62,68,60,54,41,39,29,"3,595",601,691,58
2020년06월_여_20~29세,"8,514","2,833",76,106,103,75,88,50,47,"3,605",699,765,67
2020년06월_여_30~39세,"8,876","3,043",57,85,76,79,73,45,49,"4,174",592,562,41
2020년06월_여_40~49세,"11,894","3,832",86,135,117,90,106,59,55,"5,483",953,903,75
2020년06월_여_50~59세,"13,013","4,005",189,287,258,238,216,161,113,"4,737","1,313","1,328",168
2020년06월_여_60~69세,"7,649","2,711",188,292,266,286,293,190,135,"1,680",727,730,151
2020년06월_여_70~79세,"4,483","1,601",182,281,256,292,306,183,157,696,288,124,117
2020년06월_여_80~89세,"3,159","1,057",154,237,195,241,223,130,134,393,199,88,108
2020년06월_여_90~99세,599,206,30,44,38,49,59,20,22,63,35,17,16
2020년06월_여_100세 이상,17,9,0,1,1,1,2,1,1,1,0,0,0
2020년07월_계_총인구수,"151,662","49,112","2,174","3,088","2,832","2,868","2,823","1,812","1,679","58,418","12,523","12,502","1,831"
2020년07월_계_연령구간인구수,"151,662","49,112","2,174","3,088","2,832","2,868","2,823","1,812","1,679","58,418","12,523","12,502","1,831"
2020년07월_계_0~9세,"13,781","4,567",71,94,62,75,62,53,37,"6,777",991,933,59
2020년07월_계_10~19세,"16,185","5,214",143,138,118,127,96,94,63,"7,433","1,193","1,440",126
2020년07월_계_20~29세,"20,239","6,258",193,258,252,210,205,120,132,"8,378","1,744","2,286",203
2020년07월_계_30~39세,"18,895","6,157",138,165,176,167,171,101,130,"8,887","1,329","1,349",125
2020년07월_계_40~49세,"24,104","8,089",217,279,272,223,269,167,176,"10,724","2,009","1,471",208
2020년07월_계_50~59세,"28,812","8,501",443,670,579,559,514,353,321,"10,677","2,848","2,941",406
2020년07월_계_60~69세,"16,259","5,648",384,596,565,573,574,393,301,"3,677","1,565","1,650",333
2020년07월_계_70~79세,"8,027","2,878",312,489,453,511,534,296,287,"1,223",544,295,205
2020년07월_계_80~89세,"4,606","1,533",230,342,308,365,328,210,202,565,259,116,148
2020년07월_계_90~99세,732,257,42,55,46,57,68,24,29,74,41,21,18
2020년07월_계_100세 이상,22,10,1,2,1,1,2,1,1,3,0,0,0
2020년07월_남_총인구수,"79,014","25,138","1,130","1,520","1,437","1,432","1,391",906,921,"30,651","6,652","6,828","1,008"
2020년07월_남_연령구간인구수,"79,014","25,138","1,130","1,520","1,437","1,432","1,391",906,921,"30,651","6,652","6,828","1,008"
2020년07월_남_0~9세,"6,993","2,304",45,45,32,34,27,24,19,"3,419",524,488,32
2020년07월_남_10~19세,"8,377","2,727",83,70,59,73,54,52,36,"3,845",596,712,70
2020년07월_남_20~29세,"11,762","3,452",115,156,149,135,120,70,84,"4,777","1,036","1,533",135
2020년07월_남_30~39세,"10,115","3,160",83,86,102,91,100,57,80,"4,740",744,786,86
2020년07월_남_40~49세,"12,264","4,260",134,149,156,131,164,109,122,"5,261","1,068",577,133
2020년07월_남_50~59세,"15,816","4,504",258,389,323,325,301,193,208,"5,924","1,533","1,617",241
2020년07월_남_60~69세,"8,569","2,929",196,301,300,289,281,206,164,"1,981",831,910,181
2020년07월_남_70~79세,"3,535","1,270",131,208,197,219,228,112,130,524,254,172,90
2020년07월_남_80~89세,"1,446",480,72,103,111,126,107,79,73,168,60,29,38
2020년07월_남_90~99세,132,51,12,12,8,9,9,4,5,10,6,4,2
2020년07월_남_100세 이상,5,1,1,1,0,0,0,0,0,2,0,0,0
2020년07월_여_총인구수,"72,648","23,974","1,044","1,568","1,395","1,436","1,432",906,758,"27,767","5,871","5,674",823
2020년07월_여_연령구간인구수,"72,648","23,974","1,044","1,568","1,395","1,436","1,432",906,758,"27,767","5,871","5,674",823
2020년07월_여_0~9세,"6,788","2,263",26,49,30,41,35,29,18,"3,358",467,445,27
2020년07월_여_10~19세,"7,808","2,487",60,68,59,54,42,42,27,"3,588",597,728,56
2020년07월_여_20~29세,"8,477","2,806",78,102,103,75,85,50,48,"3,601",708,753,68
2020년07월_여_30~39세,"8,780","2,997",55,79,74,76,71,44,50,"4,147",585,563,39
2020년07월_여_40~49세,"11,840","3,829",83,130,116,92,105,58,54,"5,463",941,894,75
2020년07월_여_50~59세,"12,996","3,997",185,281,256,234,213,160,113,"4,753","1,315","1,324",165
2020년07월_여_60~69세,"7,690","2,719",188,295,265,284,293,187,137,"1,696",734,740,152
2020년07월_여_70~79세,"4,492","1,608",181,281,256,292,306,184,157,699,290,123,115
2020년07월_여_80~89세,"3,160","1,053",158,239,197,239,221,131,129,397,199,87,110
2020년07월_여_90~99세,600,206,30,43,38,48,59,20,24,64,35,17,16
2020년07월_여_100세 이상,17,9,0,1,1,1,2,1,1,1,0,0,0
2020년08월_계_총인구수,"151,122","48,948","2,150","3,064","2,812","2,861","2,814","1,806","1,674","58,240","12,533","12,383","1,837"
2020년08월_계_연령구간인구수,"151,122","48,948","2,150","3,064","2,812","2,861","2,814","1,806","1,674","58,240","12,533","12,383","1,837"
2020년08월_계_0~9세,"13,681","4,548",69,92,58,74,63,50,39,"6,715",994,918,61
