카테고리,전라남도 장성군,전라남도 장성군 장성읍,전라남도 장성군 진원면,전라남도 장성군 남면,전라남도 장성군 동화면,전라남도 장성군 삼서면,전라남도 장성군 삼계면,전라남도 장성군 황룡면,전라남도 장성군 서삼면,전라남도 장성군 북일면,전라남도 장성군 북이면,전라남도 장성군 북하면
2020년03월_남_10~19세,"1,809",628,170,103,45,105,358,141,60,37,107,55
2020년03월_남_20~29세,"2,804",730,167,221,103,537,477,241,70,67,114,77
2020년03월_남_30~39세,"2,083",639,126,199,82,125,479,149,71,48,76,89
2020년03월_남_40~49세,"3,341","1,081",267,269,125,262,532,327,112,63,171,132
2020년03월_남_50~59세,"4,338","1,214",369,408,221,335,490,450,161,143,288,259
2020년03월_남_60~69세,"3,608",947,283,365,204,299,310,371,158,139,277,255
2020년03월_남_70~79세,"2,595",717,203,226,117,214,219,225,116,129,237,192
2020년03월_남_80~89세,"1,172",278,92,101,70,121,102,87,43,61,143,74
2020년03월_남_90~99세,114,21,12,14,10,8,10,13,6,6,7,7
2020년03월_남_100세 이상,4,1,0,0,0,0,0,0,2,0,0,1
2020년03월_여_총인구수,"22,055","6,902","1,818","1,761",882,"1,527","3,079","2,075",745,716,"1,456","1,094"
2020년03월_여_연령구간인구수,"22,055","6,902","1,818","1,761",882,"1,527","3,079","2,075",745,716,"1,456","1,094"
2020년03월_여_0~9세,"1,481",514,145,85,28,74,410,105,29,22,38,31
2020년03월_여_10~19세,"1,597",596,135,84,36,88,329,139,45,25,78,42
2020년03월_여_20~29세,"1,828",617,155,169,53,75,304,182,60,48,95,70
2020년03월_여_30~39세,"1,833",633,146,129,48,96,403,144,38,44,77,75
2020년03월_여_40~49세,"2,431",890,217,148,66,144,419,223,72,48,118,86
2020년03월_여_50~59세,"3,301","1,007",250,320,162,250,356,343,116,108,206,183
2020년03월_여_60~69세,"3,381","1,003",303,299,149,283,286,353,131,130,234,210
2020년03월_여_70~79세,"3,352",923,244,280,166,267,338,305,138,167,318,206
2020년03월_여_80~89세,"2,455",619,194,211,151,227,208,234,98,107,258,148
2020년03월_여_90~99세,358,88,24,34,22,22,26,42,17,16,32,35
2020년03월_여_100세 이상,38,12,5,2,1,1,0,5,1,1,2,8
2020년04월_계_총인구수,"45,325","13,656","3,649","3,736","1,870","3,635","6,458","4,171","1,564","1,415","2,906","2,265"
2020년04월_계_연령구간인구수,"45,325","13,656","3,649","3,736","1,870","3,635","6,458","4,171","1,564","1,415","2,906","2,265"
2020년04월_계_0~9세,"2,944","1,052",295,164,49,151,797,197,59,35,79,66
2020년04월_계_10~19세,"3,384","1,212",302,188,79,192,686,282,99,65,183,96
2020년04월_계_20~29세,"4,664","1,337",320,385,159,649,793,424,136,113,202,146
2020년04월_계_30~39세,"3,862","1,250",271,325,128,215,878,285,110,88,148,164
2020년04월_계_40~49세,"5,742","1,968",477,420,189,401,953,548,179,106,285,216
2020년04월_계_50~59세,"7,609","2,209",617,720,381,582,848,791,274,250,500,437
2020년04월_계_60~69세,"7,020","1,959",594,663,354,585,599,727,289,270,510,470
2020년04월_계_70~79세,"5,934","1,641",445,511,276,480,553,537,250,293,552,396
2020년04월_계_80~89세,"3,646",904,286,312,221,349,312,321,141,171,405,224
2020년04월_계_90~99세,478,111,37,46,33,30,39,54,24,23,40,41
2020년04월_계_100세 이상,42,13,5,2,1,1,0,5,3,1,2,9
2020년04월_남_총인구수,"23,342","6,776","1,838","1,982",995,"2,112","3,374","2,098",822,707,"1,463","1,175"
2020년04월_남_연령구간인구수,"23,342","6,776","1,838","1,982",995,"2,112","3,374","2,098",822,707,"1,463","1,175"
2020년04월_남_0~9세,"1,476",538,152,80,22,78,391,93,28,15,44,35
2020년04월_남_10~19세,"1,803",628,169,103,44,103,360,141,56,39,106,54
2020년04월_남_20~29세,"2,832",721,166,217,107,571,481,240,73,67,113,76
2020년04월_남_30~39세,"2,059",627,126,197,79,122,476,147,72,45,78,90
2020년04월_남_40~49세,"3,326","1,082",263,270,123,262,532,326,110,61,167,130
2020년04월_남_50~59세,"4,327","1,210",367,407,222,331,495,449,158,142,290,256
2020년04월_남_60~69세,"3,637",950,290,367,202,304,313,375,158,141,278,259
2020년04월_남_70~79세,"2,587",719,203,225,113,211,216,228,115,126,238,193
2020년04월_남_80~89세,"1,177",279,91,102,73,122,99,86,45,65,141,74
2020년04월_남_90~99세,114,21,11,14,10,8,11,13,5,6,8,7
2020년04월_남_100세 이상,4,1,0,0,0,0,0,0,2,0,0,1
2020년04월_여_총인구수,"21,983","6,880","1,811","1,754",875,"1,523","3,084","2,073",742,708,"1,443","1,090"
2020년04월_여_연령구간인구수,"21,983","6,880","1,811","1,754",875,"1,523","3,084","2,073",742,708,"1,443","1,090"
2020년04월_여_0~9세,"1,468",514,143,84,27,73,406,104,31,20,35,31
2020년04월_여_10~19세,"1,581",584,133,85,35,89,326,141,43,26,77,42
2020년04월_여_20~29세,"1,832",616,154,168,52,78,312,184,63,46,89,70
2020년04월_여_30~39세,"1,803",623,145,128,49,93,402,138,38,43,70,74
2020년04월_여_40~49세,"2,416",886,214,150,66,139,421,222,69,45,118,86
2020년04월_여_50~59세,"3,282",999,250,313,159,251,353,342,116,108,210,181
2020년04월_여_60~69세,"3,383","1,009",304,296,152,281,286,352,131,129,232,211
2020년04월_여_70~79세,"3,347",922,242,286,163,269,337,309,135,167,314,203
2020년04월_여_80~89세,"2,469",625,195,210,148,227,213,235,96,106,264,150
2020년04월_여_90~99세,364,90,26,32,23,22,28,41,19,17,32,34
2020년04월_여_100세 이상,38,12,5,2,1,1,0,5,1,1,2,8
2020년05월_계_총인구수,"45,222","13,654","3,654","3,749","1,879","3,568","6,403","4,174","1,559","1,421","2,905","2,256"
2020년05월_계_연령구간인구수,"45,222","13,654","3,654","3,749","1,879","3,568","6,403","4,174","1,559","1,421","2,905","2,256"
2020년05월_계_0~9세,"2,941","1,050",302,170,51,152,775,201,59,34,79,68
2020년05월_계_10~19세,"3,343","1,202",296,185,76,189,678,275,99,66,184,93
2020년05월_계_20~29세,"4,576","1,343",321,380,158,585,770,426,136,114,196,147
2020년05월_계_30~39세,"3,846","1,248",277,332,133,210,863,284,108,85,147,159
2020년05월_계_40~49세,"5,753","1,972",482,421,188,393,961,548,180,110,284,214
2020년05월_계_50~59세,"7,595","2,204",608,716,384,585,849,790,272,249,502,436
2020년05월_계_60~69세,"7,034","1,956",595,668,357,588,608,730,285,272,508,467
2020년05월_계_70~79세,"5,953","1,640",448,516,277,484,550,541,251,293,553,400
2020년05월_계_80~89세,"3,661",914,282,314,221,350,310,321,142,175,411,221
2020년05월_계_90~99세,478,112,37,45,33,31,39,54,24,22,39,42
2020년05월_계_100세 이상,42,13,6,2,1,1,0,4,3,1,2,9
2020년05월_남_총인구수,"23,265","6,779","1,841","1,998",997,"2,040","3,345","2,106",822,711,"1,460","1,166"
2020년05월_남_연령구간인구수,"23,265","6,779","1,841","1,998",997,"2,040","3,345","2,106",822,711,"1,460","1,166"
2020년05월_남_0~9세,"1,480",540,159,85,23,77,377,96,29,14,44,36
2020년05월_남_10~19세,"1,771",623,161,102,42,100,352,136,56,40,106,53
2020년05월_남_20~29세,"2,774",728,170,220,102,510,475,244,73,67,109,76
2020년05월_남_30~39세,"2,044",625,127,203,83,115,466,148,69,45,77,86
2020년05월_남_40~49세,"3,328","1,081",265,273,121,255,540,324,112,62,169,126
2020년05월_남_50~59세,"4,314","1,212",361,401,224,334,492,450,157,142,287,254
2020년05월_남_60~69세,"3,649",948,289,368,205,304,319,378,158,142,277,261
2020년05월_남_70~79세,"2,607",719,206,229,114,215,215,232,116,126,242,193
2020년05월_남_80~89세,"1,180",281,92,103,73,122,98,85,45,67,141,73
2020년05월_남_90~99세,113,21,10,14,10,8,11,13,5,6,8,7
2020년05월_남_100세 이상,5,1,1,0,0,0,0,0,2,0,0,1
2020년05월_여_총인구수,"21,957","6,875","1,813","1,751",882,"1,528","3,058","2,068",737,710,"1,445","1,090"
2020년05월_여_연령구간인구수,"21,957","6,875","1,813","1,751",882,"1,528","3,058","2,068",737,710,"1,445","1,090"
2020년05월_여_0~9세,"1,461",510,143,85,28,75,398,105,30,20,35,32
2020년05월_여_10~19세,"1,572",579,135,83,34,89,326,139,43,26,78,40
2020년05월_여_20~29세,"1,802",615,151,160,56,75,295,182,63,47,87,71
2020년05월_여_30~39세,"1,802",623,150,129,50,95,397,136,39,40,70,73
2020년05월_여_40~49세,"2,425",891,217,148,67,138,421,224,68,48,115,88
2020년05월_여_50~59세,"3,281",992,247,315,160,251,357,340,115,107,215,182
2020년05월_여_60~69세,"3,385","1,008",306,300,152,284,289,352,127,130,231,206
2020년05월_여_70~79세,"3,346",921,242,287,163,269,335,309,135,167,311,207
2020년05월_여_80~89세,"2,481",633,190,211,148,228,212,236,97,108,270,148
2020년05월_여_90~99세,365,91,27,31,23,23,28,41,19,16,31,35
2020년05월_여_100세 이상,37,12,5,2,1,1,0,4,1,1,2,8
2020년06월_계_총인구수,"45,203","13,646","3,641","3,756","1,876","3,580","6,420","4,166","1,562","1,405","2,904","2,247"
2020년06월_계_연령구간인구수,"45,203","13,646","3,641","3,756","1,876","3,580","6,420","4,166","1,562","1,405","2,904","2,247"
2020년06월_계_0~9세,"2,944","1,048",307,173,51,152,783,190,59,33,81,67
2020년06월_계_10~19세,"3,324","1,204",291,178,74,191,672,274,98,65,184,93
2020년06월_계_20~29세,"4,584","1,346",322,380,159,591,783,421,135,107,198,142
2020년06월_계_30~39세,"3,841","1,233",275,334,136,212,870,289,107,86,148,151
2020년06월_계_40~49세,"5,714","1,968",466,422,186,394,949,547,175,107,279,221
2020년06월_계_50~59세,"7,557","2,188",607,715,380,577,852,787,276,241,501,433
2020년06월_계_60~69세,"7,090","1,969",600,682,356,590,612,739,289,280,506,467
2020년06월_계_70~79세,"5,963","1,641",448,516,282,491,548,539,252,290,556,400
2020년06월_계_80~89세,"3,661",922,283,310,218,348,312,319,143,173,411,222
2020년06월_계_90~99세,483,114,36,44,33,33,39,57,25,22,38,42
2020년06월_계_100세 이상,42,13,6,2,1,1,0,4,3,1,2,9
2020년06월_남_총인구수,"23,250","6,775","1,840","1,997",995,"2,054","3,349","2,102",818,703,"1,456","1,161"
2020년06월_남_연령구간인구수,"23,250","6,775","1,840","1,997",995,"2,054","3,349","2,102",818,703,"1,456","1,161"
2020년06월_남_0~9세,"1,482",543,163,86,23,78,378,90,28,13,44,36
2020년06월_남_10~19세,"1,759",621,159,97,43,101,352,134,55,39,106,52
2020년06월_남_20~29세,"2,784",730,174,220,99,516,482,244,71,66,110,72
2020년06월_남_30~39세,"2,037",617,125,205,85,117,470,149,68,45,76,80
2020년06월_남_40~49세,"3,296","1,071",252,275,119,256,532,325,107,60,166,133
2020년06월_남_50~59세,"4,295","1,209",364,396,224,328,490,444,162,138,288,252
2020년06월_남_60~69세,"3,685",956,294,374,205,308,323,385,158,146,275,261
2020년06월_남_70~79세,"2,611",720,205,228,115,220,214,233,115,125,242,194
2020년06월_남_80~89세,"1,180",286,93,101,72,121,97,85,46,65,141,73
2020년06월_남_90~99세,116,21,10,15,10,9,11,13,6,6,8,7
2020년06월_남_100세 이상,5,1,1,0,0,0,0,0,2,0,0,1
2020년06월_여_총인구수,"21,953","6,871","1,801","1,759",881,"1,526","3,071","2,064",744,702,"1,448","1,086"
2020년06월_여_연령구간인구수,"21,953","6,871","1,801","1,759",881,"1,526","3,071","2,064",744,702,"1,448","1,086"
2020년06월_여_0~9세,"1,462",505,144,87,28,74,405,100,31,20,37,31
2020년06월_여_10~19세,"1,565",583,132,81,31,90,320,140,43,26,78,41
2020년06월_여_20~29세,"1,800",616,148,160,60,75,301,177,64,41,88,70
2020년06월_여_30~39세,"1,804",616,150,129,51,95,400,140,39,41,72,71
2020년06월_여_40~49세,"2,418",897,214,147,67,138,417,222,68,47,113,88
2020년06월_여_50~59세,"3,262",979,243,319,156,249,362,343,114,103,213,181
2020년06월_여_60~69세,"3,405","1,013",306,308,151,282,289,354,131,134,231,206
2020년06월_여_70~79세,"3,352",921,243,288,167,271,334,306,137,165,314,206
2020년06월_여_80~89세,"2,481",636,190,209,146,227,215,234,97,108,270,149
2020년06월_여_90~99세,367,93,26,29,23,24,28,44,19,16,30,35
2020년06월_여_100세 이상,37,12,5,2,1,1,0,4,1,1,2,8
2020년07월_계_총인구수,"45,126","13,643","3,636","3,772","1,876","3,538","6,386","4,163","1,562","1,412","2,899","2,239"
2020년07월_계_연령구간인구수,"45,126","13,643","3,636","3,772","1,876","3,538","6,386","4,163","1,562","1,412","2,899","2,239"
2020년07월_계_0~9세,"2,920","1,042",309,173,51,150,773,189,58,34,81,60
2020년07월_계_10~19세,"3,313","1,200",289,182,76,189,672,271,97,63,182,92
2020년07월_계_20~29세,"4,508","1,338",316,378,153,561,762,421,136,114,190,139
2020년07월_계_30~39세,"3,823","1,229",278,336,134,203,868,286,105,86,151,147
2020년07월_계_40~49세,"5,708","1,963",466,425,187,396,951,542,175,111,277,215
2020년07월_계_50~59세,"7,575","2,187",605,716,384,581,849,794,280,238,500,441
2020년07월_계_60~69세,"7,101","1,974",602,688,355,587,616,737,283,279,512,468
2020년07월_계_70~79세,"5,982","1,656",448,519,283,490,544,540,255,290,554,403
2020년07월_계_80~89세,"3,670",923,282,311,219,348,313,321,144,175,411,223
2020년07월_계_90~99세,484,118,35,42,33,32,38,58,26,21,39,42
2020년07월_계_100세 이상,42,13,6,2,1,1,0,4,3,1,2,9
2020년07월_남_총인구수,"23,172","6,765","1,834","2,003",994,"2,021","3,326","2,099",819,703,"1,453","1,155"
2020년07월_남_연령구간인구수,"23,172","6,765","1,834","2,003",994,"2,021","3,326","2,099",819,703,"1,453","1,155"
2020년07월_남_0~9세,"1,466",540,164,85,22,76,373,89,28,14,44,31
2020년07월_남_10~19세,"1,754",621,158,100,44,99,353,134,54,37,104,50
2020년07월_남_20~29세,"2,719",721,170,215,95,489,465,241,72,71,108,72
2020년07월_남_30~39세,"2,028",612,126,210,84,109,473,147,67,44,78,78
2020년07월_남_40~49세,"3,288","1,068",249,273,121,260,530,323,108,62,165,129
2020년07월_남_50~59세,"4,294","1,206",365,397,226,331,485,446,164,132,285,257
2020년07월_남_60~69세,"3,702",961,295,377,205,309,328,387,154,145,279,262
2020년07월_남_70~79세,"2,618",726,205,231,114,218,213,230,117,127,241,196
2020년07월_남_80~89세,"1,182",287,91,100,73,122,96,88,47,66,140,72
2020년07월_남_90~99세,116,22,10,15,10,8,10,14,6,5,9,7
2020년07월_남_100세 이상,5,1,1,0,0,0,0,0,2,0,0,1
2020년07월_여_총인구수,"21,954","6,878","1,802","1,769",882,"1,517","3,060","2,064",743,709,"1,446","1,084"
2020년07월_여_연령구간인구수,"21,954","6,878","1,802","1,769",882,"1,517","3,060","2,064",743,709,"1,446","1,084"
2020년07월_여_0~9세,"1,454",502,145,88,29,74,400,100,30,20,37,29
2020년07월_여_10~19세,"1,559",579,131,82,32,90,319,137,43,26,78,42
2020년07월_여_20~29세,"1,789",617,146,163,58,72,297,180,64,43,82,67
2020년07월_여_30~39세,"1,795",617,152,126,50,94,395,139,38,42,73,69
2020년07월_여_40~49세,"2,420",895,217,152,66,136,421,219,67,49,112,86
2020년07월_여_50~59세,"3,281",981,240,319,158,250,364,348,116,106,215,184
2020년07월_여_60~69세,"3,399","1,013",307,311,150,278,288,350,129,134,233,206
2020년07월_여_70~79세,"3,364",930,243,288,169,272,331,310,138,163,313,207
2020년07월_여_80~89세,"2,488",636,191,211,146,226,217,233,97,109,271,151
2020년07월_여_90~99세,368,96,25,27,23,24,28,44,20,16,30,35
2020년07월_여_100세 이상,37,12,5,2,1,1,0,4,1,1,2,8
2020년08월_계_총인구수,"44,921","13,580","3,646","3,737","1,859","3,507","6,308","4,187","1,561","1,402","2,902","2,232"
2020년08월_계_연령구간인구수,"44,921","13,580","3,646","3,737","1,859","3,507","6,308","4,187","1,561","1,402","2,902","2,232"
2020년08월_계_0~9세,"2,878","1,023",306,169,52,151,748,194,57,32,86,60
2020년08월_계_10~19세,"3,306","1,198",292,174,75,194,664,275,97,62,180,95
2020년08월_계_20~29세,"4,418","1,319",315,375,150,523,742,422,133,113,191,135
2020년08월_계_30~39세,"3,802","1,220",277,329,131,201,866,291,106,82,151,148
2020년08월_계_40~49세,"5,654","1,936",473,422,183,395,930,541,174,110,279,211
2020년08월_계_50~59세,"7,548","2,183",611,704,371,586,851,795,282,236,492,437
2020년08월_계_60~69세,"7,137","1,985",604,692,363,582,620,742,286,281,513,469
2020년08월_계_70~79세,"5,965","1,654",444,514,283,495,534,547,252,287,551,404
2020년08월_계_80~89세,"3,680",928,283,313,217,346,315,319,144,177,417,221
2020년08월_계_90~99세,491,121,35,43,33,33,38,57,27,21,40,43
2020년08월_계_100세 이상,42,13,6,2,1,1,0,4,3,1,2,9
2020년08월_남_총인구수,"23,049","6,724","1,840","1,992",984,"1,983","3,288","2,114",819,699,"1,452","1,154"
2020년08월_남_연령구간인구수,"23,049","6,724","1,840","1,992",984,"1,983","3,288","2,114",819,699,"1,452","1,154"
2020년08월_남_0~9세,"1,448",530,162,83,22,76,362,93,29,13,46,32
2020년08월_남_10~19세,"1,744",620,159,94,43,102,347,137,52,36,103,51
2020년08월_남_20~29세,"2,649",706,171,216,94,453,449,242,70,71,107,70
2020년08월_남_30~39세,"2,029",611,129,206,82,108,479,148,68,43,78,77
2020년08월_남_40~49세,"3,245","1,050",247,272,120,257,515,322,109,61,165,127
2020년08월_남_50~59세,"4,291","1,207",370,398,216,334,488,446,163,132,283,254
2020년08월_남_60~69세,"3,725",966,296,379,211,304,331,392,156,146,279,265
2020년08월_남_70~79세,"2,616",726,205,229,114,220,211,232,116,124,241,198
2020년08월_남_80~89세,"1,180",284,90,100,72,121,96,88,48,68,141,72
2020년08월_남_90~99세,117,23,10,15,10,8,10,14,6,5,9,7
2020년08월_남_100세 이상,5,1,1,0,0,0,0,0,2,0,0,1
2020년08월_여_총인구수,"21,872","6,856","1,806","1,745",875,"1,524","3,020","2,073",742,703,"1,450","1,078"
2020년08월_여_연령구간인구수,"21,872","6,856","1,806","1,745",875,"1,524","3,020","2,073",742,703,"1,450","1,078"
2020년08월_여_0~9세,"1,430",493,144,86,30,75,386,101,28,19,40,28
2020년08월_여_10~19세,"1,562",578,133,80,32,92,317,138,45,26,77,44
2020년08월_여_20~29세,"1,769",613,144,159,56,70,293,180,63,42,84,65
2020년08월_여_30~39세,"1,773",609,148,123,49,93,387,143,38,39,73,71
2020년08월_여_40~49세,"2,409",886,226,150,63,138,415,219,65,49,114,84
2020년08월_여_50~59세,"3,257",976,241,306,155,252,363,349,119,104,209,183
2020년08월_여_60~69세,"3,412","1,019",308,313,152,278,289,350,130,135,234,204
2020년08월_여_70~79세,"3,349",928,239,285,169,275,323,315,136,163,310,206
2020년08월_여_80~89세,"2,500",644,193,213,145,225,219,231,96,109,276,149
2020년08월_여_90~99세,374,98,25,28,23,25,28,43,21,16,31,36
2020년08월_여_100세 이상,37,12,5,2,1,1,0,4,1,1,2,8
2020년09월_계_총인구수,"44,810","13,558","3,633","3,734","1,861","3,484","6,283","4,173","1,557","1,395","2,901","2,231"
