카테고리,세종특별자치시,세종특별자치시 세종특별자치시
2020년04월_남_30~39세,"29,831","29,831"
2020년04월_남_40~49세,"33,941","33,941"
2020년04월_남_50~59세,"22,421","22,421"
2020년04월_남_60~69세,"13,984","13,984"
2020년04월_남_70~79세,"6,226","6,226"
2020년04월_남_80~89세,"2,316","2,316"
2020년04월_남_90~99세,259,259
2020년04월_남_100세 이상,10,10
2020년04월_여_총인구수,"173,040","173,040"
2020년04월_여_연령구간인구수,"173,040","173,040"
2020년04월_여_0~9세,"23,108","23,108"
2020년04월_여_10~19세,"20,337","20,337"
2020년04월_여_20~29세,"17,964","17,964"
2020년04월_여_30~39세,"31,435","31,435"
2020년04월_여_40~49세,"32,183","32,183"
2020년04월_여_50~59세,"20,862","20,862"
2020년04월_여_60~69세,"14,189","14,189"
2020년04월_여_70~79세,"7,447","7,447"
2020년04월_여_80~89세,"4,606","4,606"
2020년04월_여_90~99세,862,862
2020년04월_여_100세 이상,47,47
2020년05월_계_총인구수,"345,373","345,373"
2020년05월_계_연령구간인구수,"345,373","345,373"
2020년05월_계_0~9세,"47,239","47,239"
2020년05월_계_10~19세,"40,970","40,970"
2020년05월_계_20~29세,"36,245","36,245"
2020년05월_계_30~39세,"61,103","61,103"
2020년05월_계_40~49세,"66,258","66,258"
2020년05월_계_50~59세,"43,404","43,404"
2020년05월_계_60~69세,"28,280","28,280"
2020년05월_계_70~79세,"13,762","13,762"
2020년05월_계_80~89세,"6,924","6,924"
2020년05월_계_90~99세,"1,132","1,132"
2020년05월_계_100세 이상,56,56
2020년05월_남_총인구수,"172,269","172,269"
2020년05월_남_연령구간인구수,"172,269","172,269"
2020년05월_남_0~9세,"24,226","24,226"
2020년05월_남_10~19세,"20,581","20,581"
2020년05월_남_20~29세,"18,322","18,322"
2020년05월_남_30~39세,"29,740","29,740"
2020년05월_남_40~49세,"33,977","33,977"
2020년05월_남_50~59세,"22,525","22,525"
2020년05월_남_60~69세,"14,032","14,032"
2020년05월_남_70~79세,"6,284","6,284"
2020년05월_남_80~89세,"2,313","2,313"
2020년05월_남_90~99세,259,259
2020년05월_남_100세 이상,10,10
2020년05월_여_총인구수,"173,104","173,104"
2020년05월_여_연령구간인구수,"173,104","173,104"
2020년05월_여_0~9세,"23,013","23,013"
2020년05월_여_10~19세,"20,389","20,389"
2020년05월_여_20~29세,"17,923","17,923"
2020년05월_여_30~39세,"31,363","31,363"
2020년05월_여_40~49세,"32,281","32,281"
2020년05월_여_50~59세,"20,879","20,879"
2020년05월_여_60~69세,"14,248","14,248"
2020년05월_여_70~79세,"7,478","7,478"
2020년05월_여_80~89세,"4,611","4,611"
2020년05월_여_90~99세,873,873
2020년05월_여_100세 이상,46,46
2020년06월_계_총인구수,"345,341","345,341"
2020년06월_계_연령구간인구수,"345,341","345,341"
2020년06월_계_0~9세,"47,105","47,105"
2020년06월_계_10~19세,"41,077","41,077"
2020년06월_계_20~29세,"36,098","36,098"
2020년06월_계_30~39세,"60,923","60,923"
2020년06월_계_40~49세,"66,382","66,382"
2020년06월_계_50~59세,"43,369","43,369"
2020년06월_계_60~69세,"28,419","28,419"
2020년06월_계_70~79세,"13,859","13,859"
2020년06월_계_80~89세,"6,908","6,908"
2020년06월_계_90~99세,"1,145","1,145"
2020년06월_계_100세 이상,56,56
2020년06월_남_총인구수,"172,234","172,234"
2020년06월_남_연령구간인구수,"172,234","172,234"
2020년06월_남_0~9세,"24,163","24,163"
2020년06월_남_10~19세,"20,599","20,599"
2020년06월_남_20~29세,"18,280","18,280"
2020년06월_남_30~39세,"29,634","29,634"
2020년06월_남_40~49세,"34,015","34,015"
2020년06월_남_50~59세,"22,519","22,519"
2020년06월_남_60~69세,"14,101","14,101"
2020년06월_남_70~79세,"6,331","6,331"
2020년06월_남_80~89세,"2,321","2,321"
2020년06월_남_90~99세,261,261
2020년06월_남_100세 이상,10,10
2020년06월_여_총인구수,"173,107","173,107"
2020년06월_여_연령구간인구수,"173,107","173,107"
2020년06월_여_0~9세,"22,942","22,942"
2020년06월_여_10~19세,"20,478","20,478"
2020년06월_여_20~29세,"17,818","17,818"
2020년06월_여_30~39세,"31,289","31,289"
2020년06월_여_40~49세,"32,367","32,367"
2020년06월_여_50~59세,"20,850","20,850"
2020년06월_여_60~69세,"14,318","14,318"
2020년06월_여_70~79세,"7,528","7,528"
2020년06월_여_80~89세,"4,587","4,587"
2020년06월_여_90~99세,884,884
2020년06월_여_100세 이상,46,46
2020년07월_계_총인구수,"346,217","346,217"
2020년07월_계_연령구간인구수,"346,217","346,217"
2020년07월_계_0~9세,"47,066","47,066"
2020년07월_계_10~19세,"41,228","41,228"
2020년07월_계_20~29세,"36,176","36,176"
2020년07월_계_30~39세,"60,806","60,806"
2020년07월_계_40~49세,"66,688","66,688"
2020년07월_계_50~59세,"43,570","43,570"
2020년07월_계_60~69세,"28,607","28,607"
2020년07월_계_70~79세,"13,961","13,961"
2020년07월_계_80~89세,"6,915","6,915"
2020년07월_계_90~99세,"1,145","1,145"
2020년07월_계_100세 이상,55,55
2020년07월_남_총인구수,"172,660","172,660"
2020년07월_남_연령구간인구수,"172,660","172,660"
2020년07월_남_0~9세,"24,134","24,134"
2020년07월_남_10~19세,"20,667","20,667"
2020년07월_남_20~29세,"18,310","18,310"
2020년07월_남_30~39세,"29,610","29,610"
2020년07월_남_40~49세,"34,129","34,129"
2020년07월_남_50~59세,"22,639","22,639"
2020년07월_남_60~69세,"14,186","14,186"
2020년07월_남_70~79세,"6,388","6,388"
2020년07월_남_80~89세,"2,331","2,331"
2020년07월_남_90~99세,255,255
2020년07월_남_100세 이상,11,11
2020년07월_여_총인구수,"173,557","173,557"
2020년07월_여_연령구간인구수,"173,557","173,557"
2020년07월_여_0~9세,"22,932","22,932"
2020년07월_여_10~19세,"20,561","20,561"
2020년07월_여_20~29세,"17,866","17,866"
2020년07월_여_30~39세,"31,196","31,196"
2020년07월_여_40~49세,"32,559","32,559"
2020년07월_여_50~59세,"20,931","20,931"
2020년07월_여_60~69세,"14,421","14,421"
2020년07월_여_70~79세,"7,573","7,573"
2020년07월_여_80~89세,"4,584","4,584"
2020년07월_여_90~99세,890,890
2020년07월_여_100세 이상,44,44
2020년08월_계_총인구수,"347,232","347,232"
2020년08월_계_연령구간인구수,"347,232","347,232"
2020년08월_계_0~9세,"46,987","46,987"
2020년08월_계_10~19세,"41,416","41,416"
2020년08월_계_20~29세,"36,241","36,241"
2020년08월_계_30~39세,"60,795","60,795"
2020년08월_계_40~49세,"66,950","66,950"
2020년08월_계_50~59세,"43,814","43,814"
2020년08월_계_60~69세,"28,836","28,836"
2020년08월_계_70~79세,"14,020","14,020"
2020년08월_계_80~89세,"6,963","6,963"
2020년08월_계_90~99세,"1,154","1,154"
2020년08월_계_100세 이상,56,56
2020년08월_남_총인구수,"173,183","173,183"
2020년08월_남_연령구간인구수,"173,183","173,183"
2020년08월_남_0~9세,"24,076","24,076"
2020년08월_남_10~19세,"20,777","20,777"
2020년08월_남_20~29세,"18,362","18,362"
2020년08월_남_30~39세,"29,633","29,633"
2020년08월_남_40~49세,"34,237","34,237"
2020년08월_남_50~59세,"22,783","22,783"
2020년08월_남_60~69세,"14,293","14,293"
2020년08월_남_70~79세,"6,418","6,418"
2020년08월_남_80~89세,"2,341","2,341"
2020년08월_남_90~99세,252,252
2020년08월_남_100세 이상,11,11
2020년08월_여_총인구수,"174,049","174,049"
2020년08월_여_연령구간인구수,"174,049","174,049"
2020년08월_여_0~9세,"22,911","22,911"
2020년08월_여_10~19세,"20,639","20,639"
2020년08월_여_20~29세,"17,879","17,879"
2020년08월_여_30~39세,"31,162","31,162"
2020년08월_여_40~49세,"32,713","32,713"
2020년08월_여_50~59세,"21,031","21,031"
2020년08월_여_60~69세,"14,543","14,543"
2020년08월_여_70~79세,"7,602","7,602"
2020년08월_여_80~89세,"4,622","4,622"
2020년08월_여_90~99세,902,902
2020년08월_여_100세 이상,45,45
2020년09월_계_총인구수,"348,014","348,014"
2020년09월_계_연령구간인구수,"348,014","348,014"
2020년09월_계_0~9세,"46,796","46,796"
2020년09월_계_10~19세,"41,550","41,550"
2020년09월_계_20~29세,"36,347","36,347"
2020년09월_계_30~39세,"60,703","60,703"
2020년09월_계_40~49세,"67,138","67,138"
2020년09월_계_50~59세,"44,105","44,105"
2020년09월_계_60~69세,"29,074","29,074"
2020년09월_계_70~79세,"14,087","14,087"
2020년09월_계_80~89세,"6,987","6,987"
2020년09월_계_90~99세,"1,172","1,172"
2020년09월_계_100세 이상,55,55
2020년09월_남_총인구수,"173,613","173,613"
2020년09월_남_연령구간인구수,"173,613","173,613"
2020년09월_남_0~9세,"23,974","23,974"
2020년09월_남_10~19세,"20,837","20,837"
2020년09월_남_20~29세,"18,445","18,445"
2020년09월_남_30~39세,"29,591","29,591"
2020년09월_남_40~49세,"34,313","34,313"
2020년09월_남_50~59세,"22,943","22,943"
2020년09월_남_60~69세,"14,424","14,424"
2020년09월_남_70~79세,"6,458","6,458"
2020년09월_남_80~89세,"2,360","2,360"
2020년09월_남_90~99세,256,256
2020년09월_남_100세 이상,12,12
2020년09월_여_총인구수,"174,401","174,401"
2020년09월_여_연령구간인구수,"174,401","174,401"
2020년09월_여_0~9세,"22,822","22,822"
2020년09월_여_10~19세,"20,713","20,713"
2020년09월_여_20~29세,"17,902","17,902"
2020년09월_여_30~39세,"31,112","31,112"
2020년09월_여_40~49세,"32,825","32,825"
2020년09월_여_50~59세,"21,162","21,162"
2020년09월_여_60~69세,"14,650","14,650"
2020년09월_여_70~79세,"7,629","7,629"
2020년09월_여_80~89세,"4,627","4,627"
2020년09월_여_90~99세,916,916
2020년09월_여_100세 이상,43,43
2020년10월_계_총인구수,"351,007","351,007"
2020년10월_계_연령구간인구수,"351,007","351,007"
2020년10월_계_0~9세,"47,042","47,042"
2020년10월_계_10~19세,"41,968","41,968"
2020년10월_계_20~29세,"36,742","36,742"
2020년10월_계_30~39세,"60,994","60,994"
2020년10월_계_40~49세,"67,761","67,761"
2020년10월_계_50~59세,"44,596","44,596"
2020년10월_계_60~69세,"29,409","29,409"
2020년10월_계_70~79세,"14,219","14,219"
2020년10월_계_80~89세,"7,045","7,045"
2020년10월_계_90~99세,"1,177","1,177"
2020년10월_계_100세 이상,54,54
2020년10월_남_총인구수,"175,135","175,135"
2020년10월_남_연령구간인구수,"175,135","175,135"
2020년10월_남_0~9세,"24,095","24,095"
2020년10월_남_10~19세,"21,040","21,040"
2020년10월_남_20~29세,"18,658","18,658"
2020년10월_남_30~39세,"29,744","29,744"
2020년10월_남_40~49세,"34,640","34,640"
2020년10월_남_50~59세,"23,211","23,211"
2020년10월_남_60~69세,"14,571","14,571"
2020년10월_남_70~79세,"6,513","6,513"
2020년10월_남_80~89세,"2,395","2,395"
2020년10월_남_90~99세,257,257
2020년10월_남_100세 이상,11,11
2020년10월_여_총인구수,"175,872","175,872"
2020년10월_여_연령구간인구수,"175,872","175,872"
2020년10월_여_0~9세,"22,947","22,947"
2020년10월_여_10~19세,"20,928","20,928"
2020년10월_여_20~29세,"18,084","18,084"
2020년10월_여_30~39세,"31,250","31,250"
2020년10월_여_40~49세,"33,121","33,121"
2020년10월_여_50~59세,"21,385","21,385"
2020년10월_여_60~69세,"14,838","14,838"
2020년10월_여_70~79세,"7,706","7,706"
2020년10월_여_80~89세,"4,650","4,650"
2020년10월_여_90~99세,920,920
2020년10월_여_100세 이상,43,43
2020년11월_계_총인구수,"353,430","353,430"
2020년11월_계_연령구간인구수,"353,430","353,430"
2020년11월_계_0~9세,"47,222","47,222"
2020년11월_계_10~19세,"42,306","42,306"
2020년11월_계_20~29세,"36,994","36,994"
2020년11월_계_30~39세,"61,240","61,240"
2020년11월_계_40~49세,"68,318","68,318"
2020년11월_계_50~59세,"44,970","44,970"
2020년11월_계_60~69세,"29,785","29,785"
2020년11월_계_70~79세,"14,286","14,286"
2020년11월_계_80~89세,"7,080","7,080"
2020년11월_계_90~99세,"1,177","1,177"
2020년11월_계_100세 이상,52,52
2020년11월_남_총인구수,"176,336","176,336"
2020년11월_남_연령구간인구수,"176,336","176,336"
2020년11월_남_0~9세,"24,193","24,193"
2020년11월_남_10~19세,"21,207","21,207"
2020년11월_남_20~29세,"18,805","18,805"
2020년11월_남_30~39세,"29,868","29,868"
2020년11월_남_40~49세,"34,925","34,925"
2020년11월_남_50~59세,"23,384","23,384"
2020년11월_남_60~69세,"14,738","14,738"
2020년11월_남_70~79세,"6,548","6,548"
2020년11월_남_80~89세,"2,398","2,398"
2020년11월_남_90~99세,259,259
2020년11월_남_100세 이상,11,11
2020년11월_여_총인구수,"177,094","177,094"
2020년11월_여_연령구간인구수,"177,094","177,094"
2020년11월_여_0~9세,"23,029","23,029"
2020년11월_여_10~19세,"21,099","21,099"
2020년11월_여_20~29세,"18,189","18,189"
2020년11월_여_30~39세,"31,372","31,372"
2020년11월_여_40~49세,"33,393","33,393"
2020년11월_여_50~59세,"21,586","21,586"
2020년11월_여_60~69세,"15,047","15,047"
2020년11월_여_70~79세,"7,738","7,738"
2020년11월_여_80~89세,"4,682","4,682"
2020년11월_여_90~99세,918,918
2020년11월_여_100세 이상,41,41
2020년12월_계_총인구수,"355,831","355,831"
2020년12월_계_연령구간인구수,"355,831","355,831"
2020년12월_계_0~9세,"47,283","47,283"
2020년12월_계_10~19세,"42,677","42,677"
2020년12월_계_20~29세,"37,453","37,453"
2020년12월_계_30~39세,"61,492","61,492"
2020년12월_계_40~49세,"68,831","68,831"
2020년12월_계_50~59세,"45,205","45,205"
2020년12월_계_60~69세,"30,139","30,139"
2020년12월_계_70~79세,"14,392","14,392"
2020년12월_계_80~89세,"7,109","7,109"
2020년12월_계_90~99세,"1,200","1,200"
2020년12월_계_100세 이상,50,50
2020년12월_남_총인구수,"177,568","177,568"
2020년12월_남_연령구간인구수,"177,568","177,568"
2020년12월_남_0~9세,"24,188","24,188"
2020년12월_남_10~19세,"21,419","21,419"
2020년12월_남_20~29세,"19,050","19,050"
2020년12월_남_30~39세,"30,004","30,004"
2020년12월_남_40~49세,"35,188","35,188"
2020년12월_남_50~59세,"23,494","23,494"
2020년12월_남_60~69세,"14,935","14,935"
2020년12월_남_70~79세,"6,602","6,602"
2020년12월_남_80~89세,"2,415","2,415"
2020년12월_남_90~99세,263,263
2020년12월_남_100세 이상,10,10
2020년12월_여_총인구수,"178,263","178,263"
2020년12월_여_연령구간인구수,"178,263","178,263"
2020년12월_여_0~9세,"23,095","23,095"
2020년12월_여_10~19세,"21,258","21,258"
2020년12월_여_20~29세,"18,403","18,403"
2020년12월_여_30~39세,"31,488","31,488"
2020년12월_여_40~49세,"33,643","33,643"
2020년12월_여_50~59세,"21,711","21,711"
2020년12월_여_60~69세,"15,204","15,204"
2020년12월_여_70~79세,"7,790","7,790"
2020년12월_여_80~89세,"4,694","4,694"
2020년12월_여_90~99세,937,937
2020년12월_여_100세 이상,40,40
2021년01월_계_총인구수,"357,871","357,871"
2021년01월_계_연령구간인구수,"357,871","357,871"
2021년01월_계_0~9세,"47,226","47,226"
2021년01월_계_10~19세,"43,097","43,097"
2021년01월_계_20~29세,"37,735","37,735"
2021년01월_계_30~39세,"61,528","61,528"
2021년01월_계_40~49세,"69,371","69,371"
2021년01월_계_50~59세,"45,466","45,466"
2021년01월_계_60~69세,"30,553","30,553"
2021년01월_계_70~79세,"14,468","14,468"
2021년01월_계_80~89세,"7,164","7,164"
2021년01월_계_90~99세,"1,213","1,213"
2021년01월_계_100세 이상,50,50
2021년01월_남_총인구수,"178,656","178,656"
2021년01월_남_연령구간인구수,"178,656","178,656"
2021년01월_남_0~9세,"24,186","24,186"
2021년01월_남_10~19세,"21,631","21,631"
2021년01월_남_20~29세,"19,200","19,200"
2021년01월_남_30~39세,"30,043","30,043"
2021년01월_남_40~49세,"35,393","35,393"
2021년01월_남_50~59세,"23,693","23,693"
2021년01월_남_60~69세,"15,140","15,140"
2021년01월_남_70~79세,"6,659","6,659"
2021년01월_남_80~89세,"2,436","2,436"
2021년01월_남_90~99세,265,265
2021년01월_남_100세 이상,10,10
2021년01월_여_총인구수,"179,215","179,215"
2021년01월_여_연령구간인구수,"179,215","179,215"
2021년01월_여_0~9세,"23,040","23,040"
2021년01월_여_10~19세,"21,466","21,466"
2021년01월_여_20~29세,"18,535","18,535"
2021년01월_여_30~39세,"31,485","31,485"
2021년01월_여_40~49세,"33,978","33,978"
2021년01월_여_50~59세,"21,773","21,773"
2021년01월_여_60~69세,"15,413","15,413"
2021년01월_여_70~79세,"7,809","7,809"
2021년01월_여_80~89세,"4,728","4,728"
2021년01월_여_90~99세,948,948
2021년01월_여_100세 이상,40,40
2021년02월_계_총인구수,"359,569","359,569"
2021년02월_계_연령구간인구수,"359,569","359,569"
2021년02월_계_0~9세,"47,289","47,289"
2021년02월_계_10~19세,"43,332","43,332"
2021년02월_계_20~29세,"37,759","37,759"
2021년02월_계_30~39세,"61,557","61,557"
2021년02월_계_40~49세,"69,982","69,982"
2021년02월_계_50~59세,"45,760","45,760"
2021년02월_계_60~69세,"30,908","30,908"
2021년02월_계_70~79세,"14,469","14,469"
2021년02월_계_80~89세,"7,227","7,227"
2021년02월_계_90~99세,"1,236","1,236"
2021년02월_계_100세 이상,50,50
2021년02월_남_총인구수,"179,528","179,528"
2021년02월_남_연령구간인구수,"179,528","179,528"
2021년02월_남_0~9세,"24,220","24,220"
2021년02월_남_10~19세,"21,778","21,778"
2021년02월_남_20~29세,"19,239","19,239"
2021년02월_남_30~39세,"30,063","30,063"
2021년02월_남_40~49세,"35,638","35,638"
2021년02월_남_50~59세,"23,872","23,872"
2021년02월_남_60~69세,"15,313","15,313"
2021년02월_남_70~79세,"6,675","6,675"
2021년02월_남_80~89세,"2,452","2,452"
2021년02월_남_90~99세,267,267
2021년02월_남_100세 이상,11,11
2021년02월_여_총인구수,"180,041","180,041"
2021년02월_여_연령구간인구수,"180,041","180,041"
2021년02월_여_0~9세,"23,069","23,069"
2021년02월_여_10~19세,"21,554","21,554"
2021년02월_여_20~29세,"18,520","18,520"
2021년02월_여_30~39세,"31,494","31,494"
2021년02월_여_40~49세,"34,344","34,344"
2021년02월_여_50~59세,"21,888","21,888"
2021년02월_여_60~69세,"15,595","15,595"
2021년02월_여_70~79세,"7,794","7,794"
2021년02월_여_80~89세,"4,775","4,775"
2021년02월_여_90~99세,969,969
2021년02월_여_100세 이상,39,39
2021년03월_계_총인구수,"360,462","360,462"
2021년03월_계_연령구간인구수,"360,462","360,462"
2021년03월_계_0~9세,"47,300","47,300"
2021년03월_계_10~19세,"43,522","43,522"
2021년03월_계_20~29세,"37,866","37,866"
2021년03월_계_30~39세,"61,515","61,515"
2021년03월_계_40~49세,"70,075","70,075"
2021년03월_계_50~59세,"45,953","45,953"
2021년03월_계_60~69세,"31,270","31,270"
2021년03월_계_70~79세,"14,451","14,451"
2021년03월_계_80~89세,"7,245","7,245"
2021년03월_계_90~99세,"1,228","1,228"
2021년03월_계_100세 이상,37,37
2021년03월_남_총인구수,"180,030","180,030"
2021년03월_남_연령구간인구수,"180,030","180,030"
2021년03월_남_0~9세,"24,191","24,191"
2021년03월_남_10~19세,"21,879","21,879"
2021년03월_남_20~29세,"19,340","19,340"
2021년03월_남_30~39세,"30,060","30,060"
2021년03월_남_40~49세,"35,685","35,685"
2021년03월_남_50~59세,"23,984","23,984"
2021년03월_남_60~69세,"15,478","15,478"
2021년03월_남_70~79세,"6,688","6,688"
2021년03월_남_80~89세,"2,455","2,455"
2021년03월_남_90~99세,263,263
2021년03월_남_100세 이상,7,7
2021년03월_여_총인구수,"180,432","180,432"
2021년03월_여_연령구간인구수,"180,432","180,432"
2021년03월_여_0~9세,"23,109","23,109"
2021년03월_여_10~19세,"21,643","21,643"
2021년03월_여_20~29세,"18,526","18,526"
2021년03월_여_30~39세,"31,455","31,455"
2021년03월_여_40~49세,"34,390","34,390"
2021년03월_여_50~59세,"21,969","21,969"
2021년03월_여_60~69세,"15,792","15,792"
2021년03월_여_70~79세,"7,763","7,763"
2021년03월_여_80~89세,"4,790","4,790"
2021년03월_여_90~99세,965,965
2021년03월_여_100세 이상,30,30
2021년04월_계_총인구수,"361,396","361,396"
2021년04월_계_연령구간인구수,"361,396","361,396"
2021년04월_계_0~9세,"47,239","47,239"
2021년04월_계_10~19세,"43,710","43,710"
2021년04월_계_20~29세,"38,010","38,010"
2021년04월_계_30~39세,"61,490","61,490"
2021년04월_계_40~49세,"70,245","70,245"
2021년04월_계_50~59세,"46,140","46,140"
2021년04월_계_60~69세,"31,569","31,569"
2021년04월_계_70~79세,"14,422","14,422"
2021년04월_계_80~89세,"7,284","7,284"
2021년04월_계_90~99세,"1,251","1,251"
2021년04월_계_100세 이상,36,36
2021년04월_남_총인구수,"180,462","180,462"
2021년04월_남_연령구간인구수,"180,462","180,462"
2021년04월_남_0~9세,"24,138","24,138"
2021년04월_남_10~19세,"21,991","21,991"
2021년04월_남_20~29세,"19,408","19,408"
2021년04월_남_30~39세,"30,026","30,026"
2021년04월_남_40~49세,"35,767","35,767"
2021년04월_남_50~59세,"24,073","24,073"
2021년04월_남_60~69세,"15,637","15,637"
2021년04월_남_70~79세,"6,681","6,681"
2021년04월_남_80~89세,"2,469","2,469"
2021년04월_남_90~99세,265,265
2021년04월_남_100세 이상,7,7
2021년04월_여_총인구수,"180,934","180,934"
2021년04월_여_연령구간인구수,"180,934","180,934"
2021년04월_여_0~9세,"23,101","23,101"
2021년04월_여_10~19세,"21,719","21,719"
2021년04월_여_20~29세,"18,602","18,602"
2021년04월_여_30~39세,"31,464","31,464"
2021년04월_여_40~49세,"34,478","34,478"
