카테고리,경상북도 영덕군,경상북도 영덕군 영덕읍,경상북도 영덕군 강구면,경상북도 영덕군 남정면,경상북도 영덕군 달산면,경상북도 영덕군 지품면,경상북도 영덕군 지품면원전출장소,경상북도 영덕군 축산면,경상북도 영덕군 축산면축산출장소,경상북도 영덕군 영해면,경상북도 영덕군 병곡면,경상북도 영덕군 창수면
2020년03월_남_90~99세,92,21,7,11,5,10,1,6,7,9,10,5
2020년03월_남_100세 이상,7,3,1,0,0,0,0,1,0,0,0,2
2020년03월_여_총인구수,"19,400","5,858","3,345","1,243",654,752,288,502,927,"3,460","1,504",867
2020년03월_여_연령구간인구수,"19,400","5,858","3,345","1,243",654,752,288,502,927,"3,460","1,504",867
2020년03월_여_0~9세,894,441,119,24,8,17,5,16,18,189,45,12
2020년03월_여_10~19세,"1,037",466,133,29,22,18,10,16,35,215,65,28
2020년03월_여_20~29세,"1,097",436,194,55,25,29,6,22,46,221,41,22
2020년03월_여_30~39세,"1,266",596,191,48,21,23,6,20,32,236,64,29
2020년03월_여_40~49세,"1,790",756,334,71,39,35,8,36,71,340,65,35
2020년03월_여_50~59세,"3,013",885,581,185,91,127,37,60,152,560,219,116
2020년03월_여_60~69세,"3,778",943,722,271,130,176,76,99,218,637,314,192
2020년03월_여_70~79세,"3,614",762,657,297,163,180,85,120,217,558,348,227
2020년03월_여_80~89세,"2,512",490,355,221,132,129,48,100,128,430,304,175
2020년03월_여_90~99세,380,77,59,41,21,16,7,12,10,74,37,26
2020년03월_여_100세 이상,19,6,0,1,2,2,0,1,0,0,2,5
2020년04월_계_총인구수,"36,845","11,237","6,351","2,391","1,153","1,478",541,952,"1,756","6,466","2,822","1,698"
2020년04월_계_연령구간인구수,"36,845","11,237","6,351","2,391","1,153","1,478",541,952,"1,756","6,466","2,822","1,698"
2020년04월_계_0~9세,"1,767",853,247,55,16,36,8,36,40,360,90,26
2020년04월_계_10~19세,"2,150",933,305,70,42,37,19,37,75,452,127,53
2020년04월_계_20~29세,"2,569",995,469,135,54,75,16,50,98,499,119,59
2020년04월_계_30~39세,"2,594","1,135",415,112,47,53,14,41,78,487,148,64
2020년04월_계_40~49세,"4,025","1,591",737,198,71,111,36,91,173,701,205,111
2020년04월_계_50~59세,"6,335","1,896","1,167",413,191,285,79,146,315,"1,124",457,262
2020년04월_계_60~69세,"7,200","1,759","1,362",554,269,350,140,180,414,"1,178",601,393
2020년04월_계_70~79세,"6,014","1,258","1,063",474,252,310,143,207,368,955,574,410
2020년04월_계_80~89세,"3,685",709,520,325,181,194,78,145,178,622,451,282
2020년04월_계_90~99세,481,99,65,54,28,26,8,17,17,88,48,31
2020년04월_계_100세 이상,25,9,1,1,2,1,0,2,0,0,2,7
2020년04월_남_총인구수,"17,498","5,386","3,007","1,158",510,729,253,452,838,"3,012","1,323",830
2020년04월_남_연령구간인구수,"17,498","5,386","3,007","1,158",510,729,253,452,838,"3,012","1,323",830
2020년04월_남_0~9세,880,414,129,31,9,20,3,20,25,170,45,14
2020년04월_남_10~19세,"1,115",468,173,41,21,20,9,20,41,235,63,24
2020년04월_남_20~29세,"1,493",567,273,85,29,46,10,29,53,287,77,37
2020년04월_남_30~39세,"1,341",549,224,65,27,30,8,21,47,249,84,37
2020년04월_남_40~49세,"2,254",831,408,129,35,75,28,56,104,371,142,75
2020년04월_남_50~59세,"3,329","1,008",591,228,105,160,44,86,162,562,239,144
2020년04월_남_60~69세,"3,422",813,636,287,137,174,63,84,196,542,288,202
2020년04월_남_70~79세,"2,397",493,405,180,89,130,58,86,151,393,229,183
2020년04월_남_80~89세,"1,164",218,160,100,53,64,29,44,52,192,145,107
2020년04월_남_90~99세,96,22,7,12,5,10,1,5,7,11,11,5
2020년04월_남_100세 이상,7,3,1,0,0,0,0,1,0,0,0,2
2020년04월_여_총인구수,"19,347","5,851","3,344","1,233",643,749,288,500,918,"3,454","1,499",868
2020년04월_여_연령구간인구수,"19,347","5,851","3,344","1,233",643,749,288,500,918,"3,454","1,499",868
2020년04월_여_0~9세,887,439,118,24,7,16,5,16,15,190,45,12
2020년04월_여_10~19세,"1,035",465,132,29,21,17,10,17,34,217,64,29
2020년04월_여_20~29세,"1,076",428,196,50,25,29,6,21,45,212,42,22
2020년04월_여_30~39세,"1,253",586,191,47,20,23,6,20,31,238,64,27
2020년04월_여_40~49세,"1,771",760,329,69,36,36,8,35,69,330,63,36
2020년04월_여_50~59세,"3,006",888,576,185,86,125,35,60,153,562,218,118
2020년04월_여_60~69세,"3,778",946,726,267,132,176,77,96,218,636,313,191
2020년04월_여_70~79세,"3,617",765,658,294,163,180,85,121,217,562,345,227
2020년04월_여_80~89세,"2,521",491,360,225,128,130,49,101,126,430,306,175
2020년04월_여_90~99세,385,77,58,42,23,16,7,12,10,77,37,26
2020년04월_여_100세 이상,18,6,0,1,2,1,0,1,0,0,2,5
2020년05월_계_총인구수,"36,763","11,209","6,324","2,384","1,150","1,476",544,948,"1,763","6,471","2,797","1,697"
2020년05월_계_연령구간인구수,"36,763","11,209","6,324","2,384","1,150","1,476",544,948,"1,763","6,471","2,797","1,697"
2020년05월_계_0~9세,"1,761",849,246,53,17,36,8,35,41,361,89,26
2020년05월_계_10~19세,"2,134",933,296,69,42,37,19,36,73,456,122,51
2020년05월_계_20~29세,"2,546",989,463,135,54,74,16,49,99,490,119,58
2020년05월_계_30~39세,"2,565","1,115",412,112,49,54,13,41,80,484,143,62
2020년05월_계_40~49세,"4,014","1,603",731,195,70,107,35,89,174,697,198,115
2020년05월_계_50~59세,"6,318","1,884","1,164",411,188,284,81,148,317,"1,127",454,260
2020년05월_계_60~69세,"7,219","1,767","1,360",555,271,353,142,181,414,"1,178",603,395
2020년05월_계_70~79세,"6,002","1,254","1,066",473,252,309,142,203,367,964,568,404
2020년05월_계_80~89세,"3,690",703,521,327,177,196,80,147,181,623,447,288
2020년05월_계_90~99세,489,103,64,53,28,25,8,17,17,91,52,31
2020년05월_계_100세 이상,25,9,1,1,2,1,0,2,0,0,2,7
2020년05월_남_총인구수,"17,457","5,372","2,997","1,159",509,726,256,450,839,"3,009","1,312",828
2020년05월_남_연령구간인구수,"17,457","5,372","2,997","1,159",509,726,256,450,839,"3,009","1,312",828
2020년05월_남_0~9세,873,409,128,29,10,20,3,19,26,170,45,14
2020년05월_남_10~19세,"1,106",470,166,41,21,20,9,20,40,234,61,24
2020년05월_남_20~29세,"1,483",567,269,85,29,46,10,29,54,283,76,35
2020년05월_남_30~39세,"1,320",540,223,64,29,29,8,21,46,245,80,35
2020년05월_남_40~49세,"2,253",837,410,128,34,71,27,55,105,370,138,78
2020년05월_남_50~59세,"3,320","1,001",591,230,102,160,44,86,162,563,241,140
2020년05월_남_60~69세,"3,441",816,634,288,139,177,66,85,196,545,289,206
2020년05월_남_70~79세,"2,392",491,409,180,89,130,58,85,149,395,229,177
2020년05월_남_80~89세,"1,168",217,160,102,51,64,30,44,54,192,142,112
2020년05월_남_90~99세,94,21,6,12,5,9,1,5,7,12,11,5
2020년05월_남_100세 이상,7,3,1,0,0,0,0,1,0,0,0,2
2020년05월_여_총인구수,"19,306","5,837","3,327","1,225",641,750,288,498,924,"3,462","1,485",869
2020년05월_여_연령구간인구수,"19,306","5,837","3,327","1,225",641,750,288,498,924,"3,462","1,485",869
2020년05월_여_0~9세,888,440,118,24,7,16,5,16,15,191,44,12
2020년05월_여_10~19세,"1,028",463,130,28,21,17,10,16,33,222,61,27
2020년05월_여_20~29세,"1,063",422,194,50,25,28,6,20,45,207,43,23
2020년05월_여_30~39세,"1,245",575,189,48,20,25,5,20,34,239,63,27
2020년05월_여_40~49세,"1,761",766,321,67,36,36,8,34,69,327,60,37
2020년05월_여_50~59세,"2,998",883,573,181,86,124,37,62,155,564,213,120
2020년05월_여_60~69세,"3,778",951,726,267,132,176,76,96,218,633,314,189
2020년05월_여_70~79세,"3,610",763,657,293,163,179,84,118,218,569,339,227
2020년05월_여_80~89세,"2,522",486,361,225,126,132,50,103,127,431,305,176
2020년05월_여_90~99세,395,82,58,41,23,16,7,12,10,79,41,26
2020년05월_여_100세 이상,18,6,0,1,2,1,0,1,0,0,2,5
2020년06월_계_총인구수,"36,721","11,180","6,310","2,391","1,150","1,485",539,946,"1,764","6,464","2,794","1,698"
2020년06월_계_연령구간인구수,"36,721","11,180","6,310","2,391","1,150","1,485",539,946,"1,764","6,464","2,794","1,698"
2020년06월_계_0~9세,"1,762",850,247,52,15,39,8,34,42,361,88,26
2020년06월_계_10~19세,"2,122",931,294,68,44,36,18,36,75,452,117,51
2020년06월_계_20~29세,"2,534",985,456,133,53,76,16,49,97,490,120,59
2020년06월_계_30~39세,"2,549","1,105",413,109,50,58,13,39,81,482,139,60
2020년06월_계_40~49세,"4,008","1,604",724,199,69,107,33,90,175,698,198,111
2020년06월_계_50~59세,"6,279","1,860","1,160",413,189,283,81,146,312,"1,120",456,259
2020년06월_계_60~69세,"7,248","1,780","1,354",552,272,357,140,184,415,"1,185",605,404
2020년06월_계_70~79세,"6,002","1,252","1,074",481,255,308,142,203,367,953,566,401
2020년06월_계_80~89세,"3,701",698,524,330,175,196,79,146,183,630,452,288
2020년06월_계_90~99세,490,106,63,53,26,24,9,17,17,92,51,32
2020년06월_계_100세 이상,26,9,1,1,2,1,0,2,0,1,2,7
2020년06월_남_총인구수,"17,423","5,347","2,985","1,162",509,732,254,452,837,"3,006","1,306",833
2020년06월_남_연령구간인구수,"17,423","5,347","2,985","1,162",509,732,254,452,837,"3,006","1,306",833
2020년06월_남_0~9세,873,407,132,28,9,23,3,19,26,168,44,14
2020년06월_남_10~19세,"1,094",466,164,41,22,19,9,20,41,232,56,24
2020년06월_남_20~29세,"1,474",564,264,85,28,47,10,29,53,281,77,36
2020년06월_남_30~39세,"1,311",536,223,61,30,30,8,20,45,246,77,35
2020년06월_남_40~49세,"2,256",834,408,131,34,72,26,57,106,372,139,77
2020년06월_남_50~59세,"3,298",987,585,233,102,159,45,84,160,561,243,139
2020년06월_남_60~69세,"3,456",821,633,285,139,180,65,87,196,549,289,212
2020년06월_남_70~79세,"2,391",494,408,183,91,128,57,87,149,390,228,176
2020년06월_남_80~89세,"1,169",214,162,103,49,65,30,43,54,195,142,112
2020년06월_남_90~99세,94,21,5,12,5,9,1,5,7,12,11,6
2020년06월_남_100세 이상,7,3,1,0,0,0,0,1,0,0,0,2
2020년06월_여_총인구수,"19,298","5,833","3,325","1,229",641,753,285,494,927,"3,458","1,488",865
2020년06월_여_연령구간인구수,"19,298","5,833","3,325","1,229",641,753,285,494,927,"3,458","1,488",865
2020년06월_여_0~9세,889,443,115,24,6,16,5,15,16,193,44,12
2020년06월_여_10~19세,"1,028",465,130,27,22,17,9,16,34,220,61,27
2020년06월_여_20~29세,"1,060",421,192,48,25,29,6,20,44,209,43,23
2020년06월_여_30~39세,"1,238",569,190,48,20,28,5,19,36,236,62,25
2020년06월_여_40~49세,"1,752",770,316,68,35,35,7,33,69,326,59,34
2020년06월_여_50~59세,"2,981",873,575,180,87,124,36,62,152,559,213,120
2020년06월_여_60~69세,"3,792",959,721,267,133,177,75,97,219,636,316,192
2020년06월_여_70~79세,"3,611",758,666,298,164,180,85,116,218,563,338,225
2020년06월_여_80~89세,"2,532",484,362,227,126,131,49,103,129,435,310,176
2020년06월_여_90~99세,396,85,58,41,21,15,8,12,10,80,40,26
2020년06월_여_100세 이상,19,6,0,1,2,1,0,1,0,1,2,5
2020년07월_계_총인구수,"36,666","11,161","6,301","2,392","1,152","1,485",539,943,"1,760","6,450","2,791","1,692"
2020년07월_계_연령구간인구수,"36,666","11,161","6,301","2,392","1,152","1,485",539,943,"1,760","6,450","2,791","1,692"
2020년07월_계_0~9세,"1,757",851,242,54,17,38,9,33,41,359,88,25
2020년07월_계_10~19세,"2,119",931,293,66,44,36,18,34,78,452,116,51
2020년07월_계_20~29세,"2,505",972,451,135,54,77,16,50,91,485,118,56
2020년07월_계_30~39세,"2,527","1,088",407,110,51,55,13,38,83,481,138,63
2020년07월_계_40~49세,"4,012","1,605",724,200,71,110,32,89,173,698,202,108
2020년07월_계_50~59세,"6,260","1,869","1,152",409,183,281,80,146,313,"1,117",451,259
2020년07월_계_60~69세,"7,274","1,779","1,365",553,277,359,142,189,415,"1,184",608,403
2020년07월_계_70~79세,"5,988","1,243","1,079",485,252,307,142,200,365,951,566,398
2020년07월_계_80~89세,"3,706",705,523,328,175,197,78,145,184,630,450,291
2020년07월_계_90~99세,491,109,63,51,26,24,9,17,17,92,52,31
2020년07월_계_100세 이상,27,9,2,1,2,1,0,2,0,1,2,7
2020년07월_남_총인구수,"17,387","5,339","2,984","1,162",509,732,253,448,832,"2,993","1,304",831
2020년07월_남_연령구간인구수,"17,387","5,339","2,984","1,162",509,732,253,448,832,"2,993","1,304",831
2020년07월_남_0~9세,868,409,129,30,10,22,3,18,26,164,44,13
2020년07월_남_10~19세,"1,095",465,164,41,22,19,9,20,42,233,56,24
2020년07월_남_20~29세,"1,451",552,262,85,30,48,10,29,49,279,73,34
2020년07월_남_30~39세,"1,301",530,221,62,30,28,8,19,45,244,77,37
2020년07월_남_40~49세,"2,255",832,408,131,35,74,25,55,105,373,142,75
2020년07월_남_50~59세,"3,293",992,588,229,98,157,45,86,159,558,242,139
2020년07월_남_60~69세,"3,471",825,635,286,141,183,66,87,198,548,290,212
2020년07월_남_70~79세,"2,383",492,410,184,90,127,56,86,147,388,227,176
2020년07월_남_80~89세,"1,170",218,161,103,48,65,30,42,54,194,142,113
2020년07월_남_90~99세,93,21,5,11,5,9,1,5,7,12,11,6
2020년07월_남_100세 이상,7,3,1,0,0,0,0,1,0,0,0,2
2020년07월_여_총인구수,"19,279","5,822","3,317","1,230",643,753,286,495,928,"3,457","1,487",861
2020년07월_여_연령구간인구수,"19,279","5,822","3,317","1,230",643,753,286,495,928,"3,457","1,487",861
2020년07월_여_0~9세,889,442,113,24,7,16,6,15,15,195,44,12
2020년07월_여_10~19세,"1,024",466,129,25,22,17,9,14,36,219,60,27
2020년07월_여_20~29세,"1,054",420,189,50,24,29,6,21,42,206,45,22
2020년07월_여_30~39세,"1,226",558,186,48,21,27,5,19,38,237,61,26
2020년07월_여_40~49세,"1,757",773,316,69,36,36,7,34,68,325,60,33
2020년07월_여_50~59세,"2,967",877,564,180,85,124,35,60,154,559,209,120
2020년07월_여_60~69세,"3,803",954,730,267,136,176,76,102,217,636,318,191
2020년07월_여_70~79세,"3,605",751,669,301,162,180,86,114,218,563,339,222
2020년07월_여_80~89세,"2,536",487,362,225,127,132,48,103,130,436,308,178
2020년07월_여_90~99세,398,88,58,40,21,15,8,12,10,80,41,25
2020년07월_여_100세 이상,20,6,1,1,2,1,0,1,0,1,2,5
2020년08월_계_총인구수,"36,591","11,134","6,297","2,388","1,142","1,488",536,943,"1,751","6,440","2,783","1,689"
2020년08월_계_연령구간인구수,"36,591","11,134","6,297","2,388","1,142","1,488",536,943,"1,751","6,440","2,783","1,689"
2020년08월_계_0~9세,"1,738",841,241,53,17,37,8,34,40,357,84,26
2020년08월_계_10~19세,"2,117",931,294,66,44,38,18,36,77,445,120,48
2020년08월_계_20~29세,"2,495",969,453,132,52,77,16,50,89,481,119,57
2020년08월_계_30~39세,"2,510","1,078",402,113,50,56,12,37,84,480,135,63
2020년08월_계_40~49세,"3,969","1,594",715,196,68,111,31,86,170,690,202,106
2020년08월_계_50~59세,"6,243","1,864","1,151",408,181,279,77,146,309,"1,122",445,261
2020년08월_계_60~69세,"7,304","1,789","1,373",555,273,361,145,192,414,"1,190",609,403
2020년08월_계_70~79세,"5,965","1,243","1,076",480,250,307,141,198,366,942,563,399
2020년08월_계_80~89세,"3,723",708,526,333,177,197,79,145,185,638,450,285
2020년08월_계_90~99세,500,108,64,51,28,24,9,17,17,94,54,34
2020년08월_계_100세 이상,27,9,2,1,2,1,0,2,0,1,2,7
2020년08월_남_총인구수,"17,334","5,322","2,975","1,160",506,735,252,449,827,"2,979","1,299",830
2020년08월_남_연령구간인구수,"17,334","5,322","2,975","1,160",506,735,252,449,827,"2,979","1,299",830
2020년08월_남_0~9세,859,404,127,29,10,21,3,20,25,164,43,13
2020년08월_남_10~19세,"1,093",464,166,40,22,21,9,20,43,229,56,23
2020년08월_남_20~29세,"1,439",554,259,82,29,48,10,29,46,276,72,34
2020년08월_남_30~39세,"1,288",520,217,66,29,29,8,18,47,242,75,37
2020년08월_남_40~49세,"2,225",822,405,128,35,75,24,52,102,366,142,74
2020년08월_남_50~59세,"3,290",991,586,229,98,155,43,86,159,562,241,140
2020년08월_남_60~69세,"3,491",833,641,288,140,184,68,90,196,548,291,212
2020년08월_남_70~79세,"2,375",492,407,184,90,127,56,85,147,384,226,177
2020년08월_남_80~89세,"1,173",218,161,103,48,66,30,43,55,196,142,111
2020년08월_남_90~99세,94,21,5,11,5,9,1,5,7,12,11,7
2020년08월_남_100세 이상,7,3,1,0,0,0,0,1,0,0,0,2
2020년08월_여_총인구수,"19,257","5,812","3,322","1,228",636,753,284,494,924,"3,461","1,484",859
2020년08월_여_연령구간인구수,"19,257","5,812","3,322","1,228",636,753,284,494,924,"3,461","1,484",859
2020년08월_여_0~9세,879,437,114,24,7,16,5,14,15,193,41,13
2020년08월_여_10~19세,"1,024",467,128,26,22,17,9,16,34,216,64,25
2020년08월_여_20~29세,"1,056",415,194,50,23,29,6,21,43,205,47,23
2020년08월_여_30~39세,"1,222",558,185,47,21,27,4,19,37,238,60,26
2020년08월_여_40~49세,"1,744",772,310,68,33,36,7,34,68,324,60,32
2020년08월_여_50~59세,"2,953",873,565,179,83,124,34,60,150,560,204,121
2020년08월_여_60~69세,"3,813",956,732,267,133,177,77,102,218,642,318,191
2020년08월_여_70~79세,"3,590",751,669,296,160,180,85,113,219,558,337,222
2020년08월_여_80~89세,"2,550",490,365,230,129,131,49,102,130,442,308,174
2020년08월_여_90~99세,406,87,59,40,23,15,8,12,10,82,43,27
2020년08월_여_100세 이상,20,6,1,1,2,1,0,1,0,1,2,5
2020년09월_계_총인구수,"36,592","11,146","6,291","2,389","1,136","1,486",536,945,"1,746","6,437","2,789","1,691"
2020년09월_계_연령구간인구수,"36,592","11,146","6,291","2,389","1,136","1,486",536,945,"1,746","6,437","2,789","1,691"
2020년09월_계_0~9세,"1,735",835,242,53,17,37,7,34,40,362,84,24
2020년09월_계_10~19세,"2,132",950,292,67,43,37,18,34,75,447,120,49
2020년09월_계_20~29세,"2,476",952,454,133,52,76,16,51,92,480,117,53
2020년09월_계_30~39세,"2,482","1,068",397,113,49,57,12,36,81,473,134,62
2020년09월_계_40~49세,"3,975","1,604",710,190,68,109,31,86,169,698,203,107
2020년09월_계_50~59세,"6,229","1,871","1,142",409,180,278,76,146,306,"1,111",445,265
2020년09월_계_60~69세,"7,334","1,799","1,375",553,271,362,146,194,415,"1,197",616,406
2020년09월_계_70~79세,"5,965","1,244","1,082",483,249,306,141,200,365,938,560,397
2020년09월_계_80~89세,"3,716",699,527,334,178,197,80,145,185,633,453,285
2020년09월_계_90~99세,520,115,68,53,27,26,9,17,18,96,55,36
2020년09월_계_100세 이상,28,9,2,1,2,1,0,2,0,2,2,7
2020년09월_남_총인구수,"17,335","5,339","2,966","1,156",505,734,252,449,824,"2,976","1,305",829
2020년09월_남_연령구간인구수,"17,335","5,339","2,966","1,156",505,734,252,449,824,"2,976","1,305",829
2020년09월_남_0~9세,859,403,128,28,10,21,3,20,26,166,43,11
2020년09월_남_10~19세,"1,103",476,164,40,22,21,9,19,42,230,56,24
2020년09월_남_20~29세,"1,435",552,260,83,29,47,10,29,49,275,70,31
2020년09월_남_30~39세,"1,271",515,214,63,28,30,8,17,46,235,76,39
2020년09월_남_40~49세,"2,216",821,401,123,34,74,24,53,99,372,142,73
2020년09월_남_50~59세,"3,298","1,001",584,233,99,155,43,86,157,555,243,142
2020년09월_남_60~69세,"3,503",838,639,287,140,184,67,90,197,553,295,213
2020년09월_남_70~79세,"2,377",494,408,186,89,126,57,86,145,382,227,177
2020년09월_남_80~89세,"1,171",214,160,103,50,67,30,43,56,198,141,109
2020년09월_남_90~99세,95,22,7,10,4,9,1,5,7,10,12,8
2020년09월_남_100세 이상,7,3,1,0,0,0,0,1,0,0,0,2
2020년09월_여_총인구수,"19,257","5,807","3,325","1,233",631,752,284,496,922,"3,461","1,484",862
2020년09월_여_연령구간인구수,"19,257","5,807","3,325","1,233",631,752,284,496,922,"3,461","1,484",862
2020년09월_여_0~9세,876,432,114,25,7,16,4,14,14,196,41,13
2020년09월_여_10~19세,"1,029",474,128,27,21,16,9,15,33,217,64,25
2020년09월_여_20~29세,"1,041",400,194,50,23,29,6,22,43,205,47,22
2020년09월_여_30~39세,"1,211",553,183,50,21,27,4,19,35,238,58,23
2020년09월_여_40~49세,"1,759",783,309,67,34,35,7,33,70,326,61,34
2020년09월_여_50~59세,"2,931",870,558,176,81,123,33,60,149,556,202,123
2020년09월_여_60~69세,"3,831",961,736,266,131,178,79,104,218,644,321,193
2020년09월_여_70~79세,"3,588",750,674,297,160,180,84,114,220,556,333,220
2020년09월_여_80~89세,"2,545",485,367,231,128,130,50,102,129,435,312,176
2020년09월_여_90~99세,425,93,61,43,23,17,8,12,11,86,43,28
2020년09월_여_100세 이상,21,6,1,1,2,1,0,1,0,2,2,5
2020년10월_계_총인구수,"36,473","11,095","6,270","2,378","1,134","1,484",535,933,"1,744","6,417","2,793","1,690"
2020년10월_계_연령구간인구수,"36,473","11,095","6,270","2,378","1,134","1,484",535,933,"1,744","6,417","2,793","1,690"
2020년10월_계_0~9세,"1,695",818,232,49,18,35,9,33,41,355,81,24
2020년10월_계_10~19세,"2,130",949,297,67,43,38,17,32,75,443,121,48
2020년10월_계_20~29세,"2,466",953,447,130,50,76,17,48,90,484,117,54
2020년10월_계_30~39세,"2,448","1,054",395,111,48,52,12,36,79,468,131,62
2020년10월_계_40~49세,"3,931","1,584",699,188,69,112,31,86,166,687,204,105
2020년10월_계_50~59세,"6,232","1,871","1,146",406,178,274,76,141,309,"1,116",453,262
2020년10월_계_60~69세,"7,337","1,796","1,375",555,273,364,146,195,414,"1,195",616,408
2020년10월_계_70~79세,"5,953","1,239","1,078",484,246,307,139,198,365,938,560,399
2020년10월_계_80~89세,"3,734",705,532,335,179,198,79,147,187,636,452,284
2020년10월_계_90~99세,518,116,67,52,28,27,9,15,18,93,56,37
2020년10월_계_100세 이상,29,10,2,1,2,1,0,2,0,2,2,7
2020년10월_남_총인구수,"17,279","5,313","2,955","1,151",505,734,252,440,821,"2,968","1,309",831
2020년10월_남_연령구간인구수,"17,279","5,313","2,955","1,151",505,734,252,440,821,"2,968","1,309",831
2020년10월_남_0~9세,844,395,122,27,10,21,4,20,26,164,44,11
2020년10월_남_10~19세,"1,099",476,168,40,22,22,8,18,42,225,55,23
2020년10월_남_20~29세,"1,427",551,255,81,27,47,11,26,49,277,71,32
2020년10월_남_30~39세,"1,254",511,212,61,28,28,8,17,44,233,73,39
2020년10월_남_40~49세,"2,189",807,400,122,33,74,24,54,96,367,141,71
2020년10월_남_50~59세,"3,304","1,000",583,232,100,154,44,83,160,559,248,141
2020년10월_남_60~69세,"3,510",838,641,286,142,186,68,90,194,552,298,215
2020년10월_남_70~79세,"2,375",491,404,188,89,127,55,86,146,382,227,180
2020년10월_남_80~89세,"1,180",219,162,104,50,66,29,42,57,200,142,109
2020년10월_남_90~99세,90,22,7,10,4,9,1,3,7,9,10,8
2020년10월_남_100세 이상,7,3,1,0,0,0,0,1,0,0,0,2
2020년10월_여_총인구수,"19,194","5,782","3,315","1,227",629,750,283,493,923,"3,449","1,484",859
2020년10월_여_연령구간인구수,"19,194","5,782","3,315","1,227",629,750,283,493,923,"3,449","1,484",859
2020년10월_여_0~9세,851,423,110,22,8,14,5,13,15,191,37,13
2020년10월_여_10~19세,"1,031",473,129,27,21,16,9,14,33,218,66,25
2020년10월_여_20~29세,"1,039",402,192,49,23,29,6,22,41,207,46,22
2020년10월_여_30~39세,"1,194",543,183,50,20,24,4,19,35,235,58,23
2020년10월_여_40~49세,"1,742",777,299,66,36,38,7,32,70,320,63,34
2020년10월_여_50~59세,"2,928",871,563,174,78,120,32,58,149,557,205,121
2020년10월_여_60~69세,"3,827",958,734,269,131,178,78,105,220,643,318,193
2020년10월_여_70~79세,"3,578",748,674,296,157,180,84,112,219,556,333,219
2020년10월_여_80~89세,"2,554",486,370,231,129,132,50,105,130,436,310,175
2020년10월_여_90~99세,428,94,60,42,24,18,8,12,11,84,46,29
2020년10월_여_100세 이상,22,7,1,1,2,1,0,1,0,2,2,5
2020년11월_계_총인구수,"36,399","11,070","6,256","2,371","1,128","1,487",533,935,"1,740","6,409","2,781","1,689"
2020년11월_계_연령구간인구수,"36,399","11,070","6,256","2,371","1,128","1,487",533,935,"1,740","6,409","2,781","1,689"
2020년11월_계_0~9세,"1,679",811,228,48,18,35,8,33,40,359,74,25
2020년11월_계_10~19세,"2,127",943,298,65,41,38,17,32,76,448,122,47
2020년11월_계_20~29세,"2,446",948,446,129,49,75,18,48,88,478,114,53
2020년11월_계_30~39세,"2,424","1,042",387,111,46,55,12,35,78,472,126,60
2020년11월_계_40~49세,"3,911","1,584",690,182,68,112,31,85,166,681,204,108
2020년11월_계_50~59세,"6,194","1,856","1,150",405,180,273,78,142,302,"1,106",451,251
