카테고리,광주광역시,광주광역시 동구,광주광역시 서구,광주광역시 남구,광주광역시 북구,광주광역시 광산구
2020년03월_여_30~39세,"93,655","5,944","18,960","13,498","27,443","27,810"
2020년03월_여_40~49세,"123,207","6,505","26,030","17,585","34,298","38,789"
2020년03월_여_50~59세,"118,102","7,793","25,408","17,872","37,195","29,834"
2020년03월_여_60~69세,"81,738","7,448","17,400","14,687","26,621","15,582"
2020년03월_여_70~79세,"50,856","5,607","10,352","9,438","15,851","9,608"
2020년03월_여_80~89세,"24,978","2,606","5,009","4,515","7,554","5,294"
2020년03월_여_90~99세,"4,385",451,902,848,"1,291",893
2020년03월_여_100세 이상,358,50,63,84,103,58
2020년04월_계_총인구수,"1,456,096","98,622","300,093","217,543","433,057","406,781"
2020년04월_계_연령구간인구수,"1,456,096","98,622","300,093","217,543","433,057","406,781"
2020년04월_계_0~9세,"124,409","6,627","22,960","18,043","34,658","42,121"
2020년04월_계_10~19세,"161,641","7,291","32,923","23,337","44,382","53,708"
2020년04월_계_20~29세,"208,412","13,925","45,367","28,530","62,843","57,747"
2020년04월_계_30~39세,"190,220","12,404","38,189","26,670","56,790","56,167"
2020년04월_계_40~49세,"244,392","13,629","50,146","34,476","68,565","77,576"
2020년04월_계_50~59세,"234,352","15,389","49,769","33,803","72,674","62,717"
2020년04월_계_60~69세,"156,796","14,117","33,009","27,294","51,133","31,243"
2020년04월_계_70~79세,"91,258","10,043","18,711","17,121","28,583","16,800"
2020년04월_계_80~89세,"38,573","4,514","7,776","7,084","11,667","7,532"
2020년04월_계_90~99세,"5,631",620,"1,171","1,089","1,645","1,106"
2020년04월_계_100세 이상,412,63,72,96,117,64
2020년04월_남_총인구수,"720,536","48,743","147,198","104,745","215,038","204,812"
2020년04월_남_연령구간인구수,"720,536","48,743","147,198","104,745","215,038","204,812"
2020년04월_남_0~9세,"63,870","3,433","11,911","9,204","17,671","21,651"
2020년04월_남_10~19세,"84,007","3,786","17,277","11,798","23,516","27,630"
2020년04월_남_20~29세,"108,720","7,139","23,326","14,628","33,082","30,545"
2020년04월_남_30~39세,"96,789","6,473","19,257","13,235","29,456","28,368"
2020년04월_남_40~49세,"121,319","7,130","24,197","16,916","34,310","38,766"
2020년04월_남_50~59세,"116,096","7,603","24,353","15,931","35,486","32,723"
2020년04월_남_60~69세,"74,659","6,653","15,530","12,572","24,377","15,527"
2020년04월_남_70~79세,"40,386","4,457","8,337","7,673","12,731","7,188"
2020년04월_남_80~89세,"13,425","1,887","2,743","2,533","4,063","2,199"
2020년04월_남_90~99세,"1,211",169,258,242,333,209
2020년04월_남_100세 이상,54,13,9,13,13,6
2020년04월_여_총인구수,"735,560","49,879","152,895","112,798","218,019","201,969"
2020년04월_여_연령구간인구수,"735,560","49,879","152,895","112,798","218,019","201,969"
2020년04월_여_0~9세,"60,539","3,194","11,049","8,839","16,987","20,470"
2020년04월_여_10~19세,"77,634","3,505","15,646","11,539","20,866","26,078"
2020년04월_여_20~29세,"99,692","6,786","22,041","13,902","29,761","27,202"
2020년04월_여_30~39세,"93,431","5,931","18,932","13,435","27,334","27,799"
2020년04월_여_40~49세,"123,073","6,499","25,949","17,560","34,255","38,810"
2020년04월_여_50~59세,"118,256","7,786","25,416","17,872","37,188","29,994"
2020년04월_여_60~69세,"82,137","7,464","17,479","14,722","26,756","15,716"
2020년04월_여_70~79세,"50,872","5,586","10,374","9,448","15,852","9,612"
2020년04월_여_80~89세,"25,148","2,627","5,033","4,551","7,604","5,333"
2020년04월_여_90~99세,"4,420",451,913,847,"1,312",897
2020년04월_여_100세 이상,358,50,63,83,104,58
2020년05월_계_총인구수,"1,455,533","99,158","299,850","216,758","432,731","407,036"
2020년05월_계_연령구간인구수,"1,455,533","99,158","299,850","216,758","432,731","407,036"
2020년05월_계_0~9세,"123,851","6,661","22,853","17,912","34,511","41,914"
2020년05월_계_10~19세,"160,902","7,292","32,744","23,190","44,145","53,531"
2020년05월_계_20~29세,"208,753","14,096","45,421","28,398","62,857","57,981"
2020년05월_계_30~39세,"189,797","12,510","38,057","26,511","56,609","56,110"
2020년05월_계_40~49세,"243,859","13,656","49,980","34,343","68,416","77,464"
2020년05월_계_50~59세,"234,541","15,454","49,776","33,650","72,688","62,973"
2020년05월_계_60~69세,"157,418","14,164","33,202","27,315","51,266","31,471"
2020년05월_계_70~79세,"91,584","10,095","18,756","17,160","28,736","16,837"
2020년05월_계_80~89세,"38,746","4,538","7,811","7,094","11,727","7,576"
2020년05월_계_90~99세,"5,664",626,"1,176","1,088","1,657","1,117"
2020년05월_계_100세 이상,418,66,74,97,119,62
2020년05월_남_총인구수,"720,300","49,015","147,074","104,351","214,894","204,966"
2020년05월_남_연령구간인구수,"720,300","49,015","147,074","104,351","214,894","204,966"
2020년05월_남_0~9세,"63,618","3,459","11,871","9,146","17,606","21,536"
2020년05월_남_10~19세,"83,574","3,792","17,159","11,704","23,371","27,548"
2020년05월_남_20~29세,"108,939","7,237","23,349","14,572","33,093","30,688"
2020년05월_남_30~39세,"96,596","6,511","19,205","13,154","29,359","28,367"
2020년05월_남_40~49세,"121,039","7,154","24,095","16,848","34,265","38,677"
2020년05월_남_50~59세,"116,270","7,625","24,377","15,895","35,522","32,851"
2020년05월_남_60~69세,"74,935","6,682","15,639","12,535","24,427","15,652"
2020년05월_남_70~79세,"40,545","4,474","8,344","7,698","12,807","7,222"
2020년05월_남_80~89세,"13,514","1,896","2,766","2,543","4,095","2,214"
2020년05월_남_90~99세,"1,217",172,260,243,336,206
2020년05월_남_100세 이상,53,13,9,13,13,5
2020년05월_여_총인구수,"735,233","50,143","152,776","112,407","217,837","202,070"
2020년05월_여_연령구간인구수,"735,233","50,143","152,776","112,407","217,837","202,070"
2020년05월_여_0~9세,"60,233","3,202","10,982","8,766","16,905","20,378"
2020년05월_여_10~19세,"77,328","3,500","15,585","11,486","20,774","25,983"
2020년05월_여_20~29세,"99,814","6,859","22,072","13,826","29,764","27,293"
2020년05월_여_30~39세,"93,201","5,999","18,852","13,357","27,250","27,743"
2020년05월_여_40~49세,"122,820","6,502","25,885","17,495","34,151","38,787"
2020년05월_여_50~59세,"118,271","7,829","25,399","17,755","37,166","30,122"
2020년05월_여_60~69세,"82,483","7,482","17,563","14,780","26,839","15,819"
2020년05월_여_70~79세,"51,039","5,621","10,412","9,462","15,929","9,615"
2020년05월_여_80~89세,"25,232","2,642","5,045","4,551","7,632","5,362"
2020년05월_여_90~99세,"4,447",454,916,845,"1,321",911
2020년05월_여_100세 이상,365,53,65,84,106,57
2020년06월_계_총인구수,"1,455,048","99,273","299,248","216,256","433,444","406,827"
2020년06월_계_연령구간인구수,"1,455,048","99,273","299,248","216,256","433,444","406,827"
2020년06월_계_0~9세,"123,413","6,660","22,698","17,793","34,575","41,687"
2020년06월_계_10~19세,"160,383","7,267","32,572","23,152","44,026","53,366"
2020년06월_계_20~29세,"208,765","14,165","45,341","28,263","62,926","58,070"
2020년06월_계_30~39세,"189,436","12,517","37,914","26,338","56,762","55,905"
2020년06월_계_40~49세,"243,727","13,639","49,812","34,293","68,541","77,442"
2020년06월_계_50~59세,"233,826","15,436","49,593","33,464","72,442","62,891"
2020년06월_계_60~69세,"158,721","14,241","33,394","27,487","51,763","31,836"
2020년06월_계_70~79세,"91,879","10,129","18,838","17,188","28,867","16,857"
2020년06월_계_80~89세,"38,816","4,524","7,830","7,098","11,760","7,604"
2020년06월_계_90~99세,"5,663",627,"1,182","1,084","1,665","1,105"
2020년06월_계_100세 이상,419,68,74,96,117,64
2020년06월_남_총인구수,"720,060","49,091","146,717","104,128","215,259","204,865"
2020년06월_남_연령구간인구수,"720,060","49,091","146,717","104,128","215,259","204,865"
2020년06월_남_0~9세,"63,438","3,468","11,793","9,093","17,650","21,434"
2020년06월_남_10~19세,"83,285","3,779","17,063","11,680","23,304","27,459"
2020년06월_남_20~29세,"108,943","7,284","23,281","14,509","33,123","30,746"
2020년06월_남_30~39세,"96,490","6,534","19,131","13,078","29,453","28,294"
2020년06월_남_40~49세,"120,963","7,141","24,019","16,823","34,333","38,647"
2020년06월_남_50~59세,"115,915","7,619","24,301","15,821","35,409","32,765"
2020년06월_남_60~69세,"75,535","6,704","15,710","12,605","24,649","15,867"
2020년06월_남_70~79세,"40,662","4,488","8,370","7,703","12,882","7,219"
2020년06월_남_80~89세,"13,562","1,888","2,777","2,559","4,113","2,225"
2020년06월_남_90~99세,"1,214",172,263,245,330,204
2020년06월_남_100세 이상,53,14,9,12,13,5
2020년06월_여_총인구수,"734,988","50,182","152,531","112,128","218,185","201,962"
2020년06월_여_연령구간인구수,"734,988","50,182","152,531","112,128","218,185","201,962"
2020년06월_여_0~9세,"59,975","3,192","10,905","8,700","16,925","20,253"
2020년06월_여_10~19세,"77,098","3,488","15,509","11,472","20,722","25,907"
2020년06월_여_20~29세,"99,822","6,881","22,060","13,754","29,803","27,324"
2020년06월_여_30~39세,"92,946","5,983","18,783","13,260","27,309","27,611"
2020년06월_여_40~49세,"122,764","6,498","25,793","17,470","34,208","38,795"
2020년06월_여_50~59세,"117,911","7,817","25,292","17,643","37,033","30,126"
2020년06월_여_60~69세,"83,186","7,537","17,684","14,882","27,114","15,969"
2020년06월_여_70~79세,"51,217","5,641","10,468","9,485","15,985","9,638"
2020년06월_여_80~89세,"25,254","2,636","5,053","4,539","7,647","5,379"
2020년06월_여_90~99세,"4,449",455,919,839,"1,335",901
2020년06월_여_100세 이상,366,54,65,84,104,59
2020년07월_계_총인구수,"1,454,709","99,228","298,898","215,987","433,463","407,133"
2020년07월_계_연령구간인구수,"1,454,709","99,228","298,898","215,987","433,463","407,133"
2020년07월_계_0~9세,"122,863","6,633","22,578","17,714","34,488","41,450"
2020년07월_계_10~19세,"159,816","7,209","32,419","23,088","43,828","53,272"
2020년07월_계_20~29세,"208,961","14,209","45,292","28,218","62,986","58,256"
2020년07월_계_30~39세,"189,053","12,494","37,769","26,229","56,713","55,848"
2020년07월_계_40~49세,"243,442","13,607","49,664","34,268","68,441","77,462"
2020년07월_계_50~59세,"233,747","15,390","49,570","33,359","72,358","63,070"
2020년07월_계_60~69세,"159,502","14,290","33,568","27,581","52,015","32,048"
2020년07월_계_70~79세,"92,265","10,148","18,925","17,235","29,025","16,932"
2020년07월_계_80~89세,"38,960","4,545","7,871","7,110","11,819","7,615"
2020년07월_계_90~99세,"5,678",634,"1,168","1,088","1,672","1,116"
2020년07월_계_100세 이상,422,69,74,97,118,64
2020년07월_남_총인구수,"719,860","49,043","146,518","104,009","215,251","205,039"
2020년07월_남_연령구간인구수,"719,860","49,043","146,518","104,009","215,251","205,039"
2020년07월_남_0~9세,"63,125","3,448","11,714","9,056","17,603","21,304"
2020년07월_남_10~19세,"83,009","3,753","16,995","11,624","23,188","27,449"
2020년07월_남_20~29세,"109,019","7,289","23,267","14,510","33,129","30,824"
2020년07월_남_30~39세,"96,360","6,515","19,070","13,013","29,454","28,308"
2020년07월_남_40~49세,"120,824","7,117","23,921","16,847","34,295","38,644"
2020년07월_남_50~59세,"115,865","7,607","24,290","15,773","35,370","32,825"
2020년07월_남_60~69세,"75,917","6,749","15,791","12,632","24,763","15,982"
2020년07월_남_70~79세,"40,837","4,477","8,403","7,723","12,968","7,266"
2020년07월_남_80~89세,"13,637","1,902","2,801","2,575","4,133","2,226"
2020년07월_남_90~99세,"1,215",172,257,244,336,206
2020년07월_남_100세 이상,52,14,9,12,12,5
2020년07월_여_총인구수,"734,849","50,185","152,380","111,978","218,212","202,094"
2020년07월_여_연령구간인구수,"734,849","50,185","152,380","111,978","218,212","202,094"
2020년07월_여_0~9세,"59,738","3,185","10,864","8,658","16,885","20,146"
2020년07월_여_10~19세,"76,807","3,456","15,424","11,464","20,640","25,823"
2020년07월_여_20~29세,"99,942","6,920","22,025","13,708","29,857","27,432"
2020년07월_여_30~39세,"92,693","5,979","18,699","13,216","27,259","27,540"
2020년07월_여_40~49세,"122,618","6,490","25,743","17,421","34,146","38,818"
2020년07월_여_50~59세,"117,882","7,783","25,280","17,586","36,988","30,245"
2020년07월_여_60~69세,"83,585","7,541","17,777","14,949","27,252","16,066"
2020년07월_여_70~79세,"51,428","5,671","10,522","9,512","16,057","9,666"
2020년07월_여_80~89세,"25,323","2,643","5,070","4,535","7,686","5,389"
2020년07월_여_90~99세,"4,463",462,911,844,"1,336",910
2020년07월_여_100세 이상,370,55,65,85,106,59
2020년08월_계_총인구수,"1,454,154","99,159","298,644","215,701","433,279","407,371"
2020년08월_계_연령구간인구수,"1,454,154","99,159","298,644","215,701","433,279","407,371"
2020년08월_계_0~9세,"122,309","6,602","22,444","17,645","34,380","41,238"
2020년08월_계_10~19세,"159,172","7,179","32,260","22,988","43,616","53,129"
2020년08월_계_20~29세,"209,096","14,228","45,346","28,162","62,944","58,416"
2020년08월_계_30~39세,"188,454","12,457","37,587","26,107","56,557","55,746"
2020년08월_계_40~49세,"243,152","13,596","49,579","34,243","68,297","77,437"
2020년08월_계_50~59세,"233,774","15,389","49,537","33,251","72,344","63,253"
2020년08월_계_60~69세,"160,460","14,292","33,740","27,721","52,363","32,344"
2020년08월_계_70~79세,"92,458","10,134","19,001","17,238","29,104","16,981"
2020년08월_계_80~89세,"39,133","4,581","7,899","7,153","11,874","7,626"
2020년08월_계_90~99세,"5,723",631,"1,176","1,096","1,682","1,138"
2020년08월_계_100세 이상,423,70,75,97,118,63
2020년08월_남_총인구수,"719,601","49,005","146,398","103,846","215,168","205,184"
2020년08월_남_연령구간인구수,"719,601","49,005","146,398","103,846","215,168","205,184"
2020년08월_남_0~9세,"62,839","3,442","11,655","9,017","17,524","21,201"
2020년08월_남_10~19세,"82,619","3,730","16,932","11,557","23,045","27,355"
2020년08월_남_20~29세,"109,164","7,295","23,273","14,498","33,156","30,942"
2020년08월_남_30~39세,"96,131","6,499","19,006","12,948","29,393","28,285"
2020년08월_남_40~49세,"120,628","7,109","23,861","16,853","34,207","38,598"
2020년08월_남_50~59세,"115,907","7,612","24,301","15,721","35,365","32,908"
2020년08월_남_60~69세,"76,411","6,742","15,856","12,686","24,954","16,173"
2020년08월_남_70~79세,"40,917","4,468","8,444","7,711","13,022","7,272"
2020년08월_남_80~89세,"13,712","1,922","2,805","2,596","4,151","2,238"
2020년08월_남_90~99세,"1,220",171,256,247,339,207
2020년08월_남_100세 이상,53,15,9,12,12,5
2020년08월_여_총인구수,"734,553","50,154","152,246","111,855","218,111","202,187"
2020년08월_여_연령구간인구수,"734,553","50,154","152,246","111,855","218,111","202,187"
2020년08월_여_0~9세,"59,470","3,160","10,789","8,628","16,856","20,037"
2020년08월_여_10~19세,"76,553","3,449","15,328","11,431","20,571","25,774"
2020년08월_여_20~29세,"99,932","6,933","22,073","13,664","29,788","27,474"
2020년08월_여_30~39세,"92,323","5,958","18,581","13,159","27,164","27,461"
2020년08월_여_40~49세,"122,524","6,487","25,718","17,390","34,090","38,839"
2020년08월_여_50~59세,"117,867","7,777","25,236","17,530","36,979","30,345"
2020년08월_여_60~69세,"84,049","7,550","17,884","15,035","27,409","16,171"
2020년08월_여_70~79세,"51,541","5,666","10,557","9,527","16,082","9,709"
2020년08월_여_80~89세,"25,421","2,659","5,094","4,557","7,723","5,388"
2020년08월_여_90~99세,"4,503",460,920,849,"1,343",931
2020년08월_여_100세 이상,370,55,66,85,106,58
2020년09월_계_총인구수,"1,453,952","100,993","298,030","215,266","432,525","407,138"
2020년09월_계_연령구간인구수,"1,453,952","100,993","298,030","215,266","432,525","407,138"
2020년09월_계_0~9세,"121,596","6,906","22,200","17,476","34,150","40,864"
2020년09월_계_10~19세,"158,690","7,257","32,092","22,908","43,459","52,974"
2020년09월_계_20~29세,"209,652","14,548","45,402","28,199","62,934","58,569"
2020년09월_계_30~39세,"187,856","12,929","37,350","25,871","56,188","55,518"
2020년09월_계_40~49세,"242,699","13,789","49,341","34,170","68,096","77,303"
2020년09월_계_50~59세,"233,799","15,523","49,510","33,172","72,210","63,384"
2020년09월_계_60~69세,"161,513","14,542","33,908","27,790","52,625","32,648"
2020년09월_계_70~79세,"92,665","10,179","19,054","17,280","29,153","16,999"
2020년09월_계_80~89세,"39,287","4,617","7,910","7,190","11,910","7,660"
2020년09월_계_90~99세,"5,773",636,"1,186","1,114","1,682","1,155"
2020년09월_계_100세 이상,422,67,77,96,118,64
2020년09월_남_총인구수,"719,445","49,923","146,067","103,633","214,717","205,105"
2020년09월_남_연령구간인구수,"719,445","49,923","146,067","103,633","214,717","205,105"
2020년09월_남_0~9세,"62,495","3,591","11,549","8,933","17,420","21,002"
2020년09월_남_10~19세,"82,271","3,770","16,814","11,500","22,937","27,250"
2020년09월_남_20~29세,"109,531","7,462","23,319","14,528","33,141","31,081"
2020년09월_남_30~39세,"95,829","6,743","18,885","12,824","29,197","28,180"
2020년09월_남_40~49세,"120,401","7,210","23,748","16,811","34,100","38,532"
2020년09월_남_50~59세,"115,878","7,648","24,273","15,699","35,289","32,969"
2020년09월_남_60~69세,"76,971","6,888","15,925","12,735","25,088","16,335"
2020년09월_남_70~79세,"41,011","4,485","8,484","7,728","13,025","7,289"
2020년09월_남_80~89세,"13,782","1,939","2,807","2,611","4,172","2,253"
2020년09월_남_90~99세,"1,222",172,253,252,336,209
2020년09월_남_100세 이상,54,15,10,12,12,5
2020년09월_여_총인구수,"734,507","51,070","151,963","111,633","217,808","202,033"
2020년09월_여_연령구간인구수,"734,507","51,070","151,963","111,633","217,808","202,033"
2020년09월_여_0~9세,"59,101","3,315","10,651","8,543","16,730","19,862"
2020년09월_여_10~19세,"76,419","3,487","15,278","11,408","20,522","25,724"
2020년09월_여_20~29세,"100,121","7,086","22,083","13,671","29,793","27,488"
2020년09월_여_30~39세,"92,027","6,186","18,465","13,047","26,991","27,338"
2020년09월_여_40~49세,"122,298","6,579","25,593","17,359","33,996","38,771"
2020년09월_여_50~59세,"117,921","7,875","25,237","17,473","36,921","30,415"
2020년09월_여_60~69세,"84,542","7,654","17,983","15,055","27,537","16,313"
2020년09월_여_70~79세,"51,654","5,694","10,570","9,552","16,128","9,710"
2020년09월_여_80~89세,"25,505","2,678","5,103","4,579","7,738","5,407"
2020년09월_여_90~99세,"4,551",464,933,862,"1,346",946
2020년09월_여_100세 이상,368,52,67,84,106,59
2020년10월_계_총인구수,"1,452,994","102,151","297,527","215,072","431,684","406,560"
2020년10월_계_연령구간인구수,"1,452,994","102,151","297,527","215,072","431,684","406,560"
2020년10월_계_0~9세,"120,817","7,078","22,020","17,321","33,910","40,488"
2020년10월_계_10~19세,"158,158","7,286","31,907","22,909","43,277","52,779"
2020년10월_계_20~29세,"209,839","14,714","45,366","28,194","62,802","58,763"
2020년10월_계_30~39세,"187,088","13,264","37,129","25,692","55,884","55,119"
2020년10월_계_40~49세,"242,147","13,930","49,152","34,120","67,845","77,100"
2020년10월_계_50~59세,"233,829","15,630","49,530","33,116","72,033","63,520"
2020년10월_계_60~69세,"162,498","14,658","34,078","27,946","52,950","32,866"
2020년10월_계_70~79세,"92,935","10,247","19,125","17,338","29,217","17,008"
2020년10월_계_80~89세,"39,465","4,639","7,951","7,224","11,955","7,696"
2020년10월_계_90~99세,"5,797",638,"1,194","1,118","1,691","1,156"
2020년10월_계_100세 이상,421,67,75,94,120,65
2020년10월_남_총인구수,"718,912","50,495","145,861","103,526","214,238","204,792"
2020년10월_남_연령구간인구수,"718,912","50,495","145,861","103,526","214,238","204,792"
2020년10월_남_0~9세,"62,065","3,686","11,452","8,859","17,278","20,790"
2020년10월_남_10~19세,"82,004","3,794","16,743","11,499","22,830","27,138"
2020년10월_남_20~29세,"109,569","7,524","23,282","14,512","33,046","31,205"
2020년10월_남_30~39세,"95,488","6,930","18,804","12,737","29,028","27,989"
2020년10월_남_40~49세,"120,124","7,278","23,657","16,791","33,992","38,406"
2020년10월_남_50~59세,"115,928","7,703","24,295","15,667","35,203","33,060"
2020년10월_남_60~69세,"77,439","6,923","16,021","12,817","25,248","16,430"
2020년10월_남_70~79세,"41,161","4,531","8,509","7,755","13,062","7,304"
2020년10월_남_80~89세,"13,850","1,937","2,833","2,626","4,197","2,257"
2020년10월_남_90~99세,"1,229",174,255,250,342,208
2020년10월_남_100세 이상,55,15,10,13,12,5
2020년10월_여_총인구수,"734,082","51,656","151,666","111,546","217,446","201,768"
2020년10월_여_연령구간인구수,"734,082","51,656","151,666","111,546","217,446","201,768"
2020년10월_여_0~9세,"58,752","3,392","10,568","8,462","16,632","19,698"
2020년10월_여_10~19세,"76,154","3,492","15,164","11,410","20,447","25,641"
2020년10월_여_20~29세,"100,270","7,190","22,084","13,682","29,756","27,558"
2020년10월_여_30~39세,"91,600","6,334","18,325","12,955","26,856","27,130"
2020년10월_여_40~49세,"122,023","6,652","25,495","17,329","33,853","38,694"
2020년10월_여_50~59세,"117,901","7,927","25,235","17,449","36,830","30,460"
2020년10월_여_60~69세,"85,059","7,735","18,057","15,129","27,702","16,436"
2020년10월_여_70~79세,"51,774","5,716","10,616","9,583","16,155","9,704"
2020년10월_여_80~89세,"25,615","2,702","5,118","4,598","7,758","5,439"
2020년10월_여_90~99세,"4,568",464,939,868,"1,349",948
2020년10월_여_100세 이상,366,52,65,81,108,60
2020년11월_계_총인구수,"1,451,993","102,645","297,214","214,752","431,256","406,126"
2020년11월_계_연령구간인구수,"1,451,993","102,645","297,214","214,752","431,256","406,126"
2020년11월_계_0~9세,"120,143","7,125","21,883","17,251","33,700","40,184"
2020년11월_계_10~19세,"157,750","7,309","31,753","22,839","43,152","52,697"
2020년11월_계_20~29세,"209,837","14,799","45,446","28,117","62,718","58,757"
2020년11월_계_30~39세,"186,451","13,363","36,898","25,565","55,688","54,937"
2020년11월_계_40~49세,"241,635","14,005","49,019","34,066","67,685","76,860"
2020년11월_계_50~59세,"233,918","15,686","49,525","33,086","71,943","63,678"
2020년11월_계_60~69세,"163,259","14,715","34,238","28,050","53,220","33,036"
2020년11월_계_70~79세,"93,224","10,281","19,208","17,332","29,337","17,066"
2020년11월_계_80~89세,"39,530","4,653","7,966","7,240","11,993","7,678"
2020년11월_계_90~99세,"5,826",642,"1,202","1,111","1,701","1,170"
2020년11월_계_100세 이상,420,67,76,95,119,63
2020년11월_남_총인구수,"718,370","50,705","145,703","103,360","214,023","204,579"
2020년11월_남_연령구간인구수,"718,370","50,705","145,703","103,360","214,023","204,579"
2020년11월_남_0~9세,"61,716","3,694","11,376","8,840","17,199","20,607"
2020년11월_남_10~19세,"81,788","3,814","16,674","11,440","22,762","27,098"
2020년11월_남_20~29세,"109,568","7,539","23,329","14,476","33,006","31,218"
2020년11월_남_30~39세,"95,156","6,981","18,668","12,668","28,920","27,919"
2020년11월_남_40~49세,"119,919","7,305","23,612","16,785","33,926","38,291"
2020년11월_남_50~59세,"115,948","7,737","24,288","15,646","35,168","33,109"
2020년11월_남_60~69세,"77,787","6,953","16,079","12,855","25,350","16,550"
2020년11월_남_70~79세,"41,285","4,538","8,556","7,747","13,132","7,312"
2020년11월_남_80~89세,"13,900","1,951","2,849","2,642","4,202","2,256"
2020년11월_남_90~99세,"1,249",178,262,248,347,214
2020년11월_남_100세 이상,54,15,10,13,11,5
2020년11월_여_총인구수,"733,623","51,940","151,511","111,392","217,233","201,547"
2020년11월_여_연령구간인구수,"733,623","51,940","151,511","111,392","217,233","201,547"
2020년11월_여_0~9세,"58,427","3,431","10,507","8,411","16,501","19,577"
2020년11월_여_10~19세,"75,962","3,495","15,079","11,399","20,390","25,599"
2020년11월_여_20~29세,"100,269","7,260","22,117","13,641","29,712","27,539"
2020년11월_여_30~39세,"91,295","6,382","18,230","12,897","26,768","27,018"
2020년11월_여_40~49세,"121,716","6,700","25,407","17,281","33,759","38,569"
2020년11월_여_50~59세,"117,970","7,949","25,237","17,440","36,775","30,569"
2020년11월_여_60~69세,"85,472","7,762","18,159","15,195","27,870","16,486"
2020년11월_여_70~79세,"51,939","5,743","10,652","9,585","16,205","9,754"
2020년11월_여_80~89세,"25,630","2,702","5,117","4,598","7,791","5,422"
2020년11월_여_90~99세,"4,577",464,940,863,"1,354",956
2020년11월_여_100세 이상,366,52,66,82,108,58
2020년12월_계_총인구수,"1,450,062","102,897","296,576","214,579","430,431","405,579"
2020년12월_계_연령구간인구수,"1,450,062","102,897","296,576","214,579","430,431","405,579"
2020년12월_계_0~9세,"119,692","7,173","21,775","17,283","33,549","39,912"
2020년12월_계_10~19세,"157,144","7,324","31,567","22,776","42,971","52,506"
2020년12월_계_20~29세,"209,375","14,836","45,348","27,981","62,504","58,706"
2020년12월_계_30~39세,"185,867","13,416","36,685","25,515","55,549","54,702"
2020년12월_계_40~49세,"240,867","14,000","48,764","34,067","67,402","76,634"
2020년12월_계_50~59세,"233,822","15,665","49,510","33,009","71,836","63,802"
2020년12월_계_60~69세,"163,784","14,773","34,356","28,072","53,337","33,246"
2020년12월_계_70~79세,"93,541","10,296","19,271","17,426","29,414","17,134"
2020년12월_계_80~89세,"39,671","4,695","8,011","7,234","12,032","7,699"
2020년12월_계_90~99세,"5,875",652,"1,213","1,120","1,718","1,172"
2020년12월_계_100세 이상,424,67,76,96,119,66
2020년12월_남_총인구수,"717,348","50,810","145,374","103,257","213,611","204,296"
2020년12월_남_연령구간인구수,"717,348","50,810","145,374","103,257","213,611","204,296"
