카테고리,경상남도 통영시,경상남도 통영시 산양읍,경상남도 통영시 용남면,경상남도 통영시 도산면,경상남도 통영시 광도면,경상남도 통영시 욕지면,경상남도 통영시 한산면,경상남도 통영시 사량면,경상남도 통영시 도천동,경상남도 통영시 명정동,경상남도 통영시 중앙동,경상남도 통영시 정량동,경상남도 통영시 북신동,경상남도 통영시 미수동,경상남도 통영시 봉평동,경상남도 통영시 무전동
2020년01월_남_총인구수,"65,897","2,579","6,502","1,536","15,824","1,149","1,052",758,"4,575","1,541","2,095","4,755","5,239","5,773","5,474","7,045"
2020년01월_남_연령구간인구수,"65,897","2,579","6,502","1,536","15,824","1,149","1,052",758,"4,575","1,541","2,095","4,755","5,239","5,773","5,474","7,045"
2020년01월_남_0~9세,"5,408",67,684,43,"2,145",27,15,10,218,44,66,268,383,544,274,620
2020년01월_남_10~19세,"6,798",113,750,78,"2,026",65,40,24,417,97,122,364,508,747,532,915
2020년01월_남_20~29세,"6,426",216,608,112,"1,449",69,48,50,544,135,187,410,582,580,587,849
2020년01월_남_30~39세,"8,006",210,780,96,"2,536",87,63,55,461,116,187,575,655,650,610,925
2020년01월_남_40~49세,"11,789",385,"1,244",208,"3,379",186,129,79,729,246,356,827,825,"1,058",859,"1,279"
2020년01월_남_50~59세,"11,674",582,"1,092",302,"2,246",249,227,187,905,318,444,949,844,"1,001","1,109","1,219"
2020년01월_남_60~69세,"9,435",559,782,353,"1,344",243,234,187,760,324,421,813,844,838,911,822
2020년01월_남_70~79세,"4,857",322,397,251,547,165,205,116,410,200,231,442,467,291,463,350
2020년01월_남_80~89세,"1,391",117,148,87,143,57,83,47,126,57,73,103,120,55,112,63
2020년01월_남_90~99세,105,8,16,6,9,1,8,3,4,4,8,4,8,8,16,2
2020년01월_남_100세 이상,8,0,1,0,0,0,0,0,1,0,0,0,3,1,1,1
2020년01월_여_총인구수,"65,192","2,295","6,505","1,459","15,384",926,"1,036",764,"4,655","1,582","2,143","4,550","5,599","6,000","5,216","7,078"
2020년01월_여_연령구간인구수,"65,192","2,295","6,505","1,459","15,384",926,"1,036",764,"4,655","1,582","2,143","4,550","5,599","6,000","5,216","7,078"
2020년01월_여_0~9세,"5,320",76,717,37,"2,028",28,19,10,243,65,84,279,374,506,295,559
2020년01월_여_10~19세,"6,269",106,699,60,"1,895",34,30,22,445,105,124,329,466,701,475,778
2020년01월_여_20~29세,"5,422",141,560,84,"1,265",57,41,25,420,97,156,355,476,527,437,781
2020년01월_여_30~39세,"7,409",146,849,72,"2,641",42,41,31,375,97,131,434,574,678,452,846
2020년01월_여_40~49세,"9,926",203,"1,046",102,"2,970",97,68,52,600,154,219,563,792,"1,001",729,"1,330"
2020년01월_여_50~59세,"11,338",418,"1,032",235,"2,146",180,132,141,906,304,430,941,"1,071","1,076","1,020","1,306"
2020년01월_여_60~69세,"9,836",467,741,372,"1,343",221,216,159,816,330,489,909,"1,076",864,915,918
2020년01월_여_70~79세,"6,030",400,523,275,676,147,269,169,569,292,339,499,518,419,573,362
2020년01월_여_80~89세,"3,152",288,285,190,361,102,199,137,240,117,157,210,212,204,278,172
2020년01월_여_90~99세,473,48,53,32,59,18,20,16,39,20,13,28,38,24,39,26
2020년01월_여_100세 이상,17,2,0,0,0,0,1,2,2,1,1,3,2,0,3,0
2020년02월_계_총인구수,"130,735","4,863","12,951","2,977","31,146","2,087","2,084","1,521","9,213","3,126","4,202","9,285","10,787","11,736","10,666","14,091"
2020년02월_계_연령구간인구수,"130,735","4,863","12,951","2,977","31,146","2,087","2,084","1,521","9,213","3,126","4,202","9,285","10,787","11,736","10,666","14,091"
2020년02월_계_0~9세,"10,597",139,"1,382",75,"4,126",55,38,19,454,110,146,537,748,"1,037",560,"1,171"
2020년02월_계_10~19세,"13,022",220,"1,437",136,"3,898",105,69,41,860,204,244,686,970,"1,450","1,001","1,701"
2020년02월_계_20~29세,"11,709",352,"1,154",188,"2,707",124,88,76,959,232,328,757,"1,032","1,090","1,017","1,605"
2020년02월_계_30~39세,"15,191",353,"1,606",169,"5,115",130,100,82,809,211,317,993,"1,219","1,302","1,058","1,727"
2020년02월_계_40~49세,"21,773",588,"2,289",306,"6,384",283,199,126,"1,342",401,576,"1,398","1,598","2,067","1,581","2,635"
2020년02월_계_50~59세,"22,950",997,"2,132",532,"4,392",428,352,331,"1,797",626,864,"1,894","1,910","2,061","2,119","2,515"
2020년02월_계_60~69세,"19,407","1,030","1,531",730,"2,717",469,460,353,"1,590",653,900,"1,723","1,928","1,724","1,842","1,757"
2020년02월_계_70~79세,"10,899",719,918,527,"1,233",310,468,281,984,491,574,944,993,707,"1,031",719
2020년02월_계_80~89세,"4,574",406,432,279,502,164,280,191,370,173,230,317,336,265,396,233
2020년02월_계_90~99세,588,57,69,35,72,19,29,19,45,24,22,33,48,32,57,27
2020년02월_계_100세 이상,25,2,1,0,0,0,1,2,3,1,1,3,5,1,4,1
2020년02월_남_총인구수,"65,730","2,576","6,468","1,528","15,790","1,154","1,050",757,"4,577","1,540","2,079","4,751","5,214","5,762","5,455","7,029"
2020년02월_남_연령구간인구수,"65,730","2,576","6,468","1,528","15,790","1,154","1,050",757,"4,577","1,540","2,079","4,751","5,214","5,762","5,455","7,029"
2020년02월_남_0~9세,"5,333",66,671,39,"2,116",26,17,10,218,44,65,262,381,539,267,612
2020년02월_남_10~19세,"6,776",113,742,78,"2,016",68,39,20,415,97,121,362,505,744,532,924
2020년02월_남_20~29세,"6,385",217,604,112,"1,446",69,48,53,550,137,177,411,570,574,584,833
2020년02월_남_30~39세,"7,884",206,765,96,"2,499",87,60,53,446,114,189,569,648,641,600,911
2020년02월_남_40~49세,"11,814",386,"1,244",205,"3,402",184,129,74,736,244,355,836,814,"1,062",861,"1,282"
2020년02월_남_50~59세,"11,649",584,"1,099",296,"2,242",252,224,187,898,321,443,948,844,993,"1,101","1,217"
2020년02월_남_60~69세,"9,508",556,782,358,"1,365",243,243,193,769,325,417,812,849,850,917,829
2020년02월_남_70~79세,"4,875",321,399,251,550,163,202,116,414,199,231,444,471,296,462,356
2020년02월_남_80~89세,"1,395",120,146,88,143,60,81,48,126,55,73,103,121,55,114,62
2020년02월_남_90~99세,103,7,15,5,11,2,7,3,4,4,8,4,8,7,16,2
2020년02월_남_100세 이상,8,0,1,0,0,0,0,0,1,0,0,0,3,1,1,1
2020년02월_여_총인구수,"65,005","2,287","6,483","1,449","15,356",933,"1,034",764,"4,636","1,586","2,123","4,534","5,573","5,974","5,211","7,062"
2020년02월_여_연령구간인구수,"65,005","2,287","6,483","1,449","15,356",933,"1,034",764,"4,636","1,586","2,123","4,534","5,573","5,974","5,211","7,062"
2020년02월_여_0~9세,"5,264",73,711,36,"2,010",29,21,9,236,66,81,275,367,498,293,559
2020년02월_여_10~19세,"6,246",107,695,58,"1,882",37,30,21,445,107,123,324,465,706,469,777
2020년02월_여_20~29세,"5,324",135,550,76,"1,261",55,40,23,409,95,151,346,462,516,433,772
2020년02월_여_30~39세,"7,307",147,841,73,"2,616",43,40,29,363,97,128,424,571,661,458,816
2020년02월_여_40~49세,"9,959",202,"1,045",101,"2,982",99,70,52,606,157,221,562,784,"1,005",720,"1,353"
2020년02월_여_50~59세,"11,301",413,"1,033",236,"2,150",176,128,144,899,305,421,946,"1,066","1,068","1,018","1,298"
2020년02월_여_60~69세,"9,899",474,749,372,"1,352",226,217,160,821,328,483,911,"1,079",874,925,928
2020년02월_여_70~79세,"6,024",398,519,276,683,147,266,165,570,292,343,500,522,411,569,363
2020년02월_여_80~89세,"3,179",286,286,191,359,104,199,143,244,118,157,214,215,210,282,171
2020년02월_여_90~99세,485,50,54,30,61,17,22,16,41,20,14,29,40,25,41,25
2020년02월_여_100세 이상,17,2,0,0,0,0,1,2,2,1,1,3,2,0,3,0
2020년03월_계_총인구수,"130,450","4,832","12,890","2,961","31,225","2,076","2,073","1,515","9,152","3,128","4,168","9,258","10,795","11,669","10,646","14,062"
2020년03월_계_연령구간인구수,"130,450","4,832","12,890","2,961","31,225","2,076","2,073","1,515","9,152","3,128","4,168","9,258","10,795","11,669","10,646","14,062"
2020년03월_계_0~9세,"10,525",137,"1,375",76,"4,102",53,39,19,446,109,142,534,757,"1,018",562,"1,156"
2020년03월_계_10~19세,"12,962",219,"1,439",134,"3,909",106,62,39,849,198,241,687,974,"1,439",985,"1,681"
2020년03월_계_20~29세,"11,642",340,"1,124",181,"2,725",123,90,76,946,239,314,746,"1,029","1,071","1,023","1,615"
2020년03월_계_30~39세,"15,068",348,"1,594",164,"5,096",130,98,79,805,211,319,971,"1,213","1,286","1,042","1,712"
2020년03월_계_40~49세,"21,689",584,"2,274",297,"6,395",279,199,123,"1,342",394,568,"1,394","1,595","2,058","1,572","2,615"
2020년03월_계_50~59세,"22,871",982,"2,126",532,"4,438",428,349,332,"1,757",623,853,"1,875","1,891","2,055","2,118","2,512"
2020년03월_계_60~69세,"19,525","1,028","1,535",732,"2,754",466,457,353,"1,600",664,901,"1,742","1,942","1,734","1,846","1,771"
2020년03월_계_70~79세,"10,962",724,912,531,"1,231",306,468,281,994,490,577,955,"1,002",712,"1,043",736
2020년03월_계_80~89세,"4,586",409,440,279,504,168,281,192,363,175,230,318,336,264,393,234
2020년03월_계_90~99세,595,59,70,35,71,17,29,19,47,24,22,33,51,31,58,29
2020년03월_계_100세 이상,25,2,1,0,0,0,1,2,3,1,1,3,5,1,4,1
2020년03월_남_총인구수,"65,612","2,559","6,443","1,522","15,823","1,146","1,050",758,"4,543","1,544","2,067","4,732","5,214","5,738","5,457","7,016"
2020년03월_남_연령구간인구수,"65,612","2,559","6,443","1,522","15,823","1,146","1,050",758,"4,543","1,544","2,067","4,732","5,214","5,738","5,457","7,016"
2020년03월_남_0~9세,"5,296",65,665,39,"2,103",25,17,10,214,44,64,261,387,528,266,608
2020년03월_남_10~19세,"6,753",113,742,77,"2,024",68,33,19,405,95,121,360,508,747,528,913
2020년03월_남_20~29세,"6,352",211,585,107,"1,453",66,51,53,546,141,169,409,563,565,594,839
2020년03월_남_30~39세,"7,804",200,765,93,"2,479",90,58,53,443,114,188,555,647,629,585,905
2020년03월_남_40~49세,"11,784",383,"1,241",202,"3,416",181,132,74,735,239,350,835,810,"1,057",857,"1,272"
2020년03월_남_50~59세,"11,639",578,"1,095",299,"2,263",251,227,188,879,325,441,937,842,992,"1,109","1,213"
2020년03월_남_60~69세,"9,563",553,787,360,"1,383",240,241,192,775,327,415,823,852,857,917,841
2020년03월_남_70~79세,"4,904",328,393,253,548,161,201,117,420,198,236,446,473,300,471,359
2020년03월_남_80~89세,"1,402",120,154,87,143,62,83,49,121,56,75,102,120,55,112,63
2020년03월_남_90~99세,107,8,15,5,11,2,7,3,4,5,8,4,9,7,17,2
2020년03월_남_100세 이상,8,0,1,0,0,0,0,0,1,0,0,0,3,1,1,1
2020년03월_여_총인구수,"64,838","2,273","6,447","1,439","15,402",930,"1,023",757,"4,609","1,584","2,101","4,526","5,581","5,931","5,189","7,046"
2020년03월_여_연령구간인구수,"64,838","2,273","6,447","1,439","15,402",930,"1,023",757,"4,609","1,584","2,101","4,526","5,581","5,931","5,189","7,046"
2020년03월_여_0~9세,"5,229",72,710,37,"1,999",28,22,9,232,65,78,273,370,490,296,548
2020년03월_여_10~19세,"6,209",106,697,57,"1,885",38,29,20,444,103,120,327,466,692,457,768
2020년03월_여_20~29세,"5,290",129,539,74,"1,272",57,39,23,400,98,145,337,466,506,429,776
2020년03월_여_30~39세,"7,264",148,829,71,"2,617",40,40,26,362,97,131,416,566,657,457,807
2020년03월_여_40~49세,"9,905",201,"1,033",95,"2,979",98,67,49,607,155,218,559,785,"1,001",715,"1,343"
2020년03월_여_50~59세,"11,232",404,"1,031",233,"2,175",177,122,144,878,298,412,938,"1,049","1,063","1,009","1,299"
2020년03월_여_60~69세,"9,962",475,748,372,"1,371",226,216,161,825,337,486,919,"1,090",877,929,930
2020년03월_여_70~79세,"6,058",396,519,278,683,145,267,164,574,292,341,509,529,412,572,377
2020년03월_여_80~89세,"3,184",289,286,192,361,106,198,143,242,119,155,216,216,209,281,171
2020년03월_여_90~99세,488,51,55,30,60,15,22,16,43,19,14,29,42,24,41,27
2020년03월_여_100세 이상,17,2,0,0,0,0,1,2,2,1,1,3,2,0,3,0
2020년04월_계_총인구수,"130,221","4,806","12,910","2,955","31,267","2,064","2,064","1,507","9,101","3,100","4,158","9,212","10,811","11,616","10,608","14,042"
2020년04월_계_연령구간인구수,"130,221","4,806","12,910","2,955","31,267","2,064","2,064","1,507","9,101","3,100","4,158","9,212","10,811","11,616","10,608","14,042"
2020년04월_계_0~9세,"10,411",138,"1,374",74,"4,056",53,38,21,435,105,142,532,756,994,559,"1,134"
2020년04월_계_10~19세,"12,959",214,"1,443",133,"3,946",106,62,38,837,193,241,673,988,"1,436",984,"1,665"
2020년04월_계_20~29세,"11,595",338,"1,120",180,"2,729",119,88,71,942,231,310,737,"1,022","1,070","1,017","1,621"
2020년04월_계_30~39세,"14,946",343,"1,578",160,"5,066",126,95,80,790,206,313,968,"1,209","1,270","1,026","1,716"
2020년04월_계_40~49세,"21,627",579,"2,284",293,"6,411",278,198,122,"1,331",386,564,"1,372","1,605","2,032","1,562","2,610"
2020년04월_계_50~59세,"22,837",973,"2,135",533,"4,462",423,346,323,"1,752",623,852,"1,868","1,884","2,055","2,106","2,502"
2020년04월_계_60~69세,"19,608","1,025","1,544",735,"2,769",465,458,359,"1,601",660,904,"1,739","1,959","1,746","1,859","1,785"
2020년04월_계_70~79세,"10,998",724,918,531,"1,246",308,466,280,994,492,579,963,995,718,"1,038",746
2020년04월_계_80~89세,"4,605",411,442,280,508,169,284,191,369,178,229,320,337,262,393,232
2020년04월_계_90~99세,609,59,71,36,74,17,28,20,47,24,23,37,51,32,60,30
2020년04월_계_100세 이상,26,2,1,0,0,0,1,2,3,2,1,3,5,1,4,1
2020년04월_남_총인구수,"65,470","2,540","6,468","1,519","15,808","1,137","1,046",753,"4,527","1,526","2,058","4,713","5,217","5,715","5,438","7,005"
2020년04월_남_연령구간인구수,"65,470","2,540","6,468","1,519","15,808","1,137","1,046",753,"4,527","1,526","2,058","4,713","5,217","5,715","5,438","7,005"
2020년04월_남_0~9세,"5,236",65,671,39,"2,068",26,17,12,208,43,63,262,385,520,261,596
2020년04월_남_10~19세,"6,739",112,743,75,"2,039",67,32,18,400,90,120,353,517,742,527,904
2020년04월_남_20~29세,"6,341",207,592,109,"1,443",64,51,50,548,136,168,413,559,572,589,840
2020년04월_남_30~39세,"7,734",198,759,90,"2,468",88,56,54,438,109,184,549,644,614,573,910
2020년04월_남_40~49세,"11,731",379,"1,241",197,"3,415",178,130,73,725,237,346,825,813,"1,044",862,"1,266"
2020년04월_남_50~59세,"11,631",571,"1,103",306,"2,280",250,226,182,879,326,440,929,836,992,"1,104","1,207"
2020년04월_남_60~69세,"9,591",553,793,359,"1,382",237,243,197,773,320,418,824,858,865,921,848
2020년04월_남_70~79세,"4,935",327,395,251,554,165,202,116,426,202,237,450,471,302,469,368
2020년04월_남_80~89세,"1,412",120,154,88,147,60,83,48,125,57,74,102,122,56,114,62
2020년04월_남_90~99세,112,8,16,5,12,2,6,3,4,6,8,6,9,7,17,3
2020년04월_남_100세 이상,8,0,1,0,0,0,0,0,1,0,0,0,3,1,1,1
2020년04월_여_총인구수,"64,751","2,266","6,442","1,436","15,459",927,"1,018",754,"4,574","1,574","2,100","4,499","5,594","5,901","5,170","7,037"
2020년04월_여_연령구간인구수,"64,751","2,266","6,442","1,436","15,459",927,"1,018",754,"4,574","1,574","2,100","4,499","5,594","5,901","5,170","7,037"
2020년04월_여_0~9세,"5,175",73,703,35,"1,988",27,21,9,227,62,79,270,371,474,298,538
2020년04월_여_10~19세,"6,220",102,700,58,"1,907",39,30,20,437,103,121,320,471,694,457,761
2020년04월_여_20~29세,"5,254",131,528,71,"1,286",55,37,21,394,95,142,324,463,498,428,781
2020년04월_여_30~39세,"7,212",145,819,70,"2,598",38,39,26,352,97,129,419,565,656,453,806
2020년04월_여_40~49세,"9,896",200,"1,043",96,"2,996",100,68,49,606,149,218,547,792,988,700,"1,344"
2020년04월_여_50~59세,"11,206",402,"1,032",227,"2,182",173,120,141,873,297,412,939,"1,048","1,063","1,002","1,295"
2020년04월_여_60~69세,"10,017",472,751,376,"1,387",228,215,162,828,340,486,915,"1,101",881,938,937
2020년04월_여_70~79세,"6,063",397,523,280,692,143,264,164,568,290,342,513,524,416,569,378
2020년04월_여_80~89세,"3,193",291,288,192,361,109,201,143,244,121,155,218,215,206,279,170
2020년04월_여_90~99세,497,51,55,31,62,15,22,17,43,18,15,31,42,25,43,27
2020년04월_여_100세 이상,18,2,0,0,0,0,1,2,2,2,1,3,2,0,3,0
2020년05월_계_총인구수,"129,997","4,798","12,888","2,943","31,243","2,060","2,062","1,509","9,056","3,106","4,161","9,161","10,818","11,573","10,566","14,053"
2020년05월_계_연령구간인구수,"129,997","4,798","12,888","2,943","31,243","2,060","2,062","1,509","9,056","3,106","4,161","9,161","10,818","11,573","10,566","14,053"
2020년05월_계_0~9세,"10,343",137,"1,369",71,"4,041",53,37,19,437,107,139,523,743,977,557,"1,133"
2020년05월_계_10~19세,"12,941",214,"1,442",132,"3,949",102,59,38,831,194,243,668,995,"1,422",984,"1,668"
2020년05월_계_20~29세,"11,494",332,"1,107",178,"2,721",119,92,72,923,236,306,731,"1,010","1,074",981,"1,612"
2020년05월_계_30~39세,"14,829",346,"1,560",160,"5,024",128,93,79,785,200,306,948,"1,206","1,254","1,031","1,709"
2020년05월_계_40~49세,"21,616",576,"2,291",286,"6,410",276,196,121,"1,319",386,572,"1,374","1,620","2,020","1,546","2,623"
2020년05월_계_50~59세,"22,829",972,"2,138",534,"4,479",424,346,322,"1,749",620,857,"1,847","1,883","2,049","2,097","2,512"
2020년05월_계_60~69세,"19,630","1,020","1,549",728,"2,787",463,458,363,"1,590",665,903,"1,744","1,959","1,749","1,862","1,790"
2020년05월_계_70~79세,"11,065",732,916,538,"1,247",309,462,282,"1,002",492,585,962,"1,009",733,"1,046",750
2020년05월_계_80~89세,"4,607",408,442,280,509,168,288,190,371,180,226,324,337,260,399,225
2020년05월_계_90~99세,616,59,73,36,76,18,29,21,46,24,23,37,51,34,59,30
2020년05월_계_100세 이상,27,2,1,0,0,0,2,2,3,2,1,3,5,1,4,1
2020년05월_남_총인구수,"65,363","2,532","6,450","1,515","15,803","1,134","1,047",754,"4,512","1,533","2,051","4,682","5,219","5,696","5,414","7,021"
2020년05월_남_연령구간인구수,"65,363","2,532","6,450","1,515","15,803","1,134","1,047",754,"4,512","1,533","2,051","4,682","5,219","5,696","5,414","7,021"
2020년05월_남_0~9세,"5,203",65,670,38,"2,056",26,16,10,211,43,62,261,377,512,259,597
2020년05월_남_10~19세,"6,712",110,741,74,"2,041",65,30,18,394,92,119,349,518,732,528,901
2020년05월_남_20~29세,"6,318",205,584,109,"1,445",64,54,51,544,140,168,411,560,579,564,840
2020년05월_남_30~39세,"7,673",197,748,90,"2,460",89,55,54,435,102,180,537,643,603,573,907
2020년05월_남_40~49세,"11,707",375,"1,239",195,"3,403",174,130,72,716,237,349,824,817,"1,043",857,"1,276"
2020년05월_남_50~59세,"11,630",572,"1,105",304,"2,292",249,225,182,882,331,437,911,836,984,"1,103","1,217"
2020년05월_남_60~69세,"9,607",549,799,355,"1,389",237,245,198,768,325,418,829,857,867,924,847
2020년05월_남_70~79세,"4,978",334,394,257,557,168,201,117,432,200,239,451,474,311,472,371
2020년05월_남_80~89세,"1,415",117,152,88,148,60,85,49,125,57,72,103,125,57,116,61
2020년05월_남_90~99세,112,8,17,5,12,2,6,3,4,6,7,6,9,7,17,3
2020년05월_남_100세 이상,8,0,1,0,0,0,0,0,1,0,0,0,3,1,1,1
2020년05월_여_총인구수,"64,634","2,266","6,438","1,428","15,440",926,"1,015",755,"4,544","1,573","2,110","4,479","5,599","5,877","5,152","7,032"
2020년05월_여_연령구간인구수,"64,634","2,266","6,438","1,428","15,440",926,"1,015",755,"4,544","1,573","2,110","4,479","5,599","5,877","5,152","7,032"
2020년05월_여_0~9세,"5,140",72,699,33,"1,985",27,21,9,226,64,77,262,366,465,298,536
2020년05월_여_10~19세,"6,229",104,701,58,"1,908",37,29,20,437,102,124,319,477,690,456,767
2020년05월_여_20~29세,"5,176",127,523,69,"1,276",55,38,21,379,96,138,320,450,495,417,772
2020년05월_여_30~39세,"7,156",149,812,70,"2,564",39,38,25,350,98,126,411,563,651,458,802
2020년05월_여_40~49세,"9,909",201,"1,052",91,"3,007",102,66,49,603,149,223,550,803,977,689,"1,347"
2020년05월_여_50~59세,"11,199",400,"1,033",230,"2,187",175,121,140,867,289,420,936,"1,047","1,065",994,"1,295"
2020년05월_여_60~69세,"10,023",471,750,373,"1,398",226,213,165,822,340,485,915,"1,102",882,938,943
2020년05월_여_70~79세,"6,087",398,522,281,690,141,261,165,570,292,346,511,535,422,574,379
2020년05월_여_80~89세,"3,192",291,290,192,361,108,203,141,246,123,154,221,212,203,283,164
2020년05월_여_90~99세,504,51,56,31,64,16,23,18,42,18,16,31,42,27,42,27
2020년05월_여_100세 이상,19,2,0,0,0,0,2,2,2,2,1,3,2,0,3,0
2020년06월_계_총인구수,"129,711","4,773","12,831","2,954","31,224","2,048","2,051","1,517","9,056","3,086","4,144","9,143","10,791","11,541","10,538","14,014"
2020년06월_계_연령구간인구수,"129,711","4,773","12,831","2,954","31,224","2,048","2,051","1,517","9,056","3,086","4,144","9,143","10,791","11,541","10,538","14,014"
2020년06월_계_0~9세,"10,251",133,"1,335",72,"4,014",49,36,20,437,103,140,523,740,973,550,"1,126"
2020년06월_계_10~19세,"12,922",216,"1,436",133,"3,959",103,58,38,831,191,244,664,996,"1,411",981,"1,661"
2020년06월_계_20~29세,"11,433",331,"1,096",177,"2,717",117,92,72,919,232,301,725,"1,007","1,072",976,"1,599"
2020년06월_계_30~39세,"14,689",336,"1,555",163,"4,961",127,93,78,781,197,303,932,"1,183","1,236","1,037","1,707"
2020년06월_계_40~49세,"21,587",569,"2,269",283,"6,439",273,186,121,"1,317",386,569,"1,385","1,629","2,008","1,534","2,619"
2020년06월_계_50~59세,"22,779",962,"2,145",530,"4,500",418,349,323,"1,743",614,851,"1,832","1,867","2,055","2,089","2,501"
2020년06월_계_60~69세,"19,706","1,028","1,560",738,"2,795",467,456,369,"1,600",660,899,"1,752","1,970","1,756","1,858","1,798"
2020년06월_계_70~79세,"11,090",729,921,539,"1,259",309,464,282,"1,006",494,583,964,"1,009",737,"1,047",747
2020년06월_계_80~89세,"4,613",409,439,282,503,167,287,191,373,183,230,326,336,259,403,225
2020년06월_계_90~99세,614,58,74,37,77,18,28,21,46,24,23,37,49,33,59,30
2020년06월_계_100세 이상,27,2,1,0,0,0,2,2,3,2,1,3,5,1,4,1
2020년06월_남_총인구수,"65,214","2,519","6,424","1,522","15,800","1,129","1,044",756,"4,505","1,525","2,044","4,674","5,205","5,676","5,394","6,997"
2020년06월_남_연령구간인구수,"65,214","2,519","6,424","1,522","15,800","1,129","1,044",756,"4,505","1,525","2,044","4,674","5,205","5,676","5,394","6,997"
2020년06월_남_0~9세,"5,158",64,649,39,"2,049",25,16,10,208,41,63,263,373,505,255,598
2020년06월_남_10~19세,"6,709",111,734,75,"2,055",65,28,18,396,93,120,345,520,731,526,892
2020년06월_남_20~29세,"6,292",203,584,109,"1,433",63,56,51,544,137,168,408,559,577,562,838
2020년06월_남_30~39세,"7,581",191,747,92,"2,427",88,55,51,432,104,179,522,629,592,573,899
2020년06월_남_40~49세,"11,684",369,"1,228",191,"3,418",172,125,72,715,233,347,837,820,"1,034",849,"1,274"
2020년06월_남_50~59세,"11,616",571,"1,107",304,"2,300",246,228,183,879,332,435,904,829,988,"1,101","1,209"
2020년06월_남_60~69세,"9,646",552,806,361,"1,394",240,243,202,769,321,413,836,863,873,918,855
2020년06월_남_70~79세,"4,983",332,398,256,563,169,202,117,434,199,240,451,473,311,471,367
2020년06월_남_80~89세,"1,423",119,152,89,148,59,85,49,123,59,72,102,127,57,121,61
2020년06월_남_90~99세,114,7,18,6,13,2,6,3,4,6,7,6,9,7,17,3
2020년06월_남_100세 이상,8,0,1,0,0,0,0,0,1,0,0,0,3,1,1,1
2020년06월_여_총인구수,"64,497","2,254","6,407","1,432","15,424",919,"1,007",761,"4,551","1,561","2,100","4,469","5,586","5,865","5,144","7,017"
2020년06월_여_연령구간인구수,"64,497","2,254","6,407","1,432","15,424",919,"1,007",761,"4,551","1,561","2,100","4,469","5,586","5,865","5,144","7,017"
2020년06월_여_0~9세,"5,093",69,686,33,"1,965",24,20,10,229,62,77,260,367,468,295,528
2020년06월_여_10~19세,"6,213",105,702,58,"1,904",38,30,20,435,98,124,319,476,680,455,769
2020년06월_여_20~29세,"5,141",128,512,68,"1,284",54,36,21,375,95,133,317,448,495,414,761
2020년06월_여_30~39세,"7,108",145,808,71,"2,534",39,38,27,349,93,124,410,554,644,464,808
2020년06월_여_40~49세,"9,903",200,"1,041",92,"3,021",101,61,49,602,153,222,548,809,974,685,"1,345"
2020년06월_여_50~59세,"11,163",391,"1,038",226,"2,200",172,121,140,864,282,416,928,"1,038","1,067",988,"1,292"
2020년06월_여_60~69세,"10,060",476,754,377,"1,401",227,213,167,831,339,486,916,"1,107",883,940,943
2020년06월_여_70~79세,"6,107",397,523,283,696,140,262,165,572,295,343,513,536,426,576,380
2020년06월_여_80~89세,"3,190",290,287,193,355,108,202,142,250,124,158,224,209,202,282,164
2020년06월_여_90~99세,500,51,56,31,64,16,22,18,42,18,16,31,40,26,42,27
2020년06월_여_100세 이상,19,2,0,0,0,0,2,2,2,2,1,3,2,0,3,0
