카테고리,전라남도 신안군,전라남도 신안군 지도읍,전라남도 신안군 지도읍선도출장소,전라남도 신안군 압해읍,전라남도 신안군 압해읍매화출장소,전라남도 신안군 압해읍고이도출장소,전라남도 신안군 증도면,전라남도 신안군 증도면병풍출장소,전라남도 신안군 임자면,전라남도 신안군 자은면,전라남도 신안군 비금면,전라남도 신안군 도초면,전라남도 신안군 도초면우이도출장소,전라남도 신안군 흑산면,전라남도 신안군 흑산면가거도출장소,전라남도 신안군 흑산면태도출장소,전라남도 신안군 흑산면홍도출장소,전라남도 신안군 흑산면대둔도출장소,전라남도 신안군 하의면,전라남도 신안군 신의면,전라남도 신안군 장산면,전라남도 신안군 안좌면,전라남도 신안군 안좌면자라출장소,전라남도 신안군 팔금면,전라남도 신안군 암태면
2020년04월_계_100세 이상,17,1,0,4,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,3,2,1,0,0,0
2020년04월_남_총인구수,"21,104","2,258",133,"3,187",136,129,817,188,"1,712","1,198","1,881","1,313",124,"1,328",298,124,299,194,956,856,841,"1,425",156,499,"1,052"
2020년04월_남_연령구간인구수,"21,104","2,258",133,"3,187",136,129,817,188,"1,712","1,198","1,881","1,313",124,"1,328",298,124,299,194,956,856,841,"1,425",156,499,"1,052"
2020년04월_남_0~9세,870,87,2,129,5,8,25,2,96,55,78,62,6,33,5,5,18,8,38,33,41,60,5,10,59
2020년04월_남_10~19세,"1,087",114,4,143,3,4,28,10,116,55,105,106,3,78,16,9,21,12,59,54,29,55,6,17,40
2020년04월_남_20~29세,"1,800",202,10,306,6,5,77,8,155,74,113,110,3,147,57,8,24,17,80,71,59,124,11,48,85
2020년04월_남_30~39세,"1,851",168,7,297,15,12,74,19,143,98,158,120,6,135,38,9,45,17,64,86,73,123,23,39,82
2020년04월_남_40~49세,"2,997",321,16,433,17,16,137,28,272,139,269,164,24,221,61,24,65,36,139,146,116,152,18,57,126
2020년04월_남_50~59세,"4,350",476,33,644,31,22,183,46,366,248,403,239,38,288,59,30,61,42,208,185,157,284,24,78,205
2020년04월_남_60~69세,"4,080",458,35,671,33,26,122,34,293,237,360,237,25,218,37,24,41,37,177,155,167,304,38,123,228
2020년04월_남_70~79세,"2,855",306,14,381,21,28,118,33,214,194,289,195,16,139,18,11,18,23,136,94,134,215,24,92,142
2020년04월_남_80~89세,"1,120",117,12,166,4,7,51,8,54,93,98,77,3,66,7,3,6,2,52,28,61,94,5,32,74
2020년04월_남_90~99세,89,9,0,16,1,1,2,0,3,5,8,3,0,2,0,1,0,0,3,3,3,13,2,3,11
2020년04월_남_100세 이상,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
2020년04월_여_총인구수,"18,641","2,093",120,"2,742",117,96,705,140,"1,520","1,078","1,710","1,267",95,"1,055",161,100,227,139,832,728,760,"1,321",133,504,998
2020년04월_여_연령구간인구수,"18,641","2,093",120,"2,742",117,96,705,140,"1,520","1,078","1,710","1,267",95,"1,055",161,100,227,139,832,728,760,"1,321",133,504,998
2020년04월_여_0~9세,805,71,3,109,4,2,26,4,94,41,68,63,3,39,6,5,16,6,44,45,36,62,3,12,43
2020년04월_여_10~19세,"1,009",123,4,156,1,2,28,3,105,49,112,112,2,51,7,6,10,10,47,49,36,47,3,14,32
2020년04월_여_20~29세,"1,234",129,6,236,4,2,48,12,96,66,107,75,3,85,22,6,24,12,49,62,38,83,7,11,51
2020년04월_여_30~39세,"1,087",115,6,176,7,4,30,4,93,48,90,69,6,67,10,5,24,11,55,53,48,76,12,23,55
2020년04월_여_40~49세,"1,479",170,6,230,4,4,56,9,146,72,153,111,7,99,21,6,24,12,65,64,42,74,12,32,60
2020년04월_여_50~59세,"2,876",324,21,496,17,14,98,23,236,185,246,165,22,165,30,17,45,15,115,119,91,181,26,69,156
2020년04월_여_60~69세,"3,428",370,19,542,30,21,118,37,266,207,323,192,22,175,25,21,35,33,156,115,156,245,28,98,194
2020년04월_여_70~79세,"3,586",435,25,425,34,31,183,30,291,236,333,235,14,188,25,13,28,19,148,113,171,262,21,131,195
2020년04월_여_80~89세,"2,750",310,27,314,16,16,105,17,178,158,235,221,13,144,15,19,21,16,142,99,123,246,20,101,194
2020년04월_여_90~99세,375,45,3,55,0,0,12,1,15,16,43,24,2,39,0,2,0,5,11,7,18,45,1,13,18
2020년04월_여_100세 이상,12,1,0,3,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,2,1,0,0,0,0
2020년05월_계_총인구수,"39,642","4,331",252,"5,900",251,225,"1,529",328,"3,228","2,276","3,578","2,572",218,"2,371",458,224,527,334,"1,786","1,585","1,602","2,731",288,996,"2,052"
2020년05월_계_연령구간인구수,"39,642","4,331",252,"5,900",251,225,"1,529",328,"3,228","2,276","3,578","2,572",218,"2,371",458,224,527,334,"1,786","1,585","1,602","2,731",288,996,"2,052"
2020년05월_계_0~9세,"1,669",158,5,237,9,10,52,6,190,95,145,122,9,73,11,10,35,12,81,79,77,123,8,22,100
2020년05월_계_10~19세,"2,070",234,8,286,4,6,55,13,217,102,216,217,5,127,23,15,31,23,106,104,63,99,8,32,76
2020년05월_계_20~29세,"3,005",322,15,542,8,7,124,20,249,142,223,185,6,224,79,14,49,31,123,134,95,204,18,57,134
2020년05월_계_30~39세,"2,908",283,13,464,21,16,106,23,233,144,244,185,12,204,49,14,67,27,123,135,120,191,35,61,138
2020년05월_계_40~49세,"4,459",482,22,662,22,20,194,37,426,213,421,274,31,313,78,29,91,47,205,209,157,225,30,86,185
2020년05월_계_50~59세,"7,200",793,54,"1,129",46,35,285,69,591,435,642,402,59,457,90,48,107,59,322,307,251,459,48,147,365
2020년05월_계_60~69세,"7,530",836,55,"1,219",63,48,240,70,563,441,679,438,46,395,63,45,75,69,332,269,325,545,68,221,425
2020년05월_계_70~79세,"6,429",736,38,803,56,58,301,64,508,431,622,427,31,323,43,24,44,43,285,207,305,480,44,220,336
2020년05월_계_80~89세,"3,887",432,39,482,21,24,154,25,232,252,337,297,16,211,22,22,28,18,192,128,185,345,26,135,264
2020년05월_계_90~99세,469,54,3,72,1,1,17,1,19,21,49,25,2,40,0,3,0,5,17,11,22,59,3,15,29
2020년05월_계_100세 이상,16,1,0,4,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,2,2,1,0,0,0
2020년05월_남_총인구수,"21,048","2,250",132,"3,170",134,129,822,187,"1,712","1,203","1,871","1,311",123,"1,319",298,124,301,195,954,855,838,"1,412",156,496,"1,056"
2020년05월_남_연령구간인구수,"21,048","2,250",132,"3,170",134,129,822,187,"1,712","1,203","1,871","1,311",123,"1,319",298,124,301,195,954,855,838,"1,412",156,496,"1,056"
2020년05월_남_0~9세,861,88,2,127,5,8,26,2,95,54,76,60,6,33,5,5,19,6,35,33,41,61,5,10,59
2020년05월_남_10~19세,"1,079",112,4,135,3,4,27,10,117,55,104,107,3,77,16,9,21,13,59,55,28,55,5,17,43
2020년05월_남_20~29세,"1,783",200,10,308,5,5,76,8,152,76,114,109,3,140,57,8,24,19,78,71,58,121,12,46,83
2020년05월_남_30~39세,"1,826",165,7,293,14,12,75,19,140,98,155,117,6,137,39,9,45,17,66,84,70,114,23,38,83
2020년05월_남_40~49세,"2,978",315,16,429,18,16,138,28,280,142,266,163,24,215,58,23,65,36,140,144,115,151,18,55,123
2020년05월_남_50~59세,"4,346",473,33,641,29,22,186,45,359,248,404,236,37,291,60,31,63,42,207,188,158,282,23,79,209
2020년05월_남_60~69세,"4,099",461,35,673,34,26,123,33,296,239,359,245,24,220,38,24,40,37,177,153,168,301,39,124,230
2020년05월_남_70~79세,"2,852",303,13,380,21,27,119,34,216,193,285,195,17,136,18,11,18,23,137,96,136,215,24,92,143
2020년05월_남_80~89세,"1,130",124,12,166,4,8,49,8,55,93,101,76,3,67,7,3,6,2,51,27,60,98,5,32,73
2020년05월_남_90~99세,89,9,0,17,1,1,3,0,2,5,7,3,0,2,0,1,0,0,4,3,3,13,2,3,10
2020년05월_남_100세 이상,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
2020년05월_여_총인구수,"18,594","2,081",120,"2,730",117,96,707,141,"1,516","1,073","1,707","1,261",95,"1,052",160,100,226,139,832,730,764,"1,319",132,500,996
2020년05월_여_연령구간인구수,"18,594","2,081",120,"2,730",117,96,707,141,"1,516","1,073","1,707","1,261",95,"1,052",160,100,226,139,832,730,764,"1,319",132,500,996
2020년05월_여_0~9세,808,70,3,110,4,2,26,4,95,41,69,62,3,40,6,5,16,6,46,46,36,62,3,12,41
2020년05월_여_10~19세,991,122,4,151,1,2,28,3,100,47,112,110,2,50,7,6,10,10,47,49,35,44,3,15,33
2020년05월_여_20~29세,"1,222",122,5,234,3,2,48,12,97,66,109,76,3,84,22,6,25,12,45,63,37,83,6,11,51
2020년05월_여_30~39세,"1,082",118,6,171,7,4,31,4,93,46,89,68,6,67,10,5,22,10,57,51,50,77,12,23,55
2020년05월_여_40~49세,"1,481",167,6,233,4,4,56,9,146,71,155,111,7,98,20,6,26,11,65,65,42,74,12,31,62
2020년05월_여_50~59세,"2,854",320,21,488,17,13,99,24,232,187,238,166,22,166,30,17,44,17,115,119,93,177,25,68,156
2020년05월_여_60~69세,"3,431",375,20,546,29,22,117,37,267,202,320,193,22,175,25,21,35,32,155,116,157,244,29,97,195
2020년05월_여_70~79세,"3,577",433,25,423,35,31,182,30,292,238,337,232,14,187,25,13,26,20,148,111,169,265,20,128,193
2020년05월_여_80~89세,"2,757",308,27,316,17,16,105,17,177,159,236,221,13,144,15,19,22,16,141,101,125,247,21,103,191
2020년05월_여_90~99세,380,45,3,55,0,0,14,1,17,16,42,22,2,38,0,2,0,5,13,8,19,46,1,12,19
2020년05월_여_100세 이상,11,1,0,3,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,1,1,0,0,0,0
2020년06월_계_총인구수,"39,582","4,314",250,"5,896",250,223,"1,527",333,"3,212","2,277","3,576","2,573",217,"2,364",459,223,521,334,"1,777","1,590","1,601","2,735",288,999,"2,043"
2020년06월_계_연령구간인구수,"39,582","4,314",250,"5,896",250,223,"1,527",333,"3,212","2,277","3,576","2,573",217,"2,364",459,223,521,334,"1,777","1,590","1,601","2,735",288,999,"2,043"
2020년06월_계_0~9세,"1,676",159,5,238,9,9,56,6,191,96,142,122,9,72,13,9,36,12,79,79,79,125,9,22,99
2020년06월_계_10~19세,"2,051",232,8,279,4,7,54,13,216,99,216,220,5,124,22,16,30,22,105,103,63,98,7,34,74
2020년06월_계_20~29세,"2,962",311,15,540,8,5,119,21,241,143,221,181,6,219,80,14,49,31,122,135,92,205,19,54,131
2020년06월_계_30~39세,"2,890",280,13,461,20,16,106,23,233,141,245,183,12,202,48,14,65,27,123,137,119,190,35,62,135
2020년06월_계_40~49세,"4,450",479,19,661,23,22,194,37,419,222,419,276,32,316,77,28,87,45,201,213,156,221,31,87,185
2020년06월_계_50~59세,"7,170",792,56,"1,121",44,34,286,73,589,434,633,399,57,456,91,48,109,62,319,300,250,466,46,142,363
2020년06월_계_60~69세,"7,579",834,55,"1,230",64,49,241,71,565,442,692,441,46,394,64,43,73,70,332,277,329,546,68,228,425
2020년06월_계_70~79세,"6,433",741,38,807,56,56,299,63,508,430,623,429,30,325,40,26,44,42,287,205,302,481,44,219,338
2020년06월_계_80~89세,"3,893",433,39,480,21,24,156,25,232,250,336,296,17,213,23,22,28,17,193,127,187,345,26,136,267
2020년06월_계_90~99세,462,52,2,75,1,1,15,1,18,20,49,26,2,39,1,3,0,6,16,12,22,57,3,15,26
2020년06월_계_100세 이상,16,1,0,4,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,2,2,1,0,0,0
2020년06월_남_총인구수,"21,033","2,250",131,"3,167",132,128,818,192,"1,702","1,206","1,869","1,311",124,"1,314",295,124,297,196,951,862,837,"1,422",157,496,"1,052"
2020년06월_남_연령구간인구수,"21,033","2,250",131,"3,167",132,128,818,192,"1,702","1,206","1,869","1,311",124,"1,314",295,124,297,196,951,862,837,"1,422",157,496,"1,052"
2020년06월_남_0~9세,867,89,2,128,5,7,29,2,96,53,75,60,6,32,7,5,19,6,34,33,43,62,5,10,59
2020년06월_남_10~19세,"1,063",110,4,134,3,5,26,10,116,52,104,107,3,76,14,9,20,12,58,55,27,55,4,17,42
2020년06월_남_20~29세,"1,755",197,10,304,5,3,72,9,147,78,112,109,3,133,57,8,25,19,77,72,57,122,13,43,80
2020년06월_남_30~39세,"1,818",164,7,292,13,12,74,19,139,98,154,117,6,136,38,9,44,17,68,84,69,114,23,39,82
2020년06월_남_40~49세,"2,967",313,13,427,19,17,138,28,276,145,265,165,25,221,56,22,61,34,138,146,114,148,19,55,122
2020년06월_남_50~59세,"4,344",476,36,637,27,22,185,48,360,248,396,233,37,289,61,32,64,45,208,184,159,289,23,76,209
2020년06월_남_60~69세,"4,125",459,34,680,34,26,124,34,294,241,366,245,24,220,38,23,39,38,175,161,169,305,39,129,228
2020년06월_남_70~79세,"2,867",308,13,382,21,27,120,34,217,193,289,197,17,137,17,12,19,23,138,94,134,215,24,90,146
2020년06월_남_80~89세,"1,136",125,12,165,4,8,49,8,55,93,101,75,3,67,7,3,6,1,51,29,61,99,5,34,75
2020년06월_남_90~99세,86,9,0,17,1,1,1,0,2,5,7,3,0,2,0,1,0,1,4,3,3,12,2,3,9
2020년06월_남_100세 이상,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
2020년06월_여_총인구수,"18,549","2,064",119,"2,729",118,95,709,141,"1,510","1,071","1,707","1,262",93,"1,050",164,99,224,138,826,728,764,"1,313",131,503,991
2020년06월_여_연령구간인구수,"18,549","2,064",119,"2,729",118,95,709,141,"1,510","1,071","1,707","1,262",93,"1,050",164,99,224,138,826,728,764,"1,313",131,503,991
2020년06월_여_0~9세,809,70,3,110,4,2,27,4,95,43,67,62,3,40,6,4,17,6,45,46,36,63,4,12,40
2020년06월_여_10~19세,988,122,4,145,1,2,28,3,100,47,112,113,2,48,8,7,10,10,47,48,36,43,3,17,32
2020년06월_여_20~29세,"1,207",114,5,236,3,2,47,12,94,65,109,72,3,86,23,6,24,12,45,63,35,83,6,11,51
2020년06월_여_30~39세,"1,072",116,6,169,7,4,32,4,94,43,91,66,6,66,10,5,21,10,55,53,50,76,12,23,53
2020년06월_여_40~49세,"1,483",166,6,234,4,5,56,9,143,77,154,111,7,95,21,6,26,11,63,67,42,73,12,32,63
2020년06월_여_50~59세,"2,826",316,20,484,17,12,101,25,229,186,237,166,20,167,30,16,45,17,111,116,91,177,23,66,154
2020년06월_여_60~69세,"3,454",375,21,550,30,23,117,37,271,201,326,196,22,174,26,20,34,32,157,116,160,241,29,99,197
2020년06월_여_70~79세,"3,566",433,25,425,35,29,179,29,291,237,334,232,13,188,23,14,25,19,149,111,168,266,20,129,192
2020년06월_여_80~89세,"2,757",308,27,315,17,16,107,17,177,157,235,221,14,146,16,19,22,16,142,98,126,246,21,102,192
2020년06월_여_90~99세,376,43,2,58,0,0,14,1,16,15,42,23,2,37,1,2,0,5,12,9,19,45,1,12,17
2020년06월_여_100세 이상,11,1,0,3,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,1,1,0,0,0,0
2020년07월_계_총인구수,"39,490","4,299",247,"5,876",248,223,"1,535",332,"3,197","2,267","3,577","2,562",220,"2,361",460,225,520,333,"1,775","1,591","1,591","2,733",284,996,"2,038"
2020년07월_계_연령구간인구수,"39,490","4,299",247,"5,876",248,223,"1,535",332,"3,197","2,267","3,577","2,562",220,"2,361",460,225,520,333,"1,775","1,591","1,591","2,733",284,996,"2,038"
2020년07월_계_0~9세,"1,660",159,5,242,9,9,59,6,182,92,138,119,9,71,12,9,34,12,78,79,79,126,10,21,100
2020년07월_계_10~19세,"2,048",234,7,280,3,7,53,13,216,97,219,219,5,123,23,16,32,23,106,99,63,98,7,34,71
2020년07월_계_20~29세,"2,912",302,14,527,9,5,117,21,237,142,215,174,6,217,80,16,48,31,120,138,89,203,19,53,129
2020년07월_계_30~39세,"2,871",279,15,448,18,16,108,22,228,141,249,181,13,202,47,14,65,26,121,137,120,189,34,63,135
2020년07월_계_40~49세,"4,429",474,17,656,23,22,193,38,414,220,419,281,33,318,77,27,87,45,202,214,154,219,28,86,182
2020년07월_계_50~59세,"7,154",785,55,"1,122",42,33,295,72,593,430,634,394,57,457,87,49,107,62,319,298,247,464,46,145,361
2020년07월_계_60~69세,"7,585",829,54,"1,227",65,49,239,71,563,448,694,443,46,392,69,43,75,70,331,280,331,551,67,223,425
2020년07월_계_70~79세,"6,439",744,39,815,57,56,298,62,509,429,619,427,30,326,40,26,43,40,288,206,298,482,44,220,341
2020년07월_계_80~89세,"3,917",438,39,484,20,25,157,26,237,248,341,297,18,213,24,22,29,18,193,126,187,343,26,138,268
2020년07월_계_90~99세,459,54,2,71,2,1,15,1,18,20,49,27,2,38,1,3,0,6,17,12,21,57,3,13,26
2020년07월_계_100세 이상,16,1,0,4,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,2,2,1,0,0,0
2020년07월_남_총인구수,"20,995","2,242",128,"3,154",131,128,826,191,"1,696","1,194","1,870","1,310",127,"1,315",294,126,295,196,951,864,836,"1,421",154,497,"1,049"
2020년07월_남_연령구간인구수,"20,995","2,242",128,"3,154",131,128,826,191,"1,696","1,194","1,870","1,310",127,"1,315",294,126,295,196,951,864,836,"1,421",154,497,"1,049"
2020년07월_남_0~9세,857,90,2,129,5,7,30,2,90,49,73,58,6,32,7,5,18,6,33,34,43,62,6,10,60
2020년07월_남_10~19세,"1,058",110,3,134,2,5,25,10,117,48,106,108,3,73,14,9,21,13,60,53,27,55,4,17,41
2020년07월_남_20~29세,"1,729",192,9,295,6,3,71,9,146,79,110,106,3,133,56,10,23,19,75,73,56,121,13,43,78
2020년07월_남_30~39세,"1,813",165,9,286,12,12,75,18,137,98,153,117,6,137,37,9,44,16,68,84,71,115,23,40,81
2020년07월_남_40~49세,"2,947",309,11,421,18,17,138,28,273,142,265,166,26,224,56,21,61,35,138,146,113,149,16,54,120
2020년07월_남_50~59세,"4,332",473,36,638,26,21,193,48,360,246,395,231,37,287,57,33,64,44,206,182,158,289,23,78,207
2020년07월_남_60~69세,"4,147",455,34,684,36,26,122,34,295,239,370,250,25,223,43,23,39,39,177,164,171,305,38,125,230
2020년07월_남_70~79세,"2,869",309,12,387,21,27,119,33,219,195,287,195,17,135,16,12,19,21,138,96,133,213,24,93,148
2020년07월_남_80~89세,"1,156",130,12,165,4,9,52,9,57,93,104,76,4,68,8,3,6,2,52,28,60,99,5,35,75
2020년07월_남_90~99세,82,9,0,14,1,1,1,0,2,5,7,3,0,2,0,1,0,1,4,3,3,12,2,2,9
2020년07월_남_100세 이상,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
2020년07월_여_총인구수,"18,495","2,057",119,"2,722",117,95,709,141,"1,501","1,073","1,707","1,252",93,"1,046",166,99,225,137,824,727,755,"1,312",130,499,989
2020년07월_여_연령구간인구수,"18,495","2,057",119,"2,722",117,95,709,141,"1,501","1,073","1,707","1,252",93,"1,046",166,99,225,137,824,727,755,"1,312",130,499,989
2020년07월_여_0~9세,803,69,3,113,4,2,29,4,92,43,65,61,3,39,5,4,16,6,45,45,36,64,4,11,40
2020년07월_여_10~19세,990,124,4,146,1,2,28,3,99,49,113,111,2,50,9,7,11,10,46,46,36,43,3,17,30
2020년07월_여_20~29세,"1,183",110,5,232,3,2,46,12,91,63,105,68,3,84,24,6,25,12,45,65,33,82,6,10,51
2020년07월_여_30~39세,"1,058",114,6,162,6,4,33,4,91,43,96,64,7,65,10,5,21,10,53,53,49,74,11,23,54
