카테고리,경기도 평택시,경기도 평택시 팽성읍,경기도 평택시 안중읍,경기도 평택시 포승읍,경기도 평택시 청북읍,경기도 평택시 진위면,경기도 평택시 서탄면,경기도 평택시 고덕면,경기도 평택시 오성면,경기도 평택시 현덕면,경기도 평택시 중앙동,경기도 평택시 서정동,경기도 평택시 송탄동,경기도 평택시 지산동,경기도 평택시 송북동,경기도 평택시 신장1동,경기도 평택시 신장2동,경기도 평택시 신평동,경기도 평택시 원평동,경기도 평택시 통복동,경기도 평택시 비전1동,경기도 평택시 비전2동,경기도 평택시 용이동,경기도 평택시 세교동,경기도 평택시 동삭동,경기도 평택시 고덕동
2020년04월_여_연령구간인구수,"252,318","13,449","21,386","9,716","12,138","5,158","1,653","8,727","3,182","2,564","21,514","12,990","9,237","5,661","11,027","3,588","2,859","11,150","5,212","1,981","37,406","26,646","11,958","13,116",,
2020년04월_여_0~9세,"23,676",754,"2,145","1,040","1,959",261,64,"1,058",152,79,"1,516",736,"1,133",371,847,272,84,552,306,66,"4,722","2,778","1,696","1,085",,
2020년04월_여_10~19세,"25,565",826,"2,930",934,"1,434",392,93,772,242,142,"2,501","1,211",925,494,"1,094",229,148,877,341,101,"4,125","2,927","1,475","1,352",,
2020년04월_여_20~29세,"32,062","1,252","2,631","1,057",970,614,145,"1,058",318,197,"3,092","1,722","1,179",948,"1,356",438,319,"1,792",714,265,"4,968","3,597","1,517","1,913",,
2020년04월_여_30~39세,"35,726","1,303","2,710","1,390","2,408",493,141,"1,525",257,156,"2,463","1,385","1,560",896,"1,332",538,238,"1,269",641,155,"6,936","3,988","2,266","1,676",,
2020년04월_여_40~49세,"42,923","1,757","4,277","1,616","2,114",731,171,"1,313",356,239,"3,901","2,072","1,573",886,"1,793",555,327,"1,669",783,250,"7,124","4,863","2,388","2,165",,
2020년04월_여_50~59세,"40,316","2,385","3,086","1,433","1,275",962,301,"1,335",580,455,"3,922","2,459","1,487",876,"2,019",532,490,"2,124",905,398,"5,071","4,302","1,455","2,464",,
2020년04월_여_60~69세,"25,940","2,394","1,749","1,112",991,827,314,821,544,534,"2,113","1,689",724,582,"1,289",495,525,"1,447",730,371,"2,494","2,254",681,"1,260",,
2020년04월_여_70~79세,"15,739","1,649","1,094",647,539,518,238,475,392,408,"1,217","1,090",384,401,818,337,442,912,475,240,"1,201","1,210",296,756,,
2020년04월_여_80~89세,"8,817",949,642,411,364,315,164,304,304,300,682,544,228,173,403,154,235,438,267,117,660,618,158,387,,
2020년04월_여_90~99세,"1,389",147,112,72,75,42,20,63,35,51,97,73,40,30,70,32,38,62,39,15,99,98,25,54,,
2020년04월_여_100세 이상,165,33,10,4,9,3,2,3,2,3,10,9,4,4,6,6,13,8,11,3,6,11,1,4,,
2020년05월_계_총인구수,"522,111","27,505","43,802","24,037","25,773","11,381","3,634","19,178","6,759","5,426","44,081","26,051","19,352","12,071","22,036","7,233","5,772","22,843","10,765","4,152","76,088","52,935","24,825","26,412",,
2020년05월_계_연령구간인구수,"522,111","27,505","43,802","24,037","25,773","11,381","3,634","19,178","6,759","5,426","44,081","26,051","19,352","12,071","22,036","7,233","5,772","22,843","10,765","4,152","76,088","52,935","24,825","26,412",,
2020년05월_계_0~9세,"48,483","1,569","4,237","2,068","4,118",533,115,"2,234",337,164,"3,117","1,467","2,312",719,"1,700",560,187,"1,160",584,131,"9,735","5,678","3,523","2,235",,
2020년05월_계_10~19세,"52,782","1,728","5,945","2,018","2,932",846,213,"1,626",498,305,"5,161","2,456","1,831",955,"2,222",496,310,"1,811",715,224,"8,527","6,204","3,019","2,740",,
2020년05월_계_20~29세,"70,912","2,962","5,700","2,966","2,204","1,508",355,"2,697",728,464,"7,044","3,730","2,528","2,226","2,976","1,010",718,"3,898","1,595",611,"10,286","7,364","3,247","4,095",,
2020년05월_계_30~39세,"78,067","2,989","5,835","4,013","4,908","1,349",366,"3,465",622,383,"5,421","3,135","3,338","2,132","2,674","1,211",624,"2,929","1,520",400,"14,447","8,071","4,671","3,564",,
2020년05월_계_40~49세,"91,309","3,946","8,703","4,625","4,989","1,718",465,"3,079",900,636,"7,789","4,325","3,496","2,000","3,732","1,196",803,"3,485","1,611",556,"14,547","9,328","5,057","4,323",,
2020년05월_계_50~59세,"85,026","5,194","6,782","3,861","2,879","2,137",696,"2,853","1,344","1,057","8,057","4,930","3,129","1,876","4,096","1,102","1,021","4,307","1,939",849,"10,330","8,501","3,149","4,937",,
2020년05월_계_60~69세,"51,749","4,501","3,564","2,470","2,016","1,737",698,"1,738","1,107","1,099","4,177","3,182","1,590","1,159","2,549",855,964,"2,848","1,448",715,"4,941","4,497","1,351","2,543",,
2020년05월_계_70~79세,"28,060","2,846","1,924","1,293","1,090","1,015",446,924,725,790,"2,167","1,856",722,680,"1,348",514,712,"1,586",869,453,"2,163","2,114",541,"1,282",,
2020년05월_계_80~89세,"13,585","1,525",957,627,526,478,254,481,438,457,"1,001",837,346,279,628,233,355,717,412,187,974,"1,028",236,609,,
2020년05월_계_90~99세,"1,899",196,145,92,101,54,23,75,58,68,129,116,54,40,99,45,56,91,57,23,130,137,31,79,,
2020년05월_계_100세 이상,239,49,10,4,10,6,3,6,2,3,18,17,6,5,12,11,22,11,15,3,8,13,0,5,,
2020년05월_남_총인구수,"269,109","14,052","22,419","14,295","13,632","6,240","1,985","10,076","3,577","2,860","22,525","13,101","10,074","6,387","10,978","3,590","2,915","11,685","5,547","2,184","38,570","26,285","12,884","13,248",,
2020년05월_남_연령구간인구수,"269,109","14,052","22,419","14,295","13,632","6,240","1,985","10,076","3,577","2,860","22,525","13,101","10,074","6,387","10,978","3,590","2,915","11,685","5,547","2,184","38,570","26,285","12,884","13,248",,
2020년05월_남_0~9세,"24,754",813,"2,093","1,037","2,157",273,53,"1,120",183,85,"1,608",737,"1,178",356,845,282,100,615,285,66,"4,999","2,898","1,827","1,144",,
2020년05월_남_10~19세,"27,255",906,"3,018","1,078","1,502",456,122,815,255,163,"2,671","1,256",908,465,"1,127",262,161,939,374,124,"4,418","3,289","1,548","1,398",,
2020년05월_남_20~29세,"38,709","1,714","3,068","1,906","1,233",905,211,"1,569",412,267,"3,929","2,023","1,343","1,253","1,619",560,397,"2,109",882,353,"5,293","3,775","1,721","2,167",,
2020년05월_남_30~39세,"42,252","1,680","3,114","2,625","2,532",859,225,"1,866",374,228,"2,956","1,749","1,770","1,237","1,346",660,387,"1,651",878,243,"7,465","4,091","2,430","1,886",,
2020년05월_남_40~49세,"48,330","2,197","4,445","3,006","2,849",996,296,"1,708",534,395,"3,886","2,269","1,917","1,117","1,935",633,480,"1,817",826,305,"7,418","4,472","2,664","2,165",,
2020년05월_남_50~59세,"44,608","2,811","3,704","2,417","1,602","1,173",395,"1,472",767,609,"4,120","2,483","1,628",996,"2,066",571,533,"2,184","1,035",457,"5,239","4,198","1,700","2,448",,
2020년05월_남_60~69세,"25,646","2,099","1,802","1,351","1,023",909,382,900,559,559,"2,060","1,477",860,573,"1,252",355,443,"1,386",713,350,"2,436","2,223",666,"1,268",,
2020년05월_남_70~79세,"12,241","1,196",824,646,546,491,210,440,334,381,940,769,337,273,529,171,269,677,390,209,949,889,245,526,,
2020년05월_남_80~89세,"4,739",572,315,210,161,165,86,170,138,157,313,289,117,106,225,79,118,275,145,69,322,408,76,223,,
2020년05월_남_90~99세,503,49,36,19,26,12,4,13,21,16,34,41,14,10,28,12,18,29,15,8,29,40,7,22,,
2020년05월_남_100세 이상,72,15,0,0,1,1,1,3,0,0,8,8,2,1,6,5,9,3,4,0,2,2,0,1,,
2020년05월_여_총인구수,"253,002","13,453","21,383","9,742","12,141","5,141","1,649","9,102","3,182","2,566","21,556","12,950","9,278","5,684","11,058","3,643","2,857","11,158","5,218","1,968","37,518","26,650","11,941","13,164",,
2020년05월_여_연령구간인구수,"253,002","13,453","21,383","9,742","12,141","5,141","1,649","9,102","3,182","2,566","21,556","12,950","9,278","5,684","11,058","3,643","2,857","11,158","5,218","1,968","37,518","26,650","11,941","13,164",,
2020년05월_여_0~9세,"23,729",756,"2,144","1,031","1,961",260,62,"1,114",154,79,"1,509",730,"1,134",363,855,278,87,545,299,65,"4,736","2,780","1,696","1,091",,
2020년05월_여_10~19세,"25,527",822,"2,927",940,"1,430",390,91,811,243,142,"2,490","1,200",923,490,"1,095",234,149,872,341,100,"4,109","2,915","1,471","1,342",,
2020년05월_여_20~29세,"32,203","1,248","2,632","1,060",971,603,144,"1,128",316,197,"3,115","1,707","1,185",973,"1,357",450,321,"1,789",713,258,"4,993","3,589","1,526","1,928",,
2020년05월_여_30~39세,"35,815","1,309","2,721","1,388","2,376",490,141,"1,599",248,155,"2,465","1,386","1,568",895,"1,328",551,237,"1,278",642,157,"6,982","3,980","2,241","1,678",,
2020년05월_여_40~49세,"42,979","1,749","4,258","1,619","2,140",722,169,"1,371",366,241,"3,903","2,056","1,579",883,"1,797",563,323,"1,668",785,251,"7,129","4,856","2,393","2,158",,
2020년05월_여_50~59세,"40,418","2,383","3,078","1,444","1,277",964,301,"1,381",577,448,"3,937","2,447","1,501",880,"2,030",531,488,"2,123",904,392,"5,091","4,303","1,449","2,489",,
2020년05월_여_60~69세,"26,103","2,402","1,762","1,119",993,828,316,838,548,540,"2,117","1,705",730,586,"1,297",500,521,"1,462",735,365,"2,505","2,274",685,"1,275",,
2020년05월_여_70~79세,"15,819","1,650","1,100",647,544,524,236,484,391,409,"1,227","1,087",385,407,819,343,443,909,479,244,"1,214","1,225",296,756,,
2020년05월_여_80~89세,"8,846",953,642,417,365,313,168,311,300,300,688,548,229,173,403,154,237,442,267,118,652,620,160,386,,
2020년05월_여_90~99세,"1,396",147,109,73,75,42,19,62,37,52,95,75,40,30,71,33,38,62,42,15,101,97,24,57,,
2020년05월_여_100세 이상,167,34,10,4,9,5,2,3,2,3,10,9,4,4,6,6,13,8,11,3,6,11,0,4,,
2020년06월_계_총인구수,"523,881","27,593","43,870","24,088","25,919","11,374","3,634","19,964","6,767","5,419","44,028","25,945","19,474","12,147","22,022","7,295","5,776","22,798","10,751","4,153","76,512","53,122","24,832","26,398",,
2020년06월_계_연령구간인구수,"523,881","27,593","43,870","24,088","25,919","11,374","3,634","19,964","6,767","5,419","44,028","25,945","19,474","12,147","22,022","7,295","5,776","22,798","10,751","4,153","76,512","53,122","24,832","26,398",,
2020년06월_계_0~9세,"48,507","1,579","4,210","2,050","4,116",529,116,"2,331",336,162,"3,086","1,442","2,328",705,"1,690",572,177,"1,156",581,133,"9,751","5,705","3,514","2,238",,
2020년06월_계_10~19세,"52,815","1,743","5,946","2,022","2,968",841,215,"1,688",501,301,"5,120","2,437","1,829",947,"2,229",499,306,"1,786",709,220,"8,562","6,205","3,008","2,733",,
2020년06월_계_20~29세,"71,234","2,939","5,747","2,984","2,214","1,519",356,"2,820",726,463,"7,065","3,703","2,561","2,253","2,946","1,027",718,"3,897","1,586",614,"10,339","7,401","3,263","4,093",,
2020년06월_계_30~39세,"78,308","3,010","5,808","4,011","4,912","1,336",355,"3,669",627,380,"5,414","3,137","3,356","2,144","2,661","1,212",627,"2,931","1,530",399,"14,497","8,060","4,658","3,574",,
2020년06월_계_40~49세,"91,649","3,956","8,727","4,643","5,049","1,715",468,"3,213",897,636,"7,775","4,296","3,516","2,017","3,737","1,213",806,"3,474","1,611",547,"14,630","9,366","5,065","4,292",,
2020년06월_계_50~59세,"85,180","5,204","6,785","3,864","2,891","2,127",697,"2,943","1,339","1,051","8,030","4,920","3,146","1,888","4,108","1,104","1,030","4,291","1,914",846,"10,397","8,523","3,153","4,929",,
2020년06월_계_60~69세,"52,279","4,534","3,607","2,500","2,039","1,750",703,"1,790","1,112","1,103","4,212","3,184","1,612","1,185","2,561",865,967,"2,872","1,472",728,"5,017","4,549","1,367","2,550",,
2020년06월_계_70~79세,"28,171","2,863","1,929","1,291","1,098","1,021",445,940,728,795,"2,174","1,859",726,682,"1,348",513,714,"1,576",865,452,"2,198","2,125",537,"1,292",,
2020년06월_계_80~89세,"13,594","1,520",957,628,520,476,253,486,439,452,"1,009",834,344,277,630,233,352,717,410,186,982,"1,038",236,615,,
2020년06월_계_90~99세,"1,907",195,144,91,104,55,24,78,60,73,126,115,50,44,99,46,57,87,58,25,131,137,31,77,,
2020년06월_계_100세 이상,237,50,10,4,8,5,2,6,2,3,17,18,6,5,13,11,22,11,15,3,8,13,0,5,,
2020년06월_남_총인구수,"270,183","14,113","22,448","14,338","13,708","6,237","1,991","10,492","3,581","2,859","22,537","13,068","10,137","6,446","10,970","3,629","2,926","11,669","5,557","2,178","38,794","26,386","12,871","13,248",,
2020년06월_남_연령구간인구수,"270,183","14,113","22,448","14,338","13,708","6,237","1,991","10,492","3,581","2,859","22,537","13,068","10,137","6,446","10,970","3,629","2,926","11,669","5,557","2,178","38,794","26,386","12,871","13,248",,
2020년06월_남_0~9세,"24,774",828,"2,074","1,028","2,152",270,54,"1,163",183,85,"1,591",722,"1,192",349,839,289,97,611,284,67,"5,015","2,916","1,818","1,147",,
2020년06월_남_10~19세,"27,259",915,"3,013","1,077","1,526",454,123,851,255,162,"2,639","1,257",902,459,"1,130",265,161,925,373,122,"4,432","3,278","1,539","1,401",,
2020년06월_남_20~29세,"38,937","1,696","3,098","1,916","1,239",915,214,"1,639",411,270,"3,956","2,017","1,355","1,266","1,602",570,397,"2,111",881,353,"5,327","3,813","1,731","2,160",,
2020년06월_남_30~39세,"42,413","1,693","3,098","2,629","2,531",850,220,"1,988",376,225,"2,974","1,747","1,780","1,246","1,347",662,386,"1,656",888,241,"7,484","4,083","2,416","1,893",,
2020년06월_남_40~49세,"48,529","2,205","4,453","3,018","2,880",994,297,"1,772",535,395,"3,892","2,252","1,922","1,137","1,937",646,489,"1,816",830,299,"7,466","4,476","2,670","2,148",,
2020년06월_남_50~59세,"44,741","2,823","3,702","2,427","1,618","1,172",396,"1,517",766,606,"4,105","2,489","1,647","1,005","2,061",569,537,"2,177","1,021",460,"5,284","4,213","1,695","2,451",,
2020년06월_남_60~69세,"25,898","2,116","1,825","1,368","1,029",908,385,924,558,558,"2,083","1,479",870,591,"1,263",363,443,"1,394",727,350,"2,461","2,255",679,"1,269",,
2020년06월_남_70~79세,"12,311","1,206",833,644,546,497,211,449,336,387,942,768,334,274,531,168,271,676,390,209,969,899,241,530,,
2020년06월_남_80~89세,"4,744",568,316,212,160,164,85,173,139,153,317,286,119,107,226,79,118,271,144,69,325,410,75,228,,
2020년06월_남_90~99세,505,48,36,19,26,12,5,13,22,18,31,42,14,11,28,13,18,29,15,8,29,41,7,20,,
2020년06월_남_100세 이상,72,15,0,0,1,1,1,3,0,0,7,9,2,1,6,5,9,3,4,0,2,2,0,1,,
2020년06월_여_총인구수,"253,698","13,480","21,422","9,750","12,211","5,137","1,643","9,472","3,186","2,560","21,491","12,877","9,337","5,701","11,052","3,666","2,850","11,129","5,194","1,975","37,718","26,736","11,961","13,150",,
2020년06월_여_연령구간인구수,"253,698","13,480","21,422","9,750","12,211","5,137","1,643","9,472","3,186","2,560","21,491","12,877","9,337","5,701","11,052","3,666","2,850","11,129","5,194","1,975","37,718","26,736","11,961","13,150",,
2020년06월_여_0~9세,"23,733",751,"2,136","1,022","1,964",259,62,"1,168",153,77,"1,495",720,"1,136",356,851,283,80,545,297,66,"4,736","2,789","1,696","1,091",,
2020년06월_여_10~19세,"25,556",828,"2,933",945,"1,442",387,92,837,246,139,"2,481","1,180",927,488,"1,099",234,145,861,336,98,"4,130","2,927","1,469","1,332",,
2020년06월_여_20~29세,"32,297","1,243","2,649","1,068",975,604,142,"1,181",315,193,"3,109","1,686","1,206",987,"1,344",457,321,"1,786",705,261,"5,012","3,588","1,532","1,933",,
2020년06월_여_30~39세,"35,895","1,317","2,710","1,382","2,381",486,135,"1,681",251,155,"2,440","1,390","1,576",898,"1,314",550,241,"1,275",642,158,"7,013","3,977","2,242","1,681",,
2020년06월_여_40~49세,"43,120","1,751","4,274","1,625","2,169",721,171,"1,441",362,241,"3,883","2,044","1,594",880,"1,800",567,317,"1,658",781,248,"7,164","4,890","2,395","2,144",,
2020년06월_여_50~59세,"40,439","2,381","3,083","1,437","1,273",955,301,"1,426",573,445,"3,925","2,431","1,499",883,"2,047",535,493,"2,114",893,386,"5,113","4,310","1,458","2,478",,
2020년06월_여_60~69세,"26,381","2,418","1,782","1,132","1,010",842,318,866,554,545,"2,129","1,705",742,594,"1,298",502,524,"1,478",745,378,"2,556","2,294",688,"1,281",,
2020년06월_여_70~79세,"15,860","1,657","1,096",647,552,524,234,491,392,408,"1,232","1,091",392,408,817,345,443,900,475,243,"1,229","1,226",296,762,,
2020년06월_여_80~89세,"8,850",952,641,416,360,312,168,313,300,299,692,548,225,170,404,154,234,446,266,117,657,628,161,387,,
2020년06월_여_90~99세,"1,402",147,108,72,78,43,19,65,38,55,95,73,36,33,71,33,39,58,43,17,102,96,24,57,,
2020년06월_여_100세 이상,165,35,10,4,7,4,1,3,2,3,10,9,4,4,7,6,13,8,11,3,6,11,0,4,,
2020년07월_계_총인구수,"525,378","27,613","43,906","24,084","26,078","11,365","3,630","20,414","6,745","5,391","44,013","25,812","19,601","12,254","22,043","7,376","5,780","22,808","10,727","4,162","77,055","53,295","24,765","26,461",,
2020년07월_계_연령구간인구수,"525,378","27,613","43,906","24,084","26,078","11,365","3,630","20,414","6,745","5,391","44,013","25,812","19,601","12,254","22,043","7,376","5,780","22,808","10,727","4,162","77,055","53,295","24,765","26,461",,
2020년07월_계_0~9세,"48,577","1,574","4,195","2,028","4,126",524,115,"2,400",327,159,"3,064","1,417","2,353",711,"1,681",593,171,"1,141",581,127,"9,842","5,718","3,487","2,243",,
2020년07월_계_10~19세,"52,809","1,751","5,944","2,016","3,012",838,216,"1,712",492,305,"5,067","2,418","1,850",939,"2,218",500,299,"1,794",694,215,"8,597","6,198","3,008","2,726",,
2020년07월_계_20~29세,"71,509","2,937","5,740","3,022","2,217","1,504",353,"2,896",724,460,"7,059","3,690","2,573","2,278","2,960","1,033",723,"3,890","1,583",619,"10,427","7,452","3,261","4,108",,
2020년07월_계_30~39세,"78,517","2,997","5,808","3,963","4,918","1,335",346,"3,790",621,371,"5,429","3,122","3,365","2,180","2,658","1,250",640,"2,926","1,537",411,"14,558","8,088","4,628","3,576",,
2020년07월_계_40~49세,"91,885","3,959","8,721","4,652","5,115","1,725",471,"3,284",892,635,"7,755","4,265","3,553","2,023","3,742","1,208",797,"3,470","1,592",545,"14,752","9,384","5,051","4,294",,
2020년07월_계_50~59세,"85,361","5,198","6,823","3,856","2,900","2,132",689,"3,012","1,336","1,044","8,030","4,906","3,160","1,898","4,106","1,111","1,026","4,301","1,909",843,"10,457","8,530","3,152","4,942",,
2020년07월_계_60~69세,"52,634","4,549","3,612","2,521","2,056","1,753",707,"1,799","1,114","1,109","4,265","3,178","1,620","1,204","2,591",870,976,"2,896","1,474",731,"5,066","4,589","1,377","2,577",,
2020년07월_계_70~79세,"28,285","2,875","1,949","1,302","1,095","1,016",449,944,737,781,"2,198","1,845",727,690,"1,342",520,718,"1,574",874,454,"2,225","2,142",536,"1,292",,
2020년07월_계_80~89세,"13,647","1,523",963,627,527,476,257,494,433,450,"1,006",839,344,281,634,232,351,719,411,188,989,"1,048",235,620,,
2020년07월_계_90~99세,"1,917",200,141,93,105,57,25,77,67,74,123,115,50,45,98,48,56,86,57,25,134,133,30,78,,
2020년07월_계_100세 이상,237,50,10,4,7,5,2,6,2,3,17,17,6,5,13,11,23,11,15,4,8,13,0,5,,
2020년07월_남_총인구수,"271,051","14,122","22,501","14,357","13,784","6,233","1,991","10,737","3,571","2,838","22,524","13,038","10,198","6,512","10,983","3,660","2,930","11,689","5,545","2,180","39,061","26,462","12,850","13,285",,
2020년07월_남_연령구간인구수,"271,051","14,122","22,501","14,357","13,784","6,233","1,991","10,737","3,571","2,838","22,524","13,038","10,198","6,512","10,983","3,660","2,930","11,689","5,545","2,180","39,061","26,462","12,850","13,285",,
2020년07월_남_0~9세,"24,806",825,"2,073","1,018","2,155",264,55,"1,191",178,84,"1,578",709,"1,199",348,837,298,96,599,286,63,"5,074","2,915","1,810","1,151",,
2020년07월_남_10~19세,"27,252",919,"3,006","1,074","1,543",459,124,862,249,162,"2,603","1,253",916,454,"1,126",263,159,937,363,122,"4,435","3,281","1,540","1,402",,
2020년07월_남_20~29세,"39,121","1,697","3,106","1,948","1,238",899,214,"1,688",412,266,"3,940","2,023","1,371","1,285","1,602",570,401,"2,110",883,353,"5,378","3,838","1,731","2,168",,
2020년07월_남_30~39세,"42,519","1,684","3,114","2,612","2,538",854,211,"2,050",374,217,"2,992","1,752","1,769","1,272","1,360",682,392,"1,636",895,247,"7,482","4,094","2,400","1,892",,
2020년07월_남_40~49세,"48,693","2,208","4,444","3,019","2,908",997,297,"1,821",530,395,"3,902","2,243","1,942","1,138","1,934",642,480,"1,825",817,299,"7,545","4,490","2,671","2,146",,
2020년07월_남_50~59세,"44,845","2,823","3,730","2,418","1,630","1,177",398,"1,558",771,603,"4,098","2,476","1,653","1,019","2,055",571,539,"2,194","1,017",457,"5,302","4,206","1,690","2,460",,
2020년07월_남_60~69세,"26,095","2,121","1,832","1,388","1,035",918,388,928,558,559,"2,096","1,477",881,598,"1,278",366,445,"1,407",729,351,"2,494","2,282",684,"1,280",,
2020년07월_남_70~79세,"12,370","1,216",842,645,545,487,212,449,339,380,960,763,333,277,532,171,272,677,392,212,986,904,244,532,,
2020년07월_남_80~89세,"4,773",565,319,215,164,165,86,174,135,154,317,291,118,109,226,79,119,273,145,68,333,411,74,233,,
2020년07월_남_90~99세,504,49,35,20,27,12,5,13,25,18,31,42,14,11,27,13,18,28,14,7,30,39,6,20,,
2020년07월_남_100세 이상,73,15,0,0,1,1,1,3,0,0,7,9,2,1,6,5,9,3,4,1,2,2,0,1,,
2020년07월_여_총인구수,"254,327","13,491","21,405","9,727","12,294","5,132","1,639","9,677","3,174","2,553","21,489","12,774","9,403","5,742","11,060","3,716","2,850","11,119","5,182","1,982","37,994","26,833","11,915","13,176",,
2020년07월_여_연령구간인구수,"254,327","13,491","21,405","9,727","12,294","5,132","1,639","9,677","3,174","2,553","21,489","12,774","9,403","5,742","11,060","3,716","2,850","11,119","5,182","1,982","37,994","26,833","11,915","13,176",,
2020년07월_여_0~9세,"23,771",749,"2,122","1,010","1,971",260,60,"1,209",149,75,"1,486",708,"1,154",363,844,295,75,542,295,64,"4,768","2,803","1,677","1,092",,
2020년07월_여_10~19세,"25,557",832,"2,938",942,"1,469",379,92,850,243,143,"2,464","1,165",934,485,"1,092",237,140,857,331,93,"4,162","2,917","1,468","1,324",,
2020년07월_여_20~29세,"32,388","1,240","2,634","1,074",979,605,139,"1,208",312,194,"3,119","1,667","1,202",993,"1,358",463,322,"1,780",700,266,"5,049","3,614","1,530","1,940",,
2020년07월_여_30~39세,"35,998","1,313","2,694","1,351","2,380",481,135,"1,740",247,154,"2,437","1,370","1,596",908,"1,298",568,248,"1,290",642,164,"7,076","3,994","2,228","1,684",,
2020년07월_여_40~49세,"43,192","1,751","4,277","1,633","2,207",728,174,"1,463",362,240,"3,853","2,022","1,611",885,"1,808",566,317,"1,645",775,246,"7,207","4,894","2,380","2,148",,
2020년07월_여_50~59세,"40,516","2,375","3,093","1,438","1,270",955,291,"1,454",565,441,"3,932","2,430","1,507",879,"2,051",540,487,"2,107",892,386,"5,155","4,324","1,462","2,482",,
2020년07월_여_60~69세,"26,539","2,428","1,780","1,133","1,021",835,319,871,556,550,"2,169","1,701",739,606,"1,313",504,531,"1,489",745,380,"2,572","2,307",693,"1,297",,
2020년07월_여_70~79세,"15,915","1,659","1,107",657,550,529,237,495,398,401,"1,238","1,082",394,413,810,349,446,897,482,242,"1,239","1,238",292,760,,
2020년07월_여_80~89세,"8,874",958,644,412,363,311,171,320,298,296,689,548,226,172,408,153,232,446,266,120,656,637,161,387,,
2020년07월_여_90~99세,"1,413",151,106,73,78,45,20,64,42,56,92,73,36,34,71,35,38,58,43,18,104,94,24,58,,
2020년07월_여_100세 이상,164,35,10,4,6,4,1,3,2,3,10,8,4,4,7,6,14,8,11,3,6,11,0,4,,
2020년08월_계_총인구수,"527,166","27,604","43,884","24,088","26,152","11,343","3,662","20,698","6,771","5,369","43,999","25,682","19,673","12,398","22,132","7,427","5,779","22,809","10,753","4,165","78,192","53,379","24,781","26,426",,
2020년08월_계_연령구간인구수,"527,166","27,604","43,884","24,088","26,152","11,343","3,662","20,698","6,771","5,369","43,999","25,682","19,673","12,398","22,132","7,427","5,779","22,809","10,753","4,165","78,192","53,379","24,781","26,426",,
2020년08월_계_0~9세,"48,636","1,575","4,177","2,022","4,099",514,113,"2,429",330,160,"3,037","1,384","2,362",723,"1,690",589,173,"1,117",578,125,"9,988","5,741","3,463","2,247",,
2020년08월_계_10~19세,"52,815","1,731","5,934","1,992","3,043",824,220,"1,714",497,298,"5,048","2,397","1,847",944,"2,224",501,296,"1,787",688,214,"8,696","6,189","3,023","2,708",,
2020년08월_계_20~29세,"71,770","2,939","5,721","3,023","2,239","1,502",360,"2,950",728,460,"7,062","3,683","2,579","2,327","2,972","1,034",723,"3,904","1,588",623,"10,572","7,418","3,272","4,091",,
2020년08월_계_30~39세,"78,801","2,986","5,779","3,952","4,901","1,328",352,"3,888",627,366,"5,406","3,102","3,376","2,189","2,674","1,256",638,"2,926","1,534",421,"14,820","8,100","4,607","3,573",,
2020년08월_계_40~49세,"92,099","3,952","8,703","4,666","5,146","1,724",469,"3,294",895,627,"7,742","4,239","3,562","2,056","3,736","1,222",784,"3,465","1,592",540,"14,946","9,394","5,072","4,273",,
2020년08월_계_50~59세,"85,691","5,179","6,872","3,878","2,895","2,127",695,"3,068","1,326","1,037","8,018","4,883","3,172","1,924","4,118","1,128","1,031","4,304","1,923",834,"10,633","8,539","3,158","4,949",,
2020년08월_계_60~69세,"53,105","4,593","3,623","2,523","2,088","1,761",713,"1,826","1,125","1,110","4,337","3,183","1,644","1,207","2,617",877,984,"2,911","1,482",738,"5,147","4,644","1,384","2,588",,
2020년08월_계_70~79세,"28,329","2,874","1,958","1,306","1,096","1,019",452,948,734,784,"2,190","1,843",726,693,"1,353",523,717,"1,574",884,452,"2,237","2,148",529,"1,289",,
2020년08월_계_80~89세,"13,746","1,526",967,622,531,481,260,497,435,450,"1,018",836,349,285,636,239,352,727,412,189,"1,008","1,058",243,625,,
2020년08월_계_90~99세,"1,937",198,140,100,107,58,26,78,72,74,124,115,51,45,99,47,58,83,57,25,137,135,30,78,,
2020년08월_계_100세 이상,237,51,10,4,7,5,2,6,2,3,17,17,5,5,13,11,23,11,15,4,8,13,0,5,,
2020년08월_남_총인구수,"271,992","14,107","22,506","14,356","13,811","6,205","2,007","10,882","3,594","2,822","22,505","12,997","10,239","6,607","11,020","3,692","2,926","11,691","5,564","2,180","39,661","26,488","12,888","13,244",,
2020년08월_남_연령구간인구수,"271,992","14,107","22,506","14,356","13,811","6,205","2,007","10,882","3,594","2,822","22,505","12,997","10,239","6,607","11,020","3,692","2,926","11,691","5,564","2,180","39,661","26,488","12,888","13,244",,
2020년08월_남_0~9세,"24,831",830,"2,062","1,018","2,138",259,52,"1,201",180,84,"1,573",698,"1,207",354,844,293,95,590,283,63,"5,141","2,923","1,795","1,148",,
2020년08월_남_10~19세,"27,232",902,"3,018","1,055","1,558",450,129,853,252,155,"2,595","1,241",910,453,"1,121",265,159,933,363,123,"4,485","3,275","1,553","1,384",,
2020년08월_남_20~29세,"39,259","1,695","3,088","1,939","1,259",895,219,"1,728",419,268,"3,927","2,016","1,376","1,316","1,607",571,402,"2,119",889,352,"5,449","3,825","1,748","2,152",,
