카테고리,경기도 양평군,경기도 양평군 양평읍,경기도 양평군 강상면,경기도 양평군 강하면,경기도 양평군 양서면,경기도 양평군 옥천면,경기도 양평군 서종면,경기도 양평군 단월면,경기도 양평군 청운면,경기도 양평군 양동면,경기도 양평군 지평면,경기도 양평군 용문면,경기도 양평군 개군면
2020년03월_남_10~19세,"5,112","1,719",448,150,523,286,436,134,93,102,218,801,202
2020년03월_남_20~29세,"5,684","1,874",428,188,632,421,319,143,127,167,275,887,223
2020년03월_남_30~39세,"5,567","1,646",592,200,633,390,402,186,109,163,208,827,211
2020년03월_남_40~49세,"8,426","2,389",804,265,932,550,747,256,229,231,408,"1,292",323
2020년03월_남_50~59세,"10,717","2,778",847,456,"1,222",690,838,338,368,476,674,"1,534",496
2020년03월_남_60~69세,"10,576","2,075",770,535,"1,206",758,965,465,454,555,826,"1,432",535
2020년03월_남_70~79세,"6,239","1,123",464,353,750,410,526,281,295,326,461,890,360
2020년03월_남_80~89세,"2,248",389,146,87,271,134,146,99,147,161,200,344,124
2020년03월_남_90~99세,227,36,17,9,25,16,17,5,7,18,33,34,10
2020년03월_남_100세 이상,15,3,0,1,5,0,2,0,1,1,0,1,1
2020년03월_여_총인구수,"58,349","15,229","5,124","2,281","6,560","3,849","4,804","1,907","1,844","2,292","3,335","8,592","2,532"
2020년03월_여_연령구간인구수,"58,349","15,229","5,124","2,281","6,560","3,849","4,804","1,907","1,844","2,292","3,335","8,592","2,532"
2020년03월_여_0~9세,"3,685","1,133",468,73,363,251,340,67,60,63,93,650,124
2020년03월_여_10~19세,"4,542","1,583",439,102,473,261,372,115,68,94,169,718,148
2020년03월_여_20~29세,"4,700","1,617",363,136,559,288,271,115,112,124,210,722,183
2020년03월_여_30~39세,"5,486","1,658",645,184,591,381,437,126,95,136,192,848,193
2020년03월_여_40~49세,"7,956","2,463",806,242,869,482,758,202,159,181,321,"1,183",290
2020년03월_여_50~59세,"10,182","2,603",855,457,"1,173",688,873,360,323,413,623,"1,365",449
2020년03월_여_60~69세,"10,813","2,081",831,604,"1,303",806,994,422,453,579,739,"1,438",563
2020년03월_여_70~79세,"6,487","1,253",426,322,779,430,458,286,310,371,538,975,339
2020년03월_여_80~89세,"3,761",726,247,124,370,219,245,185,220,266,372,574,213
2020년03월_여_90~99세,687,101,41,37,75,39,52,29,38,59,75,112,29
2020년03월_여_100세 이상,50,11,3,0,5,4,4,0,6,6,3,7,1
2020년04월_계_총인구수,"117,301","30,585","10,133","4,631","13,212","7,759","9,537","3,878","3,731","4,576","6,808","17,334","5,117"
2020년04월_계_연령구간인구수,"117,301","30,585","10,133","4,631","13,212","7,759","9,537","3,878","3,731","4,576","6,808","17,334","5,117"
2020년04월_계_0~9세,"7,509","2,316",944,165,743,491,652,132,122,145,231,"1,335",233
2020년04월_계_10~19세,"9,653","3,312",887,250,"1,008",542,809,248,158,196,389,"1,516",338
2020년04월_계_20~29세,"10,460","3,528",789,325,"1,200",715,595,260,239,290,494,"1,616",409
2020년04월_계_30~39세,"11,035","3,302","1,235",380,"1,221",772,835,306,206,296,402,"1,678",402
2020년04월_계_40~49세,"16,383","4,870","1,611",512,"1,806","1,026","1,509",460,380,412,723,"2,466",608
2020년04월_계_50~59세,"20,902","5,412","1,695",911,"2,402","1,381","1,710",695,689,883,"1,291","2,893",940
2020년04월_계_60~69세,"21,568","4,185","1,622","1,148","2,540","1,571","1,974",895,912,"1,141","1,589","2,885","1,106"
2020년04월_계_70~79세,"12,768","2,380",891,679,"1,535",849,984,565,605,700,"1,005","1,870",705
2020년04월_계_80~89세,"6,037","1,126",396,214,645,355,395,283,367,429,573,920,334
2020년04월_계_90~99세,920,139,60,46,102,53,69,34,46,76,108,147,40
2020년04월_계_100세 이상,66,15,3,1,10,4,5,0,7,8,3,8,2
2020년04월_남_총인구수,"58,837","15,321","4,993","2,343","6,621","3,915","4,719","1,976","1,880","2,283","3,458","8,736","2,592"
2020년04월_남_연령구간인구수,"58,837","15,321","4,993","2,343","6,621","3,915","4,719","1,976","1,880","2,283","3,458","8,736","2,592"
2020년04월_남_0~9세,"3,852","1,200",473,93,381,242,314,67,62,82,139,689,110
2020년04월_남_10~19세,"5,103","1,726",445,147,529,283,435,133,91,102,220,801,191
2020년04월_남_20~29세,"5,745","1,904",426,186,638,425,323,143,125,167,283,896,229
2020년04월_남_30~39세,"5,561","1,651",591,198,636,393,397,183,110,160,208,826,208
2020년04월_남_40~49세,"8,425","2,397",803,271,932,552,754,254,221,231,404,"1,282",324
2020년04월_남_50~59세,"10,727","2,800",849,450,"1,229",694,837,340,364,474,668,"1,528",494
2020년04월_남_60~69세,"10,649","2,081",777,545,"1,218",761,966,470,458,559,839,"1,438",537
2020년04월_남_70~79세,"6,266","1,129",464,356,752,413,526,283,294,327,463,895,364
2020년04월_남_80~89세,"2,268",394,148,88,275,136,149,98,147,162,202,346,123
2020년04월_남_90~99세,227,36,17,8,26,16,17,5,7,18,32,34,11
2020년04월_남_100세 이상,14,3,0,1,5,0,1,0,1,1,0,1,1
2020년04월_여_총인구수,"58,464","15,264","5,140","2,288","6,591","3,844","4,818","1,902","1,851","2,293","3,350","8,598","2,525"
2020년04월_여_연령구간인구수,"58,464","15,264","5,140","2,288","6,591","3,844","4,818","1,902","1,851","2,293","3,350","8,598","2,525"
2020년04월_여_0~9세,"3,657","1,116",471,72,362,249,338,65,60,63,92,646,123
2020년04월_여_10~19세,"4,550","1,586",442,103,479,259,374,115,67,94,169,715,147
2020년04월_여_20~29세,"4,715","1,624",363,139,562,290,272,117,114,123,211,720,180
2020년04월_여_30~39세,"5,474","1,651",644,182,585,379,438,123,96,136,194,852,194
2020년04월_여_40~49세,"7,958","2,473",808,241,874,474,755,206,159,181,319,"1,184",284
2020년04월_여_50~59세,"10,175","2,612",846,461,"1,173",687,873,355,325,409,623,"1,365",446
2020년04월_여_60~69세,"10,919","2,104",845,603,"1,322",810,"1,008",425,454,582,750,"1,447",569
2020년04월_여_70~79세,"6,502","1,251",427,323,783,436,458,282,311,373,542,975,341
2020년04월_여_80~89세,"3,769",732,248,126,370,219,246,185,220,267,371,574,211
2020년04월_여_90~99세,693,103,43,38,76,37,52,29,39,58,76,113,29
2020년04월_여_100세 이상,52,12,3,0,5,4,4,0,6,7,3,7,1
2020년05월_계_총인구수,"117,456","30,588","10,170","4,636","13,254","7,784","9,546","3,880","3,725","4,565","6,799","17,389","5,120"
2020년05월_계_연령구간인구수,"117,456","30,588","10,170","4,636","13,254","7,784","9,546","3,880","3,725","4,565","6,799","17,389","5,120"
2020년05월_계_0~9세,"7,453","2,300",949,168,733,489,642,128,118,142,227,"1,329",228
2020년05월_계_10~19세,"9,679","3,306",893,251,"1,001",546,810,251,156,193,386,"1,547",339
2020년05월_계_20~29세,"10,449","3,532",785,320,"1,197",717,597,259,241,285,491,"1,620",405
2020년05월_계_30~39세,"10,978","3,290","1,230",379,"1,223",776,823,299,205,293,400,"1,660",400
2020년05월_계_40~49세,"16,367","4,857","1,632",511,"1,807","1,025","1,511",460,371,400,715,"2,470",608
2020년05월_계_50~59세,"20,955","5,423","1,682",909,"2,438","1,387","1,721",694,690,888,"1,288","2,900",935
2020년05월_계_60~69세,"21,693","4,214","1,641","1,156","2,546","1,576","1,976",903,920,"1,143","1,593","2,909","1,116"
2020년05월_계_70~79세,"12,801","2,372",893,680,"1,539",857,993,568,602,701,"1,012","1,877",707
2020년05월_계_80~89세,"6,083","1,137",401,218,654,354,398,284,370,437,578,913,339
2020년05월_계_90~99세,931,142,60,43,105,54,70,34,45,75,106,156,41
2020년05월_계_100세 이상,67,15,4,1,11,3,5,0,7,8,3,8,2
2020년05월_남_총인구수,"58,902","15,334","5,011","2,348","6,634","3,919","4,730","1,970","1,881","2,266","3,456","8,755","2,598"
2020년05월_남_연령구간인구수,"58,902","15,334","5,011","2,348","6,634","3,919","4,730","1,970","1,881","2,266","3,456","8,755","2,598"
2020년05월_남_0~9세,"3,810","1,188",473,94,372,238,308,65,63,79,136,686,108
2020년05월_남_10~19세,"5,119","1,723",449,146,522,287,437,132,89,100,220,823,191
2020년05월_남_20~29세,"5,748","1,911",423,185,638,420,328,143,125,163,288,895,229
2020년05월_남_30~39세,"5,546","1,655",589,198,640,401,390,180,112,160,205,809,207
2020년05월_남_40~49세,"8,407","2,379",819,269,930,549,757,250,216,226,398,"1,287",327
2020년05월_남_50~59세,"10,746","2,813",842,447,"1,247",695,842,342,363,469,660,"1,535",491
2020년05월_남_60~69세,"10,708","2,097",786,553,"1,221",759,966,471,467,559,846,"1,438",545
2020년05월_남_70~79세,"6,289","1,129",462,359,752,421,533,282,291,327,469,901,363
2020년05월_남_80~89세,"2,291",401,150,89,283,133,151,100,148,164,203,344,125
2020년05월_남_90~99세,224,35,18,7,24,16,17,5,6,18,31,36,11
2020년05월_남_100세 이상,14,3,0,1,5,0,1,0,1,1,0,1,1
2020년05월_여_총인구수,"58,554","15,254","5,159","2,288","6,620","3,865","4,816","1,910","1,844","2,299","3,343","8,634","2,522"
2020년05월_여_연령구간인구수,"58,554","15,254","5,159","2,288","6,620","3,865","4,816","1,910","1,844","2,299","3,343","8,634","2,522"
2020년05월_여_0~9세,"3,643","1,112",476,74,361,251,334,63,55,63,91,643,120
2020년05월_여_10~19세,"4,560","1,583",444,105,479,259,373,119,67,93,166,724,148
2020년05월_여_20~29세,"4,701","1,621",362,135,559,297,269,116,116,122,203,725,176
2020년05월_여_30~39세,"5,432","1,635",641,181,583,375,433,119,93,133,195,851,193
2020년05월_여_40~49세,"7,960","2,478",813,242,877,476,754,210,155,174,317,"1,183",281
2020년05월_여_50~59세,"10,209","2,610",840,462,"1,191",692,879,352,327,419,628,"1,365",444
2020년05월_여_60~69세,"10,985","2,117",855,603,"1,325",817,"1,010",432,453,584,747,"1,471",571
2020년05월_여_70~79세,"6,512","1,243",431,321,787,436,460,286,311,374,543,976,344
2020년05월_여_80~89세,"3,792",736,251,129,371,221,247,184,222,273,375,569,214
2020년05월_여_90~99세,707,107,42,36,81,38,53,29,39,57,75,120,30
2020년05월_여_100세 이상,53,12,4,0,6,3,4,0,6,7,3,7,1
2020년06월_계_총인구수,"117,701","30,591","10,205","4,656","13,392","7,796","9,585","3,876","3,742","4,560","6,817","17,385","5,096"
2020년06월_계_연령구간인구수,"117,701","30,591","10,205","4,656","13,392","7,796","9,585","3,876","3,742","4,560","6,817","17,385","5,096"
2020년06월_계_0~9세,"7,434","2,296",949,167,732,487,647,127,118,141,230,"1,317",223
2020년06월_계_10~19세,"9,703","3,303",907,249,"1,039",550,812,240,155,193,390,"1,535",330
2020년06월_계_20~29세,"10,491","3,531",796,320,"1,229",731,598,262,237,280,484,"1,614",409
2020년06월_계_30~39세,"10,958","3,266","1,232",388,"1,214",770,832,298,207,295,406,"1,661",389
2020년06월_계_40~49세,"16,367","4,854","1,639",507,"1,820","1,021","1,506",462,373,393,709,"2,470",613
2020년06월_계_50~59세,"20,905","5,405","1,669",911,"2,433","1,390","1,732",691,683,890,"1,298","2,882",921
2020년06월_계_60~69세,"21,894","4,254","1,655","1,172","2,594","1,581","1,975",907,937,"1,147","1,604","2,940","1,128"
2020년06월_계_70~79세,"12,849","2,385",892,679,"1,556",860,"1,005",569,603,700,"1,015","1,883",702
2020년06월_계_80~89세,"6,090","1,141",405,217,654,348,400,286,378,437,571,912,341
2020년06월_계_90~99세,942,141,57,45,110,55,73,34,43,76,107,163,38
2020년06월_계_100세 이상,68,15,4,1,11,3,5,0,8,8,3,8,2
2020년06월_남_총인구수,"59,048","15,329","5,034","2,356","6,719","3,929","4,745","1,974","1,895","2,258","3,460","8,758","2,591"
2020년06월_남_연령구간인구수,"59,048","15,329","5,034","2,356","6,719","3,929","4,745","1,974","1,895","2,258","3,460","8,758","2,591"
2020년06월_남_0~9세,"3,793","1,181",477,92,370,238,306,64,63,79,140,678,105
2020년06월_남_10~19세,"5,138","1,718",453,145,557,285,442,127,90,100,223,815,183
2020년06월_남_20~29세,"5,789","1,916",427,187,661,432,324,146,121,158,285,898,234
2020년06월_남_30~39세,"5,550","1,653",590,201,631,398,395,179,115,162,208,816,202
2020년06월_남_40~49세,"8,410","2,372",822,268,940,545,756,255,218,222,396,"1,285",331
2020년06월_남_50~59세,"10,702","2,799",828,448,"1,235",701,846,346,362,470,658,"1,526",483
2020년06월_남_60~69세,"10,821","2,117",802,560,"1,247",761,967,471,474,558,851,"1,458",555
2020년06월_남_70~79세,"6,309","1,136",463,359,764,423,536,280,292,327,471,896,362
2020년06월_남_80~89세,"2,298",399,154,88,284,131,155,101,154,163,196,347,126
2020년06월_남_90~99세,224,35,18,7,25,15,17,5,5,18,32,38,9
2020년06월_남_100세 이상,14,3,0,1,5,0,1,0,1,1,0,1,1
2020년06월_여_총인구수,"58,653","15,262","5,171","2,300","6,673","3,867","4,840","1,902","1,847","2,302","3,357","8,627","2,505"
2020년06월_여_연령구간인구수,"58,653","15,262","5,171","2,300","6,673","3,867","4,840","1,902","1,847","2,302","3,357","8,627","2,505"
2020년06월_여_0~9세,"3,641","1,115",472,75,362,249,341,63,55,62,90,639,118
2020년06월_여_10~19세,"4,565","1,585",454,104,482,265,370,113,65,93,167,720,147
2020년06월_여_20~29세,"4,702","1,615",369,133,568,299,274,116,116,122,199,716,175
2020년06월_여_30~39세,"5,408","1,613",642,187,583,372,437,119,92,133,198,845,187
2020년06월_여_40~49세,"7,957","2,482",817,239,880,476,750,207,155,171,313,"1,185",282
2020년06월_여_50~59세,"10,203","2,606",841,463,"1,198",689,886,345,321,420,640,"1,356",438
2020년06월_여_60~69세,"11,073","2,137",853,612,"1,347",820,"1,008",436,463,589,753,"1,482",573
2020년06월_여_70~79세,"6,540","1,249",429,320,792,437,469,289,311,373,544,987,340
2020년06월_여_80~89세,"3,792",742,251,129,370,217,245,185,224,274,375,565,215
2020년06월_여_90~99세,718,106,39,38,85,40,56,29,38,58,75,125,29
2020년06월_여_100세 이상,54,12,4,0,6,3,4,0,7,7,3,7,1
2020년07월_계_총인구수,"117,931","30,517","10,242","4,672","13,482","7,814","9,604","3,874","3,750","4,552","6,801","17,531","5,092"
2020년07월_계_연령구간인구수,"117,931","30,517","10,242","4,672","13,482","7,814","9,604","3,874","3,750","4,552","6,801","17,531","5,092"
2020년07월_계_0~9세,"7,420","2,278",947,170,734,487,645,124,117,141,229,"1,320",228
2020년07월_계_10~19세,"9,726","3,280",908,245,"1,042",547,819,236,158,193,389,"1,588",321
2020년07월_계_20~29세,"10,518","3,517",810,321,"1,246",718,598,263,237,278,477,"1,642",411
2020년07월_계_30~39세,"10,942","3,246","1,221",383,"1,222",783,838,295,205,293,406,"1,668",382
2020년07월_계_40~49세,"16,352","4,827","1,645",518,"1,828","1,024","1,507",450,370,385,706,"2,483",609
2020년07월_계_50~59세,"20,935","5,400","1,681",904,"2,439","1,393","1,724",693,692,897,"1,291","2,904",917
2020년07월_계_60~69세,"22,007","4,279","1,666","1,176","2,616","1,582","1,988",919,940,"1,146","1,607","2,950","1,138"
2020년07월_계_70~79세,"12,908","2,386",900,691,"1,575",865,"1,010",568,600,700,"1,013","1,897",703
2020년07월_계_80~89세,"6,116","1,148",402,220,661,356,396,290,382,435,573,911,342
2020년07월_계_90~99세,941,142,58,43,109,56,74,36,41,76,107,160,39
2020년07월_계_100세 이상,66,14,4,1,10,3,5,0,8,8,3,8,2
2020년07월_남_총인구수,"59,192","15,290","5,059","2,367","6,758","3,939","4,761","1,973","1,891","2,256","3,458","8,849","2,591"
2020년07월_남_연령구간인구수,"59,192","15,290","5,059","2,367","6,758","3,939","4,761","1,973","1,891","2,256","3,458","8,849","2,591"
2020년07월_남_0~9세,"3,800","1,180",476,94,372,239,306,62,61,79,140,684,107
2020년07월_남_10~19세,"5,154","1,700",454,144,560,284,445,124,92,100,224,851,176
2020년07월_남_20~29세,"5,812","1,912",430,187,667,427,329,145,122,158,283,916,236
2020년07월_남_30~39세,"5,539","1,637",591,195,633,401,396,176,113,161,205,832,199
2020년07월_남_40~49세,"8,380","2,352",823,274,939,550,756,250,213,215,394,"1,285",329
2020년07월_남_50~59세,"10,726","2,799",832,445,"1,243",702,839,349,362,474,656,"1,541",484
2020년07월_남_60~69세,"10,884","2,132",810,566,"1,255",762,975,477,475,560,854,"1,455",563
2020년07월_남_70~79세,"6,344","1,139",468,366,772,426,543,281,290,328,473,900,358
2020년07월_남_80~89세,"2,317",400,157,89,287,133,155,104,157,162,197,347,129
2020년07월_남_90~99세,222,36,18,6,25,15,16,5,5,18,32,37,9
2020년07월_남_100세 이상,14,3,0,1,5,0,1,0,1,1,0,1,1
2020년07월_여_총인구수,"58,739","15,227","5,183","2,305","6,724","3,875","4,843","1,901","1,859","2,296","3,343","8,682","2,501"
2020년07월_여_연령구간인구수,"58,739","15,227","5,183","2,305","6,724","3,875","4,843","1,901","1,859","2,296","3,343","8,682","2,501"
2020년07월_여_0~9세,"3,620","1,098",471,76,362,248,339,62,56,62,89,636,121
2020년07월_여_10~19세,"4,572","1,580",454,101,482,263,374,112,66,93,165,737,145
2020년07월_여_20~29세,"4,706","1,605",380,134,579,291,269,118,115,120,194,726,175
2020년07월_여_30~39세,"5,403","1,609",630,188,589,382,442,119,92,132,201,836,183
2020년07월_여_40~49세,"7,972","2,475",822,244,889,474,751,200,157,170,312,"1,198",280
2020년07월_여_50~59세,"10,209","2,601",849,459,"1,196",691,885,344,330,423,635,"1,363",433
2020년07월_여_60~69세,"11,123","2,147",856,610,"1,361",820,"1,013",442,465,586,753,"1,495",575
2020년07월_여_70~79세,"6,564","1,247",432,325,803,439,467,287,310,372,540,997,345
2020년07월_여_80~89세,"3,799",748,245,131,374,223,241,186,225,273,376,564,213
2020년07월_여_90~99세,719,106,40,37,84,41,58,31,36,58,75,123,30
2020년07월_여_100세 이상,52,11,4,0,5,3,4,0,7,7,3,7,1
2020년08월_계_총인구수,"118,372","30,543","10,292","4,673","13,600","7,850","9,612","3,859","3,754","4,564","6,815","17,730","5,080"
