카테고리,강원도 양양군,강원도 양양군 양양읍,강원도 양양군 서면,강원도 양양군 손양면,강원도 양양군 현북면,강원도 양양군 현남면,강원도 양양군 강현면
2020년07월_계_80~89세,"1,786",573,236,214,212,286,265
2020년07월_계_90~99세,310,105,39,23,32,58,53
2020년07월_계_100세 이상,16,3,0,5,3,4,1
2020년07월_남_총인구수,"14,159","6,217","1,486","1,194","1,316","1,584","2,362"
2020년07월_남_연령구간인구수,"14,159","6,217","1,486","1,194","1,316","1,584","2,362"
2020년07월_남_0~9세,704,451,37,35,38,47,96
2020년07월_남_10~19세,995,605,100,44,52,71,123
2020년07월_남_20~29세,"1,401",701,136,113,98,98,255
2020년07월_남_30~39세,"1,285",627,107,80,118,139,214
2020년07월_남_40~49세,"1,942",971,177,149,143,210,292
2020년07월_남_50~59세,"2,756","1,131",309,265,245,309,497
2020년07월_남_60~69세,"2,680",933,313,251,328,360,495
2020년07월_남_70~79세,"1,688",562,209,166,203,251,297
2020년07월_남_80~89세,645,208,93,85,83,95,81
2020년07월_남_90~99세,62,27,5,6,8,4,12
2020년07월_남_100세 이상,1,1,0,0,0,0,0
2020년07월_여_총인구수,"13,700","6,131","1,404","1,157","1,232","1,491","2,285"
2020년07월_여_연령구간인구수,"13,700","6,131","1,404","1,157","1,232","1,491","2,285"
2020년07월_여_0~9세,666,426,33,33,38,40,96
2020년07월_여_10~19세,903,533,79,64,39,66,122
2020년07월_여_20~29세,988,524,84,83,61,63,173
2020년07월_여_30~39세,"1,097",635,67,72,72,101,150
2020년07월_여_40~49세,"1,605",938,141,100,90,116,220
2020년07월_여_50~59세,"2,352","1,001",234,199,251,228,439
2020년07월_여_60~69세,"2,710",978,330,230,291,353,528
2020년07월_여_70~79세,"1,975",651,259,225,234,275,331
2020년07월_여_80~89세,"1,141",365,143,129,129,191,184
2020년07월_여_90~99세,248,78,34,17,24,54,41
2020년07월_여_100세 이상,15,2,0,5,3,4,1
2020년08월_계_총인구수,"27,868","12,398","2,882","2,343","2,552","3,054","4,639"
2020년08월_계_연령구간인구수,"27,868","12,398","2,882","2,343","2,552","3,054","4,639"
2020년08월_계_0~9세,"1,367",877,68,67,76,87,192
2020년08월_계_10~19세,"1,877","1,138",172,105,90,134,238
2020년08월_계_20~29세,"2,376","1,226",221,193,159,152,425
2020년08월_계_30~39세,"2,373","1,264",174,147,194,234,360
2020년08월_계_40~49세,"3,545","1,915",314,250,227,325,514
2020년08월_계_50~59세,"5,121","2,152",544,465,497,533,930
2020년08월_계_60~69세,"5,414","1,921",646,481,621,718,"1,027"
2020년08월_계_70~79세,"3,672","1,220",467,392,434,525,634
2020년08월_계_80~89세,"1,796",577,236,214,219,286,264
2020년08월_계_90~99세,311,105,40,24,32,56,54
2020년08월_계_100세 이상,16,3,0,5,3,4,1
2020년08월_남_총인구수,"14,160","6,242","1,483","1,187","1,316","1,573","2,359"
2020년08월_남_연령구간인구수,"14,160","6,242","1,483","1,187","1,316","1,573","2,359"
2020년08월_남_0~9세,703,450,36,34,38,48,97
2020년08월_남_10~19세,982,604,97,42,53,68,118
2020년08월_남_20~29세,"1,397",705,136,115,98,92,251
2020년08월_남_30~39세,"1,283",632,107,77,119,137,211
2020년08월_남_40~49세,"1,937",972,175,146,140,209,295
2020년08월_남_50~59세,"2,758","1,135",309,265,244,308,497
2020년08월_남_60~69세,"2,692",936,313,252,329,365,497
2020년08월_남_70~79세,"1,692",571,210,166,198,247,300
2020년08월_남_80~89세,652,209,94,84,89,95,81
2020년08월_남_90~99세,63,27,6,6,8,4,12
2020년08월_남_100세 이상,1,1,0,0,0,0,0
2020년08월_여_총인구수,"13,708","6,156","1,399","1,156","1,236","1,481","2,280"
2020년08월_여_연령구간인구수,"13,708","6,156","1,399","1,156","1,236","1,481","2,280"
2020년08월_여_0~9세,664,427,32,33,38,39,95
2020년08월_여_10~19세,895,534,75,63,37,66,120
2020년08월_여_20~29세,979,521,85,78,61,60,174
2020년08월_여_30~39세,"1,090",632,67,70,75,97,149
2020년08월_여_40~49세,"1,608",943,139,104,87,116,219
2020년08월_여_50~59세,"2,363","1,017",235,200,253,225,433
2020년08월_여_60~69세,"2,722",985,333,229,292,353,530
2020년08월_여_70~79세,"1,980",649,257,226,236,278,334
2020년08월_여_80~89세,"1,144",368,142,130,130,191,183
2020년08월_여_90~99세,248,78,34,18,24,52,42
2020년08월_여_100세 이상,15,2,0,5,3,4,1
2020년09월_계_총인구수,"27,940","12,444","2,885","2,333","2,577","3,066","4,635"
2020년09월_계_연령구간인구수,"27,940","12,444","2,885","2,333","2,577","3,066","4,635"
2020년09월_계_0~9세,"1,365",872,71,65,77,88,192
2020년09월_계_10~19세,"1,877","1,140",168,106,89,134,240
2020년09월_계_20~29세,"2,381","1,225",228,189,162,154,423
2020년09월_계_30~39세,"2,380","1,267",170,149,195,235,364
2020년09월_계_40~49세,"3,563","1,931",310,247,232,331,512
2020년09월_계_50~59세,"5,120","2,158",547,465,502,533,915
2020년09월_계_60~69세,"5,442","1,934",645,479,632,718,"1,034"
2020년09월_계_70~79세,"3,672","1,228",468,390,433,520,633
2020년09월_계_80~89세,"1,815",584,238,214,219,293,267
2020년09월_계_90~99세,309,102,40,24,33,56,54
2020년09월_계_100세 이상,16,3,0,5,3,4,1
2020년09월_남_총인구수,"14,200","6,269","1,486","1,186","1,327","1,577","2,355"
2020년09월_남_연령구간인구수,"14,200","6,269","1,486","1,186","1,327","1,577","2,355"
2020년09월_남_0~9세,698,441,39,34,38,48,98
2020년09월_남_10~19세,983,609,93,43,53,66,119
2020년09월_남_20~29세,"1,401",709,139,113,101,93,246
2020년09월_남_30~39세,"1,286",634,104,79,117,138,214
2020년09월_남_40~49세,"1,946",980,171,147,143,212,293
2020년09월_남_50~59세,"2,755","1,138",314,263,245,308,487
2020년09월_남_60~69세,"2,712",942,314,250,335,366,505
2020년09월_남_70~79세,"1,695",575,210,168,198,245,299
2020년09월_남_80~89세,662,215,96,83,89,97,82
2020년09월_남_90~99세,61,25,6,6,8,4,12
2020년09월_남_100세 이상,1,1,0,0,0,0,0
2020년09월_여_총인구수,"13,740","6,175","1,399","1,147","1,250","1,489","2,280"
2020년09월_여_연령구간인구수,"13,740","6,175","1,399","1,147","1,250","1,489","2,280"
2020년09월_여_0~9세,667,431,32,31,39,40,94
2020년09월_여_10~19세,894,531,75,63,36,68,121
2020년09월_여_20~29세,980,516,89,76,61,61,177
2020년09월_여_30~39세,"1,094",633,66,70,78,97,150
2020년09월_여_40~49세,"1,617",951,139,100,89,119,219
2020년09월_여_50~59세,"2,365","1,020",233,202,257,225,428
2020년09월_여_60~69세,"2,730",992,331,229,297,352,529
2020년09월_여_70~79세,"1,977",653,258,222,235,275,334
2020년09월_여_80~89세,"1,153",369,142,131,130,196,185
2020년09월_여_90~99세,248,77,34,18,25,52,42
2020년09월_여_100세 이상,15,2,0,5,3,4,1
2020년10월_계_총인구수,"27,964","12,471","2,887","2,338","2,578","3,051","4,639"
2020년10월_계_연령구간인구수,"27,964","12,471","2,887","2,338","2,578","3,051","4,639"
2020년10월_계_0~9세,"1,360",862,73,68,76,88,193
2020년10월_계_10~19세,"1,859","1,141",167,104,88,125,234
2020년10월_계_20~29세,"2,386","1,229",228,190,162,158,419
2020년10월_계_30~39세,"2,361","1,254",166,150,193,228,370
2020년10월_계_40~49세,"3,557","1,944",312,242,230,325,504
2020년10월_계_50~59세,"5,125","2,165",544,464,502,534,916
2020년10월_계_60~69세,"5,493","1,959",647,489,632,721,"1,045"
2020년10월_계_70~79세,"3,667","1,223",473,383,435,518,635
2020년10월_계_80~89세,"1,824",586,237,218,223,293,267
2020년10월_계_90~99세,316,105,40,25,34,57,55
2020년10월_계_100세 이상,16,3,0,5,3,4,1
2020년10월_남_총인구수,"14,215","6,282","1,485","1,191","1,327","1,577","2,353"
2020년10월_남_연령구간인구수,"14,215","6,282","1,485","1,191","1,327","1,577","2,353"
2020년10월_남_0~9세,697,433,40,36,39,49,100
2020년10월_남_10~19세,979,609,93,44,53,64,116
2020년10월_남_20~29세,"1,403",714,137,114,100,96,242
2020년10월_남_30~39세,"1,277",628,103,79,115,135,217
2020년10월_남_40~49세,"1,940",990,168,145,141,208,288
2020년10월_남_50~59세,"2,754","1,140",313,261,244,308,488
2020년10월_남_60~69세,"2,739",952,316,257,336,370,508
2020년10월_남_70~79세,"1,695",575,213,163,200,244,300
2020년10월_남_80~89세,667,214,96,86,90,99,82
2020년10월_남_90~99세,63,26,6,6,9,4,12
2020년10월_남_100세 이상,1,1,0,0,0,0,0
2020년10월_여_총인구수,"13,749","6,189","1,402","1,147","1,251","1,474","2,286"
2020년10월_여_연령구간인구수,"13,749","6,189","1,402","1,147","1,251","1,474","2,286"
2020년10월_여_0~9세,663,429,33,32,37,39,93
2020년10월_여_10~19세,880,532,74,60,35,61,118
2020년10월_여_20~29세,983,515,91,76,62,62,177
2020년10월_여_30~39세,"1,084",626,63,71,78,93,153
2020년10월_여_40~49세,"1,617",954,144,97,89,117,216
2020년10월_여_50~59세,"2,371","1,025",231,203,258,226,428
2020년10월_여_60~69세,"2,754","1,007",331,232,296,351,537
2020년10월_여_70~79세,"1,972",648,260,220,235,274,335
2020년10월_여_80~89세,"1,157",372,141,132,133,194,185
2020년10월_여_90~99세,253,79,34,19,25,53,43
2020년10월_여_100세 이상,15,2,0,5,3,4,1
2020년11월_계_총인구수,"27,926","12,506","2,876","2,332","2,575","3,052","4,585"
2020년11월_계_연령구간인구수,"27,926","12,506","2,876","2,332","2,575","3,052","4,585"
2020년11월_계_0~9세,"1,351",867,70,68,76,86,184
2020년11월_계_10~19세,"1,845","1,146",161,101,90,122,225
2020년11월_계_20~29세,"2,410","1,239",231,194,169,160,417
2020년11월_계_30~39세,"2,341","1,255",161,145,191,229,360
2020년11월_계_40~49세,"3,539","1,934",309,242,235,323,496
2020년11월_계_50~59세,"5,111","2,171",540,464,493,534,909
2020년11월_계_60~69세,"5,499","1,975",655,485,623,725,"1,036"
2020년11월_계_70~79세,"3,663","1,219",471,384,437,518,634
2020년11월_계_80~89세,"1,831",591,237,218,224,295,266
2020년11월_계_90~99세,319,106,41,26,34,56,56
2020년11월_계_100세 이상,17,3,0,5,3,4,2
2020년11월_남_총인구수,"14,194","6,304","1,482","1,183","1,324","1,575","2,326"
2020년11월_남_연령구간인구수,"14,194","6,304","1,482","1,183","1,324","1,575","2,326"
2020년11월_남_0~9세,692,438,39,35,38,48,94
2020년11월_남_10~19세,978,613,92,42,52,65,114
2020년11월_남_20~29세,"1,412",717,136,116,107,96,240
2020년11월_남_30~39세,"1,269",632,100,78,114,135,210
2020년11월_남_40~49세,"1,927",983,168,143,144,204,285
2020년11월_남_50~59세,"2,738","1,143",309,260,238,304,484
2020년11월_남_60~69세,"2,748",964,323,253,330,373,505
2020년11월_남_70~79세,"1,695",570,213,164,202,247,299
2020년11월_남_80~89세,671,217,97,86,89,99,83
2020년11월_남_90~99세,63,26,5,6,10,4,12
2020년11월_남_100세 이상,1,1,0,0,0,0,0
2020년11월_여_총인구수,"13,732","6,202","1,394","1,149","1,251","1,477","2,259"
2020년11월_여_연령구간인구수,"13,732","6,202","1,394","1,149","1,251","1,477","2,259"
2020년11월_여_0~9세,659,429,31,33,38,38,90
2020년11월_여_10~19세,867,533,69,59,38,57,111
2020년11월_여_20~29세,998,522,95,78,62,64,177
2020년11월_여_30~39세,"1,072",623,61,67,77,94,150
2020년11월_여_40~49세,"1,612",951,141,99,91,119,211
2020년11월_여_50~59세,"2,373","1,028",231,204,255,230,425
2020년11월_여_60~69세,"2,751","1,011",332,232,293,352,531
2020년11월_여_70~79세,"1,968",649,258,220,235,271,335
2020년11월_여_80~89세,"1,160",374,140,132,135,196,183
2020년11월_여_90~99세,256,80,36,20,24,52,44
2020년11월_여_100세 이상,16,2,0,5,3,4,2
2020년12월_계_총인구수,"27,946","12,549","2,877","2,336","2,561","3,054","4,569"
2020년12월_계_연령구간인구수,"27,946","12,549","2,877","2,336","2,561","3,054","4,569"
2020년12월_계_0~9세,"1,350",861,70,72,74,93,180
2020년12월_계_10~19세,"1,845","1,149",167,99,92,119,219
2020년12월_계_20~29세,"2,411","1,243",225,195,160,167,421
2020년12월_계_30~39세,"2,340","1,266",158,149,189,228,350
2020년12월_계_40~49세,"3,524","1,926",314,243,232,318,491
2020년12월_계_50~59세,"5,101","2,174",544,459,487,533,904
2020년12월_계_60~69세,"5,539","2,002",651,487,633,722,"1,044"
2020년12월_계_70~79세,"3,648","1,221",472,379,434,512,630
2020년12월_계_80~89세,"1,850",598,233,222,223,301,273
2020년12월_계_90~99세,321,106,43,26,34,57,55
2020년12월_계_100세 이상,17,3,0,5,3,4,2
2020년12월_남_총인구수,"14,220","6,333","1,481","1,184","1,320","1,583","2,319"
2020년12월_남_연령구간인구수,"14,220","6,333","1,481","1,184","1,320","1,583","2,319"
2020년12월_남_0~9세,692,433,40,36,38,52,93
2020년12월_남_10~19세,977,616,95,42,51,62,111
2020년12월_남_20~29세,"1,417",722,132,116,104,101,242
2020년12월_남_30~39세,"1,265",640,98,78,115,133,201
2020년12월_남_40~49세,"1,934",980,172,147,143,206,286
2020년12월_남_50~59세,"2,725","1,144",310,254,233,305,479
2020년12월_남_60~69세,"2,775",977,320,256,336,373,513
2020년12월_남_70~79세,"1,693",573,213,164,203,244,296
2020년12월_남_80~89세,677,220,96,85,88,102,86
2020년12월_남_90~99세,64,27,5,6,9,5,12
2020년12월_남_100세 이상,1,1,0,0,0,0,0
2020년12월_여_총인구수,"13,726","6,216","1,396","1,152","1,241","1,471","2,250"
2020년12월_여_연령구간인구수,"13,726","6,216","1,396","1,152","1,241","1,471","2,250"
2020년12월_여_0~9세,658,428,30,36,36,41,87
2020년12월_여_10~19세,868,533,72,57,41,57,108
2020년12월_여_20~29세,994,521,93,79,56,66,179
2020년12월_여_30~39세,"1,075",626,60,71,74,95,149
2020년12월_여_40~49세,"1,590",946,142,96,89,112,205
2020년12월_여_50~59세,"2,376","1,030",234,205,254,228,425
2020년12월_여_60~69세,"2,764","1,025",331,231,297,349,531
2020년12월_여_70~79세,"1,955",648,259,215,231,268,334
2020년12월_여_80~89세,"1,173",378,137,137,135,199,187
2020년12월_여_90~99세,257,79,38,20,25,52,43
2020년12월_여_100세 이상,16,2,0,5,3,4,2
2021년01월_계_총인구수,"27,946","12,585","2,873","2,320","2,568","3,017","4,583"
2021년01월_계_연령구간인구수,"27,946","12,585","2,873","2,320","2,568","3,017","4,583"
2021년01월_계_0~9세,"1,358",857,74,72,80,91,184
2021년01월_계_10~19세,"1,818","1,134",168,91,90,117,218
2021년01월_계_20~29세,"2,419","1,268",221,189,156,161,424
2021년01월_계_30~39세,"2,336","1,267",161,147,196,216,349
2021년01월_계_40~49세,"3,522","1,934",312,244,232,313,487
2021년01월_계_50~59세,"5,056","2,169",532,459,475,518,903
2021년01월_계_60~69세,"5,590","2,021",658,487,644,724,"1,056"
2021년01월_계_70~79세,"3,638","1,221",465,376,435,512,629
2021년01월_계_80~89세,"1,870",603,239,225,222,304,277
2021년01월_계_90~99세,323,108,43,26,35,57,54
2021년01월_계_100세 이상,16,3,0,4,3,4,2
2021년01월_남_총인구수,"14,210","6,349","1,477","1,179","1,323","1,557","2,325"
2021년01월_남_연령구간인구수,"14,210","6,349","1,477","1,179","1,323","1,557","2,325"
2021년01월_남_0~9세,689,427,42,38,40,50,92
2021년01월_남_10~19세,971,615,93,37,52,61,113
2021년01월_남_20~29세,"1,423",736,130,114,100,99,244
2021년01월_남_30~39세,"1,256",643,97,77,117,122,200
2021년01월_남_40~49세,"1,926",979,172,147,144,202,282
2021년01월_남_50~59세,"2,707","1,138",307,254,230,296,482
2021년01월_남_60~69세,"2,803",992,321,255,340,375,520
2021년01월_남_70~79세,"1,684",572,208,165,203,243,293
2021년01월_남_80~89세,686,220,101,86,88,104,87
2021년01월_남_90~99세,64,26,6,6,9,5,12
2021년01월_남_100세 이상,1,1,0,0,0,0,0
2021년01월_여_총인구수,"13,736","6,236","1,396","1,141","1,245","1,460","2,258"
2021년01월_여_연령구간인구수,"13,736","6,236","1,396","1,141","1,245","1,460","2,258"
2021년01월_여_0~9세,669,430,32,34,40,41,92
2021년01월_여_10~19세,847,519,75,54,38,56,105
2021년01월_여_20~29세,996,532,91,75,56,62,180
2021년01월_여_30~39세,"1,080",624,64,70,79,94,149
2021년01월_여_40~49세,"1,596",955,140,97,88,111,205
2021년01월_여_50~59세,"2,349","1,031",225,205,245,222,421
2021년01월_여_60~69세,"2,787","1,029",337,232,304,349,536
2021년01월_여_70~79세,"1,954",649,257,211,232,269,336
2021년01월_여_80~89세,"1,184",383,138,139,134,200,190
2021년01월_여_90~99세,259,82,37,20,26,52,42
2021년01월_여_100세 이상,15,2,0,4,3,4,2
2021년02월_계_총인구수,"27,980","12,580","2,885","2,315","2,579","3,022","4,599"
2021년02월_계_연령구간인구수,"27,980","12,580","2,885","2,315","2,579","3,022","4,599"
2021년02월_계_0~9세,"1,355",842,76,73,84,94,186
