카테고리,부산광역시 연제구,부산광역시 연제구 거제제1동,부산광역시 연제구 거제제2동,부산광역시 연제구 거제제3동,부산광역시 연제구 거제제4동,부산광역시 연제구 연산제1동,부산광역시 연제구 연산제2동,부산광역시 연제구 연산제3동,부산광역시 연제구 연산제4동,부산광역시 연제구 연산제5동,부산광역시 연제구 연산제6동,부산광역시 연제구 연산제8동,부산광역시 연제구 연산제9동
2020년03월_여_연령구간인구수,"108,731","15,636","6,662","5,553","5,596","8,624","9,391","4,059","8,927","8,598","9,043","7,564","19,078"
2020년03월_여_0~9세,"7,515","1,342",623,255,393,672,778,116,415,403,538,643,"1,337"
2020년03월_여_10~19세,"8,167","1,714",838,355,452,599,584,219,460,339,490,580,"1,537"
2020년03월_여_20~29세,"12,983","1,585",629,625,581,890,"1,136",398,"1,282","1,963",952,799,"2,143"
2020년03월_여_30~39세,"14,011","1,843",716,554,631,"1,146","1,544",379,"1,025","1,614","1,165","1,020","2,374"
2020년03월_여_40~49세,"16,388","3,031","1,253",722,871,"1,274","1,276",532,"1,157","1,087","1,139","1,134","2,912"
2020년03월_여_50~59세,"18,354","2,424","1,022",922,"1,023","1,509","1,499",743,"1,563","1,225","1,486","1,323","3,615"
2020년03월_여_60~69세,"16,922","1,925",840,976,894,"1,441","1,359",866,"1,675","1,091","1,683","1,183","2,989"
2020년03월_여_70~79세,"9,637","1,228",495,713,489,739,807,553,922,607,"1,095",603,"1,386"
2020년03월_여_80~89세,"4,063",464,214,367,218,312,341,218,372,240,428,236,653
2020년03월_여_90~99세,632,78,25,59,43,36,62,31,53,24,59,39,123
2020년03월_여_100세 이상,59,2,7,5,1,6,5,4,3,5,8,4,9
2020년04월_계_총인구수,"210,086","30,302","12,789","10,535","10,962","16,821","18,153","7,739","17,145","16,449","17,560","14,825","36,806"
2020년04월_계_연령구간인구수,"210,086","30,302","12,789","10,535","10,962","16,821","18,153","7,739","17,145","16,449","17,560","14,825","36,806"
2020년04월_계_0~9세,"15,253","2,798","1,156",540,788,"1,347","1,598",245,800,815,"1,104","1,335","2,727"
2020년04월_계_10~19세,"16,837","3,644","1,602",754,"1,012","1,286","1,131",436,931,690,"1,068","1,172","3,111"
2020년04월_계_20~29세,"26,415","3,303","1,342","1,210","1,285","1,912","2,268",848,"2,469","3,388","2,030","1,709","4,651"
2020년04월_계_30~39세,"28,037","3,465","1,339","1,136","1,278","2,301","3,110",794,"2,136","3,241","2,470","1,971","4,796"
2020년04월_계_40~49세,"32,059","5,616","2,440","1,437","1,642","2,530","2,602","1,050","2,318","2,291","2,348","2,290","5,495"
2020년04월_계_50~59세,"34,619","4,786","1,978","1,732","1,928","2,767","2,803","1,377","2,979","2,344","2,818","2,547","6,560"
2020년04월_계_60~69세,"31,622","3,571","1,618","1,788","1,727","2,690","2,489","1,615","3,092","2,073","3,030","2,255","5,674"
2020년04월_계_70~79세,"17,750","2,186",919,"1,272",898,"1,419","1,510",991,"1,742","1,153","1,897","1,128","2,635"
2020년04월_계_80~89세,"6,586",824,353,574,352,512,555,341,606,412,706,364,987
2020년04월_계_90~99세,828,106,33,85,51,49,79,38,68,34,78,47,160
2020년04월_계_100세 이상,80,3,9,7,1,8,8,4,4,8,11,7,10
2020년04월_남_총인구수,"101,425","14,668","6,134","4,977","5,393","8,220","8,720","3,698","8,250","7,827","8,536","7,280","17,722"
2020년04월_남_연령구간인구수,"101,425","14,668","6,134","4,977","5,393","8,220","8,720","3,698","8,250","7,827","8,536","7,280","17,722"
2020년04월_남_0~9세,"7,761","1,459",544,287,396,678,821,129,388,411,563,697,"1,388"
2020년04월_남_10~19세,"8,698","1,941",761,395,563,684,552,217,472,350,578,594,"1,591"
2020년04월_남_20~29세,"13,460","1,705",719,593,705,"1,031","1,121",452,"1,193","1,430","1,082",922,"2,507"
2020년04월_남_30~39세,"14,066","1,629",626,587,659,"1,161","1,558",419,"1,124","1,625","1,303",950,"2,425"
2020년04월_남_40~49세,"15,725","2,605","1,188",711,783,"1,253","1,313",519,"1,174","1,203","1,227","1,159","2,590"
2020년04월_남_50~59세,"16,304","2,357",965,811,908,"1,272","1,321",641,"1,427","1,104","1,335","1,226","2,937"
2020년04월_남_60~69세,"14,628","1,636",767,804,832,"1,252","1,114",750,"1,406",976,"1,356","1,067","2,668"
2020년04월_남_70~79세,"8,083",954,420,555,410,672,691,440,819,546,803,526,"1,247"
2020년04월_남_80~89세,"2,489",354,135,206,130,201,211,122,227,170,269,128,336
2020년04월_남_90~99세,191,27,7,26,7,14,15,8,19,10,18,8,32
2020년04월_남_100세 이상,20,1,2,2,0,2,3,1,1,2,2,3,1
2020년04월_여_총인구수,"108,661","15,634","6,655","5,558","5,569","8,601","9,433","4,041","8,895","8,622","9,024","7,545","19,084"
2020년04월_여_연령구간인구수,"108,661","15,634","6,655","5,558","5,569","8,601","9,433","4,041","8,895","8,622","9,024","7,545","19,084"
2020년04월_여_0~9세,"7,492","1,339",612,253,392,669,777,116,412,404,541,638,"1,339"
2020년04월_여_10~19세,"8,139","1,703",841,359,449,602,579,219,459,340,490,578,"1,520"
2020년04월_여_20~29세,"12,955","1,598",623,617,580,881,"1,147",396,"1,276","1,958",948,787,"2,144"
2020년04월_여_30~39세,"13,971","1,836",713,549,619,"1,140","1,552",375,"1,012","1,616","1,167","1,021","2,371"
2020년04월_여_40~49세,"16,334","3,011","1,252",726,859,"1,277","1,289",531,"1,144","1,088","1,121","1,131","2,905"
2020년04월_여_50~59세,"18,315","2,429","1,013",921,"1,020","1,495","1,482",736,"1,552","1,240","1,483","1,321","3,623"
2020년04월_여_60~69세,"16,994","1,935",851,984,895,"1,438","1,375",865,"1,686","1,097","1,674","1,188","3,006"
2020년04월_여_70~79세,"9,667","1,232",499,717,488,747,819,551,923,607,"1,094",602,"1,388"
2020년04월_여_80~89세,"4,097",470,218,368,222,311,344,219,379,242,437,236,651
2020년04월_여_90~99세,637,79,26,59,44,35,64,30,49,24,60,39,128
2020년04월_여_100세 이상,60,2,7,5,1,6,5,3,3,6,9,4,9
2020년05월_계_총인구수,"209,873","30,198","12,764","10,540","10,929","16,779","18,211","7,712","17,109","16,546","17,543","14,788","36,754"
2020년05월_계_연령구간인구수,"209,873","30,198","12,764","10,540","10,929","16,779","18,211","7,712","17,109","16,546","17,543","14,788","36,754"
2020년05월_계_0~9세,"15,178","2,768","1,151",539,786,"1,329","1,604",249,795,810,"1,104","1,328","2,715"
2020년05월_계_10~19세,"16,737","3,633","1,597",755,993,"1,282","1,131",425,921,695,"1,065","1,161","3,079"
2020년05월_계_20~29세,"26,396","3,287","1,341","1,211","1,283","1,898","2,268",841,"2,455","3,443","2,018","1,706","4,645"
2020년05월_계_30~39세,"27,921","3,439","1,342","1,134","1,268","2,301","3,123",790,"2,117","3,248","2,449","1,950","4,760"
2020년05월_계_40~49세,"32,001","5,584","2,423","1,438","1,627","2,519","2,606","1,050","2,321","2,304","2,354","2,292","5,483"
2020년05월_계_50~59세,"34,610","4,780","1,977","1,723","1,934","2,769","2,819","1,369","2,958","2,346","2,810","2,552","6,573"
2020년05월_계_60~69세,"31,672","3,581","1,620","1,797","1,728","2,682","2,486","1,597","3,112","2,083","3,049","2,243","5,694"
2020년05월_계_70~79세,"17,818","2,189",917,"1,274",901,"1,424","1,527","1,006","1,751","1,161","1,888","1,133","2,647"
2020년05월_계_80~89세,"6,627",825,354,574,358,519,558,343,606,415,719,368,988
2020년05월_계_90~99세,832,109,33,88,50,48,81,37,69,33,76,48,160
2020년05월_계_100세 이상,81,3,9,7,1,8,8,5,4,8,11,7,10
2020년05월_남_총인구수,"101,258","14,628","6,120","4,970","5,381","8,214","8,734","3,670","8,213","7,868","8,514","7,256","17,690"
2020년05월_남_연령구간인구수,"101,258","14,628","6,120","4,970","5,381","8,214","8,734","3,670","8,213","7,868","8,514","7,256","17,690"
2020년05월_남_0~9세,"7,723","1,438",546,285,394,673,820,127,385,410,566,694,"1,385"
2020년05월_남_10~19세,"8,636","1,930",758,393,553,685,550,214,461,355,575,590,"1,572"
2020년05월_남_20~29세,"13,442","1,707",717,592,712,"1,030","1,119",443,"1,175","1,452","1,075",921,"2,499"
2020년05월_남_30~39세,"13,971","1,619",623,580,651,"1,159","1,553",418,"1,106","1,630","1,284",942,"2,406"
2020년05월_남_40~49세,"15,705","2,589","1,180",714,783,"1,243","1,315",519,"1,181","1,209","1,231","1,153","2,588"
2020년05월_남_50~59세,"16,326","2,362",964,807,907,"1,279","1,331",635,"1,422","1,106","1,332","1,230","2,951"
2020년05월_남_60~69세,"14,613","1,640",767,806,829,"1,247","1,116",739,"1,412",976,"1,362","1,056","2,663"
2020년05월_남_70~79세,"8,121",961,420,556,413,677,699,441,822,549,797,531,"1,255"
2020년05월_남_80~89세,"2,510",353,137,208,132,205,213,125,228,170,273,128,338
2020년05월_남_90~99세,191,28,6,27,7,14,15,8,20,9,17,8,32
2020년05월_남_100세 이상,20,1,2,2,0,2,3,1,1,2,2,3,1
2020년05월_여_총인구수,"108,615","15,570","6,644","5,570","5,548","8,565","9,477","4,042","8,896","8,678","9,029","7,532","19,064"
2020년05월_여_연령구간인구수,"108,615","15,570","6,644","5,570","5,548","8,565","9,477","4,042","8,896","8,678","9,029","7,532","19,064"
2020년05월_여_0~9세,"7,455","1,330",605,254,392,656,784,122,410,400,538,634,"1,330"
2020년05월_여_10~19세,"8,101","1,703",839,362,440,597,581,211,460,340,490,571,"1,507"
2020년05월_여_20~29세,"12,954","1,580",624,619,571,868,"1,149",398,"1,280","1,991",943,785,"2,146"
2020년05월_여_30~39세,"13,950","1,820",719,554,617,"1,142","1,570",372,"1,011","1,618","1,165","1,008","2,354"
2020년05월_여_40~49세,"16,296","2,995","1,243",724,844,"1,276","1,291",531,"1,140","1,095","1,123","1,139","2,895"
2020년05월_여_50~59세,"18,284","2,418","1,013",916,"1,027","1,490","1,488",734,"1,536","1,240","1,478","1,322","3,622"
2020년05월_여_60~69세,"17,059","1,941",853,991,899,"1,435","1,370",858,"1,700","1,107","1,687","1,187","3,031"
2020년05월_여_70~79세,"9,697","1,228",497,718,488,747,828,565,929,612,"1,091",602,"1,392"
2020년05월_여_80~89세,"4,117",472,217,366,226,314,345,218,378,245,446,240,650
2020년05월_여_90~99세,641,81,27,61,43,34,66,29,49,24,59,40,128
2020년05월_여_100세 이상,61,2,7,5,1,6,5,4,3,6,9,4,9
2020년06월_계_총인구수,"209,514","30,169","12,705","10,520","10,909","16,727","18,191","7,715","17,040","16,553","17,512","14,785","36,688"
2020년06월_계_연령구간인구수,"209,514","30,169","12,705","10,520","10,909","16,727","18,191","7,715","17,040","16,553","17,512","14,785","36,688"
2020년06월_계_0~9세,"15,082","2,740","1,141",531,784,"1,318","1,602",251,776,808,"1,098","1,323","2,710"
2020년06월_계_10~19세,"16,658","3,613","1,586",754,990,"1,273","1,134",421,913,695,"1,052","1,159","3,068"
2020년06월_계_20~29세,"26,367","3,294","1,335","1,206","1,276","1,888","2,252",850,"2,430","3,464","2,015","1,717","4,640"
2020년06월_계_30~39세,"27,779","3,418","1,321","1,132","1,255","2,301","3,107",783,"2,123","3,228","2,442","1,946","4,723"
2020년06월_계_40~49세,"31,963","5,588","2,413","1,425","1,638","2,508","2,598","1,046","2,309","2,319","2,355","2,283","5,481"
2020년06월_계_50~59세,"34,434","4,768","1,971","1,725","1,916","2,748","2,812","1,360","2,943","2,332","2,779","2,544","6,536"
2020년06월_계_60~69세,"31,775","3,597","1,624","1,796","1,734","2,687","2,502","1,601","3,114","2,092","3,064","2,255","5,709"
2020년06월_계_70~79세,"17,909","2,213",922,"1,280",902,"1,435","1,533","1,009","1,746","1,167","1,898","1,139","2,665"
2020년06월_계_80~89세,"6,634",825,348,578,365,512,562,351,612,407,721,366,987
2020년06월_계_90~99세,832,110,35,86,48,49,81,38,70,33,77,47,158
2020년06월_계_100세 이상,81,3,9,7,1,8,8,5,4,8,11,6,11
2020년06월_남_총인구수,"101,066","14,623","6,078","4,965","5,363","8,180","8,709","3,671","8,201","7,875","8,495","7,256","17,650"
2020년06월_남_연령구간인구수,"101,066","14,623","6,078","4,965","5,363","8,180","8,709","3,671","8,201","7,875","8,495","7,256","17,650"
2020년06월_남_0~9세,"7,680","1,423",540,281,393,668,817,130,375,409,565,693,"1,386"
2020년06월_남_10~19세,"8,588","1,916",752,393,551,680,553,211,462,357,564,587,"1,562"
2020년06월_남_20~29세,"13,411","1,719",710,588,707,"1,022","1,109",446,"1,165","1,450","1,075",924,"2,496"
2020년06월_남_30~39세,"13,927","1,608",618,583,648,"1,160","1,542",419,"1,118","1,629","1,279",940,"2,383"
2020년06월_남_40~49세,"15,663","2,596","1,163",706,786,"1,234","1,304",515,"1,175","1,216","1,231","1,147","2,590"
2020년06월_남_50~59세,"16,248","2,364",960,808,893,"1,268","1,322",629,"1,407","1,102","1,325","1,235","2,935"
2020년06월_남_60~69세,"14,669","1,647",773,809,829,"1,250","1,128",742,"1,424",985,"1,359","1,056","2,667"
2020년06월_남_70~79세,"8,165",970,420,559,415,682,702,442,823,549,807,537,"1,259"
2020년06월_남_80~89세,"2,503",350,133,209,134,200,213,127,231,167,271,127,341
2020년06월_남_90~99세,193,29,7,27,7,14,16,9,20,9,17,8,30
2020년06월_남_100세 이상,19,1,2,2,0,2,3,1,1,2,2,2,1
2020년06월_여_총인구수,"108,448","15,546","6,627","5,555","5,546","8,547","9,482","4,044","8,839","8,678","9,017","7,529","19,038"
2020년06월_여_연령구간인구수,"108,448","15,546","6,627","5,555","5,546","8,547","9,482","4,044","8,839","8,678","9,017","7,529","19,038"
2020년06월_여_0~9세,"7,402","1,317",601,250,391,650,785,121,401,399,533,630,"1,324"
2020년06월_여_10~19세,"8,070","1,697",834,361,439,593,581,210,451,338,488,572,"1,506"
2020년06월_여_20~29세,"12,956","1,575",625,618,569,866,"1,143",404,"1,265","2,014",940,793,"2,144"
2020년06월_여_30~39세,"13,852","1,810",703,549,607,"1,141","1,565",364,"1,005","1,599","1,163","1,006","2,340"
2020년06월_여_40~49세,"16,300","2,992","1,250",719,852,"1,274","1,294",531,"1,134","1,103","1,124","1,136","2,891"
2020년06월_여_50~59세,"18,186","2,404","1,011",917,"1,023","1,480","1,490",731,"1,536","1,230","1,454","1,309","3,601"
2020년06월_여_60~69세,"17,106","1,950",851,987,905,"1,437","1,374",859,"1,690","1,107","1,705","1,199","3,042"
2020년06월_여_70~79세,"9,744","1,243",502,721,487,753,831,567,923,618,"1,091",602,"1,406"
2020년06월_여_80~89세,"4,131",475,215,369,231,312,349,224,381,240,450,239,646
2020년06월_여_90~99세,639,81,28,59,41,35,65,29,50,24,60,39,128
2020년06월_여_100세 이상,62,2,7,5,1,6,5,4,3,6,9,4,10
2020년07월_계_총인구수,"209,345","30,110","12,682","10,501","10,876","16,737","18,375","7,639","17,023","16,541","17,493","14,732","36,636"
2020년07월_계_연령구간인구수,"209,345","30,110","12,682","10,501","10,876","16,737","18,375","7,639","17,023","16,541","17,493","14,732","36,636"
2020년07월_계_0~9세,"15,050","2,734","1,132",530,777,"1,314","1,630",245,764,809,"1,110","1,321","2,684"
2020년07월_계_10~19세,"16,599","3,592","1,586",750,980,"1,274","1,142",413,908,684,"1,052","1,151","3,067"
2020년07월_계_20~29세,"26,292","3,271","1,331","1,207","1,281","1,902","2,274",839,"2,425","3,463","1,981","1,701","4,617"
2020년07월_계_30~39세,"27,687","3,382","1,310","1,129","1,235","2,284","3,163",767,"2,123","3,221","2,433","1,935","4,705"
2020년07월_계_40~49세,"31,963","5,601","2,412","1,406","1,633","2,515","2,638","1,028","2,315","2,315","2,358","2,271","5,471"
2020년07월_계_50~59세,"34,342","4,749","1,974","1,715","1,903","2,736","2,804","1,342","2,942","2,344","2,774","2,532","6,527"
2020년07월_계_60~69세,"31,861","3,607","1,624","1,805","1,752","2,702","2,526","1,600","3,114","2,081","3,072","2,246","5,732"
2020년07월_계_70~79세,"17,962","2,219",922,"1,287",899,"1,443","1,544","1,009","1,748","1,173","1,894","1,147","2,677"
2020년07월_계_80~89세,"6,685",842,347,580,364,511,565,355,611,413,732,375,990
2020년07월_계_90~99세,823,110,35,85,51,48,81,36,69,30,76,47,155
2020년07월_계_100세 이상,81,3,9,7,1,8,8,5,4,8,11,6,11
2020년07월_남_총인구수,"100,984","14,588","6,073","4,961","5,341","8,181","8,808","3,630","8,187","7,874","8,486","7,230","17,625"
2020년07월_남_연령구간인구수,"100,984","14,588","6,073","4,961","5,341","8,181","8,808","3,630","8,187","7,874","8,486","7,230","17,625"
2020년07월_남_0~9세,"7,674","1,422",533,277,392,670,834,127,365,409,575,693,"1,377"
2020년07월_남_10~19세,"8,561","1,901",756,396,546,675,558,210,459,352,563,583,"1,562"
2020년07월_남_20~29세,"13,347","1,711",706,589,707,"1,028","1,111",441,"1,154","1,454","1,056",913,"2,477"
2020년07월_남_30~39세,"13,897","1,579",617,582,639,"1,157","1,573",406,"1,125","1,620","1,278",940,"2,381"
2020년07월_남_40~49세,"15,648","2,609","1,160",697,782,"1,230","1,328",507,"1,170","1,217","1,231","1,140","2,577"
2020년07월_남_50~59세,"16,225","2,349",964,805,889,"1,264","1,317",619,"1,410","1,109","1,326","1,234","2,939"
2020년07월_남_60~69세,"14,698","1,661",773,811,832,"1,259","1,139",738,"1,424",982,"1,359","1,049","2,671"
2020년07월_남_70~79세,"8,182",968,422,563,413,683,710,443,826,553,800,539,"1,262"
2020년07월_남_80~89세,"2,542",358,133,212,134,200,218,129,233,169,279,129,348
2020년07월_남_90~99세,191,29,7,27,7,13,17,9,20,7,17,8,30
2020년07월_남_100세 이상,19,1,2,2,0,2,3,1,1,2,2,2,1
2020년07월_여_총인구수,"108,361","15,522","6,609","5,540","5,535","8,556","9,567","4,009","8,836","8,667","9,007","7,502","19,011"
2020년07월_여_연령구간인구수,"108,361","15,522","6,609","5,540","5,535","8,556","9,567","4,009","8,836","8,667","9,007","7,502","19,011"
2020년07월_여_0~9세,"7,376","1,312",599,253,385,644,796,118,399,400,535,628,"1,307"
2020년07월_여_10~19세,"8,038","1,691",830,354,434,599,584,203,449,332,489,568,"1,505"
2020년07월_여_20~29세,"12,945","1,560",625,618,574,874,"1,163",398,"1,271","2,009",925,788,"2,140"
2020년07월_여_30~39세,"13,790","1,803",693,547,596,"1,127","1,590",361,998,"1,601","1,155",995,"2,324"
2020년07월_여_40~49세,"16,315","2,992","1,252",709,851,"1,285","1,310",521,"1,145","1,098","1,127","1,131","2,894"
2020년07월_여_50~59세,"18,117","2,400","1,010",910,"1,014","1,472","1,487",723,"1,532","1,235","1,448","1,298","3,588"
2020년07월_여_60~69세,"17,163","1,946",851,994,920,"1,443","1,387",862,"1,690","1,099","1,713","1,197","3,061"
2020년07월_여_70~79세,"9,780","1,251",500,724,486,760,834,566,922,620,"1,094",608,"1,415"
2020년07월_여_80~89세,"4,143",484,214,368,230,311,347,226,378,244,453,246,642
2020년07월_여_90~99세,632,81,28,58,44,35,64,27,49,23,59,39,125
2020년07월_여_100세 이상,62,2,7,5,1,6,5,4,3,6,9,4,10
2020년08월_계_총인구수,"210,146","30,032","12,630","10,399","10,851","16,636","20,044","7,592","16,915","16,502","17,409","14,673","36,463"
2020년08월_계_연령구간인구수,"210,146","30,032","12,630","10,399","10,851","16,636","20,044","7,592","16,915","16,502","17,409","14,673","36,463"
2020년08월_계_0~9세,"15,167","2,714","1,123",514,773,"1,289","1,892",241,748,798,"1,092","1,319","2,664"
2020년08월_계_10~19세,"16,602","3,586","1,574",737,976,"1,270","1,259",408,899,670,"1,037","1,143","3,043"
2020년08월_계_20~29세,"26,338","3,233","1,323","1,191","1,280","1,888","2,461",828,"2,411","3,473","1,978","1,684","4,588"
2020년08월_계_30~39세,"27,876","3,344","1,301","1,116","1,229","2,256","3,579",757,"2,100","3,182","2,413","1,932","4,667"
2020년08월_계_40~49세,"32,048","5,614","2,395","1,379","1,622","2,493","2,899","1,018","2,304","2,311","2,328","2,250","5,435"
2020년08월_계_50~59세,"34,385","4,736","1,971","1,705","1,891","2,712","3,007","1,342","2,907","2,348","2,763","2,519","6,484"
2020년08월_계_60~69세,"32,053","3,618","1,627","1,803","1,761","2,724","2,664","1,594","3,109","2,086","3,068","2,250","5,749"
2020년08월_계_70~79세,"18,034","2,228",920,"1,277",904,"1,437","1,603","1,009","1,745","1,178","1,907","1,149","2,677"
2020년08월_계_80~89세,"6,743",848,352,583,363,512,592,353,617,418,734,374,997
2020년08월_계_90~99세,816,108,35,87,51,47,80,37,71,30,77,46,147
2020년08월_계_100세 이상,84,3,9,7,1,8,8,5,4,8,12,7,12
2020년08월_남_총인구수,"101,338","14,545","6,034","4,916","5,322","8,135","9,631","3,609","8,136","7,852","8,443","7,187","17,528"
2020년08월_남_연령구간인구수,"101,338","14,545","6,034","4,916","5,322","8,135","9,631","3,609","8,136","7,852","8,443","7,187","17,528"
2020년08월_남_0~9세,"7,722","1,408",526,275,386,658,966,126,355,403,572,689,"1,358"
2020년08월_남_10~19세,"8,551","1,893",746,391,540,677,613,204,458,348,555,580,"1,546"
2020년08월_남_20~29세,"13,371","1,698",703,577,711,"1,012","1,205",433,"1,154","1,467","1,051",902,"2,458"
2020년08월_남_30~39세,"13,990","1,567",615,575,637,"1,153","1,770",404,"1,108","1,598","1,269",938,"2,356"
2020년08월_남_40~49세,"15,680","2,603","1,153",684,772,"1,220","1,468",505,"1,161","1,207","1,214","1,132","2,561"
2020년08월_남_50~59세,"16,246","2,350",963,801,880,"1,254","1,408",623,"1,396","1,115","1,315","1,217","2,924"
2020년08월_남_60~69세,"14,786","1,664",768,813,837,"1,270","1,209",736,"1,421",980,"1,358","1,055","2,675"
2020년08월_남_70~79세,"8,208",968,420,556,418,678,746,440,822,554,808,535,"1,263"
2020년08월_남_80~89세,"2,575",365,132,215,133,198,226,129,240,171,281,129,356
2020년08월_남_90~99세,190,28,6,27,8,13,17,8,20,7,18,8,30
2020년08월_남_100세 이상,19,1,2,2,0,2,3,1,1,2,2,2,1
2020년08월_여_총인구수,"108,808","15,487","6,596","5,483","5,529","8,501","10,413","3,983","8,779","8,650","8,966","7,486","18,935"
2020년08월_여_연령구간인구수,"108,808","15,487","6,596","5,483","5,529","8,501","10,413","3,983","8,779","8,650","8,966","7,486","18,935"
2020년08월_여_0~9세,"7,445","1,306",597,239,387,631,926,115,393,395,520,630,"1,306"
2020년08월_여_10~19세,"8,051","1,693",828,346,436,593,646,204,441,322,482,563,"1,497"
2020년08월_여_20~29세,"12,967","1,535",620,614,569,876,"1,256",395,"1,257","2,006",927,782,"2,130"
2020년08월_여_30~39세,"13,886","1,777",686,541,592,"1,103","1,809",353,992,"1,584","1,144",994,"2,311"
2020년08월_여_40~49세,"16,368","3,011","1,242",695,850,"1,273","1,431",513,"1,143","1,104","1,114","1,118","2,874"
2020년08월_여_50~59세,"18,139","2,386","1,008",904,"1,011","1,458","1,599",719,"1,511","1,233","1,448","1,302","3,560"
2020년08월_여_60~69세,"17,267","1,954",859,990,924,"1,454","1,455",858,"1,688","1,106","1,710","1,195","3,074"
2020년08월_여_70~79세,"9,826","1,260",500,721,486,759,857,569,923,624,"1,099",614,"1,414"
2020년08월_여_80~89세,"4,168",483,220,368,230,314,366,224,377,247,453,245,641
2020년08월_여_90~99세,626,80,29,60,43,34,63,29,51,23,59,38,117
2020년08월_여_100세 이상,65,2,7,5,1,6,5,4,3,6,10,5,11
2020년09월_계_총인구수,"210,362","29,973","12,634","10,341","10,825","16,561","20,694","7,537","16,944","16,503","17,346","14,612","36,392"
2020년09월_계_연령구간인구수,"210,362","29,973","12,634","10,341","10,825","16,561","20,694","7,537","16,944","16,503","17,346","14,612","36,392"
2020년09월_계_0~9세,"15,152","2,700","1,112",497,767,"1,268","1,983",241,746,801,"1,090","1,320","2,627"
2020년09월_계_10~19세,"16,588","3,586","1,567",735,979,"1,262","1,286",397,890,677,"1,036","1,143","3,030"
2020년09월_계_20~29세,"26,342","3,239","1,340","1,187","1,258","1,880","2,534",831,"2,431","3,459","1,946","1,658","4,579"
2020년09월_계_30~39세,"27,878","3,291","1,292","1,117","1,223","2,234","3,713",747,"2,114","3,168","2,400","1,923","4,656"
2020년09월_계_40~49세,"32,012","5,596","2,385","1,366","1,614","2,476","2,993","1,001","2,298","2,309","2,314","2,251","5,409"
