카테고리,경기도 화성시,경기도 화성시 봉담읍,경기도 화성시 우정읍,경기도 화성시 향남읍,경기도 화성시 남양읍,경기도 화성시 매송면,경기도 화성시 비봉면,경기도 화성시 마도면,경기도 화성시 송산면,경기도 화성시 서신면,경기도 화성시 팔탄면,경기도 화성시 장안면,경기도 화성시 양감면,경기도 화성시 정남면,경기도 화성시 새솔동,경기도 화성시 진안동,경기도 화성시 병점1동,경기도 화성시 병점2동,경기도 화성시 반월동,경기도 화성시 기배동,경기도 화성시 화산동,경기도 화성시 동탄1동,경기도 화성시 동탄2동,경기도 화성시 동탄3동,경기도 화성시 동탄4동,경기도 화성시 동탄5동,경기도 화성시 동탄6동,경기도 화성시 동탄7동,경기도 화성시 동탄8동
2020년06월_계_40~49세,"159,803","15,407","2,811","16,786","6,510","1,013",689,989,"1,446",830,"1,479","1,340",493,"1,696","3,592","7,800","5,131","5,473","5,990","2,765","4,000","10,373","8,770","8,453","13,057","7,664","5,557","15,338","4,351"
2020년06월_계_50~59세,"111,768","11,970","3,469","10,595","6,324","1,548","1,253","1,429","2,195","1,618","2,353","2,224",940,"2,414","2,388","5,818","3,955","3,175","4,507","2,207","4,150","6,114","4,608","4,031","5,098","3,918","3,168","7,883","2,416"
2020년06월_계_60~69세,"65,757","7,440","2,664","6,006","4,223","1,254","1,099","1,202","1,993","1,601","1,836","1,987",811,"1,863",980,"3,319","2,288","1,647","2,279","1,295","2,867","2,233","1,903","1,998","1,933","2,310","1,525","3,814","1,387"
2020년06월_계_70~79세,"31,268","3,597","1,607","2,897","2,010",728,658,704,"1,262",839,844,"1,103",433,"1,013",231,"1,500","1,175",947,743,650,"1,299",936,"1,035","1,152",727,984,572,"1,200",422
2020년06월_계_80~89세,"13,948","1,378",831,"1,376",938,355,385,342,728,527,505,639,263,550,107,609,426,410,298,238,549,352,352,383,260,335,220,425,167
2020년06월_계_90~99세,"1,950",219,109,163,136,46,66,48,127,75,74,64,29,75,17,80,54,50,54,31,62,44,45,52,50,47,40,66,27
2020년06월_계_100세 이상,105,12,5,9,4,3,3,4,9,9,5,7,1,8,0,2,1,0,2,1,8,2,3,1,0,2,1,3,0
2020년06월_남_총인구수,"433,894","39,999","9,492","45,216","21,763","3,835","3,297","4,101","5,863","3,941","6,020","5,884","2,445","6,594","9,889","23,751","14,418","11,984","16,501","7,095","12,297","26,014","17,754","21,549","26,747","19,716","15,906","39,032","12,791"
2020년06월_남_연령구간인구수,"433,894","39,999","9,492","45,216","21,763","3,835","3,297","4,101","5,863","3,941","6,020","5,884","2,445","6,594","9,889","23,751","14,418","11,984","16,501","7,095","12,297","26,014","17,754","21,549","26,747","19,716","15,906","39,032","12,791"
2020년06월_남_0~9세,"54,183","4,148",518,"5,663","2,099",162,136,151,250,97,170,235,63,245,"1,794","2,399","1,447","1,351","2,286",760,987,"3,330","2,343","3,115","5,017","3,223","2,336","7,543","2,315"
2020년06월_남_10~19세,"48,369","4,869",756,"5,028","1,773",265,175,220,440,167,254,341,89,424,955,"2,043","1,616","2,012","2,062",970,"1,213","3,540","3,301","2,778","4,303","2,015","1,490","4,200","1,070"
2020년06월_남_20~29세,"54,306","5,119","1,107","5,575","3,181",480,362,482,572,368,677,598,267,839,"1,180","4,028","2,550","1,475","2,217",919,"1,797","3,972","1,878","3,267","2,100","2,029","2,199","3,668","1,400"
2020년06월_남_30~39세,"78,331","5,591",994,"8,954","4,054",377,321,513,526,326,698,579,251,765,"2,251","5,316","2,422","1,572","2,988",832,"1,681","4,883","2,034","4,419","4,366","4,840","4,133","9,056","3,589"
2020년06월_남_40~49세,"85,399","8,025","1,683","9,326","3,693",571,434,667,837,513,"1,015",871,355,"1,090","1,863","4,355","2,606","2,694","3,104","1,412","2,208","5,210","4,284","4,338","6,812","4,017","2,984","8,116","2,316"
2020년06월_남_50~59세,"59,947","6,328","1,991","5,843","3,391",866,732,880,"1,274",946,"1,519","1,361",608,"1,472","1,177","3,042","1,997","1,641","2,194","1,159","2,163","3,379","2,441","2,109","2,783","1,969","1,649","3,871","1,162"
2020년06월_남_60~69세,"33,424","3,733","1,358","3,029","2,237",649,645,677,"1,054",874,"1,068","1,112",490,"1,048",532,"1,647","1,107",716,"1,177",650,"1,443","1,121",888,862,953,"1,062",763,"1,858",671
2020년06월_남_70~79세,"14,575","1,675",768,"1,294",973,324,319,371,592,414,423,520,220,497,108,671,512,378,367,309,607,438,440,497,329,448,276,597,208
2020년06월_남_80~89세,"4,916",464,287,465,338,126,157,130,285,217,177,244,93,198,27,227,153,138,91,79,187,131,136,148,77,105,68,111,57
2020년06월_남_90~99세,411,43,27,34,24,13,14,10,33,16,19,18,9,14,2,22,8,7,14,5,9,10,8,16,7,8,7,11,3
2020년06월_남_100세 이상,33,4,3,5,0,2,2,0,0,3,0,5,0,2,0,1,0,0,1,0,2,0,1,0,0,0,1,1,0
2020년06월_여_총인구수,"402,768","38,859","7,949","39,454","18,160","3,455","2,540","2,778","5,054","3,172","3,893","4,394","1,575","4,805","9,703","20,531","13,844","12,602","16,102","6,725","11,034","24,752","18,280","20,471","26,966","19,694","14,812","38,696","12,468"
2020년06월_여_연령구간인구수,"402,768","38,859","7,949","39,454","18,160","3,455","2,540","2,778","5,054","3,172","3,893","4,394","1,575","4,805","9,703","20,531","13,844","12,602","16,102","6,725","11,034","24,752","18,280","20,471","26,966","19,694","14,812","38,696","12,468"
2020년06월_여_0~9세,"51,597","4,181",478,"5,209","1,974",154,110,117,229,93,139,180,49,219,"1,817","2,267","1,332","1,335","2,252",679,902,"3,236","2,247","2,989","4,775","3,021","2,209","7,167","2,237"
2020년06월_여_10~19세,"46,330","4,883",718,"4,824","1,626",234,157,187,364,146,220,281,80,391,910,"1,977","1,539","1,997","1,931",897,"1,090","3,351","3,209","2,554","4,285","1,960","1,349","4,094","1,076"
2020년06월_여_20~29세,"46,419","4,517",696,"4,513","2,228",375,234,265,412,201,335,384,128,500,"1,119","3,091","2,166","1,435","1,948",760,"1,329","3,495","1,846","2,725","2,137","2,203","2,254","3,706","1,417"
2020년06월_여_30~39세,"72,528","5,527",678,"7,072","2,843",296,189,226,364,216,324,316,123,397,"2,251","4,033","2,160","1,707","3,046",816,"1,397","4,905","2,460","4,103","5,605","4,859","3,665","9,565","3,385"
2020년06월_여_40~49세,"74,404","7,382","1,128","7,460","2,817",442,255,322,609,317,464,469,138,606,"1,729","3,445","2,525","2,779","2,886","1,353","1,792","5,163","4,486","4,115","6,245","3,647","2,573","7,222","2,035"
2020년06월_여_50~59세,"51,821","5,642","1,478","4,752","2,933",682,521,549,921,672,834,863,332,942,"1,211","2,776","1,958","1,534","2,313","1,048","1,987","2,735","2,167","1,922","2,315","1,949","1,519","4,012","1,254"
2020년06월_여_60~69세,"32,333","3,707","1,306","2,977","1,986",605,454,525,939,727,768,875,321,815,448,"1,672","1,181",931,"1,102",645,"1,424","1,112","1,015","1,136",980,"1,248",762,"1,956",716
2020년06월_여_70~79세,"16,693","1,922",839,"1,603","1,037",404,339,333,670,425,421,583,213,516,123,829,663,569,376,341,692,498,595,655,398,536,296,603,214
2020년06월_여_80~89세,"9,032",914,544,911,600,229,228,212,443,310,328,395,170,352,80,382,273,272,207,159,362,221,216,235,183,230,152,314,110
2020년06월_여_90~99세,"1,539",176,82,129,112,33,52,38,94,59,55,46,20,61,15,58,46,43,40,26,53,34,37,36,43,39,33,55,24
2020년06월_여_100세 이상,72,8,2,4,4,1,1,4,9,6,5,2,1,6,0,1,1,0,1,1,6,2,2,1,0,2,0,2,0
2020년07월_계_총인구수,"839,493","78,927","17,483","84,867","40,084","7,263","5,862","6,886","10,905","7,130","9,908","10,313","4,013","11,430","20,420","43,821","28,216","24,568","32,634","13,818","23,341","50,922","36,010","42,108","53,732","39,622","30,906","78,853","25,451"
2020년07월_계_연령구간인구수,"839,493","78,927","17,483","84,867","40,084","7,263","5,862","6,886","10,905","7,130","9,908","10,313","4,013","11,430","20,420","43,821","28,216","24,568","32,634","13,818","23,341","50,922","36,010","42,108","53,732","39,622","30,906","78,853","25,451"
2020년07월_계_0~9세,"105,792","8,321",988,"10,841","4,075",315,244,267,476,189,312,412,112,464,"3,789","4,608","2,753","2,661","4,521","1,428","1,877","6,569","4,554","6,104","9,742","6,274","4,566","14,748","4,582"
2020년07월_계_10~19세,"95,091","9,755","1,465","9,895","3,408",492,337,412,807,313,471,622,168,821,"1,956","3,994","3,150","4,004","4,001","1,859","2,296","6,890","6,532","5,340","8,628","4,016","2,863","8,419","2,177"
2020년07월_계_20~29세,"101,119","9,657","1,820","10,105","5,418",857,591,740,977,566,"1,000",995,394,"1,333","2,372","7,038","4,707","2,915","4,167","1,688","3,134","7,531","3,722","5,978","4,253","4,232","4,464","7,646","2,819"
2020년07월_계_30~39세,"150,694","11,099","1,662","16,000","6,915",668,517,743,880,537,"1,018",893,376,"1,163","4,666","9,083","4,558","3,247","6,018","1,639","3,039","9,753","4,465","8,509","9,880","9,732","7,813","18,840","6,981"
2020년07월_계_40~49세,"160,531","15,370","2,807","16,883","6,537",999,692,992,"1,443",831,"1,482","1,361",486,"1,692","3,779","7,775","5,111","5,447","5,997","2,756","3,996","10,406","8,759","8,486","13,122","7,714","5,625","15,576","4,407"
2020년07월_계_50~59세,"112,444","12,028","3,490","10,622","6,342","1,532","1,265","1,423","2,199","1,620","2,364","2,223",932,"2,429","2,475","5,821","3,978","3,203","4,520","2,200","4,177","6,169","4,614","4,083","5,139","3,951","3,192","8,006","2,447"
2020년07월_계_60~69세,"66,280","7,461","2,683","6,061","4,272","1,268","1,101","1,208","1,984","1,620","1,835","1,991",816,"1,876","1,020","3,304","2,297","1,672","2,312","1,319","2,889","2,266","1,928","1,990","1,932","2,316","1,548","3,897","1,414"
2020년07월_계_70~79세,"31,469","3,610","1,618","2,907","2,034",727,658,710,"1,270",844,839,"1,110",435,"1,017",236,"1,513","1,176",960,741,662,"1,311",938,"1,036","1,173",729,"1,001",574,"1,213",427
2020년07월_계_80~89세,"14,013","1,394",833,"1,379",938,357,385,339,734,524,508,639,265,552,110,606,430,411,302,236,550,355,353,390,263,334,221,437,168
2020년07월_계_90~99세,"1,955",220,112,165,141,45,69,48,126,77,73,60,28,75,17,77,55,48,54,30,64,43,44,54,44,50,39,68,29
2020년07월_계_100세 이상,105,12,5,9,4,3,3,4,9,9,6,7,1,8,0,2,1,0,1,1,8,2,3,1,0,2,1,3,0
2020년07월_남_총인구수,"435,377","40,038","9,506","45,336","21,865","3,822","3,311","4,103","5,862","3,949","6,006","5,903","2,441","6,608","10,290","23,512","14,416","11,976","16,524","7,082","12,301","26,075","17,749","21,608","26,763","19,810","16,010","39,636","12,875"
2020년07월_남_연령구간인구수,"435,377","40,038","9,506","45,336","21,865","3,822","3,311","4,103","5,862","3,949","6,006","5,903","2,441","6,608","10,290","23,512","14,416","11,976","16,524","7,082","12,301","26,075","17,749","21,608","26,763","19,810","16,010","39,636","12,875"
2020년07월_남_0~9세,"54,149","4,140",515,"5,638","2,098",163,136,150,250,96,172,233,63,244,"1,876","2,370","1,433","1,341","2,274",756,981,"3,322","2,335","3,112","4,996","3,235","2,343","7,554","2,323"
2020년07월_남_10~19세,"48,593","4,885",747,"5,056","1,773",261,176,222,439,167,249,340,89,430,990,"2,032","1,624","2,010","2,075",965,"1,211","3,533","3,317","2,791","4,325","2,033","1,500","4,266","1,087"
2020년07월_남_20~29세,"54,509","5,132","1,116","5,570","3,191",483,364,481,571,363,671,606,270,831,"1,215","3,998","2,546","1,474","2,227",920,"1,797","4,003","1,872","3,258","2,105","2,023","2,207","3,816","1,399"
2020년07월_남_30~39세,"78,306","5,579",984,"8,957","4,081",374,320,515,521,322,694,574,253,769,"2,329","5,154","2,417","1,562","2,979",825,"1,670","4,875","2,027","4,408","4,343","4,857","4,131","9,201","3,585"
2020년07월_남_40~49세,"85,720","7,994","1,677","9,386","3,703",562,437,668,835,511,"1,009",888,351,"1,082","1,962","4,339","2,601","2,669","3,102","1,409","2,203","5,216","4,263","4,364","6,825","4,031","3,029","8,249","2,355"
2020년07월_남_50~59세,"60,306","6,363","2,003","5,860","3,407",855,736,876,"1,276",946,"1,527","1,357",595,"1,479","1,218","3,042","2,011","1,664","2,202","1,152","2,173","3,405","2,450","2,139","2,802","1,999","1,676","3,924","1,169"
2020년07월_남_60~69세,"33,744","3,743","1,376","3,062","2,259",659,650,681,"1,052",892,"1,064","1,116",498,"1,060",557,"1,656","1,108",728,"1,193",658,"1,456","1,138",899,867,956,"1,065",770,"1,895",686
2020년07월_남_70~79세,"14,658","1,678",771,"1,300",988,323,317,373,596,417,424,522,220,500,113,675,511,384,367,313,612,441,440,501,328,454,277,604,209
2020년07월_남_80~89세,"4,949",477,286,468,341,127,158,126,289,216,177,244,94,197,28,223,157,138,91,79,187,132,138,151,78,105,69,115,58
2020년07월_남_90~99세,410,43,28,34,24,13,15,11,33,16,19,18,8,14,2,22,8,6,13,5,9,10,7,17,5,8,7,11,4
2020년07월_남_100세 이상,33,4,3,5,0,2,2,0,0,3,0,5,0,2,0,1,0,0,1,0,2,0,1,0,0,0,1,1,0
2020년07월_여_총인구수,"404,116","38,889","7,977","39,531","18,219","3,441","2,551","2,783","5,043","3,181","3,902","4,410","1,572","4,822","10,130","20,309","13,800","12,592","16,110","6,736","11,040","24,847","18,261","20,500","26,969","19,812","14,896","39,217","12,576"
2020년07월_여_연령구간인구수,"404,116","38,889","7,977","39,531","18,219","3,441","2,551","2,783","5,043","3,181","3,902","4,410","1,572","4,822","10,130","20,309","13,800","12,592","16,110","6,736","11,040","24,847","18,261","20,500","26,969","19,812","14,896","39,217","12,576"
2020년07월_여_0~9세,"51,643","4,181",473,"5,203","1,977",152,108,117,226,93,140,179,49,220,"1,913","2,238","1,320","1,320","2,247",672,896,"3,247","2,219","2,992","4,746","3,039","2,223","7,194","2,259"
2020년07월_여_10~19세,"46,498","4,870",718,"4,839","1,635",231,161,190,368,146,222,282,79,391,966,"1,962","1,526","1,994","1,926",894,"1,085","3,357","3,215","2,549","4,303","1,983","1,363","4,153","1,090"
2020년07월_여_20~29세,"46,610","4,525",704,"4,535","2,227",374,227,259,406,203,329,389,124,502,"1,157","3,040","2,161","1,441","1,940",768,"1,337","3,528","1,850","2,720","2,148","2,209","2,257","3,830","1,420"
2020년07월_여_30~39세,"72,388","5,520",678,"7,043","2,834",294,197,228,359,215,324,319,123,394,"2,337","3,929","2,141","1,685","3,039",814,"1,369","4,878","2,438","4,101","5,537","4,875","3,682","9,639","3,396"
2020년07월_여_40~49세,"74,811","7,376","1,130","7,497","2,834",437,255,324,608,320,473,473,135,610,"1,817","3,436","2,510","2,778","2,895","1,347","1,793","5,190","4,496","4,122","6,297","3,683","2,596","7,327","2,052"
2020년07월_여_50~59세,"52,138","5,665","1,487","4,762","2,935",677,529,547,923,674,837,866,337,950,"1,257","2,779","1,967","1,539","2,318","1,048","2,004","2,764","2,164","1,944","2,337","1,952","1,516","4,082","1,278"
2020년07월_여_60~69세,"32,536","3,718","1,307","2,999","2,013",609,451,527,932,728,771,875,318,816,463,"1,648","1,189",944,"1,119",661,"1,433","1,128","1,029","1,123",976,"1,251",778,"2,002",728
2020년07월_여_70~79세,"16,811","1,932",847,"1,607","1,046",404,341,337,674,427,415,588,215,517,123,838,665,576,374,349,699,497,596,672,401,547,297,609,218
2020년07월_여_80~89세,"9,064",917,547,911,597,230,227,213,445,308,331,395,171,355,82,383,273,273,211,157,363,223,215,239,185,229,152,322,110
2020년07월_여_90~99세,"1,545",177,84,131,117,32,54,37,93,61,54,42,20,61,15,55,47,42,41,25,55,33,37,37,39,42,32,57,25
2020년07월_여_100세 이상,72,8,2,4,4,1,1,4,9,6,6,2,1,6,0,1,1,0,0,1,6,2,2,1,0,2,0,2,0
2020년08월_계_총인구수,"842,864","78,997","17,489","85,183","40,339","7,262","5,862","6,936","10,887","7,142","9,906","10,271","4,016","11,412","21,005","43,825","28,240","24,519","32,597","13,805","23,311","51,109","36,000","42,180","53,747","39,938","30,916","80,402","25,568"
2020년08월_계_연령구간인구수,"842,864","78,997","17,489","85,183","40,339","7,262","5,862","6,936","10,887","7,142","9,906","10,271","4,016","11,412","21,005","43,825","28,240","24,519","32,597","13,805","23,311","51,109","36,000","42,180","53,747","39,938","30,916","80,402","25,568"
2020년08월_계_0~9세,"105,676","8,278",982,"10,861","4,084",314,235,270,473,185,312,406,107,453,"3,918","4,585","2,734","2,642","4,507","1,411","1,858","6,566","4,524","6,063","9,672","6,292","4,554","14,804","4,586"
2020년08월_계_10~19세,"95,459","9,727","1,466","9,916","3,410",487,337,423,800,310,473,618,167,815,"2,025","3,985","3,152","4,013","3,990","1,847","2,287","6,907","6,549","5,372","8,694","4,033","2,858","8,590","2,208"
2020년08월_계_20~29세,"101,796","9,734","1,814","10,154","5,462",853,589,736,985,563,994,996,393,"1,327","2,400","7,048","4,725","2,900","4,149","1,696","3,126","7,622","3,703","5,980","4,244","4,361","4,448","7,971","2,823"
2020년08월_계_30~39세,"150,901","11,041","1,644","16,010","6,957",673,519,749,876,538,"1,014",876,381,"1,154","4,791","9,040","4,532","3,211","6,012","1,634","3,042","9,761","4,454","8,511","9,793","9,776","7,783","19,161","6,968"
2020년08월_계_40~49세,"161,212","15,378","2,806","16,958","6,572",988,691,"1,011","1,432",837,"1,472","1,357",473,"1,683","3,899","7,766","5,120","5,434","5,985","2,742","3,973","10,426","8,744","8,501","13,167","7,764","5,657","15,917","4,459"
2020년08월_계_50~59세,"113,082","12,060","3,502","10,681","6,380","1,532","1,268","1,428","2,187","1,617","2,354","2,200",936,"2,435","2,556","5,844","4,005","3,212","4,522","2,210","4,179","6,203","4,641","4,121","5,186","3,962","3,219","8,193","2,449"
2020년08월_계_60~69세,"66,942","7,519","2,691","6,123","4,336","1,279","1,107","1,214","2,002","1,632","1,852","2,000",827,"1,886","1,044","3,347","2,316","1,674","2,325","1,327","2,911","2,286","1,949","2,006","1,949","2,349","1,549","3,999","1,443"
2020년08월_계_70~79세,"31,572","3,619","1,630","2,920","2,044",733,651,717,"1,262",850,842,"1,102",434,"1,019",241,"1,515","1,163",974,748,668,"1,311",934,"1,030","1,168",734,"1,009",582,"1,242",430
2020년08월_계_80~89세,"14,120","1,405",835,"1,384",942,355,390,338,731,525,512,650,266,556,113,616,432,411,301,238,551,359,360,399,267,340,226,447,171
2020년08월_계_90~99세,"1,994",224,114,166,148,45,72,46,130,76,75,58,31,76,17,77,60,48,56,31,65,43,43,58,41,50,39,74,31
2020년08월_계_100세 이상,110,12,5,10,4,3,3,4,9,9,6,8,1,8,1,2,1,0,2,1,8,2,3,1,0,2,1,4,0
2020년08월_남_총인구수,"437,083","40,086","9,503","45,499","22,017","3,833","3,309","4,133","5,856","3,959","6,006","5,882","2,444","6,593","10,571","23,491","14,424","11,937","16,504","7,073","12,299","26,207","17,755","21,634","26,775","19,964","16,016","40,389","12,924"
2020년08월_남_연령구간인구수,"437,083","40,086","9,503","45,499","22,017","3,833","3,309","4,133","5,856","3,959","6,006","5,882","2,444","6,593","10,571","23,491","14,424","11,937","16,504","7,073","12,299","26,207","17,755","21,634","26,775","19,964","16,016","40,389","12,924"
2020년08월_남_0~9세,"54,122","4,123",513,"5,659","2,110",163,133,155,247,94,172,229,59,238,"1,931","2,357","1,426","1,336","2,273",745,973,"3,318","2,322","3,094","4,970","3,243","2,339","7,573","2,327"
2020년08월_남_10~19세,"48,771","4,868",752,"5,053","1,773",261,177,227,440,166,250,340,91,433,"1,027","2,029","1,618","2,010","2,066",955,"1,210","3,537","3,318","2,804","4,363","2,044","1,501","4,357","1,101"
2020년08월_남_20~29세,"54,849","5,171","1,108","5,604","3,229",482,358,478,571,363,667,606,267,822,"1,225","3,999","2,560","1,462","2,212",925,"1,797","4,074","1,875","3,253","2,105","2,076","2,208","3,955","1,397"
2020년08월_남_30~39세,"78,488","5,565",980,"8,964","4,089",378,321,519,523,326,699,562,258,766,"2,391","5,127","2,394","1,545","2,981",832,"1,669","4,898","2,015","4,410","4,292","4,895","4,105","9,413","3,571"
2020년08월_남_40~49세,"85,983","7,986","1,668","9,421","3,723",556,440,682,824,517,"1,000",888,340,"1,069","2,026","4,327","2,613","2,656","3,100","1,396","2,193","5,220","4,260","4,369","6,839","4,043","3,043","8,399","2,385"
2020년08월_남_50~59세,"60,662","6,381","2,006","5,891","3,438",860,739,877,"1,273",942,"1,522","1,341",600,"1,483","1,256","3,055","2,022","1,668","2,197","1,161","2,180","3,427","2,468","2,157","2,835","2,005","1,701","4,007","1,170"
2020년08월_남_60~69세,"34,056","3,775","1,381","3,090","2,292",667,651,679,"1,062",895,"1,069","1,127",507,"1,066",568,"1,672","1,119",725,"1,202",656,"1,466","1,152",917,876,959,"1,084",763,"1,938",698
2020년08월_남_70~79세,"14,711","1,687",777,"1,309",998,326,315,379,592,422,428,515,218,501,115,674,502,388,369,317,611,442,436,496,330,460,278,615,211
2020년08월_남_80~89세,"4,988",482,286,471,339,125,157,126,290,215,178,251,95,199,30,228,161,142,89,81,189,130,137,156,78,106,70,117,60
2020년08월_남_90~99세,418,44,29,32,26,13,16,11,34,16,21,17,9,14,2,22,9,5,14,5,9,9,6,19,4,8,7,13,4
2020년08월_남_100세 이상,35,4,3,5,0,2,2,0,0,3,0,6,0,2,0,1,0,0,1,0,2,0,1,0,0,0,1,2,0
2020년08월_여_총인구수,"405,781","38,911","7,986","39,684","18,322","3,429","2,553","2,803","5,031","3,183","3,900","4,389","1,572","4,819","10,434","20,334","13,816","12,582","16,093","6,732","11,012","24,902","18,245","20,546","26,972","19,974","14,900","40,013","12,644"
2020년08월_여_연령구간인구수,"405,781","38,911","7,986","39,684","18,322","3,429","2,553","2,803","5,031","3,183","3,900","4,389","1,572","4,819","10,434","20,334","13,816","12,582","16,093","6,732","11,012","24,902","18,245","20,546","26,972","19,974","14,900","40,013","12,644"
2020년08월_여_0~9세,"51,554","4,155",469,"5,202","1,974",151,102,115,226,91,140,177,48,215,"1,987","2,228","1,308","1,306","2,234",666,885,"3,248","2,202","2,969","4,702","3,049","2,215","7,231","2,259"
2020년08월_여_10~19세,"46,688","4,859",714,"4,863","1,637",226,160,196,360,144,223,278,76,382,998,"1,956","1,534","2,003","1,924",892,"1,077","3,370","3,231","2,568","4,331","1,989","1,357","4,233","1,107"
2020년08월_여_20~29세,"46,947","4,563",706,"4,550","2,233",371,231,258,414,200,327,390,126,505,"1,175","3,049","2,165","1,438","1,937",771,"1,329","3,548","1,828","2,727","2,139","2,285","2,240","4,016","1,426"
2020년08월_여_30~39세,"72,413","5,476",664,"7,046","2,868",295,198,230,353,212,315,314,123,388,"2,400","3,913","2,138","1,666","3,031",802,"1,373","4,863","2,439","4,101","5,501","4,881","3,678","9,748","3,397"
2020년08월_여_40~49세,"75,229","7,392","1,138","7,537","2,849",432,251,329,608,320,472,469,133,614,"1,873","3,439","2,507","2,778","2,885","1,346","1,780","5,206","4,484","4,132","6,328","3,721","2,614","7,518","2,074"
2020년08월_여_50~59세,"52,420","5,679","1,496","4,790","2,942",672,529,551,914,675,832,859,336,952,"1,300","2,789","1,983","1,544","2,325","1,049","1,999","2,776","2,173","1,964","2,351","1,957","1,518","4,186","1,279"
2020년08월_여_60~69세,"32,886","3,744","1,310","3,033","2,044",612,456,535,940,737,783,873,320,820,476,"1,675","1,197",949,"1,123",671,"1,445","1,134","1,032","1,130",990,"1,265",786,"2,061",745
2020년08월_여_70~79세,"16,861","1,932",853,"1,611","1,046",407,336,338,670,428,414,587,216,518,126,841,661,586,379,351,700,492,594,672,404,549,304,627,219
2020년08월_여_80~89세,"9,132",923,549,913,603,230,233,212,441,310,334,399,171,357,83,388,271,269,212,157,362,229,223,243,189,234,156,330,111
2020년08월_여_90~99세,"1,576",180,85,134,122,32,56,35,96,60,54,41,22,62,15,55,51,43,42,26,56,34,37,39,37,42,32,61,27
2020년08월_여_100세 이상,75,8,2,5,4,1,1,4,9,6,6,2,1,6,1,1,1,0,1,1,6,2,2,1,0,2,0,2,0
2020년09월_계_총인구수,"846,850","80,091","17,456","85,236","40,871","7,255","5,833","6,921","10,924","7,119","9,905","10,247","4,007","11,367","21,295","43,763","28,204","24,499","32,607","13,761","23,284","51,242","35,998","42,197","53,705","40,518","31,016","81,808","25,721"
2020년09월_계_연령구간인구수,"846,850","80,091","17,456","85,236","40,871","7,255","5,833","6,921","10,924","7,119","9,905","10,247","4,007","11,367","21,295","43,763","28,204","24,499","32,607","13,761","23,284","51,242","35,998","42,197","53,705","40,518","31,016","81,808","25,721"
2020년09월_계_0~9세,"105,470","8,380",960,"10,802","4,126",310,227,270,464,180,304,396,106,440,"3,960","4,555","2,712","2,588","4,471","1,387","1,851","6,541","4,485","6,017","9,592","6,280","4,576","14,902","4,588"
2020년09월_계_10~19세,"95,854","9,783","1,458","9,944","3,479",486,338,418,792,304,474,614,163,807,"2,062","3,953","3,134","4,015","4,000","1,825","2,278","6,932","6,573","5,370","8,744","4,059","2,882","8,746","2,221"
2020년09월_계_20~29세,"102,719","9,934","1,806","10,178","5,541",843,591,719,992,551,989,984,395,"1,317","2,409","7,044","4,728","2,917","4,145","1,704","3,122","7,687","3,702","6,056","4,234","4,697","4,430","8,173","2,831"
2020년09월_계_30~39세,"151,219","11,287","1,631","15,880","7,075",673,506,747,880,530,"1,009",883,377,"1,151","4,829","8,975","4,513","3,192","5,987","1,625","3,023","9,750","4,438","8,459","9,682","9,908","7,768","19,454","6,987"
2020년09월_계_40~49세,"162,005","15,530","2,790","17,045","6,662",973,690,"1,010","1,433",832,"1,471","1,346",482,"1,671","3,972","7,779","5,108","5,416","6,013","2,708","3,960","10,438","8,751","8,515","13,194","7,792","5,684","16,221","4,519"
2020년09월_계_50~59세,"113,819","12,228","3,506","10,729","6,429","1,538","1,253","1,432","2,200","1,609","2,346","2,205",924,"2,421","2,612","5,869","4,015","3,249","4,532","2,232","4,189","6,248","4,649","4,127","5,236","3,988","3,250","8,334","2,469"
2020년09월_계_60~69세,"67,729","7,635","2,717","6,164","4,420","1,292","1,113","1,217","2,031","1,650","1,873","2,004",827,"1,900","1,068","3,363","2,332","1,677","2,346","1,341","2,921","2,312","1,962","2,024","1,975","2,375","1,578","4,143","1,469"
2020년09월_계_70~79세,"31,663","3,644","1,624","2,934","2,041",733,646,715,"1,252",846,839,"1,100",431,"1,020",247,"1,528","1,160",980,749,668,"1,312",930,"1,024","1,169",736,"1,019",579,"1,299",438
2020년09월_계_80~89세,"14,220","1,427",842,"1,381",940,356,393,343,732,531,516,649,270,553,119,615,439,416,306,238,554,357,370,404,271,348,229,453,168
2020년09월_계_90~99세,"2,040",230,116,170,154,48,73,46,139,77,78,58,31,79,16,80,62,49,56,32,66,45,40,55,41,50,39,79,31
2020년09월_계_100세 이상,112,13,6,9,4,3,3,4,9,9,6,8,1,8,1,2,1,0,2,1,8,2,4,1,0,2,1,4,0
2020년09월_남_총인구수,"439,243","40,680","9,480","45,535","22,303","3,828","3,299","4,123","5,877","3,943","5,999","5,881","2,447","6,567","10,719","23,464","14,425","11,933","16,514","7,034","12,277","26,317","17,730","21,664","26,782","20,287","16,071","41,070","12,994"
2020년09월_남_연령구간인구수,"439,243","40,680","9,480","45,535","22,303","3,828","3,299","4,123","5,877","3,943","5,999","5,881","2,447","6,567","10,719","23,464","14,425","11,933","16,514","7,034","12,277","26,317","17,730","21,664","26,782","20,287","16,071","41,070","12,994"
2020년09월_남_0~9세,"54,004","4,175",502,"5,619","2,138",158,128,155,239,90,164,227,60,233,"1,954","2,343","1,414","1,315","2,256",728,975,"3,302","2,297","3,075","4,936","3,245","2,346","7,608","2,322"
