카테고리,경기도 동두천시,경기도 동두천시 생연1동,경기도 동두천시 생연2동,경기도 동두천시 중앙동,경기도 동두천시 보산동,경기도 동두천시 불현동,경기도 동두천시 송내동,경기도 동두천시 소요동,경기도 동두천시 상패동
2020년04월_남_40~49세,"7,499",503,965,351,204,"2,142","2,318",639,377
2020년04월_남_50~59세,"8,663",645,"1,017",624,298,"2,544","2,078",890,567
2020년04월_남_60~69세,"6,154",514,680,547,245,"1,757","1,118",798,495
2020년04월_남_70~79세,"3,628",269,449,275,145,942,743,508,297
2020년04월_남_80~89세,"1,539",129,229,104,50,397,324,202,104
2020년04월_남_90~99세,166,14,14,30,5,31,33,25,14
2020년04월_남_100세 이상,18,0,2,5,0,3,1,4,3
2020년04월_여_총인구수,"47,176","3,504","5,820","2,491","1,661","14,083","13,115","4,130","2,372"
2020년04월_여_연령구간인구수,"47,176","3,504","5,820","2,491","1,661","14,083","13,115","4,130","2,372"
2020년04월_여_0~9세,"3,199",229,349,62,88,"1,048","1,156",190,77
2020년04월_여_10~19세,"4,385",303,598,114,113,"1,396","1,513",220,128
2020년04월_여_20~29세,"5,105",344,568,238,149,"1,610","1,594",394,208
2020년04월_여_30~39세,"5,033",388,574,180,151,"1,561","1,615",364,200
2020년04월_여_40~49세,"7,116",470,915,256,192,"2,185","2,361",470,267
2020년04월_여_50~59세,"7,716",608,929,463,298,"2,359","1,877",739,443
2020년04월_여_60~69세,"6,463",530,803,507,268,"1,804","1,323",778,450
2020년04월_여_70~79세,"5,069",387,697,379,259,"1,342","1,064",586,355
2020년04월_여_80~89세,"2,616",214,336,232,126,670,517,321,200
2020년04월_여_90~99세,411,28,45,43,15,98,92,51,39
2020년04월_여_100세 이상,63,3,6,17,2,10,3,17,5
2020년05월_계_총인구수,"94,097","6,921","11,449","5,189","3,125","27,836","25,936","8,619","5,022"
2020년05월_계_연령구간인구수,"94,097","6,921","11,449","5,189","3,125","27,836","25,936","8,619","5,022"
2020년05월_계_0~9세,"6,619",486,765,155,169,"2,104","2,388",385,167
2020년05월_계_10~19세,"8,807",563,"1,207",232,198,"2,777","3,065",497,268
2020년05월_계_20~29세,"11,150",762,"1,276",507,352,"3,510","3,333",908,502
2020년05월_계_30~39세,"10,350",791,"1,124",449,301,"3,161","3,258",785,481
2020년05월_계_40~49세,"14,555",962,"1,857",608,398,"4,312","4,685","1,111",622
2020년05월_계_50~59세,"16,401","1,254","1,951","1,096",588,"4,884","3,978","1,634","1,016"
2020년05월_계_60~69세,"12,655","1,057","1,490","1,053",516,"3,580","2,444","1,576",939
2020년05월_계_70~79세,"8,732",655,"1,142",659,404,"2,295","1,816","1,101",660
2020년05월_계_80~89세,"4,164",344,571,334,177,"1,071",839,525,303
2020년05월_계_90~99세,584,44,58,74,20,130,126,76,56
2020년05월_계_100세 이상,80,3,8,22,2,12,4,21,8
2020년05월_남_총인구수,"46,946","3,432","5,663","2,686","1,472","13,759","12,797","4,479","2,658"
2020년05월_남_연령구간인구수,"46,946","3,432","5,663","2,686","1,472","13,759","12,797","4,479","2,658"
2020년05월_남_0~9세,"3,437",257,423,91,83,"1,058","1,238",193,94
2020년05월_남_10~19세,"4,435",265,613,119,85,"1,391","1,547",277,138
2020년05월_남_20~29세,"6,057",426,714,268,205,"1,909","1,725",513,297
2020년05월_남_30~39세,"5,339",405,560,268,151,"1,599","1,653",425,278
2020년05월_남_40~49세,"7,477",498,949,352,206,"2,137","2,327",643,365
2020년05월_남_50~59세,"8,672",649,"1,026",627,295,"2,530","2,083",891,571
2020년05월_남_60~69세,"6,170",518,688,548,248,"1,761","1,119",795,493
2020년05월_남_70~79세,"3,639",271,445,276,145,947,743,512,300
2020년05월_남_80~89세,"1,535",129,228,102,49,393,328,201,105
2020년05월_남_90~99세,167,14,15,30,5,31,33,25,14
2020년05월_남_100세 이상,18,0,2,5,0,3,1,4,3
2020년05월_여_총인구수,"47,151","3,489","5,786","2,503","1,653","14,077","13,139","4,140","2,364"
2020년05월_여_연령구간인구수,"47,151","3,489","5,786","2,503","1,653","14,077","13,139","4,140","2,364"
2020년05월_여_0~9세,"3,182",229,342,64,86,"1,046","1,150",192,73
2020년05월_여_10~19세,"4,372",298,594,113,113,"1,386","1,518",220,130
2020년05월_여_20~29세,"5,093",336,562,239,147,"1,601","1,608",395,205
2020년05월_여_30~39세,"5,011",386,564,181,150,"1,562","1,605",360,203
2020년05월_여_40~49세,"7,078",464,908,256,192,"2,175","2,358",468,257
2020년05월_여_50~59세,"7,729",605,925,469,293,"2,354","1,895",743,445
2020년05월_여_60~69세,"6,485",539,802,505,268,"1,819","1,325",781,446
2020년05월_여_70~79세,"5,093",384,697,383,259,"1,348","1,073",589,360
2020년05월_여_80~89세,"2,629",215,343,232,128,678,511,324,198
2020년05월_여_90~99세,417,30,43,44,15,99,93,51,42
2020년05월_여_100세 이상,62,3,6,17,2,9,3,17,5
2020년06월_계_총인구수,"94,143","6,913","11,464","5,181","3,130","27,755","25,839","8,641","5,220"
2020년06월_계_연령구간인구수,"94,143","6,913","11,464","5,181","3,130","27,755","25,839","8,641","5,220"
2020년06월_계_0~9세,"6,584",479,761,152,171,"2,086","2,354",385,196
2020년06월_계_10~19세,"8,768",560,"1,206",232,198,"2,761","3,030",501,280
2020년06월_계_20~29세,"11,188",768,"1,270",509,347,"3,482","3,335",908,569
2020년06월_계_30~39세,"10,362",785,"1,121",441,302,"3,137","3,249",789,538
2020년06월_계_40~49세,"14,482",955,"1,854",608,400,"4,278","4,645","1,117",625
2020년06월_계_50~59세,"16,373","1,251","1,954","1,085",578,"4,879","3,975","1,619","1,032"
2020년06월_계_60~69세,"12,788","1,065","1,509","1,067",527,"3,610","2,464","1,603",943
2020년06월_계_70~79세,"8,752",662,"1,151",654,403,"2,305","1,819","1,102",656
2020년06월_계_80~89세,"4,172",343,573,337,179,"1,071",838,517,314
2020년06월_계_90~99세,593,42,58,73,23,134,126,79,58
2020년06월_계_100세 이상,81,3,7,23,2,12,4,21,9
2020년06월_남_총인구수,"46,951","3,422","5,657","2,682","1,477","13,710","12,748","4,487","2,768"
2020년06월_남_연령구간인구수,"46,951","3,422","5,657","2,682","1,477","13,710","12,748","4,487","2,768"
2020년06월_남_0~9세,"3,427",252,420,88,85,"1,051","1,227",193,111
2020년06월_남_10~19세,"4,402",261,611,120,86,"1,380","1,522",280,142
2020년06월_남_20~29세,"6,079",428,709,272,203,"1,892","1,724",515,336
2020년06월_남_30~39세,"5,341",400,552,260,154,"1,587","1,650",428,310
2020년06월_남_40~49세,"7,455",499,950,354,206,"2,120","2,312",647,367
2020년06월_남_50~59세,"8,630",648,"1,024",615,292,"2,519","2,070",880,582
2020년06월_남_60~69세,"6,246",521,702,559,250,"1,777","1,137",808,492
2020년06월_남_70~79세,"3,652",273,449,275,146,953,743,513,300
2020년06월_남_80~89세,"1,532",127,224,105,50,393,330,195,108
2020년06월_남_90~99세,169,13,14,29,5,35,32,24,17
2020년06월_남_100세 이상,18,0,2,5,0,3,1,4,3
2020년06월_여_총인구수,"47,192","3,491","5,807","2,499","1,653","14,045","13,091","4,154","2,452"
2020년06월_여_연령구간인구수,"47,192","3,491","5,807","2,499","1,653","14,045","13,091","4,154","2,452"
2020년06월_여_0~9세,"3,157",227,341,64,86,"1,035","1,127",192,85
2020년06월_여_10~19세,"4,366",299,595,112,112,"1,381","1,508",221,138
2020년06월_여_20~29세,"5,109",340,561,237,144,"1,590","1,611",393,233
2020년06월_여_30~39세,"5,021",385,569,181,148,"1,550","1,599",361,228
2020년06월_여_40~49세,"7,027",456,904,254,194,"2,158","2,333",470,258
2020년06월_여_50~59세,"7,743",603,930,470,286,"2,360","1,905",739,450
2020년06월_여_60~69세,"6,542",544,807,508,277,"1,833","1,327",795,451
2020년06월_여_70~79세,"5,100",389,702,379,257,"1,352","1,076",589,356
2020년06월_여_80~89세,"2,640",216,349,232,129,678,508,322,206
2020년06월_여_90~99세,424,29,44,44,18,99,94,55,41
2020년06월_여_100세 이상,63,3,5,18,2,9,3,17,6
2020년07월_계_총인구수,"93,985","6,895","11,440","5,173","3,132","27,623","25,718","8,673","5,331"
2020년07월_계_연령구간인구수,"93,985","6,895","11,440","5,173","3,132","27,623","25,718","8,673","5,331"
2020년07월_계_0~9세,"6,534",483,754,146,167,"2,045","2,328",388,223
2020년07월_계_10~19세,"8,699",558,"1,193",226,200,"2,730","3,008",497,287
2020년07월_계_20~29세,"11,199",763,"1,270",499,351,"3,474","3,331",918,593
2020년07월_계_30~39세,"10,295",773,"1,123",454,300,"3,100","3,185",792,568
2020년07월_계_40~49세,"14,445",948,"1,847",605,397,"4,248","4,628","1,136",636
2020년07월_계_50~59세,"16,338","1,241","1,943","1,084",582,"4,860","3,986","1,612","1,030"
2020년07월_계_60~69세,"12,840","1,079","1,516","1,066",526,"3,640","2,461","1,603",949
2020년07월_계_70~79세,"8,778",659,"1,153",657,406,"2,306","1,828","1,109",660
2020년07월_계_80~89세,"4,187",347,575,339,178,"1,070",837,522,319
2020년07월_계_90~99세,589,41,59,74,23,138,122,75,57
2020년07월_계_100세 이상,81,3,7,23,2,12,4,21,9
2020년07월_남_총인구수,"46,904","3,413","5,646","2,679","1,478","13,649","12,695","4,511","2,833"
2020년07월_남_연령구간인구수,"46,904","3,413","5,646","2,679","1,478","13,649","12,695","4,511","2,833"
2020년07월_남_0~9세,"3,398",254,418,85,83,"1,024","1,209",198,127
2020년07월_남_10~19세,"4,366",262,604,120,87,"1,365","1,509",275,144
2020년07월_남_20~29세,"6,092",424,715,264,206,"1,880","1,724",525,354
2020년07월_남_30~39세,"5,318",393,555,267,153,"1,576","1,617",429,328
2020년07월_남_40~49세,"7,443",499,945,352,204,"2,115","2,302",653,373
2020년07월_남_50~59세,"8,629",638,"1,017",615,293,"2,507","2,098",878,583
2020년07월_남_60~69세,"6,262",531,704,560,250,"1,793","1,124",807,493
2020년07월_남_70~79세,"3,669",272,448,277,148,954,745,522,303
2020년07월_남_80~89세,"1,542",128,224,105,49,395,335,197,109
2020년07월_남_90~99세,167,12,14,29,5,37,31,23,16
2020년07월_남_100세 이상,18,0,2,5,0,3,1,4,3
2020년07월_여_총인구수,"47,081","3,482","5,794","2,494","1,654","13,974","13,023","4,162","2,498"
2020년07월_여_연령구간인구수,"47,081","3,482","5,794","2,494","1,654","13,974","13,023","4,162","2,498"
2020년07월_여_0~9세,"3,136",229,336,61,84,"1,021","1,119",190,96
2020년07월_여_10~19세,"4,333",296,589,106,113,"1,365","1,499",222,143
2020년07월_여_20~29세,"5,107",339,555,235,145,"1,594","1,607",393,239
2020년07월_여_30~39세,"4,977",380,568,187,147,"1,524","1,568",363,240
2020년07월_여_40~49세,"7,002",449,902,253,193,"2,133","2,326",483,263
2020년07월_여_50~59세,"7,709",603,926,469,289,"2,353","1,888",734,447
2020년07월_여_60~69세,"6,578",548,812,506,276,"1,847","1,337",796,456
2020년07월_여_70~79세,"5,109",387,705,380,258,"1,352","1,083",587,357
2020년07월_여_80~89세,"2,645",219,351,234,129,675,502,325,210
2020년07월_여_90~99세,422,29,45,45,18,101,91,52,41
2020년07월_여_100세 이상,63,3,5,18,2,9,3,17,6
2020년08월_계_총인구수,"93,968","6,908","11,407","5,170","3,128","27,633","25,663","8,698","5,361"
2020년08월_계_연령구간인구수,"93,968","6,908","11,407","5,170","3,128","27,633","25,663","8,698","5,361"
2020년08월_계_0~9세,"6,477",485,748,147,167,"2,024","2,290",384,232
2020년08월_계_10~19세,"8,660",560,"1,187",223,198,"2,697","3,002",509,284
2020년08월_계_20~29세,"11,218",764,"1,264",502,340,"3,509","3,334",908,597
2020년08월_계_30~39세,"10,250",773,"1,107",452,299,"3,093","3,150",786,590
2020년08월_계_40~49세,"14,429",956,"1,829",603,402,"4,242","4,619","1,145",633
2020년08월_계_50~59세,"16,366","1,236","1,947","1,075",578,"4,885","4,003","1,616","1,026"
2020년08월_계_60~69세,"12,896","1,078","1,527","1,060",533,"3,651","2,477","1,617",953
2020년08월_계_70~79세,"8,784",660,"1,147",666,406,"2,310","1,830","1,108",657
2020년08월_계_80~89세,"4,211",353,585,342,178,"1,068",835,528,322
2020년08월_계_90~99세,595,40,59,76,25,142,119,76,58
2020년08월_계_100세 이상,82,3,7,24,2,12,4,21,9
2020년08월_남_총인구수,"46,912","3,429","5,626","2,684","1,473","13,663","12,667","4,521","2,849"
2020년08월_남_연령구간인구수,"46,912","3,429","5,626","2,684","1,473","13,663","12,667","4,521","2,849"
2020년08월_남_0~9세,"3,355",256,412,84,81,"1,008","1,185",196,133
2020년08월_남_10~19세,"4,361",261,607,118,86,"1,361","1,507",279,142
2020년08월_남_20~29세,"6,100",426,707,272,200,"1,891","1,731",519,354
2020년08월_남_30~39세,"5,303",395,543,267,153,"1,578","1,601",426,340
2020년08월_남_40~49세,"7,435",511,935,347,206,"2,108","2,306",656,366
2020년08월_남_50~59세,"8,641",635,"1,020",617,290,"2,519","2,095",882,583
2020년08월_남_60~69세,"6,289",529,712,554,254,"1,800","1,130",813,497
2020년08월_남_70~79세,"3,686",272,446,284,148,961,748,524,303
2020년08월_남_80~89세,"1,553",132,228,106,49,395,333,198,112
2020년08월_남_90~99세,170,12,14,29,6,39,30,24,16
2020년08월_남_100세 이상,19,0,2,6,0,3,1,4,3
2020년08월_여_총인구수,"47,056","3,479","5,781","2,486","1,655","13,970","12,996","4,177","2,512"
2020년08월_여_연령구간인구수,"47,056","3,479","5,781","2,486","1,655","13,970","12,996","4,177","2,512"
2020년08월_여_0~9세,"3,122",229,336,63,86,"1,016","1,105",188,99
2020년08월_여_10~19세,"4,299",299,580,105,112,"1,336","1,495",230,142
2020년08월_여_20~29세,"5,118",338,557,230,140,"1,618","1,603",389,243
2020년08월_여_30~39세,"4,947",378,564,185,146,"1,515","1,549",360,250
2020년08월_여_40~49세,"6,994",445,894,256,196,"2,134","2,313",489,267
2020년08월_여_50~59세,"7,725",601,927,458,288,"2,366","1,908",734,443
2020년08월_여_60~69세,"6,607",549,815,506,279,"1,851","1,347",804,456
2020년08월_여_70~79세,"5,098",388,701,382,258,"1,349","1,082",584,354
2020년08월_여_80~89세,"2,658",221,357,236,129,673,502,330,210
2020년08월_여_90~99세,425,28,45,47,19,103,89,52,42
2020년08월_여_100세 이상,63,3,5,18,2,9,3,17,6
2020년09월_계_총인구수,"93,901","6,915","11,365","5,169","3,135","27,586","25,634","8,712","5,385"
2020년09월_계_연령구간인구수,"93,901","6,915","11,365","5,169","3,135","27,586","25,634","8,712","5,385"
2020년09월_계_0~9세,"6,429",487,737,147,172,"2,008","2,257",382,239
2020년09월_계_10~19세,"8,635",558,"1,173",221,205,"2,665","3,017",512,284
2020년09월_계_20~29세,"11,203",754,"1,264",499,335,"3,519","3,310",918,604
2020년09월_계_30~39세,"10,182",773,"1,088",444,300,"3,059","3,145",775,598
2020년09월_계_40~49세,"14,376",949,"1,814",605,401,"4,233","4,601","1,143",630
2020년09월_계_50~59세,"16,378","1,245","1,941","1,078",583,"4,882","4,012","1,613","1,024"
2020년09월_계_60~69세,"12,963","1,081","1,531","1,061",526,"3,689","2,493","1,623",959
2020년09월_계_70~79세,"8,797",667,"1,147",668,405,"2,303","1,842","1,109",656
2020년09월_계_80~89세,"4,259",359,603,344,181,"1,073",834,540,325
2020년09월_계_90~99세,596,39,60,77,25,143,119,76,57
2020년09월_계_100세 이상,83,3,7,25,2,12,4,21,9
2020년09월_남_총인구수,"46,863","3,425","5,598","2,689","1,475","13,657","12,648","4,515","2,856"
2020년09월_남_연령구간인구수,"46,863","3,425","5,598","2,689","1,475","13,657","12,648","4,515","2,856"
2020년09월_남_0~9세,"3,323",257,398,85,79,"1,012","1,166",190,136
2020년09월_남_10~19세,"4,357",260,604,117,91,"1,351","1,515",277,142
2020년09월_남_20~29세,"6,094",423,706,271,199,"1,891","1,725",525,354
2020년09월_남_30~39세,"5,263",396,529,263,153,"1,556","1,599",422,345
2020년09월_남_40~49세,"7,412",499,929,350,207,"2,108","2,301",654,364
2020년09월_남_50~59세,"8,626",639,"1,020",616,289,"2,513","2,097",878,574
2020년09월_남_60~69세,"6,336",530,718,557,254,"1,827","1,130",815,505
2020년09월_남_70~79세,"3,694",277,444,287,147,961,749,527,302
2020년09월_남_80~89세,"1,570",133,234,107,50,395,335,201,115
2020년09월_남_90~99세,170,11,14,30,6,40,30,23,16
2020년09월_남_100세 이상,18,0,2,6,0,3,1,3,3
2020년09월_여_총인구수,"47,038","3,490","5,767","2,480","1,660","13,929","12,986","4,197","2,529"
2020년09월_여_연령구간인구수,"47,038","3,490","5,767","2,480","1,660","13,929","12,986","4,197","2,529"
2020년09월_여_0~9세,"3,106",230,339,62,93,996,"1,091",192,103
2020년09월_여_10~19세,"4,278",298,569,104,114,"1,314","1,502",235,142
2020년09월_여_20~29세,"5,109",331,558,228,136,"1,628","1,585",393,250
2020년09월_여_30~39세,"4,919",377,559,181,147,"1,503","1,546",353,253
2020년09월_여_40~49세,"6,964",450,885,255,194,"2,125","2,300",489,266
2020년09월_여_50~59세,"7,752",606,921,462,294,"2,369","1,915",735,450
2020년09월_여_60~69세,"6,627",551,813,504,272,"1,862","1,363",808,454
2020년09월_여_70~79세,"5,103",390,703,381,258,"1,342","1,093",582,354
2020년09월_여_80~89세,"2,689",226,369,237,131,678,499,339,210
2020년09월_여_90~99세,426,28,46,47,19,103,89,53,41
2020년09월_여_100세 이상,65,3,5,19,2,9,3,18,6
2020년10월_계_총인구수,"93,915","6,950","11,348","5,164","3,132","27,617","25,594","8,728","5,382"
2020년10월_계_연령구간인구수,"93,915","6,950","11,348","5,164","3,132","27,617","25,594","8,728","5,382"
2020년10월_계_0~9세,"6,373",486,729,150,165,"1,991","2,232",383,237
2020년10월_계_10~19세,"8,622",565,"1,171",213,205,"2,670","3,003",513,282
2020년10월_계_20~29세,"11,207",752,"1,260",498,343,"3,519","3,313",924,598
2020년10월_계_30~39세,"10,180",772,"1,091",445,294,"3,048","3,143",782,605
2020년10월_계_40~49세,"14,326",946,"1,809",593,398,"4,228","4,585","1,137",630
2020년10월_계_50~59세,"16,401","1,259","1,930","1,071",589,"4,906","4,018","1,610","1,018"
2020년10월_계_60~69세,"13,017","1,101","1,533","1,074",529,"3,693","2,503","1,621",963
2020년10월_계_70~79세,"8,802",664,"1,150",670,396,"2,314","1,835","1,114",659
2020년10월_계_80~89세,"4,299",364,608,344,186,"1,091",838,547,321
2020년10월_계_90~99세,604,38,60,81,25,144,120,76,60
2020년10월_계_100세 이상,84,3,7,25,2,13,4,21,9
2020년10월_남_총인구수,"46,846","3,456","5,590","2,689","1,475","13,650","12,613","4,523","2,850"
2020년10월_남_연령구간인구수,"46,846","3,456","5,590","2,689","1,475","13,650","12,613","4,523","2,850"
2020년10월_남_0~9세,"3,287",257,393,86,75,998,"1,154",191,133
2020년10월_남_10~19세,"4,352",265,602,112,93,"1,359","1,504",279,138
2020년10월_남_20~29세,"6,092",423,705,269,204,"1,880","1,733",530,348
2020년10월_남_30~39세,"5,258",394,532,264,151,"1,560","1,582",424,351
2020년10월_남_40~49세,"7,387",501,922,344,207,"2,106","2,290",654,363
2020년10월_남_50~59세,"8,645",651,"1,016",620,287,"2,516","2,108",873,574
2020년10월_남_60~69세,"6,360",543,722,564,257,"1,824","1,128",814,508
2020년10월_남_70~79세,"3,689",274,446,288,142,961,746,530,302
2020년10월_남_80~89세,"1,587",137,236,105,53,403,338,202,113
2020년10월_남_90~99세,170,11,14,31,6,39,29,23,17
2020년10월_남_100세 이상,19,0,2,6,0,4,1,3,3
2020년10월_여_총인구수,"47,069","3,494","5,758","2,475","1,657","13,967","12,981","4,205","2,532"
2020년10월_여_연령구간인구수,"47,069","3,494","5,758","2,475","1,657","13,967","12,981","4,205","2,532"
2020년10월_여_0~9세,"3,086",229,336,64,90,993,"1,078",192,104
2020년10월_여_10~19세,"4,270",300,569,101,112,"1,311","1,499",234,144
2020년10월_여_20~29세,"5,115",329,555,229,139,"1,639","1,580",394,250
2020년10월_여_30~39세,"4,922",378,559,181,143,"1,488","1,561",358,254
2020년10월_여_40~49세,"6,939",445,887,249,191,"2,122","2,295",483,267
2020년10월_여_50~59세,"7,756",608,914,451,302,"2,390","1,910",737,444
2020년10월_여_60~69세,"6,657",558,811,510,272,"1,869","1,375",807,455
2020년10월_여_70~79세,"5,113",390,704,382,254,"1,353","1,089",584,357
2020년10월_여_80~89세,"2,712",227,372,239,133,688,500,345,208
2020년10월_여_90~99세,434,27,46,50,19,105,91,53,43
2020년10월_여_100세 이상,65,3,5,19,2,9,3,18,6
2020년11월_계_총인구수,"94,199","7,007","11,468","5,143","3,104","27,660","25,616","8,768","5,433"
2020년11월_계_연령구간인구수,"94,199","7,007","11,468","5,143","3,104","27,660","25,616","8,768","5,433"
2020년11월_계_0~9세,"6,355",495,735,146,158,"1,972","2,220",385,244
2020년11월_계_10~19세,"8,625",576,"1,181",203,205,"2,665","2,994",516,285
2020년11월_계_20~29세,"11,234",763,"1,274",500,335,"3,519","3,317",927,599
2020년11월_계_30~39세,"10,210",776,"1,103",448,297,"3,058","3,132",772,624
2020년11월_계_40~49세,"14,337",957,"1,821",586,391,"4,214","4,578","1,153",637
2020년11월_계_50~59세,"16,439","1,261","1,947","1,060",586,"4,925","4,031","1,610","1,019"
2020년11월_계_60~69세,"13,124","1,103","1,565","1,082",526,"3,713","2,515","1,643",977
2020년11월_계_70~79세,"8,812",670,"1,151",660,393,"2,325","1,852","1,107",654
2020년11월_계_80~89세,"4,362",364,623,350,186,"1,107",852,556,324
2020년11월_계_90~99세,617,39,61,83,25,149,121,78,61
2020년11월_계_100세 이상,84,3,7,25,2,13,4,21,9
2020년11월_남_총인구수,"46,959","3,482","5,644","2,676","1,462","13,671","12,618","4,536","2,870"
2020년11월_남_연령구간인구수,"46,959","3,482","5,644","2,676","1,462","13,671","12,618","4,536","2,870"
2020년11월_남_0~9세,"3,286",261,398,83,71,993,"1,147",194,139
2020년11월_남_10~19세,"4,358",273,607,107,94,"1,357","1,501",280,139
2020년11월_남_20~29세,"6,106",427,709,268,198,"1,878","1,751",530,345
2020년11월_남_30~39세,"5,265",394,540,267,154,"1,563","1,567",420,360
2020년11월_남_40~49세,"7,397",511,928,344,201,"2,102","2,283",663,365
2020년11월_남_50~59세,"8,667",651,"1,023",615,287,"2,525","2,117",874,575
2020년11월_남_60~69세,"6,404",537,735,566,257,"1,839","1,131",822,517
2020년11월_남_70~79세,"3,672",281,445,281,140,958,746,525,296
2020년11월_남_80~89세,"1,613",136,242,108,54,412,346,201,114
2020년11월_남_90~99세,172,11,15,31,6,40,28,24,17
2020년11월_남_100세 이상,19,0,2,6,0,4,1,3,3
2020년11월_여_총인구수,"47,240","3,525","5,824","2,467","1,642","13,989","12,998","4,232","2,563"
