카테고리,대구광역시,대구광역시 중구,대구광역시 동구,대구광역시 서구,대구광역시 남구,대구광역시 북구,대구광역시 수성구,대구광역시 달서구,대구광역시 달성군
2020년02월_여_연령구간인구수,"1,230,519","39,967","174,100","86,845","76,718","218,996","220,659","287,046","126,188"
2020년02월_여_0~9세,"90,934","2,639","12,928","4,008","3,454","17,089","15,150","20,880","14,786"
2020년02월_여_10~19세,"111,659","2,537","13,056","5,576","4,688","21,557","25,166","27,883","11,196"
2020년02월_여_20~29세,"148,879","5,974","19,407","10,083","9,930","27,390","25,669","37,310","13,116"
2020년02월_여_30~39세,"146,417","5,343","21,512","8,036","8,460","26,215","22,867","33,460","20,524"
2020년02월_여_40~49세,"198,551","5,359","25,205","11,132","10,449","37,573","40,684","47,865","20,284"
2020년02월_여_50~59세,"218,689","5,878","29,750","17,693","13,155","38,831","38,617","54,429","20,336"
2020년02월_여_60~69세,"162,846","5,448","26,445","15,838","12,710","25,975","26,557","35,929","13,944"
2020년02월_여_70~79세,"96,753","4,269","16,666","9,508","8,637","15,767","15,939","18,609","7,358"
2020년02월_여_80~89세,"48,384","2,079","7,921","4,297","4,503","7,525","8,621","9,387","4,051"
2020년02월_여_90~99세,"6,873",365,"1,120",598,667,"1,008","1,317","1,225",573
2020년02월_여_100세 이상,534,76,90,76,65,66,72,69,20
2020년03월_계_총인구수,"2,433,568","77,136","343,933","174,042","148,083","436,847","428,777","567,978","256,772"
2020년03월_계_연령구간인구수,"2,433,568","77,136","343,933","174,042","148,083","436,847","428,777","567,978","256,772"
2020년03월_계_0~9세,"185,945","5,382","26,347","8,147","7,188","34,989","31,162","42,717","30,013"
2020년03월_계_10~19세,"233,311","5,170","27,387","11,641","9,829","44,726","53,247","57,766","23,545"
2020년03월_계_20~29세,"322,594","11,719","42,031","22,328","20,284","60,368","55,981","80,679","29,204"
2020년03월_계_30~39세,"302,617","10,991","45,111","18,355","17,656","54,449","44,204","69,310","42,541"
2020년03월_계_40~49세,"390,628","10,962","51,917","23,793","20,919","73,506","74,741","92,201","42,589"
2020년03월_계_50~59세,"428,955","11,479","57,728","35,321","25,500","77,328","75,337","105,617","40,645"
2020년03월_계_60~69세,"313,213","10,168","49,755","30,071","23,587","50,888","50,414","70,321","28,009"
2020년03월_계_70~79세,"171,945","7,395","29,667","16,935","15,086","27,630","28,302","33,495","13,435"
2020년03월_계_80~89세,"74,745","3,286","12,422","6,608","7,063","11,603","13,555","14,180","6,028"
2020년03월_계_90~99세,"8,915",489,"1,442",744,883,"1,278","1,737","1,607",735
2020년03월_계_100세 이상,700,95,126,99,88,82,97,85,28
2020년03월_남_총인구수,"1,202,273","37,161","169,683","87,337","71,248","217,669","208,075","280,655","130,445"
2020년03월_남_연령구간인구수,"1,202,273","37,161","169,683","87,337","71,248","217,669","208,075","280,655","130,445"
2020년03월_남_0~9세,"95,296","2,771","13,501","4,179","3,736","17,919","16,022","21,906","15,262"
2020년03월_남_10~19세,"122,210","2,637","14,368","6,097","5,182","23,300","28,284","30,027","12,315"
2020년03월_남_20~29세,"173,167","5,665","22,541","12,289","10,261","32,864","30,271","43,179","16,097"
2020년03월_남_30~39세,"156,595","5,662","23,689","10,376","9,226","28,268","21,358","35,882","22,134"
2020년03월_남_40~49세,"192,730","5,634","26,767","12,736","10,530","36,045","34,171","44,599","22,248"
2020년03월_남_50~59세,"210,058","5,634","27,977","17,700","12,313","38,442","36,633","51,083","20,276"
2020년03월_남_60~69세,"149,247","4,701","23,135","14,150","10,789","24,752","23,708","34,075","13,937"
2020년03월_남_70~79세,"74,791","3,128","12,939","7,375","6,426","11,772","12,304","14,789","6,058"
2020년03월_남_80~89세,"26,053","1,192","4,413","2,271","2,542","4,030","4,897","4,749","1,959"
2020년03월_남_90~99세,"1,962",118,320,141,223,260,400,349,151
2020년03월_남_100세 이상,164,19,33,23,20,17,27,17,8
2020년03월_여_총인구수,"1,231,295","39,975","174,250","86,705","76,835","219,178","220,702","287,323","126,327"
2020년03월_여_연령구간인구수,"1,231,295","39,975","174,250","86,705","76,835","219,178","220,702","287,323","126,327"
2020년03월_여_0~9세,"90,649","2,611","12,846","3,968","3,452","17,070","15,140","20,811","14,751"
2020년03월_여_10~19세,"111,101","2,533","13,019","5,544","4,647","21,426","24,963","27,739","11,230"
2020년03월_여_20~29세,"149,427","6,054","19,490","10,039","10,023","27,504","25,710","37,500","13,107"
2020년03월_여_30~39세,"146,022","5,329","21,422","7,979","8,430","26,181","22,846","33,428","20,407"
2020년03월_여_40~49세,"197,898","5,328","25,150","11,057","10,389","37,461","40,570","47,602","20,341"
2020년03월_여_50~59세,"218,897","5,845","29,751","17,621","13,187","38,886","38,704","54,534","20,369"
2020년03월_여_60~69세,"163,966","5,467","26,620","15,921","12,798","26,136","26,706","36,246","14,072"
2020년03월_여_70~79세,"97,154","4,267","16,728","9,560","8,660","15,858","15,998","18,706","7,377"
2020년03월_여_80~89세,"48,692","2,094","8,009","4,337","4,521","7,573","8,658","9,431","4,069"
2020년03월_여_90~99세,"6,953",371,"1,122",603,660,"1,018","1,337","1,258",584
2020년03월_여_100세 이상,536,76,93,76,68,65,70,68,20
2020년04월_계_총인구수,"2,431,523","76,955","343,568","173,807","147,905","436,863","428,125","567,375","256,925"
2020년04월_계_연령구간인구수,"2,431,523","76,955","343,568","173,807","147,905","436,863","428,125","567,375","256,925"
2020년04월_계_0~9세,"185,155","5,325","26,205","8,110","7,164","34,879","31,026","42,483","29,963"
2020년04월_계_10~19세,"232,363","5,129","27,296","11,544","9,793","44,590","52,953","57,513","23,545"
2020년04월_계_20~29세,"322,534","11,805","41,935","22,249","20,305","60,528","55,920","80,613","29,179"
2020년04월_계_30~39세,"301,805","10,952","45,002","18,247","17,616","54,369","44,014","69,143","42,462"
2020년04월_계_40~49세,"389,655","10,907","51,790","23,721","20,868","73,344","74,489","91,859","42,677"
2020년04월_계_50~59세,"428,427","11,431","57,627","35,227","25,400","77,259","75,395","105,488","40,600"
2020년04월_계_60~69세,"314,502","10,152","49,906","30,208","23,623","51,162","50,539","70,731","28,181"
2020년04월_계_70~79세,"172,311","7,371","29,735","17,015","15,065","27,661","28,359","33,617","13,488"
2020년04월_계_80~89세,"75,116","3,302","12,497","6,642","7,099","11,687","13,594","14,226","6,069"
2020년04월_계_90~99세,"8,956",484,"1,452",745,887,"1,300","1,738","1,617",733
2020년04월_계_100세 이상,699,97,123,99,85,84,98,85,28
2020년04월_남_총인구수,"1,200,899","37,064","169,428","87,167","71,130","217,681","207,610","280,296","130,523"
2020년04월_남_연령구간인구수,"1,200,899","37,064","169,428","87,167","71,130","217,681","207,610","280,296","130,523"
2020년04월_남_0~9세,"94,844","2,758","13,407","4,160","3,724","17,860","15,930","21,781","15,224"
2020년04월_남_10~19세,"121,704","2,614","14,319","6,058","5,163","23,203","28,114","29,902","12,331"
2020년04월_남_20~29세,"172,940","5,682","22,455","12,225","10,253","32,972","30,185","43,110","16,058"
2020년04월_남_30~39세,"156,276","5,638","23,646","10,320","9,217","28,243","21,264","35,818","22,130"
2020년04월_남_40~49세,"192,197","5,599","26,693","12,699","10,498","35,985","34,036","44,410","22,277"
2020년04월_남_50~59세,"209,826","5,623","27,941","17,650","12,273","38,410","36,617","51,047","20,265"
2020년04월_남_60~69세,"149,778","4,699","23,193","14,182","10,803","24,887","23,772","34,240","14,002"
2020년04월_남_70~79세,"75,012","3,113","12,976","7,426","6,408","11,792","12,346","14,850","6,101"
2020년04월_남_80~89세,"26,189","1,204","4,441","2,282","2,546","4,048","4,915","4,775","1,978"
2020년04월_남_90~99세,"1,970",115,324,142,226,264,404,346,149
2020년04월_남_100세 이상,163,19,33,23,19,17,27,17,8
2020년04월_여_총인구수,"1,230,624","39,891","174,140","86,640","76,775","219,182","220,515","287,079","126,402"
2020년04월_여_연령구간인구수,"1,230,624","39,891","174,140","86,640","76,775","219,182","220,515","287,079","126,402"
2020년04월_여_0~9세,"90,311","2,567","12,798","3,950","3,440","17,019","15,096","20,702","14,739"
2020년04월_여_10~19세,"110,659","2,515","12,977","5,486","4,630","21,387","24,839","27,611","11,214"
2020년04월_여_20~29세,"149,594","6,123","19,480","10,024","10,052","27,556","25,735","37,503","13,121"
2020년04월_여_30~39세,"145,529","5,314","21,356","7,927","8,399","26,126","22,750","33,325","20,332"
2020년04월_여_40~49세,"197,458","5,308","25,097","11,022","10,370","37,359","40,453","47,449","20,400"
2020년04월_여_50~59세,"218,601","5,808","29,686","17,577","13,127","38,849","38,778","54,441","20,335"
2020년04월_여_60~69세,"164,724","5,453","26,713","16,026","12,820","26,275","26,767","36,491","14,179"
2020년04월_여_70~79세,"97,299","4,258","16,759","9,589","8,657","15,869","16,013","18,767","7,387"
2020년04월_여_80~89세,"48,927","2,098","8,056","4,360","4,553","7,639","8,679","9,451","4,091"
2020년04월_여_90~99세,"6,986",369,"1,128",603,661,"1,036","1,334","1,271",584
2020년04월_여_100세 이상,536,78,90,76,66,67,71,68,20
2020년05월_계_총인구수,"2,429,059","76,880","342,897","173,278","147,746","437,566","427,436","566,213","257,043"
2020년05월_계_연령구간인구수,"2,429,059","76,880","342,897","173,278","147,746","437,566","427,436","566,213","257,043"
2020년05월_계_0~9세,"184,227","5,318","26,045","8,004","7,110","34,816","30,834","42,200","29,900"
2020년05월_계_10~19세,"231,161","5,110","27,149","11,442","9,727","44,419","52,621","57,145","23,548"
2020년05월_계_20~29세,"322,350","11,841","41,772","22,118","20,370","60,761","55,844","80,465","29,179"
2020년05월_계_30~39세,"301,074","10,964","44,818","18,110","17,557","54,496","43,913","68,875","42,341"
2020년05월_계_40~49세,"388,419","10,825","51,628","23,611","20,749","73,231","74,206","91,472","42,697"
2020년05월_계_50~59세,"428,389","11,447","57,549","35,132","25,414","77,441","75,455","105,320","40,631"
2020년05월_계_60~69세,"315,443","10,125","49,979","30,263","23,602","51,501","50,657","71,021","28,295"
2020년05월_계_70~79세,"172,853","7,365","29,862","17,081","15,098","27,743","28,426","33,686","13,592"
2020년05월_계_80~89세,"75,447","3,316","12,526","6,665","7,140","11,762","13,631","14,313","6,094"
2020년05월_계_90~99세,"8,993",470,"1,446",753,895,"1,308","1,752","1,631",738
2020년05월_계_100세 이상,703,99,123,99,84,88,97,85,28
2020년05월_남_총인구수,"1,199,504","37,013","169,113","86,892","71,070","217,981","207,205","279,670","130,560"
2020년05월_남_연령구간인구수,"1,199,504","37,013","169,113","86,892","71,070","217,981","207,205","279,670","130,560"
2020년05월_남_0~9세,"94,357","2,740","13,313","4,109","3,694","17,821","15,836","21,625","15,219"
2020년05월_남_10~19세,"120,961","2,610","14,244","6,009","5,115","23,107","27,873","29,682","12,321"
2020년05월_남_20~29세,"172,821","5,697","22,369","12,159","10,283","33,080","30,146","43,044","16,043"
2020년05월_남_30~39세,"155,992","5,640","23,568","10,237","9,194","28,322","21,260","35,682","22,089"
2020년05월_남_40~49세,"191,555","5,550","26,630","12,648","10,445","35,903","33,855","44,259","22,265"
2020년05월_남_50~59세,"209,832","5,632","27,945","17,606","12,300","38,486","36,651","50,950","20,262"
2020년05월_남_60~69세,"150,182","4,688","23,187","14,219","10,803","25,065","23,838","34,330","14,052"
2020년05월_남_70~79세,"75,346","3,109","13,048","7,449","6,424","11,834","12,385","14,930","6,167"
2020년05월_남_80~89세,"26,312","1,213","4,453","2,288","2,568","4,081","4,927","4,798","1,984"
2020년05월_남_90~99세,"1,982",113,322,145,226,265,408,353,150
2020년05월_남_100세 이상,164,21,34,23,18,17,26,17,8
2020년05월_여_총인구수,"1,229,555","39,867","173,784","86,386","76,676","219,585","220,231","286,543","126,483"
2020년05월_여_연령구간인구수,"1,229,555","39,867","173,784","86,386","76,676","219,585","220,231","286,543","126,483"
2020년05월_여_0~9세,"89,870","2,578","12,732","3,895","3,416","16,995","14,998","20,575","14,681"
2020년05월_여_10~19세,"110,200","2,500","12,905","5,433","4,612","21,312","24,748","27,463","11,227"
2020년05월_여_20~29세,"149,529","6,144","19,403","9,959","10,087","27,681","25,698","37,421","13,136"
2020년05월_여_30~39세,"145,082","5,324","21,250","7,873","8,363","26,174","22,653","33,193","20,252"
2020년05월_여_40~49세,"196,864","5,275","24,998","10,963","10,304","37,328","40,351","47,213","20,432"
2020년05월_여_50~59세,"218,557","5,815","29,604","17,526","13,114","38,955","38,804","54,370","20,369"
2020년05월_여_60~69세,"165,261","5,437","26,792","16,044","12,799","26,436","26,819","36,691","14,243"
2020년05월_여_70~79세,"97,507","4,256","16,814","9,632","8,674","15,909","16,041","18,756","7,425"
2020년05월_여_80~89세,"49,135","2,103","8,073","4,377","4,572","7,681","8,704","9,515","4,110"
2020년05월_여_90~99세,"7,011",357,"1,124",608,669,"1,043","1,344","1,278",588
2020년05월_여_100세 이상,539,78,89,76,66,71,71,68,20
2020년06월_계_총인구수,"2,427,954","76,984","342,627","172,802","147,482","438,608","426,919","565,378","257,154"
2020년06월_계_연령구간인구수,"2,427,954","76,984","342,627","172,802","147,482","438,608","426,919","565,378","257,154"
2020년06월_계_0~9세,"183,631","5,342","25,923","7,941","7,052","34,805","30,690","42,006","29,872"
2020년06월_계_10~19세,"230,453","5,097","27,046","11,362","9,705","44,367","52,376","56,915","23,585"
2020년06월_계_20~29세,"322,265","11,866","41,737","22,023","20,370","61,048","55,794","80,365","29,062"
2020년06월_계_30~39세,"300,366","11,041","44,676","17,999","17,462","54,527","43,839","68,579","42,243"
2020년06월_계_40~49세,"387,880","10,813","51,576","23,512","20,672","73,327","73,985","91,267","42,728"
2020년06월_계_50~59세,"427,621","11,432","57,362","34,955","25,328","77,610","75,322","104,991","40,621"
2020년06월_계_60~69세,"316,981","10,126","50,182","30,371","23,649","51,864","50,887","71,393","28,509"
2020년06월_계_70~79세,"173,456","7,373","29,976","17,108","15,112","27,865","28,530","33,827","13,665"
2020년06월_계_80~89세,"75,574","3,324","12,578","6,681","7,151","11,799","13,636","14,306","6,099"
2020년06월_계_90~99세,"9,024",469,"1,448",750,897,"1,310","1,762","1,645",743
2020년06월_계_100세 이상,703,101,123,100,84,86,98,84,27
2020년06월_남_총인구수,"1,198,815","37,036","168,940","86,639","70,945","218,514","206,873","279,227","130,641"
2020년06월_남_연령구간인구수,"1,198,815","37,036","168,940","86,639","70,945","218,514","206,873","279,227","130,641"
2020년06월_남_0~9세,"94,046","2,755","13,241","4,081","3,657","17,827","15,768","21,509","15,208"
2020년06월_남_10~19세,"120,530","2,600","14,169","5,964","5,115","23,072","27,706","29,552","12,352"
2020년06월_남_20~29세,"172,679","5,690","22,333","12,112","10,267","33,231","30,094","42,978","15,974"
2020년06월_남_30~39세,"155,746","5,693","23,532","10,168","9,162","28,376","21,253","35,539","22,023"
2020년06월_남_40~49세,"191,259","5,534","26,595","12,599","10,391","35,946","33,748","44,164","22,282"
2020년06월_남_50~59세,"209,487","5,624","27,858","17,528","12,298","38,549","36,571","50,795","20,264"
2020년06월_남_60~69세,"150,908","4,680","23,293","14,257","10,806","25,237","23,931","34,523","14,181"
2020년06월_남_70~79세,"75,629","3,108","13,091","7,474","6,430","11,905","12,436","14,975","6,210"
2020년06월_남_80~89세,"26,384","1,218","4,478","2,289","2,578","4,089","4,933","4,813","1,986"
2020년06월_남_90~99세,"1,982",112,316,144,223,265,407,362,153
2020년06월_남_100세 이상,165,22,34,23,18,17,26,17,8
2020년06월_여_총인구수,"1,229,139","39,948","173,687","86,163","76,537","220,094","220,046","286,151","126,513"
2020년06월_여_연령구간인구수,"1,229,139","39,948","173,687","86,163","76,537","220,094","220,046","286,151","126,513"
2020년06월_여_0~9세,"89,585","2,587","12,682","3,860","3,395","16,978","14,922","20,497","14,664"
2020년06월_여_10~19세,"109,923","2,497","12,877","5,398","4,590","21,295","24,670","27,363","11,233"
2020년06월_여_20~29세,"149,586","6,176","19,404","9,911","10,103","27,817","25,700","37,387","13,088"
2020년06월_여_30~39세,"144,620","5,348","21,144","7,831","8,300","26,151","22,586","33,040","20,220"
2020년06월_여_40~49세,"196,621","5,279","24,981","10,913","10,281","37,381","40,237","47,103","20,446"
2020년06월_여_50~59세,"218,134","5,808","29,504","17,427","13,030","39,061","38,751","54,196","20,357"
2020년06월_여_60~69세,"166,073","5,446","26,889","16,114","12,843","26,627","26,956","36,870","14,328"
2020년06월_여_70~79세,"97,827","4,265","16,885","9,634","8,682","15,960","16,094","18,852","7,455"
2020년06월_여_80~89세,"49,190","2,106","8,100","4,392","4,573","7,710","8,703","9,493","4,113"
2020년06월_여_90~99세,"7,042",357,"1,132",606,674,"1,045","1,355","1,283",590
2020년06월_여_100세 이상,538,79,89,77,66,69,72,67,19
2020년07월_계_총인구수,"2,428,022","77,062","342,657","172,657","147,355","439,432","426,611","564,639","257,609"
2020년07월_계_연령구간인구수,"2,428,022","77,062","342,657","172,657","147,355","439,432","426,611","564,639","257,609"
2020년07월_계_0~9세,"182,953","5,331","25,805","7,885","7,021","34,807","30,475","41,777","29,852"
2020년07월_계_10~19세,"229,707","5,109","26,970","11,273","9,637","44,220","52,180","56,690","23,628"
2020년07월_계_20~29세,"322,718","11,933","41,787","22,042","20,386","61,348","55,856","80,272","29,094"
2020년07월_계_30~39세,"299,733","11,018","44,552","17,939","17,478","54,599","43,677","68,260","42,210"
2020년07월_계_40~49세,"387,441","10,807","51,581","23,427","20,625","73,284","73,820","91,064","42,833"
2020년07월_계_50~59세,"427,685","11,436","57,368","34,896","25,268","77,770","75,403","104,880","40,664"
2020년07월_계_60~69세,"317,981","10,135","50,262","30,441","23,655","52,135","51,020","71,633","28,700"
2020년07월_계_70~79세,"174,208","7,379","30,117","17,213","15,148","28,004","28,657","33,956","13,734"
2020년07월_계_80~89세,"75,804","3,337","12,650","6,686","7,147","11,856","13,647","14,362","6,119"
2020년07월_계_90~99세,"9,089",476,"1,442",755,907,"1,324","1,777","1,660",748
2020년07월_계_100세 이상,703,101,123,100,83,85,99,85,27
2020년07월_남_총인구수,"1,198,621","37,082","168,899","86,576","70,816","218,914","206,700","278,813","130,821"
2020년07월_남_연령구간인구수,"1,198,621","37,082","168,899","86,576","70,816","218,914","206,700","278,813","130,821"
2020년07월_남_0~9세,"93,738","2,754","13,175","4,055","3,634","17,821","15,695","21,408","15,196"
2020년07월_남_10~19세,"120,078","2,612","14,135","5,909","5,078","22,975","27,564","29,417","12,388"
2020년07월_남_20~29세,"172,852","5,722","22,374","12,116","10,266","33,419","30,088","42,892","15,975"
2020년07월_남_30~39세,"155,431","5,692","23,435","10,144","9,146","28,420","21,222","35,389","21,983"
2020년07월_남_40~49세,"191,086","5,508","26,609","12,576","10,374","35,934","33,630","44,118","22,337"
2020년07월_남_50~59세,"209,477","5,638","27,824","17,512","12,265","38,617","36,620","50,725","20,276"
2020년07월_남_60~69세,"151,338","4,686","23,343","14,270","10,801","25,360","24,009","34,616","14,253"
2020년07월_남_70~79세,"75,982","3,111","13,158","7,531","6,437","11,965","12,490","15,042","6,248"
2020년07월_남_80~89세,"26,483","1,224","4,504","2,296","2,569","4,117","4,939","4,830","2,004"
2020년07월_남_90~99세,"1,989",114,306,144,228,269,417,358,153
2020년07월_남_100세 이상,167,21,36,23,18,17,26,18,8
2020년07월_여_총인구수,"1,229,401","39,980","173,758","86,081","76,539","220,518","219,911","285,826","126,788"
2020년07월_여_연령구간인구수,"1,229,401","39,980","173,758","86,081","76,539","220,518","219,911","285,826","126,788"
2020년07월_여_0~9세,"89,215","2,577","12,630","3,830","3,387","16,986","14,780","20,369","14,656"
2020년07월_여_10~19세,"109,629","2,497","12,835","5,364","4,559","21,245","24,616","27,273","11,240"
2020년07월_여_20~29세,"149,866","6,211","19,413","9,926","10,120","27,929","25,768","37,380","13,119"
2020년07월_여_30~39세,"144,302","5,326","21,117","7,795","8,332","26,179","22,455","32,871","20,227"
2020년07월_여_40~49세,"196,355","5,299","24,972","10,851","10,251","37,350","40,190","46,946","20,496"
2020년07월_여_50~59세,"218,208","5,798","29,544","17,384","13,003","39,153","38,783","54,155","20,388"
2020년07월_여_60~69세,"166,643","5,449","26,919","16,171","12,854","26,775","27,011","37,017","14,447"
2020년07월_여_70~79세,"98,226","4,268","16,959","9,682","8,711","16,039","16,167","18,914","7,486"
2020년07월_여_80~89세,"49,321","2,113","8,146","4,390","4,578","7,739","8,708","9,532","4,115"
2020년07월_여_90~99세,"7,100",362,"1,136",611,679,"1,055","1,360","1,302",595
2020년07월_여_100세 이상,536,80,87,77,65,68,73,67,19
2020년08월_계_총인구수,"2,428,228","77,120","343,317","172,465","147,235","439,690","426,437","563,730","258,234"
2020년08월_계_연령구간인구수,"2,428,228","77,120","343,317","172,465","147,235","439,690","426,437","563,730","258,234"
2020년08월_계_0~9세,"182,168","5,305","25,787","7,824","6,966","34,693","30,306","41,447","29,840"
2020년08월_계_10~19세,"228,864","5,104","26,940","11,213","9,585","43,983","51,986","56,382","23,671"
2020년08월_계_20~29세,"323,345","11,995","41,860","21,955","20,459","61,680","55,924","80,288","29,184"
2020년08월_계_30~39세,"299,184","11,012","44,660","17,874","17,378","54,532","43,553","67,995","42,180"
2020년08월_계_40~49세,"386,857","10,798","51,650","23,341","20,593","73,138","73,676","90,718","42,943"
