카테고리,전라남도 목포시,전라남도 목포시 용당1동,전라남도 목포시 용당2동,전라남도 목포시 연동,전라남도 목포시 산정동,전라남도 목포시 연산동,전라남도 목포시 원산동,전라남도 목포시 대성동,전라남도 목포시 목원동,전라남도 목포시 동명동,전라남도 목포시 삼학동,전라남도 목포시 만호동,전라남도 목포시 유달동,전라남도 목포시 죽교동,전라남도 목포시 북항동,전라남도 목포시 용해동,전라남도 목포시 이로동,전라남도 목포시 상동,전라남도 목포시 하당동,전라남도 목포시 신흥동,전라남도 목포시 삼향동,전라남도 목포시 옥암동,전라남도 목포시 부흥동,전라남도 목포시 부주동
2020년07월_계_50~59세,"36,735","1,844",906,876,"1,505","1,211","2,391",804,"1,427",926,948,584,769,548,"1,682","2,542","1,674","3,034","1,988","3,196",789,"1,851","1,755","3,485"
2020년07월_계_60~69세,"28,394","2,081","1,064",877,"1,231",786,"1,591",689,"1,538","1,100","1,004",678,847,570,"1,340","1,763","1,382","2,481","1,221","1,905",651,992,979,"1,624"
2020년07월_계_70~79세,"17,481","1,497",771,776,778,406,874,435,"1,299",923,648,500,754,509,725,"1,074",782,"1,415",566,786,379,495,474,615
2020년07월_계_80~89세,"6,916",553,232,317,318,163,362,198,502,323,222,187,357,201,273,464,317,563,246,343,163,207,202,203
2020년07월_계_90~99세,944,73,37,38,47,25,39,19,89,31,17,26,35,27,29,62,46,92,36,56,24,25,28,43
2020년07월_계_100세 이상,79,5,4,4,3,2,7,4,8,2,0,6,9,5,0,3,4,6,2,2,0,2,1,0
2020년07월_남_총인구수,"113,775","5,591","2,711","2,455","4,355","4,908","6,755","2,662","4,132","2,989","3,117","1,639","2,456","1,738","4,840","8,871","5,467","9,316","6,356","8,652","2,555","5,501","4,688","12,021"
2020년07월_남_연령구간인구수,"113,775","5,591","2,711","2,455","4,355","4,908","6,755","2,662","4,132","2,989","3,117","1,639","2,456","1,738","4,840","8,871","5,467","9,316","6,356","8,652","2,555","5,501","4,688","12,021"
2020년07월_남_0~9세,"10,018",292,123,89,321,746,556,290,122,111,239,29,74,66,426,"1,032",565,885,480,725,228,588,438,"1,593"
2020년07월_남_10~19세,"12,922",387,181,145,498,571,823,251,242,186,298,81,113,135,530,"1,283",738,"1,137",687,"1,047",307,795,544,"1,943"
2020년07월_남_20~29세,"14,822",675,320,240,549,649,"1,044",269,417,315,396,114,370,184,624,"1,019",639,"1,124","1,096","1,460",294,788,688,"1,548"
2020년07월_남_30~39세,"14,047",610,274,247,532,883,793,413,394,291,367,153,206,160,565,"1,136",635,"1,153",958,"1,061",318,675,669,"1,554"
2020년07월_남_40~49세,"19,674",839,428,412,693,864,"1,169",444,615,481,526,284,381,288,839,"1,705",951,"1,582","1,150","1,363",444,953,805,"2,458"
2020년07월_남_50~59세,"18,449",937,465,478,717,593,"1,176",406,788,507,435,348,460,326,814,"1,262",795,"1,457","1,051","1,534",401,903,816,"1,780"
2020년07월_남_60~69세,"13,545",954,485,409,568,356,737,333,761,508,461,332,428,288,615,793,640,"1,191",603,982,331,482,468,820
2020년07월_남_70~79세,"7,758",675,360,320,360,196,340,191,587,437,306,217,315,215,322,465,371,620,250,350,172,228,185,276
2020년07월_남_80~89세,"2,329",206,71,101,108,47,108,61,182,142,85,76,103,68,100,157,128,148,73,117,56,83,68,41
2020년07월_남_90~99세,195,13,4,12,9,2,8,3,22,10,4,3,6,6,5,19,5,19,8,13,4,6,6,8
2020년07월_남_100세 이상,16,3,0,2,0,1,1,1,2,1,0,2,0,2,0,0,0,0,0,0,0,0,1,0
2020년07월_여_총인구수,"114,423","5,539","2,643","2,419","4,555","5,054","6,889","2,742","3,968","2,715","3,197","1,446","2,114","1,591","4,800","9,140","5,556","9,760","6,001","8,653","2,518","5,947","4,959","12,217"
2020년07월_여_연령구간인구수,"114,423","5,539","2,643","2,419","4,555","5,054","6,889","2,742","3,968","2,715","3,197","1,446","2,114","1,591","4,800","9,140","5,556","9,760","6,001","8,653","2,518","5,947","4,959","12,217"
2020년07월_여_0~9세,"9,472",253,113,93,346,674,503,262,139,115,220,37,76,84,344,986,468,834,438,701,254,575,451,"1,506"
2020년07월_여_10~19세,"12,278",393,171,153,456,564,796,242,222,170,323,67,105,122,517,"1,232",707,"1,082",531,930,247,817,506,"1,925"
2020년07월_여_20~29세,"12,685",510,228,210,497,654,812,278,350,238,347,100,168,132,515,845,535,955,"1,105","1,248",262,753,633,"1,310"
2020년07월_여_30~39세,"13,218",472,216,164,465,905,719,400,285,196,304,92,123,106,501,"1,205",653,"1,077",816,"1,016",311,773,638,"1,781"
2020년07월_여_40~49세,"18,513",646,286,233,671,859,"1,165",406,451,296,455,147,183,192,730,"1,660",927,"1,656","1,037","1,466",402,"1,159",836,"2,650"
2020년07월_여_50~59세,"18,286",907,441,398,788,618,"1,215",398,639,419,513,236,309,222,868,"1,280",879,"1,577",937,"1,662",388,948,939,"1,705"
2020년07월_여_60~69세,"14,849","1,127",579,468,663,430,854,356,777,592,543,346,419,282,725,970,742,"1,290",618,923,320,510,511,804
2020년07월_여_70~79세,"9,723",822,411,456,418,210,534,244,712,486,342,283,439,294,403,609,411,795,316,436,207,267,289,339
2020년07월_여_80~89세,"4,587",347,161,216,210,116,254,137,320,181,137,111,254,133,173,307,189,415,173,226,107,124,134,162
2020년07월_여_90~99세,749,60,33,26,38,23,31,16,67,21,13,23,29,21,24,43,41,73,28,43,20,19,22,35
2020년07월_여_100세 이상,63,2,4,2,3,1,6,3,6,1,0,4,9,3,0,3,4,6,2,2,0,2,0,0
2020년08월_계_총인구수,"226,875","11,049","5,306","4,824","8,855","9,837","13,578","5,324","8,069","5,664","6,282","3,060","4,551","3,315","9,598","17,926","10,969","19,348","12,156","17,090","5,044","11,584","9,467","23,979"
2020년08월_계_연령구간인구수,"226,875","11,049","5,306","4,824","8,855","9,837","13,578","5,324","8,069","5,664","6,282","3,060","4,551","3,315","9,598","17,926","10,969","19,348","12,156","17,090","5,044","11,584","9,467","23,979"
2020년08월_계_0~9세,"19,151",528,232,175,661,"1,403","1,044",527,255,220,450,64,151,148,761,"1,981","1,031","1,722",890,"1,386",477,"1,173",848,"3,024"
2020년08월_계_10~19세,"24,985",773,346,293,951,"1,105","1,606",487,460,356,613,140,216,258,"1,036","2,505","1,438","2,240","1,191","1,954",551,"1,617","1,029","3,820"
2020년08월_계_20~29세,"27,384","1,173",537,440,"1,043","1,290","1,854",539,765,544,741,215,532,311,"1,134","1,854","1,171","2,159","2,144","2,660",547,"1,557","1,302","2,872"
2020년08월_계_30~39세,"26,823","1,063",482,395,977,"1,749","1,478",787,673,477,670,235,327,259,"1,051","2,312","1,262","2,273","1,725","2,042",613,"1,476","1,254","3,243"
2020년08월_계_40~49세,"38,013","1,475",707,641,"1,351","1,710","2,326",841,"1,060",769,969,432,558,480,"1,563","3,353","1,885","3,280","2,159","2,793",853,"2,132","1,617","5,059"
2020년08월_계_50~59세,"36,581","1,838",894,869,"1,498","1,193","2,379",798,"1,415",910,938,575,762,540,"1,662","2,536","1,662","3,067","1,974","3,185",786,"1,866","1,739","3,495"
2020년08월_계_60~69세,"28,491","2,071","1,059",873,"1,230",794,"1,601",687,"1,533","1,098","1,015",680,856,579,"1,353","1,784","1,376","2,522","1,223","1,887",653,"1,028",979,"1,610"
2020년08월_계_70~79세,"17,485","1,499",774,777,770,401,881,439,"1,304",931,645,500,755,508,728,"1,073",773,"1,423",566,785,378,495,468,612
2020년08월_계_80~89세,"6,928",550,232,319,323,161,362,197,508,325,223,187,348,200,280,464,318,567,245,345,161,213,201,199
2020년08월_계_90~99세,955,74,39,38,48,29,40,18,88,32,18,26,37,27,30,61,49,89,37,51,25,25,29,45
2020년08월_계_100세 이상,79,5,4,4,3,2,7,4,8,2,0,6,9,5,0,3,4,6,2,2,0,2,1,0
2020년08월_남_총인구수,"113,053","5,545","2,685","2,430","4,323","4,848","6,720","2,623","4,102","2,971","3,108","1,624","2,441","1,727","4,820","8,827","5,427","9,452","6,259","8,547","2,530","5,559","4,605","11,880"
2020년08월_남_연령구간인구수,"113,053","5,545","2,685","2,430","4,323","4,848","6,720","2,623","4,102","2,971","3,108","1,624","2,441","1,727","4,820","8,827","5,427","9,452","6,259","8,547","2,530","5,559","4,605","11,880"
2020년08월_남_0~9세,"9,833",285,121,83,317,739,548,277,122,112,235,27,74,66,424,"1,014",559,888,458,702,227,588,416,"1,551"
2020년08월_남_10~19세,"12,822",384,178,142,498,558,812,249,240,185,294,76,114,136,526,"1,280",734,"1,148",673,"1,043",302,797,539,"1,914"
2020년08월_남_20~29세,"14,752",656,315,236,548,639,"1,042",270,415,312,397,116,364,179,626,"1,009",634,"1,160","1,075","1,440",292,798,678,"1,551"
2020년08월_남_30~39세,"13,828",607,267,239,520,864,781,395,390,283,370,147,206,157,558,"1,128",615,"1,179",935,"1,047",306,687,639,"1,508"
2020년08월_남_40~49세,"19,575",832,425,413,688,857,"1,159",439,609,475,519,283,373,287,832,"1,700",958,"1,603","1,136","1,343",445,964,797,"2,438"
2020년08월_남_50~59세,"18,364",933,460,474,716,590,"1,176",405,776,501,430,348,457,316,802,"1,251",793,"1,466","1,048","1,525",398,911,808,"1,780"
2020년08월_남_60~69세,"13,586",950,480,405,561,356,740,333,756,511,465,331,434,298,623,808,635,"1,214",603,973,330,495,467,818
2020년08월_남_70~79세,"7,756",678,363,323,357,194,345,190,587,437,307,217,315,213,322,461,365,627,251,347,173,228,184,272
2020년08월_남_80~89세,"2,321",203,72,100,109,47,107,61,184,144,87,73,98,67,102,158,129,148,72,115,52,84,69,40
2020년08월_남_90~99세,200,14,4,13,9,3,9,3,21,10,4,4,6,6,5,18,5,19,8,12,5,7,7,8
2020년08월_남_100세 이상,16,3,0,2,0,1,1,1,2,1,0,2,0,2,0,0,0,0,0,0,0,0,1,0
2020년08월_여_총인구수,"113,822","5,504","2,621","2,394","4,532","4,989","6,858","2,701","3,967","2,693","3,174","1,436","2,110","1,588","4,778","9,099","5,542","9,896","5,897","8,543","2,514","6,025","4,862","12,099"
2020년08월_여_연령구간인구수,"113,822","5,504","2,621","2,394","4,532","4,989","6,858","2,701","3,967","2,693","3,174","1,436","2,110","1,588","4,778","9,099","5,542","9,896","5,897","8,543","2,514","6,025","4,862","12,099"
2020년08월_여_0~9세,"9,318",243,111,92,344,664,496,250,133,108,215,37,77,82,337,967,472,834,432,684,250,585,432,"1,473"
2020년08월_여_10~19세,"12,163",389,168,151,453,547,794,238,220,171,319,64,102,122,510,"1,225",704,"1,092",518,911,249,820,490,"1,906"
2020년08월_여_20~29세,"12,632",517,222,204,495,651,812,269,350,232,344,99,168,132,508,845,537,999,"1,069","1,220",255,759,624,"1,321"
2020년08월_여_30~39세,"12,995",456,215,156,457,885,697,392,283,194,300,88,121,102,493,"1,184",647,"1,094",790,995,307,789,615,"1,735"
2020년08월_여_40~49세,"18,438",643,282,228,663,853,"1,167",402,451,294,450,149,185,193,731,"1,653",927,"1,677","1,023","1,450",408,"1,168",820,"2,621"
2020년08월_여_50~59세,"18,217",905,434,395,782,603,"1,203",393,639,409,508,227,305,224,860,"1,285",869,"1,601",926,"1,660",388,955,931,"1,715"
2020년08월_여_60~69세,"14,905","1,121",579,468,669,438,861,354,777,587,550,349,422,281,730,976,741,"1,308",620,914,323,533,512,792
2020년08월_여_70~79세,"9,729",821,411,454,413,207,536,249,717,494,338,283,440,295,406,612,408,796,315,438,205,267,284,340
2020년08월_여_80~89세,"4,607",347,160,219,214,114,255,136,324,181,136,114,250,133,178,306,189,419,173,230,109,129,132,159
2020년08월_여_90~99세,755,60,35,25,39,26,31,15,67,22,14,22,31,21,25,43,44,70,29,39,20,18,22,37
2020년08월_여_100세 이상,63,2,4,2,3,1,6,3,6,1,0,4,9,3,0,3,4,6,2,2,0,2,0,0
2020년09월_계_총인구수,"225,684","10,989","5,305","4,805","8,810","9,817","13,491","5,291","8,024","5,629","6,260","3,045","4,519","3,278","9,552","17,773","10,952","19,395","12,082","16,979","4,994","11,594","9,359","23,741"
2020년09월_계_연령구간인구수,"225,684","10,989","5,305","4,805","8,810","9,817","13,491","5,291","8,024","5,629","6,260","3,045","4,519","3,278","9,552","17,773","10,952","19,395","12,082","16,979","4,994","11,594","9,359","23,741"
2020년09월_계_0~9세,"18,822",520,232,172,647,"1,393","1,022",517,246,213,447,65,149,144,737,"1,939","1,013","1,706",878,"1,379",460,"1,176",821,"2,946"
2020년09월_계_10~19세,"24,837",762,340,292,945,"1,113","1,597",482,451,353,618,136,215,249,"1,027","2,504","1,445","2,228","1,172","1,908",548,"1,615","1,022","3,815"
2020년09월_계_20~29세,"27,261","1,165",532,439,"1,039","1,290","1,844",538,755,540,735,209,524,308,"1,140","1,838","1,179","2,188","2,154","2,657",539,"1,555","1,279","2,814"
2020년09월_계_30~39세,"26,401","1,055",484,384,959,"1,716","1,448",773,660,472,658,227,322,258,"1,028","2,277","1,240","2,253","1,693","2,021",598,"1,481","1,215","3,179"
2020년09월_계_40~49세,"37,784","1,455",713,642,"1,349","1,709","2,315",834,"1,050",755,963,425,555,466,"1,553","3,316","1,879","3,273","2,137","2,760",845,"2,133","1,615","5,042"
2020년09월_계_50~59세,"36,435","1,820",887,857,"1,496","1,196","2,368",797,"1,416",905,943,570,756,536,"1,656","2,519","1,653","3,101","1,971","3,152",783,"1,859","1,718","3,476"
2020년09월_계_60~69세,"28,602","2,081","1,069",879,"1,226",801,"1,610",687,"1,534","1,094","1,011",689,858,571,"1,359","1,783","1,386","2,547","1,222","1,911",651,"1,035",985,"1,613"
2020년09월_계_70~79세,"17,508","1,495",772,778,779,406,876,440,"1,305",933,644,502,745,506,735,"1,068",779,"1,427",571,791,383,497,469,607
2020년09월_계_80~89세,"6,993",555,231,319,323,162,363,200,509,331,223,191,348,207,286,464,325,576,247,348,161,215,205,204
2020년09월_계_90~99세,961,76,41,39,43,29,41,19,90,31,18,25,38,28,31,62,49,90,35,50,26,26,29,45
2020년09월_계_100세 이상,80,5,4,4,4,2,7,4,8,2,0,6,9,5,0,3,4,6,2,2,0,2,1,0
2020년09월_남_총인구수,"112,457","5,500","2,685","2,422","4,299","4,830","6,674","2,609","4,080","2,958","3,090","1,621","2,418","1,705","4,802","8,758","5,419","9,462","6,225","8,499","2,507","5,553","4,555","11,786"
2020년09월_남_연령구간인구수,"112,457","5,500","2,685","2,422","4,299","4,830","6,674","2,609","4,080","2,958","3,090","1,621","2,418","1,705","4,802","8,758","5,419","9,462","6,225","8,499","2,507","5,553","4,555","11,786"
2020년09월_남_0~9세,"9,653",282,120,81,307,730,535,278,119,111,234,28,72,66,409,990,552,874,453,697,220,584,406,"1,505"
2020년09월_남_10~19세,"12,736",377,178,141,500,558,811,245,233,182,297,74,111,129,517,"1,280",734,"1,144",662,"1,020",300,795,535,"1,913"
2020년09월_남_20~29세,"14,730",652,312,240,544,641,"1,036",270,412,310,391,115,359,176,638,"1,001",641,"1,182","1,079","1,447",286,792,668,"1,538"
2020년09월_남_30~39세,"13,612",598,270,235,513,843,765,385,382,280,362,142,201,156,554,"1,110",605,"1,163",915,"1,039",302,693,619,"1,480"
2020년09월_남_40~49세,"19,462",819,426,412,689,860,"1,152",438,601,468,512,280,372,277,827,"1,689",956,"1,597","1,131","1,324",438,958,796,"2,440"
2020년09월_남_50~59세,"18,291",926,461,469,712,590,"1,171",406,778,503,437,348,453,315,798,"1,238",782,"1,472","1,046","1,513",396,907,801,"1,769"
2020년09월_남_60~69세,"13,639",948,479,407,561,360,743,331,758,508,459,334,435,294,624,814,644,"1,231",606,978,333,502,469,821
2020년09월_남_70~79세,"7,759",670,364,323,358,196,344,191,588,436,308,220,312,213,327,459,369,627,254,349,173,228,183,267
2020년09월_남_80~89세,"2,360",211,71,100,107,48,106,61,186,149,86,74,97,71,103,158,131,153,71,120,54,87,71,45
2020년09월_남_90~99세,199,14,4,12,8,3,10,3,21,10,4,4,6,6,5,19,5,19,8,12,5,7,6,8
2020년09월_남_100세 이상,16,3,0,2,0,1,1,1,2,1,0,2,0,2,0,0,0,0,0,0,0,0,1,0
2020년09월_여_총인구수,"113,227","5,489","2,620","2,383","4,511","4,987","6,817","2,682","3,944","2,671","3,170","1,424","2,101","1,573","4,750","9,015","5,533","9,933","5,857","8,480","2,487","6,041","4,804","11,955"
2020년09월_여_연령구간인구수,"113,227","5,489","2,620","2,383","4,511","4,987","6,817","2,682","3,944","2,671","3,170","1,424","2,101","1,573","4,750","9,015","5,533","9,933","5,857","8,480","2,487","6,041","4,804","11,955"
2020년09월_여_0~9세,"9,169",238,112,91,340,663,487,239,127,102,213,37,77,78,328,949,461,832,425,682,240,592,415,"1,441"
2020년09월_여_10~19세,"12,101",385,162,151,445,555,786,237,218,171,321,62,104,120,510,"1,224",711,"1,084",510,888,248,820,487,"1,902"
2020년09월_여_20~29세,"12,531",513,220,199,495,649,808,268,343,230,344,94,165,132,502,837,538,"1,006","1,075","1,210",253,763,611,"1,276"
2020년09월_여_30~39세,"12,789",457,214,149,446,873,683,388,278,192,296,85,121,102,474,"1,167",635,"1,090",778,982,296,788,596,"1,699"
2020년09월_여_40~49세,"18,322",636,287,230,660,849,"1,163",396,449,287,451,145,183,189,726,"1,627",923,"1,676","1,006","1,436",407,"1,175",819,"2,602"
2020년09월_여_50~59세,"18,144",894,426,388,784,606,"1,197",391,638,402,506,222,303,221,858,"1,281",871,"1,629",925,"1,639",387,952,917,"1,707"
2020년09월_여_60~69세,"14,963","1,133",590,472,665,441,867,356,776,586,552,355,423,277,735,969,742,"1,316",616,933,318,533,516,792
2020년09월_여_70~79세,"9,749",825,408,455,421,210,532,249,717,497,336,282,433,293,408,609,410,800,317,442,210,269,286,340
2020년09월_여_80~89세,"4,633",344,160,219,216,114,257,139,323,182,137,117,251,136,183,306,194,423,176,228,107,128,134,159
2020년09월_여_90~99세,762,62,37,27,35,26,31,16,69,21,14,21,32,22,26,43,44,71,27,38,21,19,23,37
2020년09월_여_100세 이상,64,2,4,2,4,1,6,3,6,1,0,4,9,3,0,3,4,6,2,2,0,2,0,0
2020년10월_계_총인구수,"225,278","10,880","5,307","4,744","8,762","9,791","13,409","5,255","7,988","5,618","6,229","3,034","4,484","3,272","9,507","17,629","10,917","20,152","11,964","16,926","4,958","11,569","9,209","23,674"
2020년10월_계_연령구간인구수,"225,278","10,880","5,307","4,744","8,762","9,791","13,409","5,255","7,988","5,618","6,229","3,034","4,484","3,272","9,507","17,629","10,917","20,152","11,964","16,926","4,958","11,569","9,209","23,674"
2020년10월_계_0~9세,"18,668",491,232,166,631,"1,394","1,010",510,249,208,437,63,149,144,727,"1,908","1,001","1,784",849,"1,365",443,"1,177",803,"2,927"
2020년10월_계_10~19세,"24,721",761,331,286,944,"1,111","1,577",481,446,343,610,138,211,249,"1,008","2,494","1,440","2,289","1,159","1,896",546,"1,609",991,"3,801"
2020년10월_계_20~29세,"27,238","1,145",548,430,"1,024","1,298","1,834",530,745,546,731,207,519,313,"1,143","1,816","1,179","2,326","2,110","2,650",545,"1,527","1,264","2,808"
2020년10월_계_30~39세,"26,191","1,037",483,367,943,"1,681","1,413",765,649,465,650,221,316,251,"1,022","2,244","1,215","2,376","1,669","2,003",576,"1,482","1,200","3,163"
2020년10월_계_40~49세,"37,697","1,435",722,645,"1,351","1,713","2,293",828,"1,047",750,948,421,547,459,"1,536","3,293","1,878","3,383","2,108","2,760",836,"2,143","1,576","5,025"
2020년10월_계_50~59세,"36,382","1,810",868,840,"1,477","1,192","2,377",797,"1,402",903,952,565,745,534,"1,656","2,494","1,657","3,227","1,975","3,146",782,"1,837","1,687","3,459"
2020년10월_계_60~69세,"28,752","2,075","1,074",867,"1,240",804,"1,607",685,"1,527","1,099","1,006",684,857,576,"1,364","1,786","1,389","2,635","1,235","1,909",661,"1,055",981,"1,636"
2020년10월_계_70~79세,"17,560","1,491",773,783,780,405,883,436,"1,315",934,649,509,749,504,737,"1,058",782,"1,444",577,789,386,497,473,606
2020년10월_계_80~89세,"7,025",554,229,317,324,162,365,200,510,337,228,193,345,210,284,472,324,590,245,355,160,215,203,203
2020년10월_계_90~99세,963,76,43,39,44,29,43,19,89,31,18,27,37,27,30,61,48,92,35,51,23,25,30,46
2020년10월_계_100세 이상,81,5,4,4,4,2,7,4,9,2,0,6,9,5,0,3,4,6,2,2,0,2,1,0
2020년10월_남_총인구수,"112,217","5,451","2,688","2,393","4,271","4,826","6,647","2,588","4,059","2,956","3,076","1,610","2,401","1,699","4,770","8,688","5,402","9,833","6,166","8,465","2,486","5,529","4,483","11,730"
2020년10월_남_연령구간인구수,"112,217","5,451","2,688","2,393","4,271","4,826","6,647","2,588","4,059","2,956","3,076","1,610","2,401","1,699","4,770","8,688","5,402","9,833","6,166","8,465","2,486","5,529","4,483","11,730"
2020년10월_남_0~9세,"9,577",270,121,78,305,731,530,276,119,110,226,28,75,68,398,971,546,921,441,687,212,584,393,"1,487"
2020년10월_남_10~19세,"12,686",378,173,138,495,557,805,243,232,178,290,73,110,129,507,"1,279",735,"1,180",652,"1,012",298,791,521,"1,910"
2020년10월_남_20~29세,"14,712",643,320,235,535,653,"1,032",266,405,311,398,112,356,178,637,997,642,"1,239","1,065","1,439",288,778,659,"1,524"
2020년10월_남_30~39세,"13,479",592,269,225,504,828,748,380,370,277,356,137,196,151,547,"1,094",595,"1,229",894,"1,031",293,688,609,"1,466"
2020년10월_남_40~49세,"19,437",810,431,413,688,862,"1,144",438,603,467,507,279,365,270,824,"1,672",951,"1,650","1,119","1,324",434,963,784,"2,439"
2020년10월_남_50~59세,"18,256",919,455,460,699,586,"1,187",406,770,503,444,343,451,316,796,"1,222",785,"1,526","1,048","1,512",397,893,788,"1,750"
2020년10월_남_60~69세,"13,702",942,479,405,567,362,739,329,756,509,453,337,430,297,629,820,645,"1,274",611,974,333,510,466,835
2020년10월_남_70~79세,"7,778",671,363,324,360,193,348,185,592,441,310,220,315,211,325,453,368,641,256,349,175,228,186,264
2020년10월_남_80~89세,"2,376",209,71,101,110,50,103,61,188,149,88,75,97,72,102,161,131,154,72,125,53,88,70,46
2020년10월_남_90~99세,198,14,6,12,8,3,10,3,22,10,4,4,6,5,5,19,4,19,8,12,3,6,6,9
2020년10월_남_100세 이상,16,3,0,2,0,1,1,1,2,1,0,2,0,2,0,0,0,0,0,0,0,0,1,0
2020년10월_여_총인구수,"113,061","5,429","2,619","2,351","4,491","4,965","6,762","2,667","3,929","2,662","3,153","1,424","2,083","1,573","4,737","8,941","5,515","10,319","5,798","8,461","2,472","6,040","4,726","11,944"
2020년10월_여_연령구간인구수,"113,061","5,429","2,619","2,351","4,491","4,965","6,762","2,667","3,929","2,662","3,153","1,424","2,083","1,573","4,737","8,941","5,515","10,319","5,798","8,461","2,472","6,040","4,726","11,944"
2020년10월_여_0~9세,"9,091",221,111,88,326,663,480,234,130,98,211,35,74,76,329,937,455,863,408,678,231,593,410,"1,440"
2020년10월_여_10~19세,"12,035",383,158,148,449,554,772,238,214,165,320,65,101,120,501,"1,215",705,"1,109",507,884,248,818,470,"1,891"
2020년10월_여_20~29세,"12,526",502,228,195,489,645,802,264,340,235,333,95,163,135,506,819,537,"1,087","1,045","1,211",257,749,605,"1,284"
2020년10월_여_30~39세,"12,712",445,214,142,439,853,665,385,279,188,294,84,120,100,475,"1,150",620,"1,147",775,972,283,794,591,"1,697"
2020년10월_여_40~49세,"18,260",625,291,232,663,851,"1,149",390,444,283,441,142,182,189,712,"1,621",927,"1,733",989,"1,436",402,"1,180",792,"2,586"
2020년10월_여_50~59세,"18,126",891,413,380,778,606,"1,190",391,632,400,508,222,294,218,860,"1,272",872,"1,701",927,"1,634",385,944,899,"1,709"
2020년10월_여_60~69세,"15,050","1,133",595,462,673,442,868,356,771,590,553,347,427,279,735,966,744,"1,361",624,935,328,545,515,801
2020년10월_여_70~79세,"9,782",820,410,459,420,212,535,251,723,493,339,289,434,293,412,605,414,803,321,440,211,269,287,342
2020년10월_여_80~89세,"4,649",345,158,216,214,112,262,139,322,188,140,118,248,138,182,311,193,436,173,230,107,127,133,157
2020년10월_여_90~99세,765,62,37,27,36,26,33,16,67,21,14,23,31,22,25,42,44,73,27,39,20,19,24,37
2020년10월_여_100세 이상,65,2,4,2,4,1,6,3,7,1,0,4,9,3,0,3,4,6,2,2,0,2,0,0
2020년11월_계_총인구수,"224,973","10,820","5,306","4,742","8,706","9,817","13,324","5,226","7,931","5,577","6,196","3,023","4,461","3,262","9,494","17,520","10,908","20,730","11,946","16,889","4,897","11,548","9,054","23,596"
2020년11월_계_연령구간인구수,"224,973","10,820","5,306","4,742","8,706","9,817","13,324","5,226","7,931","5,577","6,196","3,023","4,461","3,262","9,494","17,520","10,908","20,730","11,946","16,889","4,897","11,548","9,054","23,596"
2020년11월_계_0~9세,"18,501",486,234,162,617,"1,390","1,006",497,241,206,433,61,146,144,721,"1,884","1,001","1,816",839,"1,346",424,"1,171",772,"2,904"
2020년11월_계_10~19세,"24,631",747,329,303,937,"1,127","1,562",476,441,338,605,140,207,246,"1,007","2,468","1,444","2,327","1,161","1,893",539,"1,594",969,"3,771"
2020년11월_계_20~29세,"27,206","1,127",553,424,"1,022","1,295","1,821",526,739,541,718,208,516,316,"1,148","1,792","1,161","2,422","2,109","2,642",545,"1,513","1,248","2,820"
2020년11월_계_30~39세,"26,078","1,025",475,365,927,"1,681","1,389",750,640,457,648,213,312,248,"1,013","2,218","1,226","2,470","1,647","2,007",564,"1,484","1,174","3,145"
2020년11월_계_40~49세,"37,641","1,420",721,647,"1,349","1,716","2,271",828,"1,037",739,942,417,535,455,"1,533","3,293","1,871","3,486","2,118","2,750",829,"2,141","1,555","4,988"
2020년11월_계_50~59세,"36,381","1,808",866,831,"1,458","1,205","2,375",798,"1,390",900,952,554,739,531,"1,638","2,485","1,651","3,360","1,980","3,135",773,"1,838","1,659","3,455"
2020년11월_계_60~69세,"28,849","2,071","1,072",863,"1,248",806,"1,600",682,"1,525","1,091","1,001",685,867,577,"1,381","1,787","1,398","2,689","1,234","1,920",656,"1,066",977,"1,653"
2020년11월_계_70~79세,"17,608","1,492",784,785,777,409,887,440,"1,308",933,650,517,750,508,736,"1,064",782,"1,461",575,789,387,492,468,614
2020년11월_계_80~89세,"7,043",561,227,319,323,157,364,206,512,340,229,194,343,205,287,467,324,602,247,357,157,219,202,201
2020년11월_계_90~99세,954,78,41,39,44,29,42,19,89,30,18,28,37,27,30,59,46,91,34,48,23,28,29,45
2020년11월_계_100세 이상,81,5,4,4,4,2,7,4,9,2,0,6,9,5,0,3,4,6,2,2,0,2,1,0
2020년11월_남_총인구수,"111,999","5,427","2,684","2,396","4,239","4,833","6,592","2,563","4,032","2,930","3,051","1,601","2,390","1,698","4,757","8,635","5,380","10,126","6,157","8,421","2,457","5,541","4,412","11,677"
2020년11월_남_연령구간인구수,"111,999","5,427","2,684","2,396","4,239","4,833","6,592","2,563","4,032","2,930","3,051","1,601","2,390","1,698","4,757","8,635","5,380","10,126","6,157","8,421","2,457","5,541","4,412","11,677"
2020년11월_남_0~9세,"9,505",268,122,76,295,729,526,268,115,109,222,27,71,68,392,968,539,949,433,680,202,584,376,"1,486"
2020년11월_남_10~19세,"12,620",368,170,152,493,571,798,236,227,177,286,75,110,127,505,"1,260",736,"1,194",651,"1,008",295,784,511,"1,886"
2020년11월_남_20~29세,"14,699",636,324,233,533,643,"1,030",266,404,305,391,113,355,183,638,991,635,"1,280","1,065","1,422",285,777,647,"1,543"
2020년11월_남_30~39세,"13,419",588,262,223,496,830,734,371,368,272,351,132,191,149,540,"1,084",593,"1,290",887,"1,027",290,690,601,"1,450"
2020년11월_남_40~49세,"19,373",802,428,411,688,863,"1,126",436,594,463,507,272,361,268,823,"1,668",942,"1,697","1,125","1,325",430,964,773,"2,407"
