카테고리,대전광역시 중구,대전광역시 중구 은행선화동,대전광역시 중구 목동,대전광역시 중구 중촌동,대전광역시 중구 대흥동,대전광역시 중구 문창동,대전광역시 중구 석교동,대전광역시 중구 대사동,대전광역시 중구 부사동,대전광역시 중구 용두동,대전광역시 중구 오류동,대전광역시 중구 태평1동,대전광역시 중구 태평2동,대전광역시 중구 유천1동,대전광역시 중구 유천2동,대전광역시 중구 문화1동,대전광역시 중구 문화2동,대전광역시 중구 산성동
2020년03월_여_10~19세,"11,096",551,"1,257",627,514,136,601,124,232,441,408,865,"1,581",152,489,"1,432",537,"1,149"
2020년03월_여_20~29세,"15,279","1,535",812,786,"1,306",223,852,522,392,972,757,749,"1,487",387,876,"1,415",722,"1,486"
2020년03월_여_30~39세,"13,335","1,175",936,711,999,202,708,260,309,616,666,888,"1,363",402,777,"1,383",615,"1,325"
2020년03월_여_40~49세,"18,723","1,191","1,747","1,102",990,261,996,293,441,733,808,"1,317","2,412",416,954,"2,146",987,"1,929"
2020년03월_여_50~59세,"20,029","1,269",961,"1,246","1,031",370,"1,496",484,645,740,892,"1,086","2,300",595,"1,194","1,769","1,276","2,675"
2020년03월_여_60~69세,"17,179","1,076",658,"1,113",932,427,"1,458",457,608,612,765,786,"1,858",553,"1,188","1,306","1,024","2,358"
2020년03월_여_70~79세,"11,110",622,404,675,594,369,973,374,420,492,538,543,"1,133",340,740,917,710,"1,266"
2020년03월_여_80~89세,"5,541",310,175,361,282,195,421,182,209,257,339,250,610,144,347,430,407,622
2020년03월_여_90~99세,960,63,31,59,63,32,70,28,49,42,67,40,93,25,67,74,51,106
2020년03월_여_100세 이상,59,3,4,4,4,2,6,3,2,4,1,0,8,2,5,3,3,5
2020년04월_계_총인구수,"239,361","17,060","14,921","13,751","14,151","4,779","16,060","5,532","6,905","10,022","10,558","13,852","26,811","6,758","13,933","23,041","13,081","28,146"
2020년04월_계_연령구간인구수,"239,361","17,060","14,921","13,751","14,151","4,779","16,060","5,532","6,905","10,022","10,558","13,852","26,811","6,758","13,933","23,041","13,081","28,146"
2020년04월_계_0~9세,"16,161",962,"1,596",813,"1,008",186,782,188,325,572,665,"1,302","2,099",361,920,"2,056",680,"1,646"
2020년04월_계_10~19세,"22,801","1,125","2,467","1,321","1,121",304,"1,196",265,488,786,815,"1,689","3,239",373,"1,030","2,968","1,167","2,447"
2020년04월_계_20~29세,"31,463","2,945","1,645","1,694","2,397",497,"1,883",985,807,"1,825","1,512","1,528","3,156",873,"1,793","2,858","1,640","3,425"
2020년04월_계_30~39세,"27,288","2,508","1,650","1,483","2,000",476,"1,678",605,667,"1,296","1,316","1,684","2,600",911,"1,635","2,606","1,323","2,850"
2020년04월_계_40~49세,"37,928","2,708","3,298","2,192","2,151",618,"2,152",658,954,"1,505","1,534","2,524","4,561",982,"1,957","4,050","1,966","4,118"
2020년04월_계_50~59세,"40,288","2,837","2,061","2,452","2,061",862,"2,942",959,"1,315","1,525","1,717","2,201","4,486","1,232","2,290","3,499","2,463","5,386"
2020년04월_계_60~69세,"32,823","2,225","1,184","1,994","1,802",846,"2,832",866,"1,166","1,185","1,407","1,508","3,406","1,117","2,206","2,486","1,938","4,655"
2020년04월_계_70~79세,"20,295","1,159",679,"1,172","1,070",644,"1,836",647,761,860,958,969,"2,137",629,"1,406","1,683","1,215","2,470"
2020년04월_계_80~89세,"8,985",497,296,550,453,302,667,314,358,407,549,401,986,246,600,732,622,"1,005"
2020년04월_계_90~99세,"1,252",89,40,76,83,42,86,38,60,54,84,46,132,31,89,99,64,139
2020년04월_계_100세 이상,77,5,5,4,5,2,6,7,4,7,1,0,9,3,7,4,3,5
2020년04월_남_총인구수,"118,212","8,831","7,156","6,656","6,960","2,484","8,088","2,730","3,451","4,813","4,979","6,722","12,940","3,579","6,861","11,173","6,389","14,400"
2020년04월_남_연령구간인구수,"118,212","8,831","7,156","6,656","6,960","2,484","8,088","2,730","3,451","4,813","4,979","6,722","12,940","3,579","6,861","11,173","6,389","14,400"
2020년04월_남_0~9세,"8,263",464,798,403,542,102,407,109,177,278,331,698,"1,077",195,468,"1,062",342,810
2020년04월_남_10~19세,"11,760",577,"1,216",700,603,169,596,145,260,346,412,828,"1,664",222,545,"1,546",630,"1,301"
2020년04월_남_20~29세,"16,155","1,418",831,901,"1,076",277,"1,026",458,414,847,746,784,"1,670",493,922,"1,436",919,"1,937"
2020년04월_남_30~39세,"14,074","1,350",730,774,"1,008",277,969,348,364,684,654,803,"1,247",506,867,"1,231",718,"1,544"
2020년04월_남_40~49세,"19,258","1,534","1,556","1,092","1,160",362,"1,159",366,520,771,724,"1,212","2,157",570,"1,007","1,899",976,"2,193"
2020년04월_남_50~59세,"20,249","1,576","1,096","1,203","1,043",489,"1,461",478,666,789,828,"1,107","2,172",639,"1,092","1,732","1,176","2,702"
2020년04월_남_60~69세,"15,583","1,155",520,884,864,419,"1,357",405,547,564,644,716,"1,545",557,"1,023","1,177",907,"2,299"
2020년04월_남_70~79세,"9,154",547,282,497,468,276,852,278,347,372,416,422,989,290,665,757,500,"1,196"
2020년04월_남_80~89세,"3,402",182,119,182,174,104,245,129,141,146,209,146,381,100,248,306,208,382
2020년04월_남_90~99세,296,26,7,20,21,8,16,11,13,12,15,6,37,7,22,26,13,36
2020년04월_남_100세 이상,18,2,1,0,1,1,0,3,2,4,0,0,1,0,2,1,0,0
2020년04월_여_총인구수,"121,149","8,229","7,765","7,095","7,191","2,295","7,972","2,802","3,454","5,209","5,579","7,130","13,871","3,179","7,072","11,868","6,692","13,746"
2020년04월_여_연령구간인구수,"121,149","8,229","7,765","7,095","7,191","2,295","7,972","2,802","3,454","5,209","5,579","7,130","13,871","3,179","7,072","11,868","6,692","13,746"
2020년04월_여_0~9세,"7,898",498,798,410,466,84,375,79,148,294,334,604,"1,022",166,452,994,338,836
2020년04월_여_10~19세,"11,041",548,"1,251",621,518,135,600,120,228,440,403,861,"1,575",151,485,"1,422",537,"1,146"
2020년04월_여_20~29세,"15,308","1,527",814,793,"1,321",220,857,527,393,978,766,744,"1,486",380,871,"1,422",721,"1,488"
2020년04월_여_30~39세,"13,214","1,158",920,709,992,199,709,257,303,612,662,881,"1,353",405,768,"1,375",605,"1,306"
2020년04월_여_40~49세,"18,670","1,174","1,742","1,100",991,256,993,292,434,734,810,"1,312","2,404",412,950,"2,151",990,"1,925"
2020년04월_여_50~59세,"20,039","1,261",965,"1,249","1,018",373,"1,481",481,649,736,889,"1,094","2,314",593,"1,198","1,767","1,287","2,684"
2020년04월_여_60~69세,"17,240","1,070",664,"1,110",938,427,"1,475",461,619,621,763,792,"1,861",560,"1,183","1,309","1,031","2,356"
2020년04월_여_70~79세,"11,141",612,397,675,602,368,984,369,414,488,542,547,"1,148",339,741,926,715,"1,274"
2020년04월_여_80~89세,"5,583",315,177,368,279,198,422,185,217,261,340,255,605,146,352,426,414,623
2020년04월_여_90~99세,956,63,33,56,62,34,70,27,47,42,69,40,95,24,67,73,51,103
2020년04월_여_100세 이상,59,3,4,4,4,1,6,4,2,3,1,0,8,3,5,3,3,5
2020년05월_계_총인구수,"238,955","16,926","14,841","13,723","14,145","4,783","16,059","5,508","6,909","10,013","10,559","13,848","26,723","6,772","13,940","23,066","13,056","28,084"
2020년05월_계_연령구간인구수,"238,955","16,926","14,841","13,723","14,145","4,783","16,059","5,508","6,909","10,013","10,559","13,848","26,723","6,772","13,940","23,066","13,056","28,084"
2020년05월_계_0~9세,"16,076",943,"1,580",801,995,187,773,190,328,578,673,"1,291","2,077",361,916,"2,056",687,"1,640"
2020년05월_계_10~19세,"22,684","1,113","2,468","1,312","1,121",300,"1,201",262,485,776,804,"1,686","3,215",375,"1,026","2,966","1,154","2,420"
2020년05월_계_20~29세,"31,361","2,925","1,623","1,684","2,410",497,"1,883",988,795,"1,824","1,516","1,533","3,133",878,"1,797","2,840","1,628","3,407"
2020년05월_계_30~39세,"27,213","2,515","1,646","1,448","1,997",483,"1,668",593,680,"1,294","1,316","1,674","2,590",908,"1,642","2,598","1,322","2,839"
2020년05월_계_40~49세,"37,732","2,655","3,273","2,199","2,145",613,"2,152",656,936,"1,494","1,538","2,517","4,527",986,"1,944","4,062","1,944","4,091"
2020년05월_계_50~59세,"40,297","2,820","2,058","2,458","2,060",860,"2,936",951,"1,323","1,534","1,709","2,210","4,497","1,229","2,287","3,527","2,453","5,385"
2020년05월_계_60~69세,"32,895","2,210","1,174","2,010","1,803",851,"2,835",870,"1,175","1,175","1,408","1,509","3,418","1,123","2,208","2,505","1,956","4,665"
2020년05월_계_70~79세,"20,342","1,151",677,"1,174","1,065",647,"1,842",637,763,869,962,980,"2,142",631,"1,414","1,680","1,214","2,494"
2020년05월_계_80~89세,"9,023",502,295,560,457,300,675,315,358,408,549,403,982,248,609,732,631,999
2020년05월_계_90~99세,"1,256",87,42,73,87,43,88,39,62,54,83,45,133,31,90,96,64,139
2020년05월_계_100세 이상,76,5,5,4,5,2,6,7,4,7,1,0,9,2,7,4,3,5
2020년05월_남_총인구수,"117,992","8,769","7,118","6,632","6,948","2,494","8,092","2,710","3,449","4,814","4,978","6,727","12,886","3,582","6,863","11,177","6,374","14,379"
2020년05월_남_연령구간인구수,"117,992","8,769","7,118","6,632","6,948","2,494","8,092","2,710","3,449","4,814","4,978","6,727","12,886","3,582","6,863","11,177","6,374","14,379"
2020년05월_남_0~9세,"8,230",453,797,390,539,101,401,112,182,280,338,696,"1,066",194,463,"1,064",344,810
2020년05월_남_10~19세,"11,691",568,"1,221",696,606,170,599,142,259,346,405,825,"1,645",221,542,"1,540",621,"1,285"
2020년05월_남_20~29세,"16,095","1,405",820,888,"1,084",272,"1,029",454,404,837,751,784,"1,664",497,927,"1,426",917,"1,936"
2020년05월_남_30~39세,"14,019","1,354",726,757,"1,002",283,963,337,371,692,647,808,"1,241",500,867,"1,229",712,"1,530"
2020년05월_남_40~49세,"19,176","1,513","1,539","1,102","1,148",358,"1,163",364,511,772,728,"1,209","2,132",575,998,"1,907",967,"2,190"
2020년05월_남_50~59세,"20,268","1,572","1,097","1,207","1,042",496,"1,458",481,665,788,828,"1,113","2,176",635,"1,100","1,739","1,174","2,697"
2020년05월_남_60~69세,"15,610","1,147",512,891,864,422,"1,362",400,555,555,644,712,"1,550",564,"1,022","1,189",913,"2,308"
2020년05월_남_70~79세,"9,179",542,280,495,463,279,850,276,346,380,417,428,997,288,673,753,503,"1,209"
2020년05월_남_80~89세,"3,408",187,118,186,176,103,250,130,140,148,205,146,378,101,247,306,210,377
2020년05월_남_90~99세,298,26,7,20,23,9,17,11,14,12,15,6,36,7,22,23,13,37
2020년05월_남_100세 이상,18,2,1,0,1,1,0,3,2,4,0,0,1,0,2,1,0,0
2020년05월_여_총인구수,"120,963","8,157","7,723","7,091","7,197","2,289","7,967","2,798","3,460","5,199","5,581","7,121","13,837","3,190","7,077","11,889","6,682","13,705"
2020년05월_여_연령구간인구수,"120,963","8,157","7,723","7,091","7,197","2,289","7,967","2,798","3,460","5,199","5,581","7,121","13,837","3,190","7,077","11,889","6,682","13,705"
2020년05월_여_0~9세,"7,846",490,783,411,456,86,372,78,146,298,335,595,"1,011",167,453,992,343,830
2020년05월_여_10~19세,"10,993",545,"1,247",616,515,130,602,120,226,430,399,861,"1,570",154,484,"1,426",533,"1,135"
2020년05월_여_20~29세,"15,266","1,520",803,796,"1,326",225,854,534,391,987,765,749,"1,469",381,870,"1,414",711,"1,471"
2020년05월_여_30~39세,"13,194","1,161",920,691,995,200,705,256,309,602,669,866,"1,349",408,775,"1,369",610,"1,309"
2020년05월_여_40~49세,"18,556","1,142","1,734","1,097",997,255,989,292,425,722,810,"1,308","2,395",411,946,"2,155",977,"1,901"
2020년05월_여_50~59세,"20,029","1,248",961,"1,251","1,018",364,"1,478",470,658,746,881,"1,097","2,321",594,"1,187","1,788","1,279","2,688"
2020년05월_여_60~69세,"17,285","1,063",662,"1,119",939,429,"1,473",470,620,620,764,797,"1,868",559,"1,186","1,316","1,043","2,357"
2020년05월_여_70~79세,"11,163",609,397,679,602,368,992,361,417,489,545,552,"1,145",343,741,927,711,"1,285"
2020년05월_여_80~89세,"5,615",315,177,374,281,197,425,185,218,260,344,257,604,147,362,426,421,622
2020년05월_여_90~99세,958,61,35,53,64,34,71,28,48,42,68,39,97,24,68,73,51,102
2020년05월_여_100세 이상,58,3,4,4,4,1,6,4,2,3,1,0,8,2,5,3,3,5
2020년06월_계_총인구수,"238,540","16,743","14,779","13,700","14,153","4,779","16,072","5,501","6,867","9,965","10,528","13,828","26,670","6,770","13,984","23,027","13,066","28,108"
2020년06월_계_연령구간인구수,"238,540","16,743","14,779","13,700","14,153","4,779","16,072","5,501","6,867","9,965","10,528","13,828","26,670","6,770","13,984","23,027","13,066","28,108"
2020년06월_계_0~9세,"15,970",940,"1,566",792,983,184,773,185,326,567,671,"1,285","2,074",361,923,"2,031",680,"1,629"
2020년06월_계_10~19세,"22,556","1,088","2,460","1,301","1,125",303,"1,189",263,477,767,794,"1,674","3,198",378,"1,029","2,960","1,154","2,396"
2020년06월_계_20~29세,"31,394","2,899","1,620","1,687","2,429",498,"1,887",987,776,"1,832","1,522","1,540","3,126",874,"1,806","2,851","1,638","3,422"
2020년06월_계_30~39세,"27,059","2,506","1,629","1,434","1,980",478,"1,659",594,668,"1,286","1,309","1,665","2,565",904,"1,657","2,579","1,321","2,825"
2020년06월_계_40~49세,"37,605","2,612","3,262","2,186","2,149",612,"2,147",652,938,"1,473","1,524","2,506","4,521",988,"1,950","4,046","1,941","4,098"
2020년06월_계_50~59세,"40,185","2,785","2,055","2,461","2,061",857,"2,930",943,"1,304","1,525","1,714","2,210","4,477","1,231","2,282","3,523","2,444","5,383"
2020년06월_계_60~69세,"33,006","2,188","1,166","2,014","1,800",859,"2,865",879,"1,186","1,185","1,403","1,501","3,446","1,131","2,212","2,518","1,962","4,691"
2020년06월_계_70~79세,"20,396","1,143",677,"1,179","1,071",643,"1,859",637,765,865,955,994,"2,141",621,"1,422","1,685","1,228","2,511"
2020년06월_계_80~89세,"9,037",489,299,567,461,302,673,314,358,403,551,408,977,249,607,735,630,"1,014"
2020년06월_계_90~99세,"1,254",87,40,75,88,41,84,40,65,55,84,45,136,31,89,95,65,134
2020년06월_계_100세 이상,78,6,5,4,6,2,6,7,4,7,1,0,9,2,7,4,3,5
2020년06월_남_총인구수,"117,801","8,685","7,086","6,615","6,967","2,491","8,094","2,707","3,437","4,775","4,958","6,722","12,857","3,585","6,873","11,161","6,392","14,396"
2020년06월_남_연령구간인구수,"117,801","8,685","7,086","6,615","6,967","2,491","8,094","2,707","3,437","4,775","4,958","6,722","12,857","3,585","6,873","11,161","6,392","14,396"
2020년06월_남_0~9세,"8,180",455,791,385,530,100,401,109,182,275,336,690,"1,064",194,462,"1,052",344,810
2020년06월_남_10~19세,"11,613",556,"1,212",694,612,170,594,144,253,337,397,824,"1,629",222,545,"1,535",619,"1,270"
2020년06월_남_20~29세,"16,134","1,389",815,888,"1,106",274,"1,029",452,398,839,761,787,"1,672",494,924,"1,436",929,"1,941"
2020년06월_남_30~39세,"13,932","1,350",722,754,980,279,961,339,372,687,634,798,"1,229",500,878,"1,216",715,"1,518"
2020년06월_남_40~49세,"19,105","1,495","1,526","1,096","1,150",358,"1,156",360,510,756,725,"1,206","2,121",578,998,"1,910",966,"2,194"
2020년06월_남_50~59세,"20,251","1,553","1,099","1,204","1,054",494,"1,461",482,654,782,829,"1,117","2,176",641,"1,103","1,734","1,167","2,701"
2020년06월_남_60~69세,"15,660","1,139",512,893,867,424,"1,369",401,563,560,638,713,"1,558",567,"1,016","1,195",917,"2,328"
2020년06월_남_70~79세,"9,191",539,280,496,464,277,856,275,346,378,416,432,996,283,677,755,509,"1,212"
2020년06월_남_80~89세,"3,415",181,120,185,179,105,250,131,142,145,205,148,374,99,245,307,213,386
2020년06월_남_90~99세,301,26,8,20,23,9,17,11,15,12,17,7,37,7,23,20,13,36
2020년06월_남_100세 이상,19,2,1,0,2,1,0,3,2,4,0,0,1,0,2,1,0,0
2020년06월_여_총인구수,"120,739","8,058","7,693","7,085","7,186","2,288","7,978","2,794","3,430","5,190","5,570","7,106","13,813","3,185","7,111","11,866","6,674","13,712"
2020년06월_여_연령구간인구수,"120,739","8,058","7,693","7,085","7,186","2,288","7,978","2,794","3,430","5,190","5,570","7,106","13,813","3,185","7,111","11,866","6,674","13,712"
2020년06월_여_0~9세,"7,790",485,775,407,453,84,372,76,144,292,335,595,"1,010",167,461,979,336,819
2020년06월_여_10~19세,"10,943",532,"1,248",607,513,133,595,119,224,430,397,850,"1,569",156,484,"1,425",535,"1,126"
2020년06월_여_20~29세,"15,260","1,510",805,799,"1,323",224,858,535,378,993,761,753,"1,454",380,882,"1,415",709,"1,481"
2020년06월_여_30~39세,"13,127","1,156",907,680,"1,000",199,698,255,296,599,675,867,"1,336",404,779,"1,363",606,"1,307"
2020년06월_여_40~49세,"18,500","1,117","1,736","1,090",999,254,991,292,428,717,799,"1,300","2,400",410,952,"2,136",975,"1,904"
2020년06월_여_50~59세,"19,934","1,232",956,"1,257","1,007",363,"1,469",461,650,743,885,"1,093","2,301",590,"1,179","1,789","1,277","2,682"
2020년06월_여_60~69세,"17,346","1,049",654,"1,121",933,435,"1,496",478,623,625,765,788,"1,888",564,"1,196","1,323","1,045","2,363"
2020년06월_여_70~79세,"11,205",604,397,683,607,366,"1,003",362,419,487,539,562,"1,145",338,745,930,719,"1,299"
2020년06월_여_80~89세,"5,622",308,179,382,282,197,423,183,216,258,346,260,603,150,362,428,417,628
2020년06월_여_90~99세,953,61,32,55,65,32,67,29,50,43,67,38,99,24,66,75,52,98
2020년06월_여_100세 이상,59,4,4,4,4,1,6,4,2,3,1,0,8,2,5,3,3,5
2020년07월_계_총인구수,"238,149","16,580","14,747","13,726","14,173","4,772","16,038","5,502","6,858","9,910","10,516","13,805","26,628","6,745","13,981","23,041","13,035","28,092"
2020년07월_계_연령구간인구수,"238,149","16,580","14,747","13,726","14,173","4,772","16,038","5,502","6,858","9,910","10,516","13,805","26,628","6,745","13,981","23,041","13,035","28,092"
2020년07월_계_0~9세,"15,860",937,"1,546",785,"1,000",181,761,183,319,553,671,"1,269","2,060",355,917,"2,022",673,"1,628"
2020년07월_계_10~19세,"22,479","1,070","2,455","1,294","1,119",299,"1,180",264,479,773,789,"1,671","3,189",370,"1,039","2,957","1,150","2,381"
2020년07월_계_20~29세,"31,290","2,880","1,617","1,698","2,421",502,"1,870",982,772,"1,826","1,507","1,530","3,108",875,"1,808","2,848","1,622","3,424"
2020년07월_계_30~39세,"26,920","2,490","1,619","1,418","1,987",475,"1,658",592,666,"1,274","1,302","1,650","2,542",896,"1,641","2,576","1,315","2,819"
2020년07월_계_40~49세,"37,544","2,562","3,263","2,205","2,167",608,"2,147",647,932,"1,467","1,524","2,508","4,526",976,"1,958","4,047","1,935","4,072"
2020년07월_계_50~59세,"40,150","2,765","2,057","2,464","2,052",865,"2,922",942,"1,307","1,514","1,727","2,211","4,469","1,224","2,271","3,539","2,439","5,382"
2020년07월_계_60~69세,"33,015","2,162","1,167","2,029","1,789",852,"2,879",887,"1,189","1,171","1,398","1,506","3,450","1,141","2,219","2,516","1,968","4,692"
2020년07월_계_70~79세,"20,503","1,133",681,"1,187","1,083",646,"1,864",640,763,872,961,"1,006","2,166",623,"1,423","1,696","1,229","2,530"
2020년07월_계_80~89세,"9,044",491,298,565,461,303,667,316,361,399,551,409,970,250,609,740,634,"1,020"
2020년07월_계_90~99세,"1,261",83,39,77,87,39,83,42,66,54,85,45,139,33,89,96,67,137
2020년07월_계_100세 이상,83,7,5,4,7,2,7,7,4,7,1,0,9,2,7,4,3,7
2020년07월_남_총인구수,"117,592","8,594","7,064","6,640","6,984","2,496","8,087","2,716","3,440","4,740","4,959","6,706","12,836","3,570","6,865","11,159","6,367","14,369"
2020년07월_남_연령구간인구수,"117,592","8,594","7,064","6,640","6,984","2,496","8,087","2,716","3,440","4,740","4,959","6,706","12,836","3,570","6,865","11,159","6,367","14,369"
2020년07월_남_0~9세,"8,119",454,775,382,539,98,393,110,183,271,338,678,"1,059",192,459,"1,040",333,815
2020년07월_남_10~19세,"11,565",550,"1,213",693,603,168,593,144,249,342,392,825,"1,623",217,550,"1,532",614,"1,257"
2020년07월_남_20~29세,"16,083","1,379",810,894,"1,108",277,"1,025",454,399,837,756,781,"1,664",492,917,"1,432",923,"1,935"
2020년07월_남_30~39세,"13,868","1,343",720,743,990,279,953,337,377,680,633,785,"1,219",494,870,"1,217",713,"1,515"
2020년07월_남_40~49세,"19,049","1,460","1,527","1,113","1,157",358,"1,153",356,505,748,723,"1,211","2,119",571,"1,001","1,908",961,"2,178"
2020년07월_남_50~59세,"20,242","1,545","1,098","1,205","1,051",503,"1,462",485,653,777,837,"1,112","2,171",639,"1,102","1,745","1,163","2,694"
2020년07월_남_60~69세,"15,699","1,126",511,907,859,422,"1,384",405,565,550,641,723,"1,560",573,"1,017","1,196",923,"2,337"
2020년07월_남_70~79세,"9,223",533,281,499,470,277,856,277,348,376,416,437,"1,013",285,677,754,509,"1,215"
2020년07월_남_80~89세,"3,416",177,120,184,182,104,250,134,143,143,205,146,368,100,247,312,215,386
2020년07월_남_90~99세,308,24,8,20,23,9,18,11,16,12,18,8,39,7,23,22,13,37
2020년07월_남_100세 이상,20,3,1,0,2,1,0,3,2,4,0,0,1,0,2,1,0,0
2020년07월_여_총인구수,"120,557","7,986","7,683","7,086","7,189","2,276","7,951","2,786","3,418","5,170","5,557","7,099","13,792","3,175","7,116","11,882","6,668","13,723"
2020년07월_여_연령구간인구수,"120,557","7,986","7,683","7,086","7,189","2,276","7,951","2,786","3,418","5,170","5,557","7,099","13,792","3,175","7,116","11,882","6,668","13,723"
2020년07월_여_0~9세,"7,741",483,771,403,461,83,368,73,136,282,333,591,"1,001",163,458,982,340,813
2020년07월_여_10~19세,"10,914",520,"1,242",601,516,131,587,120,230,431,397,846,"1,566",153,489,"1,425",536,"1,124"
2020년07월_여_20~29세,"15,207","1,501",807,804,"1,313",225,845,528,373,989,751,749,"1,444",383,891,"1,416",699,"1,489"
2020년07월_여_30~39세,"13,052","1,147",899,675,997,196,705,255,289,594,669,865,"1,323",402,771,"1,359",602,"1,304"
2020년07월_여_40~49세,"18,495","1,102","1,736","1,092","1,010",250,994,291,427,719,801,"1,297","2,407",405,957,"2,139",974,"1,894"
2020년07월_여_50~59세,"19,908","1,220",959,"1,259","1,001",362,"1,460",457,654,737,890,"1,099","2,298",585,"1,169","1,794","1,276","2,688"
2020년07월_여_60~69세,"17,316","1,036",656,"1,122",930,430,"1,495",482,624,621,757,783,"1,890",568,"1,202","1,320","1,045","2,355"
2020년07월_여_70~79세,"11,280",600,400,688,613,369,"1,008",363,415,496,545,569,"1,153",338,746,942,720,"1,315"
2020년07월_여_80~89세,"5,628",314,178,381,279,199,417,182,218,256,346,263,602,150,362,428,419,634
2020년07월_여_90~99세,953,59,31,57,64,30,65,31,50,42,67,37,100,26,66,74,54,100
2020년07월_여_100세 이상,63,4,4,4,5,1,7,4,2,3,1,0,8,2,5,3,3,7
