카테고리,울산광역시 북구,울산광역시 북구 농소1동,울산광역시 북구 농소2동,울산광역시 북구 농소3동,울산광역시 북구 강동동,울산광역시 북구 효문동,울산광역시 북구 송정동,울산광역시 북구 양정동,울산광역시 북구 염포동
2020년04월_남_총인구수,"112,960","19,242","20,498","20,043","8,353","15,967","17,601","5,770","5,486"
2020년04월_남_연령구간인구수,"112,960","19,242","20,498","20,043","8,353","15,967","17,601","5,770","5,486"
2020년04월_남_0~9세,"13,378","2,496","2,913","2,100","1,371","1,451","2,251",376,420
2020년04월_남_10~19세,"12,379","2,022","2,396","3,365",611,"1,279","1,852",419,435
2020년04월_남_20~29세,"15,736","2,415","2,505","2,731",684,"2,690","2,717","1,171",823
2020년04월_남_30~39세,"18,168","3,059","3,428","2,014","1,857","2,827","3,101","1,008",874
2020년04월_남_40~49세,"19,584","3,453","3,810","4,112","1,450","2,351","2,710",837,861
2020년04월_남_50~59세,"20,003","3,214","3,223","3,795","1,089","3,306","3,215","1,166",995
2020년04월_남_60~69세,"9,536","1,778","1,533","1,240",871,"1,518","1,260",567,769
2020년04월_남_70~79세,"3,257",641,529,533,308,427,390,190,239
2020년04월_남_80~89세,845,148,152,138,100,109,99,34,65
2020년04월_남_90~99세,71,15,9,15,12,8,6,2,4
2020년04월_남_100세 이상,3,1,0,0,0,1,0,0,1
2020년04월_여_총인구수,"105,404","18,391","19,541","19,387","7,944","14,056","16,882","4,391","4,812"
2020년04월_여_연령구간인구수,"105,404","18,391","19,541","19,387","7,944","14,056","16,882","4,391","4,812"
2020년04월_여_0~9세,"12,634","2,354","2,683","1,949","1,347","1,331","2,154",398,418
2020년04월_여_10~19세,"11,280","1,916","2,168","3,009",612,"1,126","1,722",356,371
2020년04월_여_20~29세,"12,329","1,967","2,089","2,222",604,"2,103","2,232",583,529
2020년04월_여_30~39세,"16,977","3,033","3,442","2,275","1,759","2,124","3,014",659,671
2020년04월_여_40~49세,"18,783","3,174","3,535","4,591","1,130","2,145","2,896",636,676
2020년04월_여_50~59세,"18,351","3,077","3,084","3,075","1,083","3,112","3,006",925,989
2020년04월_여_60~69세,"8,721","1,638","1,483","1,163",763,"1,333","1,103",521,717
2020년04월_여_70~79세,"3,851",783,620,691,346,485,424,190,312
2020년04월_여_80~89세,"2,085",378,361,351,246,254,282,104,109
2020년04월_여_90~99세,379,68,75,60,49,43,49,18,17
2020년04월_여_100세 이상,14,3,1,1,5,0,0,1,3
2020년05월_계_총인구수,"218,396","37,631","40,016","39,332","16,378","29,985","34,652","10,156","10,246"
2020년05월_계_연령구간인구수,"218,396","37,631","40,016","39,332","16,378","29,985","34,652","10,156","10,246"
2020년05월_계_0~9세,"25,933","4,812","5,581","4,009","2,730","2,775","4,430",771,825
2020년05월_계_10~19세,"23,629","3,939","4,573","6,345","1,241","2,388","3,564",775,804
2020년05월_계_20~29세,"28,018","4,388","4,562","4,947","1,277","4,790","4,960","1,751","1,343"
2020년05월_계_30~39세,"35,023","6,050","6,834","4,238","3,625","4,913","6,174","1,667","1,522"
2020년05월_계_40~49세,"38,396","6,637","7,383","8,671","2,613","4,483","5,614","1,461","1,534"
2020년05월_계_50~59세,"38,450","6,317","6,284","6,916","2,177","6,421","6,263","2,097","1,975"
2020년05월_계_60~69세,"18,401","3,439","3,050","2,414","1,652","2,874","2,394","1,090","1,488"
2020년05월_계_70~79세,"7,147","1,436","1,154","1,222",654,923,821,384,553
2020년05월_계_80~89세,"2,937",528,511,495,343,367,376,139,178
2020년05월_계_90~99세,444,80,83,74,61,50,56,20,20
2020년05월_계_100세 이상,18,5,1,1,5,1,0,1,4
2020년05월_남_총인구수,"113,001","19,239","20,498","19,995","8,383","15,970","17,685","5,774","5,457"
2020년05월_남_연령구간인구수,"113,001","19,239","20,498","19,995","8,383","15,970","17,685","5,774","5,457"
2020년05월_남_0~9세,"13,324","2,476","2,899","2,074","1,369","1,452","2,267",377,410
2020년05월_남_10~19세,"12,364","2,024","2,406","3,342",621,"1,271","1,845",421,434
2020년05월_남_20~29세,"15,711","2,413","2,493","2,738",686,"2,682","2,710","1,171",818
2020년05월_남_30~39세,"18,136","3,047","3,421","1,987","1,851","2,818","3,143","1,006",863
2020년05월_남_40~49세,"19,622","3,461","3,831","4,104","1,469","2,351","2,712",834,860
2020년05월_남_50~59세,"20,024","3,223","3,212","3,803","1,095","3,311","3,226","1,164",990
2020년05월_남_60~69세,"9,607","1,784","1,537","1,253",873,"1,533","1,283",571,773
2020년05월_남_70~79세,"3,289",649,536,534,311,435,395,191,238
2020년05월_남_80~89세,852,148,154,145,96,107,99,36,67
2020년05월_남_90~99세,69,13,9,15,12,9,5,3,3
2020년05월_남_100세 이상,3,1,0,0,0,1,0,0,1
2020년05월_여_총인구수,"105,395","18,392","19,518","19,337","7,995","14,015","16,967","4,382","4,789"
2020년05월_여_연령구간인구수,"105,395","18,392","19,518","19,337","7,995","14,015","16,967","4,382","4,789"
2020년05월_여_0~9세,"12,609","2,336","2,682","1,935","1,361","1,323","2,163",394,415
2020년05월_여_10~19세,"11,265","1,915","2,167","3,003",620,"1,117","1,719",354,370
2020년05월_여_20~29세,"12,307","1,975","2,069","2,209",591,"2,108","2,250",580,525
2020년05월_여_30~39세,"16,887","3,003","3,413","2,251","1,774","2,095","3,031",661,659
2020년05월_여_40~49세,"18,774","3,176","3,552","4,567","1,144","2,132","2,902",627,674
2020년05월_여_50~59세,"18,426","3,094","3,072","3,113","1,082","3,110","3,037",933,985
2020년05월_여_60~69세,"8,794","1,655","1,513","1,161",779,"1,341","1,111",519,715
2020년05월_여_70~79세,"3,858",787,618,688,343,488,426,193,315
2020년05월_여_80~89세,"2,085",380,357,350,247,260,277,103,111
2020년05월_여_90~99세,375,67,74,59,49,41,51,17,17
2020년05월_여_100세 이상,15,4,1,1,5,0,0,1,3
2020년06월_계_총인구수,"218,673","37,632","40,063","39,312","16,428","29,965","34,903","10,129","10,241"
2020년06월_계_연령구간인구수,"218,673","37,632","40,063","39,312","16,428","29,965","34,903","10,129","10,241"
2020년06월_계_0~9세,"25,898","4,789","5,589","3,965","2,729","2,774","4,460",769,823
2020년06월_계_10~19세,"23,606","3,954","4,583","6,327","1,248","2,368","3,570",760,796
2020년06월_계_20~29세,"28,077","4,380","4,556","4,965","1,284","4,786","5,026","1,740","1,340"
2020년06월_계_30~39세,"35,022","6,018","6,841","4,216","3,613","4,929","6,218","1,664","1,523"
2020년06월_계_40~49세,"38,383","6,656","7,364","8,639","2,639","4,452","5,636","1,465","1,532"
2020년06월_계_50~59세,"38,469","6,298","6,284","6,953","2,178","6,403","6,302","2,082","1,969"
2020년06월_계_60~69세,"18,625","3,470","3,088","2,448","1,674","2,901","2,438","1,104","1,502"
2020년06월_계_70~79세,"7,178","1,450","1,159","1,225",656,930,822,384,552
2020년06월_계_80~89세,"2,951",530,515,499,343,369,375,139,181
2020년06월_계_90~99세,446,82,83,74,59,52,56,21,19
2020년06월_계_100세 이상,18,5,1,1,5,1,0,1,4
2020년06월_남_총인구수,"113,189","19,229","20,532","19,996","8,419","15,959","17,828","5,768","5,458"
2020년06월_남_연령구간인구수,"113,189","19,229","20,532","19,996","8,419","15,959","17,828","5,768","5,458"
2020년06월_남_0~9세,"13,310","2,466","2,905","2,049","1,367","1,448","2,291",375,409
2020년06월_남_10~19세,"12,330","2,032","2,411","3,323",628,"1,260","1,835",411,430
2020년06월_남_20~29세,"15,784","2,399","2,499","2,760",689,"2,683","2,760","1,174",820
2020년06월_남_30~39세,"18,175","3,029","3,431","1,995","1,847","2,829","3,176","1,007",861
2020년06월_남_40~49세,"19,609","3,474","3,820","4,084","1,482","2,337","2,719",835,858
2020년06월_남_50~59세,"20,024","3,215","3,206","3,815","1,099","3,306","3,244","1,151",988
2020년06월_남_60~69세,"9,713","1,792","1,556","1,271",886,"1,540","1,304",584,780
2020년06월_남_70~79세,"3,306",656,539,535,309,442,394,192,239
2020년06월_남_80~89세,866,152,155,149,100,105,100,36,69
2020년06월_남_90~99세,69,13,10,15,12,8,5,3,3
2020년06월_남_100세 이상,3,1,0,0,0,1,0,0,1
2020년06월_여_총인구수,"105,484","18,403","19,531","19,316","8,009","14,006","17,075","4,361","4,783"
2020년06월_여_연령구간인구수,"105,484","18,403","19,531","19,316","8,009","14,006","17,075","4,361","4,783"
2020년06월_여_0~9세,"12,588","2,323","2,684","1,916","1,362","1,326","2,169",394,414
2020년06월_여_10~19세,"11,276","1,922","2,172","3,004",620,"1,108","1,735",349,366
2020년06월_여_20~29세,"12,293","1,981","2,057","2,205",595,"2,103","2,266",566,520
2020년06월_여_30~39세,"16,847","2,989","3,410","2,221","1,766","2,100","3,042",657,662
2020년06월_여_40~49세,"18,774","3,182","3,544","4,555","1,157","2,115","2,917",630,674
2020년06월_여_50~59세,"18,445","3,083","3,078","3,138","1,079","3,097","3,058",931,981
2020년06월_여_60~69세,"8,912","1,678","1,532","1,177",788,"1,361","1,134",520,722
2020년06월_여_70~79세,"3,872",794,620,690,347,488,428,192,313
2020년06월_여_80~89세,"2,085",378,360,350,243,264,275,103,112
2020년06월_여_90~99세,377,69,73,59,47,44,51,18,16
2020년06월_여_100세 이상,15,4,1,1,5,0,0,1,3
2020년07월_계_총인구수,"218,777","37,616","40,148","39,254","16,458","29,972","34,968","10,136","10,225"
2020년07월_계_연령구간인구수,"218,777","37,616","40,148","39,254","16,458","29,972","34,968","10,136","10,225"
2020년07월_계_0~9세,"25,804","4,783","5,560","3,931","2,723","2,766","4,459",770,812
2020년07월_계_10~19세,"23,601","3,943","4,617","6,312","1,258","2,348","3,568",764,791
2020년07월_계_20~29세,"28,068","4,371","4,571","4,963","1,261","4,779","5,036","1,743","1,344"
2020년07월_계_30~39세,"34,891","5,970","6,836","4,188","3,614","4,923","6,195","1,659","1,506"
2020년07월_계_40~49세,"38,453","6,694","7,361","8,638","2,655","4,447","5,655","1,462","1,541"
2020년07월_계_50~59세,"38,517","6,294","6,320","6,949","2,195","6,412","6,319","2,069","1,959"
2020년07월_계_60~69세,"18,812","3,491","3,110","2,482","1,687","2,932","2,470","1,122","1,518"
2020년07월_계_70~79세,"7,218","1,457","1,176","1,226",659,935,830,387,548
2020년07월_계_80~89세,"2,948",526,515,490,342,375,379,138,183
2020년07월_계_90~99세,445,82,80,73,59,54,57,21,19
2020년07월_계_100세 이상,20,5,2,2,5,1,0,1,4
2020년07월_남_총인구수,"113,253","19,219","20,568","19,967","8,416","15,985","17,857","5,789","5,452"
2020년07월_남_연령구간인구수,"113,253","19,219","20,568","19,967","8,416","15,985","17,857","5,789","5,452"
2020년07월_남_0~9세,"13,258","2,465","2,895","2,022","1,354","1,446","2,295",378,403
2020년07월_남_10~19세,"12,327","2,031","2,424","3,317",632,"1,247","1,834",412,430
2020년07월_남_20~29세,"15,814","2,403","2,503","2,761",685,"2,697","2,762","1,183",820
2020년07월_남_30~39세,"18,088","2,985","3,436","1,985","1,838","2,821","3,160","1,009",854
2020년07월_남_40~49세,"19,659","3,501","3,812","4,082","1,489","2,347","2,730",832,866
2020년07월_남_50~59세,"20,018","3,206","3,214","3,818","1,105","3,307","3,246","1,139",983
2020년07월_남_60~69세,"9,826","1,804","1,569","1,285",890,"1,563","1,327",601,787
2020년07월_남_70~79세,"3,328",661,549,535,312,441,399,196,235
2020년07월_남_80~89세,863,149,156,147,99,107,99,36,70
2020년07월_남_90~99세,69,13,10,15,12,8,5,3,3
2020년07월_남_100세 이상,3,1,0,0,0,1,0,0,1
2020년07월_여_총인구수,"105,524","18,397","19,580","19,287","8,042","13,987","17,111","4,347","4,773"
2020년07월_여_연령구간인구수,"105,524","18,397","19,580","19,287","8,042","13,987","17,111","4,347","4,773"
2020년07월_여_0~9세,"12,546","2,318","2,665","1,909","1,369","1,320","2,164",392,409
2020년07월_여_10~19세,"11,274","1,912","2,193","2,995",626,"1,101","1,734",352,361
2020년07월_여_20~29세,"12,254","1,968","2,068","2,202",576,"2,082","2,274",560,524
2020년07월_여_30~39세,"16,803","2,985","3,400","2,203","1,776","2,102","3,035",650,652
2020년07월_여_40~49세,"18,794","3,193","3,549","4,556","1,166","2,100","2,925",630,675
2020년07월_여_50~59세,"18,499","3,088","3,106","3,131","1,090","3,105","3,073",930,976
2020년07월_여_60~69세,"8,986","1,687","1,541","1,197",797,"1,369","1,143",521,731
2020년07월_여_70~79세,"3,890",796,627,691,347,494,431,191,313
2020년07월_여_80~89세,"2,085",377,359,343,243,268,280,102,113
2020년07월_여_90~99세,376,69,70,58,47,46,52,18,16
2020년07월_여_100세 이상,17,4,2,2,5,0,0,1,3
2020년08월_계_총인구수,"218,765","37,597","40,226","39,167","16,506","29,907","35,060","10,101","10,201"
2020년08월_계_연령구간인구수,"218,765","37,597","40,226","39,167","16,506","29,907","35,060","10,101","10,201"
2020년08월_계_0~9세,"25,719","4,785","5,532","3,901","2,726","2,754","4,458",761,802
2020년08월_계_10~19세,"23,578","3,918","4,643","6,298","1,271","2,324","3,575",759,790
2020년08월_계_20~29세,"27,964","4,350","4,552","4,948","1,244","4,758","5,032","1,739","1,341"
2020년08월_계_30~39세,"34,796","5,971","6,846","4,137","3,606","4,908","6,201","1,642","1,485"
2020년08월_계_40~49세,"38,449","6,684","7,378","8,599","2,691","4,439","5,661","1,453","1,544"
2020년08월_계_50~59세,"38,595","6,291","6,361","6,981","2,192","6,389","6,366","2,059","1,956"
2020년08월_계_60~69세,"18,979","3,508","3,140","2,515","1,709","2,963","2,490","1,135","1,519"
2020년08월_계_70~79세,"7,254","1,471","1,177","1,218",659,939,842,393,555
2020년08월_계_80~89세,"2,971",535,519,496,343,378,377,137,186
2020년08월_계_90~99세,440,79,77,72,60,54,58,22,18
2020년08월_계_100세 이상,20,5,1,2,5,1,0,1,5
2020년08월_남_총인구수,"113,233","19,191","20,610","19,924","8,443","15,946","17,901","5,770","5,448"
2020년08월_남_연령구간인구수,"113,233","19,191","20,610","19,924","8,443","15,946","17,901","5,770","5,448"
2020년08월_남_0~9세,"13,209","2,455","2,874","2,011","1,356","1,439","2,300",373,401
2020년08월_남_10~19세,"12,320","2,017","2,443","3,313",637,"1,236","1,835",410,429
2020년08월_남_20~29세,"15,750","2,388","2,495","2,742",674,"2,685","2,764","1,182",820
2020년08월_남_30~39세,"18,040","2,990","3,430","1,966","1,838","2,812","3,157","1,002",845
2020년08월_남_40~49세,"19,650","3,487","3,827","4,066","1,510","2,346","2,725",817,872
2020년08월_남_50~59세,"20,035","3,202","3,232","3,819","1,100","3,288","3,272","1,140",982
2020년08월_남_60~69세,"9,938","1,819","1,588","1,312",905,"1,579","1,340",608,787
2020년08월_남_70~79세,"3,347",668,552,529,312,446,404,200,236
2020년08월_남_80~89세,874,152,159,152,100,106,99,34,72
2020년08월_남_90~99세,66,12,10,14,11,8,5,4,2
2020년08월_남_100세 이상,4,1,0,0,0,1,0,0,2
2020년08월_여_총인구수,"105,532","18,406","19,616","19,243","8,063","13,961","17,159","4,331","4,753"
2020년08월_여_연령구간인구수,"105,532","18,406","19,616","19,243","8,063","13,961","17,159","4,331","4,753"
2020년08월_여_0~9세,"12,510","2,330","2,658","1,890","1,370","1,315","2,158",388,401
2020년08월_여_10~19세,"11,258","1,901","2,200","2,985",634,"1,088","1,740",349,361
2020년08월_여_20~29세,"12,214","1,962","2,057","2,206",570,"2,073","2,268",557,521
2020년08월_여_30~39세,"16,756","2,981","3,416","2,171","1,768","2,096","3,044",640,640
2020년08월_여_40~49세,"18,799","3,197","3,551","4,533","1,181","2,093","2,936",636,672
2020년08월_여_50~59세,"18,560","3,089","3,129","3,162","1,092","3,101","3,094",919,974
2020년08월_여_60~69세,"9,041","1,689","1,552","1,203",804,"1,384","1,150",527,732
2020년08월_여_70~79세,"3,907",803,625,689,347,493,438,193,319
2020년08월_여_80~89세,"2,097",383,360,344,243,272,278,103,114
2020년08월_여_90~99세,374,67,67,58,49,46,53,18,16
2020년08월_여_100세 이상,16,4,1,2,5,0,0,1,3
2020년09월_계_총인구수,"218,903","37,572","40,256","39,158","16,568","29,929","35,128","10,110","10,182"
2020년09월_계_연령구간인구수,"218,903","37,572","40,256","39,158","16,568","29,929","35,128","10,110","10,182"
