카테고리,강원도 고성군,강원도 고성군 간성읍,강원도 고성군 거진읍,강원도 고성군 현내면,강원도 고성군 죽왕면,강원도 고성군 토성면,강원도 고성군 수동면
2020년02월_남_20~29세,"1,950",587,373,103,266,621,0
2020년02월_남_30~39세,"1,264",430,213,87,197,337,0
2020년02월_남_40~49세,"1,794",517,382,139,243,513,0
2020년02월_남_50~59세,"2,657",622,645,237,383,770,0
2020년02월_남_60~69세,"2,521",502,667,283,368,701,0
2020년02월_남_70~79세,"1,540",315,439,179,235,372,0
2020년02월_남_80~89세,576,107,165,60,103,141,0
2020년02월_남_90~99세,77,19,29,6,9,14,0
2020년02월_남_100세 이상,3,1,0,0,0,2,0
2020년02월_여_총인구수,"13,081","3,412","3,235","1,239","1,832","3,363",0
2020년02월_여_연령구간인구수,"13,081","3,412","3,235","1,239","1,832","3,363",0
2020년02월_여_0~9세,642,272,117,31,89,133,0
2020년02월_여_10~19세,798,274,186,48,95,195,0
2020년02월_여_20~29세,"1,122",364,200,78,161,319,0
2020년02월_여_30~39세,954,376,166,62,118,232,0
2020년02월_여_40~49세,"1,384",430,309,80,173,392,0
2020년02월_여_50~59세,"2,307",563,540,226,346,632,0
2020년02월_여_60~69세,"2,419",485,675,283,332,644,0
2020년02월_여_70~79세,"2,027",358,604,256,304,505,0
2020년02월_여_80~89세,"1,161",232,349,150,181,249,0
2020년02월_여_90~99세,254,53,85,25,30,61,0
2020년02월_여_100세 이상,13,5,4,0,3,1,0
2020년03월_계_총인구수,"27,064","7,155","6,449","2,428","3,828","7,204",0
2020년03월_계_연령구간인구수,"27,064","7,155","6,449","2,428","3,828","7,204",0
2020년03월_계_0~9세,"1,306",572,236,58,166,274,0
2020년03월_계_10~19세,"1,724",608,383,114,195,424,0
2020년03월_계_20~29세,"3,035",945,560,179,425,926,0
2020년03월_계_30~39세,"2,234",810,385,154,322,563,0
2020년03월_계_40~49세,"3,163",946,682,215,412,908,0
2020년03월_계_50~59세,"4,976","1,181","1,187",469,728,"1,411",0
2020년03월_계_60~69세,"4,961",997,"1,341",562,712,"1,349",0
2020년03월_계_70~79세,"3,569",676,"1,041",433,542,877,0
2020년03월_계_80~89세,"1,742",339,514,212,283,394,0
2020년03월_계_90~99세,338,76,116,32,40,74,0
2020년03월_계_100세 이상,16,5,4,0,3,4,0
2020년03월_남_총인구수,"13,981","3,736","3,216","1,195","1,995","3,839",0
2020년03월_남_연령구간인구수,"13,981","3,736","3,216","1,195","1,995","3,839",0
2020년03월_남_0~9세,670,296,118,27,81,148,0
2020년03월_남_10~19세,926,340,197,68,98,223,0
2020년03월_남_20~29세,"1,921",581,366,99,266,609,0
2020년03월_남_30~39세,"1,276",428,219,94,200,335,0
2020년03월_남_40~49세,"1,778",521,372,135,241,509,0
2020년03월_남_50~59세,"2,667",616,644,244,388,775,0
2020년03월_남_60~69세,"2,540",509,664,284,374,709,0
2020년03월_남_70~79세,"1,546",318,443,177,237,371,0
2020년03월_남_80~89세,575,105,165,61,100,144,0
2020년03월_남_90~99세,79,21,28,6,10,14,0
2020년03월_남_100세 이상,3,1,0,0,0,2,0
2020년03월_여_총인구수,"13,083","3,419","3,233","1,233","1,833","3,365",0
2020년03월_여_연령구간인구수,"13,083","3,419","3,233","1,233","1,833","3,365",0
2020년03월_여_0~9세,636,276,118,31,85,126,0
2020년03월_여_10~19세,798,268,186,46,97,201,0
2020년03월_여_20~29세,"1,114",364,194,80,159,317,0
2020년03월_여_30~39세,958,382,166,60,122,228,0
2020년03월_여_40~49세,"1,385",425,310,80,171,399,0
2020년03월_여_50~59세,"2,309",565,543,225,340,636,0
2020년03월_여_60~69세,"2,421",488,677,278,338,640,0
2020년03월_여_70~79세,"2,023",358,598,256,305,506,0
2020년03월_여_80~89세,"1,167",234,349,151,183,250,0
2020년03월_여_90~99세,259,55,88,26,30,60,0
2020년03월_여_100세 이상,13,4,4,0,3,2,0
2020년04월_계_총인구수,"26,959","7,106","6,420","2,427","3,836","7,170",0
2020년04월_계_연령구간인구수,"26,959","7,106","6,420","2,427","3,836","7,170",0
2020년04월_계_0~9세,"1,290",567,233,57,165,268,0
2020년04월_계_10~19세,"1,702",602,378,111,194,417,0
2020년04월_계_20~29세,"3,013",928,555,182,432,916,0
2020년04월_계_30~39세,"2,225",799,381,153,326,566,0
2020년04월_계_40~49세,"3,124",939,672,212,406,895,0
2020년04월_계_50~59세,"4,952","1,171","1,183",466,733,"1,399",0
2020년04월_계_60~69세,"4,991","1,001","1,347",567,717,"1,359",0
2020년04월_계_70~79세,"3,546",672,"1,033",430,534,877,0
2020년04월_계_80~89세,"1,763",346,520,217,285,395,0
2020년04월_계_90~99세,337,76,114,32,41,74,0
2020년04월_계_100세 이상,16,5,4,0,3,4,0
2020년04월_남_총인구수,"13,926","3,720","3,196","1,197","1,997","3,816",0
2020년04월_남_연령구간인구수,"13,926","3,720","3,196","1,197","1,997","3,816",0
2020년04월_남_0~9세,664,297,116,26,81,144,0
2020년04월_남_10~19세,912,337,195,66,95,219,0
2020년04월_남_20~29세,"1,911",575,360,102,271,603,0
2020년04월_남_30~39세,"1,266",421,214,93,202,336,0
2020년04월_남_40~49세,"1,760",519,368,133,238,502,0
2020년04월_남_50~59세,"2,653",614,642,243,388,766,0
2020년04월_남_60~69세,"2,560",510,669,289,378,714,0
2020년04월_남_70~79세,"1,539",319,440,177,232,371,0
2020년04월_남_80~89세,580,107,165,62,101,145,0
2020년04월_남_90~99세,78,20,27,6,11,14,0
2020년04월_남_100세 이상,3,1,0,0,0,2,0
2020년04월_여_총인구수,"13,033","3,386","3,224","1,230","1,839","3,354",0
2020년04월_여_연령구간인구수,"13,033","3,386","3,224","1,230","1,839","3,354",0
2020년04월_여_0~9세,626,270,117,31,84,124,0
2020년04월_여_10~19세,790,265,183,45,99,198,0
2020년04월_여_20~29세,"1,102",353,195,80,161,313,0
2020년04월_여_30~39세,959,378,167,60,124,230,0
2020년04월_여_40~49세,"1,364",420,304,79,168,393,0
2020년04월_여_50~59세,"2,299",557,541,223,345,633,0
2020년04월_여_60~69세,"2,431",491,678,278,339,645,0
2020년04월_여_70~79세,"2,007",353,593,253,302,506,0
2020년04월_여_80~89세,"1,183",239,355,155,184,250,0
2020년04월_여_90~99세,259,56,87,26,30,60,0
2020년04월_여_100세 이상,13,4,4,0,3,2,0
2020년05월_계_총인구수,"26,921","7,102","6,396","2,427","3,806","7,190",0
2020년05월_계_연령구간인구수,"26,921","7,102","6,396","2,427","3,806","7,190",0
2020년05월_계_0~9세,"1,291",574,229,58,159,271,0
2020년05월_계_10~19세,"1,689",601,373,109,191,415,0
2020년05월_계_20~29세,"2,990",915,550,182,431,912,0
2020년05월_계_30~39세,"2,222",807,373,152,314,576,0
2020년05월_계_40~49세,"3,109",934,660,212,401,902,0
2020년05월_계_50~59세,"4,943","1,166","1,186",470,727,"1,394",0
2020년05월_계_60~69세,"5,015","1,009","1,352",565,727,"1,362",0
2020년05월_계_70~79세,"3,541",668,"1,034",429,529,881,0
2020년05월_계_80~89세,"1,772",349,523,216,283,401,0
2020년05월_계_90~99세,333,74,112,34,41,72,0
2020년05월_계_100세 이상,16,5,4,0,3,4,0
2020년05월_남_총인구수,"13,910","3,715","3,184","1,196","1,980","3,835",0
2020년05월_남_연령구간인구수,"13,910","3,715","3,184","1,196","1,980","3,835",0
2020년05월_남_0~9세,666,301,114,26,79,146,0
2020년05월_남_10~19세,905,334,195,63,92,221,0
2020년05월_남_20~29세,"1,897",567,355,104,269,602,0
2020년05월_남_30~39세,"1,266",428,210,91,195,342,0
2020년05월_남_40~49세,"1,749",510,362,132,239,506,0
2020년05월_남_50~59세,"2,655",616,646,247,383,763,0
2020년05월_남_60~69세,"2,571",513,672,288,382,716,0
2020년05월_남_70~79세,"1,535",320,434,175,232,374,0
2020년05월_남_80~89세,586,106,170,63,98,149,0
2020년05월_남_90~99세,77,19,26,7,11,14,0
2020년05월_남_100세 이상,3,1,0,0,0,2,0
2020년05월_여_총인구수,"13,011","3,387","3,212","1,231","1,826","3,355",0
2020년05월_여_연령구간인구수,"13,011","3,387","3,212","1,231","1,826","3,355",0
2020년05월_여_0~9세,625,273,115,32,80,125,0
2020년05월_여_10~19세,784,267,178,46,99,194,0
2020년05월_여_20~29세,"1,093",348,195,78,162,310,0
2020년05월_여_30~39세,956,379,163,61,119,234,0
2020년05월_여_40~49세,"1,360",424,298,80,162,396,0
2020년05월_여_50~59세,"2,288",550,540,223,344,631,0
2020년05월_여_60~69세,"2,444",496,680,277,345,646,0
2020년05월_여_70~79세,"2,006",348,600,254,297,507,0
2020년05월_여_80~89세,"1,186",243,353,153,185,252,0
2020년05월_여_90~99세,256,55,86,27,30,58,0
2020년05월_여_100세 이상,13,4,4,0,3,2,0
2020년06월_계_총인구수,"26,886","7,070","6,387","2,430","3,800","7,199",0
2020년06월_계_연령구간인구수,"26,886","7,070","6,387","2,430","3,800","7,199",0
2020년06월_계_0~9세,"1,290",572,228,57,161,272,0
2020년06월_계_10~19세,"1,663",594,370,109,180,410,0
2020년06월_계_20~29세,"2,966",907,548,179,434,898,0
2020년06월_계_30~39세,"2,231",806,373,155,316,581,0
2020년06월_계_40~49세,"3,105",922,660,212,401,910,0
2020년06월_계_50~59세,"4,932","1,167","1,182",466,721,"1,396",0
2020년06월_계_60~69세,"5,031","1,006","1,354",569,734,"1,368",0
2020년06월_계_70~79세,"3,537",666,"1,027",431,525,888,0
2020년06월_계_80~89세,"1,784",354,529,217,282,402,0
2020년06월_계_90~99세,331,71,112,35,43,70,0
2020년06월_계_100세 이상,16,5,4,0,3,4,0
2020년06월_남_총인구수,"13,884","3,693","3,185","1,202","1,980","3,824",0
2020년06월_남_연령구간인구수,"13,884","3,693","3,185","1,202","1,980","3,824",0
2020년06월_남_0~9세,663,298,115,25,79,146,0
2020년06월_남_10~19세,891,331,193,62,89,216,0
2020년06월_남_20~29세,"1,882",561,354,103,271,593,0
2020년06월_남_30~39세,"1,271",429,210,92,199,341,0
2020년06월_남_40~49세,"1,740",499,363,135,238,505,0
2020년06월_남_50~59세,"2,650",620,648,247,376,759,0
2020년06월_남_60~69세,"2,582",510,669,291,388,724,0
2020년06월_남_70~79세,"1,530",318,431,177,230,374,0
2020년06월_남_80~89세,596,107,177,63,99,150,0
2020년06월_남_90~99세,76,19,25,7,11,14,0
2020년06월_남_100세 이상,3,1,0,0,0,2,0
2020년06월_여_총인구수,"13,002","3,377","3,202","1,228","1,820","3,375",0
2020년06월_여_연령구간인구수,"13,002","3,377","3,202","1,228","1,820","3,375",0
2020년06월_여_0~9세,627,274,113,32,82,126,0
2020년06월_여_10~19세,772,263,177,47,91,194,0
2020년06월_여_20~29세,"1,084",346,194,76,163,305,0
2020년06월_여_30~39세,960,377,163,63,117,240,0
2020년06월_여_40~49세,"1,365",423,297,77,163,405,0
2020년06월_여_50~59세,"2,282",547,534,219,345,637,0
2020년06월_여_60~69세,"2,449",496,685,278,346,644,0
2020년06월_여_70~79세,"2,007",348,596,254,295,514,0
2020년06월_여_80~89세,"1,188",247,352,154,183,252,0
2020년06월_여_90~99세,255,52,87,28,32,56,0
2020년06월_여_100세 이상,13,4,4,0,3,2,0
2020년07월_계_총인구수,"26,867","7,047","6,356","2,438","3,784","7,242",0
2020년07월_계_연령구간인구수,"26,867","7,047","6,356","2,438","3,784","7,242",0
2020년07월_계_0~9세,"1,298",575,229,59,162,273,0
2020년07월_계_10~19세,"1,650",590,361,108,178,413,0
2020년07월_계_20~29세,"2,948",906,545,181,421,895,0
2020년07월_계_30~39세,"2,226",807,360,156,313,590,0
2020년07월_계_40~49세,"3,101",909,654,215,400,923,0
2020년07월_계_50~59세,"4,926","1,164","1,180",458,718,"1,406",0
2020년07월_계_60~69세,"5,047","1,004","1,354",578,737,"1,374",0
2020년07월_계_70~79세,"3,527",668,"1,018",427,528,886,0
2020년07월_계_80~89세,"1,798",350,536,220,282,410,0
2020년07월_계_90~99세,331,69,115,36,42,69,0
2020년07월_계_100세 이상,15,5,4,0,3,3,0
2020년07월_남_총인구수,"13,862","3,683","3,164","1,200","1,969","3,846",0
2020년07월_남_연령구간인구수,"13,862","3,683","3,164","1,200","1,969","3,846",0
2020년07월_남_0~9세,669,301,114,25,81,148,0
2020년07월_남_10~19세,881,325,192,61,87,216,0
2020년07월_남_20~29세,"1,864",562,348,102,261,591,0
2020년07월_남_30~39세,"1,269",431,204,93,197,344,0
2020년07월_남_40~49세,"1,741",491,357,137,238,518,0
2020년07월_남_50~59세,"2,640",616,648,240,372,764,0
2020년07월_남_60~69세,"2,589",510,671,295,392,721,0
2020년07월_남_70~79세,"1,525",320,425,175,231,374,0
2020년07월_남_80~89세,604,107,180,64,99,154,0
2020년07월_남_90~99세,77,19,25,8,11,14,0
2020년07월_남_100세 이상,3,1,0,0,0,2,0
2020년07월_여_총인구수,"13,005","3,364","3,192","1,238","1,815","3,396",0
2020년07월_여_연령구간인구수,"13,005","3,364","3,192","1,238","1,815","3,396",0
2020년07월_여_0~9세,629,274,115,34,81,125,0
2020년07월_여_10~19세,769,265,169,47,91,197,0
2020년07월_여_20~29세,"1,084",344,197,79,160,304,0
2020년07월_여_30~39세,957,376,156,63,116,246,0
2020년07월_여_40~49세,"1,360",418,297,78,162,405,0
2020년07월_여_50~59세,"2,286",548,532,218,346,642,0
2020년07월_여_60~69세,"2,458",494,683,283,345,653,0
2020년07월_여_70~79세,"2,002",348,593,252,297,512,0
2020년07월_여_80~89세,"1,194",243,356,156,183,256,0
2020년07월_여_90~99세,254,50,90,28,31,55,0
2020년07월_여_100세 이상,12,4,4,0,3,1,0
2020년08월_계_총인구수,"26,857","7,001","6,349","2,431","3,770","7,306",0
2020년08월_계_연령구간인구수,"26,857","7,001","6,349","2,431","3,770","7,306",0
2020년08월_계_0~9세,"1,302",564,226,58,160,294,0
2020년08월_계_10~19세,"1,647",582,359,107,181,418,0
2020년08월_계_20~29세,"2,921",904,540,175,414,888,0
2020년08월_계_30~39세,"2,217",783,360,156,308,610,0
2020년08월_계_40~49세,"3,097",906,654,211,400,926,0
2020년08월_계_50~59세,"4,915","1,152","1,177",459,712,"1,415",0
2020년08월_계_60~69세,"5,074","1,012","1,356",577,740,"1,389",0
2020년08월_계_70~79세,"3,528",668,"1,018",430,527,885,0
2020년08월_계_80~89세,"1,808",355,538,220,286,409,0
2020년08월_계_90~99세,332,70,117,38,38,69,0
2020년08월_계_100세 이상,16,5,4,0,4,3,0
2020년08월_남_총인구수,"13,852","3,659","3,163","1,196","1,962","3,872",0
2020년08월_남_연령구간인구수,"13,852","3,659","3,163","1,196","1,962","3,872",0
2020년08월_남_0~9세,666,294,111,26,80,155,0
2020년08월_남_10~19세,880,322,192,60,88,218,0
2020년08월_남_20~29세,"1,853",562,346,97,258,590,0
2020년08월_남_30~39세,"1,257",419,204,95,193,346,0
2020년08월_남_40~49세,"1,734",489,357,133,239,516,0
2020년08월_남_50~59세,"2,646",610,653,243,372,768,0
2020년08월_남_60~69세,"2,601",514,669,294,389,735,0
2020년08월_남_70~79세,"1,520",320,422,176,230,372,0
2020년08월_남_80~89세,615,109,184,64,102,156,0
2020년08월_남_90~99세,77,19,25,8,11,14,0
2020년08월_남_100세 이상,3,1,0,0,0,2,0
2020년08월_여_총인구수,"13,005","3,342","3,186","1,235","1,808","3,434",0
2020년08월_여_연령구간인구수,"13,005","3,342","3,186","1,235","1,808","3,434",0
2020년08월_여_0~9세,636,270,115,32,80,139,0
2020년08월_여_10~19세,767,260,167,47,93,200,0
2020년08월_여_20~29세,"1,068",342,194,78,156,298,0
2020년08월_여_30~39세,960,364,156,61,115,264,0
2020년08월_여_40~49세,"1,363",417,297,78,161,410,0
2020년08월_여_50~59세,"2,269",542,524,216,340,647,0
2020년08월_여_60~69세,"2,473",498,687,283,351,654,0
2020년08월_여_70~79세,"2,008",348,596,254,297,513,0
2020년08월_여_80~89세,"1,193",246,354,156,184,253,0
2020년08월_여_90~99세,255,51,92,30,27,55,0
2020년08월_여_100세 이상,13,4,4,0,4,1,0
2020년09월_계_총인구수,"26,787","6,997","6,324","2,409","3,754","7,303",0
2020년09월_계_연령구간인구수,"26,787","6,997","6,324","2,409","3,754","7,303",0
2020년09월_계_0~9세,"1,293",560,223,57,156,297,0
2020년09월_계_10~19세,"1,641",582,349,105,186,419,0
2020년09월_계_20~29세,"2,895",904,536,168,405,882,0
2020년09월_계_30~39세,"2,210",784,357,153,307,609,0
2020년09월_계_40~49세,"3,064",902,642,209,392,919,0
2020년09월_계_50~59세,"4,903","1,155","1,173",456,710,"1,409",0
2020년09월_계_60~69세,"5,101","1,016","1,364",574,747,"1,400",0
2020년09월_계_70~79세,"3,513",666,"1,014",430,518,885,0
2020년09월_계_80~89세,"1,818",352,546,219,287,414,0
2020년09월_계_90~99세,333,71,116,38,42,66,0
2020년09월_계_100세 이상,16,5,4,0,4,3,0
2020년09월_남_총인구수,"13,815","3,653","3,152","1,184","1,955","3,871",0
2020년09월_남_연령구간인구수,"13,815","3,653","3,152","1,184","1,955","3,871",0
2020년09월_남_0~9세,656,289,109,25,78,155,0
2020년09월_남_10~19세,881,320,187,61,92,221,0
2020년09월_남_20~29세,"1,847",563,348,92,255,589,0
2020년09월_남_30~39세,"1,254",424,201,92,193,344,0
2020년09월_남_40~49세,"1,711",484,350,133,230,514,0
2020년09월_남_50~59세,"2,641",611,651,241,372,766,0
2020년09월_남_60~69세,"2,610",516,676,291,392,735,0
2020년09월_남_70~79세,"1,513",318,416,177,227,375,0
2020년09월_남_80~89세,624,109,190,64,104,157,0
2020년09월_남_90~99세,75,18,24,8,12,13,0
2020년09월_남_100세 이상,3,1,0,0,0,2,0
2020년09월_여_총인구수,"12,972","3,344","3,172","1,225","1,799","3,432",0
2020년09월_여_연령구간인구수,"12,972","3,344","3,172","1,225","1,799","3,432",0
2020년09월_여_0~9세,637,271,114,32,78,142,0
2020년09월_여_10~19세,760,262,162,44,94,198,0
2020년09월_여_20~29세,"1,048",341,188,76,150,293,0
2020년09월_여_30~39세,956,360,156,61,114,265,0
2020년09월_여_40~49세,"1,353",418,292,76,162,405,0
2020년09월_여_50~59세,"2,262",544,522,215,338,643,0
2020년09월_여_60~69세,"2,491",500,688,283,355,665,0
2020년09월_여_70~79세,"2,000",348,598,253,291,510,0
2020년09월_여_80~89세,"1,194",243,356,155,183,257,0
2020년09월_여_90~99세,258,53,92,30,30,53,0
2020년09월_여_100세 이상,13,4,4,0,4,1,0
2020년10월_계_총인구수,"26,781","7,007","6,305","2,402","3,764","7,303",0
2020년10월_계_연령구간인구수,"26,781","7,007","6,305","2,402","3,764","7,303",0
2020년10월_계_0~9세,"1,285",561,214,56,156,298,0
2020년10월_계_10~19세,"1,626",587,343,103,187,406,0
2020년10월_계_20~29세,"2,887",892,533,165,410,887,0
2020년10월_계_30~39세,"2,217",787,359,151,314,606,0
2020년10월_계_40~49세,"3,064",908,636,207,394,919,0
2020년10월_계_50~59세,"4,879","1,153","1,161",452,695,"1,418",0
2020년10월_계_60~69세,"5,129","1,016","1,376",580,754,"1,403",0
2020년10월_계_70~79세,"3,505",670,"1,008",431,519,877,0
2020년10월_계_80~89세,"1,838",359,554,218,288,419,0
2020년10월_계_90~99세,335,69,117,39,43,67,0
2020년10월_계_100세 이상,16,5,4,0,4,3,0
2020년10월_남_총인구수,"13,812","3,658","3,142","1,184","1,961","3,867",0
2020년10월_남_연령구간인구수,"13,812","3,658","3,142","1,184","1,961","3,867",0
2020년10월_남_0~9세,652,292,103,25,77,155,0
2020년10월_남_10~19세,879,325,186,59,91,218,0
2020년10월_남_20~29세,"1,831",556,344,91,259,581,0
2020년10월_남_30~39세,"1,258",425,201,92,196,344,0
2020년10월_남_40~49세,"1,717",483,349,133,232,520,0
2020년10월_남_50~59세,"2,631",615,644,242,362,768,0
2020년10월_남_60~69세,"2,624",512,684,293,399,736,0
2020년10월_남_70~79세,"1,501",317,409,177,227,371,0
2020년10월_남_80~89세,641,114,199,63,106,159,0
2020년10월_남_90~99세,75,18,23,9,12,13,0
2020년10월_남_100세 이상,3,1,0,0,0,2,0
2020년10월_여_총인구수,"12,969","3,349","3,163","1,218","1,803","3,436",0
2020년10월_여_연령구간인구수,"12,969","3,349","3,163","1,218","1,803","3,436",0
2020년10월_여_0~9세,633,269,111,31,79,143,0
2020년10월_여_10~19세,747,262,157,44,96,188,0
2020년10월_여_20~29세,"1,056",336,189,74,151,306,0
2020년10월_여_30~39세,959,362,158,59,118,262,0
2020년10월_여_40~49세,"1,347",425,287,74,162,399,0
2020년10월_여_50~59세,"2,248",538,517,210,333,650,0
2020년10월_여_60~69세,"2,505",504,692,287,355,667,0
2020년10월_여_70~79세,"2,004",353,599,254,292,506,0
2020년10월_여_80~89세,"1,197",245,355,155,182,260,0
2020년10월_여_90~99세,260,51,94,30,31,54,0
2020년10월_여_100세 이상,13,4,4,0,4,1,0
2020년11월_계_총인구수,"26,798","7,014","6,288","2,402","3,781","7,313",0
2020년11월_계_연령구간인구수,"26,798","7,014","6,288","2,402","3,781","7,313",0
2020년11월_계_0~9세,"1,290",563,209,59,157,302,0
2020년11월_계_10~19세,"1,628",590,342,102,189,405,0
2020년11월_계_20~29세,"2,868",891,533,158,411,875,0
2020년11월_계_30~39세,"2,228",792,359,154,314,609,0
2020년11월_계_40~49세,"3,067",909,633,206,397,922,0
2020년11월_계_50~59세,"4,844","1,141","1,148",450,695,"1,410",0
2020년11월_계_60~69세,"5,166","1,019","1,379",583,762,"1,423",0
2020년11월_계_70~79세,"3,509",668,"1,009",431,523,878,0
2020년11월_계_80~89세,"1,843",363,556,221,286,417,0
2020년11월_계_90~99세,338,73,116,37,43,69,0
2020년11월_계_100세 이상,17,5,4,1,4,3,0
2020년11월_남_총인구수,"13,824","3,664","3,125","1,187","1,971","3,877",0
2020년11월_남_연령구간인구수,"13,824","3,664","3,125","1,187","1,971","3,877",0
2020년11월_남_0~9세,655,291,101,28,78,157,0
2020년11월_남_10~19세,884,326,184,59,93,222,0
2020년11월_남_20~29세,"1,825",558,344,90,258,575,0
2020년11월_남_30~39세,"1,258",427,198,94,195,344,0
2020년11월_남_40~49세,"1,720",483,346,132,233,526,0
2020년11월_남_50~59세,"2,618",615,639,239,364,761,0
2020년11월_남_60~69세,"2,640",513,682,297,405,743,0
2020년11월_남_70~79세,"1,504",314,410,176,229,375,0
2020년11월_남_80~89세,640,116,198,63,104,159,0
2020년11월_남_90~99세,77,20,23,9,12,13,0
2020년11월_남_100세 이상,3,1,0,0,0,2,0
2020년11월_여_총인구수,"12,974","3,350","3,163","1,215","1,810","3,436",0
2020년11월_여_연령구간인구수,"12,974","3,350","3,163","1,215","1,810","3,436",0
2020년11월_여_0~9세,635,272,108,31,79,145,0
2020년11월_여_10~19세,744,264,158,43,96,183,0
2020년11월_여_20~29세,"1,043",333,189,68,153,300,0
2020년11월_여_30~39세,970,365,161,60,119,265,0
2020년11월_여_40~49세,"1,347",426,287,74,164,396,0
2020년11월_여_50~59세,"2,226",526,509,211,331,649,0
2020년11월_여_60~69세,"2,526",506,697,286,357,680,0
2020년11월_여_70~79세,"2,005",354,599,255,294,503,0
2020년11월_여_80~89세,"1,203",247,358,158,182,258,0
2020년11월_여_90~99세,261,53,93,28,31,56,0
2020년11월_여_100세 이상,14,4,4,1,4,1,0
2020년12월_계_총인구수,"26,757","6,981","6,251","2,407","3,777","7,341",0
2020년12월_계_연령구간인구수,"26,757","6,981","6,251","2,407","3,777","7,341",0
2020년12월_계_0~9세,"1,273",545,204,59,157,308,0
2020년12월_계_10~19세,"1,621",583,340,101,194,403,0
2020년12월_계_20~29세,"2,868",900,526,159,409,874,0
2020년12월_계_30~39세,"2,219",780,355,154,316,614,0
2020년12월_계_40~49세,"3,063",905,628,209,389,932,0
2020년12월_계_50~59세,"4,822","1,135","1,141",449,689,"1,408",0
2020년12월_계_60~69세,"5,193","1,025","1,379",588,765,"1,436",0
2020년12월_계_70~79세,"3,499",663,"1,011",428,520,877,0
2020년12월_계_80~89세,"1,843",368,548,220,291,416,0
